[00:00:17.705 --> 00:00:23.167]  InfoWars, tomorrow's news today.
[00:09:26.420 --> 00:09:39.803]  into all of the products that then can be tracked and read and scanned and that you then ingest that they claim are safe that they then say become part of your body.
[00:09:39.803 --> 00:09:44.104]  Remember I covered that a few days ago from the Davos Group?
[00:09:44.104 --> 00:09:55.326]  The announcements that they made about how if you are human you'll be obsolete soon and that they're going to put living entities into your bodies that are microscopic that then take control of your brain?
[00:09:57.301 --> 00:09:59.502]  That's what Nobel Prize winners are calling for.
[00:09:59.502 --> 00:10:02.904]  And they're saying it'll end all war, we'll all be one mind.
[00:10:02.904 --> 00:10:12.449]  Yeah, under their control in their nightmare virtual reality, now rolled out and launched by Zuckerberg.
[00:10:12.449 --> 00:10:14.990]  Yeah, that's the book, Homo Deus, A Brief History of Tomorrow.
[00:10:14.990 --> 00:10:16.891]  That's what the Davos Group is putting out.
[00:10:16.891 --> 00:10:20.253]  It's all there, I already played the clips.
[00:10:20.253 --> 00:10:23.915]  So let's go through some of the background of this and then get into the latest developments right now.
[00:10:25.794 --> 00:10:29.277]  Understanding the Nanotechnology in COVID-19 Vaccines.
[00:10:29.277 --> 00:10:30.918]  That's from CAS.org.
[00:10:30.918 --> 00:10:33.060]  Major universities reporting it.
[00:10:33.060 --> 00:10:34.461]  It is nanotechnology.
[00:10:34.461 --> 00:10:37.284]  It is in the vaccines that are not vaccines.
[00:10:37.284 --> 00:10:39.706]  It is self-replicating in the body.
[00:10:39.706 --> 00:10:41.667]  We're going to list what is in there.
[00:10:41.667 --> 00:10:53.938]  Nanolipids and microscopic carbon-based metal that then begins replicating off of your body's own enzymes and own nutrients and oxygen and chemicals.
[00:10:55.492 --> 00:10:57.533]  Lipid nanoparticles.
[00:10:57.533 --> 00:10:58.593]  Let's move on to the next one.
[00:10:58.593 --> 00:11:02.814]  Anybody can go read this for yourself.
[00:11:02.814 --> 00:11:08.135]  Here's one from patents at google.com.
[00:11:08.135 --> 00:11:17.158]  Nano coronavirus recombinant vaccines, graphite oxide as the carrier, which then goes through the blood-brain barrier.
[00:11:18.817 --> 00:11:21.278]  Then it gets into how it's magnetic and controls you.
[00:11:21.278 --> 00:11:22.979]  And I'm going to show you the new stuff in a minute.
[00:11:22.979 --> 00:11:29.601]  Microsoft patents cutting edge human powered crypto mining system, blockchain.news.
[00:11:29.601 --> 00:11:34.083]  We reported this back when it was there and Bill Gates came out and said, it's not true.
[00:11:34.083 --> 00:11:37.104]  I'm not patenting anything to be put in your body, even though it's all admitted.
[00:11:37.104 --> 00:11:41.566]  Remember he said with his wife on TV, Oh, I promise, honey, we're not doing that.
[00:11:41.566 --> 00:11:45.168]  She found out he was a liar and left him.
[00:11:45.168 --> 00:11:45.508]  Super.
[00:11:48.191 --> 00:11:52.614]  Paramagnetic nanoparticle delivery of DNA vaccine.
[00:11:52.614 --> 00:11:55.275]  PubMed.
[00:11:55.275 --> 00:11:56.436]  Federal government.
[00:11:56.436 --> 00:11:58.417]  There's a direct link to it.
[00:11:58.417 --> 00:11:59.338]  NIH.gov.
[00:11:59.338 --> 00:12:02.340]  See that right there?
[00:12:02.340 --> 00:12:07.783]  Bill Gates chooses corporate patent rights over human lives.
[00:12:07.783 --> 00:12:12.946]  Here's some of the patents with the cryptocurrency that's tied to nanoparticles in your body that tracks and traces everything you do.
[00:12:14.557 --> 00:12:15.598]  Notice the number on it.
[00:12:15.598 --> 00:12:17.539]  There's a whole bunch more of these too.
[00:12:17.539 --> 00:12:19.480]  All by these folks.
[00:12:19.480 --> 00:12:20.440]  Here's another one.
[00:12:20.440 --> 00:12:23.762]  US 10-702-600-B1.
[00:12:23.762 --> 00:12:25.603]  Similar systems.
[00:12:25.603 --> 00:12:30.285]  Tied into Bill Gates and the rest of them.
[00:12:30.285 --> 00:12:35.588]  Understanding the nanotechnology in COVID-19 vaccines.
[00:12:35.588 --> 00:12:38.790]  Food as production delivery vehicles for human vaccines.
[00:12:42.981 --> 00:12:49.247]  Grow and eat your own vaccines, University of California.
[00:12:49.247 --> 00:12:51.969]  Edible vaccines, Scientific American.
[00:12:51.969 --> 00:12:58.175]  10 secrets that you didn't know about nano-entities.
[00:12:58.175 --> 00:13:05.342]  Now, let's go where the Davos Group went last week when they announced their official statement that these nano-entities are going to have rights
[00:13:06.846 --> 00:13:12.707]  And these nano entities are just going to be sprayed on you from the air and put in your food until they take over your bodies.
[00:13:12.707 --> 00:13:17.809]  And then you're not going to be able to live unless you get new nano injections all the time.
[00:13:17.809 --> 00:13:19.449]  And you're like, well, they'll all go to prison.
[00:13:19.449 --> 00:13:20.449]  I mean, they're all going to go to jail.
[00:13:20.449 --> 00:13:20.649]  Really?
[00:13:20.649 --> 00:13:23.090]  They've already killed millions of people with the shots.
[00:13:23.090 --> 00:13:23.370]  A.D.E.
[00:13:23.370 --> 00:13:24.690]  is already spreading around the world.
[00:13:24.690 --> 00:13:25.770]  Hospitals are already full of those.
[00:13:25.770 --> 00:13:32.232]  We're having horrible autoimmune response to the injections because now they have a bad autoimmune response to any virus they come in contact with.
[00:13:35.029 --> 00:13:46.272]  And they've put out these press releases, I'll show you, from the Davos Group, explaining how they're going to put these nanoparticles in you under the UN Food Council that's now suddenly in charge of everything.
[00:13:46.272 --> 00:13:50.473]  And the UN is in the news saying they'll decide what you can say and can't say about the shot.
[00:13:50.473 --> 00:13:54.474]  So we don't let US senators talk about natural immunity and how good it is.
[00:13:54.474 --> 00:14:02.536]  Yahoo said, and Reuters said, and CNN said, and Google said, because the UN said you can't say that.
[00:14:02.536 --> 00:14:03.116]  That's official.
[00:14:05.009 --> 00:14:08.350]  So here's a shepherd's heart breakdown that links to Debo's group and their actual statements.
[00:14:08.350 --> 00:14:10.230]  It's an excellent article.
[00:14:10.230 --> 00:14:14.751]  10 secrets that you didn't know about nano-entities.
[00:14:14.751 --> 00:14:15.532]  That's what they call them.
[00:14:15.532 --> 00:14:17.592]  They call them nano-entities.
[00:14:17.592 --> 00:14:21.613]  And what did the Debo's group spokesman say last week?
[00:14:21.613 --> 00:14:22.573]  He's written a bunch of books about it.
[00:14:22.573 --> 00:14:30.855]  He said, we have nano-entities that are going to take over your brain and there'll be nothing but peace.
[00:14:30.855 --> 00:14:33.056]  Nothing but peace, ladies and gentlemen.
[00:14:34.124 --> 00:14:34.944]  So let's read the article.
[00:14:34.944 --> 00:14:38.506]  Integration of nanomaterials into the entire food supply.
[00:14:38.506 --> 00:14:41.026]  That's a whole link and that's Debo's group.
[00:14:41.026 --> 00:14:46.248]  Installation of AI, artificially intelligent nanoparticles, for agro-food inspection.
[00:14:46.248 --> 00:14:52.270]  Hybrid probes installed in foods that insert platforms into your body.
[00:14:52.270 --> 00:14:54.171]  Injection of nanobodies into your food.
[00:14:54.171 --> 00:14:55.772]  You're like, this is over the top.
[00:14:55.772 --> 00:14:56.732]  They'll never do it.
[00:14:56.732 --> 00:14:59.353]  They'll never give five-year-olds enough the deadly shot that's killed so many.
[00:15:00.848 --> 00:15:05.491]  The World Economic Forum informed us that our food supply was going to be disrupted.
[00:15:05.491 --> 00:15:13.575]  Beginning last year, agri-food safety inspection is going high-tech with newly constructed hybrid micro-nano entities.
[00:15:13.575 --> 00:15:16.077]  Yes, you read that correctly and there's links to all of it.
[00:15:17.537 --> 00:15:33.923]  Hybrid nanoparticles are micro nano entities and these nano entities are not only going into the food supply, but also into the pharmaceutical products and you can link there and there's articles everywhere about small chips to track pills.
[00:15:33.923 --> 00:15:38.365]  There is much speculation about what these entities are and what Bill Gates announced last week.
[00:15:38.365 --> 00:15:40.145]  He said, what did the Davos Group announce last week?
[00:15:40.145 --> 00:15:41.426]  What did BlackRock type this in?
[00:15:42.942 --> 00:15:54.326]  BlackRock says the entire new future and the next 1,000 billionaires will all be in nanotech biosensors in the economy.
[00:15:54.326 --> 00:15:56.647]  Biosensors in the sewage.
[00:15:56.647 --> 00:15:58.528]  Biosensors in the air.
[00:15:58.528 --> 00:16:00.168]  Biosensors in your house.
[00:16:00.168 --> 00:16:02.349]  Biosensors in the schools.
[00:16:02.349 --> 00:16:08.911]  All scanning you and telling you and just like the PCR test, all fraudulent to disappear you with the contact tracers.
[00:16:08.911 --> 00:16:10.212]  Total AI surveillance.
[00:16:11.561 --> 00:16:20.049]  You wonder where they go next whenever they have home assistants in your houses that you willingly brought in that listen and watch.
[00:16:20.049 --> 00:16:27.476]  Well, now they're saying you won't have a choice.
[00:16:27.476 --> 00:16:34.202]  The definition of entities is something that exists as a particular and discrete unit.
[00:16:35.714 --> 00:16:37.335]  You know, like a ghost is an entity.
[00:16:37.335 --> 00:16:39.416]  Two, the fact of its existence being.
[00:16:39.416 --> 00:16:43.358]  Three, the existence of something considered apart from its property.
[00:16:43.358 --> 00:16:46.720]  So they're going to put outside entities, creatures, into you.
[00:16:46.720 --> 00:16:55.964]  For purposes of this article, nano-entities are self-associated aggregates that group together to provide a solid, lattice-frone framework growing in your body.
[00:16:55.964 --> 00:16:56.725]  They tell you about
[00:16:58.168 --> 00:17:05.112]  The graphene oxide, other things that are in the shots now that are helping grow that matrix in your body that can be sensed and scanned.
[00:17:05.112 --> 00:17:06.832]  It's growing so well in you.
[00:17:06.832 --> 00:17:10.994]  And people that have been abused by this, they're not going to want to see themselves as victims.
[00:17:10.994 --> 00:17:12.775]  They have Stockholm Syndrome.
[00:17:12.775 --> 00:17:17.818]  They're going to announce they're mutants like all the movies and TV shows about how cool it is when you're a mutant.
[00:17:19.690 --> 00:17:28.035]  These entities are not merely physical surveillance arrays, but include multidimensional aspects, they transmit, that will be discussed in another article.
[00:17:28.035 --> 00:17:37.340]  Describing below are some of the entities' names that you will see soon at your local grocery store, fulfilling the World Economics promise to take over the food supply.
[00:17:37.340 --> 00:17:47.106]  These entities are not merely physical surveillance arrays, but include multidimensional aspects, some entities' names you're going to see at your local grocery store, and it goes on from there.
[00:17:49.235 --> 00:17:54.660]  Molecular imprinting polymers integrated with quantum dots.
[00:17:54.660 --> 00:17:57.883]  That's already in the money, in the food, and a lot of the pills.
[00:17:57.883 --> 00:18:09.313]  Advanced tools for cell imaging are a great interest of this detection, localization, and quantification of molecular biomarkers for infection.
[00:18:09.313 --> 00:18:14.477]  This is just the Thanos scam, a thousand times bigger.
[00:18:14.477 --> 00:18:15.078]  Molecular
[00:18:16.031 --> 00:18:21.934]  Imprinting polymers integrated and up conversion luminescent nanoparticles.
[00:18:21.934 --> 00:18:24.375]  That's in the Pfizer shot.
[00:18:24.375 --> 00:18:29.137]  The luminescent jellyfish genes that grow in your body.
[00:18:29.137 --> 00:18:30.838]  The UCMPs are
[00:18:34.229 --> 00:18:50.877]  Tumacent nanoparticles, MPs, that are doped, yes doped, with dyed silica, rare earth ions, and fluorescent QDs, providing an amazing array, suite for food, as it goes through the entire cycle.
[00:18:50.877 --> 00:19:02.783]  Fork, food, body, that's the sewage, for sensing and imaging, and analytical chemistry, bio, analytical chemistry, biomedical engineering, and environmental science.
[00:19:05.151 --> 00:19:10.395]  So just raping and assaulting you with these poisons to protect you, of course.
[00:19:10.395 --> 00:19:17.780]  Upconversion luminescent nanoparticles combined with methyl organic frameworks.
[00:19:17.780 --> 00:19:28.107]  Metal organic frameworks, MOFs, are a class of porous materials prepared by the self-assembled metal ions, that's what's in the shots, or clusters with organic
[00:19:29.804 --> 00:19:30.344]  Lil' Gans.
[00:19:30.344 --> 00:19:36.787]  And again, they want to contaminate everybody with the shots, so when they start bombing the food with it, no one will know where it's coming from, and one company won't get in trouble.
[00:19:36.787 --> 00:19:37.968]  That's why it's a revolution.
[00:19:37.968 --> 00:19:42.030]  They're hitting us all at once, just like in a war, a blitzkrieg, to overwhelm you.
[00:19:43.775 --> 00:19:46.558]  They are tunable inside your body and controllable.
[00:19:46.558 --> 00:19:48.280]  That's from the Davos Group.
[00:19:48.280 --> 00:19:55.948]  Meaning they have the power to regulate things such as dispensing of nutrition, of food products to comply with international mandates.
[00:19:55.948 --> 00:19:57.610]  Well, my goodness.
[00:19:57.610 --> 00:20:05.238]  These metal ions form nodes that yoke together, repeating cage-like structures, creating a fusion of biological life with machine.
[00:20:07.535 --> 00:20:09.817]  Magnetic Metal Organic Frameworks.
[00:20:09.817 --> 00:20:10.558]  And then it goes on.
[00:20:10.558 --> 00:20:12.781]  Nano-sized Metal Frameworks.
[00:20:12.781 --> 00:20:14.282]  You want me to keep going for you?
[00:20:14.282 --> 00:20:17.185]  Magnetic Covalent Organic Frameworks.
[00:20:17.185 --> 00:20:20.128]  Magnetic Covalent Organic Frameworks.
[00:20:20.128 --> 00:20:24.052]  The endocrine-disrupting or sensing food in the human animal body.
[00:20:25.612 --> 00:20:35.735]  Which are used as an absorbent form of magnetic extraction of polar endocrine disrupting phenols and for sensing food in the human animal body.
[00:20:35.735 --> 00:20:37.656]  Oh, this sounds really loving and liberal.
[00:20:37.656 --> 00:20:42.657]  Covalent organic frameworks doped with quantum dots.
[00:20:42.657 --> 00:20:43.818]  I love things being doped.
[00:20:43.818 --> 00:20:46.018]  That's the term they use, being drugged.
[00:20:46.018 --> 00:20:51.080]  Quantum dot doped covalent organic frameworks.
[00:20:51.080 --> 00:20:53.541]  And it goes on, were developed for the detection of
[00:20:54.861 --> 00:21:05.966]  Toxins related insecticides in tap water and this new system is a poison produced by organisms belonging and it goes on.
[00:21:05.966 --> 00:21:08.388]  But don't worry, we'll have sensors now that keep you safe.
[00:21:08.388 --> 00:21:11.609]  We've got to put sensors in you to keep you safe from all the stuff we're using on you.
[00:21:11.609 --> 00:21:12.630]  Okay, so that's just part of it.
[00:21:12.630 --> 00:21:17.492]  Let me show you some more actually from different medical publications, different studies.
[00:21:17.492 --> 00:21:18.252]  Here's one.
[00:21:18.252 --> 00:21:23.015]  Functional hybrid micro nanoparticles promote agro food safety inspection.
[00:21:23.956 --> 00:21:24.816]  We're good to go.
[00:21:42.452 --> 00:21:45.914]  On Twitter saying he's definitely a lizard person.
[00:21:45.914 --> 00:21:55.320]  Alex Jones was right with a selfie that Zuckerberg put out of the new name, meaning total takeover of all reality meta or infinity, infinity takeover.
[00:21:55.320 --> 00:21:57.882]  That's what they really mean by it.
[00:21:57.882 --> 00:22:00.243]  And I'm not the one that says everybody's reptiles.
[00:22:00.243 --> 00:22:00.924]  That's David Icke.
[00:22:00.924 --> 00:22:03.025]  But I mean, gosh, that's the least of our problems.
[00:22:03.025 --> 00:22:04.106]  I mean, probably is true.
[00:22:04.106 --> 00:22:04.726]  Who knows?
[00:22:04.726 --> 00:22:05.507]  I don't speculate.
[00:22:06.229 --> 00:22:08.370]  I just know they sure act like vicious crocodiles.
[00:22:08.370 --> 00:22:10.851]  They sure act like they're anti-human.
[00:22:10.851 --> 00:22:15.834]  And I even was talking to a lawyer yesterday and he goes, you're the guy that thinks reptoids run things.
[00:22:15.834 --> 00:22:17.975]  And I'm like, no, that's not me.
[00:22:17.975 --> 00:22:22.157]  And I'm not, that's not a bar, but David, I, I really respect David.
[00:22:22.157 --> 00:22:23.558]  And they do act like aliens.
[00:22:23.558 --> 00:22:26.320]  They are saying carbon-based life forms will be obsolete.
[00:22:26.320 --> 00:22:26.600]  In fact,
[00:22:28.021 --> 00:22:49.095]  I said I wouldn't play it, but I mean, you got the main spokesman for the Davos Group, their main future is saying, the future won't be human, nanoparticles will take over your brain, we're colonizing, you got Klaus Schwab saying, the fourth industrial revolution will be changing you, we will take you over, we have captured your countries, we are now the only stakeholders, we do not want the people to have control.
[00:22:49.095 --> 00:22:49.956]  These are real quotes.
[00:22:51.277 --> 00:22:55.059]  And we just sit here while they're announcing, now we're going to inject your five-year-olds and up.
[00:22:55.059 --> 00:23:01.682]  And they have the FDA spokesperson saying, well, we don't know if these will hurt kids till we give them to them.
[00:23:01.682 --> 00:23:03.042]  I mean, that's a quote.
[00:23:03.042 --> 00:23:05.604]  I played that like four times this week.
[00:23:05.604 --> 00:23:06.304]  That's what they said.
[00:23:08.050 --> 00:23:09.711]  In the lead up to things.
[00:23:09.711 --> 00:23:13.895]  So they're collapsing everything and they're telling you that a dystopia is a good thing.
[00:23:13.895 --> 00:23:20.420]  If you go to the UN building, they have Klaus Schwab Davos Group posters hanging up outside New York where they're three months ago and shot video of it.
[00:23:20.420 --> 00:23:21.501]  It's on Bandai Video.
[00:23:21.501 --> 00:23:27.245]  And there's huge posters showing what looks like a concentration camp with like these concrete bunkers.
[00:23:27.245 --> 00:23:31.308]  And it says you will soon not live in an apartment or a home or a city.
[00:23:31.308 --> 00:23:32.850]  You will live in a commune.
[00:23:32.850 --> 00:23:33.590]  You will own nothing.
[00:23:33.590 --> 00:23:34.291]  You will have nothing.
[00:23:36.149 --> 00:23:40.033]  I'm there with the New York police we had as our hired security, great guys.
[00:23:40.033 --> 00:23:41.275]  They're like, we haven't been down here in a while.
[00:23:41.275 --> 00:23:42.616]  My God, this is insane.
[00:23:42.616 --> 00:23:45.660]  And it's all real, folks.
[00:23:45.660 --> 00:23:46.340]  It's all real.
[00:23:46.340 --> 00:23:48.142]  And they're just rolling it out.
[00:23:48.142 --> 00:23:55.491]  Just like all the nanotech, just like what they're engaged in with the Pfizer and Moderna shots that aren't even
[00:23:57.540 --> 00:23:58.200]  Vaccines.
[00:23:58.200 --> 00:24:05.222]  I mean, I remember 20 years ago reading the Pentagon's testing on troops on anti-depression, anti-PTSD shot.
[00:24:05.222 --> 00:24:10.264]  The shot goes in and takes out areas in the brain associated with depression.
[00:24:10.264 --> 00:24:25.689]  Well, those same receptors in the brain that are associated with depression and chemicals are also associated with higher spiritual consciousness, exaltation, exhilaration, feelings of completion, satisfaction,
[00:24:26.943 --> 00:24:28.643]  And you wonder why so many troops commit suicide.
[00:24:28.643 --> 00:24:36.445]  They've been spiking a lot of the injections they get with live viruses that actually go in and eat part of the brain.
[00:24:36.445 --> 00:24:42.446]  So when you hear the word vaccine, that just means some frankenshot that the system is trying to put into your body.
[00:24:42.446 --> 00:24:53.128]  So I thought tonight we would talk some about this situation and where we are and what we face as a society.
[00:24:55.481 --> 00:25:05.747]  And there was also a Japanese TV show called Vaxxile, or Exiled Via the Vaccines, that we'll play here in a moment.
[00:25:05.747 --> 00:25:10.950]  Just a few minutes from it, that basically mirrors what's happening in the real world.
[00:25:10.950 --> 00:25:13.272]  And you ask yourself, how are they able to do that?
[00:25:13.272 --> 00:25:14.352]  Well, I know what happens.
[00:25:14.352 --> 00:25:16.474]  You get approached.
[00:25:16.474 --> 00:25:18.995]  Hasn't really happened to me, but happened to Chris Carter and a lot of others.
[00:25:18.995 --> 00:25:19.796]  Chris has talked about it.
[00:25:19.796 --> 00:25:22.257]  I told you about Chris talking about it before he ever went public about it.
[00:25:27.017 --> 00:25:35.022]  I was told about by the cast and then Carter reached out and the CIA would come to them and say, here's the script we want.
[00:25:35.022 --> 00:25:39.725]  And they just learned we get picked back up by Fox if we run the script again.
[00:25:39.725 --> 00:25:43.447]  And that's called predictive programming because they get your subconscious mind ready for it.
