[00:00:01.612 --> 00:00:03.616]  I'm good.
[00:04:13.375 --> 00:04:14.376]  Maybe even one month.
[00:04:16.431 --> 00:04:22.954]  But here's what I want to do today, and I'm going to come back in the next segment and get out the phone number, because I'm going to put all the news aside today.
[00:04:22.954 --> 00:04:28.777]  It's not easy for me to do, because it's a lot of important developments, but we're going to cover it all tomorrow and the rest of the week.
[00:04:28.777 --> 00:04:33.359]  I'm going to open up the phone lines today exclusively to healthcare workers.
[00:04:33.359 --> 00:04:34.700]  Are your hospitals filled?
[00:04:35.862 --> 00:04:49.114]  Because I saw multiple news stories throughout the week, and doctors on Twitter, verified doctors you've never heard of, saying, the hospital's overwhelmed, people are waiting 48 hours to get in, we don't have medicine anymore, the outbreak is out of control.
[00:04:49.114 --> 00:04:55.640]  Remember just like they did last year, and then we did the same thing for days, and everybody said no, the hospitals are empty?
[00:04:55.640 --> 00:04:58.383]  So let's get out ahead of that false narrative tonight.
[00:05:01.718 --> 00:05:08.485]  There's one central fact of criminal psychology that criminologists all agree on.
[00:05:08.485 --> 00:05:12.069]  And that is criminals are extremely pathological.
[00:05:12.069 --> 00:05:15.593]  Even more the general public, they do the same things over and over again.
[00:05:15.593 --> 00:05:20.038]  And criminals like to commit the same types of crimes over and over again.
[00:05:21.192 --> 00:05:22.012]  Well, guess what?
[00:05:22.012 --> 00:05:36.019]  It was Anthony Fauci and Eugenicist Globalist that ran the rollout of HIV and the mistreatment of it with AZT and other chemicals that actually killed more people than HIV, and they were the ones involved in viral research.
[00:05:37.219 --> 00:05:42.723]  ...of viruses that would actually go attack the T lymphocytes in the body and create autoimmune disorders.
[00:05:42.723 --> 00:05:49.086]  The problem for them was, the viruses would then break down and would be non-lethal down the road.
[00:05:49.086 --> 00:05:58.372]  That's why they need to roll out the COVID-19 and the vaccine, because now they admit the COVID-19 vaccine destroys your immune system, basically giving you the equivalent of HIV.
[00:05:58.372 --> 00:05:59.493]  That's right, ladies and gentlemen.
[00:06:13.999 --> 00:06:18.880]  Defending the Republic from enemies, foreign and domestic.
[00:06:18.880 --> 00:06:20.981]  It's Alex Jones.
[00:06:20.981 --> 00:06:26.322]  And now, your host, Owen Troyer.
[00:06:26.322 --> 00:06:37.245]  How could you conquer the world without firing a single shot, without dropping a single bomb?
[00:06:37.245 --> 00:06:42.066]  Well, you would manufacture a virus in a lab, have it get out of that lab,
[00:06:43.393 --> 00:06:57.783]  And then have the mainstream media run fear-mongering campaigns for months or years, however long it takes, over that virus until everyone was capitulated.
[00:06:57.783 --> 00:07:08.050]  You could bring in a one-world government through it, medical tyranny through it, and then once you have the mandated vaccines, you have conquered the planet.
[00:07:08.050 --> 00:07:12.393]  That is the current
[00:07:13.652 --> 00:07:40.679]  Globalist plan that we are under right now total Capitulation of every human being on earth because of a kovat virus manufactured in a Chinese military lab With the aid of Anthony Fauci with the aid of Barack Obama with the aid of Bill Gates, and they all know it they've all been caught and I guess they're just hoping that the whole planet will capitulate soon enough that a
[00:07:43.297 --> 00:07:53.426]  They'll have their world regime with medical tyranny in place before we could ever get justice against Anthony Fauci and everybody else involved in that Wuhan lab.
[00:07:53.426 --> 00:07:55.267]  This is the Alex Jones Show.
[00:07:55.267 --> 00:07:58.950]  We are live in the InfoWars World Headquarters on this Sunday, July 25th.
[00:07:58.950 --> 00:08:00.111]  Alex is on vacation.
[00:08:00.111 --> 00:08:03.434]  I'm hoping that he can actually take a vacation this time.
[00:08:07.395 --> 00:08:27.710]  I'm going to be putting off all of the news today for tomorrow and the rest of this week, because specifically today, we have to get out ahead of the next big narrative, which is that the hospitals are overwhelmed, there's no hospital beds left, there's no medicine left, it's basically total dire straits at every hospital in America.
[00:08:27.710 --> 00:08:30.032]  COVID's back, Delta's back, everybody's dying.
[00:08:35.528 --> 00:08:41.314]  They haven't launched the full push yet, but there's been some preliminary pushes.
[00:08:41.314 --> 00:08:46.820]  For example, from our piece of absolute garbage.
[00:08:46.820 --> 00:08:50.344]  In fact, garbage has more use than our mayor, Steve Adler.
[00:08:50.344 --> 00:08:51.946]  At least you can incinerate garbage.
[00:08:53.922 --> 00:08:55.203]  Maybe there's something you can do with it.
[00:08:55.203 --> 00:08:57.224]  Adler has no use.
[00:08:57.224 --> 00:08:59.365]  This guy sucks.
[00:08:59.365 --> 00:09:03.528]  And the funny thing is, you go to every single one of his tweets, it's nothing but negative reviews.
[00:09:03.528 --> 00:09:09.031]  I don't know how this guy continues to get in office, except all of our elections are rigged.
[00:09:09.031 --> 00:09:12.893]  But so, I saw some, I saw a couple news reports from over the weekend.
[00:09:12.893 --> 00:09:18.636]  I saw a couple verified doctors on Twitter saying that there isn't an empty hospital bed in America right now.
[00:09:18.636 --> 00:09:19.637]  Delta's killing us all.
[00:09:21.872 --> 00:09:25.074]  Which to me just means this is going to be their next big narrative.
[00:09:25.074 --> 00:09:26.495]  This is going to be their next big push.
[00:09:26.495 --> 00:09:27.236]  It's coming in a week.
[00:09:27.236 --> 00:09:29.637]  It's coming in two weeks.
[00:09:29.637 --> 00:09:44.327]  Just like they did, I guess it was, really over a year ago, but they kind of did it all in the summer of 2020 saying, hospitals are overwhelmed, ICU's overwhelmed, there's no hospital beds, there's no medicine, you're waiting 48 hours just to get in, most people are being rejected.
[00:09:45.990 --> 00:09:49.831]  And so for an entire week, we took calls from healthcare workers.
[00:09:49.831 --> 00:09:55.013]  I went to three different hospitals in Austin, and they were ghost towns.
[00:09:55.013 --> 00:09:59.634]  You could hear a pin drop.
[00:09:59.634 --> 00:10:01.375]  I filmed it all.
[00:10:01.375 --> 00:10:02.695]  Others went out and did the same thing.
[00:10:02.695 --> 00:10:03.896]  For a whole week, we did this.
[00:10:03.896 --> 00:10:05.076]  We took calls for a whole week.
[00:10:05.076 --> 00:10:05.996]  Others filmed it.
[00:10:05.996 --> 00:10:11.258]  It was a viral sensation on the internet of people going to the hospitals, walking in, saying, where is the overwhelmed?
[00:10:12.734 --> 00:10:14.655]  Hospital, where's all the people waiting?
[00:10:14.655 --> 00:10:16.997]  All of them ghost towns, everywhere!
[00:10:16.997 --> 00:10:22.521]  And then security comes and rushes them up, rushes them out, hushes them up, because, well, we can't expose the false narrative.
[00:10:22.521 --> 00:10:35.151]  So, I want to get ahead of this false narrative today, and I want to take calls from healthcare workers for the entire show, from across America, or hell, if you're overseas, are you seeing
[00:10:36.391 --> 00:10:39.255]  Another push.
[00:10:39.255 --> 00:10:41.257]  Is your hospital overwhelmed?
[00:10:41.257 --> 00:10:42.579]  Is your hospital crowded?
[00:10:42.579 --> 00:10:44.802]  Are people waiting 48 hours to get inside?
[00:10:44.802 --> 00:10:47.745]  Are people being turned down because there's no beds?
[00:10:47.745 --> 00:10:51.330]  Are people being turned down because it's too crowded, too busy, there's no doctors?
[00:10:52.967 --> 00:10:57.408]  Are the nurses getting all limbered and stretching for their new dance routines?
[00:10:57.408 --> 00:10:59.649]  I mean, this is how ridiculous it is.
[00:10:59.649 --> 00:11:04.950]  They claim the hospitals are so overwhelmed, yet all you saw from nurses was dance routines.
[00:11:04.950 --> 00:11:08.451]  And they think we're so stupid that we won't even put two and two together.
[00:11:08.451 --> 00:11:16.013]  Like, hey, you say the hospitals are overwhelmed, but all you're doing is dancing for TikTok videos.
[00:11:16.013 --> 00:11:18.374]  Remember, they sent the Navy ships.
[00:11:19.721 --> 00:11:26.544]  The big ginormous Navy ships and not a single patient, not a single COVID patient went on them.
[00:11:26.544 --> 00:11:33.127]  Not a one.
[00:11:33.127 --> 00:11:36.949]  So, this is what we're going to do today.
[00:11:36.949 --> 00:11:38.910]  I want to go for the entire Sunday.
[00:11:40.026 --> 00:11:43.670]  Alex Jones Show, taking calls from healthcare workers specifically.
[00:11:43.670 --> 00:11:45.291]  Is your hospital overwhelmed?
[00:11:45.291 --> 00:11:46.833]  Are people being pushed out?
[00:11:46.833 --> 00:11:48.675]  Are people waiting out the door?
[00:11:48.675 --> 00:11:50.376]  Is there a 48-hour wait?
[00:11:50.376 --> 00:11:54.481]  Or is this just yet another lie of the mainstream media?
[00:11:54.481 --> 00:11:57.984]  Another lie of what I guess are just Democrat doctors?
[00:11:57.984 --> 00:11:58.464]  Because remember,
[00:11:59.318 --> 00:12:05.120]  Democrats that are members of the media have completely sold out their profession.
[00:12:05.120 --> 00:12:06.780]  They're no longer reporters.
[00:12:06.780 --> 00:12:08.180]  They're no longer journalists.
[00:12:08.180 --> 00:12:09.861]  They're no longer truth-tellers.
[00:12:09.861 --> 00:12:12.622]  They are full-blown activists for the Democrat Party.
[00:12:12.622 --> 00:12:14.742]  They cover up the Hunter Biden laptop.
[00:12:14.742 --> 00:12:17.063]  They cover up Joe Biden's dementia.
[00:12:17.063 --> 00:12:17.683]  I could go on.
[00:12:19.028 --> 00:12:29.135]  So just like reporters and journalists have completely sold out their profession for the Democrat Party, now you're seeing doctors doing the same thing.
[00:12:29.135 --> 00:12:30.816]  Nurses doing the same thing.
[00:12:30.816 --> 00:12:34.239]  And you know, that hurts even worse.
[00:12:34.239 --> 00:12:37.441]  We're used to the media in this country being totally corrupt.
[00:12:37.441 --> 00:12:40.143]  That's why InfoWars exists.
[00:12:40.143 --> 00:12:42.985]  That's why, despite all the censorship, InfoWars is still on air.
[00:12:42.985 --> 00:12:48.229]  Because we're necessary and people fund us because they know we're needed in this time of fake news.
[00:12:49.687 --> 00:12:57.831]  But boy oh boy, you'd think you could at least have some integrity in the healthcare profession, have doctors that don't want to be liars, but guess what?
[00:12:57.831 --> 00:13:01.833]  I guess Democrats, no matter what profession they're in, they're liars.
[00:13:01.833 --> 00:13:08.596]  Whether they're doctors, whether they're nurses, whether they're reporters, whether they're teachers, they've all sold out to the Democrat Party cult.
[00:13:08.596 --> 00:13:10.297]  They've all sold out to the death cult.
[00:13:11.994 --> 00:13:16.138]  And they don't give a damn what it does to their profession.
[00:13:16.138 --> 00:13:17.819]  So now I can't believe I'm saying it.
[00:13:17.819 --> 00:13:19.561]  I'm heartbroken at this.
[00:13:19.561 --> 00:13:31.631]  Doctors are now selling out their profession for the Democrat Party, and they're going to start pushing the false narrative that the hospitals are overwhelmed from Delta and COVID because you didn't get vaccinated.
[00:13:31.631 --> 00:13:33.533]  How disgusting!
[00:13:33.533 --> 00:13:36.375]  Yeah, here's the overwhelmed hospitals last summer, guys.
[00:13:36.375 --> 00:13:37.436]  Woo!
[00:13:37.436 --> 00:13:38.317]  Yeah!
[00:13:38.317 --> 00:13:39.498]  We're curing COVID!
[00:13:39.778 --> 00:13:41.758]  Yeah, we're overwhelmed here!
[00:13:41.758 --> 00:13:42.459]  Let's get it!
[00:13:42.459 --> 00:13:47.180]  Let's get our COVID dance routine on!
[00:13:47.180 --> 00:13:51.360]  This is a cult.
[00:13:51.360 --> 00:13:54.361]  So, they're gonna bring it back.
[00:13:54.361 --> 00:14:04.023]  They're gonna bring it back, and they're gonna tell you hospitals are overwhelmed from Delta, just like they lied last year and said they were overwhelmed from COVID while they all danced on TikTok with choreographed dance routines.
[00:14:06.178 --> 00:14:08.699]  I wish I had time to choreograph a dance routine.
[00:14:08.699 --> 00:14:10.859]  Boy, crew, wouldn't that be nice?
[00:14:10.859 --> 00:14:16.460]  Wouldn't that be nice if things slowed down in the Info War and we could choreograph a dance routine for Twitter?
[00:14:16.460 --> 00:14:19.241]  Wouldn't that be fun, guys?
[00:14:19.241 --> 00:14:20.441]  That would be great.
[00:14:20.441 --> 00:14:24.722]  Hell, we don't even have time to take a day off if we're sick!
[00:14:24.722 --> 00:14:31.023]  Oh, but those nurses are so overwhelmed, making more money than they've ever made to dance on TikTok.
[00:14:33.322 --> 00:14:36.002]  So I want to get out ahead of this false narrative.
[00:14:36.002 --> 00:14:43.424]  Again, Steve Adler, the mayor of Austin, says every person in Austin is going to be in an ICU by the end of the month.
[00:14:43.424 --> 00:14:54.986]  I mean, that is so insane, so ludicrous, and he has the gall to actually make that a public statement.
[00:14:54.986 --> 00:14:57.346]  Get him off my screen!
[00:14:57.346 --> 00:15:01.387]  What a piece of absolute shiitake mushrooms.
[00:15:02.560 --> 00:15:05.061]  God, he sucks!
[00:15:05.061 --> 00:15:11.505]  You Democrats, you just, you're the worst people on earth, man.
[00:15:11.505 --> 00:15:16.488]  Like, I've got a video, I'm not even going to have time to get to it today.
[00:15:16.488 --> 00:15:30.676]  There was a rally in New York City, you know, justice for Ashley Babbitt, justice for the political prisoners from January 6th, the Democrat Party, and Antifa decides to show up and throw water at people and assault people, and the cops just stand by and let them do it.
[00:15:32.398 --> 00:15:40.321]  Instead of moving in and just smashing their skulls like the scum they are, they just sit there and they just let them torture people in the streets.
[00:15:40.321 --> 00:15:44.563]  It just makes me sick.
[00:15:44.563 --> 00:15:46.383]  And uh, yeah boy oh boy.
[00:15:46.383 --> 00:15:51.765]  So when we come back, I'm gonna give out the phone number for healthcare workers only.
[00:15:51.765 --> 00:15:57.828]  Are you saying your hospital is overwhelmed or is it just like last summer when they lied about it and the hospitals were completely empty?
[00:15:59.756 --> 00:16:03.438]  As we predicted, the globalists are now launching a new lockdown.
[00:16:03.438 --> 00:16:12.943]  The first one has already destroyed the third world, already caused over 20 million extra people to starve to death, and it's caused massive supply chain problems across the western world.
[00:16:12.943 --> 00:16:19.587]  Ladies and gentlemen, now is the time for you to get high-quality, storable food that's ready to ship while you still can at 20-20 prices.
[00:16:19.587 --> 00:16:23.149]  We have the biggest, best company in the United States as our supplier.
[00:16:23.149 --> 00:16:25.590]  Their entire catalog is at InfoWareStore.com.
[00:16:25.590 --> 00:16:28.472]  You get an additional 10% off at InfoWareStore.com.
[00:16:28.772 --> 00:16:30.853]  But only for one more week.
[00:16:30.853 --> 00:16:33.333]  They've told us you can extend it one more week, Alex.
[00:16:33.333 --> 00:16:34.354]  But that's it.
[00:16:34.354 --> 00:16:36.754]  They won't do this sale again until November.
[00:16:36.754 --> 00:16:38.975]  And then the food prices go up in 2022.
[00:16:38.975 --> 00:16:40.956]  This is insurance you can eat.
[00:16:40.956 --> 00:16:42.236]  It's the highest quality.
[00:16:42.236 --> 00:16:43.417]  Hundreds of high-quality foods.
[00:16:43.417 --> 00:16:45.117]  Three-month, six-month year supplies.
[00:16:45.117 --> 00:16:48.618]  All ready for you at Infowarsstore.com or call toll-free, 888-253-3139.
[00:16:51.899 --> 00:17:03.149]  I'm a very humble person, but I'm also a bold person.
[00:17:03.149 --> 00:17:12.097]  And so, as bad as things are with the globalists attacking humanity, with all the terrible things that are unfolding, I want you to know that a lot of positive things are happening as well.
[00:17:13.058 --> 00:17:16.440]  I'm a public figure, so I get to see things the general public doesn't get to see.
[00:17:16.440 --> 00:17:28.009]  And let me tell you, whether it's police chiefs, or members of Congress, or even folks in Hollywood, or mainstream media, or industry, people are really, really awake in the establishment.
[00:17:28.869 --> 00:17:33.510]  They don't want to go along with the globalists, but they're scared, they're looking for leadership.
[00:17:33.510 --> 00:17:35.590]  Well, that's where InfoWars comes in.
[00:17:35.590 --> 00:17:39.951]  You fund us, you support InfoWarsStore.com, you get great products to you at the same time.
[00:17:39.951 --> 00:17:49.553]  We will then go out and do what the globalists say is unpopular, but the globalists will target you for it to show people that it's safe to tell the truth and to take the heat.
[00:17:49.553 --> 00:17:57.455]  That's our job, so please keep us on air so we can hit the barbed wire, so we can be the shock troops in the information war.
[00:17:57.455 --> 00:17:58.595]  Fund us at InfoWarsStore.com.
[00:18:00.236 --> 00:18:08.738]  Ladies and gentlemen, Owen Schroeder here, the host of the InfoWars War Room, and I am very excited about our latest supplement addition to InfoWarsStore.com.
[00:18:08.738 --> 00:18:19.322]  Now, I've been supplementing with greens fibers and vegetable capsules for a long time, and so I was excited to hear that we were adding our own greens fiber caps to InfoWarsStore.com.
[00:18:19.322 --> 00:18:22.243]  But then I read the ingredients, and I was blown away.
[00:18:22.243 --> 00:18:22.823]  Listen to this.
[00:18:23.403 --> 00:18:24.664]  Organic pea fiber.
[00:18:24.664 --> 00:18:26.104]  Organic alfalfa leaf.
[00:18:26.104 --> 00:18:27.565]  Organic wheatgrass leaf.
[00:18:27.565 --> 00:18:29.026]  Organic cilantro leaf.
[00:18:29.026 --> 00:18:30.426]  Organic kale leaf.
[00:18:30.426 --> 00:18:31.987]  Organic flax sprout.
[00:18:31.987 --> 00:18:33.588]  Organic quinoa sprout.
[00:18:33.588 --> 00:18:37.029]  Ladies and gentlemen, all of these things are so incredible for your health.
[00:18:37.029 --> 00:18:38.290]  Just one of these ingredients
[00:18:38.490 --> 00:18:40.871]  That can be a life-changing supplement for your health.
[00:18:40.871 --> 00:18:45.613]  And we've packed it all in to Fiber Green Caps at Infowarsstore.com.
[00:18:45.613 --> 00:18:49.514]  So I'm excited to add this to my supplement routine every day.
[00:18:49.514 --> 00:18:51.695]  I suggest that you do the same thing.
[00:18:51.695 --> 00:18:54.536]  And right now, it's at an introductory price of $19.95.
[00:18:54.536 --> 00:18:56.057]  That's 33% off at Infowarsstore.com.
[00:19:00.913 --> 00:19:03.794]  The biosecurity state is here.
[00:19:03.794 --> 00:19:09.695]  It's an anti-human eugenics operation, training us that humans are dirty, bad, and evil.
[00:19:09.695 --> 00:19:23.478]  The corrupt puppet prime minister of Canada, who says he admires the communist dictatorship of Xi Jinping and wishes to make Canada the same, has announced that they're buying vaccines for every person in the country, all the way out to 2024.
[00:19:24.938 --> 00:19:28.139]  And in 2024, you will again take two shots.
[00:19:28.139 --> 00:19:32.140]  And he says it'll be whatever Pfizer cooks up and wants to put in your body.
[00:19:32.140 --> 00:19:33.920]  This is the Rockefeller Foundation.
[00:19:33.920 --> 00:19:36.601]  They developed this whole plan with Bill Gates.
[00:19:36.601 --> 00:19:38.841]  They're now implementing it, and now they've announced that U.S.
[00:19:38.841 --> 00:19:41.402]  policy is set by the private Rockefeller Foundation.
[00:19:41.402 --> 00:19:51.004]  Of course, the Rockefeller Foundation by the 30s was the main funder of Adolf A. Louis Hitler and the eugenics at Cold Springs Harbor that trained the Kaiser Wilhelm Institute in Germany.
[00:19:51.584 --> 00:19:53.105]  And bull wars will continue to set fast.
[00:19:53.105 --> 00:19:54.606]  We fight this, I don't know how long we can.
[00:19:54.606 --> 00:19:56.487]  The enemy's coming for us all now.
[00:19:56.487 --> 00:19:58.108]  God bless and good luck.
[00:19:58.108 --> 00:20:03.331]  I would, again, get right with God right now.
[00:20:03.331 --> 00:20:05.933]  You're listening to the Alex Jones Show.
[00:20:19.253 --> 00:20:26.316]  Live from the Infowars.com studios, you're listening to the Alex Jones Show.
[00:20:26.316 --> 00:20:30.237]  And now, your host, Owen Troyer.
[00:20:30.237 --> 00:20:39.720]  Alright, I'm going to take calls from healthcare workers for the rest of this transmission.
[00:20:39.720 --> 00:20:42.281]  And then I've been told we have a special report coming up from Alex Jones.
[00:20:42.281 --> 00:20:45.562]  We're going to air it at the end of today's transmission as well.
[00:20:47.042 --> 00:20:55.908]  But for the next hour and a half, I want to take calls specifically from healthcare workers.
[00:20:55.908 --> 00:20:58.329]  Are your hospitals overwhelmed?
[00:20:58.329 --> 00:21:03.753]  Or is the media lying, just like they did last summer, to drum up the fear?
[00:21:03.753 --> 00:21:10.877]  And here's the next level of the fear-mongering that nobody really talks about, but it's very apparent.
[00:21:10.877 --> 00:21:15.220]  And if there is some sort of an influx at hospitals, this is why.
[00:21:17.136 --> 00:21:23.322]  There's this new brainwashing propaganda is that, oh, if you get sick, you're dead.
[00:21:23.322 --> 00:21:24.183]  You're just dead.
[00:21:24.183 --> 00:21:25.124]  That's it for you.
[00:21:25.124 --> 00:21:26.065]  You've got a virus.
[00:21:26.065 --> 00:21:26.565]  You're dead.
[00:21:26.565 --> 00:21:27.546]  You're kaput.
[00:21:27.546 --> 00:21:27.927]  That's it.
[00:21:27.927 --> 00:21:29.028]  You don't have an immune system.
[00:21:29.028 --> 00:21:30.129]  You can't recover.
[00:21:30.129 --> 00:21:31.390]  There's no medicine that can help.
[00:21:31.390 --> 00:21:32.551]  You're just dead.
[00:21:32.551 --> 00:21:33.572]  So you better get the vaccine.
[00:21:33.572 --> 00:21:34.814]  Otherwise, you're dead if you get a virus.
[00:21:36.977 --> 00:21:38.378]  Yeah, exactly.
[00:21:38.378 --> 00:21:40.280]  Oh boy, I don't even want to go back into that story.
[00:21:40.280 --> 00:21:42.202]  It's one of the sickest things you've ever seen.
[00:21:42.202 --> 00:21:50.650]  I'm telling you, man, these liberal progressive Democrats are really reaching next level of demonic possession.
[00:21:50.650 --> 00:21:54.734]  When they're just, they got somebody in that hospital bed and they're ready to murder them.
[00:21:54.734 --> 00:21:56.276]  They're ready to murder them.
[00:21:57.469 --> 00:21:58.731]  By putting them on a ventilator.
[00:21:58.731 --> 00:22:00.553]  And they love it.
[00:22:00.553 --> 00:22:02.275]  They get joy out of it.
[00:22:02.275 --> 00:22:04.759]  And they write stories about how much they love it.
[00:22:04.759 --> 00:22:06.681]  Like, yeah, I'm too late for you!
[00:22:06.681 --> 00:22:07.482]  You're dead!
[00:22:07.482 --> 00:22:08.904]  And they go in with that ventilator.
[00:22:08.904 --> 00:22:10.607]  Ha ha ha ha ha!
[00:22:10.607 --> 00:22:14.151]  I've got another COVID death count now!
[00:22:14.151 --> 00:22:15.073]  And they love it!
[00:22:17.554 --> 00:22:26.879]  You know, you don't want to talk bad about our healthcare workers and our doctors because they're some of the best amongst us, but we gotta be honest about what's happening.
[00:22:26.879 --> 00:22:38.005]  The same phenomenon we've seen in the media with Democrats in the media completely selling out the truth for the Democrat Party, now you're seeing Democrats in the healthcare field are doing the exact same thing.
[00:22:38.005 --> 00:22:39.906]  And I'm sorry to say, but it's true.
[00:22:41.101 --> 00:22:48.887]  A Democrat doctor is now willing to lie about COVID, lie about hospitals, and lie about a vaccine.
[00:22:48.887 --> 00:22:50.708]  Really tragic.
[00:22:50.708 --> 00:22:52.970]  But that's where we are.
[00:22:52.970 --> 00:22:57.634]  And I've got the 10 stages of genocide right here.
[00:22:57.634 --> 00:23:01.016]  And we'll show you where the Democrat Party is out on it right now.
[00:23:01.016 --> 00:23:06.380]  You better watch out, the Democrat Party is at stage 8 out of the 10 stages of genocide.
[00:23:12.253 --> 00:23:15.116]  They are on Stage 8 right now, ladies and gentlemen.
[00:23:15.116 --> 00:23:17.438]  Persecution, beginning of murders.
[00:23:17.438 --> 00:23:18.519]  Ashley Babbitt.
[00:23:18.519 --> 00:23:20.201]  Theft of property.
[00:23:20.201 --> 00:23:21.342]  I mean, where'd it even go?
[00:23:21.342 --> 00:23:24.304]  Roger Stone, Rudy Giuliani.
[00:23:24.304 --> 00:23:25.766]  Trial massacres.
[00:23:25.766 --> 00:23:29.229]  Yeah, look at all the January 6th people being held without bail.
[00:23:29.229 --> 00:23:30.390]  They're on Stage 8.
[00:23:30.390 --> 00:23:32.252]  You know what Stage 9 is?
[00:23:32.252 --> 00:23:33.133]  Extermination.
[00:23:35.990 --> 00:23:44.982]  And when you've got Democrat doctors willing to lie about what's happening in this country right now when it comes to hospitals and health, we're in big, big trouble.
[00:23:44.982 --> 00:23:46.684]  Oh, and by the way, I've got this.
[00:23:46.684 --> 00:23:48.987]  Here's your old-school Nazi propaganda.
[00:23:50.305 --> 00:23:53.607]  I'm telling you, man, you'd almost think the Nazis are running the Democrat Party at this point.
