[00:00:00.000 --> 00:00:16.320]  [Outro]
[00:04:17.347 --> 00:04:27.295]  We've got one of those guests coming up from Australia who'd been arrested simply for talking about a lockdown protest and he's going to be joining us in the second hour.
[00:04:27.855 --> 00:04:28.956]  And then where does it go?
[00:04:28.976 --> 00:04:43.404]   Yeah, the world's kind of waking up to this but perhaps it's too late because the next thing they're going to hit us with Is the climate tyranny and they're already starting to roll that out and introduce that.
[00:04:44.945 --> 00:04:49.629]  And we'll still have our heads spinning from all the COVID nonsense trying to figure out that.
[00:04:50.288 --> 00:04:53.728]   And then all of a sudden there'll be wildfires and hurricanes and all this stuff and they'll say,
[00:04:53.728 --> 00:04:57.007]   "See climate change," and then the climate tyranny will be here and then it's game over.
[00:04:57.007 --> 00:05:17.007]   From the front lines of the Information War, it's Alex Jones.
[00:05:16.938 --> 00:05:19.360]  It's Sunday, October 10th, 2021.
[00:05:20.200 --> 00:05:24.923]  Alex Jones here starting the live broadcast today.
[00:05:24.943 --> 00:05:29.426]  Owen Schroyer and other guests he's going to be having on are about to take over.
[00:05:30.543 --> 00:05:33.984]  And I am really attempting right now to be as calm as I can.
[00:05:35.384 --> 00:05:39.706]  Because I've illustrated the great tyranny that was coming in a very agitated way many times.
[00:05:39.746 --> 00:05:48.568]  But now that it's here, I think it's very important that we be calm and make our decisions about what we're going to do and then follow through on them.
[00:05:50.228 --> 00:05:54.029]  Yes, it's good to be emotional about what's happening and to get people out of their trances.
[00:05:55.270 --> 00:06:12.353]   But now that so many people are out of their trance, it's important To consciously realize that we've been right and that we've been vindicated, that the globalists are just as evil and bad as the public research on them showed them to be.
[00:06:13.274 --> 00:06:24.342]   In fact, they're worse and we just have to Now step back and assess their attack and expose who and what they are.
[00:06:24.563 --> 00:06:33.368]  And once that's done, then all the evil they're carrying out won't be able to be blamed on some side group or some minion or puppet they control.
[00:06:34.148 --> 00:06:38.549]  But squarely on them, squarely on their shoulders.
[00:06:39.069 --> 00:06:56.087]   I will break down some of the latest developments here in a moment and hand them it on to Owen, but first let's just pull back to one of the more viral monologues that Tucker Carlson did a few weeks ago entitled, Who is in control?
[00:06:56.608 --> 00:06:57.928]  Who is in charge?
[00:06:58.448 --> 00:07:02.310]  With an image of the puppet president on the screen, Joe Biden.
[00:07:02.711 --> 00:07:05.332]  And that really is the question, isn't it?
[00:07:05.752 --> 00:07:09.094]  But it's not just a question of the fact that he's a puppet and we know he is.
[00:07:09.154 --> 00:07:10.515]  We're wondering who's in control of him.
[00:07:11.360 --> 00:07:26.006]  When you ask the question who is in control, that invariably leads to the United Nations and Klaus Schwab and the private megacorporations that brag that they are establishing an authoritarian world government.
[00:07:26.206 --> 00:07:43.198]   That's why I make a big deal about it that on Klaus Schwab's own Wikipedia with a link to The Davos Group, he says we're, quote, capturing countries and capturing, quote, democracies and removing the general public from the decision-making process.
[00:07:43.638 --> 00:07:51.825]  When the public's not part of the decision-making process and not in charge of it, that's an authoritarian dictatorship.
[00:07:51.845 --> 00:07:59.451]  So when we see the left and all these people going along with tyranny, you have to understand they're on board with the corporate takeover.
[00:07:59.511 --> 00:08:01.752]   They know Full well, they're bad.
[00:08:02.153 --> 00:08:11.576]  They know full well in Europe and Australia and the UK and Canada when they march out to people's houses and beat them up at Christmas because they've got more than two people in their home.
[00:08:12.156 --> 00:08:17.498]  Or they announce on TV that if you're not double or triple vaxxed, you can't have Christmas.
[00:08:18.038 --> 00:08:20.579]  Or that you can't look at a sunset or talk to your neighbor.
[00:08:21.039 --> 00:08:23.040]  That's all done to rub it in.
[00:08:23.920 --> 00:08:35.813]  And break your will and demoralize you and move the Overton window of what's acceptable politically to the worst depths of oppression and classical tyranny.
[00:08:36.213 --> 00:08:41.139]  We all know the saying that is associated most with authoritarian regimes.
[00:08:41.699 --> 00:08:50.681]   Alexander Shultz and Eason wrote about it in the Gulag Archipelago and it's the Knock at the door in the middle of the night.
[00:08:51.421 --> 00:08:53.522]  That knock at the door that comes at 3 a.m.
[00:08:53.942 --> 00:08:56.363]  That's the telltale sign of an authoritarian state.
[00:08:57.423 --> 00:09:29.036]   So, as our energy prices explode, and as food shortages arise, and as racial conflict expands, and as the police are downsized, and the prisons are emptied of violent offenders and filled with Christians and those that wouldn't let their sons transition to being sterilized at age 8, As all of that happens, remember, it's the Fortune 500, led by just a few companies at the top, the Fortune dozen or so, and a few private families and big mega hedge funds that are in control.
[00:09:29.416 --> 00:09:35.218]  It is, as Dr. Mercola said on my show Thursday, BlackRock and Vanguard.
[00:09:35.758 --> 00:09:47.906]   And it's the families that own and control those systems that have decided that we don't need prosperity anymore, that we need to live under poverty and control if We're allowed to live.
[00:09:48.706 --> 00:09:53.430]  And so the question that Tucker Carlson posed, who is in charge, is everything.
[00:09:54.791 --> 00:10:00.215]  I can tell you all about the problems, what the globalists are doing and how they're carrying it out, but you know what's going on.
[00:10:00.635 --> 00:10:02.756]  You read what the Davos Group and the UN say.
[00:10:03.277 --> 00:10:04.258]  You are informed.
[00:10:05.134 --> 00:10:20.845]  Remember, only a small percentage of people know about globalism, know about the IMF, know about the World Bank, know about Bretton Woods, know about the fact that the transition is now happening to get rid of the dollar and bring in this new world currency that will track and trace and control where you can go and what you can do.
[00:10:21.325 --> 00:10:37.235]   So we have to raise the alarm now that we will very soon be in the same place Australia and Canada are in, the very same forces who are in charge, not the puppets, not the prime ministers and presidents, but those who are really in charge are the globalists.
[00:10:37.255 --> 00:10:38.556]  And that was Trump's big crime.
[00:10:38.756 --> 00:10:39.997]  He really was the president.
[00:10:40.077 --> 00:10:41.037]  He really got in.
[00:10:41.097 --> 00:10:43.119]  He really tried to do good stuff for the country.
[00:10:43.259 --> 00:10:45.140]  He really tried to cut the quote middlemen out.
[00:10:45.200 --> 00:10:48.783]  That's the globalists that set up all the unfair trade deals and that's why he had to be punished.
[00:10:49.123 --> 00:11:02.313]   So coming up on the broadcast today, Owen Schroer has the Aussie Cossack As his nickname is known, a very prominent, well-spoken gentleman who was just arrested for daring to come on our show and others and protest and speak out against tyranny.
[00:11:02.694 --> 00:11:07.978]  He dared to ask Americans to have peaceful demonstrations at the Australian embassies in D.C.
[00:11:08.018 --> 00:11:13.123]  and New York and I'll be going to New York in a few weeks to do that and fulfill that promise, but just think about that.
[00:11:13.763 --> 00:11:14.723]  He got arrested.
[00:11:14.763 --> 00:11:22.406]  They came to his house and grabbed him and they've been arresting thousands of other people at their houses who dare to go out and peacefully demonstrate as well.
[00:11:23.107 --> 00:11:33.711]  And so before the Aussie Cossack comes on, I thought I'd play a two minute clip that just went viral today of the police coming to people's houses again and saying, is this you six months ago?
[00:11:34.571 --> 00:11:36.572]  Out here at an anti-lockdown demonstration.
[00:11:36.772 --> 00:11:42.953]  And he properly rebukes them and explains they're working for powerful forces that are destroying their own futures as well.
[00:11:43.213 --> 00:11:54.916]  And we can laugh at them and say, oh, that'll never happen here, but already they just signed a law yesterday in California that you can't have boys and girls sections in stores because that makes them want to be a boy and a girl.
[00:11:55.216 --> 00:11:57.977]  Again, that's the depopulation globalist control system coming in.
[00:11:58.277 --> 00:12:00.058]  So here's that clip from Australia.
[00:12:00.078 --> 00:12:02.660]  We'll be right back with Owen Schroyer here on this live Sunday broadcast.
[00:12:02.680 --> 00:12:03.301]  Please spread the word.
[00:12:03.321 --> 00:12:05.242]  Do you agree that you put some posts on Facebook?
[00:12:05.422 --> 00:12:06.063]  Does this look familiar?
[00:12:06.083 --> 00:12:06.803]  Those are illegal eyes.
[00:12:08.765 --> 00:12:08.925]  Yep.
[00:12:09.325 --> 00:12:10.246]  Did you put this on Facebook?
[00:12:10.426 --> 00:12:10.586]  Yep.
[00:12:10.966 --> 00:12:12.928]  So the question that's been raised is were you there?
[00:12:13.988 --> 00:12:14.349]  Bob.
[00:12:15.009 --> 00:12:15.469]  No problem.
[00:12:15.890 --> 00:12:16.090]  Yeah.
[00:12:18.191 --> 00:12:18.812]  Is that yeah or?
[00:12:18.872 --> 00:12:19.092]  Well.
[00:12:20.213 --> 00:12:20.573]  Were you there?
[00:12:20.773 --> 00:12:21.414]  Well, does it matter?
[00:12:21.814 --> 00:12:23.836]  You're handing me paperwork saying I've sent a photo.
[00:12:23.896 --> 00:12:24.676]  I'm not handing you anything.
[00:12:24.696 --> 00:12:25.477]  I'm asking a question.
[00:12:25.497 --> 00:12:26.598]  Well, you've got the photo, don't you?
[00:12:27.813 --> 00:12:33.339]  That doesn't, you've put a photo on Facebook, doesn't actually confirm whether you were there or not, so I'm asking you where you were.
[00:12:33.359 --> 00:12:35.041]  So if I say no, you're not going to give me the paperwork?
[00:12:35.061 --> 00:12:35.882]  You're going to go home, are you?
[00:12:35.902 --> 00:12:37.463]  There's no paperwork here to give you, this is my information.
[00:12:37.524 --> 00:12:38.505]  So, what are we here for?
[00:12:38.785 --> 00:12:39.045]  We're here.
[00:12:39.065 --> 00:12:40.126]  You're here to serve me, or?
[00:12:40.246 --> 00:12:40.747]  No, no, no.
[00:12:40.867 --> 00:12:42.149]  It's intimidation.
[00:12:42.209 --> 00:12:42.889]  Yeah, I know, it is.
[00:12:42.969 --> 00:12:45.552]  It's pretty laughable.
[00:12:45.572 --> 00:12:47.775]  It's loser-ish, it is like sad.
[00:12:47.815 --> 00:12:49.857]  What is this humanity, where are we going in life?
[00:12:50.578 --> 00:12:53.902]  You've got the cops coming around here to tell me that I've been in a protest.
[00:12:54.342 --> 00:12:55.203]  Six months ago!
[00:12:55.223 --> 00:12:56.705]  To ask if you have been.
[00:12:58.306 --> 00:12:59.487]  How illegal is that?
[00:13:00.028 --> 00:13:00.509]  Which part?
[00:13:01.069 --> 00:13:02.451]  Going to a protest.
[00:13:02.551 --> 00:13:03.532]  Why are you guys here?
[00:13:03.572 --> 00:13:06.635]  Why is the police on my doorstep about a protest?
[00:13:07.516 --> 00:13:08.257]  Why?
[00:13:08.497 --> 00:13:11.120]  Black Lives Matter protests are two weeks before that.
[00:13:12.375 --> 00:13:12.996]  Yeah, was that illegal?
[00:13:13.016 --> 00:13:14.117]  Are you knocking on their doors?
[00:13:14.698 --> 00:13:15.319]  Maybe.
[00:13:15.339 --> 00:13:15.879]  No, you're not.
[00:13:15.900 --> 00:13:16.460]  You're not.
[00:13:16.901 --> 00:13:19.104]  It's clearly... It's clearly show inventory.
[00:13:19.364 --> 00:13:21.106]  Why are you working for this corrupt government?
[00:13:21.567 --> 00:13:22.808]  What are you guys doing?
[00:13:23.289 --> 00:13:24.270]  Who are you serving?
[00:13:24.490 --> 00:13:25.331]  Are you serving us?
[00:13:25.351 --> 00:13:27.794]  Or are you serving the corrupt government and health officials?
[00:13:28.615 --> 00:13:29.737]  They're no good for you.
[00:13:29.757 --> 00:13:30.838]  They're not there for you.
[00:13:32.455 --> 00:13:32.675]  What?
[00:13:32.995 --> 00:13:33.636]  Were you there?
[00:13:33.736 --> 00:13:35.296]  You can answer my question, can't you?
[00:13:35.436 --> 00:13:36.417]  No, we can't answer your question.
[00:13:36.477 --> 00:13:37.477]  Well, I won't answer that.
[00:13:37.757 --> 00:13:37.957]  Okay.
[00:13:38.137 --> 00:13:38.958]  I'll just know he commented.
[00:13:39.238 --> 00:13:40.098]  Alright.
[00:13:40.338 --> 00:13:41.839]  Like, what are we here for?
[00:13:41.939 --> 00:13:44.960]  Well, what part of when I... What the fuck do you want from me?
[00:13:45.000 --> 00:13:47.361]  What did you understand when I first told you why we're here?
[00:13:48.062 --> 00:13:50.242]  Were you asking if I'm in a protest six months ago?
[00:13:50.262 --> 00:13:50.643]  Yes.
[00:13:50.963 --> 00:13:51.703]  I don't recall.
[00:13:51.943 --> 00:13:52.864]  I do not recall.
[00:13:53.764 --> 00:13:54.904]  I don't recall, I'm sorry.
[00:13:54.924 --> 00:13:55.845]  I don't recall.
[00:13:56.425 --> 00:13:57.065]  I don't recall.
[00:13:58.936 --> 00:13:59.937]  Well, then we'll end the conversation.
[00:13:59.957 --> 00:14:00.937]  Unless you want to say anything else.
[00:14:00.977 --> 00:14:01.698]  Go ask Andrews.
[00:14:02.298 --> 00:14:04.460]  What's your reason for breaching the show directions?
[00:14:04.480 --> 00:14:05.480]  What are you talking about?
[00:14:06.121 --> 00:14:08.242]  I don't recall any health directions, mate.
[00:14:08.081 --> 00:14:09.081]  I don't want some...
[00:14:09.081 --> 00:14:10.081]  I'm gonna tell you...
[00:14:10.081 --> 00:14:11.081]  [gun cocking]
[00:14:11.081 --> 00:14:13.081]  [gun cocking]
[00:14:13.081 --> 00:14:16.081]  [gunshots]
[00:14:16.081 --> 00:14:19.581]   And it's time for humanity to stand up in the Info War and say,
[00:14:19.581 --> 00:14:23.081]   "I don't know what's gonna happen at the end of this, but you wanna fight?"
[00:14:23.272 --> 00:14:24.913]  You better believe you've got one!
[00:14:27.342 --> 00:14:32.942]   From the front lines of the information war, it's Alex Jones.
[00:14:32.942 --> 00:14:55.942]  [Music]
[00:14:55.942 --> 00:15:04.942]  [Music]
[00:15:04.942 --> 00:15:07.942]  We're back here live on the Alex Jones Show.
[00:15:08.097 --> 00:15:09.458]  Owen Troyer in studio.
[00:15:09.478 --> 00:15:24.306]  We got a lot coming up, including a great guest in the second hour, the Aussie Cossack, who's fighting back against the medical tyranny in Australia, which is really a preview for the world.
[00:15:27.927 --> 00:15:30.589]  And now they're not letting anybody travel out of Australia.
[00:15:30.609 --> 00:15:32.530]  They have people locked down in their homes.
[00:15:35.265 --> 00:15:37.767]  You can't be a part of society if you don't have the vaccine.
[00:15:39.868 --> 00:15:55.959]  But let's put some context to this in case there are people tuning in that have no idea what exactly is going on or in case further explanation is needed.
[00:15:58.581 --> 00:15:59.881]  So where does this all begin?
[00:16:02.552 --> 00:16:23.316]  Anthony Fauci, Peter Daszak, and others doing gain-of-function spillover research with bat viruses, also known as the coronavirus, or now SARS-CoV-2, with the Chinese military in dozens of labs in China, but specifically this Wuhan lab.
[00:16:24.316 --> 00:16:28.657]  And Google and Microsoft and others have a connection there as well.
[00:16:31.098 --> 00:16:40.735]   That virus Is then released from the lab out into the world for it to spread worldwide.
[00:16:43.576 --> 00:16:46.896]  Now if the TV media didn't make a big deal of it, would we have ever even known about it?
[00:16:47.837 --> 00:16:49.117]  Probably not.
[00:16:49.957 --> 00:16:52.518]  It would have seemed just like a bad flu season.
[00:16:54.879 --> 00:17:00.220]  But all of a sudden we started changing the way we handle these things medically, so we did the PCR tests.
[00:17:02.116 --> 00:17:05.458]  Multiplied so many times that anything would test positive for COVID.
[00:17:05.478 --> 00:17:13.322]  A piece of paper, a dog, a piece of fruit, a can of cola, a human, anything, a blade of grass, everything tests positive.
[00:17:13.362 --> 00:17:14.463]  So then it's every case.
[00:17:14.923 --> 00:17:26.890]  And then the hospitals have a financial interest, so they want as many COVID cases as possible, because each COVID case is a couple thousand bucks, and then if you can put them on a ventilator, it's a couple tens of thousands of dollars, and so the list goes on.
[00:17:28.809 --> 00:17:39.781]  And so the media drove the panic, the hospitals drove the case numbers, they counted any death as a COVID death, even if it was a gunshot wound, a car accident, cancer, heart attack, anything else.
[00:17:40.802 --> 00:17:47.530]  And then they were able to use that fear-mongering to drive home the shutdowns and all the tyranny we've seen since.
[00:17:50.919 --> 00:17:51.799]  So now where are you at?
[00:17:51.839 --> 00:18:00.984]  Well, I could get into all this news over here about the sicknesses spreading and the vaccines, but that's almost self-contained.
[00:18:03.385 --> 00:18:15.171]  Where they always had the vaccine planned out, they were always going to roll it out, they were always going to make it mandatory, and they were always going to then make your access to society based on your vaccination status.
[00:18:16.055 --> 00:18:20.857]  And then I could get into all the tens of thousands of dead that we've seen from the COVID vaccine.
[00:18:21.457 --> 00:18:24.198]  But I think... You know what?
[00:18:24.238 --> 00:18:26.379]  The world isn't ready to admit that that's the case yet.
[00:18:27.479 --> 00:18:28.039]  That's fine.
[00:18:28.560 --> 00:18:31.300]  It's going to be so undeniable soon, the world won't be able to deny it.
[00:18:32.981 --> 00:18:35.082]  And they're already pretty much admitting that that's the case.
[00:18:35.542 --> 00:18:38.343]  It's the vaccine variants causing any new outbreaks.
[00:18:39.083 --> 00:18:43.325]  And you will see an uptick in the percentage and the death rate.
[00:18:44.426 --> 00:18:46.448]  In the year 2021 because of the vaccines.
[00:18:46.748 --> 00:18:49.350]  You didn't see it in 2020, you will see it in 2021.
[00:18:49.890 --> 00:18:51.751]  And so maybe then the world will be ready for that.
[00:18:54.213 --> 00:18:55.214]  But so then what do you hear?
[00:18:55.254 --> 00:19:02.419]  You start hearing Joe Biden and you hear Justin Trudeau and Australian Prime Ministers and European leaders saying what?
[00:19:02.979 --> 00:19:03.980]  Build back better.
[00:19:04.721 --> 00:19:05.581]  Build back better.
[00:19:06.909 --> 00:19:26.142]  You tear civilization down by releasing a virus, but the real teardown of civilization is the world government's response to the virus, collapsing economies, economic warfare, nation sovereignty warfare, just the freedom over your own body and choosing what medicine you want to take.
[00:19:27.262 --> 00:19:30.004]  So just tearing all of that down so they can build back better.
[00:19:30.044 --> 00:19:35.288]  So here's what you're going to see as the trend for the next couple weeks.
[00:19:36.502 --> 00:19:47.406]  And then America will have a choice and the rest of the world will have a choice if this is what we want to do or if we want to go back to rational, normal, logical, sensible, common sense, reasonable civilization again.
[00:19:47.866 --> 00:19:53.368]  Or we can go into world government tyranny with no freedom or prosperity or upward growth or anything.
[00:19:54.008 --> 00:19:54.949]  We will have that choice.
[00:19:56.609 --> 00:20:03.752]  Southwest Airlines cancels thousands of flights due to air traffic control walkouts over vaccine mandate.
[00:20:05.151 --> 00:20:08.353]  Southwest Pilots Union sues to block airlines' vaccine mandate.
[00:20:08.714 --> 00:20:11.496]  So it's a total disaster with Southwest Airlines.
[00:20:11.576 --> 00:20:15.118]  It's going to be for all airlines soon that mandate the vaccine.
[00:20:15.539 --> 00:20:19.602]  And then it's going to be for all air traffic controllers that get mandated the vaccine.
[00:20:20.142 --> 00:20:25.987]  And so who knows if the airports will even be operating or operational in the next month over this.
[00:20:27.147 --> 00:20:28.428]  It's not just the airlines.
[00:20:29.289 --> 00:20:34.213]  Seattle may fire 40% of police force over COVID vaccine mandate.
[00:20:35.441 --> 00:20:47.590]  All kinds of police forces are being short-staffed right now and seeing mass resignations and firings because they don't want to take the deadly vaccine and play Russian roulette with their body.
[00:20:48.150 --> 00:20:49.391]  Hundreds of thousands of U.S.
[00:20:49.431 --> 00:20:52.834]  troops still not fully vaccinated against COVID as deadlines loom.
[00:20:53.194 --> 00:20:56.636]  And they're being told they will be discharged, they will not be in the military anymore.
[00:20:57.157 --> 00:21:03.787]   So your law enforcement, your military, your Airports all going to be shut down over this vaccine mandate.
[00:21:03.887 --> 00:21:04.648]  All part of the plan.
[00:21:05.028 --> 00:21:05.848]  Your hospitals.
[00:21:06.589 --> 00:21:10.091]  Vaccine mandate latest hurdle, an organ nursing shortage.
[00:21:10.692 --> 00:21:17.016]  North Carolina Hospital System Novant Health fires 175 unvaccinated employees refusing COVID shot.
[00:21:18.637 --> 00:21:22.660]  Syracuse Hospital fires 78 workers for refusing COVID-19 vaccination.
[00:21:24.428 --> 00:21:28.611]  Will vaccine mandates affect existing nursing shortage?
[00:21:28.851 --> 00:21:29.851]  Absolutely.
[00:21:29.892 --> 00:21:31.392]  These are just some of the headlines, folks.
[00:21:31.793 --> 00:21:33.394]  I could read these headlines all day long.
[00:21:33.714 --> 00:21:36.776]  New York, California, Chicago, the list just goes on and on and on.
[00:21:36.876 --> 00:21:38.037]  Texas, it's just everywhere.
[00:21:38.877 --> 00:21:45.021]  Okay, so your police force shortage, your military shortage, your airline shortage, your hospital shortage.
[00:21:45.241 --> 00:21:45.962]  All right then.
[00:21:47.023 --> 00:21:51.926]  So tear down the economy, tear down civilization, so the New World Order can build it back better.
[00:21:52.867 --> 00:21:58.489]  And then you have what's going on with the cargo ships and the oil ships and everything.
[00:21:58.989 --> 00:22:00.469]  Biggest U.S.
[00:22:00.569 --> 00:22:04.891]  retailers charter private cargo ships to sail around port delays.
[00:22:05.431 --> 00:22:11.133]  So they're not letting these shipments in, whether it's oil or cargo ships, any of this stuff, they're not letting it in because of COVID.
[00:22:11.513 --> 00:22:17.655]  So now they're trying to basically do transfers on private vessels just to get it ashore.
[00:22:19.298 --> 00:22:20.199]  Container get-in.
[00:22:20.259 --> 00:22:23.661]  Supply crisis drives Walmart and rivals to hire their own ships.
[00:22:24.261 --> 00:22:28.244]  And you're also starting to see the shortages at the grocery stores as well.
[00:22:28.284 --> 00:22:29.925]  You're starting to see the food prices go up.
[00:22:30.225 --> 00:22:31.186]  The energy prices go up.
[00:22:31.506 --> 00:22:35.449]  Port of Los Angeles demands more federal funding as cargo backlog looms.
[00:22:36.009 --> 00:22:43.014]  Costco limits toilet paper, paper towels, and bottled water purchases over inflation and supply chain breakdown.
[00:22:43.474 --> 00:22:45.956]  Global supply chain crisis to last until 2023.
[00:22:48.126 --> 00:22:50.007]  Says Middle East's largest port operator.
[00:22:50.027 --> 00:22:51.267]  Well that's if we stop doing it now.
[00:22:51.287 --> 00:22:52.388]  We're not going to stop doing it now.
[00:22:52.428 --> 00:22:54.909]  So you're looking 2024, 2025, forever.
[00:22:56.870 --> 00:23:08.974]  So that's all the tyranny, that's the economic warfare, that's the shutting down and the breaking of civilization so that the average human can't get access to anything anymore until the whole world goes under medical tyranny.
[00:23:09.335 --> 00:23:14.416]   Then they'll have the cultural warfare, but this is still Just kind of blooming right now.
[00:23:14.757 --> 00:23:23.005]  Gavin Newsom signs woke law forcing stores to have gender-neutral sections where traditional blue and pink toys and toothbrushes are banned.
[00:23:23.485 --> 00:23:25.047]  So this is this is all their tyranny.
[00:23:26.564 --> 00:23:42.831]  This is the planned warfare against the free market, against the world economy, against the average human just having easy access to cheap energy, and it's all from a virus that Anthony Fauci and others helped make in a lab and release on the planet.
[00:23:45.752 --> 00:23:50.894]  From the front lines of the information war, it's Owen Troyer.
[00:23:51.075 --> 00:23:54.075]  You're listening to The Alex Jones Show.
[00:23:54.075 --> 00:23:59.075]  [Music]
[00:23:59.075 --> 00:24:05.075]   So I just laid out how the global civilization, the infrastructure,
[00:24:05.075 --> 00:24:11.075]   militaries, police forces, hospitals, are all under economic sabotage right now
[00:24:11.075 --> 00:24:14.075]  and medical sabotage right now, all by design.
[00:24:14.075 --> 00:24:24.075]  [BLANK_AUDIO]
[00:24:18.022 --> 00:24:23.105]  Because, you see, there's a plan in place.
[00:24:23.786 --> 00:24:25.047]  It's called the Great Reset.
[00:24:26.701 --> 00:24:33.802]  And COVID is just one of the tools being used to bring it all to fruition.
[00:24:35.543 --> 00:24:46.884]  So that's why you're seeing all this fallout from COVID, and it's seeming so well-planned, well-organized, well-thought-out, because it was.
[00:24:47.405 --> 00:24:48.625]  It's all been by design.
[00:24:50.585 --> 00:24:55.326]  And so let's get into some more of that before I tell you the good news.
[00:24:58.184 --> 00:24:59.945]  Of how the world is responding.
[00:25:00.185 --> 00:25:01.325]  And we have our guest on.
[00:25:03.686 --> 00:25:04.886]  Here's where it goes next.
[00:25:05.927 --> 00:25:08.247]  And this is already starting to be laid out.
[00:25:10.128 --> 00:25:11.508]  Just like COVID was.
[00:25:12.189 --> 00:25:13.329]  So it's like a game plan.
[00:25:13.409 --> 00:25:16.630]  Once you kind of see it, they can apply it to other operations.
[00:25:17.631 --> 00:25:18.691]  And so here's what's next.
[00:25:21.292 --> 00:25:24.893]  UN declares access to a clean environment a human right.
