[00:00:00.000 --> 00:00:20.000]  [Outro]
[00:10:24.098 --> 00:10:25.859]  It's just crazy.
[00:10:26.079 --> 00:10:37.924]  And so how big a deal is it that Durham has now indicted the bag man, which they're admitting for Fiona Hill, and of course, for all these different individuals that were involved like Strobe Talbot.
[00:10:37.944 --> 00:10:42.086]  I mean, that's in mainstream news now that that's where this is going.
[00:10:43.598 --> 00:10:48.822]  Well, we have to assume that there will be an attempt to make this a one-day story.
[00:10:48.842 --> 00:10:53.325]  Let's remember that Mr. Durham reports to Attorney General Merrick Garland.
[00:10:54.285 --> 00:11:03.112]  I hope he has the courage and the integrity to bring these indictments, because if you read the indictment released yesterday, it is a roadmap to Hillary Clinton and her own gang.
[00:11:03.612 --> 00:11:07.635]  And we all know that when they're pressured, they will point up to who ordered this whole thing.
[00:11:08.251 --> 00:11:22.773]  The WikiLeaks disclosures are interesting because you see the way to distract from the actual information, none of which has been challenged in terms of its veracity or its accuracy or its authenticity, is to create a controversy about its source.
[00:11:23.414 --> 00:11:40.960]  The same thing's going on today, where you see the FBI has stormed the Veritas headquarters to find out how Veritas obtained the diary of Ashley Biden, which contains an enormous amount of vile information about Joe Biden showering with his own daughter, I believe it is.
[00:11:41.580 --> 00:11:48.182]  Again, let's create a controversy about how Veritas got it to distract attention from the actual details.
[00:11:49.017 --> 00:11:50.498]  These people are one-trick ponies.
[00:11:50.778 --> 00:11:53.801]  They do the same thing over and over and over again.
[00:11:54.421 --> 00:11:58.004]  And now the FBI is being used as Joe Biden's personal Gestapo.
[00:11:58.504 --> 00:12:06.830]  I mean, the real question here is not how Veritas, who are journalists and have no obligation to reveal their sources, got this information.
[00:12:07.170 --> 00:12:09.492]  The only question is, is the information accurate?
[00:12:09.632 --> 00:12:10.492]  Is it authentic?
[00:12:10.612 --> 00:12:11.153]  Is it real?
[00:12:11.513 --> 00:12:13.354]  I think we now know that it is.
[00:12:13.955 --> 00:12:18.458]  Just as Project Veritas also obtained Hunter Biden's laptop information.
[00:12:19.033 --> 00:12:24.080]  But once again, the controversy was not the vile things that Hunter Biden spoke about.
[00:12:24.480 --> 00:12:26.983]  The controversy was, well, how did he get this?
[00:12:27.023 --> 00:12:27.844]  It must be wrong.
[00:12:27.884 --> 00:12:31.329]  And then the total news blackout as if it never happened.
[00:12:31.789 --> 00:12:40.629]   The number one problem in the country today is For the first time in our history, all mass communications are controlled and censored.
[00:12:41.069 --> 00:12:43.412]  That has never happened before.
[00:12:43.732 --> 00:12:46.315]  Never in the history of the world has this happened.
[00:12:46.595 --> 00:12:47.877]  Never in the history of the country.
[00:12:48.197 --> 00:12:50.940]  That's why InfoWars is a beacon of freedom.
[00:12:51.500 --> 00:12:54.863]  That's why InfoWars can always be counted on for the truth.
[00:12:54.903 --> 00:12:59.566]  You can always go to InfoWars.com and find out what is really going on.
[00:12:59.666 --> 00:13:06.571]  Well, I said back when this was all going on, looking at the diary, I knew Veritas had it, but it was put out on the internet, that I thought it was real.
[00:13:06.871 --> 00:13:08.672]  They're now basically confirming it is real.
[00:13:08.712 --> 00:13:16.338]  But Roger, something you hit here is key, and I'm glad you brought this up, because when we talked this morning, I didn't raise this point, but I meant to start the broadcast with it.
[00:13:17.898 --> 00:13:21.781]  We have to rebrand ourselves as we are to the audience because we're tough guys.
[00:13:21.801 --> 00:13:23.602]  I mean, I know you, you're not a pushover.
[00:13:23.662 --> 00:13:24.143]  I'm not either.
[00:13:24.403 --> 00:13:25.184]  We're kind of bullheaded.
[00:13:25.224 --> 00:13:26.905]  We don't even think about consequences.
[00:13:27.165 --> 00:13:30.207]  We just like a hunting dog go right at our target if we think it's the right thing.
[00:13:30.688 --> 00:13:31.788]  And I'm proud of that.
[00:13:31.829 --> 00:13:32.369]  I'm proud of you.
[00:13:32.389 --> 00:13:33.330]  And I'm not trying to brag.
[00:13:33.370 --> 00:13:34.110]  It's just true, folks.
[00:13:34.771 --> 00:13:37.213]  And we're thankful the audience is just like us to keep us in the fight.
[00:13:37.833 --> 00:13:39.815]  But you are like Julian Assange.
[00:13:40.015 --> 00:13:42.317]  They tried to put you in prison and kill you like they're doing him.
[00:13:42.637 --> 00:13:45.840]  They want to put me in prison with the grand juries that are open and all the lawsuits.
[00:13:46.300 --> 00:13:47.161]  And they tell me that.
[00:13:47.201 --> 00:13:48.622]  So, listeners have to understand.
[00:13:48.682 --> 00:13:49.503]  You want champions?
[00:13:49.843 --> 00:13:51.565]  You want folks that'll fight for you?
[00:13:52.045 --> 00:13:52.966]  We're it, okay?
[00:13:53.206 --> 00:13:54.547]  Because, I mean, they're still after Roger.
[00:13:54.567 --> 00:13:55.127]  They're still after me.
[00:13:55.167 --> 00:13:56.208]  I'm not whining or bitching.
[00:13:56.909 --> 00:14:01.852]  My only power is that I'm willing to keep fighting, and God works through you to keep us on air.
[00:14:02.112 --> 00:14:07.536]  So when I come to the Lizards and say, hey, I'm doing a good job for you, it's because I am in your hands, folks, viewers and listeners.
[00:14:07.596 --> 00:14:09.017]  I mean, I want to stay in the fight.
[00:14:09.077 --> 00:14:09.938]  I don't want to go to prison.
[00:14:09.978 --> 00:14:10.779]  I don't want them to kill me.
[00:14:11.179 --> 00:14:13.841]  And if they can silence me and get me off the air, they're going to put me in jail.
[00:14:14.181 --> 00:14:14.742]  That's the plan.
[00:14:14.802 --> 00:14:15.963]  They don't want to do it until I'm off air.
[00:14:16.384 --> 00:14:17.185]  Same thing with Roger.
[00:14:17.225 --> 00:14:18.646]  That's why Roger's got to stay on air.
[00:14:18.806 --> 00:14:20.068]  That's why we've got to stay in the fight.
[00:14:20.388 --> 00:14:21.830]  Because this is a death battle.
[00:14:22.671 --> 00:14:24.934]  And so I don't want the same fate as Julian Assange.
[00:14:25.154 --> 00:14:26.495]  I've been trying to get him out for years.
[00:14:26.756 --> 00:14:27.416]  So has Roger.
[00:14:27.597 --> 00:14:28.538]  But this is serious.
[00:14:28.738 --> 00:14:30.320]  This is a war on the press.
[00:14:30.980 --> 00:14:36.683]  Because if they can say, oh, Roger's evil, put him in jail, or Alex Jones is evil, or Julian Assange, none of us are safe.
[00:14:36.723 --> 00:14:42.866]  And where is the national press saying, okay, Roger Stone's vindicated, okay, it was all a fraud, okay, we're sorry.
[00:14:42.926 --> 00:14:44.086]  No, they're evil.
[00:14:44.526 --> 00:14:45.707]  And they're also stupid.
[00:14:46.027 --> 00:14:55.513]  Because when you get rid of sex imbalances and you start getting rid of chivalry, chivalry got put in because people were hardcore killers and they wanted their families and people protected.
[00:14:55.814 --> 00:14:57.695]  Chivalry is not the thing that wimps do.
[00:14:57.755 --> 00:14:59.376]  It's what smart people do.
[00:14:59.656 --> 00:15:05.560]  We need to return chivalry and stop this headlong dive into dirtiness and corruption and evil.
[00:15:05.760 --> 00:15:11.344]  We need to celebrate Roger Stone and Alex Jones and others that stand up and tell the truth, not try to put them in prison.
[00:15:13.406 --> 00:15:17.350]  Alex, I think it was Plato who said, no one is as hated as the truth teller.
[00:15:18.331 --> 00:15:20.453]  And my wife and I and my family, we've been through hell.
[00:15:20.993 --> 00:15:23.836]  I still have 17 lawsuits filed against me.
[00:15:23.996 --> 00:15:28.761]  Every single one of them, frivolous, meritless, unsubstantiated, groundless.
[00:15:29.161 --> 00:15:31.123]  They're not really, they're actually not lawsuits.
[00:15:31.980 --> 00:15:33.001]  They're press releases.
[00:15:33.601 --> 00:15:35.363]  In other words, they have no evidence or proof.
[00:15:35.383 --> 00:15:41.528]  They're just wild accusations designed to defame me in the press and make me cough up more money for lawyers.
[00:15:42.008 --> 00:15:50.575]  I've got to raise $250,000 in legal fees between now and the end of the year just to defend myself in these obnoxious civil lawsuits.
[00:15:50.615 --> 00:15:54.679]  So yes, I need people to go to StoneDefenseFund.com.
[00:15:54.999 --> 00:15:57.161]  StoneDefenseFund.com.
[00:15:57.962 --> 00:15:59.764]  People don't know that I'm still fighting this.
[00:15:59.804 --> 00:16:03.830]  They just think, oh, Roger Stone, he's been pardoned, I'm sure he's fine now.
[00:16:04.331 --> 00:16:11.421]  No, unfortunately, and you know this Alex firsthand, if you don't mount a vigorous defense, they enter a default judgment against you.
[00:16:11.641 --> 00:16:13.244]  Roger, I have put on giant!
[00:16:14.421 --> 00:16:15.482]  Let me do this, please.
[00:16:15.863 --> 00:16:27.635]  In your case, you mounted a giant defense, you produced all the documents they asked for, you testified for hours without limitation, yet a judge acts like you didn't respond, like you disrespected the court.
[00:16:28.035 --> 00:16:29.757]  So this is the game they play.
[00:16:29.817 --> 00:16:30.878]  It's called lawfare.
[00:16:31.578 --> 00:16:32.678]  It's defamatory.
[00:16:32.959 --> 00:16:36.220]  There should be Rule 11 findings against these lawyers.
[00:16:36.280 --> 00:16:40.721]  But I can tell you right now, it doesn't matter if a suit is meritless or groundless.
[00:16:41.141 --> 00:16:43.882]  It won't be dismissed in the District of Columbia.
[00:16:44.022 --> 00:16:44.602]  It just won't.
[00:16:44.842 --> 00:16:49.864]  Because there's not an honest judge there except for the ones appointed by Ronald Reagan and Donald Trump.
[00:16:50.244 --> 00:16:51.764]  And that's a handful, my friends.
[00:16:52.184 --> 00:16:55.546]  So, yes, I need the help at StoneDefenseFund.com.
[00:16:55.826 --> 00:16:57.726]  And while you're at it, go over to the InfoWars site.
[00:16:57.746 --> 00:17:00.127]  If you don't want to buy a product, make a contribution.
[00:17:00.647 --> 00:17:02.589]  But frankly, you've got so many great products.
[00:17:02.669 --> 00:17:13.981]  I can tell you right now, the InfoWars t-shirt I love the most, the one that triggers the liberals the most, is the bold red letters that say InfoWars on a navy blue t-shirt.
[00:17:14.341 --> 00:17:15.583]  You've got to grab one of these.
[00:17:15.603 --> 00:17:17.985]  You've got to grab five of them for Christmas presents.
[00:17:18.446 --> 00:17:26.330]   Nothing pisses off liberals more than this t-shirt, other than a t-shirt It says Roger Stone still did nothing wrong.
[00:17:26.791 --> 00:17:30.595]  And Roger, let's go ahead and do some fundraising for you and for me right here because I'm trying to explain to listeners.
[00:17:30.655 --> 00:17:31.536]  I'm not complaining.
[00:17:31.816 --> 00:17:33.158]  Our listeners are like our lifeboat.
[00:17:33.478 --> 00:17:34.259]  We're their lifeboat.
[00:17:34.279 --> 00:17:35.480]  We're all one, literally.
[00:17:36.618 --> 00:17:43.504]  Ladies and gentlemen, Roger and I, along with Trump, and that's really about it, are seen as symbols of the resistance.
[00:17:44.024 --> 00:17:53.713]  And I didn't know why I got picked as their symbol, or why Roger did, but legitimately, we had sources, I had sources, but Roger had even better ones.
[00:17:55.006 --> 00:17:59.908]  In the secret service, you name it, that told us Hillary was collapsing, and it turned out that was true, and it got on video.
[00:18:00.448 --> 00:18:03.929]  And that they were being wiretapped, and we really were given the documents.
[00:18:04.469 --> 00:18:09.711]  And so we almost beat them, just a few ragtag people that had a big platform because of the list we're supporting.
[00:18:09.971 --> 00:18:13.893]  So that's why we're so important, because now Roger is legendary.
[00:18:14.353 --> 00:18:19.135]  I'm legendary in the enemy's mind, and they need to get us off air.
[00:18:19.575 --> 00:18:20.675]  They hate us.
[00:18:20.735 --> 00:18:21.475]  They hate seeing us.
[00:18:21.515 --> 00:18:25.215]   I took my son to breakfast this morning, And a lot of people are shaking my hand and stuff, but this
[00:18:25.215 --> 00:18:27.054]  couple goes, "We just, our day's ruined."
[00:18:27.054 --> 00:18:32.335]   And they got up and left. That's how much we anger the out of control left. And all we're trying to
[00:18:32.335 --> 00:18:38.974]   do is save the country. So yes, go to Stone Cold website, buy a t-shirt, support Roger. Go to his
[00:18:38.974 --> 00:18:44.335]   defense fund, donate, because Roger almost brought down the Russiagate fraud, and that would have
[00:18:44.335 --> 00:18:50.894]   changed the course of history. As he did, we wounded it, and he was the guy that gets the
[00:18:50.894 --> 00:18:56.096]   lion's share of the support. InfoWars was willing to put the truth out as well. All I'm saying is,
[00:18:56.096 --> 00:19:01.535]   we've got other big stories that we're going to put out that no one else will. We'll continue
[00:18:46.126 --> 00:18:52.446]   As he did, we wounded it, and he was the guy that gets the lion's share of the support.
[00:18:52.446 --> 00:18:55.246]  Infowars was willing to put the truth out as well.
[00:18:55.246 --> 00:19:00.926]   All I'm saying is we've got other big stories that we're going to put out that no one else will.
[00:19:00.926 --> 00:19:05.086]   We'll continue to hit the barbed wire, but we've proven that we need your support.
[00:19:05.086 --> 00:19:07.567]  We've proven we deserve it if you want to win.
[00:19:07.567 --> 00:19:12.527]   We've proven in the fight, if we were like a pit bull you're putting in a dog fight,
[00:19:12.527 --> 00:19:13.965]  that we both are champions.
[00:19:13.965 --> 00:19:18.366]   And all we're asking for is you feed us and pat us on the head, and we'll go into that ring
[00:19:18.366 --> 00:19:19.885]  and shoot a living hell out of these people.
[00:19:19.885 --> 00:19:22.606]  Because they're going to destroy us and put us in jail.
[00:19:22.606 --> 00:19:23.406]  That's another thing.
[00:19:23.406 --> 00:19:27.165]   I fight harder than ever, and I'm more alive than ever, because I know my enemies are scum,
[00:19:27.165 --> 00:19:29.806]   and I know they're liars, and I know they're villains, and I know they're frauds.
[00:19:29.806 --> 00:19:31.007]  So I'm energized.
[00:19:31.007 --> 00:19:34.366]   I'm meaner and tougher as a junkyard dog than I've ever been.
[00:19:34.366 --> 00:19:38.047]   But literally, listeners, your hopes, your prayers, your word of mouth,
[00:19:38.047 --> 00:19:40.846]  and your money is the freaking food and--
[00:19:40.954 --> 00:19:42.956]  And the water in my water bowl, you understand?
[00:19:43.376 --> 00:19:51.322]  And I need food, I need lots of it, I need big muscles, and I need big operations so I can really give it to these people, you understand?
[00:19:51.682 --> 00:19:56.946]  Energize me and energize Roger Stone, and you've been doing it, and we will not let you down!
[00:19:57.146 --> 00:19:57.906]  You understand that?
[00:19:57.946 --> 00:19:58.507]  Go ahead, Roger.
[00:19:58.527 --> 00:20:02.190]  Let me tell you why we're gonna win in the end, Alex.
[00:20:02.890 --> 00:20:05.352]  Because I have the protection of Jesus Christ, that's why.
[00:20:06.010 --> 00:20:14.576]  Because in my darkest days, when I realized I was about to be lynched in a Soviet-style show trial, I fell on my knees, I confessed my sins, and I got right with the Lord.
[00:20:15.136 --> 00:20:16.397]  So now I'm supercharged.
[00:20:16.417 --> 00:20:17.218]  You want to mess with me?
[00:20:17.538 --> 00:20:18.999]  You're messing with the Lord Almighty.
[00:20:19.039 --> 00:20:19.940]  You're messing with God.
[00:20:20.000 --> 00:20:21.061]  Because we've read the Bible.
[00:20:21.501 --> 00:20:23.222]  We know how this comes out in the end.
[00:20:23.742 --> 00:20:25.063]  Good wins in the end.
