[00:00:00.009 --> 00:00:01.379]  The Alex Jones Show.
[00:11:06.752 --> 00:11:11.875]  But it is definitely a full-on war for this country going on right now.
[00:11:14.656 --> 00:11:22.321]  That said, we're going to be breaking down Donald Trump hires Paul Manafort to lead delegate effort.
[00:11:22.341 --> 00:11:26.463]  You read the New York Times article, it says longtime partner of Roger Stone.
[00:11:30.066 --> 00:11:36.050]  Paul Manafort is going to be running a lot more than just the delegate process because it's going on at every state level.
[00:11:36.090 --> 00:11:37.111]  It's already being stolen.
[00:11:37.871 --> 00:11:40.153]  Lawsuits are about to be filed by next week.
[00:11:41.013 --> 00:11:52.761]  And let's just say that one campaign manager has been arrested and there is now basically shadow folks coming in to actually try to supercharge the campaign and really give Trump the support he needs.
[00:11:52.821 --> 00:11:57.004]  I'm not bashing some of the previous people involved, but Paul Watson has an excellent report.
[00:11:58.442 --> 00:12:09.670]  That I'm just going to paraphrase here on radio because it's a video where Trump's chief of staff, Trump's campaign manager has been caught lying.
[00:12:10.671 --> 00:12:11.711]  He did grab her by the arm.
[00:12:12.972 --> 00:12:17.235]  She is lying saying he grabbed her hard, pushed her down, scared her.
[00:12:17.315 --> 00:12:18.856]  It's total hoax, total bull.
[00:12:19.717 --> 00:12:20.778]  But he said he didn't touch her.
[00:12:22.287 --> 00:12:28.489]  And in both videos, he does touch her and pull her away from Trump because Trump was grabbed, it's on the video, twice by her.
[00:12:29.029 --> 00:12:31.169]  She grabbed him and said, what about affirmative action?
[00:12:31.769 --> 00:12:33.150]  Twice, he pulled her away.
[00:12:33.170 --> 00:12:35.130]  That's what a security person is supposed to do.
[00:12:35.170 --> 00:12:50.994]  Now, in fairness to Trump's current campaign manager, in fairness to him, how do you even know when you've got thousands of people grabbing at Trump a day and you're pushing him away that he even remembered who she was?
[00:12:52.230 --> 00:12:57.213]  But this is just classic garbage, and that's what's going on.
[00:12:57.253 --> 00:13:08.581]  But the good news is, as he kind of recedes into the background, even more effective people that have actually been involved in major conventions and that have actually delivered victory from attempted steals are now in place.
[00:13:09.747 --> 00:13:11.868]  So that is very, very exciting.
[00:13:12.869 --> 00:13:21.813]  Stone, eight months ago, got off the campaign as the head of the Trump campaign, voluntarily, because he did not like some of the people under him, obviously, and that they were bucking him.
[00:13:21.833 --> 00:13:26.956]  And he said, look, I'm going to do more for Trump outside of this organization than inside of it.
[00:13:26.976 --> 00:13:28.237]  I'm going to advise Trump every day.
[00:13:28.277 --> 00:13:31.699]  So it's kind of like he has dual, dual advisors.
[00:13:31.799 --> 00:13:34.240]  And that's kind of a smart plan to have different
[00:13:34.400 --> 00:13:40.443]  You know, ideas bouncing off each other, but that's a big deal going on inside the campaign, and I'm gonna stop right there.
[00:13:41.523 --> 00:13:43.504]  I'm gonna stop right there and not say any more.
[00:13:43.864 --> 00:13:46.745]  And I'll just let Stone say whatever he wants, but it's a big deal.
[00:13:49.287 --> 00:13:52.208]  Man, I hate getting told all the good stuff and not being able to tell you.
[00:13:53.768 --> 00:13:54.449]  Let me just stop.
[00:13:56.790 --> 00:13:58.631]  There's a big story up on InfoWars.com.
[00:14:00.114 --> 00:14:02.915]  That I'm going to be covering in the next segment in some detail.
[00:14:02.935 --> 00:14:10.758]  Adon Salazar is going to be popping in, the reporter that wrote the story about it, breaking Fashion Furious' secret program to ship arms to Middle East terrorists.
[00:14:12.679 --> 00:14:16.840]  That is now confirmed, actually, in the meat and potatoes of what's going on from our sources.
[00:14:17.120 --> 00:14:19.601]  Adon is safe and says that evidence points towards it.
[00:14:20.462 --> 00:14:25.264]  And then we have the big interview I did yesterday with the Lieutenant Colonel in the U.S.
[00:14:25.304 --> 00:14:28.185]  Marine Corps, former head of Guantanamo Bay.
[00:14:29.585 --> 00:14:35.467]  And others that have the inside data with their sources on exactly what's going on.
[00:14:36.027 --> 00:14:43.710]  Ongoing shipments to the Mexican drug cartels that are then trans-shipped by aircraft to the Middle East, to Al Qaeda and ISIS.
[00:14:44.270 --> 00:14:51.413]  So you have our report with Adnan Salazar, and then you have the report that the Hill newspaper would not publish by the colonel.
[00:14:52.785 --> 00:14:55.588]  And others that is published underneath it.
[00:14:56.148 --> 00:14:57.810]  So it's two articles on one page.
[00:14:58.250 --> 00:15:00.512]  Did Brian Terry die in vain?
[00:15:03.235 --> 00:15:08.780]  And we need to probably go ahead and point out there's also a co-author to this and just post this subsection as if it's a
[00:15:10.006 --> 00:15:14.708]  article in and of itself, but great job to Adan staying up last night late to get that done.
[00:15:14.748 --> 00:15:20.291]  It was written by, oh here it is, Andrew McKenna and Matthew Smith-Mack, that's the lieutenant colonel.
[00:15:20.691 --> 00:15:22.492]  And that guy's pedigree is amazing.
[00:15:22.792 --> 00:15:29.315]  He got physically attacked a few months ago from behind and then told to shut up as they jumped in the sedan and drove away.
[00:15:29.335 --> 00:15:33.997]  And that's the type of stuff going on with Fast and Furious that is ongoing.
[00:15:34.098 --> 00:15:35.358]  Where's the investigation?
[00:15:35.738 --> 00:15:36.799]  Where are the indictments?
[00:15:38.203 --> 00:15:39.845]  We have to keep the heat on these people.
[00:15:39.885 --> 00:15:40.946]  This is a big, big deal.
[00:15:41.126 --> 00:15:41.767]  It's coming up.
[00:15:43.469 --> 00:15:46.873]  All right, now let's get into the other news that's coming up.
[00:15:47.013 --> 00:15:48.555]  Again, Trump in the next hour.
[00:15:49.055 --> 00:15:50.617]  We'll be breaking that down in great detail.
[00:15:51.779 --> 00:15:54.542]  And then I'm also going to break this down because I said I'd break it down yesterday.
[00:15:54.782 --> 00:15:55.743]  I forgot to.
[00:15:55.763 --> 00:15:57.305]  I only partially covered it.
[00:16:02.987 --> 00:16:10.435]  I want to really go into this in the third hour today and I'm going to do it because there's more stories that parallel it and just add to it today.
[00:16:10.455 --> 00:16:18.363]  There's a story out of the Times of Israel, Associated Press willingly cooperated with the Nazis, new report shows.
[00:16:20.916 --> 00:16:21.516]  Here's another one.
[00:16:21.536 --> 00:16:25.018]  Top German journalist admits mainstream media is completely fake.
[00:16:25.299 --> 00:16:26.800]  We all lie for the CIA.
[00:16:27.220 --> 00:16:28.641]  That's major German newspapers.
[00:16:29.401 --> 00:16:30.702]  This is a London Telegraph.
[00:16:30.922 --> 00:16:33.964]  China newspaper editor resigns over media control.
[00:16:37.648 --> 00:16:42.393]  Newspapers gobble each other up to survive a digital apocalypse, Bloomberg.
[00:16:42.793 --> 00:16:51.642]  And the problem is people like Carlos Slim, the Mafia Don, in my opinion, over Mexico, you know, he's taken over the New York Times.
[00:16:52.342 --> 00:16:59.029]  And so all these different billionaires like Soros, the Nazi collaborator, the rest of them, they all own newspapers and publications and
[00:17:00.472 --> 00:17:04.474]  The Huffington Post as their little private organ of disinformation.
[00:17:05.194 --> 00:17:06.234]  So they're lost leaders.
[00:17:06.274 --> 00:17:12.937]  They lose money, but they use them as weaponized garbage pushers against patriots worldwide.
[00:17:14.617 --> 00:17:16.778]  So they're vestigial, they're ceremonial.
[00:17:16.858 --> 00:17:19.239]  MSNBC loses money, CNN loses money.
[00:17:19.279 --> 00:17:19.819]  They're jokes.
[00:17:20.219 --> 00:17:24.021]  They're pure political hacks just to spew disinformation into the stratosphere.
[00:17:25.998 --> 00:17:31.041]  But the good news is this is all starting to come out in a big, big way.
[00:17:32.582 --> 00:17:34.763]  But as I said, the U.S.
[00:17:34.823 --> 00:17:38.165]  government got behind the Bund movement in the United States.
[00:17:38.805 --> 00:17:42.327]  They tried to get Schmedley Butler to lead 500,000 men.
[00:17:42.367 --> 00:17:44.168]  There's congressional hearings.
[00:17:44.188 --> 00:17:51.452]  I mean, there's footage of this on, what is it, 16 millimeter black and white film.
[00:17:51.472 --> 00:17:52.833]  We actually got the archives.
[00:17:52.913 --> 00:17:54.574]  It's in my film, Endgame.
[00:17:55.305 --> 00:17:56.707]  And they tried to overthrow the U.S.
[00:17:56.747 --> 00:17:57.267]  in the 30s.
[00:17:57.627 --> 00:17:58.609]  Not the Nazis.
[00:17:59.129 --> 00:18:01.932]  The Rockefellers and the Harrimans funded Hitler.
[00:18:02.713 --> 00:18:03.894]  He was under their command.
[00:18:05.255 --> 00:18:06.837]  And it wasn't a German conspiracy.
[00:18:06.857 --> 00:18:08.239]  It was a eugenics conspiracy.
[00:18:08.499 --> 00:18:09.600]  And they tried to do it here.
[00:18:09.920 --> 00:18:11.622]  But Smedley Butler double-crossed him.
[00:18:11.642 --> 00:18:13.224]  Two-time Congressional Medal of Honor winner.
[00:18:15.219 --> 00:18:17.560]  And believe me, he was a man out in the wilderness at first.
[00:18:17.621 --> 00:18:24.845]  Then World War II started and they shut the investigations down because they were too embarrassing because most of the robber barons on the East Coast were running it.
[00:18:25.145 --> 00:18:27.567]  Not part of it, they were running Hitler.
[00:18:28.527 --> 00:18:33.771]  When my grandfather was in school in Dallas, and it was mainly a German community in that part of Dallas, he was German.
[00:18:34.771 --> 00:18:35.772]  Almost completely German.
[00:18:36.974 --> 00:18:40.656]  There was Hitler on the local radio, English-speaking radio.
[00:18:40.696 --> 00:18:45.939]  Hitler would come on at night, and everybody was supporting Hitler, and his family wasn't supporting Hitler.
[00:18:47.039 --> 00:19:01.647]  Because there was a rich German, lived in the neighborhood, who was a famous inventor, and who was German, by the way, wasn't Jewish, and Hitler was already threatening to kill his family and take his money if he didn't give him, give the Nazis all his money in the U.S.
[00:19:01.927 --> 00:19:05.149]  And this guy was the inventor of major refrigeration.
[00:19:06.496 --> 00:19:11.559]  And my grandfather was friends with him, worked in his big warehouse tinkering facilities when my grandfather became an inventor.
[00:19:11.579 --> 00:19:15.081]  That's one reason my grandfather went and joined the Army Air Corps.
[00:19:15.161 --> 00:19:17.262]  He hated the Nazis so much, folks.
[00:19:17.282 --> 00:19:20.084]  Because he watched them mess with the German community.
[00:19:20.104 --> 00:19:27.688]  And that's why I can tell you about the Germans in Texas being messed with by the Nazis and German infiltration and back and forth with the robber barons.
[00:19:28.249 --> 00:19:33.251]  They were going to use German-Americans as the muscle, along with the Marine Corps of all things, to take over.
[00:19:33.592 --> 00:19:34.212]  Well, guess what?
[00:19:34.352 --> 00:19:35.613]  You got your butt blown off.
[00:19:37.005 --> 00:19:38.306]  We're going to go to break here in a moment.
[00:19:38.386 --> 00:19:42.590]  It's just that they've always known the AP worked with the Nazis.
[00:19:42.610 --> 00:19:44.131]  The Rockefellers, all of them did.
[00:19:45.052 --> 00:19:46.874]  But again, it's not a German conspiracy.
[00:19:47.314 --> 00:19:53.420]  It's a Rockefeller, British Crown, eugenics conspiracy, all detailed in Endgame, blueprint for global enslavement.
[00:19:53.580 --> 00:19:54.341]  We're going to break.
[00:19:54.401 --> 00:19:54.941]  Stay with us.
[00:19:56.122 --> 00:20:01.007]  From the front lines of the information war, it's Alex Jones.
[00:20:02.371 --> 00:20:06.463]  If you are receiving this transmission, you are the resistance.
[00:20:07.304 --> 00:20:08.605]  Suffering from illness or disease?
[00:20:08.745 --> 00:20:09.546]  Frequently in pain?
[00:20:09.646 --> 00:20:10.246]  Over-stressed?
[00:20:10.386 --> 00:20:10.987]  Always tired?
[00:20:11.047 --> 00:20:16.511]  The solution is to oxygenate your cells because disease cannot survive in an oxygen-rich environment.
[00:20:16.791 --> 00:20:20.755]  Introducing Vital Ion, the first mineralized edible oxygen in the world.
[00:20:20.975 --> 00:20:27.120]  Go to toolsforfreedom.com and get the Miracle of Oxygenation DVD free with any Vital Ion purchase.
[00:20:27.300 --> 00:20:27.620]  Call 800-770-8802.
[00:20:27.640 --> 00:20:27.840]  That's 800-770-8802.
[00:20:27.860 --> 00:20:30.062]  Let Vital Ion Edible Oxygen be your daily fountain of youth.
[00:20:37.284 --> 00:20:46.610]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[00:20:46.710 --> 00:20:51.033]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[00:20:51.133 --> 00:20:56.896]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[00:20:57.236 --> 00:20:59.958]  Buy now at DefenderShield.com.
[00:21:00.018 --> 00:21:02.239]  For 10% off, use promo code GCN.
[00:21:02.420 --> 00:21:05.942]  DefenderShield.com, the worldwide leader in mobile radiation shielding.
[00:21:06.892 --> 00:21:08.093]  Are you prepared to bug out?
[00:21:08.253 --> 00:21:16.062]  Infidel Body Armor and an Army Ranger have produced a high-speed DVD and book to show you how to drive in combat, patrol, and how to survive in combat.
[00:21:16.102 --> 00:21:18.104]  Skills you'll need when it hits the fan.
[00:21:18.184 --> 00:21:19.785]  Go to DrivenDVD.com.
[00:21:19.906 --> 00:21:21.567]  DrivenDVD.com.
[00:21:21.868 --> 00:21:26.032]  Advertising your business with GCN is simple, effective, and more affordable.
[00:21:27.228 --> 00:21:30.769]  Visit Advertise.GCNLive.com for more info.
[00:21:30.870 --> 00:21:32.610]  Take your business to the next level.
[00:21:32.830 --> 00:21:35.972]  That's Advertise.GCNLive.com.
[00:21:36.752 --> 00:21:37.952]  You know about RVs.
[00:21:38.152 --> 00:21:39.393]  You've heard about bunkers.
[00:21:39.613 --> 00:21:42.174]  But surviving is not recreation.
[00:21:42.354 --> 00:21:44.915]  And man wasn't made to live underground.
[00:21:45.115 --> 00:21:47.096]  Introducing Survivalist Camps.
[00:21:47.276 --> 00:21:55.702]  The ultimate fully functional off-the-grid survival bug-out house that's mobile, well-equipped, and custom-built to outlast any other RV or trailer.
[00:21:55.942 --> 00:21:58.764]  Go to survivalistcamps.com to learn more.
[00:21:58.944 --> 00:22:01.146]  That's survivalistcamps.com.
[00:22:01.266 --> 00:22:03.447]  Providing your basic needs to survive.
[00:22:03.867 --> 00:22:05.188]  survivalistcamps.com
[00:22:06.351 --> 00:22:09.853]  As if chlorine in our water weren't bad enough, now they're adding ammonia?
[00:22:10.573 --> 00:22:11.093]  It's true.
[00:22:11.213 --> 00:22:15.155]  Some municipalities are now adding ammonia plus chlorine to your water supply.
[00:22:15.355 --> 00:22:17.216]  It's a disinfectant called chloramine.
[00:22:17.756 --> 00:22:22.218]  But with a trusted Big Berkey water filter, you can keep chloramine out of your water.
[00:22:22.518 --> 00:22:35.143]  New NSF EPA Certified Lab Tests show EPA Berkey Water Filters remove chloramines, pharmaceuticals, BPA, pesticides, bacteria and viruses, all forms of fluoride, and much more.
[00:22:35.403 --> 00:22:38.904]  Big Berkey Water Filters are the original and most trusted on the market.
[00:22:39.204 --> 00:22:41.485]  The gold standard in water purification.
[00:22:41.845 --> 00:22:45.866]  And our filters last for years at less than two cents per gallon.
[00:22:46.166 --> 00:22:46.786]  Big Berkey.
[00:22:46.966 --> 00:22:50.467]  The one that's powerful enough to purify stagnant pond water.
[00:22:50.687 --> 00:22:52.287]  Get your Big Berkey today.
[00:22:52.428 --> 00:22:54.728]  Call 1-877-99-BERKEY or click BigBerkeyWaterFilters.com.
[00:22:54.748 --> 00:22:55.428]  That's 1-877-99-BERKEY.
[00:22:55.548 --> 00:22:56.909]  Big Berkey Water Filters.
[00:22:56.969 --> 00:22:57.989]  For the love of clean water.
[00:23:06.047 --> 00:23:08.369]  Are you worried about how dangerous the world has become?
[00:23:08.669 --> 00:23:15.714]  In these days of terrorists, attacks, natural disasters, or even a future collapse, you need to be medically prepared to keep your family safe.
[00:23:15.954 --> 00:23:24.920]  I'm Joe Alton, MD of store.doomandbloom.net, where you'll find an entire line of uniquely designed medical kits and supplies for when help is not on the way.
