[00:00:19.464 --> 00:00:20.305]  You want answers?
[00:03:41.211 --> 00:03:47.396]  Nobody's really talked too much, however, about why they overthrew Qaddafi in Libya.
[00:03:48.507 --> 00:03:49.067]  Here's a hint.
[00:03:49.628 --> 00:03:51.169]  It has to do with the banks.
[00:03:51.770 --> 00:03:53.891]  It has to do with the petrodollar.
[00:03:54.291 --> 00:03:56.013]  That's essentially what happened there.
[00:03:56.053 --> 00:04:04.860]  We're seeing a replay of this being wound up down in Venezuela as they're going to kind of a Chairman Mao agricultural revolution.
[00:04:04.880 --> 00:04:06.241]  Remember when Chairman Mao
[00:04:06.841 --> 00:04:12.368]  He drove people out of the cities and said, you know, we're all starving so you're going to have to work in the fields.
[00:04:12.748 --> 00:04:14.631]  That is now happening in Venezuela.
[00:04:14.671 --> 00:04:16.353]  But there's a sub-current there.
[00:04:16.393 --> 00:04:23.461]  There's a lot of natural resources that the globalists want to get there, just as they did in Libya.
[00:04:23.561 --> 00:04:25.584]  But it's beyond that as well.
[00:04:26.004 --> 00:04:30.066]  So we're going to talk about that, as well as different aspects of the rigged election.
[00:04:30.086 --> 00:04:32.607]  It's being dismissed as a conspiracy theory.
[00:04:33.048 --> 00:04:38.710]  At the same time, they're trying to paint Donald Trump in the same way that they did Barry Goldwater.
[00:04:38.730 --> 00:04:43.633]  Remember that short commercial that showed a countdown, the Daisy commercial?
[00:04:44.295 --> 00:04:51.059]  Where they had a child plucking daisies and then they had the 10-9-8 in the background and a nuclear explosion.
[00:04:51.079 --> 00:04:52.059]  They only ran that once.
[00:04:53.020 --> 00:04:56.162]  But the media echoed that over and over again.
[00:04:56.342 --> 00:05:01.385]  As we've seen with these attacks by Khan and others, the media will do it for you.
[00:05:01.425 --> 00:05:02.746]  That's what they're trying to do with Donald Trump.
[00:05:02.766 --> 00:05:03.146]  Stay with us.
[00:05:03.166 --> 00:05:05.207]  We'll be right back with Paul Joseph Watson from London.
[00:05:09.864 --> 00:05:12.886]  We have ended the big MAGA sale, the biggest in our history.
[00:05:13.327 --> 00:05:16.469]  Now, we have kept three items, though, this week.
[00:05:16.870 --> 00:05:21.633]  That's Rainforce, while supplies last, the amazing Nootropic for $17.76, normally $29.
[00:05:22.354 --> 00:05:24.656]  Leading competitors that have similar formulas are $60 to $70 to $80.
[00:05:26.604 --> 00:05:27.864]  So we're already a great deal at that price.
[00:05:27.924 --> 00:05:30.665]  It has some ingredients that are controlled or prescription in Europe.
[00:05:31.045 --> 00:05:32.146]  That's how powerful it is.
[00:05:32.566 --> 00:05:34.726]  Read about it for yourself at Infowarslife.com.
[00:05:35.867 --> 00:05:36.747]  That's 40% off.
[00:05:36.847 --> 00:05:38.788]  DNA Force, our flagship product.
[00:05:38.828 --> 00:05:40.748]  It's a big deal to offer 30% off on that.
[00:05:42.029 --> 00:05:42.889]  We're extending that.
[00:05:42.969 --> 00:05:44.809]  And then Vitamin Mineral Fusion.
[00:05:44.870 --> 00:05:48.891]  All the vitamins, all the minerals, the amino acids, the cofactors help upload it.
[00:05:48.951 --> 00:05:50.151]  Great tasting fruit punch.
[00:05:50.791 --> 00:05:51.772]  Organically flavored.
[00:05:52.172 --> 00:05:53.972]  There's nothing else out there like it.
[00:05:54.012 --> 00:05:54.592]  It's amazing.
[00:05:54.913 --> 00:05:56.073]  It's plant-derived minerals.
[00:05:57.401 --> 00:06:00.302]  Infowars, Life.com, that's 30% off.
[00:06:00.562 --> 00:06:01.443]  But I'm going to go further.
[00:06:01.983 --> 00:06:02.763]  Boom, here it is.
[00:06:02.823 --> 00:06:05.265]  Normally you sign up for auto ship, you get 10% off.
[00:06:05.345 --> 00:06:06.525]  You still get that on top of it.
[00:06:07.085 --> 00:06:08.126]  I'm doing free shipping on everything.
[00:06:08.566 --> 00:06:19.971]  Whether it's one Hillary for prison shirt, or a Bill Clinton rape shirt, or whatever it is, whatever informational warfare weapon you want to help spread the word and meet like-minded people, free shipping store wide.
[00:06:20.131 --> 00:06:21.612]  Free shipping, store wide.
[00:06:21.992 --> 00:06:24.533]  Again, ladies and gentlemen, you can get 40% off on Rainforce,
[00:06:27.634 --> 00:06:30.797]  You can get 30% off on DNA Force.
[00:06:31.538 --> 00:06:33.199]  I'm not going to sit here and belabor this.
[00:06:33.460 --> 00:06:50.957]  People should really go read and see the hundreds of studies that are there breaking down just what BioPQQ does and why this is such an amazing nutraceutical.
[00:06:51.980 --> 00:06:57.542]  And why it's so important that folks take it daily, because the compounds in this are just amazing.
[00:06:57.582 --> 00:06:58.922]  I mean, you just know they're from God.
[00:07:00.142 --> 00:07:01.283]  But I'm not going to get into the science.
[00:07:01.323 --> 00:07:03.043]  Go to Infowarslife.com.
[00:07:03.443 --> 00:07:09.225]  Go there on the page for yourself, and you can check it all out at Infowarslife.com.
[00:07:09.265 --> 00:07:17.207]  Infowarsstore.com is the umbrella site, and your purchases make it possible, everything we do here.
[00:07:18.507 --> 00:07:20.788]  So I want to thank you all for your support, your prayers,
[00:07:22.256 --> 00:07:23.077]  And so much more.
[00:07:23.457 --> 00:07:29.841]  We're not even able to post probably half of the reviews that come in.
[00:07:30.461 --> 00:07:42.909]  And the reason why is because if anyone mentions a disease or they got better from a disease, the third-party review sites that we subcontract out to that monitor these reviews,
[00:07:44.122 --> 00:07:49.885]  If there's any mention of a disease or anything in there, it can't go up online because of the regulations with the FDA.
[00:07:49.965 --> 00:07:53.507]  So, please feel free to call in as much as you want.
[00:07:53.708 --> 00:07:55.909]  We love hearing about your stories.
[00:07:56.489 --> 00:08:06.395]  And this is just DNA for us, but, you know, the best thing that I love to do and the best thing I tell people to do is just go online to Infowarslife.com and just read all the reviews.
[00:08:19.304 --> 00:08:21.967]  Waging war on corruption.
[00:08:21.987 --> 00:08:27.154]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:08:31.127 --> 00:08:34.130]  Welcome back to the Alex Jones Show on this Wednesday, August 3rd, 2016.
[00:08:34.210 --> 00:08:36.471]  I'm David Knight here in our studios in Austin.
[00:08:36.852 --> 00:08:42.216]  We're going to be going to Paul Joseph Watson in London real quickly, an update of what we're going to be looking at later in the program.
[00:08:42.456 --> 00:08:45.879]  We're going to be looking in detail at rigged elections.
[00:08:46.280 --> 00:08:48.001]  How are they doing it in America?
[00:08:48.021 --> 00:08:51.404]  Of course, Donald Trump says, hey, you're going to have people here voting up to 10 times.
[00:08:52.049 --> 00:08:56.997]  And of course, there's no reason they can't do that if you don't have any kind of voter ID.
[00:08:57.017 --> 00:08:59.161]  So we're going to talk about why he would bring that up.
[00:08:59.241 --> 00:09:02.647]  It's related, I think, to a recent North Carolina...
[00:09:03.399 --> 00:09:04.019]  Court decision.
[00:09:04.240 --> 00:09:06.541]  They said, are you going to need to have a photo ID?
[00:09:06.561 --> 00:09:07.822]  I've spoken about this before.
[00:09:07.862 --> 00:09:10.144]  I have direct experience of this.
[00:09:10.184 --> 00:09:11.364]  We used to live in North Carolina.
[00:09:11.805 --> 00:09:15.907]  I have a friend of my brother-in-law who actually had that happen, who went to vote.
[00:09:16.328 --> 00:09:20.210]  He was told that he had already voted because all you have to do is give them a name and an address.
[00:09:20.611 --> 00:09:32.939]  You don't have to prove your identity in any way, like you do when you cash a check at the grocery store, or when you fly, or when you do just about any other thing interacting with the government, especially they always check your ID.
[00:09:33.559 --> 00:09:45.175]  So they don't check your ID, they said they even overturned a lower court decision as well as the will of the people in North Carolina in a recent decision by federal court that had three judges on it.
[00:09:45.736 --> 00:09:48.199]  Two appointed by Obama, one by Clinton.
[00:09:48.960 --> 00:09:52.322]  And they said, no, no, no, this is all about racism.
[00:09:52.362 --> 00:09:54.484]  We can't have any ID.
[00:09:54.904 --> 00:10:00.888]  So I guess maybe the Democrat National Convention shouldn't have had any picture IDs for all of us.
[00:10:00.928 --> 00:10:10.314]  They shouldn't have been checking our identity at each and every level as we went through the various blockades going into that venue.
[00:10:10.674 --> 00:10:14.537]  We're also going to talk about Paul Ryan, or as I call him, Paul Ryan-o.
[00:10:14.577 --> 00:10:16.678]  He's got a primary coming up this next Tuesday.
[00:10:16.998 --> 00:10:17.699]  And folks, listen.
[00:10:18.419 --> 00:10:31.866]  If you don't like Paul Ryan's globalism, if you don't like his open borders, his support of the Trans-Pacific Partnership, this is an opportunity to get rid of the guy because this primary is an open primary, as I understand.
[00:10:31.886 --> 00:10:34.347]  In Wisconsin, I believe you can vote.
[00:10:34.367 --> 00:10:36.348]  I've looked this up on Ballotpedia.
[00:10:36.809 --> 00:10:38.429]  Verify this if you live in Wisconsin.
[00:10:38.990 --> 00:10:40.651]  But if you are a Democrat,
[00:10:41.670 --> 00:10:46.794]  Here's a way to make a really big statement about TPP.
[00:10:47.254 --> 00:10:52.077]  His opponent, Paul Nayland, is very adamant that he is against TPP.
[00:10:52.117 --> 00:10:58.682]  He's pointed out that if Trump wins, and we have a chance of shutting down the TPP, and that's the only way that we're going to shut it down.
[00:10:58.762 --> 00:11:03.505]  He is the only candidate that has a chance of winning who is going to shut this down.
[00:11:04.486 --> 00:11:08.270]  Even some of the minor candidates, like the Libertarian candidate, love it.
[00:11:09.372 --> 00:11:09.812]  Absolutely.
[00:11:09.992 --> 00:11:12.295]  They're not trying to hide their admiration for TPP.
[00:11:12.695 --> 00:11:19.623]  So if you want to stop this, here's a way to shut down a high-profile advocate of globalism.
[00:11:20.604 --> 00:11:25.367]  And at the same time you're not really worried about the power that a new congressman is going to have.
[00:11:25.927 --> 00:11:28.088]  So show up in Wisconsin and vote for this.
[00:11:28.128 --> 00:11:40.254]  Now I want to go to Paul Joseph Watson because Paul, we've had Barack Obama as well as Francois Hollande in the last day talking about how unfit for office Donald Trump is.
[00:11:40.735 --> 00:11:48.739]  I mean that's about the most ironic thing I can imagine to see those two losers talking about how Trump is not fit for office.
[00:11:50.615 --> 00:11:51.702]  I mean, it's absolutely, mate.
[00:11:51.722 --> 00:11:52.749]  You've got Holland is...
[00:11:54.864 --> 00:11:55.985]  90% disapproval rate.
[00:11:56.025 --> 00:11:58.046]  He's absolutely despised in France.
[00:11:58.446 --> 00:12:00.047]  He's wrecked the economy.
[00:12:00.408 --> 00:12:01.869]  I mean, I'm here in France now.
[00:12:02.389 --> 00:12:04.030]  You know, the neighbours have moved out.
[00:12:04.110 --> 00:12:05.351]  They've lost their business.
[00:12:05.752 --> 00:12:08.554]  You go to French towns, you've got businesses closing down.
[00:12:08.974 --> 00:12:09.834]  He's a socialist.
[00:12:09.894 --> 00:12:10.875]  He's wrecked the economy.
[00:12:11.716 --> 00:12:14.398]  Again, he's completely capitulated to terrorism.
[00:12:14.438 --> 00:12:18.561]  You've got his Prime Minister saying French citizens will just have to live with terrorism.
[00:12:18.961 --> 00:12:20.202]  Everybody despises him.
[00:12:20.242 --> 00:12:21.223]  He's going to be voted out.
[00:12:22.403 --> 00:12:24.285]  You mentioned that 90%, Paul.
[00:12:24.545 --> 00:12:26.226]  That was back on July 5th.
[00:12:26.566 --> 00:12:30.449]  That was like 10 days before the massacre with the truck in Nice.
[00:12:30.849 --> 00:12:36.593]  And then after that you had the priest who had his throat slit in the French church.
[00:12:37.213 --> 00:12:40.956]  And we're also told, as you just mentioned, that it's the new normal.
[00:12:40.976 --> 00:12:41.837]  Just get used to it.
[00:12:42.097 --> 00:12:47.901]  And then they had the revelation that he's spending $11,000 a year to get his hair done.
[00:12:48.161 --> 00:12:50.603]  I mean, this is like Marie Antoinette, you know?
[00:12:51.343 --> 00:12:52.764]  What kind of levels of hypocrisy?
[00:12:53.824 --> 00:12:58.767]  I mean let's, before we get onto Trump, let's talk about what's happening in France because you raised it.
[00:12:59.447 --> 00:13:11.974]  Today, you know, barely two weeks, or a week in fact, about ten days since the priest was executed by Islamists in France, the day after he's buried, we've got Paris
[00:13:12.874 --> 00:13:21.480]  Ordering the riot police to go and drag Christians out of a church in the capital of France because they want to turn it into a parking lot.
[00:13:21.741 --> 00:13:21.981]  Yeah.
[00:13:22.001 --> 00:13:28.926]  So they're dragging, they're dragging priests, they're dragging members of the congregation, they're dragging council members out of a church.
[00:13:29.446 --> 00:13:32.468]  That's their response to what happened last week.
[00:13:32.728 --> 00:13:33.769]  That's a metaphor, isn't it?
[00:13:34.690 --> 00:13:36.171]  That's a metaphor for what's happening all over Europe.
[00:13:36.863 --> 00:13:41.726]  You've got a firebomb bus attack that happened in Paris a week ago.
[00:13:41.746 --> 00:13:45.489]  And in fact, we've got the video if they want to start rolling it at some point.
[00:13:46.189 --> 00:13:50.812]  Muslims, again, in one of these ghetto areas, which are no-go for police, for ambulance, for firemen.
[00:13:51.233 --> 00:13:55.035]  They stop a bus, and I've seen this in Sweden and in other countries.
[00:13:55.335 --> 00:14:00.259]  They drag out these huge, you know, trash recycling bins, park them in the middle of the road.
[00:14:00.739 --> 00:14:02.100]  The bus has to stop.
[00:14:02.660 --> 00:14:06.463]  Then they firebomb the bus while chanting Allah Akbar.
[00:14:07.003 --> 00:14:09.565]  This wasn't reported for a week!
[00:14:10.305 --> 00:14:17.350]  Imagine if, you know, right-wing Christians or whatever had gone out and firebombed a bus and started chanting fascist slogans or whatever.
[00:14:17.750 --> 00:14:20.472]  It would instantly be all over the media.
[00:14:20.712 --> 00:14:22.433]  This happened a week ago in France.
[00:14:22.873 --> 00:14:25.295]  No media coverage whatsoever.
[00:14:25.815 --> 00:14:29.238]  Now I talked about this, David, on the show last night in the fourth hour.
[00:14:30.018 --> 00:14:31.039]  I'm here in France.
[00:14:31.579 --> 00:14:33.380]  You know, my mother's an English teacher.
[00:14:33.520 --> 00:14:34.901]  We also run a guest house.
[00:14:34.941 --> 00:14:41.004]  We speak to people from all over France, many of them in prominent positions in government, in corporations.
[00:14:42.005 --> 00:14:43.726]  You're not going to believe what one of them told me.
[00:14:44.106 --> 00:14:48.088]  This is somebody who works directly for a mayor in a town in France.
[00:14:48.788 --> 00:14:56.593]  Now, he said that this new breed of migrants that are coming in, that are being radicalized by all this ISIS propaganda on the internet,
[00:14:57.253 --> 00:14:58.334]  This is a new breed.
[00:14:58.374 --> 00:15:03.057]  I mean, they had problems with the old breed of Muslim migrants, you know, they wouldn't integrate.
[00:15:03.077 --> 00:15:05.739]  But generally, they kept themselves to themselves.
[00:15:06.259 --> 00:15:15.665]  Now what's happening, according to this individual who works for the government in France, these Muslim migrants are visiting local council buildings.
[00:15:16.205 --> 00:15:24.711]  They're threatening local government officials that if they're not given jobs, they will kill family members of local government officials.
[00:15:25.131 --> 00:15:25.291]  Wow.
[00:15:25.351 --> 00:15:27.374]  And you say, well, that's horrific.
[00:15:27.514 --> 00:15:31.960]  Obviously they must have immediately called the police, right, and reported this as a terroristic threat.
[00:15:32.601 --> 00:15:32.801]  No.
[00:15:33.903 --> 00:15:39.710]  The Muslim migrants who threatened to kill their family members if they're not given jobs were given jobs!
[00:15:40.431 --> 00:15:43.974]  In the local council, you know, things like yard work and gardening.
[00:15:44.475 --> 00:15:48.979]  So they made terroristic threats to kill their family members if they weren't given jobs.
[00:15:49.539 --> 00:15:51.942]  And were then rewarded with jobs.
[00:15:52.462 --> 00:15:56.366]  That's what someone from... who works for the mayor in a town in France told me.
[00:15:57.046 --> 00:15:58.308]  It's absolutely amazing.
[00:15:58.849 --> 00:16:04.879]  The level of capitulation that we see in France, you know, Val saying French people have to live with terrorism.
[00:16:05.300 --> 00:16:10.869]  They're giving terrorists, or would-be terrorists, Islamists, jobs in the local government.
[00:16:11.397 --> 00:16:19.827]  And you know, when you look at Francois Hollande and Merkel, they're not talking at all about doing anything to control immigration.
[00:16:20.227 --> 00:16:22.109]  I mean, that's not even in the books.
[00:16:22.470 --> 00:16:30.839]  You know, you've got these massive demonstrations that were held against Merkel this last weekend, 5,000 in Berlin alone, thousands in other cities.
[00:16:31.761 --> 00:16:38.149]  And they're holding up signs talking about how she is the queen of the tractors.
[00:16:38.990 --> 00:16:45.558]  I think it's a reference to a lot of the people that have died in these refrigerated trucks coming in, pointing out that this is not compassion.
[00:16:45.778 --> 00:16:47.440]  And there have been reports, Paul, about...
[00:16:48.061 --> 00:17:00.389]  Individuals who came in these waves, they were recruited, they put up these posters of Merkel in Syria and in Iraq, talking about how she is this queen of mercy, this compassionate mother.
[00:17:00.449 --> 00:17:03.992]  They write that actually on the signs in Arabic underneath her name.
[00:17:04.752 --> 00:17:14.620]  They lure these people in, and then they've talked to some of these people, like going back to last September, they talked to one guy who came in, he was very excited and optimistic about what was going to happen.
[00:17:14.960 --> 00:17:18.643]  They talked to him just a couple of months ago, and he was beyond angry.
[00:17:19.944 --> 00:17:21.766]  Because he felt like he'd been betrayed.
[00:17:21.806 --> 00:17:22.546]  He was brought here.
[00:17:22.567 --> 00:17:23.948]  He was trapped, he felt.
[00:17:24.008 --> 00:17:26.910]  He was given about a dollar and a half a day to live on.
[00:17:27.291 --> 00:17:29.633]  Living in public housing, absolutely no opportunity.
[00:17:29.673 --> 00:17:33.356]  So, everybody on both sides of this issue are upset.
[00:17:33.456 --> 00:17:35.358]  And that's precisely what they want, isn't it?
[00:17:37.100 --> 00:17:37.560]  Exactly.
[00:17:37.580 --> 00:17:37.700]  I mean...
[00:17:38.837 --> 00:17:43.898]  With regards to what you were saying, there's another story about an Iraqi, a self-proclaimed Iraqi.
[00:17:43.938 --> 00:17:55.601]  He came into Germany with this promise, as you just mentioned, you know, the land of milk and honey, that he would be given 2,000 euros a month, free housing, you know, a job if necessary.
[00:17:56.021 --> 00:17:58.122]  He came into Germany expecting that.
[00:17:58.182 --> 00:17:59.002]  He was told that.
[00:17:59.302 --> 00:18:02.803]  He arrived in Germany, found that that's not actually what he's going to get given.
[00:18:03.323 --> 00:18:05.045]  So he said, OK, this is terrible.
[00:18:05.065 --> 00:18:06.306]  I'm going to go back to Iraq.
[00:18:06.766 --> 00:18:07.367]  Fair enough.
[00:18:08.047 --> 00:18:12.752]  But no, he can't go back to Iraq because he hasn't got an Iraqi passport.
[00:18:13.032 --> 00:18:15.755]  So they let him into Germany with no passport.
[00:18:15.775 --> 00:18:16.515]  They didn't care.
[00:18:16.956 --> 00:18:25.644]  Now he wants to go back to Iraq and he has to wait six months before they process the documents to allow him to go back to Iraq.
[00:18:26.304 --> 00:18:27.305]  Absolutely amazing.
[00:18:27.706 --> 00:18:30.509]  The other thing is with the swimming pools we've seen in Germany.
[00:18:30.869 --> 00:18:38.978]  You know, we had a story a few days ago about these Islamists going to a swimming pool in Germany chanting Allah Akbar, threatening to exterminate the female swimmers.
[00:18:39.519 --> 00:18:43.443]  Well, in France, this is what I was told, which is in a way even more shocking.
[00:18:44.116 --> 00:18:53.798]  The way they want to deal with these Muslim migrants who are harassing women at swimming pools is, wait for it, to give them jobs as pool attendants.
[00:18:55.179 --> 00:18:57.839]  That's what this individual who works for the government was telling me.
[00:18:58.359 --> 00:19:05.741]  So they want to help these migrants integrate and make them not harass women at swimming pools by giving them jobs as lifeguards.
[00:19:06.181 --> 00:19:09.302]  Here's the kicker, most of them can't swim.
[00:19:10.142 --> 00:19:12.643]  So not only are they harassing women at swimming pools,
[00:19:13.523 --> 00:19:17.365]  They're giving them jobs as lifeguards to help integrate them and they can't swim.
[00:19:17.806 --> 00:19:19.066]  Absolutely astounding.
[00:19:19.387 --> 00:19:20.547]  They just can't be that stupid.
[00:19:21.027 --> 00:19:27.331]  We have to understand that this is a deliberate clash of culture that's being engineered here.
[00:19:27.391 --> 00:19:29.672]  Just as the individuals in Germany.
[00:19:29.692 --> 00:19:33.595]  I went through and I looked at some German papers and translated them and they were saying
[00:19:34.255 --> 00:19:43.620]  Who created these slick, glossy, laser-printed signs of Angela Merkel with these Arabic slogans promising people this land of plenty?
[00:19:43.920 --> 00:19:45.881]  Telling them, come to Germany, we'll take care of you.
[00:19:46.122 --> 00:19:46.762]  Who did that?
[00:19:47.042 --> 00:19:48.403]  Who went into Syria?
[00:19:48.443 --> 00:19:49.623]  Who went into Iraq?
[00:19:49.664 --> 00:19:53.926]  Who enticed them to come in and paid for these expensive, slick posters?
[00:19:54.446 --> 00:19:56.707]  This is something that is being engineered.
[00:19:56.787 --> 00:19:58.748]  It's a clash of cultures that's being engineered.
[00:19:59.169 --> 00:20:01.290]  Stay with us, we're going to be right back with Paul Joseph Watson.
[00:20:01.590 --> 00:20:04.971]  And we'll have a special report from Alex Jones coming up real soon at the bottom of the hour.
[00:20:06.332 --> 00:20:13.974]  Hey, you moving for Hillary Clinton?
[00:20:14.855 --> 00:20:15.755]  So what are your big issues?
[00:20:15.835 --> 00:20:16.795]  Are you for gun control?
[00:20:17.496 --> 00:20:17.796]  Yes.
[00:20:18.396 --> 00:20:19.196]  Eliminate him!
[00:20:19.616 --> 00:20:21.537]  Take him out of the hands of the people!
[00:20:22.897 --> 00:20:24.118]  I trust Hillary!
[00:20:24.398 --> 00:20:25.278]  Hillary's the best!
[00:20:25.578 --> 00:20:26.279]  Go Hillary!
[00:20:26.719 --> 00:20:27.279]  Disturbing.
[00:20:30.367 --> 00:20:31.248]  Who are you voting for?
[00:20:31.268 --> 00:20:32.789]  Who am I voting for?
[00:20:32.829 --> 00:20:33.089]  Yeah.
[00:20:33.389 --> 00:20:33.650]  Quit!
[00:20:34.470 --> 00:20:37.192]  Nah, I ain't giving you no change.
[00:20:37.212 --> 00:20:39.274]  Come on, buddy, please!
[00:20:39.414 --> 00:20:40.255]  Vote for Hillary.
[00:20:40.335 --> 00:20:41.936]  Trump is not gonna get the vote.
[00:20:41.956 --> 00:20:42.156]  Disturbing.
[00:20:42.196 --> 00:20:42.777]  Disturbing.
[00:20:43.257 --> 00:20:47.661]  Alright, we got the peace Bernie bike coming down here.
[00:20:48.530 --> 00:20:51.632]  Uh, yeah, Bernie is, like, the best candidate I've seen.
[00:20:51.652 --> 00:20:56.636]  People are trying to climb over the fence now to get into where the DNC is taking place.
[00:20:56.936 --> 00:20:59.377]  Of course they tried to shut him down because it's rigged.
[00:20:59.577 --> 00:21:01.659]  As far as I'm concerned, she's cleared.
[00:21:02.159 --> 00:21:04.441]  Hillary Clinton is cleared from all charges.
[00:21:05.041 --> 00:21:07.262]  And I am for guns, gun, gun control.
[00:21:07.563 --> 00:21:14.006]  You don't have our vote, you don't have our money, and Trump's gonna flatten you like a pancake, Hillary.
[00:21:14.026 --> 00:21:16.968]  Obama's totally awesome, we're gonna miss him.
[00:21:17.008 --> 00:21:18.569]  F you, Hillary Clinton.
[00:21:19.710 --> 00:21:23.432]  What you've got is big, giant megabags, funding a bunch of
[00:21:27.240 --> 00:21:29.881]  Let's start martial law in this country and derail our election!
[00:21:29.961 --> 00:21:30.281]  Nazi scum!
[00:21:30.341 --> 00:21:30.682]  Nazi scum!
[00:21:30.702 --> 00:21:31.002]  Nazi scum!
[00:21:31.242 --> 00:21:31.982]  Nazi scum!
[00:21:32.302 --> 00:21:32.642]  Nazi scum!
[00:21:32.662 --> 00:21:32.963]  Nazi scum!
[00:21:33.003 --> 00:21:33.483]  Nazi scum!
[00:21:33.563 --> 00:21:33.943]  Nazi scum!
[00:21:33.963 --> 00:21:34.243]  Nazi scum!
[00:21:34.283 --> 00:21:34.603]  Nazi scum!
[00:21:34.623 --> 00:21:35.043]  Nazi scum!
[00:21:35.243 --> 00:21:35.684]  Nazi scum!
[00:21:35.704 --> 00:21:35.964]  Nazi scum!
[00:21:36.004 --> 00:21:36.344]  Nazi scum!
[00:21:36.364 --> 00:21:36.584]  Nazi scum!
[00:21:36.604 --> 00:21:36.824]  Nazi scum!
[00:21:36.844 --> 00:21:37.104]  Nazi scum!
[00:21:37.124 --> 00:21:37.404]  Nazi scum!
[00:21:37.424 --> 00:21:37.684]  Nazi scum!
[00:21:37.745 --> 00:21:38.025]  Nazi scum!
[00:21:38.245 --> 00:21:38.465]  Nazi scum!
[00:21:38.485 --> 00:21:38.825]  Nazi scum!
[00:21:38.865 --> 00:21:39.105]  Nazi scum!
[00:21:39.125 --> 00:21:39.425]  Nazi scum!
[00:21:39.445 --> 00:21:39.805]  Nazi scum!
