[00:00:19.346 --> 00:00:20.326]  You want answers?
[00:04:23.905 --> 00:04:32.330]  Well, the beauty pageants aren't allowed, and meanwhile, we can't even discuss Epstein's pedophile island and the Clintons.
[00:04:32.410 --> 00:04:33.270]  It just goes on and on.
[00:04:34.111 --> 00:04:35.252]  Big broadcast today.
[00:04:35.332 --> 00:04:35.792]  Stay with us.
[00:04:35.872 --> 00:04:36.632]  We'll be right back.
[00:04:36.692 --> 00:04:42.316]  And wait till I play Watson's report on the fact that George Clinton can go F himself.
[00:05:09.531 --> 00:05:12.473]  A clean, toxic-free body is the foundation of true health.
[00:05:12.773 --> 00:05:22.360]  Introducing Deep Cleanze by InfoWarsLife.com, a scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:05:22.661 --> 00:05:27.844]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[00:05:27.964 --> 00:05:36.771]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanze doesn't hold back.
[00:05:37.051 --> 00:05:45.656]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:05:45.896 --> 00:05:52.781]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigyrex herbal processing technique.
[00:05:52.941 --> 00:05:58.284]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best price.
[00:05:58.624 --> 00:05:59.605]  You have the power!
[00:05:59.665 --> 00:06:01.107]  Humanity has the power!
[00:06:01.127 --> 00:06:01.647]  We have the power!
[00:06:01.687 --> 00:06:03.990]  If you wanna fight, you better believe you got one!
[00:06:22.492 --> 00:06:26.895]  Rallying patriots worldwide in defense of human liberty.
[00:06:27.495 --> 00:06:28.996]  It's Alex Jones.
[00:06:34.820 --> 00:06:38.983]  Thank you for joining us on this live, original Sunday, worldwide broadcast.
[00:06:39.023 --> 00:06:41.524]  David Knight will be coming up in studio at the bottom of the hour.
[00:06:41.684 --> 00:06:42.485]  I'm Alex Jones.
[00:06:43.285 --> 00:06:49.049]  Now, we're going to be looking at the latest news, geopolitical developments, what's happening in the economy, campaign trail 2016 today.
[00:06:50.905 --> 00:07:00.431]  But I wanted to focus in at the start of the broadcast with just some really sterling examples of the most flagrant, disgusting hypocrisy I've ever seen in my life.
[00:07:01.752 --> 00:07:03.413]  Hypocrisy isn't the word.
[00:07:04.193 --> 00:07:06.054]  A war on reality.
[00:07:07.435 --> 00:07:14.600]  The cover of the New York Times on Friday and throughout the weekend is Donald Trump at one of his beauty pageants years ago.
[00:07:16.380 --> 00:07:21.845]  And they're basically saying the crime is that he's a man who's around beautiful women.
[00:07:22.466 --> 00:07:27.230]  And once in the 80s, told a woman she might want to lose some weight to be a model, and she was depressed.
[00:07:27.971 --> 00:07:31.454]  So just being a male is evil, is bad.
[00:07:31.474 --> 00:07:34.777]  They're literally banning mother and father, he, she, you know, colleges.
[00:07:35.858 --> 00:07:38.240]  This is a war on the biology of humans.
[00:07:38.280 --> 00:07:40.101]  This is a war on our basic units.
[00:07:41.272 --> 00:07:43.833]  So that we become cods in a machine that can just be programmed.
[00:07:44.393 --> 00:07:46.314]  But just, here's a few examples of hypocrisy right now.
[00:07:47.615 --> 00:07:49.315]  They go in, they demonize Trump here.
[00:07:49.395 --> 00:07:50.236]  It's all over the news.
[00:07:50.256 --> 00:07:51.196]  This is the new talking point.
[00:07:51.216 --> 00:07:52.176]  You know, vote for Hillary.
[00:07:52.217 --> 00:07:55.498]  She stands up for women when she covers up all the rapes and stuff of Bill.
[00:07:56.298 --> 00:07:58.619]  And as Bill settles all these rape cases over the years.
[00:07:59.379 --> 00:08:00.220]  Here's Fox News though.
[00:08:00.380 --> 00:08:02.041]  Oh, the New York Times did a report on this.
[00:08:02.521 --> 00:08:03.461]  Flight log show.
[00:08:03.481 --> 00:08:05.582]  Bill Clinton flew on sex offenders jet.
[00:08:05.962 --> 00:08:07.523]  Much more than previously known.
[00:08:09.045 --> 00:08:10.686]  That's Jeffrey Epstein.
[00:08:11.647 --> 00:08:12.107]  Epstein.
[00:08:12.588 --> 00:08:13.208]  His Boeing 727.
[00:08:13.248 --> 00:08:17.672]  And went to the Pleasure Pito Island.
[00:08:18.632 --> 00:08:20.174]  Now this is all well known.
[00:08:21.254 --> 00:08:21.595]  Okay?
[00:08:22.435 --> 00:08:24.197]  So what did they do two weeks ago?
[00:08:24.237 --> 00:08:28.320]  They put out a false lawsuit report that a woman who claimed she was at Epstein's Island
[00:08:30.051 --> 00:08:30.891]  Had been abused by Trump.
[00:08:30.911 --> 00:08:33.332]  It later turned out it was a fake name, fake lawsuit filing.
[00:08:33.832 --> 00:08:43.393]  That's because Roger Stone and myself and others are promoting Stone's book that exposes Jeffrey Epstein and all the crap they're involved in and the Clintons.
[00:08:43.453 --> 00:08:46.454]  So then, oh, Donald Trump, he did that too with some Jane Doe.
[00:08:46.594 --> 00:08:48.914]  So this is how they operate, okay?
[00:08:49.154 --> 00:08:51.075]  So the New York Times should be on this, shouldn't they?
[00:08:51.835 --> 00:08:52.515]  But no, no, no.
[00:08:52.955 --> 00:08:54.435]  Neither will Megyn Kelly.
[00:08:54.455 --> 00:08:56.236]  They're all gonna just, you know, the new gimmick.
[00:08:56.256 --> 00:08:58.096]  We've had the black president, now the female president.
[00:08:59.707 --> 00:09:04.610]  And then that brings me to this newest piece of propaganda that we're going to cover and play here in just a moment.
[00:09:04.630 --> 00:09:17.479]  I mean, you've got to watch how incredibly arrogant and ridiculous this Clooney clip is when he's telling folks Donald Trump isn't going to be elected, trying to act all intellectual, and then he has to look down at his notes and can't even remember what he's saying.
[00:09:17.899 --> 00:09:19.000]  This is all bought and paid for.
[00:09:19.020 --> 00:09:19.320]  Here it is.
[00:09:20.381 --> 00:09:22.703]  Yeah, President Donald Trump.
[00:09:23.343 --> 00:09:24.244]  That's not going to happen.
[00:09:25.596 --> 00:09:35.401]  Uh, it's not going to happen because we're not going to be used, fear is not going to be something that we're going to, uh, that's going to be what drives our country.
[00:09:35.441 --> 00:09:41.184]  We're not going to be scared of Muslims or, or, or immigrants or, you know, women.
[00:09:41.244 --> 00:09:45.566]  The worst thing about... Okay, now we're going to play his full report in just about a minute, Paul Watson's report.
[00:09:46.066 --> 00:09:47.887]  Now I had to bleep a few things because of potty talk.
[00:09:48.347 --> 00:09:49.548]  I hear for FCC rules, but...
[00:09:50.268 --> 00:09:56.632]  I understand Watson's anger, and I'm going to focus more on Hollywood and more on the hypocrisy of these people.
[00:09:57.633 --> 00:10:00.775]  Because Clooney has all these armed guards, but he wants to ban your guns.
[00:10:00.955 --> 00:10:07.359]  This guy has giant palatial manners all over the place in Europe, but is saying bring in more refugees and have poor people pay for it.
[00:10:08.159 --> 00:10:15.744]  It's all about this fake justice signaling, virtue signaling, that they're all high and mighty, just like, again, Bono, U2.
[00:10:16.204 --> 00:10:18.106]  Just type in U2 charity scam.
[00:10:19.113 --> 00:10:23.995]  Where he gives less than 1% of billions he raises, and when he got criticized, he started giving like 1.2%.
[00:10:24.095 --> 00:10:33.720]  I mean, he goes and says, this is for Africans, this is for AIDS victims, this is for... And he gets, like, sometimes a billion dollars in a concert, from TV rights, everything, and then he just keeps 99% of it.
[00:10:33.740 --> 00:10:38.742]  But it's okay, because he's liberal, and he goes, uh, yeah, uh, yeah, uh, uh.
[00:10:39.062 --> 00:10:40.683]  And they're all just reading off teleprompters.
[00:10:40.703 --> 00:10:46.386]  You know, Clooney, if you're a radio listener, was looking down, and he goes, uh, uh, uh, let me, uh, you know, my note's here.
[00:10:47.375 --> 00:10:48.295]  It's ridiculous.
[00:10:48.315 --> 00:10:50.496]  These people can't even say one sentence originally.
[00:10:50.536 --> 00:10:51.876]  They have no souls.
[00:10:53.117 --> 00:10:53.857]  It's disgusting.
[00:10:54.997 --> 00:10:58.599]  So, I want to focus in on these people's hypocrisy.
[00:10:59.039 --> 00:11:08.562]  I want to focus in on the things that they're pushing, and really just realize that they're monsters, posing as if they're liberal egalitarians that want to help society.
[00:11:08.582 --> 00:11:09.842]  How long do we have before we go to this club?
[00:11:10.482 --> 00:11:11.043]  Alright, well...
[00:11:14.113 --> 00:11:18.837]  I've got so much I want to say here, but let's just go to the Paul Joseph Watson clip.
[00:11:20.638 --> 00:11:22.019]  The full video is on Infowars.com.
[00:11:22.059 --> 00:11:24.240]  You've got to see it for yourself if you're a radio listener.
[00:11:25.061 --> 00:11:27.303]  And we're going to come back from break and analyze this more.
[00:11:27.323 --> 00:11:33.667]  But this is just outrageous, outrageous how arrogant these people are.
[00:11:35.749 --> 00:11:37.670]  There's not going to be a President Donald Trump.
[00:11:39.351 --> 00:11:40.152]  That's not going to happen.
[00:11:41.892 --> 00:11:51.404]  It's not gonna happen because we're not gonna be used fear is not gonna be something that we're gonna That's gonna be What drives our country?
[00:11:51.444 --> 00:11:56.391]  We're not gonna be scared of Muslims or or or immigrants or you know
[00:11:57.231 --> 00:12:02.393]  The worst thing about George Clooney isn't the unremitting bullshit that streams out of his mouth.
[00:12:02.533 --> 00:12:05.935]  It's the way he always acts as if he's got the moral high ground.
[00:12:06.075 --> 00:12:08.235]  You don't have the moral high ground.
[00:12:08.395 --> 00:12:12.377]  You're supporting one of the most corrupt politicians in generations.
[00:12:12.537 --> 00:12:18.179]  You're supporting a woman who took a hundred million dollars from Gulf state dictators.
[00:12:18.299 --> 00:12:22.421]  Countries responsible for some of the worst human rights abuses on the planet.
[00:12:22.481 --> 00:12:25.602]  You're supporting a woman who's in bed with Saudi Arabia.
[00:12:25.822 --> 00:12:29.683]  A country that bankrolled ISIS, Al-Qaeda, and was involved in 9-11.
[00:12:30.383 --> 00:12:38.486]  Trump is actually a result, in many ways, of the fact that much of the news programs didn't follow up and ask tough questions.
[00:12:38.626 --> 00:12:39.246]  That's the truth.
[00:12:39.346 --> 00:12:39.726]  Really?
[00:12:39.866 --> 00:12:47.949]  So if Trump wasn't asked hard questions, why do studies show that he got the most negative coverage out of any Republican candidate?
[00:12:48.029 --> 00:12:49.070]  Okay George, let's talk about the refugees.
[00:13:03.667 --> 00:13:09.233]  Because it makes complete sense that you would throw your support behind Saudi Arabia's preferred candidate.
[00:13:09.273 --> 00:13:13.838]  You see, Clooney and the Saudis have a lot in common when it comes to refugees.
[00:13:13.938 --> 00:13:19.444]  They both whine and bitch about refugees all day long, while taking in precisely zero!
[00:13:19.784 --> 00:13:20.544]  Refugees!
[00:13:20.664 --> 00:13:32.710]  Saudi Arabia has 100,000 air-conditioned tents with bathroom and kitchen facilities that can house 3 million people sitting empty for most of the year.
[00:13:32.770 --> 00:13:35.392]  How many Syrian refugees have the Saudis taken in?
[00:13:35.932 --> 00:13:36.272]  None!
[00:13:36.572 --> 00:13:44.957]  George Clooney visits Angela Merkel to lecture Europe about how they're not doing enough for Muslim migrants despite accepting millions of them over the past year.
[00:13:45.017 --> 00:13:47.598]  How many Syrian refugees has George Clooney taken in?
[00:13:48.266 --> 00:13:48.606]  None.
[00:13:48.807 --> 00:13:49.327]  Zero.
[00:13:49.627 --> 00:13:50.028]  Nada.
[00:13:50.388 --> 00:13:50.888]  Zilch.
[00:13:51.269 --> 00:13:55.493]  The guy's got five frigging mansions, three of which are in Europe.
[00:13:55.633 --> 00:13:58.896]  He's just bought another one in Britain for ten million pounds.
[00:13:59.036 --> 00:14:07.744]  Clooney and his wife have got room for a new swimming pool, a home cinema, a library, a steam room, a spa, a gym, a wine cellar, and eight empty bedrooms.
[00:14:08.024 --> 00:14:10.185]  But no room for any refugees.
[00:14:10.325 --> 00:14:15.066]  So Clooney, when are you gonna do your bit for the refugees you care so deeply about?
[00:14:15.206 --> 00:14:19.548]  Or is this just one long tiresome exercise in virtue signalling?
[00:14:19.988 --> 00:14:21.188]  Mmm, I wonder.
[00:14:21.288 --> 00:14:29.851]  How dare you lecture Germans about accepting more refugees from the comfort of your 100 million dollar Lake Como villa?
[00:14:30.011 --> 00:14:39.043]  While people in villages like Sumtay with a population of little over a hundred are inundated by 750 unassimilated Muslim migrants.
[00:14:39.183 --> 00:14:43.990]  We've lost the ability to get to and tell the truth and get to the facts.
[00:14:44.270 --> 00:14:44.831]  Seriously.
[00:14:45.231 --> 00:14:57.314]  This is a guy who throws $350,000-a-plate fundraisers for Hillary, and then has the nerve to get on TV the next day to complain about getting big money out of politics.
[00:14:57.494 --> 00:15:05.176]  This is a guy who lectures Hollywood about diversity, yet whose new movie doesn't feature one single black actor.
[00:15:05.476 --> 00:15:16.209]  He's a total hypocrite, and I'm sick of seeing his smug, self-satisfied face spewing out meaningless platitudes while the media makes out like he's Jesus f***ing Christ.
[00:15:16.369 --> 00:15:20.634]  Clooney once angrily lectured a journalist who called one of his movies boring.
[00:15:20.774 --> 00:15:22.516]  You make a lot of films yourself, yeah?
[00:15:22.896 --> 00:15:26.060]  I'd like to see you make a film before you get to talk about it.
[00:15:26.340 --> 00:15:28.401]  What a jerk, said Clooney.
[00:15:28.501 --> 00:15:36.884]  Well I'd like to see you listen to the parents of women and children raped by Muslim migrants in Europe before you get to talk about it.
[00:15:36.964 --> 00:15:51.430]  I'd like to see you house a single Syrian refugee in one of your numerous palatial mansions before implying that we're all racist for expressing concern about the millions of Muslim migrants pouring into Europe.
[00:15:51.650 --> 00:15:54.891]  George Clooney is a total prick.
[00:15:55.132 --> 00:15:55.952]  George Clooney.
[00:16:13.140 --> 00:16:14.441]  Comedy is now illegal.
[00:16:14.801 --> 00:16:16.342]  Charlie Chaplin made fun of Hitler.
[00:16:16.462 --> 00:16:17.442]  I've made fun of Hitler.
[00:16:18.743 --> 00:16:20.684]  Remember, Jesse James made fun of Hitler.
[00:16:20.704 --> 00:16:21.965]  And they said, oh, you're a Nazi.
[00:16:22.745 --> 00:16:24.466]  This is an assault on reality.
[00:16:25.187 --> 00:16:31.070]  How dare people tell Americans and Scots and folks that died in mass fighting Hitler, our grandparents.
[00:16:32.313 --> 00:16:41.742]  That we're with Hitler if some liberal trendy who's apologized and turns out he's a liberal, of course he apologized, shouldn't apologize, should say, I didn't do anything, it's satire, it's protected.
[00:16:41.882 --> 00:16:44.064]  But by him groveling, they keep charging him.
[00:16:45.266 --> 00:16:47.388]  He should say, how dare you, and get a jury trial.
[00:16:48.595 --> 00:16:49.576]  This is happening everywhere.
[00:16:50.236 --> 00:16:51.597]  We'll put the headline back up on screen.
[00:16:51.637 --> 00:16:52.498]  I want to put it on Facebook.
[00:16:52.518 --> 00:16:53.419]  I want to retweet it.
[00:16:53.699 --> 00:16:57.462]  Police now arresting YouTubers for offensive videos.
[00:16:58.303 --> 00:16:59.584]  No speech is safe, folks.
[00:17:00.144 --> 00:17:01.165]  I've got a stack of news.
[00:17:01.986 --> 00:17:06.589]  A teacher in Germany, a teacher in Austria, there's two different stories today, one in Germany, one in Austria.
[00:17:06.849 --> 00:17:15.076]  A teacher in Austria talked about the Quran, talking about Muhammad saying you can have sex with 12-year-olds, and said that's pedophilia, and she's been arrested.
[00:17:17.588 --> 00:17:24.873]  Now folks, separately China's been caught shipping in little girls for sex slaves and they're calling it sex slavery.
[00:17:25.813 --> 00:17:34.019]  It is what it is, but this, even if it wasn't true that Mohammed said that, wrote that, you should have a right to say it!
[00:17:34.099 --> 00:17:35.099]  This is tyranny!
[00:17:35.900 --> 00:17:38.742]  Let's go ahead and go to this incredible report by Paul Joseph Watson.
[00:17:39.726 --> 00:17:47.392]  28-year-old Marcus Meacham was arrested for hate crimes after posting this joke video of his girlfriend's dog reacting to Nazi slogans.
[00:17:47.612 --> 00:17:53.357]  My girlfriend is always ranting and raving about how cute and adorable her wee dog is.
[00:17:54.458 --> 00:18:00.262]  And so I thought I would turn him into the least cute thing that I could think of, which is a Nazi.
[00:18:02.043 --> 00:18:04.165]  Buddha, try Gaster Juice.
[00:18:05.006 --> 00:18:06.687]  Gaster Juice.
[00:18:09.898 --> 00:18:10.018]  Cheers.
[00:18:10.038 --> 00:18:10.559]  See you guys!
[00:18:10.619 --> 00:18:10.960]  Cheers.
[00:18:26.218 --> 00:18:31.642]  The video went viral, receiving 18,000 thumbs up to just 1,200 thumbs down.
[00:18:31.722 --> 00:18:42.089]  The vast majority of viewers thought that it was hilarious, but thanks to a small minority of perpetually offended retards, Meacham got a home visit from the Scottish police.
[00:18:42.329 --> 00:18:48.673]  Authorities said that Meacham's arrest is a lesson to others that any video content deemed offensive
[00:18:49.053 --> 00:18:50.654]  Will not be tolerated.
[00:18:50.754 --> 00:18:57.440]  Meechan then prostrated himself, pleading that he wasn't a racist and that he only made the video to annoy his girlfriend.
[00:18:57.600 --> 00:19:02.384]  Isn't it interesting that John Cleese recently came out and decried political correctness?
[00:19:02.544 --> 00:19:08.669]  Because under that definition, Cleese himself would have been arrested for this faulty tower sketch.
[00:19:08.769 --> 00:19:09.429]  Who's this then?
[00:19:10.190 --> 00:19:11.511]  Stark you, man!
[00:19:11.531 --> 00:19:15.174]  I'll do the funny one!
[00:19:15.414 --> 00:19:16.335]  He's done!
[00:19:20.289 --> 00:19:24.474]  Charlie Chaplin would have been thrown in a jail cell for the same reason.
[00:19:24.554 --> 00:19:32.262]  If they're now treating any video content whatsoever that causes offense as hate speech, then my entire channel is hate speech.
[00:19:32.602 --> 00:19:35.806]  We make jokes about it, but the fact is they're coming after everybody's free speech.
[00:19:36.366 --> 00:19:37.748]  Use free speech or lose it.
[00:19:38.068 --> 00:19:39.289]  Defend it or they'll take it.
[00:19:39.850 --> 00:19:43.513]  Become a member at PrisonPlanet.tv today to get the nightly news and more.
[00:19:43.974 --> 00:19:47.276]  Sign up for our free newsletter to stay in contact and get around the censors.
[00:19:47.557 --> 00:19:49.358]  Infowars.com forward slash newsletter.
[00:19:49.598 --> 00:19:53.242]  And spread the word about the broadcast, the free podcast, the iPhone and Droid apps.
[00:19:53.462 --> 00:19:54.082]  It's all free.
[00:19:54.382 --> 00:19:56.484]  Infowars.com forward slash show.
[00:19:57.005 --> 00:20:00.508]  You are the Paul Revere's fighting this modern totalitarian takeover.
[00:20:12.482 --> 00:20:15.076]  You're listening to The Alex Jones Show.
[00:20:31.510 --> 00:20:36.074]  You are listening to an Infowars.com Frontline Report.
[00:20:36.154 --> 00:20:39.237]  It's Alex Jones.
[00:20:39.697 --> 00:20:47.104]  Now I want to show you some Orwellian stories that are in mainstream news that we talked about and I made a film about back in 1999 called Police 60,000.
[00:20:47.364 --> 00:20:56.472]  And that is the federal government funding microphones to be put up by the thousands per city in parks, you name it, to listen to the people.
[00:20:57.533 --> 00:21:01.216]  And of course, it's way beyond that now, but it's finally in the news.
[00:21:01.276 --> 00:21:04.899]  They have, you know, fake light poles and the rest of this, and this is going on.
[00:21:06.620 --> 00:21:13.385]  But our borders are open, and we're shipping in radical Muslims and not even vetting them, and not even making sure they have real passports.
[00:21:13.925 --> 00:21:16.808]  And then Trump says, until we vet people, we've got to cut it off.
[00:21:17.728 --> 00:21:20.791]  Well, I thought nobody could come here unless they had a valid passport.
[00:21:21.878 --> 00:21:24.800]  I can't go to Germany or China if I don't have a valid passport.
[00:21:24.820 --> 00:21:31.863]  But, oh, here, if it's for illegals or jihadis, they get in, it's in the news, without even showing anything.
[00:21:33.444 --> 00:21:35.024]  But, oh, Donald Trump's a hater.
[00:21:35.044 --> 00:21:36.585]  See, and I'm not even defending Donald Trump here.
[00:21:37.245 --> 00:21:44.529]  But the way they invert reality, the way they twist that over and over again is simply mind-blowing.
[00:21:45.882 --> 00:21:49.667]  And just staggers the mind that they've got at this point.
[00:21:49.687 --> 00:21:50.848]  Well, now let's go over some of these articles.
[00:21:51.249 --> 00:22:00.380]  Again, Jeffrey Epstein, flight log show Bill Clinton flew on sex offenders jet and this was the Lolita Express, the Pleasure Island he went to.
[00:22:00.401 --> 00:22:01.922]  I mean, this is all well known.
[00:22:03.308 --> 00:22:04.029]  It's well documented.
[00:22:04.049 --> 00:22:06.891]  Just type in Clintons and Jeffrey Epstein and you get it all right here.
[00:22:06.951 --> 00:22:09.313]  It's just hundreds of articles, but nothing in the New York Times.
[00:22:09.613 --> 00:22:13.176]  Nothing in the New York Times about any of this.
[00:22:14.096 --> 00:22:17.639]  When this guy is hanging around with your 12 and 13 year old daughters, okay?
[00:22:19.020 --> 00:22:22.063]  I mean, it's just simply amazing.
[00:22:22.103 --> 00:22:23.664]  Look at this freaking predator right here.
[00:22:23.684 --> 00:22:25.966]  I mean, just look at these people.
[00:22:26.766 --> 00:22:28.588]  And they are just feeding on everyone.
[00:22:30.506 --> 00:22:32.087]  But oh my gosh, Donald Trump, did you hear?
[00:22:32.787 --> 00:22:38.791]  He dated lots of women and he would come up and actually say, you're hot, I want to go out with you.
[00:22:39.751 --> 00:22:41.452]  They say it's a microaggression in the New York Times.
[00:22:42.012 --> 00:22:44.494]  He would actually just brashly say, hey, let's go out to dinner.
[00:22:45.594 --> 00:22:47.355]  Imagine like an old-fashioned guy.
[00:22:48.476 --> 00:22:49.276]  I mean, whoa!
[00:22:50.857 --> 00:22:51.918]  That is a crime.
[00:22:53.226 --> 00:22:59.728]  I tell you, you know, if you've got a pleasure island with lots of little kidnapped little girls, it's okay, because, you know, I mean, it's liberal.
[00:22:59.768 --> 00:23:00.308]  It's all right.
[00:23:00.748 --> 00:23:06.409]  Now, since I mentioned this, I just want to show you, if you're a radio listener or TV viewer, Daily Mail is just one article.
[00:23:06.429 --> 00:23:10.270]  Just type in Bono's Charity Scams and you'll get hundreds of articles.
[00:23:10.791 --> 00:23:15.552]  Foundation under fire for giving a little over 1% of funds to charity.
[00:23:16.747 --> 00:23:27.706]  And you can find other articles with his other charities, where he raises hundreds of millions, billions, I mean tens of billions over the years, and the son of a bitch, and I'm sorry, that's not fair to, that's not fair to his mother or anybody else.
[00:23:28.828 --> 00:23:30.170]  That's not fair to bastards, I'm serious.
[00:23:31.348 --> 00:23:32.268]  I know a lot of great bastards.
[00:23:32.288 --> 00:23:32.809]  I'm serious.
[00:23:33.849 --> 00:23:41.612]  What do you call these monsters that run around acting like they're liberal and loving, and if any other charity did anything close to this, they'd be arrested?
[00:23:41.632 --> 00:23:45.773]  I mean, United Way got in trouble for keeping half the money, and I think that's a scandal.
[00:23:47.734 --> 00:23:51.276]  And other groups have been caught giving the charity money to gun control groups.
[00:23:53.316 --> 00:23:54.257]  But this guy
[00:23:55.546 --> 00:24:07.114]  Gives less than 1%, gets criticized, gives a little bit more than 1%, and he just keeps running these charities that are government-sponsored because it's all a big scam, like the Clinton Foundation with the Bushes!
[00:24:07.514 --> 00:24:08.815]  And it's bipartisan scams!
[00:24:09.276 --> 00:24:09.796]  But here it is.
[00:24:10.977 --> 00:24:21.224]  Now continuing, since I mentioned this, hidden microphones exposed as part of government surveillance program, CBS San Francisco Bay Area,
[00:24:22.950 --> 00:24:23.190]  I think?
