[00:00:13.976 --> 00:00:20.638]  Well, here we are.
[00:03:40.904 --> 00:03:41.384]  No, no, no.
[00:03:41.744 --> 00:03:46.927]  It's the evil Alex Jones coming out and saying Europe's brought in five million.
[00:03:46.947 --> 00:03:48.988]  The United States has brought in a massive number.
[00:03:49.028 --> 00:03:49.769]  They keep it safe.
[00:03:49.789 --> 00:03:51.250]  I'm going to cover that in the next segment.
[00:03:52.350 --> 00:03:54.431]  And women are absolutely oppressed.
[00:03:54.552 --> 00:03:55.272]  And London just...
[00:03:57.453 --> 00:04:00.155]  Elected their first Muslim mayor, on and on and on.
[00:04:00.515 --> 00:04:04.358]  I've known a lot of great Muslim people, but they're what you call the heretics.
[00:04:04.679 --> 00:04:07.501]  The people that aren't following what's going on.
[00:04:07.821 --> 00:04:10.543]  Because Islam has had different periods in its history.
[00:04:11.284 --> 00:04:18.329]  But undoubtedly it is a political and sociological control grid with religion as a backdrop.
[00:04:19.562 --> 00:04:21.342]  And it's taken over much of the world.
[00:04:22.423 --> 00:04:27.684]  And it is absolutely, totally, and completely out of control.
[00:04:28.664 --> 00:04:38.827]  And it's time to have a real discussion about this because when I see a bunch of women wearing beekeeper suits, wearing masks over their faces, it's because those women are slaves.
[00:04:38.927 --> 00:04:42.408]  It'd be like if I went to the mall and suddenly saw slaves.
[00:04:43.268 --> 00:04:50.077]  From, you know, before the 1860s with chains around their necks, sitting there waiting for their master to come pick them up.
[00:04:50.437 --> 00:04:53.101]  I would be offended, I would be upset, I would be scared.
[00:04:54.302 --> 00:04:57.206]  And it made me fear for my daughters and the future of this country.
[00:04:57.266 --> 00:05:00.030]  We'll be back and we'll break it all down on Alex Jones.
[00:05:09.252 --> 00:05:20.236]  A staunch anti-federalist, Patrick Henry was opposed to the Constitution, fearing it would become a monster that would take over not only the sovereign states that had created it, but that it would become a tool to destroy individual liberty.
[00:05:20.316 --> 00:05:22.977]  His warnings, ignored, have now come to pass.
[00:05:23.317 --> 00:05:31.720]  He said, you're not to inquire how your trade may be increased, nor how you are to become a great and powerful people, but how your liberties can be secured.
[00:05:31.880 --> 00:05:34.541]  For liberty ought to be the direct end of your government.
[00:05:34.781 --> 00:05:42.707]  Patrick Henry warned us, the liberties of a people never were nor ever will be secure when the transactions of their rulers may be concealed from them.
[00:05:42.927 --> 00:05:46.971]  Today, everything the government does, at every level, is concealed from us.
[00:05:47.271 --> 00:05:51.814]  We have trade deals to manage our economy that not even our elected representatives are allowed to see.
[00:05:52.195 --> 00:05:58.179]  Later in life, Patrick Henry looked back and said, when the American spirit was in its youth, the language of America was different.
[00:05:58.439 --> 00:06:00.341]  Liberty, sir, was the primary object.
[00:06:00.621 --> 00:06:04.104]  Today, our primary concern is safety and comfort.
[00:06:04.264 --> 00:06:06.226]  When we should be demanding liberty.
[00:06:06.446 --> 00:06:08.507]  For Infowars.com, I'm David Knight.
[00:06:12.030 --> 00:06:13.491]  We are on the march.
[00:06:13.871 --> 00:06:16.273]  The Empire is on the run.
[00:06:17.034 --> 00:06:20.797]  Alex Jones and the GCN Radio Network.
[00:06:22.278 --> 00:06:23.138]  Well, here we are.
[00:06:24.339 --> 00:06:26.921]  Another Mother's Day has come.
[00:06:26.941 --> 00:06:28.983]  Soon another Mother's Day would have gone.
[00:06:29.910 --> 00:06:41.535]  We're all supposed to buy mom some chocolates or some flowers and take her out for a nice lunch and maybe rub her feet before she takes a hot bath and goes to bed at night.
[00:06:41.915 --> 00:06:42.416]  And you know what?
[00:06:42.456 --> 00:06:51.760]  I think all that's a great idea because mothers and the women in our lives period are one of the most precious things that go on on this planet as human beings.
[00:06:52.500 --> 00:06:57.102]  And women, why they cherish their men as well and supposedly take good care of them.
[00:06:57.843 --> 00:06:58.603]  But I'll tell you something.
[00:07:00.031 --> 00:07:08.921]  We need to start thinking about the human community as a whole, and what the social engineers are doing, and what their agenda is for this planet.
[00:07:10.022 --> 00:07:17.351]  Instead of just focusing in on a little, innocent, and easy, sentimental things we do.
[00:07:19.477 --> 00:07:34.011]  Sure, it's important to give mom flowers, but isn't it more important, let's say, if mom is 70 years old and just doesn't seem to have her memory anymore and just doesn't seem to have energy anymore, isn't it important to actually research and find out that
[00:07:34.631 --> 00:07:41.394]  If she leads a sedentary lifestyle, that that absolutely leads to neuron degeneration in her brain.
[00:07:41.654 --> 00:07:49.357]  And if she would just walk around the block one time a day, why, mom might live 20 years longer and have a much better life.
[00:07:50.359 --> 00:07:52.260]  I've got the statistics and the articles right in front of me.
[00:07:52.480 --> 00:07:54.421]  I'm going to go over some of them and give you the headlines in a moment.
[00:07:55.382 --> 00:08:00.024]  Oh, but that's nosy to get involved and try to warn mom.
[00:08:01.025 --> 00:08:07.288]  Oh, and maybe mom is 65 years old or 60 and suddenly she doesn't have the memory or the energy.
[00:08:07.768 --> 00:08:15.052]  Don't go look at the mainline studies about vitamin B12 and how gut flora is dead and how most people can't absorb it after age 50.
[00:08:15.932 --> 00:08:19.414]  And so that's one big reason we see so many neurological disorders.
[00:08:19.794 --> 00:08:20.676]  No, no, no.
[00:08:21.397 --> 00:08:25.502]  Don't educate mom, or dad for that matter, about vitamin B12.
[00:08:27.099 --> 00:08:39.104]  The average person who's just 30 years old or so in this country, you can look it up, has the vitamin B12 absorption level in their brain of a 75 to 80 year old person.
[00:08:39.544 --> 00:08:39.984]  Look it up.
[00:08:40.804 --> 00:08:41.745]  Oh, but just forget that.
[00:08:42.225 --> 00:08:43.685]  I'm being pessimistic.
[00:08:43.785 --> 00:08:45.346]  Give her a box of chocolates.
[00:08:45.806 --> 00:08:51.148]  That's much easier than actually being involved and trying to talk to mom about what's happening to her.
[00:08:51.248 --> 00:08:52.289]  But I'll tell you what's even easier.
[00:08:53.209 --> 00:08:56.290]  I'll tell you what's even more politically correct to do, okay?
[00:08:56.590 --> 00:08:58.050]  Because that's the way to go.
[00:08:59.811 --> 00:09:14.134]  Don't warn mom, or your daughters for that matter, about the fact that there's an orchestrated massive Islamic invasion with 5 million, quote, refugee invaders shipped in by the EU into Europe, or
[00:09:15.578 --> 00:09:18.519]  The Lord knows how many brought into this country because it's kept secret.
[00:09:19.059 --> 00:09:39.387]  Ignore the fact that in those Muslim nations women can't drive and women don't have any basic rights and women can be burned to death or drowned or have acid thrown on their faces or be stoned to death or have their throats slit or be hung because their husband feels like they were rude to him.
[00:09:39.627 --> 00:09:42.408]  Let's not hear anything from the feminists about that.
[00:09:42.628 --> 00:09:44.149]  Let's not hear any discussions about that.
[00:09:44.229 --> 00:09:44.829]  No, no, no, no.
[00:09:45.709 --> 00:09:47.671]  Yeah, that's my big issue here on Mother's Day.
[00:09:47.691 --> 00:09:56.178]  I, a few days ago, took my daughters and my son out to eat at a local mall.
[00:09:57.359 --> 00:10:04.445]  And, mind you, I've been in Europe and I've been in other major cities, but let me tell you, I've never seen anything like it.
[00:10:04.906 --> 00:10:09.330]  Everywhere I went at the Barton Creek Mall,
[00:10:10.598 --> 00:10:17.380]  was absolutely filled with women wearing full head covering with just a slit where their eyes were.
[00:10:17.920 --> 00:10:19.201]  And you know what was so upsetting about that?
[00:10:19.721 --> 00:10:21.801]  I can't go to their countries and teach the gospel.
[00:10:22.282 --> 00:10:23.282]  I'd be arrested or killed.
[00:10:24.062 --> 00:10:24.502]  Literally.
[00:10:24.582 --> 00:10:25.562]  Saudi Arabia, you name it.
[00:10:26.223 --> 00:10:27.863]  If you're, quote, gay, you're killed.
[00:10:27.883 --> 00:10:28.984]  But that's okay for the left.
[00:10:29.024 --> 00:10:30.564]  They don't care.
[00:10:30.664 --> 00:10:36.526]  Let's bring this here in mass, and let's let these people call the shots, and let's change our culture to comply with theirs.
[00:10:37.786 --> 00:10:45.648]  Because that's how much the globalists hate the Renaissance and the West, where the real freedom for women and everybody else and the end of slavery basically came from.
[00:10:45.788 --> 00:10:51.949]  And that's why I'm so upset, because those poor women look completely scared and completely freaked out from their body language.
[00:10:51.969 --> 00:10:54.890]  And there were big groups of them all over the mall.
[00:10:55.690 --> 00:11:00.211]  Because you see, in their countries, they're hardly ever allowed to even go out, even though they're wearing hoods over their heads.
[00:11:01.454 --> 00:11:03.156]  I didn't see their men anywhere by the way.
[00:11:03.757 --> 00:11:06.940]  Their society is so incredibly completely segregated.
[00:11:07.781 --> 00:11:10.445]  But what was amazing was I realized that if I was
[00:11:11.894 --> 00:11:18.635]  At the mall, and I saw, let's say, a group of 20 black people with chains around their necks as slaves.
[00:11:19.396 --> 00:11:22.736]  I would be incredibly upset and say, slavery's been outlawed, what are you doing?
[00:11:22.956 --> 00:11:41.340]  But these were women, brought into this country, who will be beaten with an inch of their lives or killed, routinely are in the U.S., if they dare to try to take the hoods off their heads, if they dare to try to drive a car or get a job or live their life, or, God forbid, leave their supposed religion, because it's a giant cult.
[00:11:42.452 --> 00:11:55.218]  While the media attacks Christianity, and pulls crosses down, and attacks Christmas, and tells Christians they can't have Christmas cards, and finds little girls with Bibles in their backpacks at school, and takes them away, and suspends them, we've all seen the stories.
[00:11:55.938 --> 00:12:07.364]  As all this anti-Christian garbage goes on, with our tolerant, loving religion, we have to sit there and see the most radical islamicists the world has ever seen brought into this country in mass.
[00:12:08.539 --> 00:12:13.484]  And then, when they carry out terror attacks in our country, the citizens lose our rights.
[00:12:13.845 --> 00:12:14.886]  That's what's even sicker.
[00:12:16.668 --> 00:12:18.369]  And then there's somebody like Donald Trump.
[00:12:19.290 --> 00:12:26.678]  How dare Donald Trump say, hey, we're not vetting any of the refugees, they're not even checking their passports or IDs, which is admitted.
[00:12:27.119 --> 00:12:30.843]  Until we check them and find out what's happening, we've got to cut it all off.
[00:12:32.094 --> 00:12:33.756]  Oh my gosh, he's such a racist.
[00:12:34.296 --> 00:12:41.363]  But Saudi Arabia won't take one of these so-called refugees that are almost all invaders that went into Syria out of other Muslim countries.
[00:12:42.244 --> 00:12:46.748]  Oh, and Donald Trump's so evil, let me continue with all the bad things Donald Trump's done because he's so bad.
[00:12:47.389 --> 00:12:54.776]  Donald Trump said Mexico has the most stringent immigration in this hemisphere and forced labor for a year and tortures people that come in illegally.
[00:12:55.116 --> 00:13:01.663]  He just said we should vet people that have criminal past and ship them back because so many criminals are coming over to our country.
[00:13:02.103 --> 00:13:03.144]  Oh, he's so horrible.
[00:13:03.424 --> 00:13:05.006]  Mainstream television told me so.
[00:13:06.687 --> 00:13:08.109]  So that's the big question here today.
[00:13:09.250 --> 00:13:11.432]  Why does the establishment want to bring these people in?
[00:13:12.645 --> 00:13:13.505]  What's their endgame?
[00:13:14.265 --> 00:13:18.506]  And why does the mainstream media act like Donald Trump is a bad person when they know he's telling the truth?
[00:13:19.206 --> 00:13:39.071]  Because there's a globalist agenda to bring this country and Europe down because we're the birthplace of basic liberty and the renaissance and the human enlightenment and they want to get rid of real liberalism Thomas Jefferson 1776 style and radical Islamists that are taking over Islam are perfectly compatible
[00:13:39.811 --> 00:13:45.674]  And work like a horse in carriage with the radical left and the social justice warriors that want to shut down free speech.
[00:13:46.095 --> 00:13:50.057]  Coming up in the next hour, live in studio, Joe Biggs with Anthony Gucciardi.
[00:13:50.397 --> 00:14:04.465]  Joe Biggs, who was just out in Oregon, just yesterday, with the social justice warriors trying to attack Trump supporters at a rally, trying to block cars, attacking people, waving Mexican flags in mass and communist hammer and sickle flags in mass.
[00:14:05.851 --> 00:14:07.553]  The videos are up on InfoWars.com.
[00:14:21.072 --> 00:14:28.539]  Bitch and complain and say they want communism, or they want us to be Mexico, which is a collapse-filled state.
[00:14:28.799 --> 00:14:42.351]  These are a bunch of ignorant morons brainwashed by mainstream media and the colleges and the high schools that universally teach this crap, because the elites that have taken this country over are hell-bent on bringing this republic down.
[00:14:42.651 --> 00:15:01.583]  And so they take these couch potato people, whether they be white, black, hispanic, it doesn't matter, and they fill them full of the most mindless brainwashed garbage you can imagine, and then fill them full of all this anti-western, anti-white crud to bring down the megabanks last obstacle that is any
[00:15:01.803 --> 00:15:02.924]  We're good to go.
[00:15:18.483 --> 00:15:42.741]  The truth is America isn't perfect, and Western Europe isn't perfect, but it's the only place that ever got set up with any basic semblance of a free market system, and it created so much wealth that the American system threatened the hegemonic, crony, centralized systems of the robber barons, the royalty, and others, and so they've established their corporate world government to come in and destroy all that.
[00:15:43.061 --> 00:16:00.028]  And as soon as they've destroyed the engine of liberty and the engine of progress, and there's nothing to compete with them, they're gonna come in with their giant robot factories and leverage out all of their competition and make everyone sign on and sell out their humanity for the baubles these factories produce, and it's game over.
[00:16:00.368 --> 00:16:02.969]  Dictatorship 2.0 worldwide.
[00:16:03.189 --> 00:16:05.149]  We'll be back with the latest news and intel.
[00:16:05.370 --> 00:16:05.930]  Stay with us.
[00:16:13.959 --> 00:16:25.609]  I've been seeing all this opposition coming from Bernie and Hillary supporters and sitting there talking about, we're liberal, we're loving, we just want peace, yet they throw eggs at you and punch you in the mouth because they're peaceful and loving.
[00:16:25.889 --> 00:16:28.631]  I saw what went down in Southern California.
[00:16:29.171 --> 00:16:30.272]  It got to me.
[00:16:30.292 --> 00:16:33.415]  I had to come out here and actually talk about what's going on.
[00:16:33.435 --> 00:16:34.636]  These people don't want to talk to you.
[00:16:34.876 --> 00:16:35.597]  That's the problem.
[00:16:35.637 --> 00:16:39.260]  They sit there and say they don't have double standards and that they're not hypocritical.
[00:16:39.580 --> 00:16:41.962]  They'll come up to you and just yell and scream.
[00:16:42.282 --> 00:16:46.764]  Nazis, racists, can't get caught!
[00:16:46.804 --> 00:16:49.925]  Nazis, racists, can't get caught!
[00:17:00.149 --> 00:17:03.110]  All right, they said they were going to be arrested.
[00:17:03.870 --> 00:17:05.291]  Got people being triggered.
[00:17:13.908 --> 00:17:16.390]  This represents slavery!
[00:17:16.630 --> 00:17:17.650]  Colonialism!
[00:17:17.991 --> 00:17:18.871]  Genocide!
[00:17:19.071 --> 00:17:19.832]  Oppression!
[00:17:20.032 --> 00:17:23.554]  And it's alright to burn that s**t!
[00:17:23.614 --> 00:17:25.295]  Burn baby burn!
[00:17:25.415 --> 00:17:27.116]  Burn baby burn!
[00:17:27.676 --> 00:17:29.797]  Burn that colonialism!
[00:17:48.639 --> 00:17:51.125]  Alright, they're throwing eggs and they're pushing the protesters back.
[00:18:16.906 --> 00:18:17.266]  You're a disgrace!
[00:18:17.326 --> 00:18:17.706]  You're a disgrace!
[00:18:17.767 --> 00:18:18.747]  You're a disgrace!
[00:18:18.767 --> 00:18:19.167]  You're a disgrace!
[00:18:19.187 --> 00:18:20.048]  You're a disgrace!
[00:18:20.548 --> 00:18:20.888]  You're a disgrace!
[00:18:20.908 --> 00:18:21.309]  You're a disgrace!
[00:18:21.329 --> 00:18:22.770]  You're a disgrace!
[00:18:22.810 --> 00:18:23.190]  You're a disgrace!
[00:18:23.210 --> 00:18:27.833]  You're a disgrace!
[00:18:28.133 --> 00:18:28.513]  You're a disgrace!
[00:18:28.533 --> 00:18:29.013]  You're a disgrace!
[00:18:29.053 --> 00:18:29.654]  You're a disgrace!
[00:18:29.674 --> 00:18:30.134]  You're a disgrace!
[00:18:30.294 --> 00:18:30.714]  You're a disgrace!
[00:18:30.734 --> 00:18:31.075]  You're a disgrace!
[00:18:31.095 --> 00:18:31.495]  You're a disgrace!
[00:18:31.515 --> 00:18:32.055]  You're a disgrace!
[00:18:32.075 --> 00:18:32.455]  You're a disgrace!
[00:18:32.475 --> 00:18:32.976]  You're a disgrace!
[00:18:32.996 --> 00:18:33.416]  You're a disgrace!
[00:18:33.456 --> 00:18:33.956]  You're a disgrace!
[00:18:33.996 --> 00:18:34.417]  You're a disgrace!
[00:18:34.437 --> 00:18:35.017]  You're a disgrace!
[00:18:35.037 --> 00:18:35.497]  You're a disgrace!
[00:18:35.557 --> 00:18:36.058]  You're a disgrace!
[00:18:36.078 --> 00:18:36.718]  You're a disgrace!
[00:18:36.738 --> 00:18:37.238]  You're a disgrace!
[00:18:37.298 --> 00:18:37.679]  You're a disgrace!
[00:18:37.819 --> 00:18:38.399]  You're a disgrace!
[00:18:38.459 --> 00:18:39.119]  You're a disgrace!
[00:18:39.140 --> 00:18:39.660]  You're a disgrace!
[00:18:39.720 --> 00:18:40.240]  You're a disgrace!
[00:18:40.580 --> 00:18:41.021]  You're a disgrace!
[00:18:41.041 --> 00:18:41.381]  You're a disgrace!
[00:18:41.401 --> 00:18:41.861]  You're a disgrace!
[00:18:41.901 --> 00:18:42.421]  You're a disgrace!
[00:18:42.442 --> 00:18:42.922]  You're a disgrace!
[00:18:42.942 --> 00:18:43.302]  You're a disgrace!
[00:18:43.322 --> 00:18:43.882]  You're a disgrace!
[00:18:43.902 --> 00:18:44.363]  You're a disgrace!
[00:18:44.403 --> 00:18:44.883]  You're a disgrace!
[00:18:44.943 --> 00:18:45.343]  You're a disgrace!
[00:18:45.363 --> 00:18:45.844]  You're a disgrace!
[00:18:45.864 --> 00:18:46.404]  You're a disgrace
[00:18:54.568 --> 00:18:56.134]  This is the heart of 1776!
[00:19:09.548 --> 00:19:23.722]  My fellow InfoWarriors, I am very excited to be able to announce to you the introduction at InfoWarsLife.com of a new way to save time and money when you stock up on InfoWarsLife formulations like Survival Shield X2 and Super Mel Vitality.
[00:19:23.922 --> 00:19:33.432]  Just go to InfoWarsLife.com today, select your favorite product, click on auto ship before adding to cart, and choose how often you want us to send you another one.
[00:19:33.712 --> 00:19:42.478]  Every time you choose AutoShip at InfoWarsLife.com, you get 10% off and you won't have to worry about running out and having to reorder next time.
[00:19:42.738 --> 00:19:45.140]  And of course, you can cancel with one click anytime.
[00:19:45.540 --> 00:19:49.022]  As you know, I'm all about the idea of a 360 win.
[00:19:49.262 --> 00:19:53.385]  And the new AutoShip feature at InfoWarsLife.com is a sure win for everybody.
[00:19:53.625 --> 00:19:57.308]  A win for liberty, a win for health, and a win when it comes to big savings.
[00:19:57.648 --> 00:20:03.592]  Visit InfoWarsLife.com today and save 10% on your next InfoWarsLife order by selecting AutoShip at checkout.
[00:20:03.872 --> 00:20:05.334]  That's Infowarslife.com or call 888-253-3139.
[00:20:05.434 --> 00:20:06.675]  You're listening to the Alex Jones Show.
[00:20:23.303 --> 00:20:27.466]  Defending the Republic from enemies foreign and domestic.
[00:20:28.206 --> 00:20:31.449]  It's Alex Jones.
[00:20:31.509 --> 00:20:33.510]  My stories are almost over.
[00:20:34.031 --> 00:20:38.194]  And then I'm going to turn the mic over to Anthony Gucciardi and Joe Biggs.
[00:20:39.054 --> 00:20:40.295]  I'm Alex Jones, your host.
[00:20:40.415 --> 00:20:46.960]  Again, thank you so much for joining us on this live, original, worldwide broadcast.
[00:20:47.681 --> 00:20:48.522]  The 8th day of May, 2016.
[00:20:51.266 --> 00:20:52.527]  And I sound a little angry.
[00:20:52.627 --> 00:20:53.929]  I sound a little aggressive.
[00:20:54.209 --> 00:20:56.672]  And it's because I am angry.
[00:20:56.792 --> 00:20:57.492]  I am aggressive.
[00:20:58.173 --> 00:21:11.967]  I see our open, loving society being used by social engineers to bring down our cherished republic and replace it with a very nasty form of authoritarianism.
[00:21:13.609 --> 00:21:14.190]  And I see
[00:21:15.580 --> 00:21:26.888]  The United Nations and other organizations set up by the Rockefeller family in the last 70 years openly establishing a world government that's waging war against the nation-state.
[00:21:27.769 --> 00:21:39.637]  And I see these arrogant propagandists demonizing Donald Trump because he would dare be a nationalist and would defend sovereignty of our country and bring forward the idea
[00:21:40.538 --> 00:21:45.960]  That America first is what our country was founded on and what it should be based on.
[00:21:46.841 --> 00:21:57.646]  Yes, any nation is supposedly founded on the nation's sovereignty and interest being first, and that means the liberties and the freedoms of the citizens being first.
[00:21:58.646 --> 00:22:06.330]  That's why I've told Donald Trump on and off air, for America to be great again, she must be free again.
[00:22:07.210 --> 00:22:16.212]  But before I hand the baton to the rest of the crew for their live reports in studio, let's go over some of the supposed headlines.
[00:22:16.752 --> 00:22:30.535]  We're told by the mainstream media that things are getting nasty because Trump is coming out and exposing that Hillary, quote, is nasty and that she is mean and an enabler of Bill Clinton who settled rape cases.
[00:22:30.635 --> 00:22:31.795]  Well, thank God!
[00:22:32.575 --> 00:22:43.442]  That we see Trump trumping all of her claims that she represents women when she is a, by every yardstick, a vampiric political creature feeding on humanity.
[00:22:44.322 --> 00:22:47.945]  But when I look at the RNC, aren't they a bigger threat than even Hillary?
[00:22:48.425 --> 00:22:54.149]  The Rents, Previces, and the George Wills that told us our popular votes never counted and didn't matter?
[00:22:55.069 --> 00:22:55.790]  In the primaries.
[00:22:56.190 --> 00:23:01.353]  But the good news is that arrogant attempt to tell us that didn't work, it blew up in their faces.
[00:23:02.074 --> 00:23:09.419]  Showing them that the veneer of civilization and the population buying their fraud is peeling back very very quickly.
[00:23:09.799 --> 00:23:10.660]  These are the people
[00:23:11.570 --> 00:23:37.183]  that have presided over all these illegal wars, over the NSA spy, over the open borders, over all the jihadis being brought in, over all of the incredible government bureaucracy and corruption selectively enforced to shut down small companies and mom-and-pop operations, and then they have the nerve, the Bushes and the George Wills and the Republican establishment to point their fingers at Donald Trump and Donald Trump supporters
[00:23:37.743 --> 00:23:55.133]  And to gang up on the American people with the Communist Chinese government, and Mexican presidents, and the Pope, and the Saudi royalty, and all this other garbage in the British government, and criticize Donald Trump, and tell us who we can't have, and tell us what we must do.
[00:23:56.013 --> 00:24:08.272]  When they're the ones that have been presiding over the decline of our republic for decades and Donald Trump has never even had a chance at the helm to try to reverse any of this.
[00:24:09.622 --> 00:24:10.822]  What does that tell you about Trump?
[00:24:10.983 --> 00:24:12.003]  Why are they afraid of him?
[00:24:12.063 --> 00:24:13.864]  Because, again, he's a nationalist.
[00:24:14.444 --> 00:24:15.984]  He doesn't want to work within their system.
[00:24:16.685 --> 00:24:18.926]  He wants to have fair deals for this country.
[00:24:19.506 --> 00:24:28.569]  This nation's openness was used to be infiltrated by foreign governments and many others and major corporations to set up incredible scams.
[00:24:28.589 --> 00:24:37.553]  Listen, if you're a globalist and you can guarantee to shut down most of the power plants in the U.S., you've just ensured that the jobs go to Mexico, China, and India.
[00:24:38.593 --> 00:24:40.235]  And you find the very globalists doing it.
[00:24:40.656 --> 00:24:56.196]  So arrogant, the head of the UN program, Pacharia, years ago, who was shutting down coal plants in England, was opening them as they were shut down in India, using the plants shut down in England
[00:24:57.433 --> 00:25:05.421]  As the set-aside, quote, basically green space or easement to set him up in India with his inside deal for his family.
[00:25:06.082 --> 00:25:08.084]  This is how stupid they think we are.
[00:25:08.824 --> 00:25:19.074]  This is the type of garbage they have where the UK and Germany and France and Spain and Portugal and Greece can't have power plants that are totally clean, but Mexico and China can't.
[00:25:19.995 --> 00:25:23.017]  And it's not because we're trying to hurt the Mexican or Chinese people.
[00:25:23.057 --> 00:25:25.619]  We don't want them to have one-sided deals, though it's not fair.
[00:25:25.879 --> 00:25:31.483]  The globalists don't let them get any of the spoils, the booty, the goods from the jobs being shipped there.
[00:25:32.324 --> 00:25:37.367]  The jobs are being shipped there because they've got oligarchies and corrupt systems that totally control the people.
[00:25:38.328 --> 00:25:39.729]  And this is what we're talking about.
[00:25:39.769 --> 00:25:41.470]  This is what Trump is pointing out.
[00:25:41.530 --> 00:25:44.312]  Trump's not perfect, but listen to me, this is so important.
[00:25:45.089 --> 00:25:45.990]  Trump isn't perfect.
[00:25:46.790 --> 00:25:48.852]  But Trump doesn't hate America.
[00:25:49.412 --> 00:25:53.535]  Trump fundamentally has a sense, and so do I and so do you, of fairness.
[00:25:54.015 --> 00:25:56.357]  He's not out to get America.
[00:25:57.357 --> 00:25:59.699]  And that's why he is an anti-globalist.
[00:25:59.959 --> 00:26:00.920]  And that's why in his foreign
[00:26:01.440 --> 00:26:17.370]  Policy speech he said globalism is the problem and it's fundamentally unfair and it's about a bunch of special interests Shutting the country down and he's been told like other billionaires I know have been told the plan for post-industrialization and he is saying no
[00:26:18.712 --> 00:26:22.774]  How could we not stand with an American who's under all this foreign attack?
[00:26:23.114 --> 00:26:26.736]  How could we not stand with an American who's saying such things that are common sense?
[00:26:27.836 --> 00:26:32.258]  The majority of libertarians and patriots and conservatives and even a lot of liberals I know are backing Trump.
[00:26:32.298 --> 00:26:34.499]  His numbers are much higher than even the media says.
[00:26:35.019 --> 00:26:40.041]  But I am ashamed that close to 40% of the American people hate Trump and buy into mainstream media.
[00:26:40.362 --> 00:26:45.384]  And if you want to see who this collection of dupes and very sad idiots are,
[00:26:46.024 --> 00:26:52.268]  Go to InfoWars.com and see the video we put out last week of anti-Trump rallies in California attacking free speech.
[00:26:52.648 --> 00:26:54.349]  DrudgeReport.com, others linked to it.
[00:26:54.689 --> 00:26:57.091]  Just one version of the video has 4 million views.
[00:26:57.711 --> 00:26:59.452]  All total it's got about 14 million.
[00:26:59.993 --> 00:27:04.796]  It's anti-Trump rioters gone wild, uncensored.
