[00:00:00.729 --> 00:00:04.871]  You're listening to The Alex Jones Show.
[00:04:46.672 --> 00:04:47.832]  She's the one, the leader behind.
[00:04:47.872 --> 00:04:50.374]  And folks need to understand, she wants to sit back and have Trump
[00:04:50.794 --> 00:04:51.395]  Stay with us.
[00:04:51.415 --> 00:04:51.915]  I'm Alex Jones.
[00:04:51.935 --> 00:04:53.697]  You've found the tip of the spear.
[00:04:53.717 --> 00:04:54.277]  It's the Infowar.
[00:05:09.605 --> 00:05:23.774]  My fellow InfoWarriors, I am very excited to be able to announce to you the introduction at InfoWarsLife.com of a new way to save time and money when you stock up on InfoWarsLife formulations like Survival Shield X2 and Super Mental Vitality.
[00:05:23.994 --> 00:05:33.480]  Just go to InfoWarsLife.com today, select your favorite product, click on Auto Ship before adding to cart, and choose how often you want us to send you another order.
[00:05:33.780 --> 00:05:42.546]  Every time you choose AutoShip at InfoWarsLife.com, you get 10% off and you won't have to worry about running out and having to reorder next time.
[00:05:42.806 --> 00:05:45.208]  And of course, you can cancel with one click anytime.
[00:05:45.608 --> 00:05:49.090]  As you know, I'm all about the idea of a 360 win.
[00:05:49.310 --> 00:05:53.493]  And the new AutoShip feature at InfoWarsLife.com is a sure win for everybody.
[00:05:53.693 --> 00:05:57.376]  A win for liberty, a win for health, and a win when it comes to big savings.
[00:05:57.696 --> 00:06:03.660]  Visit InfoWarsLife.com today and save 10% on your next InfoWarsLife order by selecting AutoShip at checkout.
[00:06:03.940 --> 00:06:13.891]  That's InfoWarsLive.com or call 888-253-3139 Big Brother Mainstream Media Government Cover Us
[00:06:23.997 --> 00:06:24.917]  You want answers?
[00:06:25.898 --> 00:06:27.518]  Well, so does he.
[00:06:27.818 --> 00:06:34.120]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:06:35.801 --> 00:06:37.941]  The Chinese proverb tells it all.
[00:06:38.901 --> 00:06:40.742]  That you live in interesting times.
[00:06:41.842 --> 00:06:42.743]  It has a double meaning.
[00:06:42.803 --> 00:06:46.844]  It can mean a cursed time, or a very advantageous time.
[00:06:47.604 --> 00:06:50.105]  Because so often in history, if you study trends,
[00:06:51.519 --> 00:06:59.862]  In the eons before our time here on this planet, our generation's time to be alive, you see that history doesn't repeat, it rhymes.
[00:07:02.482 --> 00:07:10.925]  And it is in times of great change that you can either make humanity much better or plunge into the depths of oppression and enslavement.
[00:07:12.065 --> 00:07:14.306]  Huge broadcast on this Sunday transmission.
[00:07:14.346 --> 00:07:17.067]  I intend to open the phones up about halfway into the hour.
[00:07:19.500 --> 00:07:25.745]  Then I intend to get into a lot of the economic news, a lot of the military news, a lot of the medical news.
[00:07:26.946 --> 00:07:32.990]  The EPA and FDA are working on releasing genetically engineered mosquitoes across the United States.
[00:07:33.751 --> 00:07:38.074]  Also, antibiotic resistance is not theoretical.
[00:07:38.094 --> 00:07:41.197]  The threat is real and it's here, the London Guardian says.
[00:07:43.058 --> 00:07:43.639]  We also
[00:07:45.598 --> 00:07:50.542]  Have just incredible news when it comes to the latest over-the-top crimes of ISIS.
[00:07:52.224 --> 00:08:01.492]  Europe continues to open their borders up even more as it's admitted that giant ISIS sleeping cells, some of them in the hundreds, are coming in and being allowed in.
[00:08:01.512 --> 00:08:07.257]  And I want to just say this here now because this is going to have to be a major investigative report.
[00:08:08.940 --> 00:08:13.502]  And it's going to be as big or bigger than the stuff you've seen Project Veritas do.
[00:08:13.722 --> 00:08:17.864]  And my goal is not to be bigger than James O'Keefe when it comes to these investigative reports he does.
[00:08:18.164 --> 00:08:19.365]  My goal is to stop the tyranny.
[00:08:20.786 --> 00:08:25.488]  The only problem is it's going to take a lot of time and it is dangerous.
[00:08:30.421 --> 00:08:33.282]  People say, why do I tend to tip my hand before I go into something?
[00:08:33.863 --> 00:08:46.429]  It's so that good actors inside government and corporations are aware and can figure out what I'm up to when I'm doing things so that black hats inside the corporate structure can't attack us during those missions.
[00:08:47.690 --> 00:08:53.413]  See, there's good people and bad people in the entire structure, whether it's private or corporate or mercenary or governmental.
[00:08:54.333 --> 00:08:59.676]  And the reason I signal enough for really smart people to be able to track what we're doing
[00:09:00.819 --> 00:09:12.184]  And kind of give us overwatch, and I learned to do this more than 18 years ago, doesn't then let the truly evil people in the system come after us and stop us.
[00:09:12.224 --> 00:09:15.205]  So that's why I tend to give enough hints about what I'm going to do.
[00:09:17.246 --> 00:09:19.587]  We know of multiple locations with details.
[00:09:19.987 --> 00:09:22.288]  I mean absolute proven fact already in my hands.
[00:09:23.322 --> 00:09:42.098]  That what you saw happen in Germany and France and Sweden and Denmark and many other European countries in the last three years is currently happening on a gigantor scale that may be as big as the influx of radical Muslims into Europe.
[00:09:43.669 --> 00:09:56.835]  You know about the C-130s coming in daily, and it's been in local news in New York and in New York City at LaGuardia and at the San Francisco airport.
[00:09:56.875 --> 00:10:05.959]  It's in the local paper that the private planes and the government C-130s land, the refugees come off from North Africa and the Middle East, and they then just disappear.
[00:10:06.039 --> 00:10:06.980]  No one's told where they go.
[00:10:07.671 --> 00:10:15.295]  And you've got the Texas governor, last year, saying, you're bringing in thousands into Texas, you won't tell us where they're going, you won't give us names or anything.
[00:10:17.617 --> 00:10:28.523]  I have now confirmed, in two different states, at two different sites, all the facts, that they are kicking old people, Hispanic, black and white, predominantly, out of Section 8 housing.
[00:10:30.103 --> 00:10:31.924]  Again, this has been happening in Europe, it's been in the news.
[00:10:33.465 --> 00:10:36.087]  But that it's thousands and thousands
[00:10:37.518 --> 00:10:38.919]  A month in big cities.
[00:10:39.579 --> 00:10:41.841]  Hundreds and hundreds, even in middle-sized towns.
[00:10:43.081 --> 00:10:45.803]  Now remember, Jakari Jackson went out last year and reported on this.
[00:10:45.823 --> 00:10:46.484]  We're going to go back out.
[00:10:46.824 --> 00:10:51.006]  Anderson High in Austin, Texas, my alma mater.
[00:10:51.947 --> 00:10:53.608]  I went a couple years in Dallas, a couple years here.
[00:10:53.668 --> 00:10:54.508]  Graduated in Austin.
[00:10:55.529 --> 00:10:59.371]  Had 231, just in 2015, children of, quote, migrants, of refugees from Iraq and Syria.
[00:11:08.615 --> 00:11:14.778]  And the school that only has over 1,000 people is under huge labor to deal with this and process it.
[00:11:14.798 --> 00:11:15.958]  They don't speak a lick of English.
[00:11:17.179 --> 00:11:18.780]  Then we started calling around other high schools.
[00:11:19.040 --> 00:11:20.220]  Hundreds here, hundreds there.
[00:11:20.380 --> 00:11:21.481]  Every high school had over 100.
[00:11:21.901 --> 00:11:26.543]  Anderson had 230-something, the most we could find.
[00:11:27.163 --> 00:11:28.264]  They were quite honest about it.
[00:11:30.253 --> 00:11:33.415]  They told the governor at that time it was 200 to the whole state.
[00:11:34.055 --> 00:11:35.456]  This is a huge cover-up.
[00:11:36.016 --> 00:11:38.377]  Just like we broke in McAllen, Texas.
[00:11:38.617 --> 00:11:40.899]  Does the Border Patrol call us two years ago now?
[00:11:41.834 --> 00:11:44.275]  It was later confirmed on Fox News when the Border Patrol came on.
[00:11:44.476 --> 00:11:47.317]  Their head of the union said, no, we complete the smuggling process.
[00:11:47.778 --> 00:11:49.118]  They bring them in on buses.
[00:11:49.378 --> 00:11:57.143]  The Border Patrol takes them, gives them money, vouchers, and then ships them to Democratic Party facilities and Democrat homes all over the country.
[00:11:57.423 --> 00:11:59.304]  Then they get welfare for them.
[00:11:59.504 --> 00:12:00.445]  Now, here's the big news flash.
[00:12:00.725 --> 00:12:10.291]  Whether they be from Latin America or Syria or anywhere else, Saudi Arabia, Pakistan, you name it, they are giving them Social Security numbers in new names.
[00:12:11.877 --> 00:12:18.901]  And folks, when I say this is dangerous, this is dangerous.
[00:12:20.082 --> 00:12:23.363]  Because we have this directly from the inside.
[00:12:25.044 --> 00:12:26.545]  Signed, sealed, delivered.
[00:12:27.526 --> 00:12:30.587]  And I'm saying this now to just get this out there because I'm not going to sit on this.
[00:12:31.048 --> 00:12:32.168]  I'm going to be on this this week.
[00:12:36.775 --> 00:12:42.338]  I've learned people just don't want to see documents and people's faces blurred out talking about it, you know, that are at these facilities.
[00:12:42.858 --> 00:12:43.679]  People want to see it.
[00:12:44.799 --> 00:12:47.881]  And people... So I'm going to go in.
[00:12:47.901 --> 00:12:50.703]  I'm going to wear a disguise the whole nine yards.
[00:12:50.763 --> 00:12:51.283]  I'm going in.
[00:12:52.284 --> 00:12:52.664]  I'm done.
[00:12:54.305 --> 00:12:54.965]  And I'm doing it.
[00:12:56.906 --> 00:12:59.328]  So, I may be on the road.
[00:12:59.348 --> 00:13:01.209]  Just, just, just, everybody's going to have to deal with it.
[00:13:02.150 --> 00:13:04.010]  And there's a bunch of other stories I've been working on.
[00:13:04.030 --> 00:13:06.531]  It's the reason I was out last week, part of the time.
[00:13:06.611 --> 00:13:08.412]  It's just, it's too intense right now.
[00:13:08.892 --> 00:13:14.633]  And I just cannot take all these documented leads that are coming in and let these investigations fall to the wayside because I'm overwhelmed.
[00:13:14.833 --> 00:13:17.694]  I've got to recommit to 18 hours a day and I've got to deliver it.
[00:13:18.394 --> 00:13:18.874]  And I will.
[00:13:18.894 --> 00:13:22.515]  Because we're in a unique position to fight the globalists.
[00:13:22.535 --> 00:13:24.435]  But here's the bottom line.
[00:13:24.535 --> 00:13:25.696]  The country is wide open.
[00:13:25.736 --> 00:13:27.696]  The government is totally run by foreign criminals.
[00:13:27.756 --> 00:13:30.817]  We are totally in the hands of people that hate us.
[00:13:32.090 --> 00:13:33.571]  They have checkpoints on the highways.
[00:13:33.611 --> 00:13:35.031]  They search you at the TSA.
[00:13:35.652 --> 00:13:37.453]  The lines at the TSA are record lengths.
[00:13:39.214 --> 00:13:44.156]  They put citizens through all this Homeland Security garbage when you buy a car, a house, a hotel room, whatever.
[00:13:45.437 --> 00:13:50.779]  Rent a car, but if you're coming in from anywhere in the world, they will let you come in with no documentation.
[00:13:51.000 --> 00:13:57.663]  They will let real terrorists come in and give them fake names, new identities, and social security numbers.
[00:13:58.603 --> 00:13:59.584]  That's what Obama's doing.
[00:14:01.550 --> 00:14:07.992]  I mean, they're giving people just random names that don't even match where they're from or their culture.
[00:14:09.232 --> 00:14:11.193]  Our government is importing the sleeper cells.
[00:14:12.173 --> 00:14:13.133]  We are wide open.
[00:14:13.173 --> 00:14:15.334]  This is total treason.
[00:14:18.315 --> 00:14:20.676]  And the TSA says, hey, we've had federal budget cuts.
[00:14:20.996 --> 00:14:23.437]  Get ready for two, three, four-hour lines at the airports.
[00:14:23.797 --> 00:14:24.637]  That's in the New York Times.
[00:14:25.762 --> 00:14:34.225]  The feds bring in the radicals, let them attack us, then take our freedoms, and then say get rid of all your encryption, because we've got to keep you safe from the jihadists we brought in.
[00:14:37.046 --> 00:14:38.086]  So, that's going to be breaking.
[00:14:40.527 --> 00:14:43.088]  And, it is, it is acorn level stuff.
[00:14:43.888 --> 00:14:45.249]  What you saw with James O'Keefe.
[00:14:45.309 --> 00:14:45.969]  I'll just tell you that.
[00:14:47.369 --> 00:14:51.491]  You know, I'm tempted just to give this to James O'Keefe, and it's not that, I don't even want the credit.
[00:14:51.851 --> 00:14:54.652]  I'm so busy trying to run all this, but,
[00:14:56.616 --> 00:14:57.216]  That's an idea.
[00:14:57.236 --> 00:14:58.457]  I could do it in association with him.
[00:14:58.837 --> 00:15:01.898]  It would take them a month to do this.
[00:15:02.778 --> 00:15:03.478]  I've got all the intel.
[00:15:03.499 --> 00:15:04.519]  I've been working on it for a week.
[00:15:04.559 --> 00:15:05.499]  I'm ready to do it right now.
[00:15:06.280 --> 00:15:07.820]  And I'm done.
[00:15:09.301 --> 00:15:13.622]  And by the way, people are scared of these people at these Section 8 facilities.
[00:15:14.743 --> 00:15:15.923]  And they're getting in folks' face.
[00:15:16.183 --> 00:15:20.585]  And I can't just send my reporters in to deal with folks that will physically attack you.
[00:15:20.605 --> 00:15:21.205]  So I'm going in.
[00:15:22.404 --> 00:15:25.346]  And if these jihadis want that, you know, that's just the way it is.
[00:15:25.826 --> 00:15:32.151]  I'm going as an American citizen under the First Amendment to document and to cover all this, and that's what I'm doing.
[00:15:33.271 --> 00:15:38.435]  And I'm not overblowing it, but I'm also, I mean, it's less dangerous to drive down the highway, you know, in your car.
[00:15:39.456 --> 00:15:42.318]  But the real danger is our borders are wide open.
[00:15:43.451 --> 00:15:52.274]  And there's a larger divide and conquer, balkanization planned all this, and it shows how dumb the elite think we are that they would try something like this against the American people.
[00:15:52.695 --> 00:15:53.875]  It's truly over the top.
[00:15:54.615 --> 00:16:06.140]  We're going to come back after break with this investigative report breakdown, the latest on Trump and the huge admission that George Soros and Hillary funded the attacks in Chicago and more against the First Amendment and Trump.
[00:16:06.160 --> 00:16:06.600]  Stay with us.
[00:16:08.328 --> 00:16:11.549]  When cells become toxic, they die early and aging sets in.
[00:16:11.850 --> 00:16:19.853]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:16:20.093 --> 00:16:25.115]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:16:25.495 --> 00:16:27.796]  You want the best that's out there at the lowest price anywhere?
[00:16:28.036 --> 00:16:29.837]  We now have the synergistic solution.
[00:16:30.137 --> 00:16:34.319]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:16:38.326 --> 00:16:39.087]  Shower Filters.
[00:16:39.227 --> 00:16:40.828]  We're introducing the best yet.
[00:16:40.948 --> 00:16:44.870]  The brand new ProPure ProMax High Performance Shower Filter.
[00:16:45.031 --> 00:16:49.634]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[00:16:49.834 --> 00:16:56.758]  This new 4-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[00:16:56.919 --> 00:17:03.883]  You can find more details on this amazing new filter and free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax Shower Filter from ProPure today.
[00:17:09.498 --> 00:17:12.900]  Thousands of years ago, there was a basic form of chivalry.
[00:17:13.261 --> 00:17:20.405]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[00:17:21.006 --> 00:17:29.351]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[00:17:29.632 --> 00:17:33.794]  But in the 21st century, there are silent weapons for quiet war.
[00:17:34.035 --> 00:17:39.198]  Pathogens added to the food and water, to the lining of plastics that destroy our vitality.
[00:17:39.618 --> 00:17:43.460]  Turn off our hormones and accelerate our journey towards death.
[00:17:43.860 --> 00:17:47.002]  I personally counter this onslaught with AnthroPlex.
[00:17:47.262 --> 00:17:58.368]  AnthroPlex is designed with known organic concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[00:17:58.408 --> 00:18:01.089]  Discover why AnthroPlex is turning so many heads today.
[00:18:01.310 --> 00:18:07.293]  It's time for us to take our bodies back into our own hands and it starts at InfoWarsLife.com with AnthroPlex.
[00:18:09.068 --> 00:18:12.029]  A clean, toxic-free body is the foundation of true health.
[00:18:12.289 --> 00:18:14.430]  Deep Cleanse by Infowarslife.com.
[00:18:14.630 --> 00:18:21.332]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:18:21.632 --> 00:18:26.794]  Using our proprietary multi-step extraction technology, Deep Cleanse is our most affordable all-in-one cleanser.
[00:18:26.954 --> 00:18:35.957]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanse doesn't hold back.
[00:18:36.377 --> 00:18:44.988]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:18:45.269 --> 00:18:52.158]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spite G-Rex herbal processing technique.
[00:18:52.358 --> 00:18:58.585]  We use only the highest quality organic herbs backed by serious research and we still bring it to you at the best price out there.
[00:18:58.705 --> 00:19:03.450]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[00:19:03.630 --> 00:19:05.592]  That's InfoWarsLife.com or call 888-253-3139.
[00:19:08.915 --> 00:19:13.716]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[00:19:13.976 --> 00:19:22.659]  Youngevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[00:19:22.819 --> 00:19:26.580]  Youngevity also offers you an ingenious way to augment your income.
[00:19:26.760 --> 00:19:27.460]  And the best part?
[00:19:27.560 --> 00:19:30.161]  You'll be helping your friends and family along the way.
[00:19:30.441 --> 00:19:32.862]  Visit InfoWarsTeam.com today.
[00:19:33.042 --> 00:19:33.682]  Become a member.
[00:19:33.822 --> 00:19:37.883]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[00:19:38.103 --> 00:19:44.586]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[00:19:44.846 --> 00:19:45.547]  Another win-win.
[00:19:45.807 --> 00:19:49.348]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[00:19:49.528 --> 00:19:50.529]  And you can be too.
[00:19:50.769 --> 00:19:51.249]  It's simple.
[00:19:51.329 --> 00:19:54.131]  Just go to Infowarsteam.com today.
[00:19:54.271 --> 00:19:56.192]  Complete a short sign-up and you're part of the team.
[00:19:56.372 --> 00:19:59.433]  That's Infowarsteam.com or Infowarshealth.com.
[00:19:59.613 --> 00:20:05.776]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[00:20:05.936 --> 00:20:07.237]  Check it out for yourself today.
[00:20:13.012 --> 00:20:17.673]  You're listening to the Alex Jones Show.
[00:20:20.574 --> 00:20:25.656]  From the front lines of the information war, it's Alex Jones.
[00:20:30.857 --> 00:20:35.319]  I want to take your calls, interspersed with news and other key clips, coming up in the next segment.
[00:20:36.676 --> 00:20:37.657]  Or the segment after that.
[00:20:37.677 --> 00:20:43.700]  We have Trump insider Roger Stone popping in with an interview I taped yesterday with huge inside intel.
[00:20:43.720 --> 00:21:03.790]  Remember he was on three weeks ago and laid out the secret Koch brother meetings and the 75 million and the big telecom heads and the big Silicon Valley people meeting to go after Trump and how they'd finance Rubio and Cruz and how they'd have a theft of his nomination via a broker convention and people said oh it's a conspiracy theory the next day in the Washington Post.
[00:21:05.862 --> 00:21:08.563]  But a week later, the Washington Post came out and said it was all true.
[00:21:10.043 --> 00:21:11.924]  But didn't give Stone or I any credit.
[00:21:12.564 --> 00:21:13.605]  Hey, we don't need the credit.
[00:21:13.645 --> 00:21:14.665]  We just want to save our country.
[00:21:16.446 --> 00:21:18.026]  But I want to play this report.
[00:21:18.286 --> 00:21:21.047]  Here's the toll-free number.
[00:21:21.067 --> 00:21:21.467]  877-789-ALEX.
[00:21:21.487 --> 00:21:21.987]  877-789-2539.
[00:21:22.228 --> 00:21:26.489]  I want to give first-time callers a chance again today.
[00:21:27.429 --> 00:21:28.310]  They've got good phones.
[00:21:28.790 --> 00:21:30.250]  I don't care if you agree with me, disagree.
[00:21:30.270 --> 00:21:35.172]  I want to talk about world events, the election, the attacks on free speech,
[00:21:37.584 --> 00:21:37.784]  877-789-2539.
[00:21:38.305 --> 00:22:03.802]  But I want to go to a Paul Joseph Watson report first that he filed from London, England for Infowars.com yesterday that's gone viral that just does a mash-up of how they're trying to blame Trump for what happened in Chicago and in Ohio and other areas, Cleveland.
[00:22:06.738 --> 00:22:18.252]  I mean I actually sit there when I'm on the elliptical and I watch entire Trump speeches that are an hour long and it's
[00:22:19.878 --> 00:22:21.700]  We're going to try to bring jobs back here.
[00:22:21.800 --> 00:22:23.541]  We're not going to let China have internal tariffs.
[00:22:24.082 --> 00:22:26.484]  We're going to promote sovereignty again.
[00:22:26.524 --> 00:22:33.550]  We're going to incentivize, and just simple things that'll work, and they act like it's the most evil, horrible stuff.
[00:22:34.070 --> 00:22:37.933]  It's quite frankly not one-tenth as hardcore as it needs to be.
[00:22:38.213 --> 00:22:42.837]  It's just compared to all these other traitors, it sounds like mother's milk.
[00:22:43.318 --> 00:22:47.101]  Sounds like Beethoven and his eighth symphony.
[00:22:48.615 --> 00:22:55.380]  Compared to the clatter that we're getting from the other side, the garbage, the stench, the treasonous trash.
[00:22:57.702 --> 00:23:07.610]  But after we play this report, the Washington Post is talking about arresting Donald Trump because when other people are violent, you made them do it, so you're at fault.
[00:23:08.030 --> 00:23:09.511]  That's political correctness.
[00:23:09.771 --> 00:23:11.172]  That's what the Soviet Union did.
[00:23:11.192 --> 00:23:13.674]  It's what Europe's doing to restrict free speech.
[00:23:13.814 --> 00:23:14.515]  It's incredible.
[00:23:15.816 --> 00:23:16.497]  Think about that.
[00:23:17.237 --> 00:23:18.419]  And they mean business, folks.
[00:23:19.400 --> 00:23:20.721]  These are a bunch of bullies.
[00:23:22.743 --> 00:23:29.049]  And again, we were protesting at the abortion clinic last year peacefully, and they had the local Democrat scum
[00:23:30.538 --> 00:23:52.364]  Some of these folks are like, you know, heads of different Democrat Party groups with communist flags, you name it, linking hands, running into us on just the grass off the road, screaming, excuse us, excuse us, out of our way, coming through, running people over, and then saying we attack them, calling the cops over, and the cops went and looked at our videos and put them in handcuffs.
[00:23:53.864 --> 00:23:56.005]  Then they scream, oh, the cops are oppressing them.
[00:23:57.042 --> 00:23:57.863]  We have video of it!
[00:23:58.543 --> 00:24:03.926]  And I've had the Democratic Party come out and say that I attacked them, and they've edited it and put it out.
[00:24:07.889 --> 00:24:12.852]  In fact, I'm not supposed to even get into it, so I'm not going to, but they've even been behind the scenes doing stuff in court.
[00:24:13.473 --> 00:24:16.575]  I mean, you just cannot believe how these people operate, folks.
[00:24:16.615 --> 00:24:18.596]  They are so over the top.
[00:24:20.896 --> 00:24:23.778]  They're weak, they're dumb, they're stupid, they're evil, so they have to cheat.
[00:24:23.838 --> 00:24:28.562]  They have to do dirty tricks because they're piles of anti-human garbage.
[00:24:30.223 --> 00:24:31.404]  And they want our free speech.
[00:24:31.424 --> 00:24:32.785]  These people are dangerous.
[00:24:33.045 --> 00:24:34.986]  They want to bully us into submission.
[00:24:35.026 --> 00:24:36.027]  They're would-be tyrants.
[00:24:36.227 --> 00:24:43.592]  There are not words to describe the treacherous, low-down dishonorableness of these people.
[00:24:43.633 --> 00:24:45.434]  Let's go to Paul Watson's powerful report.
