[00:00:14.094 --> 00:00:16.677]  You're listening to the Alex Jones Show.
[00:04:46.225 --> 00:04:56.336]  The latest Rasmussen Reports White House Watch national telephone and online survey shows Trump with a 43% support amongst likely US voters to Clinton's 41%.
[00:04:57.077 --> 00:05:02.283]  Now yesterday's poll showed Clinton with a four-point lead over Trump.
[00:05:02.403 --> 00:05:04.325]  Today Trump is ahead.
[00:05:05.266 --> 00:05:07.947]  And bearing in mind Rasmussen, we've seen the other polls.
[00:05:08.187 --> 00:05:09.827]  Rasmussen is the only poll.
[00:05:10.568 --> 00:05:14.049]  Is this not becoming a third world nation of terror?
[00:05:14.349 --> 00:05:14.929]  Check yes.
[00:05:15.769 --> 00:05:16.169]  Riots?
[00:05:16.229 --> 00:05:16.489]  Check.
[00:05:16.529 --> 00:05:17.450]  Black lives matter.
[00:05:17.850 --> 00:05:18.190]  Mobs?
[00:05:18.270 --> 00:05:18.530]  Check.
[00:05:18.770 --> 00:05:19.690]  Black lives matter.
[00:05:19.990 --> 00:05:20.390]  Chaos?
[00:05:20.450 --> 00:05:20.710]  Check.
[00:05:20.730 --> 00:05:21.471]  Barack Obama.
[00:05:21.911 --> 00:05:23.531]  Terror, riots, mobs and chaos.
[00:05:23.811 --> 00:05:25.872]  This is a novelty in American history.
[00:05:26.292 --> 00:05:31.939]  I haven't seen anything like this historically since the 60s, and before that, when was the last time you've seen America like this?
[00:05:32.279 --> 00:05:37.745]  And the beauty of all of this, Alex, is how he's gotten away with it, because you've got to give him credit.
[00:05:38.666 --> 00:05:43.111]  Barry Obama is the slickest salesman of communism the world has ever, ever discovered.
[00:05:43.772 --> 00:05:46.715]  No screaming, no yelling, no threats.
[00:05:47.175 --> 00:05:57.205]  Just a silk, smooth, good-looking, nice guy with a lovely wife and children, selling the most evil poison the world has ever, ever been asked to ingest.
[00:05:58.672 --> 00:05:59.793]  And look how far he's gotten.
[00:06:00.053 --> 00:06:06.038]  And every time he gets away with another outrage against this nation, he raises the stakes like a junkie.
[00:06:06.398 --> 00:06:09.841]  He needs a higher dose of insult in order to maintain the high.
[00:06:09.941 --> 00:06:12.023]  She says America wants change!
[00:06:12.483 --> 00:06:12.903]  From what?
[00:06:13.064 --> 00:06:15.345]  From the same policies she's going to continue?
[00:06:15.926 --> 00:06:17.747]  She's suddenly not a progressive lunatic?
[00:06:18.548 --> 00:06:21.891]  Wait a minute, she's going to change Obama's policies in which way?
[00:06:22.291 --> 00:06:22.911]  Make them worse?
[00:06:23.952 --> 00:06:26.537]  How she can't go the other way, then she'd be Donald Trump.
[00:06:27.078 --> 00:06:28.760]  So it means she's gonna make it even worse than him.
[00:06:30.191 --> 00:06:35.694]  That's if she remembers what she's supposed to do, and that's doubtful, as you well know, because she doesn't know how many times she fainted.
[00:06:35.934 --> 00:06:47.079]  There was a UAC in the 1950s, and it's a dirty word of the most dirty of words, the House of Un-American Activities Committee, which was run by one of the great American patriots, Senator McCarthy.
[00:06:47.399 --> 00:06:50.141]  He has been completely decimated by the left.
[00:06:50.981 --> 00:06:57.384]  McCarthy was a tail gunner in World War II, one of the most dangerous positions you could ever have in an airplane, right?
[00:06:57.524 --> 00:06:58.184]  Belly gunner, B-24.
[00:06:59.765 --> 00:07:01.206]  The easiest target was the tail.
[00:07:01.226 --> 00:07:01.966]  That's what they attacked.
[00:07:03.087 --> 00:07:04.348]  Listen what the left did to him.
[00:07:04.368 --> 00:07:06.769]  They called him, they mocked him and called him Tail Gunner Joe.
[00:07:06.809 --> 00:07:09.911]  In other words, they took his heroism and tried to turn it into a mockery.
[00:07:09.951 --> 00:07:11.372]  That was in the fifties, Alex.
[00:07:11.792 --> 00:07:13.974]  To show you who they were already, the communists.
[00:07:14.674 --> 00:07:16.275]  So what was McCarthy saying?
[00:07:16.915 --> 00:07:17.936]  This great war hero.
[00:07:18.637 --> 00:07:21.818]  He was saying that Hollywood had been infiltrated by communists.
[00:07:23.259 --> 00:07:25.401]  The journalists had been infiltrated by communists.
[00:07:25.701 --> 00:07:27.622]  Academia had been infiltrated by communists.
[00:07:27.922 --> 00:07:28.843]  And the government itself.
[00:07:29.949 --> 00:07:32.311]  Well, what happened was they had the hearings.
[00:07:32.751 --> 00:07:33.612]  They ruined him.
[00:07:33.672 --> 00:07:34.693]  They destroyed the man.
[00:07:35.754 --> 00:07:41.018]  And then what happened in the 1990s, I'm sure you remember the book, the Venona Papers came out.
[00:07:41.939 --> 00:07:44.521]  It was a Soviet-Russian publication.
[00:07:44.561 --> 00:07:45.762]  Turned out it was all true.
[00:07:45.802 --> 00:07:48.485]  The Russian documents came out and it was worse than what McCarthy was saying.
[00:07:49.165 --> 00:07:57.294]  Worse, it confirmed who in Hollywood, who in academia, who in government, was in fact an operative of the Soviet Union.
[00:07:58.275 --> 00:07:59.997]  So there were subversives.
[00:08:00.258 --> 00:08:02.080]  UAC was exactly on target.
[00:08:03.081 --> 00:08:10.209]  I say the only way we can save this nation is not talking about it, but by rooting out the subversives in the United States of America.
[00:08:15.151 --> 00:08:20.495]  The globalist's great error is to believe that as they collapse humanity, they end up on top.
[00:08:22.016 --> 00:08:28.500]  The truth is, humanity is coming down fast, but we're miles above them, on our journey to hell.
[00:08:30.822 --> 00:08:33.504]  You're listening to the Alex Jones Show.
[00:08:38.331 --> 00:08:38.791]  We are back.
[00:08:38.871 --> 00:08:45.334]  It's the Alex Jones Show live with breaking news as it happens on the Wikileaks releases at InfoWars.com.
[00:08:46.034 --> 00:08:48.435]  Now before the break we were just getting into this of course.
[00:08:48.495 --> 00:09:00.280]  Last week, days before that shocking Trump tape was released, GOP insiders were told, and this is from insiders within the Trump campaign, most of this hasn't even come out yet.
[00:09:00.580 --> 00:09:04.843]  I mean I'm so bombarded with WikiLeaks information I haven't even had a chance to write this article.
[00:09:05.423 --> 00:09:15.430]  But insiders were told, GOP establishment insiders were told that Trump was going to drop out, that he was going to stand down, that Mike Pence was going to take his place.
[00:09:15.990 --> 00:09:23.635]  That they had to get out of endorsing Trump before he stood down in order to not go down with the sinking ship.
[00:09:23.996 --> 00:09:28.719]  That's what they were told days before this Trump tape was released last week.
[00:09:28.759 --> 00:09:29.920]  You had Jerry Falwell.
[00:09:30.802 --> 00:09:44.268]  Saying that he was told of a plan by GOP insiders Paul Ryan, Mitt Romney, Jeb Bush, that crowd, six weeks before that they were going to launch this attack against Trump that it would force him to stand down.
[00:09:44.308 --> 00:09:46.529]  Of course it was a complete and total hoax.
[00:09:47.469 --> 00:09:50.971]  How many scandals about Donald Trump do we need to hear?
[00:09:51.631 --> 00:09:54.993]  And the narrative is, oh this is it for Trump, it's all over for him.
[00:09:55.073 --> 00:10:00.296]  No, it hasn't been over for him in any one of those instances, so why should we believe it now?
[00:10:01.638 --> 00:10:05.881]  So you had McCain come out, you had Paul Ryan come out, distance themselves from Trump.
[00:10:06.441 --> 00:10:12.185]  Again, the polls came out and showed that the vast majority of people were sick of the GOP establishment.
[00:10:12.465 --> 00:10:14.746]  They didn't want them to back away from Trump.
[00:10:14.806 --> 00:10:16.327]  It was another media hoax!
[00:10:16.908 --> 00:10:17.808]  Complete hoax!
[00:10:18.869 --> 00:10:32.221]  Now the polls come out, Rasmussen, despite the fact CNN saying that Trump lost the debate and now he's finished after the tape, after a woman said that Trump touched her on a plane in the 80s with no evidence whatsoever.
[00:10:33.002 --> 00:10:37.146]  Again, they said Trump was finished, his campaign was stunk, now he's got to step down, right?
[00:10:37.166 --> 00:10:37.726]  Well, wrong.
[00:10:38.187 --> 00:10:40.129]  They were wrong again, what a surprise.
[00:10:41.178 --> 00:10:41.838]  Rasmussen.
[00:10:42.219 --> 00:10:42.579]  Trump.
[00:10:42.979 --> 00:10:43.539]  Is ahead.
[00:10:43.559 --> 00:10:46.461]  43% to 41%.
[00:10:47.121 --> 00:11:05.070]  Now bearing in mind this is not a poll, this is not like NBC's poll, which is literally run by a Clinton Foundation lackey, who's been paid by them, which oversamples Democrats 10, 20, 30% each time, like Monmouth polls, like all these other rigged polls, the post-debate polls.
[00:11:06.070 --> 00:11:12.614]  Rasmussen is reasonably fair in that it samples, on average, an equal number of Republicans and Democrats.
[00:11:12.674 --> 00:11:23.981]  And this is what they're saying in the latest national telephone and online survey, which was taken after the shocking damning Trump tape, after the debate.
[00:11:24.221 --> 00:11:26.562]  We're talking October 10th to October 12th.
[00:11:27.711 --> 00:11:44.859]  The first part of this week it shows likely US voters support Trump 43% to Clinton's 41%, overturning a 4% lead that Clinton had over Trump just a day previously, overturning a lead of 7 points that she had on Monday.
[00:11:45.560 --> 00:11:50.002]  So we've seen an amazing resurgence by Trump just this week alone.
[00:11:50.953 --> 00:11:56.456]  Due in no small part to the Bill Clinton rape protests, which the Clinton campaign are now panicking about.
[00:11:56.516 --> 00:11:57.796]  I'm going to have more on that later.
[00:11:58.697 --> 00:12:10.463]  But Rasmussen reports that its White House Watch survey daily Monday through Friday, based on a three-day rolling average of 1,500 likely US voters, again, three times the sample size that the likes of CNN use,
[00:12:11.644 --> 00:12:21.046]  Again, it was the first following the release of an eleven-year-old video showing Trump discussing women in graphic sexual detail, but did not include any polling results taken after the debate.
[00:12:21.106 --> 00:12:22.647]  So they're talking about the previous poll.
[00:12:23.927 --> 00:12:28.328]  All three nights of the latest survey follow Sunday's debate.
[00:12:28.388 --> 00:12:31.209]  So this is after the debate, this is after the tape.
[00:12:32.069 --> 00:12:35.710]  Again, before that, seven points ahead for Clinton.
[00:12:35.890 --> 00:12:38.451]  After that, Trump is now two points ahead!
[00:12:40.644 --> 00:12:44.953]  84% now say they are certain how they will vote in this year's presidential election.
[00:12:45.253 --> 00:12:48.399]  And among these voters, Trump posts a 49% to 46% lead over Clinton.
[00:12:51.894 --> 00:12:56.699]  So again, that goes to the heart of there's more enthusiasm behind Trump supporters.
[00:12:57.279 --> 00:13:04.606]  They're more likely to get out there on the day and vote, whereas lukewarm Hillary Clinton supporters aren't.
[00:13:05.147 --> 00:13:07.109]  And you saw the same thing before Brexit.
[00:13:07.329 --> 00:13:10.712]  The people who really wanted Brexit, they had more enthusiasm.
[00:13:11.173 --> 00:13:16.098]  They could be bothered to get off their backsides and actually go and vote and win it.
[00:13:16.638 --> 00:13:21.760]  And then not whine about losing afterwards and demanding a recount, or demanding a second referendum.
[00:13:22.321 --> 00:13:24.742]  So there's far more enthusiasm behind Trump.
[00:13:25.362 --> 00:13:31.785]  Among voters who say they could still change their minds between now and election day, it's Clinton 40%, Trump 37%.
[00:13:32.545 --> 00:13:41.290]  So again, 3% more Clinton supporters than Trump supporters say that they could still change their minds.
[00:13:41.850 --> 00:13:44.071]  So again, more votes up for grabs for Trump.
[00:13:45.399 --> 00:13:49.221]  Johnson supporters, 19%, say they could still change their minds, and Stein, 4%.
[00:13:50.241 --> 00:13:52.102]  So again, those votes remain up for grabs.
[00:13:53.182 --> 00:13:53.923]  Now listen to this.
[00:13:54.743 --> 00:14:06.528]  Most Republican voters still think top GOP leaders are hurting the party with their continuing criticism of Trump, and are only slightly more convinced that those leaders want Trump to be President.
[00:14:07.287 --> 00:14:17.295]  So this GOP insider establishment attack has not only not worked, again it's proven to be unpopular with actual Republican voters.
[00:14:18.116 --> 00:14:25.922]  So again this hoax that everybody's abandoning the ship, everybody's running into the arms of Paul Ryan, complete BS.
[00:14:26.543 --> 00:14:30.006]  Disproven once again as another media hoax.
[00:14:31.977 --> 00:14:38.542]  Trump has 75% support among Republicans, nearly identical to Clinton's 76% backing among Democrats.
[00:14:39.022 --> 00:14:45.247]  He has 15% of the Democratic vote, whereas she picks up 13% GOP support.
[00:14:45.827 --> 00:14:50.411]  So again, more of the Republicans are behind Trump than Democrats are behind Hillary.
[00:14:51.452 --> 00:14:57.016]  Trump holds a double digit advantage among voters not affiliated with either major political party.
[00:14:57.937 --> 00:14:59.057]  So the hoax failed.
[00:14:59.997 --> 00:15:15.749]  The GOP insiders who tried to convince everyone that Trump was going to stand down, that he was going to stand aside for Mike Pence, and that they should get out before the ship sinks, you know, to preserve their amazing reputations or whatever.
[00:15:16.410 --> 00:15:17.170]  Complete hoax!
[00:15:18.211 --> 00:15:20.153]  Proven wrong once again.
[00:15:21.114 --> 00:15:22.334]  Now we have more evidence.
[00:15:23.348 --> 00:15:25.289]  Of that being a complete failure.
[00:15:25.909 --> 00:15:32.713]  CBS News reports headline nearly 100,000 Pennsylvania voters switched from Democrat to Republican.
[00:15:33.513 --> 00:15:39.977]  Nearly 100,000 Pennsylvania Democrats have switched to Republican since the beginning of the year.
[00:15:40.197 --> 00:15:43.418]  Complete exodus from the Democratic Party in Pennsylvania.
[00:15:44.219 --> 00:15:51.963]  What's more, the Pennsylvania Republican Party says more than 240,000 new voters have joined the party since last November.
[00:15:52.463 --> 00:15:56.165]  So a huge surge again on the back of Donald Trump's campaign.
[00:15:56.785 --> 00:16:02.248]  You know, which is supposedly so unpopular with Republicans that they're just abandoning him in droves.
[00:16:02.768 --> 00:16:03.468]  Complete hoax.
[00:16:04.069 --> 00:16:06.230]  Absolute hoax proven wrong once again.
[00:16:06.610 --> 00:16:16.315]  The party says the new numbers come from the Pennsylvania Department of State, which shows that 97,600 Democrats have actually switched to Republican.
[00:16:16.975 --> 00:16:20.557]  Numbers show 38,000 Republicans have switched to Democrats.
[00:16:20.597 --> 00:16:20.917]  So again,
[00:16:21.991 --> 00:16:25.034]  They're abandoning the Democratic Party in droves.
[00:16:25.815 --> 00:16:31.700]  If it's an unpopularity war between Clinton and Trump, then again, Clinton's not doing too well out of it.
[00:16:32.520 --> 00:16:35.742]  But again, what's the mainstream media talking about?
[00:16:35.782 --> 00:16:46.310]  Are they talking about the $1 million birthday check from Qatar handed to Bill Clinton in return for pay-for-play favours in Haiti?
[00:16:46.670 --> 00:16:48.151]  No, they're not talking about that.
[00:16:48.191 --> 00:16:58.159]  They're not talking about bombshell emails showing that the Obama administration knew they were arming, supporting ISIS when they went into Libya to topple Qaddafi.
[00:16:59.414 --> 00:17:03.718]  They're not talking about the Clinton campaign deleting emails knowing it was illegal.
[00:17:03.778 --> 00:17:06.201]  Again, absolute bombshell revelations.
[00:17:06.301 --> 00:17:08.383]  Nobody can even keep up with them at this point.
[00:17:08.904 --> 00:17:12.047]  The Podesta emails are now at round six.
[00:17:12.848 --> 00:17:14.489]  Round six released today.
[00:17:14.509 --> 00:17:19.214]  They're not only dumping them once a day, they're dumping them multiple times daily.
[00:17:19.515 --> 00:17:21.557]  But what's the mainstream media talking about?
[00:17:21.577 --> 00:17:22.277]  They're talking about
[00:17:22.918 --> 00:17:29.481]  Donald Trump accused by a woman with no evidence that he touched her on a plane in the 80s.
[00:17:30.902 --> 00:17:32.303]  That's their big story.
[00:17:32.683 --> 00:17:41.247]  Complete ignorance of all these actual bombshells that directly impact the lives of Americans right now, the future of the country.
[00:17:41.647 --> 00:17:43.829]  No, that's not important enough to report on.
[00:17:44.169 --> 00:17:46.091]  But what is important, what's their top story?
[00:17:46.891 --> 00:17:53.417]  Donald Trump made a comment about some girls on an escalator in 1992 saying, in 10 years I might date you.
[00:17:54.554 --> 00:18:00.478]  How in any way does that impact actual working Americans today or the future of the country?
[00:18:00.518 --> 00:18:00.898]  It doesn't.
[00:18:01.298 --> 00:18:12.805]  But that's what they're going with because they think that by turning Donald Trump into Bill Cosby, when in actual fact it's Bill Clinton who is Bill Cosby, that they can sink Donald Trump.
[00:18:13.225 --> 00:18:16.187]  This Rasmussen poll suggests that it's not working.
[00:18:17.079 --> 00:18:18.540]  Now we've got a headline out of Zero Hedge.
[00:18:19.481 --> 00:18:20.241]  This is war.
[00:18:20.561 --> 00:18:24.224]  Trump drafting lawsuit against New York Times for story he groped and kissed woman.
[00:18:25.680 --> 00:18:40.524]  And this is how it reads, with the Podesta email leaks now a daily feature providing further insights into the inner workings of the Clinton campaign, and with the shock over the Trump tapes fading, a new distraction had to emerge to keep the public distracted.
[00:18:40.844 --> 00:18:49.006]  And sure enough, it happened last night when several women came forward to allege that they had been groped or forcibly kissed by Donald Trump as far back as 36 years ago.
[00:18:51.766 --> 00:19:00.028]  Now again, this is Jessica Leeds, somebody who's donated to the Democratic Party, somebody who's a Democratic operative.
[00:19:00.668 --> 00:19:10.850]  In fact, there's some information on Twitter which suggests, although it's not proven yet, that she could actually share a phone number with the Clinton Foundation itself.
[00:19:12.050 --> 00:19:15.611]  Obviously this is a setup, but it looks like it could be yet another complete hoax.
[00:19:16.471 --> 00:19:18.552]  So you've got this woman who is essentially saying,
[00:19:19.619 --> 00:19:23.849]  You know, this famous billionaire sexually assaulted me and is running for president.
[00:19:24.471 --> 00:19:28.601]  Oh, but I better keep it a secret for 35 years until it fits the media narrative.
[00:19:29.671 --> 00:19:33.833]  That's what she's basically claiming, this so-called incident at the time.
[00:19:34.493 --> 00:19:36.414]  She didn't report it to airline staff.
[00:19:36.734 --> 00:19:38.415]  She didn't report it to the police.
[00:19:38.795 --> 00:19:51.842]  She sat on it for 35 years and just by coincidence started talking about it to the New York Times, which again is completely in bed with Hillary Clinton as exposed by the WikiLeaks emails.
[00:19:52.742 --> 00:19:55.024]  Less than four weeks before the vote.
[00:19:55.504 --> 00:19:58.206]  Isn't that an amazing coincidence?
[00:19:58.926 --> 00:20:02.989]  And we'll get more into that and the latest WikiLeaks revelations after the break.
[00:20:03.409 --> 00:20:05.030]  This is the Alex Jones Show live.
[00:20:05.350 --> 00:20:07.072]  Breaking news at Infowars.com.
[00:20:07.092 --> 00:20:07.612]  Stay with us.
[00:20:08.873 --> 00:20:12.055]  I was raised a Democrat.
[00:20:12.938 --> 00:20:22.326]  See, I didn't know your story, but I think for all of us that's humanizing it, how you get to the point of this powerful speech that goes worldwide and wakes up so many people, I just knew it would be very interesting.
[00:20:22.707 --> 00:20:37.920]  So when Trump talks about the lies that the Democrat Party has told, and the failed policies, both in economics, education, and crime,
[00:20:40.788 --> 00:20:47.010]  Your heart should be stirred with passion and strength to do something about it!
[00:20:47.030 --> 00:20:50.891]  I'm from Louisiana originally.
[00:20:51.411 --> 00:20:56.793]  I consider myself a person who, I evacuated from Katrina.
[00:20:57.253 --> 00:21:00.974]  I was in a guard at the time, so I had to evacuate and I had to run back actually.
[00:21:00.994 --> 00:21:02.395]  I was called up to serve.
[00:21:02.815 --> 00:21:06.436]  So I did a month in search and rescue and three months of ICU.
[00:21:07.396 --> 00:21:08.797]  And that's where my conversion starts.
[00:21:09.677 --> 00:21:15.900]  I was taking a Blackhawk trip, and as I was taking the Blackhawk trip, we were actually looking for movement.
[00:21:15.940 --> 00:21:16.580]  That was our goal.
[00:21:16.600 --> 00:21:17.841]  We had to look for a new life.
[00:21:18.141 --> 00:21:19.962]  And just devastation upon devastation.
[00:21:19.982 --> 00:21:26.024]  I remember looking at the east side of New Orleans, and it was all gray, Alex.
[00:21:26.445 --> 00:21:27.145]  Everything was gray.
[00:21:27.825 --> 00:21:29.146]  So we gave up looking for life.
[00:21:29.346 --> 00:21:30.947]  We got to the Riverwalk.
[00:21:31.887 --> 00:21:34.189]  And I saw the pilot starting to cry.
[00:21:34.769 --> 00:21:38.752]  And I looked down, and it's nothing but men and women who look just like me.
[00:21:39.592 --> 00:21:41.814]  And that's when I knew we had believed a lie.
[00:21:42.514 --> 00:21:43.955]  The government cannot take care of you.
[00:21:44.436 --> 00:21:50.280]  It was droves of African Americans, with their hands up, in America, looking for someone to be dropped down.
[00:21:50.360 --> 00:21:52.041]  I don't know the story, but let me guess, what color was the pilot?
[00:21:52.972 --> 00:21:54.594]  White, that was a shocking moment for me.
[00:21:55.254 --> 00:22:03.602]  And the amazing thing is that we circled back around to the east side later on that day, because you had to do footwork as well as air.
[00:22:04.063 --> 00:22:08.547]  So we went through the homes, making the marks on the walls and whatnot.
[00:22:08.627 --> 00:22:14.072]  In the rubbish of a house, I found a book called Up From Slavery by Booker T. Washington.
[00:22:14.372 --> 00:22:15.633]  At night, I would read that book.
[00:22:16.574 --> 00:22:18.134]  And it changed my life.
[00:22:18.234 --> 00:22:21.455]  Booker T. Washington was a entrepreneur.
[00:22:22.395 --> 00:22:24.916]  He was an education advocate.
[00:22:25.236 --> 00:22:27.317]  He started his own university.
[00:22:27.357 --> 00:22:29.957]  It would be no Tuskegee Airmen if it wasn't for this guy.
[00:22:30.037 --> 00:22:32.278]  It would be no Tuskegee University if it wasn't for this guy.
[00:22:32.698 --> 00:22:33.958]  Slavery has returned!
[00:22:36.979 --> 00:22:38.959]  And she is more vicious than ever before!
[00:22:40.640 --> 00:22:42.320]  Because this time she is colorblind.
[00:22:45.297 --> 00:22:45.959]  31% of white Americans.
[00:22:49.358 --> 00:22:50.259]  We're fair recipients.
[00:22:50.759 --> 00:22:51.840]  And that was my conversion.
[00:22:51.960 --> 00:23:00.325]  Between that experience, Katrina, obviously, and the book, seeing a black man who was unapologetic for being a Republican changed my entire life.
[00:23:00.465 --> 00:23:03.086]  My whole view of how I needed to advance my life.
[00:23:03.487 --> 00:23:09.150]  I would have never had the opportunity to be able to give a speech at a Trump rally to ignite fire in millions of people.
[00:23:09.210 --> 00:23:13.213]  But more importantly, I'm on a show that touches millions because of you.
[00:23:13.353 --> 00:23:14.833]  And we have a common heart.
[00:23:15.814 --> 00:23:28.367]  Well, that's what Trump does, whether it's myself or you, he gives a voice to other people that have important information, and then he's helping magnify a whole new group of people to truly create real diversity of ideas and thought.
[00:23:28.447 --> 00:23:32.391]  The top Democrat states in America are led by white liberals.
[00:23:32.591 --> 00:23:37.136]  For them, the blacks are the slaves that offer them the votes they need in order to stay in office.
[00:23:37.236 --> 00:23:42.659]  The sad thing is that African-Americans in those areas don't see the importance and the power of their vote.
[00:23:43.059 --> 00:23:45.720]  No one party should have a monopoly over the black vote.
[00:23:46.080 --> 00:23:47.321]  People want it, they need to earn it.
[00:23:47.581 --> 00:23:52.263]  The Democrat Party wants to corral African-Americans and minorities into one area so they can control them.
[00:23:52.583 --> 00:23:57.046]  And the African-Americans have given their vote over to Democrats and they've lost their power.
[00:23:57.066 --> 00:23:57.826]  Let's talk about Trump.
[00:23:57.846 --> 00:24:03.829]  We're going to break in a minute, but what's your, like, in-person meeting, what's your impression?
[00:24:04.662 --> 00:24:05.865]  He's just like you, truly.
[00:24:06.106 --> 00:24:08.953]  He's the guy who says what he thinks and gives it to you straight, no chaser.
[00:24:09.334 --> 00:24:10.737]  You gotta appreciate a man like that.
[00:24:25.490 --> 00:24:27.892]  You're back live on the Alex Jones Show.
[00:24:27.932 --> 00:24:32.936]  Stefan Molyneux is coming up in the next hour to talk about these latest WikiLeaks bombshells.
[00:24:32.956 --> 00:24:37.679]  We're now on to release number six from the Podesta emails.
[00:24:38.000 --> 00:24:44.945]  The cucked surrogate media has completely failed in its task once again to even adequately cover them.
[00:24:45.305 --> 00:24:46.646]  I mean, I'm amazed day to day.
[00:24:46.966 --> 00:24:52.471]  You know, I'm somebody who was making videos, jokey videos, ranting about fat feminists a year ago.
[00:24:52.771 --> 00:24:53.592]  And here I am.
[00:24:54.252 --> 00:24:57.455]  Having to do the media's job for it.
