[00:00:20.145 --> 00:00:20.985]  Good evening, everyone.
[00:05:17.355 --> 00:05:25.581]  The notion that Hillary has somehow been an advocate for women, no, Bill rapes them physically and then Hillary rapes them psychologically.
[00:05:26.161 --> 00:05:32.526]  And for those of you out there who think that this is impossible, that this is just another crazy conspiracy theory, well let me ask you this.
[00:05:33.629 --> 00:05:38.351]  What did you think when you first found out about the Bill Cosby rape allegations?
[00:05:38.571 --> 00:05:39.411]  Were you surprised?
[00:05:40.111 --> 00:05:40.891]  Mr. Huxtable?
[00:05:41.612 --> 00:05:42.472]  And what about O.J.
[00:05:42.532 --> 00:05:44.112]  Simpson when he killed his wife?
[00:05:44.773 --> 00:05:46.653]  The nation was in total shock.
[00:05:46.793 --> 00:05:48.194]  I mean, nobody saw that coming.
[00:05:48.954 --> 00:05:52.677]  And personally, as a child, I mean, OJ was one of my childhood heroes.
[00:05:53.358 --> 00:05:58.242]  I watched him play football, I had his posters, I had his football cards, you know, I watched his movies.
[00:05:58.523 --> 00:06:00.724]  He was the all-American hero.
[00:06:01.065 --> 00:06:08.671]  But I'm not in denial, I've seen the evidence, and there's no doubt in my mind that OJ is a cold-blooded killer.
[00:06:09.432 --> 00:06:20.860]  And I think when more and more people see the evidence that's already out there, you will discover the truth behind Bill and Hillary Clinton, because apparently, I mean, she's just as guilty as he is.
[00:06:21.261 --> 00:06:25.243]  Bill is the rapist and Hillary is the enforcer.
[00:06:27.765 --> 00:06:33.329]  He starts to bite on my top lip and I try to pull away from him.
[00:06:37.469 --> 00:06:39.370]  And then he forces me down on the bed.
[00:06:39.390 --> 00:06:44.452]  And I just was very frightened.
[00:06:46.213 --> 00:06:49.014]  And I tried to get away from him and I told him no.
[00:06:49.034 --> 00:06:53.437]  I didn't want this to happen.
[00:06:56.451 --> 00:06:58.874]  Hillary's the one in charge of the cover-ups.
[00:06:59.875 --> 00:07:04.519]  And they say she even created a Who's Next task force.
[00:07:05.140 --> 00:07:13.449]  And this goes all the way back to when Bill was the governor of Arkansas because it was apparent to them by that time that he couldn't be stopped.
[00:07:13.789 --> 00:07:18.552]  And this was going to keep occurring, and this was going to happen over and over again.
[00:07:18.913 --> 00:07:29.841]  And sure enough, it surely did, because many, many other victims were to follow, including women that he sexually assaulted right there in the Oval Office.
[00:07:30.141 --> 00:07:33.283]  And this goes way beyond Monica Lewinsky.
[00:07:33.423 --> 00:07:34.604]  No, this goes beyond that.
[00:07:34.924 --> 00:07:36.185]  These women said no.
[00:07:37.406 --> 00:08:00.792]  But they were allegedly assaulted, sometimes brutally, by Bill Clinton, who would, according to the allegations, force himself upon them, and if they were too loud, screaming for help, or if they managed to get away from his grasp, or his trademark lip-biting, he would pleasure himself in front of them until he was pervertly satisfied.
[00:08:02.574 --> 00:08:04.654]  That's the allegations, for starters.
[00:08:05.435 --> 00:08:07.755]  Believe it or not, that's only the tip of the iceberg.
[00:08:07.795 --> 00:08:10.196]  I mean, it gets crazier the more you look into it.
[00:08:10.476 --> 00:08:21.578]  And I'll probably do a much more extensive report on this in the future, but for now, I hope I at least pique your interest and convince you that it's worth, trust me, ladies and gentlemen, it is worth looking into.
[00:08:21.999 --> 00:08:27.740]  And if you don't believe it, then go out there and investigate it for yourself and prove these women wrong.
[00:08:28.320 --> 00:08:34.983]  Now one thing's for sure, the Clinton rape allegations, it's a total forbidden subject on the mainstream media.
[00:08:35.863 --> 00:08:38.524]  And especially now during the presidential campaign.
[00:08:38.784 --> 00:08:45.927]  And if anybody brings it up, they will be cut off and more than likely not ever be invited back on the show again.
[00:08:46.846 --> 00:08:50.187]  Bringing up Clinton's women who say they were intimidated by Hillary.
[00:08:50.228 --> 00:08:54.669]  Having them come forward and speak a litany of issues that you can't even imagine.
[00:08:54.689 --> 00:08:58.131]  I'm thinking that might not be a winning argument for Donald Trump right at this moment.
[00:08:58.331 --> 00:09:01.532]  That woman now says, Hillary ruined my life.
[00:09:02.213 --> 00:09:03.173]  What's wrong?
[00:09:03.333 --> 00:09:04.694]  I'm going to leave it there.
[00:09:04.814 --> 00:09:07.095]  I'm going to leave it there.
[00:09:08.055 --> 00:09:09.876]  God forbid that I should defend Hillary Clinton.
[00:09:10.276 --> 00:09:12.037]  She was appointed to represent somebody.
[00:09:12.417 --> 00:09:13.538]  So she's got to do her job.
[00:09:13.558 --> 00:09:14.478]  I'm going to leave it there.
[00:09:14.498 --> 00:09:14.898]  Goodbye.
[00:09:15.138 --> 00:09:15.899]  Thanks for joining me.
[00:09:16.618 --> 00:09:30.124]  But sometimes when a talking head on television isn't there to regulate the conversation, like during a live debate, or in this case, during a town hall meeting, well Hillary Clinton is left defenseless.
[00:09:30.144 --> 00:09:40.748]  ...say that all rape victims should be believed, but would you say that about Johnny Tabroderick, Kathleen Wiley, and or Paula Jones?
[00:09:41.068 --> 00:09:41.969]  Should we believe them as well?
[00:09:43.357 --> 00:09:49.461]  Well, I would say that everybody should be believed at first until they are disbelieved based on evidence.
[00:09:54.745 --> 00:09:55.686]  Okay, let me see.
[00:09:56.286 --> 00:09:58.488]  Right back there, this man right there.
[00:10:00.129 --> 00:10:01.090]  Here we go, right there.
[00:10:03.532 --> 00:10:06.173]  You are very rude and I'm not going to ever call on you.
[00:10:06.294 --> 00:10:06.634]  Thank you.
[00:10:13.887 --> 00:10:14.934]  Why does this matter to you?
[00:10:14.974 --> 00:10:16.826]  Because I'm a rape survivor myself.
[00:10:17.776 --> 00:10:21.938]  You see, this is what Hillary Clinton and the establishment are afraid of.
[00:10:22.418 --> 00:10:25.060]  Donald Trump doesn't play by the same rules.
[00:10:25.120 --> 00:10:28.841]  I mean, he is truly an anti-establishment candidate.
[00:10:28.921 --> 00:10:45.870]  And during a live debate, Trump will more than likely bring up this forbidden topic and embarrass the Clintons because it's obvious by now that no one else in the Republican Party has the stomach or the huevos to make this the issue
[00:10:46.770 --> 00:10:47.630]  It deserves to be.
[00:10:48.250 --> 00:10:53.492]  The establishment media and the Clintons, they've spent decades covering all of this up.
[00:10:54.232 --> 00:11:02.135]  And I'm sure that they're going to do everything they can to prevent Donald Trump from becoming the Republican nominee.
[00:11:02.975 --> 00:11:05.757]  And I think we all need to pray for Donald Trump right now.
[00:11:05.977 --> 00:11:08.359]  I think he is in real danger.
[00:11:08.879 --> 00:11:29.012]  And it's well known that the enemies of the Clintons, well, they have a bad habit of getting involved in mysterious, fatal accidents, just like those brave individuals who've gone up against the establishment over the years, who have been suddenly and dramatically silenced.
[00:11:29.973 --> 00:11:32.515]  And I hope and I pray that this never happens.
[00:11:33.616 --> 00:11:41.370]  But I wouldn't be surprised if Donald Trump's last words were, my thanks to all of you and now it's on to Chicago and let's win there.
[00:11:53.831 --> 00:12:00.474]  Welcome back to the Alex Jones Show, I'm David Knight and we're going to be talking to the lawyer of the DC Madam, Debra Jean Palfrey.
[00:12:00.514 --> 00:12:05.456]  Now she was supposedly had committed suicide about 10 years ago.
[00:12:07.137 --> 00:12:13.940]  She was a DC Madam who had a lot of information and phone numbers on powerful people in Washington.
[00:12:14.260 --> 00:12:16.701]  Politicians, staff members, many others.
[00:12:17.421 --> 00:12:18.922]  Who could lose their careers?
[00:12:19.964 --> 00:12:26.569]  And we had a senator, Vitter, who did lose his career once his name was discovered in the lists.
[00:12:27.150 --> 00:12:29.011]  Now, it's been some time.
[00:12:29.031 --> 00:12:34.076]  We want to talk to the lawyer because this has resurfaced after the stories from the National Enquirer.
[00:12:34.946 --> 00:12:40.933]  Talking about how Ted Cruz had had accusing him alleging that he had had affairs with multiple women.
[00:12:41.453 --> 00:12:50.463]  There were also prior to the National Enquirer story going back several weeks I think to the beginning of March was when the Marco Rubio camp was
[00:12:51.408 --> 00:12:54.910]  Putting a story around about Ted Cruz and former liaisons.
[00:12:54.930 --> 00:13:03.134]  There was also a release from Anonymous saying that they had information about Ted Cruz and situations that he had been involved in.
[00:13:03.434 --> 00:13:08.197]  Then calling on him to quit the campaign or they would release this information.
[00:13:08.557 --> 00:13:11.759]  Now we have the lawyer, the former lawyer of the DC Madam.
[00:13:13.058 --> 00:13:18.063]  And he says he has a lot of records that he believes are relevant to the current election campaign.
[00:13:18.103 --> 00:13:23.628]  He believes that time is of the essence, that the population, the voting population needs to see this information.
[00:13:24.609 --> 00:13:36.901]  And our information from him says that he is in sole possession of over 2,500 emails from and to Jean Palfrey, and the only one with full knowledge of what transpired during those last 20 months of her life.
[00:13:37.461 --> 00:13:42.896]  It was compelled by her express direction to him to tell her story in the event of her death.
[00:13:43.721 --> 00:13:45.982]  He's been practicing law for over 25 years.
[00:13:46.042 --> 00:13:47.543]  Most recently, he's engaged the U.S.
[00:13:47.563 --> 00:13:59.209]  Supreme Court in a series of lawsuits challenging that court's assertion of discretionary jurisdiction and personal immunity from suits alleging violation of federal statutes and the disposition of cases before them.
[00:13:59.950 --> 00:14:01.811]  This is Montgomery Blair Sibley.
[00:14:01.851 --> 00:14:05.333]  His website is montgomeryblairsibley.com.
[00:14:05.933 --> 00:14:07.414]  Thank you for joining us, Mr. Sibley.
[00:14:08.547 --> 00:14:11.748]  David, what a pleasure and indeed an honor to be on your show today.
[00:14:11.768 --> 00:14:13.889]  I really appreciate the opportunity.
[00:14:14.329 --> 00:14:20.732]  Well, I appreciate you putting this information out there, and we want to get an idea of exactly what you have.
[00:14:20.952 --> 00:14:22.672]  You've been under a gag order for some time.
[00:14:22.712 --> 00:14:27.514]  This is all nine, ten years old that this information has been around.
[00:14:27.594 --> 00:14:29.435]  Tell us about the gag order.
[00:14:29.475 --> 00:14:31.796]  Tell us what you can about the information that you have.
[00:14:33.216 --> 00:14:34.557]  Well, I'll start with the gag order.
[00:14:34.957 --> 00:14:36.497]  That was entered back in May of 2007.
[00:14:38.790 --> 00:14:43.035]  It was to prevent me from releasing any telephone numbers of the DC Madam.
[00:14:44.016 --> 00:14:55.769]  It was partially modified to let me release telephone numbers alone, which we did, and that's how, through the crowdsource, we identified various people of prominence.
[00:14:55.829 --> 00:14:59.954]  Dan Moldea particularly identified Senator Vitter as one of the more prominent people on the list.
[00:15:01.432 --> 00:15:03.213]  Subsequent orders were entered in the case.
[00:15:03.734 --> 00:15:08.558]  Oral orders, which were never reduced to writing, never appear on the docket, were entered in the case.
[00:15:09.058 --> 00:15:19.888]  And the sum and substance of it all is, I understand and believe I'm operating on order not to release the names of the escorts or the clients of the escort service as of this day.
[00:15:20.689 --> 00:15:23.531]  Okay, now you appealed to the U.S.
[00:15:23.571 --> 00:15:25.613]  Supreme Court to release this gag order.
[00:15:25.653 --> 00:15:26.634]  Tell us what happened with that.
[00:15:27.714 --> 00:15:30.235]  Well, let me back up if I could, David, just a bit more.
[00:15:30.375 --> 00:15:38.539]  It was in January that, for other reasons, I was looking at these records and believed they became irrelevant to the presidential election cycle we're in.
[00:15:39.159 --> 00:15:48.684]  So I first went to the court that issued the orders, gagging me, if you will, restraining me, and they refused to let me file a request to modify the orders.
[00:15:49.925 --> 00:15:52.606]  As a result, I went to the appellate court in D.C.
[00:15:53.536 --> 00:15:59.440]  And challenge that refusal of the right to even file the request to modify the restraining orders.
[00:16:00.141 --> 00:16:13.009]  After two weeks of waiting and hearing no response, and I'll just note it's now been 30 days and I still have had no response from the Circuit Court of Appeal, I then went to Chief Justice Roberts of the U.S.
[00:16:13.029 --> 00:16:16.532]  Supreme Court requesting his intervention in this matter.
[00:16:17.458 --> 00:16:27.126]  And of course, many of us are concerned about Justice Roberts himself having written both the concurring and dissenting opinions on Obamacare.
[00:16:27.646 --> 00:16:28.607]  Highly unusual.
[00:16:28.747 --> 00:16:37.975]  Many of us at the time believed that he perhaps had been blackmailed for whatever reason, we have no idea, but it was very, very unusual and of course
[00:16:38.675 --> 00:16:47.601]  The idea that the federal government can force people to buy something in the marketplace is something that none of us could find in the Constitution.
[00:16:47.961 --> 00:16:53.985]  And clearly, Justice Roberts couldn't find it either, so he wrote both the dissenting and the concurring opinion.
[00:16:54.445 --> 00:17:01.209]  Highly irregular, and now we have learned that both he and Ginsburg have been the subject of
[00:17:02.811 --> 00:17:04.492]  Phone taps and that sort of thing from the government.
[00:17:04.532 --> 00:17:10.375]  So that is something that we all need to worry about, and it is an issue when we're looking at political candidates, because they can be blackmailed.
[00:17:10.395 --> 00:17:20.219]  Because you have situations, as the National Enquirer has done in the past, exposing moral situations with Gary Hart, with John Edwards, that ended their careers.
[00:17:20.339 --> 00:17:25.602]  Because these people can be blackmailed, but it also breaks faith with their image with the public.
[00:17:26.562 --> 00:17:27.463]  Tell us what's in these
[00:17:28.699 --> 00:17:32.423]  Uh, and these phone records that we've not previously seen, the ones that you're trying to get released.
[00:17:33.645 --> 00:17:35.787]  Well, here's the challenge technologically.
[00:17:36.308 --> 00:17:47.821]  David, you have a cell phone, telephone number, and that number belongs to you, and you know it, and anyone you give it to knows it, and of course the phone company, let's say it's AT&T, knows it, knows your name, your address.
[00:17:48.889 --> 00:17:54.551]  But nobody else can find that number because there is no white pages for cell phone telephone numbers.
[00:17:55.271 --> 00:18:01.354]  So while we were able to identify some of the numbers in the records, a large number of the numbers we couldn't identify.
[00:18:01.514 --> 00:18:12.318]  So I issued secret subpoenas, that is unknown to the government, to the major telephone companies asking them whose telephone numbers these are.
[00:18:12.358 --> 00:18:15.519]  And I gave them a list of about 6,000 telephone numbers.
[00:18:16.799 --> 00:18:23.164]  Those subpoenas went to Verizon Wireless, Alltel, AT&T, T-Mobile, and some others.
[00:18:24.045 --> 00:18:39.259]  And as a result from Verizon Wireless, God bless them, they responded and gave me a list of 815 individuals and companies that had numbers in the telephone records of the escort service.
[00:18:40.598 --> 00:18:42.319]  Okay, so you're able to reverse those out.
[00:18:43.479 --> 00:18:48.782]  Yes, it's reverse engineering of the identities of the escorts and the customers of the escort service.
[00:19:02.067 --> 00:19:05.769]  Please take a moment to listen to what I'm about to break down very, very carefully.
[00:19:06.533 --> 00:19:14.485]  Because the information I'm about to lay out in just two minutes changed my life and changed the life of many, many people around me.
[00:19:15.026 --> 00:19:21.455]  I was a big sports enthusiast, but loved to eat like a pig when I was 10 years old up to about 22 or so.
[00:19:22.757 --> 00:19:28.102]  And I ran six miles every other day and lifted weights almost every day and had a great physique.
[00:19:28.262 --> 00:19:34.408]  Then I got into radio and television 21 years ago and got so busy in my work, I stopped working out.
[00:19:34.568 --> 00:19:39.193]  And everything was okay for four or five years, but then suddenly I started putting on pounds every month.
[00:19:39.493 --> 00:19:43.096]  And in the next 10 years, I gained almost 100 pounds.
[00:19:46.107 --> 00:19:56.459]  Then about seven years ago, I began jogging, swimming long distances, and lifting weights again, trying to lose weight, and was only able to lose about 20 of the 98 pounds.
[00:19:56.859 --> 00:19:58.040]  I even changed my diet.
[00:19:58.281 --> 00:19:59.742]  I even increased the exercise.
[00:19:59.762 --> 00:20:00.303]  It didn't work.
[00:20:01.144 --> 00:20:06.190]  But as soon as I began to get the nutrients and compounds that I needed
[00:20:07.236 --> 00:20:08.177]  My whole life changed.
[00:20:08.798 --> 00:20:14.844]  I've gone from 200 and almost 80 pounds down to about 220 pounds or so.
[00:20:15.445 --> 00:20:16.446]  It is incredible.
[00:20:17.367 --> 00:20:24.635]  And in just the last three years, Super Male Vitality, developed by Dr. Grube for mfulworthslife.com exclusively,
[00:20:25.315 --> 00:20:32.462]  And products like the Survival Shield X2 Nascent Ionine have just done incredible things for my body.
[00:20:32.623 --> 00:20:40.090]  I work out less, even though I'm older, I've lost more weight, my muscles got stronger, my stamina, my libido, and so much more.
[00:20:40.450 --> 00:20:46.455]  The truth is, we went out to bring you the very best we could, true game-changing products.
[00:20:46.776 --> 00:21:00.528]  Visit InfoWarsLife.com today and secure your Super Male or Female Vitality and X2 True Nascent Iodine today, and hopefully start your journey towards living a more natural, focused, clean life.
[00:21:00.888 --> 00:21:06.991]  There's a lot of other excellent nutraceuticals we've developed, and also third-party ones that we sell at Infowarslife.com that are excellent.
[00:21:07.271 --> 00:21:18.637]  But the two game-changers that I believe if you order them are most likely to really give you the biggest bang for your buck are Super Mel Vitality and Female Vitality, and of course, X2 nasonionine.
[00:21:18.777 --> 00:21:23.719]  Take the challenge, visit Infowarslife.com today, and secure your nutraceuticals.
[00:21:23.759 --> 00:21:28.241]  At the same time, know that you're funding the fight for freedom worldwide.
[00:21:28.442 --> 00:21:29.202]  Thank you for your support.
[00:21:31.502 --> 00:21:32.883]  Clean, pure drinking water.
[00:21:33.164 --> 00:21:34.445]  You can't survive without it.
[00:21:34.645 --> 00:21:35.546]  But where do you get it?
[00:21:35.846 --> 00:21:41.611]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:21:41.832 --> 00:21:47.557]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:21:47.737 --> 00:22:04.609]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:22:04.989 --> 00:22:07.130]  Filter capacity up to 5,000 gallons.
[00:22:07.490 --> 00:22:08.670]  Stainless steel construction.
[00:22:08.950 --> 00:22:09.710]  Easy assembly.
[00:22:09.990 --> 00:22:10.610]  Low maintenance.
[00:22:10.910 --> 00:22:12.731]  Replacement filters are simple to install.
[00:22:12.991 --> 00:22:20.112]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[00:22:20.293 --> 00:22:25.274]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[00:22:25.474 --> 00:22:28.054]  Go to InfowarsStore.com or call 888-253-3139.
[00:23:06.550 --> 00:23:08.412]  This is Portland State University.
[00:23:10.153 --> 00:23:15.397]  And this is just, you know, hours ago that this is happening.
[00:23:15.938 --> 00:23:17.019]  You know, just the last few days.
[00:23:17.679 --> 00:23:19.881]  Portland State University, April 7th.
[00:23:20.381 --> 00:23:23.264]  Students for Trump meeting crashed by whack job activist.
[00:23:24.565 --> 00:23:30.930]  Laughing at liberals is, you know, cool side or whatever, but they're not addressing it for what it really is.
[00:23:31.731 --> 00:23:34.073]  And neither was the Gateway Pundit and others that ran stories on it.
[00:23:34.844 --> 00:23:38.245]  This isn't a clash of Trump and liberals.
[00:23:38.945 --> 00:23:43.866]  This is authoritarian control freaks showing up and shutting down people's free speech.
[00:23:44.466 --> 00:23:47.187]  Shrieking, yelling, pushing, hitting, attacking.
[00:23:47.207 --> 00:23:48.427]  And you hear women screaming.
[00:23:48.747 --> 00:23:49.868]  There's a lot of cuss words on this.
[00:23:49.888 --> 00:23:52.828]  I don't know if I can air this on the Nightly News.
[00:23:52.848 --> 00:23:58.690]  Because it's mainly of the six pro-Trump people that dared have the courage to defend free speech.
[00:23:59.750 --> 00:24:02.831]  Most of them are our listeners and we talk to them and it's in the video.
[00:24:04.147 --> 00:24:05.688]  Or the folks shooting the video talk to them.
[00:24:06.709 --> 00:24:09.211]  But that's what's so frustrating about this is they then call the police.
[00:24:09.251 --> 00:24:10.152]  This goes on for like an hour.
[00:24:11.053 --> 00:24:12.854]  And the police go, sorry, we're not coming to help you.
[00:24:13.235 --> 00:24:17.638]  Just like they won't arrest the illegal falling down drunk driving, but they'll arrest you if you're a citizen.
[00:24:18.339 --> 00:24:20.921]  It's discriminatory to be a citizen now under this globalist system.
[00:24:21.942 --> 00:24:26.345]  Well, here the police won't come, they won't help, and they let these people sit there and attack them.
[00:24:26.365 --> 00:24:31.530]  This is literal brown shirt behavior, if you want to use a fascist analogy or parallel.
[00:24:32.830 --> 00:24:36.735]  But a lot of them call themselves Maoist Youth Brigades or Red Guard.
[00:24:36.775 --> 00:24:38.917]  We've run into them here in Austin trying to shut down our free speechers.
[00:24:38.937 --> 00:24:39.898]  Footage of that we're going to show you.
[00:24:42.554 --> 00:24:49.277]  These are dangerous people, and they're so full of themselves, they believe you deserve to be attacked because you support Donald Trump or anybody else.
[00:24:49.317 --> 00:24:52.498]  And listen, if it's Donald Trump they're trying to ban today, it's everything else tomorrow.
[00:24:53.018 --> 00:24:55.779]  So let's play some of this audio and video.
[00:24:55.839 --> 00:25:01.601]  Obviously on the nightly news we can cut in a high-def, you know, version over the screen for you, but we're on Facebook Mentions and Periscope on Twitter.
[00:25:01.921 --> 00:25:02.942]  Let's go ahead and go to this right now.
[00:25:09.013 --> 00:25:11.394]  Red power, Mexican flag.
[00:25:11.874 --> 00:25:13.615]  This is what the foundations and stuff are funding.
[00:25:13.835 --> 00:25:14.856]  They've surrounded the building.
[00:25:16.237 --> 00:25:17.717]  They've surrounded the reading room.
[00:25:24.381 --> 00:25:25.582]  Hate has no place.
[00:25:25.942 --> 00:25:28.243]  And they define what hate is and then say you have no place.
[00:25:28.563 --> 00:25:29.604]  That's called totalitarianism.
[00:25:30.140 --> 00:25:38.082]  I wanted to discuss the fact that you had set up a Trump promotion for this meeting in shock.
[00:25:38.723 --> 00:25:41.703]  They had chalked in a promotion for this meeting.
[00:25:41.763 --> 00:25:44.184]  Just from you guys, why should students support Trump?
[00:25:44.964 --> 00:25:46.065]  To make America great again.
[00:25:51.607 --> 00:25:53.328]  Oh my gosh, they put shock on the ground.
[00:25:53.348 --> 00:25:56.371]  People have to have psychologists come to them when they see the word Trump now.
[00:25:56.911 --> 00:25:59.273]  And then of course the bosses, the feminists, they all take over.
[00:25:59.594 --> 00:26:01.855]  They run everything because they follow the script of the state.
[00:26:01.875 --> 00:26:02.656]  They're not given power.
[00:26:02.676 --> 00:26:12.044]  Don't you want to know that I see you all and that this is what it looks like to actually get in the way of what white supremacy is?
[00:26:15.677 --> 00:26:17.739]  Like Obama said, I apologize, I'm appointing a white guy.
[00:26:17.799 --> 00:26:18.800]  White's inherently bad.
[00:26:19.181 --> 00:26:20.762]  Just do what she says, you're a white supremacist.
[00:26:30.312 --> 00:26:30.913]  She won't let him talk.
[00:26:30.953 --> 00:26:32.454]  Nah, nah, nah, nah, try to talk over you.
[00:26:32.734 --> 00:26:34.196]  And the hitting and all that comes up the pushing.
[00:26:46.118 --> 00:26:46.799]  Get down!
[00:26:46.839 --> 00:26:47.219]  Get down!
[00:26:47.259 --> 00:26:50.843]  What's the f***ing camera at me?
[00:26:50.904 --> 00:26:53.266]  What's the f***ing camera at me?
[00:26:53.286 --> 00:26:57.951]  What if that camera's not f***ing there with all these f***ing people?
[00:26:57.992 --> 00:27:01.415]  You want to get f***ed up by a f***ing vacuum or something?
[00:27:05.981 --> 00:27:11.167]  This guy's saying you want a bleep, a fag to hit you in the face and all this stuff when the guy's done nothing.
[00:27:11.187 --> 00:27:15.291]  Like he must hate gay people because he's a Trump supporter or he's just attending a meeting.
[00:27:15.331 --> 00:27:16.132]  He's just being attacked.
[00:27:16.973 --> 00:27:19.896]  You want to get effed up by a faggot?
[00:27:19.996 --> 00:27:21.938]  And then they use the n-word.
[00:27:21.978 --> 00:27:23.860]  They use the other words because they're empowered.
[00:27:24.121 --> 00:27:24.681]  They're good.
[00:27:24.721 --> 00:27:25.442]  They said they were.
[00:27:25.502 --> 00:27:25.883]  You're not.
[00:27:26.842 --> 00:27:27.862]  InfoWarship!
[00:27:27.922 --> 00:27:28.382]  InfoWarship!
[00:27:28.422 --> 00:27:30.403]  We are going to allow costume parties at Yale.
[00:27:30.423 --> 00:27:30.543]  No!
[00:27:30.703 --> 00:27:32.423]  And then it's coming up, listen to this, listen.
[00:27:32.603 --> 00:27:33.464]  InfoWarship!
[00:27:33.504 --> 00:27:34.444]  Then they act like they're hurt.
[00:27:49.872 --> 00:27:50.273]  Do you hear them?
[00:27:51.735 --> 00:27:55.941]  And then when they put Trump talk around the country, just Trump 2016, they have to get hundreds of psychologists.
[00:27:55.961 --> 00:27:56.622]  This is in the news.
[00:27:56.822 --> 00:27:58.845]  And the news is like, there were collapses today.
