[00:00:00.000 --> 00:00:19.000]  [Outro Music]
[00:05:30.683 --> 00:05:37.688]  The entire Hollywood globalist New World Order project is falling apart.
[00:05:39.089 --> 00:05:40.049]  It's an absolute wreck.
[00:05:41.790 --> 00:05:55.836]   And to force it on us, they are going to have to pull out all the stops And accelerate to where they wanted to be in 10 years now and take the gloves off with us.
[00:05:56.076 --> 00:05:57.797]  And that's only going to backfire that much faster.
[00:05:59.358 --> 00:06:05.421]  But they will continue to double down and double down and double down until we have a giant war and total depression and billions dead.
[00:06:05.681 --> 00:06:09.604]  And that's what most analysts believe is a very good possibility.
[00:06:11.065 --> 00:06:12.205]  Put that headline back up, thank you.
[00:06:12.225 --> 00:06:13.506]  I want to read to folks.
[00:06:14.547 --> 00:06:15.567]  Sunday Live.
[00:06:16.448 --> 00:06:20.090]  The globalist, Hollywood, pedophile axis of evil is collapsing.
[00:06:21.047 --> 00:06:22.548]  And they want to take us with them.
[00:06:23.970 --> 00:06:36.160]  The New World Order, social engineers, are desperately trying to start wars, crash economies, and create civil unrest in a desperate attempt to smokescreen their crimes.
[00:06:37.421 --> 00:06:53.335]   Tune in and spread this Sunday edition of the Alex Jones Show as we chronicle the epic awakening of humanity and the coming globalist instigated crises That humanity must and will overcome together.
[00:06:55.596 --> 00:06:56.336]  And that's where we are.
[00:06:56.417 --> 00:06:57.857]  So let me make the big announcement here.
[00:06:58.078 --> 00:07:03.141]  And I've been making this announcement a lot, but I want to make it very, very, very clear to everyone.
[00:07:04.482 --> 00:07:17.710]  Including Klaus Schwab, including Prince Charles, including Queen Elizabeth of Gotha, including the Rothschilds and the Rockefellers, and all of the out-of-control, psychotic, satanic so-called elites.
[00:07:18.999 --> 00:07:23.261]  You have failed, you are failing, and you will continue to fail.
[00:07:26.322 --> 00:07:37.446]  And your outrageous attempt to take over the biological processes of humans and turn us into factory-produced, corporate-owned creatures will fail.
[00:07:39.307 --> 00:07:46.266]   And your thinly veiled excuse of bettering the race to create the uber mention we know is yet another level of
[00:07:46.266 --> 00:07:47.307]  deception.
[00:07:47.307 --> 00:07:58.627]   And that's why you see an exodus from the New World Order, and I can list all the names here, but now Bill Maher,
[00:07:58.627 --> 00:08:09.497]   Joe Rogan, Elon Musk, everybody else you could name now, understands that you have corporate junkies that are giving
[00:08:09.497 --> 00:08:14.547]   their talking points, like the Young Turks and others, who are hated and have
[00:08:14.547 --> 00:08:17.907]   almost no viewers, and are a joke, and are gaslighting people.
[00:08:17.907 --> 00:08:41.907]  Thank you.
[00:08:19.895 --> 00:08:23.860]  But it doesn't matter where you are in the world, everybody is breaking with them.
[00:08:24.320 --> 00:08:26.643]  CNN has 100,000 viewers on average.
[00:08:27.223 --> 00:08:31.829]  This Sunday show will have over 3 million people that watch and listen to it, conservatively.
[00:08:32.509 --> 00:08:32.810]  They have 100,000.
[00:08:33.110 --> 00:08:34.492]  Their top show's 800,000.
[00:08:34.892 --> 00:08:40.599]  Joe Rogan's biggest podcast have 100 million views, his smallest 11 million.
[00:08:42.037 --> 00:08:42.758]  They're a joke.
[00:08:42.858 --> 00:08:43.378]  They're over.
[00:08:43.618 --> 00:08:45.219]  And they could take Alex Jones off the air.
[00:08:45.380 --> 00:08:46.801]  And they could take Joe Rogan off the air.
[00:08:47.021 --> 00:08:52.365]  People are so hungry for the truth, whoever stands up and tells it will immediately become huge and giant.
[00:08:53.025 --> 00:08:58.029]  And they'll never be able to whack that mole and keep people down when they're looking for the truth.
[00:08:59.090 --> 00:09:07.937]  And not even somebody to tell them what to think, like the globalists do, but telling people what they already know and they already see and validating things they've experienced.
[00:09:09.318 --> 00:09:14.441]  And having that sense of community based on truth and discovery and exploration together.
[00:09:16.862 --> 00:09:18.343]  So, we're not out of the woods.
[00:09:20.404 --> 00:09:23.666]  And as they say in Pulp Fiction, the wolf says, let's not start celebrating yet here.
[00:09:24.546 --> 00:09:36.873]  But, we're definitely not on our heels anymore, and we're leaning forward into this, and there is an exponential awakening curve.
[00:09:38.212 --> 00:09:51.740]  I mean, I'm not going to get into off-the-record things and conversations with people, but Hollywood is completely collapsing, and there is giant rebellions within it of people wanting to completely break with it.
[00:09:52.520 --> 00:09:53.141]  And that's happening.
[00:09:53.661 --> 00:10:03.146]  And that's a bellwether of the globalist cult and their mindset and their fangs of the cobra that they're trying to inject into us and poison.
[00:10:03.907 --> 00:10:14.891]   And the fact that the very venom Packets, the very venom pouches of this satanic order is being defanged and rotting out of its head right now.
[00:10:14.911 --> 00:10:16.792]  It's a very, very beautiful thing.
[00:10:18.553 --> 00:10:21.215]  So there is an exodus away from globalism.
[00:10:22.196 --> 00:10:24.197]  There is an exodus away from satanism.
[00:10:24.457 --> 00:10:28.380]  There is an exodus away from pure, unadulterated hedonism.
[00:10:29.000 --> 00:10:33.964]  There is a real desire to rediscover God and family and decency and honor and hard work.
[00:10:35.234 --> 00:10:45.201]  And the lockdowns, and the attempted laziness, and the attempted global social credit score, all of this is an attempt to break our back, break our will, and many people are succumbing to it.
[00:10:45.862 --> 00:10:57.050]  And the floods of fentanyl, killing millions and millions of people, all of this is chemical attacks, and the biological attack of COVID-19, and the more intense attack of the deadly gene therapy injections.
[00:10:58.131 --> 00:11:04.155]  This is all very serious attacks by the so-called ruling class, because they're failing.
[00:11:04.665 --> 00:11:07.347]  And this doesn't mean that they're not going to launch even bigger attacks.
[00:11:08.647 --> 00:11:23.796]  But you notice every time they double down, every time they try to bully us, every time they try to censor us, every time, if we don't back down and we don't give up and we fight back and improvise and overcome, we get stronger, they get weaker.
[00:11:25.629 --> 00:11:33.473]  And every day, we're out here in this jungle of reality, fighting for truth and justice, and being made to rely on the Holy Spirit and God's direction.
[00:11:33.974 --> 00:11:36.655]  We get closer to God while they get further away.
[00:11:37.456 --> 00:11:38.676]  And they're more lost than ever.
[00:11:38.876 --> 00:11:40.057]  And we don't celebrate that.
[00:11:40.457 --> 00:11:44.199]  But at the same time, understand, our enemies are a joke.
[00:11:46.180 --> 00:11:48.862]  You know, I saw this clip a couple weeks ago, and I meant to play it.
[00:11:50.086 --> 00:12:05.720]  And then I was surfing around today in my email, and somebody sent it to me, and I want to play Eleanor Holmes, ancient member of the Democratic Party, who Pelosi's seriously considering as the person to be the chairwoman of the Transportation Committee.
[00:12:06.501 --> 00:12:15.328]  We have to have the Department of Energy saying they, quote, want to bankrupt oil and gas and coal, and that they've doubled gas prices to make you learn to get off of it.
[00:12:16.169 --> 00:12:16.930]  But here's this lady.
[00:12:17.731 --> 00:12:20.712]  Pulling up at the Capitol, running into two cars.
[00:12:22.433 --> 00:12:28.956]  Her assistants there could back it out and park it correctly, but they don't even care.
[00:12:29.176 --> 00:12:30.556]  So she does double hit and run.
[00:12:30.576 --> 00:12:31.637]  We'll play the video.
[00:12:32.017 --> 00:12:32.657]  Let's start rolling it.
[00:12:33.718 --> 00:12:37.299]  They do a double hit and run, and then they just leave.
[00:12:37.779 --> 00:12:40.120]  They just walk off because they're royalty.
[00:12:40.461 --> 00:12:41.141]  They don't care.
[00:12:41.501 --> 00:12:43.762]  This is Izzou in control of the nuclear weapons.
[00:12:46.639 --> 00:12:48.360]  This is who thinks they're a god.
[00:12:48.640 --> 00:12:51.121]  This is who wants to censor you and put you in a FEMA camp.
[00:12:51.502 --> 00:12:55.203]  This is who wants to arrest the quote un-inoculated and put us in forced labor camps.
[00:12:55.463 --> 00:12:58.625]  The majority of Democrats support that in a national Rasmussen poll.
[00:12:59.045 --> 00:13:07.406]   These people Pelosi and Biden and this woman are emblematic of the collapsing system that they control.
[00:13:07.687 --> 00:13:09.547]  They're collapsing, not us.
[00:13:09.827 --> 00:13:26.011]  If we don't decide to just crawl in a grave with them politically and let them con us that we're collapsing, that we're over, if we realize we're separate from them, we're Americans of every race, color, and creed that love justice and freedom, if we understand that and transcend them, then it's their destruction, not ours.
[00:13:26.531 --> 00:13:30.732]  And all we gotta do is not engage them and not fight with them and they're gonna burn themselves out.
[00:13:30.992 --> 00:13:31.532]  Here's the video.
[00:13:33.212 --> 00:13:36.573]  Eleanor Holmes Norton is struggling to park her car right now.
[00:13:36.813 --> 00:13:40.234]  And she has hit that red car next to her repeatedly.
[00:13:40.334 --> 00:13:41.354]  And we're taking pictures.
[00:13:42.534 --> 00:13:44.314]  And we don't think they're gonna do anything about it.
[00:13:45.255 --> 00:13:49.815]  And if she parks like that, she should not be a member of Congress anymore.
[00:13:49.935 --> 00:13:50.936]  Is she gonna park like that?
[00:13:51.395 --> 00:14:00.743]   It looks like it It's a giant parking spot.
[00:14:00.763 --> 00:14:04.946]  You could park a huge, largest Ford pickup or Dodge pickup there is in there.
[00:14:05.687 --> 00:14:10.510]  You could park a frickin' dump truck in the parking spot and she's ramming her Prius or whatever it is into these cars.
[00:14:11.131 --> 00:14:12.792]  And then they just get up and just wander off.
[00:14:13.453 --> 00:14:14.153]  Who gives a damn?
[00:14:14.433 --> 00:14:16.335]  And again, this is how they wreck your cities.
[00:14:16.655 --> 00:14:17.676]  It's how they wreck your life.
[00:14:17.996 --> 00:14:20.078]  It's how they defund the police while they've got bodyguards.
[00:14:20.378 --> 00:14:21.419]  And this is our enemy.
[00:14:21.999 --> 00:14:24.101]  This is the parasites that have taken the country over.
[00:14:25.154 --> 00:14:30.857]  And they have nothing to do now except get a civil war going so they hope they can have the military have a civil war with us.
[00:14:31.337 --> 00:14:33.619]  No, we are not going to play their game.
[00:14:33.739 --> 00:14:35.620]  They are politically dead.
[00:14:36.120 --> 00:14:38.661]  They want to take us with them and we're not going to let them do it.
[00:14:39.002 --> 00:14:41.283]  When we come back, I've got Bill Maher.
[00:14:41.882 --> 00:14:43.882]  Wait till you hear this.
[00:14:43.882 --> 00:14:51.882]  Yes.
[00:14:52.245 --> 00:14:59.571]  Humanity has an instinct for freedom and a thirst for justice and honor and life and beauty and building.
[00:15:01.552 --> 00:15:06.076]  And yes, humanity is rapidly absorbing the truth of our peril.
[00:15:06.756 --> 00:15:07.857]  But will it be fast enough?
[00:15:08.778 --> 00:15:18.065]  Will it be intense enough to hold off the planned extermination of at least 80% of our people within eight years?
[00:15:19.634 --> 00:15:21.295]  I don't just make idle statements.
[00:15:21.375 --> 00:15:30.880]  As you know, my friends, certain death awaits 80% of the world's population if we don't reverse the enemy's operations now.
[00:15:30.900 --> 00:15:39.904]  The Bible tells us it will be reversed, but the man of sin will have his year of power, and one-fourth of Earth will be killed.
[00:15:41.185 --> 00:15:44.546]  That process has already begun.
[00:15:46.367 --> 00:15:47.248]  Get right with God now.
[00:15:48.829 --> 00:15:54.551]  Choose wisely, because this is a stepping stone into eternity.
[00:15:57.632 --> 00:16:08.256]  So, the social engineers are pulling out all the stops to divide us on race and sex and region and weaponizing.
[00:16:10.077 --> 00:16:13.738]  And they are pulling down statues of George Washington and Thomas Jefferson everywhere.
[00:16:14.098 --> 00:16:15.499]  And the articles are just flooding in.
[00:16:15.579 --> 00:16:22.621]  Clemson University admissions counselor claims Republican applicants are part of an oppressive group.
[00:16:23.082 --> 00:16:25.402]  And if you're a Republican, you'll not be allowed in the college.
[00:16:26.803 --> 00:16:31.564]  Congress has put up with all the censorship and the debanking and things never done in the history of this country.
[00:16:32.545 --> 00:16:38.967]  Things done by Hitler in the first five, six years of his reign of terror before he started arresting everybody.
[00:16:40.447 --> 00:16:42.248]  This has been done all over the world, over and over again.
[00:16:42.308 --> 00:16:43.629]  It follows in the steps.
[00:16:44.390 --> 00:16:55.938]  And now the left's everywhere calling for my arrest, and Trump's arrest, and his whole family's arrest, and Bongino's arrest, and Tucker Carlson's arrest, and they come to our houses and threaten us, and they send out grand jury subpoenas to us.
[00:16:56.879 --> 00:16:58.040]  Not just on January 6th.
[00:17:00.522 --> 00:17:07.552]   While the left talks about the right wing and how we're about to enslave them all, Well, they're not even the left wing.
[00:17:07.612 --> 00:17:16.282]  They are the corporate mouthpieces pretending that they are the resistance when they are the establishment by every yardstick, by every measurement.
[00:17:19.526 --> 00:17:27.394]  So why is Bill Maher coming out and saying the woke people in this country are the most dangerous thing to it and they're full of crap?
[00:17:31.334 --> 00:17:38.017]  Because he's a comedian that travels around the country, and he even tells people, in the blue cities, nobody wants to wear the mask or take the shots.
[00:17:38.337 --> 00:17:40.118]  In the blue cities, everybody's sick of the left.
[00:17:40.538 --> 00:17:41.939]  And the black people are sick of it.
[00:17:41.979 --> 00:17:43.119]  The brown people are sick of it.
[00:17:43.499 --> 00:17:46.281]  Everybody's sick of it who's got a brain.
[00:17:47.761 --> 00:17:50.843]  Yeah, there's some young, dumb people and some old, dumb people.
[00:17:51.083 --> 00:17:56.585]  There's people out there that still buy into Hollywood, buy into what Prince Harry says about censoring Joe Rogan.
[00:17:57.365 --> 00:18:02.558]   How asinine to have some Royal twit telling Americans what we can hear and see.
[00:18:02.578 --> 00:18:07.082]  I think we had a war about that 240-something years ago, right?
[00:18:09.764 --> 00:18:15.089]  So, you look at Maher and you say, hey, screw him, he's been a big leftist.
[00:18:15.129 --> 00:18:17.831]  Hey, folks, this is what winning looks like.
[00:18:18.632 --> 00:18:21.154]  Yeah, they got a bunch of leftists out buying guns, learning how to use them.
[00:18:21.394 --> 00:18:24.537]  And then suddenly they become populists and conservatives.
[00:18:24.577 --> 00:18:25.158]  That's what happens.
[00:18:27.361 --> 00:18:33.568]  And yeah, a lot of the left are now running to us saying, hey, we want to be populist.
[00:18:33.588 --> 00:18:34.789]  We want to be into freedom, too.
[00:18:36.471 --> 00:18:45.320]  And we have to say to them, if this isn't just a gimmick, because you know that there's been a pendulum swing, that's fine, because we want you to defect to Overdose.
[00:18:46.078 --> 00:18:51.782]  We're not like the left that has a perfect orthodoxy where you've got to follow our every little word and how we say it's done.
[00:18:52.062 --> 00:19:01.249]  We just want you to promote free speech and private property and an open, truly free society that celebrates human victory and competition.
[00:19:02.490 --> 00:19:05.112]  And yeah, we don't like ganging up and killing unborn babies.
[00:19:05.992 --> 00:19:09.415]  But we're not going to judge you if you've been part of that, done that in the past, because you were deceived.
[00:19:09.615 --> 00:19:14.098]  We want you to get the understanding of a pro-human future and celebrate our unborn.
[00:19:16.209 --> 00:19:24.712]  I don't tell you this because I'm proud of it, I tell you because I'm ashamed of it, but it needs to be out there, that I've paid for quite a few abortions when I was young.
[00:19:26.092 --> 00:19:27.873]  And that's why I was saved again.
[00:19:27.893 --> 00:19:47.170]   When I was about 10 years old, I was first at my Holy Ghost experience, and then I became wicked and bad and got disconnected from God, and then literally God hit me like a bolt of lightning and said, You have got to stop killing your children or you are going to be cut off from me completely.
[00:19:48.491 --> 00:19:49.611]  And I didn't commit the ultimate sin.
[00:19:49.631 --> 00:19:50.691]  I didn't reject the Holy Spirit.
[00:19:51.371 --> 00:19:52.472]  That major conviction.
[00:19:54.032 --> 00:19:57.853]  And then that's when the whole world opened up and the plan was laid out before me.
[00:19:59.653 --> 00:20:03.574]  Because God said, let me let you show you what it feels like to have my spirit removed.
[00:20:04.114 --> 00:20:06.975]  And God began to remove his spirit from me.
[00:20:07.275 --> 00:20:08.515]  That hand that had been on my shoulder.
[00:20:09.252 --> 00:20:24.595]  And around me, that energy field, my whole life, those guardian angels were now stepping back and saying, you kill your children, you're going to be separated from me forever unless you stop it!
[00:20:27.873 --> 00:20:47.286]  And I literally then experienced that, and over the next few months, literally saw my mission, and what I was supposed to do, and how I was going to go wake people up, and then trigger this giant awakening of all these other people, and how that was what I had to carry out all the way to the end, unto death, if that is what God wants me to do.
[00:20:47.326 --> 00:20:50.828]  And I had to shine onto that, so the Holy Spirit would not leave me.
[00:20:53.510 --> 00:20:54.550]  And that's a true story, folks.
[00:20:54.570 --> 00:20:55.131]  That really happened.
[00:20:55.151 --> 00:20:55.631]  That's real.
[00:20:56.872 --> 00:21:00.453]  And God doesn't give you things you can't handle all at one time.
[00:21:01.293 --> 00:21:08.535]  I wondered all these things in my life was just God testing me with more weight and more stress and more attacks and more persecution and more dirty tricks.
[00:21:08.575 --> 00:21:13.757]  So I would learn all of this so that I would someday begin to become a master.
[00:21:14.777 --> 00:21:15.577]  Not a master yet.
[00:21:17.278 --> 00:21:18.398]  That doesn't happen until you die.
[00:21:19.508 --> 00:21:26.011]  But literally, ladies and gentlemen, I can now see God's plan in its fullness and how powerful it is.
[00:21:26.331 --> 00:21:30.293]  So let's celebrate that people are coming over to our side.
[00:21:30.493 --> 00:21:38.377]  Because believe me, they're doing it under major globalist attack, but because they have a hunger for it, let's not be mad at them because they want to stand next to the fire of truth.
[00:21:38.637 --> 00:21:40.658]  Let's invite them in and then show them.
[00:21:41.919 --> 00:21:42.839]  Because we're all sinners.
[00:21:43.159 --> 00:21:44.140]  We've all fallen short.
[00:21:45.160 --> 00:21:46.441]  Here's what Bill Maher had to say.
[00:21:49.028 --> 00:21:51.069]  And finally, new rule, it's depressing enough.
[00:21:51.389 --> 00:21:57.712]  Having just had a birthday and being 66, please don't ask me to start doing grown-up things like run for president.
[00:21:59.973 --> 00:22:24.620]   A few weeks ago, Fox News' Dana Perino, a former Bush press secretary, suggested that the Democrats should recruit me to run for president, which is kind of special because it means that in the space of 20 years, Bush press secretaries have gone from telling me I need to watch what I say They need to watch what they say, watch what they do, and this is not a time for remarks like that.
[00:22:24.660 --> 00:22:25.261]  There never is.
[00:22:25.281 --> 00:22:31.907]  They've gone from that to wondering if I should run for president!
[00:22:32.608 --> 00:22:36.872]  It'll be interesting to see if Bill Maher is recruited to run for the presidency.
[00:22:38.233 --> 00:22:41.016]  Now, some people think this means I've changed.
[00:22:41.276 --> 00:22:42.778]  I assure you, I have not.
[00:22:44.560 --> 00:22:49.560]   I am still the same unmarried, childless, pot-smoking libertine I always was.
[00:22:49.560 --> 00:23:01.560]  I have many flaws, but you can't accuse me of maturing.
[00:23:01.560 --> 00:23:08.560]  [laughter and applause]
[00:23:09.171 --> 00:23:10.212]  Let's get this straight.
[00:23:10.452 --> 00:23:11.952]  It's not me who's changed.
[00:23:12.152 --> 00:23:12.813]  It's the left.
[00:23:13.595 --> 00:23:20.117]  Who is now made up of a small contingent who've gone mental, and a large contingent who refuse to call them out for it.
[00:23:20.378 --> 00:23:21.178]  But I will.
[00:23:21.437 --> 00:23:28.437]  That's why I'm a hero at Fox these days.
[00:23:28.437 --> 00:23:32.637]   Which shows just how much liberals have their head up their ass.
[00:23:32.862 --> 00:23:36.323]  Because if they really thought about it, they would have made me a hero on their media.
[00:23:40.322 --> 00:23:51.238]  But that can't happen in this ridiculous new era of mind-numbing partisanship, where if I keep it real about the nonsense in the Democratic Party, it makes me an instant hero to Republicans.
[00:23:51.579 --> 00:23:55.565]  The same thing happened in reverse to Darth Vader's daughter, Liz Cheney.
[00:23:58.254 --> 00:24:04.278]  Who is now a hero to liberals, simply because she recognizes Biden did not steal the last election.
[00:24:04.578 --> 00:24:11.682]  What a sad commentary on our politics, where simply acknowledging reality is now seen as a profile in courage.
[00:24:13.143 --> 00:24:18.026]  People sometimes say to me, you didn't used to make fun of the left as much.
[00:24:18.425 --> 00:24:25.425]  Yeah, because they didn't give me so much to work with.
[00:24:25.425 --> 00:24:32.586]  The oath of office I took was to comedy.
[00:24:32.586 --> 00:24:34.425]  (audience laughing)
[00:24:34.538 --> 00:24:40.305]  And if you do goofy shit wherever you are on the spectrum, I'm going to make fun of you because that's where the gold is.
[00:24:40.705 --> 00:24:44.289]  And the fact that they are laughing at it should tell you something.
[00:24:44.249 --> 00:24:51.249]  it rings true.
[00:24:51.249 --> 00:24:59.528]   When normal people read that San Francisco has basically legalized
[00:24:59.528 --> 00:25:03.288]   shoplifting, they think Democrats have gone nuts.
[00:25:03.288 --> 00:25:04.288]  us.
[00:25:04.463 --> 00:25:09.888]  They think, you know, that Ted Cruz guy seems like a real stiff.
[00:25:10.729 --> 00:25:17.729]   But at least he believes in the concept of shopping with money.
[00:25:17.729 --> 00:25:26.889]   It's not my fault that the party of FDR and JFK is turning into the party of
[00:25:26.889 --> 00:25:28.889]  LOL and WTF.
[00:25:28.889 --> 00:25:35.889]  [Applause]
[00:25:35.376 --> 00:25:44.240]  Members of Congress tweeting things like, cancel rent, cancel mortgage, and no more policing or incarceration.
[00:25:44.981 --> 00:25:47.182]  Declaring that capitalism is slavery.
[00:25:47.882 --> 00:25:49.963]  Canceling Lincoln and Dr. Seuss.
[00:25:50.083 --> 00:25:53.204]  Teaching children they're oppressors and math is racist.
[00:25:53.725 --> 00:25:56.186]  Making Mr. Potato Head gender neutral.
[00:25:57.726 --> 00:26:00.348]  And now an emoji for pregnant men.
[00:26:03.249 --> 00:26:03.529]  Real.
[00:26:03.929 --> 00:26:04.750]  I'm not making it up.
[00:26:08.442 --> 00:26:14.756]  California just passed a law requiring large retailers to have a non-gendered toy section.
[00:26:15.137 --> 00:26:16.961]  A non-gendered toy section?
[00:26:16.860 --> 00:26:18.860]  Isn't Ken enough?
[00:26:18.860 --> 00:26:20.860]  [laughter and applause]
[00:26:20.860 --> 00:26:29.860]  We need a law for that?
[00:26:29.518 --> 00:26:32.740]  Do you have to inject yourselves into everything?
[00:26:33.301 --> 00:26:36.383]  From where you can throw a frisbee to who can braid hair?
[00:26:37.083 --> 00:26:41.426]  This is why so many people, by the way, were triggered by COVID policies.
[00:26:41.807 --> 00:26:43.568]  They were already sick of rules.
[00:26:44.609 --> 00:26:47.831]  Regulation should be a good issue for Democrats.
[00:26:47.951 --> 00:26:50.072]  It's certainly one they're associated with.
[00:26:50.573 --> 00:26:57.598]  And I think the average voter would agree that banks and chemical plants and drug companies need watching.
[00:26:58.513 --> 00:27:04.115]  Telling a company, you can't dump the waste from your hog farm straight into the water supply.
[00:27:04.376 --> 00:27:05.596]  We're mostly all for that.
[00:27:07.397 --> 00:27:10.038]  But Democrats have become a parody of themselves.
[00:27:10.098 --> 00:27:12.079]  Just making rules to make rules.
[00:27:12.159 --> 00:27:14.680]  Because it makes you feel like you're a better person.
[00:27:15.581 --> 00:27:18.442]  Making sure that everything bad never happens again.
[00:27:19.042 --> 00:27:20.663]  Which you can never fully do.
[00:27:20.743 --> 00:27:23.004]  It just makes everyone else's life a drag.
[00:27:24.141 --> 00:27:40.293]  The Biden infrastructure bill has a provision that requires all new cars to install an alert system that goes off when you leave a baby in the back seat, which is something done only by crackheads and people who sadly, yes, do it on purpose.
[00:27:40.533 --> 00:27:46.738]  And after every one of us winds up bearing the cost for cars to install this alarm, you know who's going to ignore it?
[00:27:47.137 --> 00:27:54.137]  crackheads and people who do it on purpose.
[00:27:54.137 --> 00:28:06.057]   A censor light is not going to fix this problem and Democrats no longer possess
[00:28:06.057 --> 00:28:12.257]   the common sense to understand that not every problem in the world can be fixed with a regulation.
[00:28:13.131 --> 00:28:21.316]  But don't tell that to the advocacy groups who also want every future car in America to only start when the driver blows into a breathalyzer.
[00:28:21.935 --> 00:28:28.935]  Oh great, my other car is a Karen.
[00:28:28.935 --> 00:28:39.935]   Well, you know, it's also not safe to drive when you're crying.
[00:28:39.759 --> 00:28:46.759]   Should we make a car that follows your texts and stops the engine when you're dumped?
[00:28:46.759 --> 00:28:54.878]  Racism is bad.
