[00:00:00.000 --> 00:00:15.000]  [MUSIC]
[00:14:18.983 --> 00:14:23.585]  And I want to just say that this is an important story.
[00:14:23.825 --> 00:14:26.367]  Anytime people lose their lives, it is an important story.
[00:14:26.727 --> 00:14:28.448]  It is important for us to take notice.
[00:14:28.468 --> 00:14:30.089]  It is important for us to pray.
[00:14:30.889 --> 00:14:41.307]   But let us not forget that the biggest decision in my lifetime By our government still hangs in the balance and that is the Roe v. Wade decision.
[00:14:42.568 --> 00:15:01.072]  Why some might ask some who are watching probably already understand this but but some who will see this clipped up by the mainstream media as an attempt to categorize myself and Alex Jones as as far right white supremacist even will not understand this.
[00:15:01.292 --> 00:15:03.373]  So I'm going to try and reason.
[00:15:05.490 --> 00:15:09.552]  Any precept of human rights and civil rights must begin with the sanctity of life.
[00:15:11.414 --> 00:15:19.738]  And the Democrats have waged a 100-year, a 160-year war on the sanctity of life.
[00:15:20.759 --> 00:15:41.174]   And so for all the mainstream media's propaganda around race, around black people, and white people, and the history of this country, and the patriarchy, and the list goes on, what they fail to mention often Is that Democrats fought to retain the right for people to own slaves in this country.
[00:15:41.974 --> 00:15:50.120]  In the 1800s, it was the Democrats who attempted to arbitrarily categorize people as subhuman.
[00:15:50.801 --> 00:15:54.723]  Today, they attempt to do the same with the human fetus.
[00:15:55.604 --> 00:16:03.610]  And I'd like to play a clip right now to show how this issue also intersects with the conversation of spiritual warfare and God versus Satan.
[00:16:03.669 --> 00:16:05.669]  Please, if we can play the clip.
[00:16:05.669 --> 00:16:17.269]   Okay, we're having a little technical difficulty with the clip, but we'll get it up as soon as we can.
[00:16:17.269 --> 00:16:19.269]  [END]
[00:16:19.249 --> 00:16:26.773]  Again, one of the things once I posted this clip that I ran into was this narrative about the Democrat switch.
[00:16:27.393 --> 00:16:30.115]  And I want to talk about the Democrat switch because it was a lie.
[00:16:30.715 --> 00:16:54.128]   And the reason why many people are unable to decipher this lie is either A, they've been indoctrinated and brainwashed by Marxists Academia institutions across the country who have pushed this lie, shoved this lie down the throats of students who were unbeknownst and really unable to defend themselves psychologically and intellectually.
[00:16:54.768 --> 00:17:03.271]  But the truth is, the truth that nobody wants to say because of how inconvenient it is, is that we live under the thumb of a uniparty.
[00:17:03.891 --> 00:17:05.472]  And we have for a very long time.
[00:17:06.298 --> 00:17:11.343]  And one of the symbols of the Democrat switch was the civil rights movement, the Civil Rights Act.
[00:17:11.883 --> 00:17:19.290]  But many of us understand that in retrospect, LBJ was in no way a friend to black people or civil rights.
[00:17:19.330 --> 00:17:32.622]  In fact, he often is, is, um, understood to have used civil rights as a, as a political tool, as a political, uh, machine, uh, for the, for the Democrats interest as, as a party.
[00:17:33.329 --> 00:17:45.635]  And then we had Nixon, who in retrospect, himself and Kissinger, we understand to have not been conservatives, not been people who believed in God, but Democrats.
[00:17:46.096 --> 00:17:47.736]  And really they were uniparty globalists.
[00:17:48.277 --> 00:17:58.122]  And so when people don't or aren't able to understand this history, they throw out these talking points like the Democrats switched.
[00:17:58.522 --> 00:18:00.423]  The Democrats have never switched.
[00:18:01.277 --> 00:18:05.421]  The Democrats fought for the right to categorize a certain group of people as subhuman.
[00:18:05.461 --> 00:18:09.945]  Today, they want to do the same thing with fetuses and babies.
[00:18:11.446 --> 00:18:13.446]  Please roll the clip.
[00:18:13.446 --> 00:18:27.446]  [Chanting] Thank God for abortion! Thank God for abortion!
[00:18:27.446 --> 00:18:27.446]  Thank God for abortion! Thank God for abortion!
[00:18:28.106 --> 00:18:43.106]  [CROWD CHANTING]
[00:18:43.106 --> 00:18:45.106]  Can you guys help us?
[00:18:44.141 --> 00:18:45.281]  Stop fucking praying!
[00:18:45.301 --> 00:18:46.642]  It's not fucking working!
[00:18:46.702 --> 00:18:48.523]  It's not fucking working!
[00:18:48.884 --> 00:18:49.744]  Help us!
[00:18:49.824 --> 00:18:51.805]  Help me!
[00:18:51.885 --> 00:18:53.827]  Help me!
[00:18:54.247 --> 00:18:55.568]  Amy, come over here!
[00:18:55.588 --> 00:18:56.208]  Let's talk!
[00:18:56.628 --> 00:18:57.109]  Okay, great!
[00:18:57.229 --> 00:18:59.470]  I mean, we have a yellow lady.
[00:18:59.510 --> 00:19:00.111]  What's your name?
[00:19:01.051 --> 00:19:01.631]  Bernadette!
[00:19:01.831 --> 00:19:03.592]  Hi Bernadette!
[00:19:03.652 --> 00:19:05.533]  Why kill this son?
[00:19:06.453 --> 00:19:07.634]  Why can't I?
[00:19:07.714 --> 00:19:12.056]  Why murder this son on that piece of shit wood?
[00:19:12.456 --> 00:19:13.456]  Come outside!
[00:19:14.357 --> 00:19:16.137]  I brought my ravens for you to kill.
[00:19:16.437 --> 00:19:19.919]  And you know what the fucking police, this fucking performance is getting better.
[00:19:20.599 --> 00:19:22.182]  This performance was getting better.
[00:19:22.622 --> 00:19:23.263]  The priest!
[00:19:23.624 --> 00:19:24.505]  Come outside!
[00:19:24.545 --> 00:19:25.446]  We want to talk!
[00:19:25.466 --> 00:19:26.808]  We want to fucking talk!
[00:19:26.828 --> 00:19:32.856]  Where the fuck is the priest terrorizing my motherfucking uterus?
[00:19:32.877 --> 00:19:33.517]  Where the fuck?
[00:19:37.401 --> 00:19:44.401]  Thank God for abortion.
[00:19:44.401 --> 00:19:49.401]  Thank God for abortion.
[00:19:49.401 --> 00:19:54.401]  Thank God for abortion.
[00:19:54.401 --> 00:19:57.401]  Thank God for abortion.
[00:19:57.401 --> 00:20:00.701]  [APPLAUSE]
[00:20:00.701 --> 00:20:04.401]   I mean, to understand, I mean, first of all,
[00:20:04.401 --> 00:20:14.401]   the fact that 20 million, 20 to 30 million of the babies that have been aborted since Roe v. Wade went into law
[00:20:14.401 --> 00:20:18.401]  in the 1970s were black children.
[00:20:18.676 --> 00:20:33.087]  And that Planned Parenthood was explicitly, explicitly explained and designated and promoted by Margaret Sanger to be a way to exterminate black people makes this clip disturbing.
[00:20:34.248 --> 00:20:34.989]  Most disturbing.
[00:20:36.417 --> 00:20:52.948]  And it makes it most disturbing because today the liberal media, the mainstream media, the Anti-Defamation League, will try to tell you that white supremacy is afoot in the form of this shooter.
[00:20:54.769 --> 00:20:55.890]  And certainly it may be.
[00:20:56.710 --> 00:20:57.471]  Obviously it is.
[00:20:58.071 --> 00:21:01.954]  Obviously this violence is completely abhorrent.
[00:21:03.815 --> 00:21:15.242]   But the real white supremacy Is to tell black people to tell all people to tell working class people to tell American citizens that if you can't keep up with an affluent.
[00:21:17.242 --> 00:21:22.443]  Radical material lifestyle, then you should just kill your kids and that they're not kids.
[00:21:23.063 --> 00:21:27.324]  They're just clumps of sales that we can get rid of in our own interest.
[00:21:28.724 --> 00:21:33.805]  When civilizations when society start to sacrifice their young for their old.
[00:21:34.907 --> 00:21:36.207]  We are in a crisis.
[00:21:37.768 --> 00:21:47.250]  Abrahamic faith introduced and changed civilization in the direction where we no longer sacrifice our children.
[00:21:48.550 --> 00:21:55.232]  Again, another vindication of the Bible's wisdom.
[00:21:56.752 --> 00:22:02.934]  Not sacrificing your children separates you from the barbarity that ruled over the ancient world.
[00:22:05.327 --> 00:22:07.107]  Over the last 50 years, we've lost that.
[00:22:08.468 --> 00:22:17.970]  And this clip was a prime example that Satan is at work on all sides, from many angles, with many political ambitions, but many more spiritual ambitions.
[00:22:18.990 --> 00:22:30.553]  We're going to come back next segment with a good friend of mine, David Penn, who is an international businessman, and we're going to talk about some issues that may be even more touchy than abortion.
[00:22:31.393 --> 00:22:32.753]  Please stay over to the next segment.
[00:22:33.034 --> 00:22:34.854]  Thank you, InfoWars, and thank your audience.
[00:22:37.527 --> 00:22:38.387]  Good afternoon.
[00:22:38.407 --> 00:22:40.368]  I'm your guest host, Royce White.
[00:22:41.288 --> 00:22:44.749]  I'm going to be guest hosting InfoWars for the rest of the two hour block.
[00:22:45.369 --> 00:22:46.629]  And I am honored to be here.
[00:22:47.409 --> 00:22:50.790]  Thank you to Alex Jones and the InfoWars team for allowing me this platform.
[00:22:51.650 --> 00:22:55.591]  We're talking about Roe v. Wade and we're going to get David Penn in here as soon as possible.
[00:22:56.672 --> 00:23:01.473]  But, you know, Roe v. Wade is the issue, right?
[00:23:02.173 --> 00:23:03.873]  It's not just another political issue.
[00:23:03.973 --> 00:23:04.793]  It's the issue.
[00:23:06.134 --> 00:23:13.457]   We cannot Have a civilized country, nation, communities without the sanctity of life.
[00:23:15.278 --> 00:23:28.208]  And what dawned on me the other day is not only around the hidden racism of the liberal, globalist, anti-human movement, but also the military interests.
[00:23:29.048 --> 00:23:34.152]  And we have a war right now that's breaking out between Russia and Ukraine, or already has broken out, and we're in it.
[00:23:34.943 --> 00:23:46.007]  And there's this $40 billion bill with a bunch of phantom budget items, $190 million going to the CIA, $5 billion for Joe Biden to use at his discretion.
[00:23:46.047 --> 00:23:47.307]  The man can barely stay awake.
[00:23:48.448 --> 00:23:49.408]  We got big problems.
[00:23:50.028 --> 00:23:57.931]  But still the linchpin of this entire spiritual and societal decay is Roe v. Wade.
[00:23:59.192 --> 00:24:18.912]   And what dawned on me the other day is it seems that The ability to kill a human fetus, to kill a baby in the womb, justifies the ambition for the military-industrial complex to wage war and kill innocent people all across the world.
[00:24:19.913 --> 00:24:20.113]  Right?
[00:24:20.353 --> 00:24:23.415]  Faithless, not faithless, but faceless people.
[00:24:25.186 --> 00:24:35.909]  And that's what Roe v. Wade and abortion and abortion around the world that has reached 30 to 40 million babies per year, 125,000 a day.
[00:24:37.290 --> 00:24:49.453]  That's what was ushered in by abortion, is this dehumanization and this disconnectedness with life and death.
[00:24:51.088 --> 00:24:52.869]  And there are unintended consequences.
[00:24:52.949 --> 00:24:57.532]  There is such a thing as moral hazard around these issues.
[00:24:58.072 --> 00:25:11.039]  And one of the unintended consequences may have been that people's overall value and respect for human life has continued to decay over time.
[00:25:12.600 --> 00:25:13.320]  And we see that.
[00:25:13.340 --> 00:25:15.421]  I mean, we know that that's true.
[00:25:15.521 --> 00:25:16.882]  That's not a conspiracy theory.
[00:25:16.922 --> 00:25:26.857]   I mean, the progressives, you know, The progressives, there's a difference here.
[00:25:27.037 --> 00:25:27.657]  Let me say this.
[00:25:28.397 --> 00:25:35.458]  The two futures of American politics are nationalist populism and socialist populism.
[00:25:35.638 --> 00:25:47.280]  And the progressives, you know, they seem to want to promote that in order for us to be humans, be meaningful, live meaningful lives, that we need to save the earth.
[00:25:47.340 --> 00:25:51.961]  And in order to do so, we have to eat soy or we have to kill our dogs.
[00:25:52.768 --> 00:25:53.909]  But that's not all they promote.
[00:25:54.429 --> 00:25:57.072]  They also promote that we should kill our children.
[00:25:57.312 --> 00:25:58.873]  That our children are not really children.
[00:25:59.013 --> 00:26:03.217]  That every baby that we've aborted is not really the future of this country.
[00:26:03.677 --> 00:26:04.538]  And I reject that.
[00:26:04.658 --> 00:26:12.184]  And I think every patriot, God-loving American listening to this broadcast should reject that.
[00:26:12.724 --> 00:26:17.949]  Now, should you take a weapon into a grocery store and kill unarmed people?
[00:26:18.789 --> 00:26:19.690]  Absolutely not.
[00:26:20.331 --> 00:26:22.800]   That's There's nothing Christian about that.
[00:26:22.840 --> 00:26:24.981]  There's nothing God godly about that.
[00:26:25.021 --> 00:26:26.121]  That is the work of Satan.
[00:26:26.921 --> 00:26:30.182]  But we must become more politically active than we have ever been.
[00:26:31.822 --> 00:26:34.903]  Because it's very clear how this situation got out of hand.
[00:26:35.943 --> 00:26:39.664]  Our politicians sold us out.
[00:26:41.105 --> 00:26:44.045]  We traded our security for freedom.
[00:26:44.145 --> 00:26:45.726]  We traded our freedom for security.
[00:26:45.826 --> 00:26:46.366]  I'm sorry.
[00:26:47.226 --> 00:26:49.427]  We traded our freedom for a material high.
[00:26:50.047 --> 00:27:06.857]   And in doing so, We allowed politicians to broker our citizenship and in doing, and in their brokering, they have made the claim that a human fetus, that a child in the womb has no rights, has no citizenship.
[00:27:07.637 --> 00:27:09.838]  We must protect the citizenship of the unborn.
[00:27:10.578 --> 00:27:16.601]  Now I want to bring in my guest today, David Penn, who's a friend, someone I consider family.
[00:27:16.641 --> 00:27:18.261]  He's an international businessman.
[00:27:18.941 --> 00:27:20.082]  He's a believer in God.
[00:27:21.092 --> 00:27:22.712]  He is somebody who is a mentor.
[00:27:23.252 --> 00:27:26.313]  He is somebody who has a very rich understanding of history.
[00:27:26.813 --> 00:27:28.133]  We have great conversations.
[00:27:28.693 --> 00:27:29.774]  And he happens to be Jewish.
[00:27:31.694 --> 00:27:34.794]  Please, David Penn, bring David in.
[00:27:35.014 --> 00:27:37.415]  And I want to say something else before David and I start.
[00:27:40.615 --> 00:27:50.910]   It's interesting that today, with everything else that's going on, a culture war is going to continue to brew And spill over.
[00:27:51.810 --> 00:28:01.817]  And the culture war around white supremacy, black people and racism in our history and Jewish people is a never-ending three-card Monte.
[00:28:02.618 --> 00:28:04.319]  I've said it before and I'll say it again.
[00:28:06.761 --> 00:28:08.162]  The black bourgeoisie.
[00:28:09.282 --> 00:28:15.847]  There is a there is a secular Jewish elite that have taken advantage of the Jewish people.
[00:28:16.491 --> 00:28:21.412]  In the same way that the black bourgeoisie here in America have taken advantage of black people.
[00:28:21.793 --> 00:28:30.395]  And there are elites of every creed, ethnicity, color, age, gender, that have been predatory on the common folks.
