[00:00:00.000 --> 00:00:16.480]  [Outro]
[00:05:37.535 --> 00:05:42.959]  I've covered, personally, three Bilderberg Group meetings in Chantilly, Virginia, every four years.
[00:05:43.019 --> 00:05:43.919]  They don't meet in Europe.
[00:05:43.959 --> 00:05:46.241]  They meet every fourth year in D.C.
[00:05:46.321 --> 00:05:50.223]  And this time, they put out a press release about what they're discussing there.
[00:05:51.624 --> 00:05:59.109]  Just a decade ago, mainstream news was still saying the Bilderberg Group did not exist, ladies and gentlemen.
[00:05:59.270 --> 00:06:01.111]  And who was the head of the Bilderberg Group?
[00:06:02.520 --> 00:06:06.907]  Well, it of course was Klaus Schwab, ladies and gentlemen.
[00:06:07.447 --> 00:06:17.662]  So we're going to be getting into that and understanding who is behind the push for gun control and open borders and devalued currencies and forced inoculations and so much more.
[00:06:18.652 --> 00:06:22.455]  Today we will get into that at the bottom of the hour.
[00:06:22.916 --> 00:06:25.798]  We have more major geoengineering news.
[00:06:25.818 --> 00:06:33.465]  As major governments admit, they're not just spraying chemicals into the air, they're spraying biocides or pesticides that attack all life.
[00:06:33.925 --> 00:06:36.387]  That is in government reports out of the EU and Spain.
[00:06:36.527 --> 00:06:39.990]  More has come out since we spent an hour on that yesterday.
[00:06:40.411 --> 00:06:43.113]  Same groups, same organizations running that.
[00:06:43.173 --> 00:06:44.834]  We obviously have the big story.
[00:06:45.495 --> 00:06:54.388]  But I'm going to start covering next segment, and that is Joe Biden's treasonous declaration of war against the right to keep and bear arms.
[00:06:54.889 --> 00:07:12.208]   The Revolutionary War, after a long train of usurpations and abuses, started in 1776 when the Redcoats came to take the guns at Lexington and at Concord and now they have declared they're coming for the guns.
[00:07:12.569 --> 00:07:17.652]  Got a bunch of clubs of Democrats in Congress in open committee hearings saying we don't care what you do.
[00:07:17.712 --> 00:07:19.333]  We don't care what the Supreme Court says.
[00:07:20.354 --> 00:07:20.995]  These are quotes.
[00:07:21.395 --> 00:07:25.919]  We are going to take all your semi-autos and register all the rest.
[00:07:25.979 --> 00:07:31.725]  And we know that's a formula worldwide that they've done in the UK and Australia and New Zealand and countless other places.
[00:07:32.806 --> 00:07:37.450]  Italy, they then take the guns once they've registered them.
[00:07:38.311 --> 00:07:41.353]  And so it is all going down right now.
[00:07:41.414 --> 00:07:49.223]   We'll also be covering As the invasion enters the 100th day, Russia now holds 20% of Ukraine, Zelensky now admits.
[00:07:49.263 --> 00:08:00.690]  But the key is, that area is 90% of oil and gas refineries and control of all the major ports to the Black Sea.
[00:08:01.231 --> 00:08:08.095]  So Russia has basically cut off Ukraine and is in control of its economy.
[00:08:08.155 --> 00:08:11.637]  And mainline analysts are saying Putin has already won.
[00:08:14.505 --> 00:08:19.047]  Meanwhile, Biden has approved long-range missiles to target Russia.
[00:08:20.748 --> 00:08:23.289]  Russia is calling that a very serious act of war.
[00:08:23.329 --> 00:08:27.491]  This is deteriorating very, very quickly.
[00:08:27.891 --> 00:08:33.834]  We're going to be laying all of that out today and opening the phones up in the second hour.
[00:08:35.023 --> 00:08:44.795]  A very informative, very intelligent lady, Jenna Ellis, one of Trump's main impeachment lawyers, will be joining us to cover a host of issues in the third hour.
[00:08:45.456 --> 00:08:54.327]  Biden attacking the Second Amendment, free speech issues are under attack, Pride Month, the LGBT agenda, going after kids, the Supreme Court decision.
[00:08:55.419 --> 00:09:00.105]  And so much more coming up with her in the third hour today.
[00:09:00.446 --> 00:09:02.508]  First hour, jam-packed with news and analysis.
[00:09:03.089 --> 00:09:05.592]  Second hour, jam-packed with news and your calls.
[00:09:05.973 --> 00:09:07.415]  Third hour, Jenna Ellis.
[00:09:08.076 --> 00:09:13.303]  And then a lot more coming up, obviously, in the fourth hour as news develops and unfolds.
[00:09:14.517 --> 00:09:18.761]  We've got a lot of news also dealing with COVID-19.
[00:09:19.322 --> 00:09:21.704]  In fact, every day the news just gets bigger.
[00:09:21.844 --> 00:09:26.128]  That stack is absolutely insane.
[00:09:27.281 --> 00:09:31.383]  And we're going to be hitting that in the final segment of this hour.
[00:09:31.983 --> 00:09:33.103]  Wait till you hear this.
[00:09:34.004 --> 00:09:35.224]  I have Der Spiegel.
[00:09:35.744 --> 00:09:37.125]  I have the Boston Globe.
[00:09:37.625 --> 00:09:39.065]  I have the LA Times.
[00:09:39.766 --> 00:10:04.246]   I have countless publications admitting record numbers of people in the hospitals, record numbers of ER visits, all-time record highs, double what it was just a few years ago with unexplained heart attacks, blood clots, Strokes, including in young people, and of course, what did all the scientists warn would happen?
[00:10:04.946 --> 00:10:09.387]  What did the CDC's own document in October of 2020 say, before the injections began?
[00:10:09.407 --> 00:10:12.748]  A list of what is now plugging everyone.
[00:10:13.468 --> 00:10:20.790]  100% confirmed with all the insurance actuaries, a 40 plus percent death rate in 18 to 64, the working age.
[00:10:24.571 --> 00:10:28.653]  Precedented information we're going to be breaking down.
[00:10:28.914 --> 00:10:32.636]  That's just one area of the stack.
[00:10:33.296 --> 00:10:50.807]  They are admitting, and it's already happening in New York and California and other areas, that the lockdowns are coming back, the mask mandates are coming back, children are being barred and high schoolers from graduation ceremonies have not been injected with at least three of the deadly shots.
[00:10:52.486 --> 00:10:58.349]  It is unbelievable what we have in that stack as well.
[00:10:59.209 --> 00:11:03.711]  But I'm going to get this out here right now, ladies and gentlemen, because it's so incredibly important.
[00:11:05.252 --> 00:11:08.654]  We're taking George Soros and the New World Order on at Point Blank Range.
[00:11:08.894 --> 00:11:10.895]  And to get to you, they've got to get through us.
[00:11:10.955 --> 00:11:16.017]  And they see us as a media outlet, as the number one enemy, because we've got their number and we've studied them.
[00:11:17.355 --> 00:11:25.223]  And as long as you stand with us, and as long as you spread the word, and as long as you financially keep us on air, as long as you pray for us, we're not going anywhere.
[00:11:25.603 --> 00:11:28.586]  And our most important work that we've ever done is now happening.
[00:11:28.906 --> 00:11:34.732]  The people's minds, their intellects are now more open than they've ever been to the truth.
[00:11:35.413 --> 00:11:38.616]  But I can't do it without your support, so I make it really easy.
[00:11:40.464 --> 00:11:45.287]  If you go to InfoWarsTore.com, we have game-changing products that everyone needs.
[00:11:45.707 --> 00:11:48.129]  And this sale is running through Sunday and it's got to end.
[00:11:48.529 --> 00:11:58.936]  Double Patriot points, up to 60% off on things like immune support, super concentrated known herbs and compounds to help bring your immune system to the next level.
[00:11:59.984 --> 00:12:21.641]  Alpha Power, Brain Force Ultra, Vitamin D3 Gummies, Ultimate Fish Oil, Ultimate Cruel Oil, Highest Grades, Incredible Free Cardiovascular System, Whole Food, Multivitamin, Highest Grade, 40% off, all Dr. Jones Naturals, that's the toothpaste, that's the mouthwash, that's the Cobb & Chill, the Rocket Rest, the Top Brain, the Primal Youth, it's all 40% off as well at InfoWarStore.com.
[00:12:23.522 --> 00:12:32.148]  And I want to encourage you all to go there and take part in the Memorial Day Mega Sale that is getting very long on the tooth and will be ending Sunday.
[00:12:33.289 --> 00:12:34.550]  Also, other good news.
[00:12:37.532 --> 00:12:42.796]  2,000 mules absolutely proves the election was stolen through the ballot harvesting fraud.
[00:12:43.437 --> 00:12:44.958]  Everybody needs to have it on their shelf.
[00:12:45.038 --> 00:12:50.022]  Everybody needs the HD DVD with all the extras so that you can show friends, family, neighbors.
[00:12:50.542 --> 00:12:51.343]  Put it on at your church.
[00:12:52.003 --> 00:12:54.284]  It's good to have a hard copy so it can't be censored.
[00:12:54.705 --> 00:12:55.965]  And it supports the broadcast.
[00:12:56.386 --> 00:13:00.588]  We have the next to Susan's 2000 mules in stock right now.
[00:13:01.069 --> 00:13:07.432]  And the new part three of COVID land is out the injection, the shot what's in it, you can get them both off together for 30% off.
[00:13:08.473 --> 00:13:17.262]  Or buy them individually at an even bigger discount when you buy all three parts of Coven Land with 2,000 mules at InfoWarsStore.com.
[00:13:17.583 --> 00:13:22.928]  It is so important with all the censorship to have hard copies of all of these important historical works.
[00:13:23.249 --> 00:13:26.672]  And I'm telling you, 2,000 mules is insanely powerful.
[00:13:26.953 --> 00:13:32.676]   The smoking gun and Coven Land And the three-part series is amazing as well, and it keeps us on air.
[00:13:33.056 --> 00:13:38.217]  Infowarsstore.com or 888-253-3139.
[00:13:38.257 --> 00:13:41.698]  That's 888-253-3139.
[00:13:41.718 --> 00:13:52.080]  And there are less than 2,000 of the final coin in the three-part founding member series at 1776coin.com.
[00:13:52.379 --> 00:13:56.419]   The second amendment coin that just so happened to come out was planned six months ago, a
[00:13:56.419 --> 00:13:59.460]  minute, a month ago, came in a week and a half ago.
[00:13:59.460 --> 00:14:00.739]  Wasn't planned for all this.
[00:14:00.739 --> 00:14:06.000]   It was the third coin in the series I designed with our great craftsman.
[00:14:06.000 --> 00:14:09.860]   But it is available and everybody that's a founding member, you give us your email when
[00:14:09.860 --> 00:14:14.120]   you get the coin, we'll be getting a lot of special deals, special films, and a lot more
[00:14:14.120 --> 00:14:15.120]  starting very, very soon.
[00:14:15.120 --> 00:14:19.159]   In fact, next week we're going to send out major discount promo codes to everybody and
[00:14:19.159 --> 00:14:22.759]   some little special mementos as well to everybody that has gotten the coins.
[00:14:22.773 --> 00:14:23.993]  So get yours while you still can.
[00:14:24.153 --> 00:14:25.174]  There's only three in the set.
[00:14:25.474 --> 00:14:26.614]  This is the third and last one.
[00:14:26.634 --> 00:14:28.515]  This is the only chance to ever have a founding member coin.
[00:14:28.835 --> 00:14:29.935]  Get yours now at 1776coin.com.
[00:14:29.975 --> 00:14:31.215]  1776coin.com or patriotcollectibles.com.
[00:14:31.034 --> 00:14:36.034]  1776coin.com or PatriotCollectibles.com.
[00:14:36.034 --> 00:14:37.034]  We'll be back.
[00:14:37.034 --> 00:14:40.834]   The treasonous declaration of war against your right to protect yourself and your family
[00:14:40.834 --> 00:14:44.274]   by the corrupt globalists that are running this country to the ground and who use taxpayer
[00:14:44.274 --> 00:14:48.434]   money to pay for an army of bodyguards, both public and private, has been made.
[00:14:48.469 --> 00:14:49.470]  It is high treason.
[00:14:50.191 --> 00:14:51.672]  Biden must be impeached.
[00:14:53.274 --> 00:14:56.537]  Here's what the overwhelming majority of American people believe we must do.
[00:14:57.918 --> 00:15:03.003]  Here's what the families in Buffalo and Uvalde in Texas told us we must do.
[00:15:04.321 --> 00:15:07.443]  We need to ban assault weapons and high-capacity magazines.
[00:15:08.324 --> 00:15:14.447]  And if we can't ban assault weapons, then we should raise the age to purchase them from 18 to 21.
[00:15:15.848 --> 00:15:17.169]  Strengthen background checks.
[00:15:18.110 --> 00:15:20.651]  Enact safe storage law and red flag laws.
[00:15:21.732 --> 00:15:25.254]  Repeal the immunity that protects gun manufacturers from liability.
[00:15:26.715 --> 00:15:30.818]  Address the mental health crisis, deepening the trauma.
[00:15:32.791 --> 00:15:35.352]  Of gun violence and as a consequence of that violence.
[00:15:36.612 --> 00:15:39.434]  These are rational, common sense measures.
[00:15:40.934 --> 00:15:41.894]  Here's what it all means.
[00:15:41.954 --> 00:15:42.735]  It all means this.
[00:15:43.634 --> 00:15:49.394]   We should reinstate the assault weapons ban on high capacity magazines that we passed in 1994
[00:15:49.394 --> 00:15:53.875]   with bipartisan support in Congress and the support of law enforcement.
[00:15:53.875 --> 00:16:04.673]   Our lives the same as you did when you were kids, but we can't let you get away with this anymore.
[00:16:04.673 --> 00:16:07.473]  Enough is enough.
[00:16:07.639 --> 00:16:14.283]  Enough of you telling us that school shootings are a fact of life when every other country like ours has virtually ended it.
[00:16:15.463 --> 00:16:19.385]  Enough of you blaming mental illness and then defunding mental health care in this country.
[00:16:20.265 --> 00:16:21.926]  Enough of your thoughts and prayers.
[00:16:22.106 --> 00:16:22.447]  Enough.
[00:16:23.687 --> 00:16:24.027]  Enough.
[00:16:25.688 --> 00:16:29.310]  You will not stop us from advancing the Protecting Our Kids Act today.
[00:16:30.168 --> 00:16:34.631]  You will not stop us from passing it in the House next week, and you will not stop us there.
[00:16:36.092 --> 00:16:39.534]  If the filibuster obstructs us, we will abolish it.
[00:16:40.555 --> 00:16:48.580]  If the Supreme Court objects, we will expand it, and we will not rest until we have taken weapons of war out of circulation in our communities.
[00:16:49.661 --> 00:16:54.444]  Each and every day, we will do whatever it takes to end gun violence, whatever it takes.
[00:16:55.585 --> 00:17:00.881]   What we will do Is not fail the children of this country the way that you have failed us?
[00:17:01.322 --> 00:17:04.924]  The generations of Columbine, Sandy Hook, Parkland, and Uvalde?
[00:17:05.684 --> 00:17:07.684]  I yield back, Madam Chair.
[00:17:08.684 --> 00:17:12.684]  [Music]
[00:17:12.684 --> 00:17:15.684]   Nadler, we got the club coming up, the head of the committee,
[00:17:15.684 --> 00:17:20.994]   then says we can't trust 18-year-olds on any guns, but they need to be able to join the military and kill
[00:17:20.994 --> 00:17:22.684]  people.
[00:17:22.684 --> 00:17:25.444]  (dramatic music)
[00:17:25.444 --> 00:17:28.444]  [Music]
[00:17:26.880 --> 00:17:36.326]  I was hunting by myself when I was eight years old with a 12-gauge shotgun and bringing Dove back to the house for my grandmother to cook for dinner.
[00:17:36.346 --> 00:17:40.228]  I was shooting shotguns when I was four years old.
[00:17:42.150 --> 00:17:46.973]  And they have domesticated so much of this country.
[00:17:47.013 --> 00:17:48.374]  We can't let this continue.
[00:17:50.255 --> 00:17:52.476]  The worst school shooting numbers we've ever had is 118 in one year.
[00:17:55.151 --> 00:17:56.571]  That's counting mass shootings, period.
[00:17:56.631 --> 00:17:57.292]  That was Vegas.
[00:17:58.292 --> 00:17:59.852]  All numbers that year, a few years ago.
[00:18:01.053 --> 00:18:03.773]  With 100,000 plus a year dying of drug overdoses.
[00:18:04.674 --> 00:18:07.794]  These people don't give a rat's ass about any of that.
[00:18:09.575 --> 00:18:10.075]  Incredible.
[00:18:12.096 --> 00:18:20.938]  And so it is on the World Economic Forum's top agenda to disarm the American people under the UN treaty, UNIDIR.
[00:18:23.934 --> 00:18:25.315]  And I've said it over and over again.
[00:18:26.555 --> 00:18:27.735]  Biden's cut off our energy.
[00:18:28.936 --> 00:18:32.537]  He's completely opened our borders and violated federal law and allowed massive human smuggling.
[00:18:33.618 --> 00:18:34.758]  We got him cut and dry.
[00:18:37.159 --> 00:18:37.579]  Impeachment.
[00:18:39.068 --> 00:18:40.789]  And Republican leadership says we don't have the votes.
[00:18:41.570 --> 00:18:42.430]  It doesn't matter.
[00:18:42.510 --> 00:18:46.693]  Going into the election, you take the narrative away from them, you point out what they've done.
[00:18:47.633 --> 00:18:54.998]  Polls show 90-some percent of Americans don't care about January 6, and 80-plus percent don't care about Ukraine.
[00:18:55.718 --> 00:19:00.540]  They care about the inflation and the baby formula shortages and the open border.
[00:19:00.840 --> 00:19:03.821]  Plus, it's unconstitutional and illegal what Biden's doing.
[00:19:03.921 --> 00:19:16.566]  It's our duty to impeach him or to try, and it will force the issue and prepare the way after the midterms for the win of the House and Senate for Republicans to actually remove him.
[00:19:16.826 --> 00:19:20.307]  And they say, well, we'll just get Kamala Harris and Nancy Pelosi.
[00:19:20.387 --> 00:19:21.388]  We'll get rid of them, too.
[00:19:22.600 --> 00:19:33.389]  It's your duty when someone violates the Constitution and pisses in the face of our hard-fought rights to stand up against it and to stop it.
[00:19:35.171 --> 00:19:37.432]  Not to aid to bet the damn thing, excuse me.
[00:19:39.474 --> 00:19:41.436]  So it must happen.
[00:19:43.117 --> 00:19:58.494]   Here is Nadler again saying We can't let 18-year-olds have guns, but they need to register for selective service because they need to be able to be forced into the military.
[00:20:00.938 --> 00:20:04.222]  Oxymoronic murder of logic in your face.
[00:20:04.262 --> 00:20:04.623]  Here it is.
[00:20:05.951 --> 00:20:08.713]  Um, we recognize different ages for different purposes.
[00:20:09.233 --> 00:20:10.794]  We recognize 18 for the draft.
[00:20:11.454 --> 00:20:15.457]  We recognize, uh, 16 for driving in some states.
[00:20:15.477 --> 00:20:18.699]  We recognize, uh, uh, 21 for drinking.
[00:20:18.719 --> 00:20:22.841]  Um, so we recognize different ages for different purposes.
[00:20:23.462 --> 00:20:24.262]  That's all I want to say.
[00:20:24.282 --> 00:20:25.063]  Thank you, Mr. Chairman.
[00:20:25.103 --> 00:20:26.624]  Could I have a second to engage that?
[00:20:26.964 --> 00:20:27.304]  Certainly.
[00:20:27.344 --> 00:20:28.625]  I'll yield to the gentleman for Kentucky.
[00:20:29.385 --> 00:20:33.127]  Would the chairman join me in co-sponsoring a bill to raise the draft age to 21?
[00:20:33.307 --> 00:20:33.687]  No.
[00:20:34.987 --> 00:20:38.449]  But the chairman feels that their brains aren't fully formed at 18, 19, and 20?
[00:20:38.509 --> 00:20:50.533]  The research does indicate that, in certain respects, but the Selective Service needs... I mean, if the country needs people, it needs people.
[00:20:50.553 --> 00:20:52.434]  It needs people whose brains aren't fully formed?
[00:20:52.774 --> 00:20:53.734]  In certain respects, yes.
[00:20:54.335 --> 00:20:54.995]  I yield back.
[00:20:57.202 --> 00:20:58.623]  Directly waging war on logic.
[00:20:58.643 --> 00:21:02.845]  119 people is too many to die in America's worst mass shooting year ever.
[00:21:02.684 --> 00:21:03.684]  Go and put that to a vote.
[00:21:03.684 --> 00:21:04.684]  Don't lie.
[00:21:04.684 --> 00:21:05.684]  Don't lie.
[00:21:05.684 --> 00:21:11.684]  Directly waging war on logic.
[00:21:11.684 --> 00:21:22.563]   118 people is too many to die in America's worst mass shooting year ever.
[00:21:22.563 --> 00:21:28.484]   But when it comes to real death in this country, it's not even a blip on the radar screen.
[00:21:28.484 --> 00:21:38.484]  [BLANK_AUDIO]
[00:21:29.578 --> 00:21:30.378]  And they know that.
[00:21:31.298 --> 00:21:35.319]  But Stalin said one man dies, it's a tragedy.
[00:21:36.840 --> 00:21:38.660]  Ten thousand die, it's a statistic.
[00:21:39.841 --> 00:21:45.022]  And that's absolutely true, what that tyrant dictator had to say.
[00:21:48.323 --> 00:21:55.445]  They can pull on your heartstrings all day long about dead children.
[00:21:56.872 --> 00:22:03.038]  And then it turns out six people have reported he said he was going to shoot the school up.
[00:22:05.020 --> 00:22:05.941]  And the police knew.
[00:22:07.402 --> 00:22:15.410]  And they did nothing, just like the white supremacist that killed 10 innocent black people at a Buffalo grocery store three weeks ago.
[00:22:18.433 --> 00:22:27.956]   And now they are passing a bill In California, with the Governor's support, do not report threats of mass shootings.
[00:22:28.436 --> 00:22:32.397]  You cannot make this up.
[00:22:33.998 --> 00:22:35.298]  They want to kill you in the womb.
[00:22:36.959 --> 00:22:38.679]  They want to kill the old people with euthanasia.
[00:22:39.019 --> 00:22:40.620]  Bill Gates tells us there's too many people.
[00:22:41.840 --> 00:22:46.702]  But they love us so much, they want to take our guns to protect, on average, 47 children.
[00:22:48.880 --> 00:22:55.866]  Murdered each year in cold blood in the big flashing neon sign of public schools.
[00:22:56.407 --> 00:22:57.187]  Crazy people!
[00:22:57.267 --> 00:22:58.088]  It's an option!
[00:22:58.609 --> 00:23:00.650]  Don't die by suicide by cop!
[00:23:00.690 --> 00:23:01.351]  Don't kill yourself!
[00:23:01.731 --> 00:23:02.832]  Go kill a bunch of kids!
[00:23:02.872 --> 00:23:03.533]  You're a devil!
[00:23:03.813 --> 00:23:04.373]  You're a devil!
[00:23:04.494 --> 00:23:05.014]  Kill kids!
[00:23:05.054 --> 00:23:05.514]  Kill kids!
[00:23:06.383 --> 00:23:10.887]  And we know from the statistics and studies, the more media coverage there is of mass shootings, the more it happens.
[00:23:11.087 --> 00:23:13.268]  So it's still very rare, but it is going up.
[00:23:13.849 --> 00:23:15.170]  Because we've got an evil problem.
[00:23:15.830 --> 00:23:18.673]  Alright, the Bilderberg Group, meeting in secret in D.C.
[00:23:19.013 --> 00:23:19.974]  Straight ahead, stay with us.
[00:23:20.614 --> 00:23:23.536]  A lot of people got arrested.
[00:23:24.697 --> 00:23:26.218]  A lot of people got persecuted.
[00:23:27.379 --> 00:23:29.381]  A lot of people got attacked and demonized.
[00:23:30.822 --> 00:23:36.246]  To bring you the information we've got right here today on this June 3rd, Friday edition.
[00:23:37.927 --> 00:23:47.254]  It was Westbrook Pegler, Westbrook Pegler, back in the 1960s, who was a major syndicated political writer.
[00:23:48.835 --> 00:23:54.559]  And his sources started pointing out meetings in Europe, but also meetings every four years in the U.S.
[00:23:54.619 --> 00:24:12.965]   on the East Coast, where hundreds of members of the Dutch royal family And the British royal family and the presidents and prime ministers would rent out hotels and block them all off and then meet for four days.
[00:24:14.726 --> 00:24:20.070]  And he went and covered it for a decade before he retired and could never figure out the name or who it was.
[00:24:21.751 --> 00:24:35.960]   Then Anthony Sutton, the Head of Congressional Archives was given inside information from Charlotte Iserby, whose father and grandfather were Skull & Bones members, and they knew the name.
[00:24:36.861 --> 00:24:37.541]  Bilderberg Group.
[00:24:40.561 --> 00:24:47.883]  So it wasn't until the 70s that we even knew the name.
[00:24:49.511 --> 00:24:50.411]  Of the organization.
[00:24:50.851 --> 00:24:52.712]  And now we know it, it's like passé.
[00:24:53.312 --> 00:24:55.393]  InfoWars isn't up covering Bilderberg this year.
[00:24:57.373 --> 00:24:59.094]  No one's covering it, physically.
[00:24:59.134 --> 00:25:00.254]  We're talking about it.
[00:25:00.534 --> 00:25:01.834]  Paul Watson's doing reports about it.
[00:25:01.854 --> 00:25:02.594]  Kit Daniels is.
[00:25:03.135 --> 00:25:03.715]  Breitbart did.
[00:25:03.895 --> 00:25:04.775]  Nobody else I know of.
[00:25:07.096 --> 00:25:08.196]  And why is that important?
[00:25:08.816 --> 00:25:36.656]   Well, if you're ruled by a shadowy group, and they didn't want people to know they existed, because the devil's biggest trick is to convince the world they didn't exist, And then, going back about 15 years ago, the media went from denying it existed, because DrudgeReport.com, back when Drudge was running it or whatever's happened, I'm not sure, but back when Drudge was still in charge of it, or back before Drudge changed his mind, I haven't talked to Drudge in years, I don't know.
[00:25:38.077 --> 00:25:42.119]  We're showing footage in 2013, north of London, covering Bilderberg.
[00:25:43.400 --> 00:25:45.181]  Thousands of protesters, the media showed up.
[00:25:47.682 --> 00:25:56.608]  And they went from denying it existed about 15 years ago in the London Guardian, a lot of publications, to saying it existed.
[00:25:56.708 --> 00:26:10.617]  But for a good five years, there was a paradox where the New York Times, the Washington Post, and the Associated Press still said it did not exist.
