[00:00:00.000 --> 00:00:12.000]  [outro]
[00:04:26.041 --> 00:04:33.747]  This coming Memorial Day, remember and honor the ancestors who died for our freedom, because it may very well be our last.
[00:04:34.068 --> 00:04:39.832]  Here we need a vast military-style campaign to marshal the strength of the global private sector.
[00:04:40.493 --> 00:04:45.857]  It offers the only real prospect of achieving fundamental economic transition.
[00:04:46.738 --> 00:04:49.200]  Reporting for InfoWars, this is Greg Reese.
[00:04:50.919 --> 00:04:54.002]  Ladies and gentlemen, it's Sunday, May 22nd.
[00:04:54.402 --> 00:04:56.044]  We have breaking massive intel.
[00:04:56.064 --> 00:04:57.745]  Stay with us back in 60 seconds.
[00:05:00.468 --> 00:05:02.469]  Hard to believe it's Sunday, May 22nd.
[00:05:02.509 --> 00:05:03.550]  The year is 2022.
[00:05:03.630 --> 00:05:12.218]  We're about to break exclusive global information with this bomb show.
[00:05:12.358 --> 00:05:13.119]  InfoWars.
[00:05:13.278 --> 00:05:15.278]  Tomorrow's news today.
[00:05:15.278 --> 00:05:25.358]  This is a Sunday emergency broadcast.
[00:05:25.340 --> 00:05:26.780]  New global lockdowns imminent.
[00:05:27.460 --> 00:05:30.061]  A smokescreen for impending worldwide financial collapse.
[00:05:30.661 --> 00:05:34.882]  Announcement of the new world order, the global cashless society control grid.
[00:05:35.642 --> 00:05:42.864]  Again, thank you so much for joining us on this live Sunday broadcast that was supposed to be taken off the air years ago.
[00:05:43.564 --> 00:05:44.445]  The globalists failed.
[00:05:44.585 --> 00:05:49.106]  I'm going to try to be very calm today and get through all this news.
[00:05:49.126 --> 00:05:50.226]  I've done a lot of preparation.
[00:05:51.553 --> 00:05:52.573]  What I'm about to lay out.
[00:05:53.454 --> 00:05:54.774]  But let me just say this.
[00:05:56.254 --> 00:05:57.995]  All of this is completely transparent.
[00:05:58.075 --> 00:06:01.436]  That the COVID-19 was produced in a lab.
[00:06:01.456 --> 00:06:03.616]  That this is a lab-grown monkeypox.
[00:06:04.096 --> 00:06:10.878]  That they war-gamed the last few years having the next pandemic be a smallpox variant monkeypox specifically.
[00:06:11.598 --> 00:06:16.620]  Bill Gates is there as if we're blind and stupid preparing the entire thing with the UN.
[00:06:18.294 --> 00:06:26.500]  Right as they meet trying to get countries to sign their sovereignty over in Switzerland next week to the World Economic Forum in the UN.
[00:06:27.421 --> 00:06:37.248]  Two weeks ago the United Nations publicly merged with the World Economic Forum saying they will take corporate orders from the Bilderberg Group created organization.
[00:06:37.288 --> 00:06:47.515]   So we have lived to see the Bilderberg Group from being secret With this world government depopulation aims to now having the World Economic Forum in control of the United Nations.
[00:06:47.795 --> 00:06:49.376]  Absolutely incredible.
[00:06:49.416 --> 00:06:52.839]  The New World Order is preparing their final attack.
[00:06:54.660 --> 00:06:58.603]  Now, we have all the evidence of that.
[00:06:58.643 --> 00:06:59.544]  We're going to be going over it.
[00:07:00.555 --> 00:07:06.838]  Then we have the other prongs, the other heads of the Hydra, how they're coming after humanity for depopulation.
[00:07:07.478 --> 00:07:11.820]  And Bill Maher even saying they're targeting children with a trans agenda to sterilize them.
[00:07:12.520 --> 00:07:13.180]  That's what it is.
[00:07:14.441 --> 00:07:19.223]  Within some Democrat-controlled areas, up to half the elementary students identifying as another sex.
[00:07:19.483 --> 00:07:24.025]  This is total brainwashing, total control, the end of our species as we know it.
[00:07:24.525 --> 00:07:26.046]  We have that information.
[00:07:27.304 --> 00:07:31.145]  Then we have Biden signing the $40 billion Ukraine aid package as U.S.
[00:07:31.165 --> 00:07:35.146]  stocks suffered the longest losing streak since the Great Depression.
[00:07:36.627 --> 00:07:54.472]  We're going to be looking at every different angle of this as even the U.N., who's been running it, and the World Economic Forum warn of the very worldwide food collapse they have engineered that we told you would happen 27 months ago when they initiated this phase of Agenda 2030, now that they have implemented Agenda 21.
[00:07:56.906 --> 00:08:15.061]  Also today, and I'm going to cover this when we get into all this Monkeypox Lockdown 2.0 news in the next segment, is that I've already read a lot of big studies, I've talked to a lot of different sources, but I also have sources of individuals that have been the chief scientists at major pharmaceutical companies.
[00:08:16.282 --> 00:08:20.126]  I have sources right here in Austin that head up large biotech companies.
[00:08:21.124 --> 00:08:33.752]  Genetic engineering companies, and I have sources, there are some of the most prominent people in the liberty movement, the medical freedom movement, the anti-globalist movement, that realize this is a global biomedical tyranny takeover.
[00:08:34.632 --> 00:08:40.776]  Now I've known this for over a year and a half, and Mike Adams wrote articles about it a year and a half ago at Natural News, and showed the studies.
[00:08:41.717 --> 00:08:52.447]   But now I have talked to multiple individuals separately, who have been to the major laboratories in the United States and Europe, And they named names, but we're not able to release it yet.
[00:08:54.268 --> 00:09:09.061]  Where they have gone in and sequenced with billion-dollar equipment, CRISPR systems, what the spike protein is doing that is implemented in the body via the Pfizer, Moderna, AstraZeneca, and J&J injections.
[00:09:10.962 --> 00:09:13.645]  The J&J and AstraZeneca do it one way.
[00:09:13.705 --> 00:09:18.429]  They inject a virus with a DNA pet payload of different animals.
[00:09:19.416 --> 00:09:25.416]   into your body and then orders your cells to make that part of your DNA that's passed on to the next generation.
[00:09:25.416 --> 00:09:32.456]   It's done similarly by affecting the outside of the cell and programming it to go to the nuclei with the mRNA
[00:09:32.456 --> 00:09:33.416]  injections.
[00:09:33.416 --> 00:09:39.416]   But what we know is, and this has already come out, I mean this is in the mainline medical literature.
[00:09:39.416 --> 00:09:45.416]   I showed this on Friday that, in fact, can you guys pull that out of Friday's stack?
[00:09:45.493 --> 00:10:01.261]  It was just a bunch of big studies on chimpanzee and animal DNA in all of these injections and also human DNA that they mix in to the other genetic code, RNA, DNA they're putting in.
[00:10:01.581 --> 00:10:15.508]   They then put in animal and human DNA into that, carrying other viruses and other payloads that will then be released, not just in this generation, but particularly in future generations.
[00:10:15.948 --> 00:10:20.951]  The spike protein alone is then absorbed because it has human and animal DNA attached to it.
[00:10:21.751 --> 00:10:30.356]  And then your body starts producing spike protein that gives you cancer, that destroys your fertility, that causes prion disease in the liver and the brain.
[00:10:30.916 --> 00:10:31.877]  And this is all admitted.
[00:10:33.655 --> 00:10:48.282]  It is now confirmed, ladies and gentlemen, that this is the kill switch being implemented into the very DNA of our bodies, and it particularly migrates into the ovaries and testicles.
[00:10:48.602 --> 00:10:49.842]  Absolutely incredible.
[00:10:51.723 --> 00:10:53.744]  This is the most important information we've ever covered.
[00:10:54.584 --> 00:10:57.886]  And I'll probably in a week or two say this is the most important, because things are escalating.
[00:10:59.397 --> 00:11:03.341]  Twenty years ago, maybe once or twice, every few years I'd say this is the most important information.
[00:11:03.761 --> 00:11:07.665]  Now it's almost every day because it's all unfolding.
[00:11:07.746 --> 00:11:21.399]  And if we don't figure out what they're doing, and we have figured it all out from their own statements and plans, this broadcast has, and many of our guests have, and if we don't get that to the rest of the leaders in the world that don't know what they're facing, it's the end of humanity as we know it.
[00:11:21.980 --> 00:11:24.462]  This is not a dystopic science fiction horror movie.
[00:11:24.862 --> 00:11:27.944]  This is 2022 on the planet Earth.
[00:11:28.504 --> 00:11:29.865]  They're announcing world government.
[00:11:30.245 --> 00:11:38.851]  They're announcing global digital IDs to buy and sell everywhere from Italy to France to Germany to Australia to Canada.
[00:11:39.271 --> 00:11:42.734]  They are announcing just unbelievable information.
[00:11:42.754 --> 00:11:44.575]  We're going to cover every bit of it.
[00:11:45.467 --> 00:11:53.933]  Here today, and I'm going to host Summit of the Third Hour, and Owen Schroer is going to be taking over with Sunday Live, 6 to 8 p.m., but I'm here every Sunday, 4 to 6 p.m.
[00:11:55.133 --> 00:11:59.476]  We have some special documentaries we're going to air, so much tonight, so much this afternoon.
[00:12:00.297 --> 00:12:18.089]   But this is 18 minutes of clips of myself in the last two years, going back to January of 2020, when they weren't even really hyping COVID yet, specifically predicting it would erase your immune system, specifically predicting That they would then bring out more viruses, particularly smallpox, specifically doing it.
[00:12:18.109 --> 00:12:18.810]  And how did I know?
[00:12:19.230 --> 00:12:23.553]  Because they run war games that are really the criminal battle plans of what they're going to do.
[00:12:24.074 --> 00:12:26.116]  So they get caught, they go, oh, it's just a drill.
[00:12:26.836 --> 00:12:28.157]  So we've learned how they operate.
[00:12:28.177 --> 00:12:31.500]  And I've had the former head of defense intelligence confirm our analysis.
[00:12:31.540 --> 00:12:32.761]  I've had many others confirm it.
[00:12:33.001 --> 00:12:34.462]  We know what we're talking about here.
[00:12:34.883 --> 00:12:35.763]  This is life and death.
[00:12:35.783 --> 00:12:37.445]  And you can pretend you're part of the power structure.
[00:12:39.522 --> 00:12:43.364]  And it'd be destroyed, or you can wake up and realize going along with this is living death.
[00:12:43.864 --> 00:12:45.165]  So this is an 18-minute clip.
[00:12:45.205 --> 00:12:46.906]  I'm just gonna air two minutes of it as we go to break.
[00:12:47.746 --> 00:12:48.847]  It's on Bandot Video.
[00:12:48.867 --> 00:12:49.507]  I hope you share it.
[00:12:49.527 --> 00:12:50.808]  It's life and death.
[00:12:51.328 --> 00:12:53.329]  Alex Jones predicted the monkeypox outbreak.
[00:12:53.769 --> 00:12:57.971]  These are clips going back over two years, right through to last week before it even happened.
[00:12:58.211 --> 00:12:58.632]  Here it is.
[00:12:58.672 --> 00:12:59.112]  We'll be right back.
[00:13:02.671 --> 00:13:10.833]  Well, they plan to have smaller bioweapon releases that aren't as deadly to get the global control system in place and then have bigger releases.
[00:13:10.853 --> 00:13:16.055]  They're going to have limited bioweapon releases at first that get us to then take vaccines that remove our immunity.
[00:13:16.355 --> 00:13:17.775]  They launch a simulant they own.
[00:13:17.875 --> 00:13:20.476]  They put vaccines in you that are binary weapons that lower your immunity.
[00:13:22.233 --> 00:13:23.613]  And then they start releasing the real stuff.
[00:13:23.653 --> 00:13:28.415]  And I believe they're going to launch a new bio-attack, a whole separate virus, other than COVID, very soon.
[00:13:28.435 --> 00:13:34.877]  They're saying, OK, this pandemic's ending, but a new one's coming soon when another super virus pops up.
[00:13:34.856 --> 00:13:39.696]   But you'll be trained to lock down and then the next thing comes in a year or two and then the next one and then
[00:13:39.696 --> 00:13:42.456]   One hits that's billions and you all sit in your houses and die
[00:13:59.817 --> 00:14:05.706]   We talk about how they plan to have smaller Bioweapon releases that aren't as deadly to get the global
[00:14:05.706 --> 00:14:11.836]   control system in place and then have bigger Releases then tightening the grip of global control
[00:14:11.836 --> 00:14:21.742]   During the larger depopulation events that happen And then the deep state globally pretending it's the savior, while it's actually organizing the operation.
[00:14:21.982 --> 00:14:23.422]  And they're also binary weapons.
[00:14:23.482 --> 00:14:30.245]  We talked about yesterday, just a little bit, as this virus combines with what they're putting into the vaccine.
[00:14:30.285 --> 00:14:35.027]  Remember, they can put DNA-altering ingredients into the vaccines.
[00:14:35.087 --> 00:14:39.208]  And isn't it amazing they have the vaccine ready for this at the same time the outbreak happened?
[00:14:39.228 --> 00:14:39.348]  Yep.
[00:14:39.448 --> 00:14:41.669]  And they're going to roll out mandatory vaccines.
[00:14:42.029 --> 00:14:53.755]  When this becomes a panic in America, and by the way, the media is going to cause this to be a massive, massive, you know, panic among the public, but they're going to push people to mandatory vaccines.
[00:14:53.775 --> 00:14:55.195]  They're going to have an emergency order.
[00:14:55.215 --> 00:15:06.901]  Hi, welcome back to this very solemn, very serious Sunday edition of the Alex Jones Show.
[00:15:08.178 --> 00:15:10.899]  And I've got so many breaking stories.
[00:15:10.979 --> 00:15:16.820]  The world government being announced, the biomedical tyranny, the UN takeover of all the major nation's healthcare systems.
[00:15:17.781 --> 00:15:25.883]  Why they're accelerating this is to cover for global martial law ahead of the financial collapse and the new worldwide digital market, the beast system that's already been announced.
[00:15:28.021 --> 00:15:59.722]   Next hour, I'm going to get into national news, picking it up, late night comics attacking millions of views on YouTube and Twitter, taking very short clips out of what I said last week, out of context, where I was showing news articles About fertility dropping, sperm counts dropping 90 plus percent, girls going into puberty at 3, 4, 5 years old from the chemicals, penis sizes shrinking all over the world wherever the globalists get control.
[00:16:00.383 --> 00:16:04.086]  It's tied into the chemicals in the water and what's in the vaccines and it's in studies.
[00:16:04.446 --> 00:16:05.567]  We showed all that.
[00:16:06.776 --> 00:16:13.942]  On the, what was it, Wednesday show, and the order went out, take that, edit it, don't show any of his proof, and then make a joke about it.
[00:16:14.322 --> 00:16:15.744]  Well, I'm going to show you the studies.
[00:16:16.244 --> 00:16:21.008]  I'm going to show you mainline news reporting on it next hour, and then play what they edited.
[00:16:21.869 --> 00:16:26.032]  They know, and they don't want you to know, and they think it's funny.
[00:16:26.533 --> 00:16:28.895]  These are sick, evil people.
[00:16:31.837 --> 00:16:35.120]  Oh, they'll tell you in the New York Times it's happening, but they won't tell you why it's happening.
[00:16:35.973 --> 00:16:37.054]  So that's coming up next hour.
[00:16:37.094 --> 00:16:39.296]  It's all part of the depopulation operation.
[00:16:39.316 --> 00:16:41.878]  But they've moved on from steroids and the rest of it.
[00:16:42.538 --> 00:16:46.221]  And feminizing men and ultra-feminizing women where they go into puberty at age 5.
[00:16:48.983 --> 00:16:54.127]  They've just moved on to genetically implanting in your cells with virus vector injections.
[00:16:55.368 --> 00:16:56.869]  We'll go over all the documents next segment.
[00:16:58.330 --> 00:17:01.413]  And implanting something that basically gives you cancer and kills you.
[00:17:02.952 --> 00:17:07.294]  And the record still bursts of babies of mothers that got injected with this in the months before.
[00:17:07.735 --> 00:17:10.196]  With bloody sores all over them and the blood clots and the heart attacks.
[00:17:10.376 --> 00:17:12.337]  And now they admit these shots can cause that.
[00:17:12.597 --> 00:17:13.258]  And it's not rare.
[00:17:13.678 --> 00:17:18.500]  So this is all happening and they're just normalizing killing everybody while they pose as the saviors.
[00:17:18.520 --> 00:17:25.124]  But I'm going to go back to the 18-minute synopsis that our great archivist put together in three hours.
[00:17:26.845 --> 00:17:40.451]   On Thursday, I said I want to get a compilation together of where I laid out, with the documents and the science, the new lockdowns, the new viruses they would release.
[00:17:40.932 --> 00:17:43.596]  Specifically, we got into smallpox, monkeypox.
[00:17:46.698 --> 00:17:55.327]  It was an 18-minute synopsis of shows going back to January of 2020, over two years ago, specifically laying out exactly what's happening.
[00:17:55.367 --> 00:17:56.068]  How do I do that?
[00:17:56.628 --> 00:17:58.550]  If you have that answer, you'll have the answer.
[00:17:59.071 --> 00:18:01.754]  I'm not here with this knowledge, trying to use it for my own gain.
[00:18:01.794 --> 00:18:02.475]  Believe me, I have a...
[00:18:03.277 --> 00:18:04.238]  A rule, I don't do that.
[00:18:04.739 --> 00:18:08.722]  I knew Joe Rogan was going to Spotify six months before he did, but nobody else knew.
[00:18:08.762 --> 00:18:11.305]  He asked what I thought, you know, what was going on, should he do it?
[00:18:12.085 --> 00:18:17.250]  And I didn't invest in Spotify, didn't tell my wife, didn't tell my family, didn't tell anybody.
[00:18:18.791 --> 00:18:21.354]  Could have made hundreds of millions of dollars insider trading on that.
[00:18:21.554 --> 00:18:25.698]  The stock went up 40-something percent in the month after he made the announcement.
[00:18:26.471 --> 00:18:28.873]  Because I don't use this knowledge for things like that.
[00:18:29.093 --> 00:18:31.694]  It's not bad if you know stuff like that and you used it.
[00:18:32.055 --> 00:18:41.380]  It's that I have a rule that I can't be like Congress that knows what they're going to pass and what they're going to fund and what they're going to do, and then they use it for their own personal gain and say they're allowed to insider trade.
[00:18:41.821 --> 00:18:43.042]  When they do it, it's insider trading.
[00:18:43.262 --> 00:18:45.983]  If I have information and use it, it's not.
[00:18:46.003 --> 00:18:47.604]  But I still don't do it.
[00:18:47.905 --> 00:18:49.185]  Because I want to be pure.
[00:18:49.205 --> 00:18:52.848]  I own no stock, no bonds, nothing.
[00:18:54.542 --> 00:18:56.984]  Even though I could use all this knowledge to be a billionaire.
[00:18:59.246 --> 00:19:00.847]  Because that's what the Holy Spirit tells me to do.
[00:19:01.187 --> 00:19:04.870]  So I can be absolutely only beholden to God and you.
[00:19:06.772 --> 00:19:10.474]  This 18-minute compilation is beyond bombshell.
[00:19:11.515 --> 00:19:16.319]  I'm gonna have it added to the live show feed today with the live show headline up there.
[00:19:17.960 --> 00:19:22.784]  Dealing with Lockdown 2 and what they're planning on economic collapse that we're already in the middle of.
[00:19:24.198 --> 00:19:25.018]  But I'm going to play now.
[00:19:25.999 --> 00:19:26.719]  Going out to break.
[00:19:27.599 --> 00:19:29.560]  Just five minutes of this.
[00:19:30.461 --> 00:19:31.581]  Four and a half minutes of this.
[00:19:32.461 --> 00:19:35.323]  So you will then go to Band.Video, but you can't share that URL.
[00:19:35.443 --> 00:19:36.023]  They're blocking it.
[00:19:37.563 --> 00:19:38.964]  On Twitter and Facebook, the rest of it.
[00:19:40.004 --> 00:19:41.785]  We'll give you a new URL when we come back.
[00:19:42.506 --> 00:19:45.267]  We had BattlePlan.News, now they're blocking that, but we have a new one.
[00:19:46.087 --> 00:19:48.508]  We'll put it up on screen in a moment and you can see it for yourself.
[00:19:50.409 --> 00:19:50.529]  And...
[00:19:51.684 --> 00:19:53.605]  They're trying to keep you from this information.
[00:19:53.665 --> 00:19:53.905]  Why?
[00:19:53.965 --> 00:19:55.727]  Because if you know this, they can't destroy you.
[00:19:57.528 --> 00:20:03.332]  They've stolen the world through fraud, they've taken over, and now they want you and myself and everybody else out of the way.
[00:20:03.692 --> 00:20:04.632]  We're useless eaters.
[00:20:04.672 --> 00:20:06.173]  We're non-essential.
[00:20:06.874 --> 00:20:09.295]  So ladies and gentlemen, here's a little bit more from this clip.
[00:20:09.856 --> 00:20:10.796]  It's on Bandot Video.
[00:20:10.816 --> 00:20:12.738]  We're going to get the featured video on Bandot Video.
[00:20:13.078 --> 00:20:14.819]  Alex Jones predicted the monkeypox outbreak.
[00:20:14.859 --> 00:20:15.820]  Learn what's coming next.
[00:20:16.380 --> 00:20:16.800]  From 27 months ago.
[00:20:20.257 --> 00:20:20.878]  26 months ago.
[00:20:21.639 --> 00:20:24.342]  No, no, 28 months ago.
[00:20:25.443 --> 00:20:27.765]  Learn what's coming next from two plus years ago.
[00:20:28.306 --> 00:20:29.728]  From then, learn what's coming next.
[00:20:29.748 --> 00:20:33.111]  Because everything I said has come true to a point, now the rest is happening.
[00:20:34.253 --> 00:20:35.674]  Only 100,000 views on that video.
[00:20:35.694 --> 00:20:36.795]  It needs 50 million.
[00:20:38.017 --> 00:20:38.958]  Here's a few more minutes of it.
[00:20:39.690 --> 00:20:48.654]  Remember, they can put DNA-altering ingredients into the vaccines, and isn't it amazing they have the vaccine ready for this at the same time the outbreak happened?
[00:20:48.854 --> 00:20:51.095]  And they're going to roll out mandatory vaccines.
[00:20:51.455 --> 00:21:03.180]  When this becomes a panic in America, and by the way, the media is going to cause this to be a massive, massive panic among the public, but they're going to push people to mandatory vaccines.
[00:21:03.240 --> 00:21:04.621]  They're going to have an emergency order.
[00:21:05.390 --> 00:21:06.690]  Maybe by the president.
[00:21:06.770 --> 00:21:07.231]  I don't know.
[00:21:07.251 --> 00:21:08.911]  I don't know if he's going to stop this.
[00:21:09.131 --> 00:21:10.752]  He's not stopping the tech censorship.
[00:21:10.772 --> 00:21:11.652]  I don't know what he's going to do.
[00:21:12.012 --> 00:21:17.594]  But they're going to have mandatory vaccines and the vaccines will be the second half of the binary weapon.
[00:21:18.134 --> 00:21:22.075]  This is euthanasia via vaccination.
[00:21:22.415 --> 00:21:23.736]  I don't believe this is the big one.
[00:21:24.622 --> 00:21:37.289]  They need to have a virus that's deadly but not ultra deadly to get everybody under world government, everybody used to being forcibly inoculated in quarantines and shutdowns, and these systems of total control.
[00:21:38.109 --> 00:21:42.471]  The globalists are testing right now our response to see if they can lock us down.
[00:21:42.491 --> 00:21:49.795]  And then if we lock down properly, then they're going to release the real bio version that'll then start wiping out even more.
[00:21:50.035 --> 00:21:52.717]  So this is a test for the global depopulation operation.
[00:21:53.669 --> 00:21:57.992]  It's 2020, and they're gearing up to exterminate you and your family.
[00:21:58.612 --> 00:22:00.354]  It came out of Wuhan.
[00:22:01.254 --> 00:22:03.736]  China incubated this and then deployed it worldwide.
[00:22:04.363 --> 00:22:05.043]  Well, absolutely.
[00:22:05.103 --> 00:22:05.823]  And they're not done.
[00:22:06.003 --> 00:22:07.324]  This is just the first wave.
[00:22:07.364 --> 00:22:09.324]  So, you hinted at this earlier.
[00:22:09.344 --> 00:22:11.625]  This is a softening up phase for America.
[00:22:12.065 --> 00:22:15.186]  There is a much more virulent strain that will be released.
[00:22:15.246 --> 00:22:17.166]  And it's an opening salvo of a larger role.
[00:22:17.206 --> 00:22:20.827]  And it really all crystallized for me doing deep research last night, this morning, and talking to you.
[00:22:20.887 --> 00:22:24.108]  And I think you just picked up where I was going without me even telling you.
[00:22:24.128 --> 00:22:30.070]  I think you're starting to concur with me as we brainstorm here that this is an opening salvo in something much larger.
[00:22:30.530 --> 00:22:31.231]  Absolutely it is.
[00:22:31.931 --> 00:22:32.592]  There's no question.
[00:22:32.612 --> 00:22:35.034]  And it depends on how Trump responds to this.
[00:22:35.634 --> 00:22:37.996]  And there's also evidence that it's also a binary weapon.
[00:22:38.536 --> 00:22:41.899]  That you've got to have other things in the environment for it to be triggered.
[00:22:42.099 --> 00:22:43.540]  Now remember, this will blow over.
[00:22:43.560 --> 00:22:46.342]  It'll have hundreds of thousands of deaths, whatever.
[00:22:46.723 --> 00:22:50.065]  But you'll be trained to lock down and then the next thing comes in a year or two.
[00:22:50.365 --> 00:22:51.086]  And then the next one.
[00:22:51.146 --> 00:22:52.467]  And then one hits that's billions.
[00:22:52.707 --> 00:22:54.368]  And you all sit in your houses and die.
[00:22:54.389 --> 00:22:59.913]  Everybody just better button up and realize it's not the virus you've got to worry about.
[00:23:01.946 --> 00:23:07.310]  But you better be concerned because the virus is the cover for what's coming next.
[00:23:07.610 --> 00:23:17.156]  Look, I've told you this for several years, and back in the fall, we put up every day, the man in a space suit at a national park, at Yosemite National Park.
[00:23:18.797 --> 00:23:19.958]  And I said, that's the future.
[00:23:19.978 --> 00:23:22.480]  They're going to make it impossible to live normally on this planet.
[00:23:22.500 --> 00:23:28.404]  They're going to have limited bioweapon releases at first that get us to then take vaccines that remove our immunity.
[00:23:28.864 --> 00:23:30.905]  Oh, I can tell you, this is the drill.
[00:23:31.980 --> 00:23:36.844]  And then we go on to specifically lay out that they're going to release the monkeypox.
[00:23:36.864 --> 00:23:37.485]  We'll be right back.
[00:23:37.505 --> 00:23:37.945]  Stay with us.
[00:23:38.005 --> 00:23:38.986]  Infowars.com.
[00:23:39.286 --> 00:23:40.227]  Tomorrow's news today.
[00:23:40.307 --> 00:23:58.586]  Get this video out if you want to stop these people.
[00:23:59.156 --> 00:24:00.617]  You want to stop tyranny?
[00:24:00.857 --> 00:24:02.018]  Well, so does he.
[00:24:02.538 --> 00:24:06.981]  Live from the InfoWars.com studios, it's Alex Jones.
[00:24:07.061 --> 00:24:10.244]  It's an emergency Sunday broadcast.
[00:24:10.304 --> 00:24:11.605]  New global lockdowns imminent.
[00:24:11.665 --> 00:24:17.009]  A smokescreen for impending worldwide financial collapse announcement of the New World Order.
[00:24:19.741 --> 00:24:41.332]  We're laying out exclusive whistleblower information confirming that so-called COVID vaccines permanently mutate the human genome by implanting sterilization and cancer-causing spike proteins into the human genome system, literally implanting a kill switch in future generations.
[00:24:42.481 --> 00:24:46.403]  It is all coming up here today, ladies and gentlemen.
[00:24:46.723 --> 00:24:59.629]  But I want to put on screen for people, one more time if we can, the video that I just played a few excerpts of, that is a compilation of clips in the last almost two and a half years, laying out what is now unfolding.
[00:25:00.230 --> 00:25:03.231]  Alex Jones predicted the monkeypox outbreak.
[00:25:03.571 --> 00:25:08.834]  But you can't share Bandot video on most platforms because of the censors and the Ministry of Truth.
[00:25:10.578 --> 00:25:14.919]  You go to directlyban.video and use your email or your text message or your word of mouth.
[00:25:15.419 --> 00:25:17.340]  Or you can also use the new URL.
[00:25:17.360 --> 00:25:19.120]  We had battleplan.news for a few months.
[00:25:19.420 --> 00:25:20.340]  They've now banned that.
[00:25:20.700 --> 00:25:22.941]  The new URL they might ban in a week or six months.
[00:25:22.961 --> 00:25:23.521]  We don't know.
[00:25:23.981 --> 00:25:25.182]  Theinfowar.tv.
[00:25:25.762 --> 00:25:28.682]  It's right up there in the corner of the screen.
[00:25:28.702 --> 00:25:29.563]  You can see it right there.
[00:25:30.043 --> 00:25:30.923]  The InfoWar.
[00:25:32.057 --> 00:25:35.018]  One word, TheInfoWar.tv.
[00:25:35.118 --> 00:25:35.638]  There it is.
[00:25:36.099 --> 00:25:36.899]  Share that everywhere.
[00:25:36.979 --> 00:25:39.160]  This is a literal information war.
[00:25:39.640 --> 00:25:42.901]  They cannot win unless they can censor us and control us.
[00:25:43.282 --> 00:25:45.102]  The last two and a half years was a beta test.
[00:25:45.482 --> 00:25:48.624]  Now they're going into their full operation against everybody.
[00:25:49.604 --> 00:25:49.904]  Okay.
[00:25:52.525 --> 00:25:53.926]  Look at all these articles laid out here.
