[00:00:00.000 --> 00:00:00.500]  [Beep]
[00:05:04.481 --> 00:05:05.602]  InfoWars Platinum.
[00:05:06.674 --> 00:05:10.174]  in the history of InfoWars supplements and they're amazing.
[00:05:10.174 --> 00:05:16.874]   This is hands down the most powerful, game-changing products we've ever offered to the public.
[00:05:16.874 --> 00:05:20.674]   Now all three of these are private labels of three national bestsellers
[00:05:20.674 --> 00:05:24.674]   put out by a pharmaceutical company that also makes high-end supplements.
[00:05:24.674 --> 00:05:26.674]  And the owner's a listener and a supporter.
[00:05:26.674 --> 00:05:31.174]   So they're giving them to us at 40% off what they're sold on stores,
[00:05:31.174 --> 00:05:37.174]   over 20% off what they're sold online under the InfoWars Platinum brand name.
[00:05:37.213 --> 00:05:38.013]  These are incredible.
[00:05:38.314 --> 00:05:42.719]  Pain MD, HGH Max Boost, and of course 1776 Testosterone Boost.
[00:05:44.761 --> 00:05:48.963]  Read about them at InfoWarsTore.com, learn about them, and then try them out for yourself.
[00:05:49.463 --> 00:05:52.704]  And I know you will be a repeat customer, which is awesome.
[00:05:52.724 --> 00:05:57.806]  It'll empower your life, make your life more amazing, and it will keep us on the air of 360 wind.
[00:05:58.007 --> 00:06:01.206]  InfoWars Platinum, now available at InfoWarsStore.com.
[00:06:01.206 --> 00:06:07.406]  [music]
[00:06:07.406 --> 00:06:11.507]  The answer to 1984 is 1760.
[00:06:11.525 --> 00:06:19.430]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:06:19.510 --> 00:06:33.394]   Well, the global Big Pharma mafia that's trying to take over medicine is trying to bring back new viruses, new lockdowns, new moves to take control of our bodies.
[00:06:34.416 --> 00:06:43.427]   And there have been so many prominent scientists and doctors and medical workers that have valiantly Expose what's happening, whistleblow, you name it.
[00:06:43.907 --> 00:06:54.772]  But out of all of them, Dr. Peter McCullough, a very respected, already well-known doctor and researcher, has been the very tip of the spear in the last two and a half, three years, exposing this.
[00:06:55.172 --> 00:06:58.053]  He was already going to join us in studio next week, and I believe that's still going to happen.
[00:06:58.433 --> 00:07:00.194]  He's in Texas as well, but he's on the road.
[00:07:00.214 --> 00:07:14.299]   He shoots symposiums and events, and Senator Ron Johnson's Hearings he's been having, but I wanted to get him on because he's been restored to Twitter, absolutely vindicated, and we now know what was going on behind the scenes.
[00:07:15.239 --> 00:07:22.941]  Illegal, mass-coordinated censorship with Big Pharma and the government with Big Tech.
[00:07:23.582 --> 00:07:35.301]   So it doesn't get more criminal than that, and now Governor Rhonda Sanders has impaneled a criminal statewide grand jury To begin to investigate the crimes of Big Pharma, government officials, you name it.
[00:07:35.861 --> 00:07:38.643]  So, Rand Paul just three weeks ago called for Fauci's arrest.
[00:07:38.683 --> 00:07:39.764]  I've been calling for it for years.
[00:07:40.605 --> 00:07:42.206]  We now know this was premeditated.
[00:07:42.646 --> 00:07:49.912]  There's a clip I'll play a little bit later, but he's going to leave us here in about 20 minutes where Dr. Peter McCullough made the point that this is going to go down in history.
[00:07:50.732 --> 00:07:56.879]  It's the biggest biological, pharmacological safety disaster in the history of mankind.
[00:07:57.259 --> 00:07:58.881]  Should I give us a quick synopsis?
[00:07:58.901 --> 00:08:00.803]  He's usually here for two hours and covers the waterfront.
[00:08:01.463 --> 00:08:04.927]  The current state of things, these big developments, is Dr. Peter McCullough.
[00:08:04.947 --> 00:08:05.467]  Thank you, doctor.
[00:08:05.507 --> 00:08:08.110]  It's safe to say you and many others aren't as vindicated.
[00:08:08.911 --> 00:08:10.573]  This is blown up in the deep state's face.
[00:08:12.076 --> 00:08:14.897]  Boy, Alex, first I'd say that you're vindicated.
[00:08:15.417 --> 00:08:16.937]  Man, you made the right call.
[00:08:17.017 --> 00:08:22.958]  I've known you now for three years through the pandemic, and you've made the right call all the way.
[00:08:23.158 --> 00:08:29.360]  And just the developing breaking news now occurring almost every minute is stunning.
[00:08:30.360 --> 00:08:34.521]  Two days ago, I was invited to go onto a Twitter chat.
[00:08:35.121 --> 00:08:37.362]  I think it was Sebastian Gorka who invited me on.
[00:08:37.402 --> 00:08:40.323]  I saw him as one of 6,000 people on the chat.
[00:08:40.824 --> 00:08:42.964]  I uploaded a survey that someone had done.
[00:08:42.985 --> 00:08:46.486]  98% of people wanted me back on Twitter.
[00:08:47.166 --> 00:08:48.387]  And so I submitted it.
[00:08:48.987 --> 00:08:51.508]  And then within a few hours, I'm back on Twitter.
[00:08:52.268 --> 00:09:05.834]   And I've requested for now dozens of times that they stop the blacklisting, the unfollow, and the shadow banning of my account and just let my account Just be a natural account like anyone else's.
[00:09:06.214 --> 00:09:07.115]  And you know what, Alex?
[00:09:07.235 --> 00:09:09.956]  Overnight, I had 100,000 new followers.
[00:09:10.376 --> 00:09:12.556]  My following now is skyrocketing.
[00:09:13.077 --> 00:09:18.178]  I've always tweeted graphical abstracts in advancements that's going on today.
[00:09:18.278 --> 00:09:21.279]  I've retweeted Andrew Bridgen.
[00:09:21.840 --> 00:09:30.603]  Andrew Bridgen is a Conservative Member of Parliament in the UK, and he's calling to pull all the vaccines off the market, Alex.
[00:09:30.703 --> 00:09:31.183]  Pull them off.
[00:09:31.583 --> 00:09:33.765]  This is a member of Parliament, well respected.
[00:09:34.026 --> 00:09:35.387]  We're going to see this worldwide.
[00:09:36.388 --> 00:09:39.171]  And we actually have that video, but I'm going to play it after you leave us.
[00:09:40.212 --> 00:09:44.857]  So we'll kind of retroactively create a video bibliography of what you're breaking down.
[00:09:44.877 --> 00:09:54.867]  But he also talks in his speech to Parliament about how he's talked to high-level whistleblowers that have confirmed that they've been ordered to cover up the evidence of heart damage caused by these shots.
[00:09:56.596 --> 00:09:57.477]  It's coming out.
[00:09:57.857 --> 00:10:04.200]  We recently had a chance to spend time with UK leading cardiologist Asim Malhotra.
[00:10:04.781 --> 00:10:10.044]  And so we had a program in the Dallas Arboretum for the Vaccine Safety Research Foundation.
[00:10:10.064 --> 00:10:17.688]  And then I appeared in a Malibu private event with Robert F. Kennedy and Malhotra, who's a very thoughtful young man.
[00:10:18.369 --> 00:10:21.250]  It's a tragedy that his father took the vaccine.
[00:10:21.270 --> 00:10:25.653]  His father's a very prominent doctor and died as a consequence of taking the vaccine.
[00:10:26.173 --> 00:10:37.676]  Malhotra did his own research, published two very high-quality peer-reviewed manuscripts, looking at all the data and concluding that the vaccines are simply unsafe for use and they don't work.
[00:10:38.116 --> 00:10:39.736]  They don't stop COVID-19.
[00:10:40.657 --> 00:10:42.357]  We see other people stepping forward.
[00:10:42.417 --> 00:10:50.719]  European Member of Parliament Christine Anderson, who is calling this entire COVID-19 vaccine program a fraud.
[00:10:51.789 --> 00:11:07.584]  We have Member of Parliament Roos from the Netherlands who's called out the Pfizer executive who now admits under testimony in the European Parliament that Pfizer was never tested to see if it would stop transmission of the virus.
[00:11:08.105 --> 00:11:12.828]   And so we have a situation now, Alex, as you called it, It's imploding.
[00:11:13.248 --> 00:11:15.109]  It's imploding worldwide.
[00:11:15.690 --> 00:11:20.793]  And we put a punctuation mark on this on December 7th, 2022 in the U.S.
[00:11:20.813 --> 00:11:21.134]  Senate.
[00:11:22.074 --> 00:11:23.896]  Special panel held by Ron Johnson.
[00:11:25.397 --> 00:11:26.878]  How big is this to have?
[00:11:28.103 --> 00:11:34.588]  Governor DeSantis impaneling a statewide task force of grand juries to investigate every aspect.
[00:11:34.989 --> 00:11:38.372]  The government, the censorship, the big pharma lying.
[00:11:38.392 --> 00:11:40.593]  I mean, they've all obviously committed crimes.
[00:11:40.654 --> 00:11:43.536]  It's open and shut, just like with Sam Bankman Freed.
[00:11:43.596 --> 00:11:44.497]  It's just open and shut.
[00:11:45.638 --> 00:11:47.920]  What do you make of that A and B?
[00:11:48.420 --> 00:11:50.522]  What do you think the deep state's response is going to be?
[00:11:52.319 --> 00:12:05.988]  I tell you, the deep state has to be extremely worried because there are state actors involved, those that are not government officials, but many of the people involved will be government officials.
[00:12:06.609 --> 00:12:10.371]  And it goes to show when a state has a strong attorney general.
[00:12:10.431 --> 00:12:18.376]  My colleague, Joe Ledepo, MD, PhD, Harvard trained, is DeSantis's right hand man on medical affairs.
[00:12:18.617 --> 00:12:21.939]  You know, in Texas, we don't have a surgeon general.
[00:12:22.539 --> 00:12:27.143]  And I think it's a giant mistake for a state to have no doctor in charge.
[00:12:27.203 --> 00:12:27.884]  It's ridiculous.
[00:12:27.904 --> 00:12:31.547]  Yeah, and LeDapo has been terrific.
[00:12:31.567 --> 00:12:38.830]   He supported DeSantis and it's now clear They're going to go after areas of wrongful advertising.
[00:12:38.870 --> 00:12:39.871]  We can just take that one.
[00:12:40.472 --> 00:12:44.537]  Advertising for pharmaceuticals is governed by the Landman Act, the U.S.
[00:12:44.557 --> 00:12:45.939]  Drug and Cosmetic Act.
[00:12:45.979 --> 00:12:49.102]  And they even advertised it before it was emergency approved for children.
[00:12:49.423 --> 00:12:51.505]  They advertised ads on Sesame Street.
[00:12:51.846 --> 00:12:52.607]  That's illegal, isn't it?
[00:12:53.396 --> 00:12:54.477]  Yeah, it's illegal.
[00:12:54.577 --> 00:13:06.065]  And matter of fact, you know, you know, when any drug is advertised on TV, there's all the disclaimers of the side effects, but they're not giving any of the disclaimers of the side effects on the COVID-19 vaccines.
[00:13:06.225 --> 00:13:08.266]  Everybody should view that as being illegal.
[00:13:08.547 --> 00:13:14.651]  And, you know, in the state of Kansas, they've already taken action and pulled all the vaccine ads off TV.
[00:13:15.498 --> 00:13:20.002]  We know now, Alex, this is a stunning revelation that the U.S.
[00:13:21.023 --> 00:13:26.447]  Health and Human Services and the White House had a program called the COVID Community Corps.
[00:13:27.068 --> 00:13:28.289]  The COVID Community Corps.
[00:13:28.909 --> 00:13:35.655]  And that program infused over $13 billion to 276 agencies.
[00:13:35.735 --> 00:13:36.655]  It's on their website.
[00:13:37.296 --> 00:13:38.477]  COVID Community Corps.
[00:13:39.185 --> 00:13:43.969]  And there, the money flowed to all the medical societies.
[00:13:44.109 --> 00:13:51.274]  American Association of Pediatrics, American College of Pediatrics, American College of Obstetrics and Gynecology, the American Medical Association.
[00:13:51.875 --> 00:13:59.480]  It flowed to churches, black and Hispanic groups, Hollywood, the sports teams like the NFL.
[00:13:59.761 --> 00:14:02.062]  These are massive amounts of money.
[00:14:02.683 --> 00:14:05.545]  And so this is the largest government bribe in history.
[00:14:06.095 --> 00:14:12.361]  And that explains why obstetricians and gynecologists went along with vaccination in pregnant women.
[00:14:12.701 --> 00:14:14.523]  They were bribed by the U.S.
[00:14:14.563 --> 00:14:14.984]  government.
[00:14:16.325 --> 00:14:19.028]  I want to continue with the 35,000-foot view.
[00:14:19.048 --> 00:14:23.332]  We're still a few minutes to break, but just continue with the 35,000-foot view.
[00:14:23.372 --> 00:14:25.294]  The whole world's waking up and turning against this.
[00:14:26.094 --> 00:14:27.396]  How do you see this unfolding now?
[00:14:29.013 --> 00:14:33.475]  What we're going to see is we're going to see continued pockets now of leadership.
[00:14:33.796 --> 00:14:41.300]  I mentioned Senator Ron Johnson, who's been absolutely the leader in the United States, holding yet another Senate panel.
[00:14:41.740 --> 00:14:45.082]  The December closed session was December 6, open session December 7.
[00:14:45.822 --> 00:14:46.523]  I moderated.
[00:14:46.603 --> 00:14:48.884]  You see me sitting on Johnson's left.
[00:14:49.924 --> 00:14:55.787]  Esteemed panel of expert doctors, vaccine consultants, lawyers, patients, and others.
[00:14:56.327 --> 00:14:58.988]  And the title of the program was COVID-19 Vaccines.
[00:14:59.048 --> 00:14:59.648]  What are they?
[00:14:59.689 --> 00:15:00.449]  How do they work?
[00:15:01.189 --> 00:15:03.950]  And what are the safety concerns?
[00:15:04.030 --> 00:15:05.831]  And we got it all out in the open.
[00:15:06.071 --> 00:15:11.914]  The conclusion, and I gave it for the panel, conclusion was pull the vaccines off the market.
[00:15:12.434 --> 00:15:14.975]  They should have been pulled off before February of 2021.
[00:15:15.475 --> 00:15:16.756]  It's gone on too long.
[00:15:17.236 --> 00:15:22.962]  And these pockets, by the way, it wasn't just Senator Johnson, Senator Roger Marshall from Kansas joined us.
[00:15:23.002 --> 00:15:25.024]  So Johnson has help.
[00:15:25.484 --> 00:15:29.908]  We've seen now a new Prime Minister of Alberta, Canada.
[00:15:30.669 --> 00:15:32.231]  She's clearly breaking rank.
[00:15:32.971 --> 00:15:42.136]  We've mentioned Andrew Bidgen in the UK, Malcolm Roberts in Australia, and former Member of Parliament Craig Kelly.
[00:15:42.156 --> 00:15:42.776]  I'm going to go visit.
[00:15:42.856 --> 00:15:44.737]  All right, Dr. Peter McCullough, please stay there.
[00:15:44.757 --> 00:15:47.399]  We're going to come up with one more segment with you, drpetermcculloughmd.com.
[00:15:47.739 --> 00:15:59.425]  I believe we're going to be able to be with us on the 19th or the 20th in studio once you're back in Texas, but I want to come back in the next segment and look at all these deaths dying suddenly and the public really waking up to that and more.
[00:15:59.525 --> 00:15:59.925]  Stay with us.
[00:16:01.218 --> 00:16:05.220]  Introducing our new incredible supplement line, InfoWars MD.
[00:16:05.740 --> 00:16:17.907]  Now, in 60 seconds, it's hard to tell you how incredible these products are, but all of these products are already sold on store shelves under other brand names for up to twice the cost we're selling it to you.
[00:16:18.187 --> 00:16:19.347]  These are high-end.
[00:16:19.367 --> 00:16:20.448]  These are the very best.
[00:16:20.768 --> 00:16:22.709]  You know our Body's Ultimate Turmeric Formula is amazing?
[00:16:23.249 --> 00:16:23.749]  Well, guess what?
[00:16:23.769 --> 00:16:28.890]  We now have Turmeric 95 that's basically the same formula for a lower price.
[00:16:29.551 --> 00:16:31.571]  CBD oil of the highest quality.
[00:16:32.191 --> 00:16:38.833]  Up to 50% less than major competitors selling the exact high-quality, full-spectrum CBD.
[00:16:39.053 --> 00:16:43.835]  And it goes on for all the new InfoWars MD products at InfoWarsStore.com.
[00:16:44.255 --> 00:16:53.987]  The highest quality directly from the manufacturer to your door at prices up to 50%, in some cases 100% lower than what they're sold for in stores.
[00:16:54.126 --> 00:17:02.926]   InfoWarsMD@InfoWarsStore.com But she's had the flu for 14 days.
[00:17:02.936 --> 00:17:03.856]  Should she get a flu shot?
[00:17:04.076 --> 00:17:04.476]  Well, no.
[00:17:04.516 --> 00:17:10.999]  If she got the flu for 14 days, she's as protected as anybody can be, because the best vaccination is to get infected yourself.
[00:17:11.119 --> 00:17:14.741]  The best vaccination is to get infected yourself.
[00:17:14.861 --> 00:17:18.763]  If she really has the flu, she definitely doesn't need a flu vaccine.
[00:17:19.745 --> 00:17:21.026]  If she really has the flu.
[00:17:21.146 --> 00:17:22.347]  She should not get it again.
[00:17:22.387 --> 00:17:27.631]  No, she doesn't need it because it's the most potent vaccination is getting infected yourself.
[00:17:28.431 --> 00:17:41.701]  As the human species evolved, you developed an adaptive immune system, which means that if you get exposed to something and then later on you get exposed to the same or similar thing, your body will remember it and make a good immune response.
[00:17:41.761 --> 00:17:43.622]  That really helps you.
[00:17:43.642 --> 00:17:45.343]  It saves civilization.
[00:17:45.383 --> 00:17:47.365]  It's very good in the immune system.
[00:17:47.765 --> 00:17:54.476]  People say, I've already had COVID, I'm protected, and now the study says maybe even more protected than the vaccine alone.
[00:17:54.997 --> 00:17:56.559]  Should they also get the vaccine?
[00:17:56.579 --> 00:17:57.561]  How do you make the case to them?
[00:17:59.735 --> 00:18:01.416]  You know, that's a really good point, Sanjay.
[00:18:01.516 --> 00:18:03.997]  I don't have a really firm answer for you on that.
[00:18:04.037 --> 00:18:09.040]  That's something that we're going to have to discuss regarding the durability of the response.
[00:18:09.460 --> 00:18:25.308]   Herd immunity is a concept, namely that most people, whatever that number is, and it varies from infection to infection, but right now we don't know what that number is, and when you don't know what the number is, What do you do?
[00:18:25.889 --> 00:18:33.493]  You vaccinate as many people as you possibly can, as quickly and as expeditiously as you possibly can.
[00:18:34.193 --> 00:18:37.935]  That's what we should be concentrating on, not any particular number.
[00:18:38.535 --> 00:18:47.060]  Anything of real quality, anything of lasting durability, anything that's really satisfying and empowering and fulfilling is going to be hard to attain.
[00:18:48.737 --> 00:18:51.919]  And when it comes to information, boy is that true today.
[00:18:52.019 --> 00:18:58.302]  We see the entire global corrupt into a human depopulation, great reset combine.
[00:18:58.962 --> 00:19:04.324]  Trying to collapse our society to build on its ashes, their transhumanist nightmare vision.
[00:19:05.065 --> 00:19:11.528]  Suppressing the voices of good people all around the world and of doctors and scientists and engineers.
[00:19:12.268 --> 00:19:20.234]  They're exposing all their lies, their COVID hysteria, their world's going to end in 2030, carbon tax, global warming bull, all of it.
[00:19:20.915 --> 00:19:22.376]  And none of it can succeed.
[00:19:22.476 --> 00:19:27.400]  None of it can actually be carried out unless everybody is silenced and gas lit.
[00:19:28.080 --> 00:19:32.063]  That's why truth comes with hard work and with research and with diligence.
[00:19:32.123 --> 00:19:35.826]  That's why it's hard to share in full wars links and band up video links.
[00:19:36.026 --> 00:19:37.928]  That's why we've got to share them now more than ever.
[00:19:41.070 --> 00:19:42.911]  Oh, no, no, I don't even know what this is!
[00:19:44.292 --> 00:19:45.133]  I'm just kidding!
[00:19:45.153 --> 00:19:46.393]  I just caught you, American!
[00:19:46.694 --> 00:19:48.795]  You visited Bandar Video!
[00:19:49.676 --> 00:19:52.998]  Oh, Mark Zuckerberg and others angry at you!
[00:19:53.478 --> 00:20:00.382]  Do what CNN says and do not visit Bandar Video, or I have to hurt you!
[00:20:02.983 --> 00:20:07.543]   leading a frontal assault on the lies of the New World Order.
[00:20:07.543 --> 00:20:09.543]  It's Alex Jones.
[00:20:09.543 --> 00:20:17.223]  [Music]
[00:20:17.223 --> 00:20:22.263]   Final segment with the completely vindicated tip of the spear of Dr. Peter McCullough.
[00:20:22.421 --> 00:20:38.381]   Then, coming up, ladies and gentlemen, the economist, the stock trader, so well-known, Edward Dowd, can document Not just that there is global mass death from these shots, but also that there is a coordinated worldwide economic collapse.
[00:20:38.881 --> 00:20:43.264]  We'll single out who's doing it and what's coming next and how to stop them next hour.
[00:20:43.284 --> 00:20:46.446]  I'm gonna get into Russia threatening new levels of nuclear war, the U.S.
[00:20:46.466 --> 00:20:47.887]  streamlining attacks inside Russia.
[00:20:47.927 --> 00:20:49.228]  It is just completely insane.
[00:20:49.748 --> 00:20:55.251]  Coming up next segment after I play a few of the videos that Dr. McCullough mentioned after he leaves, but I want those on the record.
[00:20:55.592 --> 00:20:56.352]  It's such big news.
[00:20:57.893 --> 00:21:06.275]  I was asking Dr. McCullough wanting to get to next and he said, let's talk about how unprecedented three journalists, not that old, dying at the World Cup.
[00:21:06.315 --> 00:21:09.196]  They first said, oh they must be supporting gays is why they're dead.
[00:21:09.596 --> 00:21:11.756]  No, we're now getting the coroner's reports.
[00:21:12.336 --> 00:21:16.457]  Exploding arteries, exploding aortas, heart attacks.
[00:21:16.657 --> 00:21:22.720]   One of them, sports reporter Grant Wall, died of an Aortic, that's your big artery coming on top of your heart.
[00:21:23.300 --> 00:21:24.901]  Aneurysm at World Cup.
[00:21:25.341 --> 00:21:28.063]  So, Dr. McCullough, we're seeing a lot of this, aren't we?
[00:21:29.767 --> 00:21:30.167]  We are.
[00:21:30.187 --> 00:21:37.793]  It's in my sub stack that there can be what's called aortic dissection and rupture after COVID-19 vaccination.
[00:21:37.833 --> 00:21:44.098]  We know that the vaccine does induce tremendous surges in blood pressure, vascular strain.
[00:21:44.118 --> 00:21:45.999]  I mean, this is a young man.
[00:21:46.019 --> 00:21:51.684]  This is not the picture of someone who would die of an aneurysmal rupture.
[00:21:51.704 --> 00:22:01.012]   This In my view, just like the other two that have died there, it's due to the COVID-19 vaccine until proven otherwise.
[00:22:01.272 --> 00:22:07.718]  And so it's pretty clear that if the family wants to clear it up, they can come out and tell us if they haven't taken the vaccine, we can rule it out.
[00:22:08.318 --> 00:22:15.484]  But now that autopsy study after autopsy study shows that in fact, the vaccines are the cause of death.
[00:22:15.544 --> 00:22:25.140]   A recent one by Schwab and colleagues from Heidelberg, Germany, Showed that in people who died within 20 days of taking the vaccine, they were found dead at home.
[00:22:25.620 --> 00:22:37.568]  Alex, 71% had a clear agreed upon vaccine induced cause of death, heart damage, a blood clot, neurologic damage.
[00:22:37.748 --> 00:22:39.189]  These are not controversial.
[00:22:39.229 --> 00:22:40.790]  The FDA says they can happen.
[00:22:41.130 --> 00:22:43.972]  The autopsy study are showing that it happens.
[00:22:44.432 --> 00:22:49.515]  And when people die after taking the vaccine, it is due to the vaccine until proven otherwise.
[00:22:51.434 --> 00:22:57.441]  You were on my show two and a half years ago, even before the CDC put the document out, warning of heart attacks and blood clots.
[00:22:58.002 --> 00:23:04.790]  We know from the research of similar vaccine trials or mRNA shots in lab rats and other things that this was happening.
[00:23:04.830 --> 00:23:10.416]  So if you knew, if the CDC knew on their own website, why did they then roll this out?
[00:23:11.397 --> 00:23:13.739]  There's obviously a premeditated nature to this.
[00:23:13.759 --> 00:23:17.641]  I know privately a few years ago, you confided that that's where you thought it was going.
[00:23:17.702 --> 00:23:22.825]  Now you've been a lot more bold about the master plan, the 50,000 foot view on this, Doc.
[00:23:22.885 --> 00:23:25.887]  You know, we have records now.
[00:23:26.328 --> 00:23:40.387]   Ralph Baric at the University of North Carolina, Chapel Hill, the most knowledgeable person on coronavirus, also the quietest person over the last He was a DARPA and BARDA consultant and researcher, had won millions of dollars in grants.
[00:23:40.908 --> 00:23:48.629]  He showed in 1992 that beta coronaviruses given in high enough doses could cause myocarditis in animal models.
[00:23:49.129 --> 00:23:59.392]  So that's the reason why we knew COVID itself could cause myocarditis and that's the reason why the NCAA Big Ten had a myocarditis screening program in 2020 with COVID.
[00:23:59.672 --> 00:24:00.532]  So did the military.
[00:24:00.872 --> 00:24:03.653]  They found very few cases of myocarditis.
[00:24:04.153 --> 00:24:12.537]  So they packed up their screening programs and once the vaccines were started, that's when the damage really happened and no one was looking for it.
[00:24:12.557 --> 00:24:15.538]  You know, this is a tragedy what's going on now.
[00:24:15.598 --> 00:24:26.463]  Two papers, one by Mansoukian and the other one by Lepesek, show that about 2.5% of people who take a vaccine develop heart damage.
[00:24:27.363 --> 00:24:37.858]   50% of the time they can't feel it and the first manifestation Is sudden cardiac arrest two points in timeouts usually during sleep from 3 to 6 a.m.
[00:24:38.178 --> 00:24:48.481]  and during sports activities and that's where there's a surge in internal adrenaline which is the trigger for sudden cardiac death and someone who's had subclinical myocarditis.
[00:24:49.281 --> 00:24:50.442]  There's so many points to hit.
