[00:00:00.230 --> 00:00:01.457]  You're listening to GCN.
[00:11:16.631 --> 00:11:19.794]  They're saying the power could be off until November 11th.
[00:11:20.394 --> 00:11:21.916]  That's just some of the information there.
[00:11:21.936 --> 00:11:24.258]  Here's CNBC.
[00:11:24.438 --> 00:11:26.480]  Why East Coast gas stations may not
[00:11:28.072 --> 00:11:31.715]  Or why East Coast gas shortages may not end for a week.
[00:11:32.255 --> 00:11:35.838]  And it goes over the fact that supply lines are having big problems.
[00:11:36.258 --> 00:11:40.341]  Frustration at the pump reaches danger levels with fights and things breaking out.
[00:11:42.323 --> 00:11:43.944]  New York, New Jersey gas shortages.
[00:11:44.004 --> 00:11:44.904]  Mile-long lines.
[00:11:45.325 --> 00:11:45.825]  Rationing.
[00:11:45.925 --> 00:11:46.245]  Fights.
[00:11:46.325 --> 00:11:47.967]  Police draw guns.
[00:11:49.312 --> 00:11:55.674]  And quite a image of insanity that Breitbart has been able to collate together there.
[00:11:56.594 --> 00:12:03.137]  I've been saying that for a long time.
[00:12:03.697 --> 00:12:08.318]  I've seen Red Cross United Way just do things that blow your mind.
[00:12:08.799 --> 00:12:10.779]  More than half the money they just completely keep.
[00:12:11.399 --> 00:12:13.160]  What they do do is spend on PR.
[00:12:13.400 --> 00:12:16.041]  They have a lot of well-meaning people that volunteer for them, but that's just their front.
[00:12:17.421 --> 00:12:18.542]  I remember Oklahoma City
[00:12:19.830 --> 00:12:34.621]  After that bombing, I think it was American Red Cross, it was American Red Cross, uh, was, took over for the post office the checks, and would take checks that were directly in the name of private individuals they saw on the news and deposited themselves.
[00:12:34.921 --> 00:12:37.403]  Guys, WorldNet Daily wrote about that, but so did the local news.
[00:12:37.423 --> 00:12:46.730]  Will you guys type in, uh, because I want to correct it if I'm wrong, going from deep memory here, like 15, 16 years ago, uh, search engine, um, American Red Cross
[00:12:47.831 --> 00:12:49.212]  Uh, kept Oklahoma City money.
[00:12:49.913 --> 00:12:50.874]  Neither of them are United Way.
[00:12:50.914 --> 00:12:54.416]  The point is they all have been caught doing just all sorts of terrible things.
[00:12:55.057 --> 00:12:57.699]  And, uh, you know, I've done my own research.
[00:12:57.959 --> 00:13:05.765]  More than 90% of the money you give to things like Salvation Army actually goes to the ground to actually help people.
[00:13:06.586 --> 00:13:12.931]  Uh, the Red Cross is just basically a government globalist intelligence operation that they use to infiltrate countries.
[00:13:12.971 --> 00:13:14.793]  They use CIA spies within it.
[00:13:15.673 --> 00:13:17.234]  But we will go over that.
[00:13:17.435 --> 00:13:18.435]  Were you guys able to find that?
[00:13:20.057 --> 00:13:20.257]  Here.
[00:13:21.778 --> 00:13:22.699]  Let me see if I can find it.
[00:13:22.759 --> 00:13:23.399]  Red Cross.
[00:13:25.501 --> 00:13:25.841]  Kept.
[00:13:27.603 --> 00:13:28.143]  Oklahoma.
[00:13:30.665 --> 00:13:31.005]  City.
[00:13:32.506 --> 00:13:32.947]  Bombing.
[00:13:34.128 --> 00:13:34.368]  Money.
[00:13:34.388 --> 00:13:38.451]  It drives me crazy when something's really, really old and I can't find it.
[00:13:39.912 --> 00:13:40.693]  The raw story.
[00:13:40.733 --> 00:13:43.095]  Investigation finds Red Cross agreed to withhold
[00:13:44.747 --> 00:13:45.628]  That's from 2005.
[00:13:45.848 --> 00:13:47.989]  It's so old, it's hard to find.
[00:13:51.211 --> 00:13:52.052]  We'll look into it.
[00:13:52.452 --> 00:13:53.813]  Again, I'm not 100% sure on that.
[00:13:54.353 --> 00:13:55.093]  It's one of those two.
[00:13:55.153 --> 00:13:59.816]  The point is that you have to find the exact headline when it's like 15 years old.
[00:14:01.477 --> 00:14:02.217]  I'll do it during the break.
[00:14:02.297 --> 00:14:05.279]  I obsess, kind of obsessive-compulsive sometimes over information.
[00:14:06.059 --> 00:14:11.983]  Continuing here, New York City looters dress like Con Edison workers to gain access to houses.
[00:14:14.438 --> 00:14:16.939]  And that's being reported by different East Coast papers.
[00:14:17.359 --> 00:14:20.861]  Staten Island residents plead for help from Mayor Bloomberg.
[00:14:21.101 --> 00:14:22.581]  All he'll do is take your guns, folks.
[00:14:23.662 --> 00:14:31.685]  Continuing 72 hours after grid down, starvation, supply shortages, food lines, no clean water, no gas, transportation are at standstill.
[00:14:31.745 --> 00:14:31.985]  Yeah.
[00:14:32.525 --> 00:14:37.907]  Within three days, people start fighting and rioting without adequate food and water.
[00:14:37.927 --> 00:14:38.448]  Within 10 days,
[00:14:40.592 --> 00:14:43.274]  The Pentagon's done breakdowns in different countries watching this.
[00:14:43.474 --> 00:14:46.637]  Over 90% will start killing for food and water.
[00:14:47.097 --> 00:14:53.562]  And within 15 days, 90 plus percent, depending on which study, it's right over 90, become cannibals.
[00:14:54.923 --> 00:14:59.807]  Within 15 days, the 9 out of 10 plus people will start eating.
[00:15:01.149 --> 00:15:01.349]  Others.
[00:15:01.389 --> 00:15:12.075]  Now, I mean, it's not going to get to that point, obviously, but notice this is happening in areas where you have people that are disarmed in these big mega cities that are death traps during disasters.
[00:15:13.581 --> 00:15:15.302]  I mean, if there was ever a big earthquake in L.A.
[00:15:15.362 --> 00:15:21.126]  or New York, a really big one, I mean, the system isn't going to be able to help you, and they aren't going to.
[00:15:21.146 --> 00:15:24.848]  They're going to come and take your guns, because that is their goal.
[00:15:26.029 --> 00:15:31.553]  They'll put you in the Superdome for six days, sit on top of giant piles of food and water while you get raped inside.
[00:15:31.613 --> 00:15:34.975]  They will come to your high and dry home in the hills, you know, above
[00:15:35.535 --> 00:15:44.661]  New Orleans and they will come noticing you have a generator and they will steal it and they will take your guns and they will put you in jail and they will knock your teeth out of you if you talk back.
[00:15:45.181 --> 00:15:45.781]  That's what happened.
[00:15:46.322 --> 00:15:48.883]  And they put it on the news like it was a good thing.
[00:15:49.664 --> 00:15:51.085]  The government is evil.
[00:15:52.179 --> 00:15:53.300]  The government is evil.
[00:15:54.701 --> 00:15:58.364]  Are there some National Guard people that, despite the corruption, help some people?
[00:15:58.404 --> 00:15:59.685]  Yeah.
[00:15:59.765 --> 00:16:03.088]  In some areas of the country, are there good police forces that do help people?
[00:16:03.128 --> 00:16:03.449]  Yes.
[00:16:03.509 --> 00:16:07.332]  But in a disaster, the cops go home to take care of their families.
[00:16:08.553 --> 00:16:14.578]  And I just could not imagine living in a place where they've disarmed the people, like some of these megacities we've got.
[00:16:15.399 --> 00:16:16.220]  I just can't believe it.
[00:16:17.248 --> 00:16:27.938]  So if they don't get the aid in, and if this continues like what we saw in New Orleans, but on a wider scale on the East Coast, it is going to be hellish.
[00:16:28.138 --> 00:16:36.065]  I want to give the number out and talk specifically to people that are in the storm-ravaged areas to give us your reports.
[00:16:36.408 --> 00:16:51.193]  800-259-9231 800-259-9231 and the websites are InfoWars.com and PrisonPlanet.tv as well as PrisonPlanet.com.
[00:16:51.213 --> 00:16:57.135]  We are streaming video of the radio show at PrisonPlanet.tv and InfoWarsNews.com.
[00:16:57.155 --> 00:16:58.775]  Both those addresses will get you there.
[00:16:58.795 --> 00:17:04.757]  And by the way, we're going to have extensive election night coverage during the day on the radio show and then nine
[00:17:08.558 --> 00:17:12.701]  Well, I guess from seven until past midnight, we're going to broadcast.
[00:17:12.721 --> 00:17:18.605]  So if we total it all up together, yeah, it's about nine hours of broadcast that we're planning on Tuesday.
[00:17:19.426 --> 00:17:23.649]  Three hours during the regular radio broadcast.
[00:17:24.450 --> 00:17:25.511]  We may even go four hours.
[00:17:25.851 --> 00:17:27.632]  So satellites transmit four hours of the show.
[00:17:28.113 --> 00:17:30.574]  And then we're going to do about four or five hours at night.
[00:17:30.674 --> 00:17:36.319]  So eight, nine hours of transmission that we're going to have on the Tuesday of Election Day.
[00:17:36.599 --> 00:17:37.460]  And then Wednesday,
[00:17:39.206 --> 00:17:55.435]  November 7th in the aftermath, if there is any civil unrest or anything or any false flags, we're going to just be 24-7 covering and that's why I've got six reporters on top of the other three reporters and all the other writers and researchers here at InfoWars.com.
[00:17:56.516 --> 00:18:02.620]  But again, the toll-free number to join us is 1-800-259-9231.
[00:18:09.182 --> 00:18:10.886]  And yes, Rob Dew just corrected me.
[00:18:10.906 --> 00:18:12.510]  I don't have teleprompters or notes in front of me.
[00:18:12.891 --> 00:18:14.595]  I'm gonna be on 11 a.m.
[00:18:14.715 --> 00:18:18.003]  to 2 p.m., probably later on the radio, and then we're going 5 to midnight.
[00:18:18.843 --> 00:18:19.503]  Or past that.
[00:18:19.543 --> 00:18:21.684]  So I guess it's more than nine hours.
[00:18:22.965 --> 00:18:23.845]  How many hours is that?
[00:18:23.865 --> 00:18:24.225]  Let me see.
[00:18:24.285 --> 00:18:25.446]  Five to midnight or later.
[00:18:26.186 --> 00:18:27.627]  That's seven hours right there.
[00:18:27.727 --> 00:18:30.388]  And then at least three hours is ten hours.
[00:18:30.748 --> 00:18:31.449]  So there you go.
[00:18:31.889 --> 00:18:32.969]  Tell them I went to public school.
[00:18:33.049 --> 00:18:35.811]  I probably need just a sheet on that stuff.
[00:18:36.731 --> 00:18:40.433]  I'm so flabbergasted by what's happening in the world economy and militarily.
[00:18:41.253 --> 00:18:44.837]  And the federal government telling churches you will pay for abortions.
[00:18:45.938 --> 00:18:50.482]  The confirmed fact that you will give your medical records to the IRS now.
[00:18:50.502 --> 00:18:52.224]  We're going to be getting to that.
[00:18:53.064 --> 00:18:56.107]  Federal courts saying we'll put cameras on your private property.
[00:18:56.408 --> 00:18:58.610]  We will cross no trespassing signs.
[00:18:58.930 --> 00:19:01.392]  We will videotape you and your house and your family.
[00:19:02.894 --> 00:19:05.938]  Uh, you know, from any rural area and you have no rights.
[00:19:05.999 --> 00:19:07.040]  Federal court ruling that.
[00:19:07.541 --> 00:19:15.392]  Federal court's ruling they will walk police dogs up to your front door and then claim that no warrant if they smell marijuana or explosives they're coming in.
[00:19:15.412 --> 00:19:17.815]  I mean, they're all dressed up and nobody to fight.
[00:19:18.684 --> 00:19:21.746]  And they got the tanks and the armored vehicles getting in place.
[00:19:22.327 --> 00:19:26.950]  And all the guys coming back from Iraq and wherever, they do psychological testing.
[00:19:26.970 --> 00:19:31.953]  And if somebody thinks gun confiscation is good and thinks tyranny is good, hoorah!
[00:19:31.993 --> 00:19:35.615]  They're going into a big city, police force, and these giant SWAT teams.
[00:19:35.635 --> 00:19:38.898]  They're just expanding them into just brigades.
[00:19:41.019 --> 00:19:50.827]  per state of paramilitary forces who sit in classes every week, hearing George Washington run down, Second Amendment run down, the family run down.
[00:19:51.148 --> 00:19:54.210]  They're banning hugging and shaking hands in public schools worldwide.
[00:19:54.510 --> 00:19:57.453]  We just all are being inducted into a giant re-education camp.
[00:19:57.833 --> 00:20:00.115]  God help us, it's going to get a lot worse before it gets better.
[00:20:00.755 --> 00:20:05.479]  We'll come back with your phone call straight ahead from the hurricane-ravaged areas in the aftermath of Hurricane Sandy.
[00:20:06.480 --> 00:20:12.464]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[00:20:12.624 --> 00:20:15.386]  78% of the Midwest corn belt is in drought conditions.
[00:20:15.586 --> 00:20:20.689]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[00:20:20.969 --> 00:20:25.692]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[00:20:25.952 --> 00:20:33.197]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods or meat foods direct now.
[00:20:33.577 --> 00:20:37.280]  As the price of raw ingredients increases, eFoods will have to raise prices, too.
[00:20:37.440 --> 00:20:39.041]  Now is the time to get your supply.
[00:20:39.241 --> 00:20:43.104]  I recently increased my supply from eFoods Direct because we have all known this was coming.
[00:20:43.244 --> 00:20:45.906]  You know about their delicious, long-term, storable foods.
[00:20:46.167 --> 00:20:48.809]  The fact is, you can eat it anytime to save money today.
[00:20:48.949 --> 00:20:53.352]  And because it stores for 25 years, you're locking in today's prices and avoiding the rising food costs.
[00:20:53.512 --> 00:20:54.032]  Don't wait!
[00:20:54.153 --> 00:20:54.573]  Call 800-409-5633.
[00:20:54.633 --> 00:20:59.216]  Or go to eFoodsDirect.com forward slash Alex.
[00:20:59.416 --> 00:20:59.637]  Call 800-409-5633.
[00:21:01.638 --> 00:21:03.743]  Or eFoodsDirect.com forward slash Alex.
[00:21:03.904 --> 00:21:05.708]  You can bet your life on eFoods Direct.
[00:21:06.311 --> 00:21:10.772]  Weakened by GMOs, stressed out about money, and blasted by the electric environment.
[00:21:11.072 --> 00:21:15.033]  Hi, I'm Pastor Jenny, and that was the state I was in back in 2010.
[00:21:15.393 --> 00:21:17.294]  Then I learned about RNA drops.
[00:21:17.574 --> 00:21:28.937]  I learned that 97% of my DNA that scientists have called junk is actually packed with millions of gene switches that play a critical role in controlling how my cells, organs, and other tissues behave.
[00:21:29.217 --> 00:21:33.658]  I learned I don't have to put up with disease, decay, or decline like I'd been conditioned to believe.
[00:21:33.939 --> 00:21:35.499]  I began taking RNA drops
[00:21:35.859 --> 00:21:41.682]  A 100% natural formula designed to turn on those switches and provide me with amazing health and joy.
[00:21:41.902 --> 00:21:45.084]  Learn more about RNA drops and order a free sample today.
[00:21:45.344 --> 00:21:47.605]  Visit rnafreesample.com.
[00:21:47.945 --> 00:21:50.266]  That's rnafreesample.com.
[00:21:50.466 --> 00:21:54.828]  Or call toll free 888-577-3703.
[00:21:54.988 --> 00:21:58.790]  Pay only shipping and handling for a free 30-day supply of RNA drops.
[00:21:58.930 --> 00:22:03.673]  Get the information you need and the health you want at rnafreesample.com.
[00:22:05.783 --> 00:22:12.488]  Iodine Protection Packs from HempUSA.org are now in stock for immediate delivery worldwide.
[00:22:12.748 --> 00:22:23.476]  Our Iodine Protection Packs include Micro Plant Powder, Green Life Kelp, Red Palm Oil, and our clear Roll-On Iodine that will feed the body the iodine it needs.
[00:22:23.757 --> 00:22:29.321]  All Iodine Protection Packs are in stock, save you money, and ship for free in all 50 states.
[00:22:29.561 --> 00:22:31.863]  Visit HempUSA.org or call 908-691-2608 today!
[00:22:35.245 --> 00:22:44.511]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it lent back at interest, forcing taxes to service debt.
[00:22:44.571 --> 00:22:45.292]  This capitalism?
[00:22:45.352 --> 00:22:51.496]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
