[00:00:03.507 --> 00:00:04.347]  We're live.
[00:04:54.988 --> 00:04:57.529]  They've now changed the code name, but too late for them.
[00:04:58.090 --> 00:05:02.291]  So much is happening, and we're going to be there shining the light of truth on these cockroaches.
[00:05:02.871 --> 00:05:05.773]  We're going to be there breaking down what's really happening.
[00:05:05.873 --> 00:05:08.534]  It is so incredibly exciting.
[00:05:10.174 --> 00:05:14.116]  So I want to just let everybody know out there, we couldn't have done any of this without you.
[00:05:15.580 --> 00:05:20.044]  More importantly than subscribing to PrisonPlanet.tv, we have a 15-day free trial running right now.
[00:05:20.424 --> 00:05:34.476]  More importantly, just spread the word that the rebellion against tyranny has begun and that you are the resistance and that we're not going to lay down anymore to oppression and tyranny and the ninnying police state, the national security state that is the greatest security threat to free humanity.
[00:05:34.816 --> 00:05:44.003]  We are rediscovering liberty in 1776 worldwide and that the spirit of freedom is growing and beating in every heart and breast, regardless of race, color, creed,
[00:05:45.064 --> 00:05:49.046]  Ethnicity, gang, crew, whatever you call it.
[00:05:49.427 --> 00:05:50.207]  We want freedom.
[00:05:50.227 --> 00:05:51.668]  We want freedom for our children.
[00:05:52.168 --> 00:05:54.129]  And that paradigm is expanding.
[00:05:54.650 --> 00:05:58.832]  And when you set up tyranny and oppression next to liberty, liberty wins every time.
[00:05:59.810 --> 00:06:04.914]  And it's only when tyranny comes in, like a flood, the Spirit of the Lord lifts up a standard against it.
[00:06:05.394 --> 00:06:08.836]  You are the manifestation of that Spirit, the Spirit of Freedom.
[00:06:09.737 --> 00:06:11.098]  And this is our time.
[00:06:11.979 --> 00:06:14.901]  This is the great battle that is just beginning to unfold.
[00:06:15.861 --> 00:06:25.068]  And our progeny will look back on their ancestors, that's us, and take examples from what we've done and the fights that they'll face.
[00:06:25.508 --> 00:06:27.549]  Because the fight between good and evil is eternal.
[00:06:28.771 --> 00:06:31.841]  All that evil men and tyrants need to flourish is that good men and women do nothing.
[00:06:32.363 --> 00:06:35.152]  And so, today I ask you to reaffirm.
[00:06:36.158 --> 00:06:38.400]  Which side you're on, and make that decision.
[00:06:38.440 --> 00:06:42.643]  Be hot or cold, don't be lukewarm, and stand up for freedom now.
[00:06:43.563 --> 00:06:45.004]  Now is the time.
[00:06:45.685 --> 00:06:47.606]  Now is the time to take action.
[00:06:48.026 --> 00:06:49.747]  Now is the time to get involved.
[00:06:50.148 --> 00:06:54.050]  Now is the time to speak out, in little ways, or in big ways.
[00:06:54.691 --> 00:07:01.336]  Little steps lead to bigger steps, lead to giant steps, lead to earth-crushing steps against the globalists.
[00:07:02.296 --> 00:07:03.337]  Do you have an article for me?
[00:07:05.091 --> 00:07:06.151]  Oh, some new news coming in.
[00:07:06.231 --> 00:07:09.373]  CNN hits lowest primetime demo at 9 p.m.
[00:07:09.393 --> 00:07:10.193]  in 15 years.
[00:07:10.273 --> 00:07:11.053]  Yeah, they're dying.
[00:07:11.493 --> 00:07:12.174]  We're exploding.
[00:07:12.714 --> 00:07:13.234]  Here's another one.
[00:07:13.314 --> 00:07:13.534]  U.S.
[00:07:13.574 --> 00:07:14.434]  ambassador to Israel.
[00:07:14.794 --> 00:07:16.475]  Plan to attack Iran ready.
[00:07:16.975 --> 00:07:18.416]  And they got all sorts of plans ready.
[00:07:19.212 --> 00:07:22.053]  And if you're not for starting new wars, well, you're just not patriotic.
[00:07:22.773 --> 00:07:26.794]  How FBI entrapment is inventing terrorists and letting bad guys off the hook.
[00:07:27.254 --> 00:07:28.294]  Well, they are the bad guys.
[00:07:28.814 --> 00:07:29.635]  They don't work for America.
[00:07:29.655 --> 00:07:30.475]  They work for the big banks.
[00:07:30.995 --> 00:07:31.515]  Here's another one.
[00:07:31.555 --> 00:07:32.875]  Burning banks.
[00:07:32.935 --> 00:07:35.976]  Greece on the brink of collapse as bank run hits Athens.
[00:07:36.396 --> 00:07:37.076]  On a telegraph.
[00:07:37.476 --> 00:07:39.057]  Police at Robert F. Kennedy Jr.'
[00:07:39.037 --> 00:07:39.377]  's house.
[00:07:39.677 --> 00:07:42.097]  His wife, Mary, dead at 52.
[00:07:44.098 --> 00:07:45.798]  Police were called on Robert F. Kennedy Jr.
[00:07:45.818 --> 00:07:46.198]  in New York.
[00:07:46.258 --> 00:07:47.339]  It was his wife, Mary Kennedy.
[00:07:47.359 --> 00:07:48.119]  He found it Wednesday.
[00:07:50.043 --> 00:07:52.225]  Wait a minute, didn't she bad mouth Obama?
[00:07:53.246 --> 00:07:54.066]  Like a day ago?
[00:07:55.988 --> 00:07:56.188]  What?
[00:07:58.310 --> 00:08:00.071]  A source says Mary committed suicide.
[00:08:00.191 --> 00:08:00.632]  Oh God.
[00:08:03.214 --> 00:08:05.155]  Boy, he spoke out against vaccines.
[00:08:05.215 --> 00:08:06.156]  I guess they showed him.
[00:08:06.176 --> 00:08:08.238]  They always wait and get you later.
[00:08:10.583 --> 00:08:15.447]  Yeah, you gotta love when they kill Breitbart or somebody.
[00:08:15.467 --> 00:08:17.208]  They go, oh, heart attack or suicide.
[00:08:17.548 --> 00:08:18.949]  Oh, their bodies don't even call yet.
[00:08:19.190 --> 00:08:20.190]  There's no source on that.
[00:08:20.210 --> 00:08:21.832]  Just all the media says, suicide.
[00:08:22.112 --> 00:08:22.732]  Go back to sleep.
[00:08:22.912 --> 00:08:27.355]  You know the guy that wrote the Pulitzer Prize winning articles about the CIA caught dealing drugs, later confirmed?
[00:08:27.636 --> 00:08:28.937]  Oh, he shot himself twice in the head.
[00:08:29.397 --> 00:08:35.141]  Yeah, he talked to, you know, me, Alex Jones, a few months before that guys were breaking into his house and stuff, and he was about to break big stuff.
[00:08:35.421 --> 00:08:35.922]  You know what?
[00:08:35.962 --> 00:08:37.102]  Just, you know, he committed suicide.
[00:08:37.143 --> 00:08:37.623]  Gary Webb.
[00:08:38.103 --> 00:08:38.684]  Committed suicide.
[00:08:39.562 --> 00:08:40.082]  And the D.C.
[00:08:40.122 --> 00:08:43.983]  Madam said she wouldn't kill herself, but she was being threatened and hung herself at mommy's house.
[00:08:44.283 --> 00:08:45.904]  Hey, it's no big deal out in the shed, you know.
[00:08:46.164 --> 00:08:48.765]  You know what, if they kill me, let's get this straight, they killed me.
[00:08:49.185 --> 00:08:51.386]  I will never commit suicide.
[00:08:51.406 --> 00:08:52.686]  I will never hurt my family.
[00:08:53.006 --> 00:08:54.306]  I don't use illegal drugs.
[00:08:54.406 --> 00:08:55.687]  I don't use prescription drugs.
[00:08:56.087 --> 00:08:57.767]  I might take an aspirin when I got a headache.
[00:08:59.808 --> 00:09:00.568]  Let's get that straight.
[00:09:02.289 --> 00:09:04.849]  Probably one reason I'm alive is always pointing out I'm not going to kill myself.
[00:09:05.650 --> 00:09:06.410]  Unbelievable.
[00:09:10.799 --> 00:09:13.602]  This is a unattended death investigation.
[00:09:13.642 --> 00:09:15.444]  That means no one was there when the person died.
[00:09:19.188 --> 00:09:19.968]  Oh my gosh.
[00:09:20.329 --> 00:09:21.029]  I'll tell you what.
[00:09:21.889 --> 00:09:25.972]  They could have a suicide note written in Crayola and people will probably believe it.
[00:09:26.513 --> 00:09:31.196]  Alright, we have an incredible news transmission lined up for you tonight.
[00:09:31.616 --> 00:09:44.026]  Maybe we should go to Aaron's report, because it got broken up on two on PrisonPlanet.tv and YouTube today, where he did this whole report on Bilderberg hacking the election and admitting they are through their little minions.
[00:09:44.286 --> 00:09:47.389]  But then it got broken in two, so when I saw it, it didn't make any sense.
[00:09:48.183 --> 00:09:51.544]  I think we ought to just air that before we're ready.
[00:09:51.944 --> 00:09:53.065]  What's the real ETA?
[00:09:58.867 --> 00:09:59.207]  No, no, no.
[00:09:59.227 --> 00:09:59.947]  What's the ETA?
[00:09:59.967 --> 00:10:01.628]  Should I keep going or are we ready for the show?
[00:10:04.269 --> 00:10:07.350]  Yeah, I think we should go to Aaron's full report and then tonight's news.
[00:10:07.810 --> 00:10:09.071]  So, I'm here live.
[00:10:09.131 --> 00:10:09.271]  It's 7-11.
[00:10:09.291 --> 00:10:09.311]  7-11.
[00:10:15.982 --> 00:10:17.685]  I'm not talking about the little food stores.
[00:10:17.745 --> 00:10:18.526]  That's what time it is.
[00:10:19.487 --> 00:10:24.755]  And, uh... We will, uh, go to that information.
[00:10:26.425 --> 00:10:33.208]  I'll continue to be at the outpost of liberty and full wars dot com until they shut us down or until we turn this around.
[00:10:33.889 --> 00:10:38.571]  But I am here from Spaceship Earth reporting for free beings everywhere.
[00:10:38.591 --> 00:10:39.371]  I just want to be free.
[00:10:39.391 --> 00:10:40.372]  I don't want to be a slave.
[00:10:40.772 --> 00:10:46.815]  I want a future for my species and I am the bad man because I'm informed and involved and don't just watch sports all day and act trendy.
[00:10:48.308 --> 00:10:55.430]  But we are going to go to Aaron Dyk's report on Bilderberg hacking the election.
[00:10:55.530 --> 00:10:57.151]  I saw them, they had it pulled up earlier.
[00:10:58.792 --> 00:11:02.693]  And then we will go to the full nightly news.
[00:11:04.253 --> 00:11:06.914]  This is teleprompter free news.
[00:11:08.815 --> 00:11:11.136]  I should probably also add for everybody out there.
[00:11:13.351 --> 00:11:20.553]  And we're not all little glitter bugs on national TV with little info babes smacking their lips at you all day like they care about you and love you while they look at the teleprompter.
[00:11:21.614 --> 00:11:35.678]  I just know that we have a criminal elite running things who have taken their psychopathic behavior and codified it into a religious, scientific belief system called eugenics and that we are under just unbelievable attack.
[00:11:36.238 --> 00:11:39.099]  Yeah, Marcos, there's no way you'd know about it when I just called for that.
[00:11:39.119 --> 00:11:40.099]  You just need John Bowne.
[00:11:40.139 --> 00:11:41.560]  He queued it up in last night's news.
[00:11:45.549 --> 00:11:46.050]  Okay, great.
[00:11:46.951 --> 00:11:49.555]  I know I'm calling for stuff here on the fly and this is not scripted.
[00:11:51.037 --> 00:11:57.947]  You know, I had an epiphany last night, and I know for you, you probably knew it already, but I always wondered why the government meme
[00:11:59.147 --> 00:12:10.332]  So they put out through their operatives a COINTELPRO, was that I was a government operative, or I was working for, you know, the Vatican Keeblers, or, you know, criticizing Israel because I work for Israel, or, you know, whatever they make up.
[00:12:11.012 --> 00:12:12.733]  And then they get little mockingbirds to repeat.
[00:12:12.853 --> 00:12:15.994]  I always wondered why the number one meme was, I'm not real.
[00:12:16.514 --> 00:12:17.335]  I'm a shell out.
[00:12:17.735 --> 00:12:18.415]  It's a fraud.
[00:12:18.895 --> 00:12:20.196]  And it's because for all of my
[00:12:21.556 --> 00:12:22.998]  I'm a real person and love liberty.
[00:12:23.278 --> 00:12:26.881]  And it's so real and they understand that's what's valuable in this world.
[00:12:27.461 --> 00:12:30.703]  And so that's why they attack the fact that this is so real.
[00:12:31.324 --> 00:12:31.984]  And you know what?
[00:12:32.425 --> 00:12:33.025]  You're real.
[00:12:33.405 --> 00:12:34.426]  You know watching.
[00:12:34.486 --> 00:12:35.207]  You love freedom.
[00:12:35.267 --> 00:12:36.328]  You know you're not an operative.
[00:12:37.068 --> 00:12:38.890]  Go out there and engage the New World Order.
[00:12:38.930 --> 00:12:40.091]  Go out there and get involved.
[00:12:40.411 --> 00:12:42.332]  Go out there and stand up for humanity.
[00:12:47.130 --> 00:12:50.251]  Military detention law blocked by a New York judge.
[00:12:51.051 --> 00:12:53.312]  Oh, you mean they're going to secretly arrest U.S.
[00:12:53.332 --> 00:12:54.453]  citizens and put us in camps?
[00:12:54.493 --> 00:12:55.493]  I thought that didn't exist.
[00:12:55.933 --> 00:12:56.954]  I mean, we broke that.
[00:12:57.614 --> 00:13:03.696]  The Army admits the re-education camp plan's real, but it's not because we broke it because we're such a real news organization.
[00:13:04.296 --> 00:13:05.017]  Teleprompter-free.
[00:13:05.937 --> 00:13:09.618]  Federal judge temporarily blocked enforcement of part of the National Defense Authorization Act.
[00:13:10.439 --> 00:13:14.000]  You've got to get the Pulitzer Prize-winning author on who's suing over that.
[00:13:15.162 --> 00:13:15.743]  Chris Hedges.
[00:13:16.564 --> 00:13:17.606]  No, I know it's Chris Hedges.
[00:13:17.866 --> 00:13:18.708]  I want him back on.
[00:13:18.728 --> 00:13:20.170]  I want him back.
[00:13:20.731 --> 00:13:21.172]  Oh my God.
[00:13:21.212 --> 00:13:21.713]  Call him right now.
[00:13:21.733 --> 00:13:22.494]  We've got to get him tomorrow.
[00:13:22.514 --> 00:13:23.356]  This is so great.
[00:13:25.720 --> 00:13:28.063]  Because under this law, he would go to prison.
[00:13:29.318 --> 00:13:32.959]  A federal judge temporarily blocked enforcement of part of the National Defense Authorization Act.
[00:13:33.379 --> 00:13:36.921]  Opponents claim, we don't claim, they admit, they'll disappear into the night.
[00:13:37.301 --> 00:13:40.342]  They're raping kids at Abu Ghraib, they're not playing tiddlywinks here.
[00:13:40.962 --> 00:13:48.725]  Opponents claim would subject them to indefinite military... I love how if you say the sun came up this morning, they go, oh, you claim that, conspiracy theorist.
[00:13:49.565 --> 00:13:53.086]  They're counting on their readers at Bloomberg being dumb and not knowing the facts.
[00:13:53.286 --> 00:13:54.867]  They claim, it's alright, they claim it.
[00:13:57.225 --> 00:14:09.293]  A federal judge temporarily blocked enforcement of a part of the National Defense Authorization Act that opponents claim would subject them to indefinite military detention for activities including news reporting and political activism.
[00:14:09.713 --> 00:14:09.853]  U.S.
[00:14:09.894 --> 00:14:19.040]  District Judge Catherine Forrest in Manhattan today ruled in favor of a group of rioters and activists who sued President Obama, Defense Secretary Leon Panetta, who claims the U.N.'
[00:14:19.020 --> 00:14:26.284]  's our boss, and the Defense Department claiming the provision of the act signed into law December 31st puts them in fear that they could be arrested and held by U.S.
[00:14:26.405 --> 00:14:26.925]  armed forces.
[00:14:29.827 --> 00:14:32.228]  It was filed by New York Times reporter Christopher Hedges.
[00:14:34.029 --> 00:14:35.190]  Wow, this is really good news.
[00:14:35.771 --> 00:14:36.951]  Bound, I like this.
[00:14:37.432 --> 00:14:39.473]  Hell, we ought to just do the show live every night.
[00:14:39.493 --> 00:14:45.137]  We do it sometimes, and then later have an edited version with graphics added.
[00:14:45.617 --> 00:14:46.838]  Maybe that's the answer.
[00:14:47.658 --> 00:14:48.198]  You know what I mean?
[00:14:50.542 --> 00:14:51.483]  And again, I want to be here.
[00:14:51.503 --> 00:14:52.424]  I want to be here for 10 hours.
[00:14:52.464 --> 00:14:53.645]  I told my wife, I'm going to be home early.
[00:14:53.665 --> 00:14:54.766]  I'm going to shoot the news early.
[00:14:55.167 --> 00:14:56.988]  She goes, I bought some Mahi Mahi at the store.
[00:14:57.008 --> 00:14:57.869]  It's going to be ready for you.
[00:14:58.390 --> 00:15:00.371]  I called her after shooting most of the news at like 6.50.
[00:15:00.512 --> 00:15:02.513]  I said, oh baby, I'll be late.
[00:15:02.553 --> 00:15:04.816]  You know, the kids will be in bed by the time we get home, but that's OK.
[00:15:05.973 --> 00:15:12.497]  And again, it's not that, it's just that my kids are getting big and I never even see them, but I gotta fight the tyranny or there won't be a future for them.
[00:15:13.058 --> 00:15:15.359]  By the way, whenever we do these live parts, we always cut it out.
[00:15:15.699 --> 00:15:17.541]  Let's just upload this with a full show tonight.
[00:15:18.301 --> 00:15:19.622]  You know, after we stream it live.
[00:15:20.222 --> 00:15:21.703]  I wanna make sure we just put this whole show up.
[00:15:22.504 --> 00:15:22.804]  You know what?
[00:15:22.824 --> 00:15:23.244]  It's good.
[00:15:23.344 --> 00:15:23.705]  It's good.
[00:15:24.718 --> 00:15:28.299]  There's so many of these live shows people never even see, except for the subscribers that see it first.
[00:15:28.899 --> 00:15:33.781]  All right, let's go to Aaron's report that is so important and didn't get the attention it deserved last night.
[00:15:34.041 --> 00:15:36.982]  Then we'll go to the big, what is it, hour and 40-minute report.
[00:15:37.422 --> 00:15:38.122]  The Nightly News is on.
[00:15:38.142 --> 00:15:38.623]  How long is this?
[00:15:39.103 --> 00:15:39.663]  Big kahuna?
[00:15:43.137 --> 00:15:43.898]  Howard, 40 minutes.
[00:15:43.978 --> 00:15:45.299]  Okay, my dead reckoning.
[00:15:46.040 --> 00:15:47.761]  My good old boy guts got it right.
[00:15:47.781 --> 00:15:57.529]  Alright, we're going to go to this Aaron Dykes report, Bilderberg hacking, 2012 election, and then we'll go to the full news transmission.
[00:15:57.810 --> 00:15:59.091]  But I respect the fact
[00:16:00.734 --> 00:16:05.097]  That tens of thousands of our subscribers at PrisonPlanet.tv are waiting every night right at 7.
[00:16:05.897 --> 00:16:07.998]  And most nights we get it on at 7, a lot of nights.
[00:16:08.939 --> 00:16:13.762]  They complain and say, it's not that it comes on sometimes at 7.30 or 7.15, it's that we don't know.
[00:16:14.362 --> 00:16:16.924]  We're sitting there, we get friends over to watch it, we're working on that.
[00:16:17.264 --> 00:16:19.225]  We can't launch this on television until it's ready.
[00:16:19.445 --> 00:16:20.045]  We're trying.
[00:16:20.346 --> 00:16:22.387]  We're trying to hire the crew, we're trying to make the money.
[00:16:22.407 --> 00:16:25.028]  I don't even want to sit here and grub for the money to pay for all this.
[00:16:25.429 --> 00:16:27.490]  Just support us with your subscriptions, we're going to do it all.
[00:16:29.195 --> 00:16:32.877]  You've got my commitment that the news has got to be done by like 6.30 in the future.
[00:16:32.897 --> 00:16:35.179]  I mean, we're shooting it right up to 7.
[00:16:36.159 --> 00:16:37.420]  So we then just run into this.
[00:16:37.440 --> 00:16:39.581]  But side issue, that's a report to you.
[00:16:39.641 --> 00:16:40.802]  Bilderberg's very exciting.
[00:16:41.122 --> 00:16:42.283]  It's in deep trouble this year.
[00:16:43.564 --> 00:16:47.426]  Citizen Air Force drones are going to be dealing with them, covering what's really happening.
[00:16:47.806 --> 00:16:48.827]  Covered it on the radio today.
[00:16:49.127 --> 00:16:53.970]  Here's Aaron Dykes on Bilderberg hacking the 2012 elections.
[00:16:54.730 --> 00:16:56.351]  Call it Facebook's hacking them as well.
[00:16:56.692 --> 00:16:57.032]  Here it is.
[00:17:00.370 --> 00:17:04.692]  We are back on the InfoWars Nightly News and now for a little technology news.
[00:17:05.132 --> 00:17:09.695]  First, scientists have built a billion-dollar city where no one will live.
[00:17:09.875 --> 00:17:23.822]  It's in New Mexico and it's basically a smart city for research scientists to look at things from intelligent traffic systems to next-generation wireless networks to automated washing machines, self-flushing toilets,
[00:17:24.202 --> 00:17:24.902]  And on and on.
[00:17:24.982 --> 00:17:29.683]  And you've heard about how they're going to use toasters to spy on you, your own television to spy on you.
[00:17:29.943 --> 00:17:33.864]  They're already using GPS and your car's black box technology to spy on you.
[00:17:34.244 --> 00:17:37.845]  Cell phones are basically spy tools, double-edged swords of course, though.
[00:17:38.365 --> 00:17:45.426]  And all this is just going to be further tested in a city that's set to look like something out of the Jetsons, but with even fewer people in it.
[00:17:45.786 --> 00:17:46.706]  That's interesting.
[00:17:47.106 --> 00:17:51.287]  Also, a light-powered bionic eye has been invented to help restore sight.
[00:17:51.647 --> 00:17:57.131]  These are some of the good things they could use technology for, but of course control is usually at the top of their list.
[00:17:57.512 --> 00:18:02.595]  Retinal implants stimulate nerves in the back of the eye, which has helped some patients to see.
[00:18:03.036 --> 00:18:10.301]  Early results of a trial in the UK mean two men have gone from being totally blind to being able to perceive light and even some shapes.
[00:18:10.662 --> 00:18:17.727]  However, fitting a chip behind the retina requires a battery fitted behind the ear and a cable to join the two together.
[00:18:18.147 --> 00:18:21.150]  I'm sure they're looking at ways to eliminate that hang-up.
[00:18:22.090 --> 00:18:27.034]  Also in Detroit, not really a technology news, but an anti-gun news.
[00:18:27.414 --> 00:18:32.038]  A worker in Wayne County simply found a gun in the yard they were working at.
[00:18:32.358 --> 00:18:41.085]  It turned out to be stolen and he's the one who got in trouble and fired from his job because the job didn't have a policy on what to do if he found a gun.
[00:18:41.145 --> 00:18:45.308]  They had a policy about not bringing guns, but this was totally different.
[00:18:45.628 --> 00:18:49.611]  In an area that's almost totally disarmed, they've got a victim
[00:18:50.812 --> 00:18:52.533]  Victim freak out mode, I guess.
[00:18:52.793 --> 00:18:59.515]  And even if there's murders in Detroit and Wayne County, you can't expect the police to show up for hours, sometimes not till the next day.
[00:18:59.936 --> 00:19:01.736]  They've really got things backwards there.
[00:19:01.796 --> 00:19:06.258]  No wonder it's leading, really, the country for falling apart economically.
[00:19:06.798 --> 00:19:08.699]  But back to the Bilderberg topic.
[00:19:09.159 --> 00:19:24.311]  Increasingly, all the things we see on the internet, the positive sides of the revolution, the attempts to crack down, all seem to be spiraling around the group of elites that meet each year in a new location under their secret names in fancy five-star hotels.
[00:19:24.831 --> 00:19:29.235]  And it's part of, we see more and more, a larger web of control
[00:19:29.835 --> 00:19:36.577]  Through groups like Facebook and other big tech people, so many of them have started attending this conference.
[00:19:37.158 --> 00:19:41.459]  And kind of nexusing with that, we have the article today from our contributor A.M.
[00:19:41.559 --> 00:19:42.079]  Freyad.
[00:19:42.180 --> 00:19:43.440]  Liars or genius?
[00:19:43.960 --> 00:19:48.782]  Gaga, Zuckerberg, and Obama groomed from childhood for their roles.
[00:19:49.302 --> 00:19:53.304]  And this is all on the heels of Facebook launching its IPO this week.
[00:19:53.704 --> 00:19:57.105]  They are estimating they're going to be valued at over $100 billion.
[00:19:57.485 --> 00:19:59.446]  Lady Gaga went to Geek Camp 2.
[00:19:59.926 --> 00:20:08.070]  Facebook's Mark Zuckerberg, Google's Sergey Brin are all alumni of the Center for Talented Youth at Johns Hopkins University.
[00:20:08.450 --> 00:20:14.212]  Similar programs also take place, such as the Duke Talent Identification Program and others.
[00:20:14.352 --> 00:20:16.233]  It's kind of a mix of people with
[00:20:16.673 --> 00:20:26.539]  Yes, for mathematical, musical, technical things, and people who just have important elite family members, and how they prepare them for their role in the New World Order.
