[00:00:21.755 --> 00:00:22.716]  Welcome, my friends.
[00:04:18.748 --> 00:04:20.629]  He said, I'm going to expose all of this stuff.
[00:04:20.729 --> 00:04:28.253]  And now he was getting onto the birth certificate with Sheriff Arpaio and all of this forensic team, more than 20 people, confirming.
[00:04:28.513 --> 00:04:29.574]  And I watched the press conference.
[00:04:29.594 --> 00:04:30.454]  Those guys weren't acting.
[00:04:30.474 --> 00:04:32.896]  They were like, this is totally fake at every level.
[00:04:33.536 --> 00:04:33.976]  No kidding.
[00:04:34.016 --> 00:04:39.438]  Day one last year, we broke the news and showed it in layers, but that also was made to look like a typewriter?
[00:04:40.859 --> 00:04:43.120]  Typewriters are like fingerprints or snowflakes.
[00:04:43.220 --> 00:04:47.001]  Every time they strike, there's a different splat at a microscopic level.
[00:04:47.422 --> 00:04:49.983]  How that ink slaps on leaves a fingerprint.
[00:04:51.083 --> 00:04:54.585]  We blew up all the letters and compared them to the same letters later in the thing.
[00:04:55.105 --> 00:04:56.725]  It was identical fake splats.
[00:04:56.885 --> 00:05:02.748]  It was a word processor system that is a copy of a typewriter font.
[00:05:03.513 --> 00:05:09.657]  Because all the computer does is take a snapshot of an original typewriter shot and add that in to the alphabet.
[00:05:10.778 --> 00:05:13.440]  And then it's like typesetting, it lays it in, it's exactly the same.
[00:05:15.558 --> 00:05:19.499]  But it's done with a computer, so there's not the slapping of the ink, like a typewriter.
[00:05:19.539 --> 00:05:20.399]  So it was the same.
[00:05:20.979 --> 00:05:21.839]  It's the same.
[00:05:22.340 --> 00:05:22.980]  It's fake.
[00:05:23.400 --> 00:05:24.040]  It's fake.
[00:05:24.320 --> 00:05:28.301]  I don't need the CSI people over there with Sheriff Arpaio.
[00:05:28.321 --> 00:05:32.742]  I mean, I'm glad they did it, but the point is, this was all coming out, and he's dead.
[00:05:33.342 --> 00:05:33.882]  He's dead.
[00:05:33.962 --> 00:05:36.443]  Now, here's the other big breaking news.
[00:05:37.671 --> 00:05:41.912]  I'm not trying to bash the folks at Breitbart.
[00:05:41.932 --> 00:05:45.513]  They've done overall some good work compared to most right-wing stuff.
[00:05:45.833 --> 00:05:47.233]  It's definitely anti-establishment.
[00:05:47.913 --> 00:05:49.874]  I mean, it's like Alex Jones Lite in many ways.
[00:05:50.134 --> 00:05:52.495]  And I don't agree with the wars and all the stuff they support.
[00:05:52.515 --> 00:05:55.055]  But the point is, overall they were making the system mad.
[00:05:56.395 --> 00:06:04.457]  Mainline Republicans don't try to wreck big government operations on the left because a lot of times they're making money out of it as well.
[00:06:05.257 --> 00:06:06.898]  So they made a lot of people mad.
[00:06:08.120 --> 00:06:10.923]  That said, we've got timestamps of this we can show you.
[00:06:11.263 --> 00:06:14.126]  Everybody's waiting for Sean Hannity tonight.
[00:06:14.166 --> 00:06:23.314]  They're going to premiere the footage of Obama at Harvard mentioning a professor he likes connected to communists, as if that's a secret.
[00:06:23.715 --> 00:06:25.036]  And that's all Obama's around.
[00:06:26.189 --> 00:06:27.270]  Well, there's a little problem.
[00:06:27.530 --> 00:06:34.155]  The Breitbart site released the footage already that they're going to premiere on TV tonight and said, this is it, but more to come.
[00:06:34.715 --> 00:06:51.247]  Well, Aaron Dykes discovered, Paul Watson discovered very, very quickly that this is from at least four years ago when he was first running for office on PBS Frontline.
[00:06:52.907 --> 00:07:10.098]  So, we have the footage of both in our articles at InfoWars.com, written by Paul Watson and Aaron Dyck, showing the new footage Breitbart site has put out, not Breitbart, he's dead, but the people using that name, and next to the four-year-old footage that's unedited.
[00:07:10.359 --> 00:07:13.901]  They're putting out some edited stuff, we have the unedited stuff.
[00:07:13.921 --> 00:07:15.582]  So it's all in the article.
[00:07:15.622 --> 00:07:18.144]  In fact, if you take me to the front page of InfoWars.com, please.
[00:07:20.133 --> 00:07:22.077]  You can see that again, October 27th, 2008.
[00:07:27.361 --> 00:07:33.124]  Not the video Breitbart died for, leaked Obama vid, already aired on PBS in 2008.
[00:07:33.645 --> 00:07:42.429]  And if you go there, you go to the Breitbart site, they've got the old footage just re-edited, and then below that, we have the PBS video.
[00:07:42.469 --> 00:07:45.251]  So, this is what I was concerned about.
[00:07:45.751 --> 00:07:48.993]  This is what I talked about from the very, very start.
[00:07:49.854 --> 00:07:51.995]  This is what I've always been concerned about.
[00:07:53.126 --> 00:07:53.787]  Again, you see that?
[00:07:53.907 --> 00:07:55.828]  That's the exact same footage Breitbart's got.
[00:07:56.048 --> 00:07:56.989]  Go compare it for yourself.
[00:07:59.050 --> 00:08:11.999]  Is that Breitbart would die, he was supposed to release the footage that day, and that they would then put out some whitewash or something that was just part of the overall package and claim this is it.
[00:08:13.120 --> 00:08:20.425]  The fact that it wasn't released that day, the fact that it
[00:08:22.403 --> 00:08:25.826]  Was released over a week later and was something that had already been released.
[00:08:26.147 --> 00:08:27.428]  That's not Breitbart's style.
[00:08:28.809 --> 00:08:31.352]  He isn't somebody who made big claims and then didn't deliver.
[00:08:31.632 --> 00:08:37.018]  The reason he's dead, and I smell foul play all over this, folks, is because he did deliver.
[00:08:37.238 --> 00:08:38.459]  He did rock boats.
[00:08:38.699 --> 00:08:43.564]  He did stomp on the frozen mainstream media tundra, and the system doesn't like that.
[00:08:44.405 --> 00:08:46.127]  And you better believe we're in the same boat.
[00:08:47.261 --> 00:08:50.084]  There's big national news we're breaking right now as well.
[00:08:50.104 --> 00:08:51.765]  And I'll get to that later.
[00:08:51.805 --> 00:08:53.807]  And people are like, wow, Alex, you're getting bigger and bigger.
[00:08:54.027 --> 00:08:56.990]  And I'm like, yeah, I'm flying towards my destruction.
[00:08:57.510 --> 00:09:03.135]  People, you have to understand, this isn't about ego or about an alternative media person showing the world, you know, that we can dominate.
[00:09:04.096 --> 00:09:11.523]  It's about defending our republic and saving our society and defeating Agenda 21 and getting our family rights back, our private property, our Second Amendment.
[00:09:12.401 --> 00:09:14.503]  We're fighting really hardcore authoritarians.
[00:09:14.923 --> 00:09:17.226]  And I do take all this personally.
[00:09:17.666 --> 00:09:19.067]  So I'm committed to this so much.
[00:09:19.167 --> 00:09:20.649]  I care about beating tyranny so much.
[00:09:20.989 --> 00:09:22.250]  I don't even worry about what happens to me.
[00:09:23.712 --> 00:09:24.673]  That's the only way to roll.
[00:09:25.734 --> 00:09:26.735]  It's not because I'm some hero.
[00:09:26.755 --> 00:09:29.237]  It's because I'm not going to be a slave or a coward.
[00:09:29.277 --> 00:09:31.859]  So, here are the articles in closing with this breaking news.
[00:09:33.134 --> 00:09:34.935]  Mancow Muller, Breitbart was murdered.
[00:09:35.315 --> 00:09:39.096]  Chicago Radio says Breitbart death was warning shot and that others are in danger.
[00:09:39.156 --> 00:09:40.156]  He's been to the funeral.
[00:09:40.176 --> 00:09:41.897]  Everybody thinks he was murdered.
[00:09:42.297 --> 00:09:45.358]  And he told me all the behind-the-scenes stuff that he already told me three months ago.
[00:09:45.378 --> 00:09:46.798]  And I'm like, I forgot all this.
[00:09:46.818 --> 00:09:48.659]  I was being offered a TV show with Breitbart.
[00:09:50.279 --> 00:09:53.760]  And not on the network that the media claimed he was going to with Der Wiener.
[00:09:54.621 --> 00:09:56.001]  Okay, continuing here.
[00:09:59.784 --> 00:10:03.065]  Speaking of national news story, this story was up on Drudge today.
[00:10:03.866 --> 00:10:10.909]  Dozens and dozens of big papers, by this afternoon it was hundreds, had picked up what we reported on this morning and last night.
[00:10:11.889 --> 00:10:15.951]  A blogger, an engineer, we interviewed him today, John Corbett,
[00:10:17.208 --> 00:10:22.852]  Had gone through the scanners and shown it with pieces of metal that could be bombs or weapons, showing the scanners are a giant fraud.
[00:10:23.232 --> 00:10:25.074]  It's all about making money for Chertoff.
[00:10:25.134 --> 00:10:26.595]  He ordered them as Homeland Security Ed.
[00:10:27.195 --> 00:10:30.177]  And microwaving us and just having this big power grip.
[00:10:31.658 --> 00:10:35.481]  The video goes up of him just sitting there talking about this and showing footage he shot.
[00:10:35.861 --> 00:10:37.182]  No breasts, no genitals.
[00:10:37.682 --> 00:10:38.263]  G-rated.
[00:10:39.793 --> 00:10:40.894]  And they knocked his video down.
[00:10:40.914 --> 00:10:41.594]  They blocked it.
[00:10:42.174 --> 00:10:43.755]  And they're blocking subsequent copies.
[00:10:43.795 --> 00:10:48.697]  But we were able to keep posting copies that others are posting as it goes up.
[00:10:49.578 --> 00:10:51.959]  As they try to knock the others down, we're able to keep posting them.
[00:10:51.999 --> 00:10:56.881]  So Drudge linked to us to say, here's the article about the censorship and here's the video.
[00:10:56.921 --> 00:11:02.184]  But YouTube restricts video of engineer proving how useless TSA scanners are.
[00:11:02.664 --> 00:11:06.886]  Man walked through radiation firing machines with metal objects knowing he would be stopped.
[00:11:07.833 --> 00:11:08.974]  Knowing he would not be stopped.
[00:11:09.434 --> 00:11:11.495]  So there is that report.
[00:11:11.975 --> 00:11:13.296]  And they're now censoring it.
[00:11:13.636 --> 00:11:17.218]  But that only caused it to blow up in their face because they tried to censor it.
[00:11:17.238 --> 00:11:19.820]  You can find the video at InfoWars.com.
[00:11:21.060 --> 00:11:21.380]  Okay.
[00:11:22.461 --> 00:11:25.703]  We interviewed the DPS, as you know, the Texas State Police last week.
[00:11:26.914 --> 00:11:36.224]  And I've seen all these articles about local police, the state police with tanks, drones, predators under military control, checkpoints.
[00:11:36.984 --> 00:11:42.049]  And we go up and talk to them as they're launching these gunboats with high-powered machine guns to patrol our lakes and rivers.
[00:11:43.711 --> 00:11:48.916]  And they look at us and say, we don't have any plans right now for military joint operations.
[00:11:50.560 --> 00:11:52.461]  We don't have any plans for drones.
[00:11:52.501 --> 00:11:54.922]  We've got a bunch of articles here on drones.
[00:11:55.722 --> 00:12:03.305]  And we also then had the Texas Guard and the Federal Guard, the National Guard, out at the Kite Festival this weekend in Austin.
[00:12:06.961 --> 00:12:14.508]  Chief Arte Cervedes, three months ago in studio here, said the sky would have to fall, literally, for there to be troops on the street.
[00:12:14.608 --> 00:12:15.869]  Well, did the sky fall, pal?
[00:12:16.409 --> 00:12:17.850]  Because we got troops on the street here.
[00:12:18.651 --> 00:12:19.452]  And the drones are here.
[00:12:19.712 --> 00:12:27.779]  So we have a short video clip from the overall Darren McBreen report, where they say, no, we don't know anything about drones and connection to police, period.
[00:12:28.139 --> 00:12:30.141]  State police or otherwise, the state of Texas, here it is.
[00:12:30.481 --> 00:12:33.443]  I know they plan on buying a lot of these unmanned drones.
[00:12:34.604 --> 00:12:37.507]  Uh, DPS is not that aware of.
[00:12:37.567 --> 00:12:38.789]  The state of Texas is not?
[00:12:38.929 --> 00:12:41.992]  Because there's like border patrol with the drones and all that.
[00:12:42.032 --> 00:12:43.793]  Border patrol is federal.
[00:12:43.833 --> 00:12:46.076]  But they're working with federal agencies, that's what I mean.
[00:12:46.136 --> 00:12:54.584]  So it would be like Homeland Security for example is federal, yet they provided a lot of the funding for these boats that are here in the state.
[00:12:54.684 --> 00:12:56.245]  So that's why I was wondering if there's any
[00:12:57.165 --> 00:13:03.710]  You know, federal cooperation with these unmanned drones as well for border patrol and fighting this out-of-control drug war.
[00:13:04.890 --> 00:13:05.451]  Yeah, I don't know.
[00:13:05.491 --> 00:13:07.452]  We don't have drones.
[00:13:07.512 --> 00:13:10.154]  Now, whose drones do we have access to?
[00:13:10.174 --> 00:13:10.814]  I'm not even sure.
[00:13:12.195 --> 00:13:13.236]  So, there you go.
[00:13:13.296 --> 00:13:18.560]  Meanwhile, Texas cops hit obstacles in their own truck testing UAVs.
[00:13:18.620 --> 00:13:19.901]  Drones coming anyway.
[00:13:21.121 --> 00:13:24.262]  And this is being broken down by local news, IT World, and others.
[00:13:24.282 --> 00:13:26.442]  33,000 of them, many of them weaponized.
[00:13:26.782 --> 00:13:38.505]  Government takes our money, ships in the drugs, arrests anybody that doesn't want the money with them, and then crashes drones into things, and then lectures us all day about how wonderful they are and how they're keeping us all safe.
[00:13:40.445 --> 00:13:45.226]  Again, drone crashes into SWAT team tank during police tests near Houston.
[00:13:46.706 --> 00:13:48.507]  But he didn't know anything about drones or anything.
[00:13:49.691 --> 00:13:51.913]  Continuing, this is some bad news out of Minnesota.
[00:13:51.953 --> 00:13:55.436]  Governor Vito's Cornish proposal.
[00:13:56.156 --> 00:14:01.200]  You heard a federal court said you can't keep people from having guns on campus, on colleges, especially in their dorms.
[00:14:01.500 --> 00:14:02.641]  You have a right to defend yourself.
[00:14:03.201 --> 00:14:05.823]  A criminal that's going to come shoot people isn't going to follow the law.
[00:14:06.164 --> 00:14:07.965]  They're going to come shoot people.
[00:14:08.746 --> 00:14:11.588]  It is very, very, very, very simple.
[00:14:12.898 --> 00:14:17.780]  Now expanding on that, this law would say we're going to stop arresting people that shoot people on their own property.
[00:14:18.080 --> 00:14:32.646]  Minnesota is so un-American, good people up there but run by commies and globalist thugs, that they were trying to pass a law saying in your home, in your car, you're carjacked, in your mobile home you can have a firearm and defend yourself if attacked.
[00:14:33.649 --> 00:14:38.011]  And the police are here saying, no, we don't want that, because you want the monopoly of force.
[00:14:38.031 --> 00:14:40.592]  You want us to have to call you to come protect us.
[00:14:41.272 --> 00:14:42.332]  I mean, this is really simple.
[00:14:43.093 --> 00:14:44.653]  Goes back to Rome over 2,000 years.
[00:14:45.614 --> 00:14:49.936]  You think the mafia just the last 100 years would come around for protection money, insurance they would call it?
[00:14:50.356 --> 00:14:53.237]  Pay me protection or somebody's going to burn down your grocery store?
[00:14:54.397 --> 00:14:56.438]  Pay me or somebody's going to burn down the store?
[00:14:56.718 --> 00:14:58.719]  Not me, not my cousin, but somebody.
[00:14:59.019 --> 00:15:01.040]  Whatever you pay me, I can protect it.
[00:15:02.009 --> 00:15:02.809]  I have my cousin.
[00:15:03.369 --> 00:15:05.050]  He won't be here, but you pay him a check.
[00:15:05.490 --> 00:15:06.310]  You pay him the money.
[00:15:09.671 --> 00:15:13.832]  In Rome, over 2,000 years ago, Julius Caesar's family actually made money off this.
[00:15:14.972 --> 00:15:18.033]  The fire department would come around and demand tribute.
[00:15:18.413 --> 00:15:21.274]  And if you didn't pay them, when there was a real fire, they'd come fight it.
[00:15:22.614 --> 00:15:25.235]  But if you didn't pay them, they'd come burn your business or your block down.
[00:15:26.297 --> 00:15:29.121]  And Rome had all these ethnic minority groups in it.
[00:15:29.161 --> 00:15:37.171]  They had the Goths, the folks from Germania in one area, the Spanish in another, the Jews in another, Persians in another.
[00:15:37.391 --> 00:15:42.097]  I mean, Rome was super multi-ethnic, but everybody was in their neighborhood, just like, I guess, New York today.
[00:15:43.038 --> 00:15:50.122]  And so they'd come in and say, you know, the Roman run thing would say, pay us all this exorbitant money or there's going to be a fire.
[00:15:50.162 --> 00:15:52.363]  And if you didn't pay, they burned you down.
[00:15:52.943 --> 00:15:57.966]  That's why Nero fiddled while parts of Rome burned, because people weren't paying him.
[00:15:57.986 --> 00:15:59.226]  He sat up there and fiddled.
[00:15:59.246 --> 00:15:59.787]  He was happy.
[00:16:00.347 --> 00:16:02.168]  You're going to learn to pay me protection money.
[00:16:02.768 --> 00:16:03.668]  And that's all this is.
[00:16:04.269 --> 00:16:06.810]  You call a cop when somebody's busting down your door.
[00:16:06.970 --> 00:16:15.154]  That's why I see articles every few days where some woman is in her house, calls 911, he's coming in with a gun and a knife, and 911's like, do not fire, wait for police, do not fire.
[00:16:15.174 --> 00:16:17.335]  And they go, he's coming with a knife!
[00:16:17.556 --> 00:16:19.877]  And they shoot him, and the police are like, how dare you do that?
[00:16:19.897 --> 00:16:20.557]  How dare you?
[00:16:20.817 --> 00:16:23.679]  Well, not the police themselves, but the bosses do.
[00:16:24.159 --> 00:16:26.580]  It's like, no, you only do that with us.
[00:16:28.661 --> 00:16:29.962]  You only call us to protect you.
[00:16:31.530 --> 00:16:36.451]  Now, I don't like getting into this subject because it really upsets me and lets me know how evil the people are we're fighting are.
[00:16:36.471 --> 00:16:46.893]  I mean, it just blows me away, but New York Post, you name it, they're all reporting, New York prostitution ring provided minors for wealthy elitist clients, including bankers, politicians, and lawyers.
[00:16:47.433 --> 00:16:52.454]  So for five years, the Internal Affairs slash Anti-Corruption Bureau was trying to stop them running kids.
[00:16:52.474 --> 00:16:57.255]  There were some decent cops who were like, well, letting prostitution go on is one thing, but kids, no.
[00:16:57.916 --> 00:16:59.576]  Look at that alleged piece of crap.
[00:17:00.356 --> 00:17:03.558]  Anyway, she is, she is on record.
[00:17:04.378 --> 00:17:05.939]  She is on record.
[00:17:06.859 --> 00:17:07.980]  Put her back on screen if you can.
[00:17:09.220 --> 00:17:14.002]  In these tapes they have, going, I own the police, I own the judges and the top politicians.
[00:17:14.803 --> 00:17:15.383]  Well, you bet.
[00:17:15.403 --> 00:17:19.025]  I mean, whenever a governor or somebody gets out of line, they release who their hookers are.
[00:17:19.625 --> 00:17:21.106]  Well, this is underage.
[00:17:21.126 --> 00:17:21.947]  This is young people.
[00:17:21.987 --> 00:17:22.708]  This is children.
[00:17:22.728 --> 00:17:23.448]  This is minors.
[00:17:24.169 --> 00:17:26.971]  And she was bragging, but we'll see what comes of this.
[00:17:26.991 --> 00:17:29.033]  We'll see if she ends up dying like a D.C.
[00:17:29.073 --> 00:17:34.178]  madam who was just involved in regular prostitution, which I think should be decriminalized.
[00:17:34.218 --> 00:17:35.419]  I don't think it's moral or good.
[00:17:35.459 --> 00:17:36.099]  It's degrading.
[00:17:36.119 --> 00:17:41.124]  But making it illegal just makes it underground and lets the government control it behind the scenes through black market.
[00:17:41.924 --> 00:17:45.808]  And really lets women be abused by their government police pimps in most cases.
[00:17:46.089 --> 00:17:47.630]  That's who most of the whore handlers are.
[00:17:48.051 --> 00:17:53.356]  Here in Austin, living here now for 20 years, I've seen five or six times they bust police commanders running most of the whores.
[00:17:53.376 --> 00:17:57.781]  But side issue, you make it underground, you let the corrupt control it.
[00:17:58.322 --> 00:17:59.062]  That's the way it works.
[00:17:59.102 --> 00:18:03.187]  But the kid thing, when they're convicted, I want these people executed.
[00:18:04.523 --> 00:18:05.123]  Executed.
[00:18:05.703 --> 00:18:12.746]  I want child abusers, child pervs to know that you do stuff like this, you go after little kids, you are dead.
[00:18:14.207 --> 00:18:16.988]  But let's go through some of those articles for people.
[00:18:17.288 --> 00:18:19.889]  Hot Mama in kink link to Rich DA.
[00:18:21.469 --> 00:18:25.771]  And it goes through here, it's just buried, the whole underage angle.
[00:18:27.114 --> 00:18:35.982]  But there's one of the articles, pedophile warned he would attack again, outrage after trial, hears of how man begged to be locked away for life, was given his freedom within three years.
[00:18:36.042 --> 00:18:38.404]  Well, because the system takes care of their own.
[00:18:38.985 --> 00:18:43.769]  Woman, judge ran sex ring that killed boy, age five, London, Telegraph.
[00:18:43.789 --> 00:18:45.371]  And we just go over year after year of these.
[00:18:48.112 --> 00:18:51.855]  Officials, police officials ordered murder, says serial killer.
[00:18:52.616 --> 00:18:55.258]  There's all these cases of them delivering the kids to the elites.
[00:18:55.738 --> 00:18:57.800]  Overwhelming evidence points to murder of D.C.
[00:18:57.860 --> 00:18:58.201]  Madam.
[00:18:59.442 --> 00:19:03.025]  And she told me, you know, that she was being threatened, but that she would never commit suicide.
[00:19:03.505 --> 00:19:06.327]  FBI to reopen case against sex offender friend of Prince Andrew.
[00:19:06.688 --> 00:19:09.530]  Duke may be forced to claim diplomatic immunity to avoid questioning.
[00:19:09.810 --> 00:19:12.793]  How does a Duke in their country declare diplomatic immunity?
[00:19:13.013 --> 00:19:14.254]  That's just royal immunity.
[00:19:14.574 --> 00:19:16.216]  They call it diplomatic immunity.
[00:19:17.349 --> 00:19:19.570]  The globalists say, I'm immune, and we go, oh, you are.
[00:19:19.590 --> 00:19:25.972]  They had cases in Sweden, other places where they did this, where they found little kids in cages.
[00:19:26.912 --> 00:19:27.752]  Government kidnapped.
[00:19:28.253 --> 00:19:29.593]  They're like, diplomatic immunity.
[00:19:29.873 --> 00:19:34.775]  How about immunity to scum?
[00:19:35.815 --> 00:19:37.296]  Oh, but I know that's radical.
[00:19:38.576 --> 00:19:39.576]  It's radical.
[00:19:41.317 --> 00:19:42.257]  So we've got that report.
[00:19:42.277 --> 00:19:44.318]  Here's another report on it.
[00:19:46.095 --> 00:19:47.596]  Oh yes, there we go.
[00:19:48.396 --> 00:19:51.097]  Just more and more and more and more articles.
[00:19:51.617 --> 00:19:54.618]  Homosexual prostitution inquiry snares VPs with Reagan-Bush.
[00:19:54.939 --> 00:19:56.639]  Callboys took midnight tours of the White House.
[00:19:57.139 --> 00:19:58.160]  This was back in 1989.
[00:19:58.360 --> 00:20:01.581]  Then it happened again with Bush Jr.
[00:20:01.681 --> 00:20:06.923]  kissing men on the head at press conferences who it turned out were mail madams and porn stars.
[00:20:08.064 --> 00:20:11.785]  I mean, you can't make... I mean, they kiss in public and I'm an extremist to cover it.
[00:20:12.325 --> 00:20:13.006]  And my point is,
[00:20:14.195 --> 00:20:16.256]  What they do with consenting adults is their issue.
[00:20:16.536 --> 00:20:18.977]  But the fact is they're being blackmailed with all this.
[00:20:19.857 --> 00:20:20.798]  That's the issue.
[00:20:20.818 --> 00:20:21.578]  Do you understand that?
[00:20:23.258 --> 00:20:24.779]  Stay away from people's children.
[00:20:24.799 --> 00:20:31.222]  I'll tell you, the Texas Youth Commission state allows this stuff to go on with the kids that are grabbed.
[00:20:31.982 --> 00:20:32.582]  And you know what?
[00:20:32.602 --> 00:20:34.583]  It's time for justice to be served against these people.
[00:20:35.558 --> 00:20:39.343]  These are a bunch of globalist scum, enemies of every free human out there.
[00:20:39.744 --> 00:20:48.356]  All right, rising to the news ahead of the John Rappaport interview, study BT toxin in GM crops kills non-target species.
[00:20:50.253 --> 00:20:55.816]  And it goes on to break down the fact that they engineer these plants to grow their own pesticide, and guess what?
[00:20:56.377 --> 00:21:03.221]  It's killing birds and bees and other insects and other life that aren't the main target of the toxin in it.
[00:21:03.361 --> 00:21:04.201]  No kidding.
[00:21:04.461 --> 00:21:13.147]  Like us, who are then eating the corn, eating the soybeans, oil, eating the soybean protein, eating the cottonseed oil.
[00:21:13.267 --> 00:21:14.727]  I mean, it is just incredible.
[00:21:15.848 --> 00:21:16.849]  What is going on here?
[00:21:17.887 --> 00:21:22.851]  Shifting gears, Iran trying to build nuclear missiles, capable of hitting London, Cameron Warren's members of parliament.
[00:21:22.871 --> 00:21:28.294]  Remember, we heard that in 2003, Tony Blair said, they're going to launch nukes.
[00:21:29.695 --> 00:21:36.480]  They're going to launch nukes at England in 45 minutes, we've got to attack.
[00:21:36.520 --> 00:21:40.843]  And of course, there were not nukes in the country.
[00:21:41.464 --> 00:21:41.844]  All right.
[00:21:42.805 --> 00:21:43.465]  That is Iraq.
[00:21:43.545 --> 00:21:45.527]  Now for the quote of the day.
[00:21:46.892 --> 00:21:51.608]  Martin Luther King, I've become convinced that non-cooperation with evil is a much
[00:21:52.810 --> 00:21:56.171]  More moral obligation as is cooperation with good.
[00:21:56.291 --> 00:22:03.294]  Again, I've become convinced that non-cooperation with evil is as much a moral obligation as is cooperation with good.
[00:22:03.414 --> 00:22:04.154]  Martin Luther King.
