[00:00:13.547 --> 00:00:14.807]  Welcome, ladies and gentlemen.
[00:10:13.942 --> 00:10:23.309]  The first article we put out, Senate moves to allow military to intern Americans without trial, and the commenters just went absolutely wild.
[00:10:24.457 --> 00:10:25.538]  And here's the key.
[00:10:25.998 --> 00:10:27.099]  This is all happening.
[00:10:27.819 --> 00:10:29.140]  The truth will all come out later.
[00:10:29.821 --> 00:10:38.687]  The trolls, the paid globalists, the Pentagon operatives on record are in overdrive right now because they're trying to pass this bill this week.
[00:10:39.267 --> 00:10:46.412]  Kind of like they passed legislation saying TSA is above the law and can fondle your children's genitals like Sandusky or something.
[00:10:46.972 --> 00:10:47.733]  But get away with it.
[00:10:48.598 --> 00:10:56.461]  They are trying to codify that NORTHCOM over the U.S., like AFRICOM, CENTCOM, we are a military zone, that they can use them against you.
[00:10:56.481 --> 00:10:59.362]  And I've been to the drills with the troops, trying to confiscate your guns.
[00:10:59.382 --> 00:11:00.843]  You've seen my police state films.
[00:11:01.923 --> 00:11:08.566]  And my last police state film, we interviewed the colonel where they admitted they were training in Arcadia, Iowa, to take over and confiscate all the guns door to door.
[00:11:09.186 --> 00:11:11.107]  And then I was the bad guy for not wanting that.
[00:11:11.467 --> 00:11:12.748]  This is for America.
[00:11:14.039 --> 00:11:15.860]  Here's another one out of the New American Magazine.
[00:11:15.920 --> 00:11:17.920]  Senate bill, okay, indefinite detention of U.S.
[00:11:17.960 --> 00:11:19.841]  citizens without charge or trial.
[00:11:21.061 --> 00:11:23.262]  And again, we all go over the subsections in here.
[00:11:23.302 --> 00:11:34.345]  Now, that said, remember, we were going to burn the American flag, get rid of the Constitution and Bill of Rights, butcher our republic, because Al Qaeda was so scary.
[00:11:34.365 --> 00:11:37.966]  They had beards, they had brown skin, and even worse, they had turbans on their heads.
[00:11:37.986 --> 00:11:42.407]  It didn't matter that Al Qaeda had been created by the CIA or used to go after the Serbs.
[00:11:43.646 --> 00:11:46.209]  Didn't matter if they used them against Iran the last few years.
[00:11:46.809 --> 00:11:50.693]  Didn't matter if they were funded out of Saudi Arabia by the US, Israel, Pakistan, and others.
[00:11:51.194 --> 00:11:51.814]  As well as England.
[00:11:52.134 --> 00:11:52.715]  Didn't matter!
[00:11:55.498 --> 00:11:58.120]  We had to give our rights up because of the evil terrorist.
[00:11:58.641 --> 00:12:05.067]  Oh, but we got the Internal Homeland Security and MIAC reports where it said it's all about libertarians, gun owners, returning veterans.
[00:12:06.001 --> 00:12:12.944]  Then we learn in the New York Times that they've got the Explorer Scouts for at least four years training to take on disgruntled vets and kill them.
[00:12:13.384 --> 00:12:15.145]  They even say it in the newspaper like it's good.
[00:12:16.106 --> 00:12:17.806]  None of the trainings for Al-Qaeda.
[00:12:19.127 --> 00:12:21.228]  Because Al-Qaeda are good little helpers.
[00:12:21.248 --> 00:12:27.791]  They take the blame for stuff, they invade countries they're told to, and when they attack the Serbs, the Serbs fight back, they bomb them into submission.
[00:12:29.022 --> 00:12:30.522]  They send them in against Gaddafi.
[00:12:30.842 --> 00:12:32.503]  They're murdering people in mass still.
[00:12:32.743 --> 00:12:33.583]  It's all over the news.
[00:12:33.803 --> 00:12:35.043]  Al-Qaeda flags everywhere.
[00:12:35.323 --> 00:12:38.804]  The leader of the main council, the leader of the military council, they're all Al-Qaeda.
[00:12:39.004 --> 00:12:40.485]  And now they're saying they're going into Syria.
[00:12:40.845 --> 00:12:41.485]  Here's the article.
[00:12:41.525 --> 00:12:42.705]  London Telegraph today.
[00:12:43.725 --> 00:12:50.847]  So again, oh, the military's taken over and their training manuals are gun owners, conservatives, libertarians, patriots, people like that.
[00:12:51.607 --> 00:12:53.747]  Folks that are informed.
[00:12:55.708 --> 00:12:55.828]  And
[00:12:56.923 --> 00:12:58.684]  Then we go through all this information.
[00:12:59.044 --> 00:13:00.866]  Now Al-Qaeda is being given Libya.
[00:13:01.186 --> 00:13:02.807]  Now they're going to be given all the other countries.
[00:13:03.227 --> 00:13:04.968]  And here's the InfoWars.com article.
[00:13:05.308 --> 00:13:10.372]  Al-Qaeda terrorist airlifted from Libya to aid Syrian opposition.
[00:13:10.752 --> 00:13:15.115]  Weapons and fighters sent to support overthrow of President Assad.
[00:13:15.275 --> 00:13:18.557]  Now, continuing here.
[00:13:19.077 --> 00:13:20.138]  Here's the one in Telegraph.
[00:13:22.057 --> 00:13:29.882]  Leading Libyan Islamists met Free Syrian Army Opposition Group, and buried in the article, they admit all of this, and we have the quotes.
[00:13:30.423 --> 00:13:30.943]  Oh, but wait!
[00:13:31.383 --> 00:13:31.924]  There's more!
[00:13:32.464 --> 00:13:39.489]  And we have the Digital Journal article, Libyan ex-Islamic terror leader heads Tripoli Military Council.
[00:13:40.830 --> 00:13:43.411]  And we've got all the quotes there.
[00:13:43.912 --> 00:13:45.513]  As we told you six months ago,
[00:13:46.769 --> 00:13:47.509]  I guess now seven.
[00:13:47.910 --> 00:13:58.256]  The main group out of the East, funded by the West, is true Al Qaeda, who gave interviews, many of them, bragging, yeah, I've killed Americans in Iraq, and I'll go back to killing them as soon as we take this country.
[00:13:58.656 --> 00:13:59.917]  This is what is so insane.
[00:14:00.838 --> 00:14:10.744]  I'm supposedly got to let the TSA fondle my daughters and son because Al Qaeda's hiding under every table, but then they get the underwear bomber on the plane, the shoe bomber on the plane, all on record.
[00:14:11.576 --> 00:14:14.662]  And we're all Ilockees hanging out at the Pentagon until they kill the U.S.
[00:14:14.683 --> 00:14:17.789]  citizen in a drone attack, but they never hurt citizens, they just kill them.
[00:14:19.219 --> 00:14:25.582]  All of this is a total criminal, Red Terror style takeover, and now they're getting ready to use the military on the American people.
[00:14:26.102 --> 00:14:27.803]  Absolutely unbelievable.
[00:14:28.043 --> 00:14:40.008]  So I want you to get this video, PrisonPlanet.tv viewers, InfoWars Nightly News subscribers, and I want you to get it once it's posted all over the four winds of the web, and send it to all your good old boy buddies.
[00:14:40.308 --> 00:14:43.750]  They're like, I just don't get how 9-11 could be an inside job.
[00:14:44.510 --> 00:14:46.031]  I just don't get how, you mean,
[00:14:46.431 --> 00:14:48.073]  The government would attack itself?
[00:14:48.353 --> 00:14:52.538]  Yeah, Hitler blew up his own Capitol building to take over, after he was already elected President.
[00:14:53.159 --> 00:14:56.283]  And then he became Chancellor and combined the two to be Führer.
[00:14:56.783 --> 00:15:00.307]  They had an upper and lower system in their Parliament.
[00:15:00.528 --> 00:15:02.410]  He just became both, Chancellor and President.
[00:15:03.031 --> 00:15:03.892]  Hitler was elected!
[00:15:04.841 --> 00:15:05.701]  Go to the lower house.
[00:15:06.481 --> 00:15:09.722]  They blew up the Capitol and said, the commies did it and rounded everybody up.
[00:15:09.762 --> 00:15:11.482]  You know, Hitler, you know about that?
[00:15:11.762 --> 00:15:13.043]  You know about Golf of Tonkin and all this?
[00:15:13.463 --> 00:15:14.943]  You just can't understand it?
[00:15:15.003 --> 00:15:17.363]  No, you're too scared to admit it.
[00:15:17.423 --> 00:15:18.264]  You know it's true.
[00:15:18.964 --> 00:15:19.264]  Okay?
[00:15:19.424 --> 00:15:21.244]  You're like, well, you know, Al Qaeda's good?
[00:15:21.744 --> 00:15:23.044]  No, I didn't say that!
[00:15:23.865 --> 00:15:25.785]  I explained their history, where they come from.
[00:15:26.285 --> 00:15:29.206]  Brzezinski's written two books about it, bragging how the CIA created it in 79.
[00:15:29.246 --> 00:15:29.506]  Wake up!
[00:15:32.865 --> 00:15:36.106]  Do you understand they're going to use this phony threat to fully butcher this country?
[00:15:36.146 --> 00:15:37.367]  Take your pension funds, everything.
[00:15:37.407 --> 00:15:38.127]  It's already beginning.
[00:15:38.587 --> 00:15:38.987]  Do you get it?
[00:15:39.067 --> 00:15:39.888]  They're not going to stop.
[00:15:39.928 --> 00:15:41.508]  They've got re-education camps built.
[00:15:42.149 --> 00:15:43.849]  The Emergency Centers Establishment Act.
[00:15:44.029 --> 00:15:46.050]  They're now admitting they want to use the military against you.
[00:15:46.690 --> 00:15:48.571]  The manuals are all for the American people.
[00:15:49.051 --> 00:15:51.372]  It's not for Al Qaeda, even though it's fun to get scared of them.
[00:15:51.472 --> 00:15:52.052]  I understand.
[00:15:52.993 --> 00:15:54.453]  I know it's fun to get scared.
[00:15:55.294 --> 00:15:55.774]  I understand.
[00:15:55.814 --> 00:15:57.074]  It's the national pastime.
[00:15:57.314 --> 00:15:58.795]  Land of the cowards, home of the slaves.
[00:16:00.145 --> 00:16:02.848]  It's still a good country if good people will stand up and say no.
[00:16:03.689 --> 00:16:05.691]  All right, let's shift gears to another trader.
[00:16:06.152 --> 00:16:12.158]  I've got the intro here to one of Alvin and Heidi Toffler's
[00:16:13.592 --> 00:16:14.132]  I don't know.
[00:16:33.259 --> 00:16:34.460]  Let me just read from one of these.
[00:16:35.180 --> 00:16:38.803]  The time has come for the next great step forward in American politics.
[00:16:38.823 --> 00:16:44.288]  It's not a matter of Democrats versus Republicans, or left and right, because you think Newt Gingrich is going to save you.
[00:16:44.308 --> 00:16:45.088]  The media said so.
[00:16:45.108 --> 00:16:46.790]  A lot of people are like, I'll lock him!
[00:16:48.308 --> 00:16:52.450]  It's not a matter of Democrats versus Republicans or left versus right, but something more significant.
[00:16:52.470 --> 00:17:08.198]  A clear distinction between rearguard politicians who wish to preserve or restore an unworkable past, like the Second Amendment, family, private property, because he's part of this futurist society that calls for all this, who are ready to transition to what we call the third wave information age society.
[00:17:09.551 --> 00:17:16.693]  Now, coming up, I'm going to read you quotes out of The Economist Magazine, where they admit all this technocracy, technology, third wave is communist.
[00:17:17.013 --> 00:17:19.533]  But they're like, communism run by mega banks.
[00:17:19.873 --> 00:17:20.633]  Now that's great.
[00:17:20.913 --> 00:17:26.955]  They take all our money and we're slaves, and they live offshore in giant palaces, and the paramilitary troops crack our skulls.
[00:17:27.615 --> 00:17:29.955]  If we get a little uppity.
[00:17:31.016 --> 00:17:32.476]  That sounds like a good system, doesn't it?
[00:17:34.793 --> 00:17:42.055]  And those who are ready to transition to what we call the third wave, information age society, as if they create the technology, see.
[00:17:42.716 --> 00:17:45.617]  They always say, big government made this, like Al Gore, inventing the internet.
[00:17:45.957 --> 00:17:50.698]  A new civilization is emerging in our lives, and blind men everywhere are trying to suppress it.
[00:17:50.998 --> 00:17:51.859]  Oh, we're blind.
[00:17:51.919 --> 00:17:53.179]  No, we see what it is, Newt.
[00:17:53.199 --> 00:17:53.899]  We're not blind.
[00:17:55.420 --> 00:18:04.123]  This new civilization brings with it new family styles, and you actually read into our reports, it gets into the full statements and full things he's endorsed, and I mean, it's into the family.
[00:18:05.973 --> 00:18:12.495]  Changed ways, a new economy, new political conflicts, and altered consciousness.
[00:18:12.515 --> 00:18:14.135]  A little New Agey stuff on top.
[00:18:14.575 --> 00:18:16.636]  Humanity faces a quantum leap forward.
[00:18:17.116 --> 00:18:18.636]  This is the meaning of the third wave.
[00:18:18.776 --> 00:18:22.177]  Our argument is based on what we call the revolutionary premise.
[00:18:22.297 --> 00:18:24.878]  A little Illuminati, again, against humanity.
[00:18:25.238 --> 00:18:27.478]  Not a revolution against tyranny, he calls for the technocracy.
[00:18:28.059 --> 00:18:29.159]  The revolutionary premise
[00:18:31.559 --> 00:18:35.542]  Liberates our intellect and will, again, of the psychopaths that dominate us.
[00:18:36.223 --> 00:18:38.144]  Nationalism's first wave.
[00:18:38.224 --> 00:18:40.446]  Get rid of that, because we're going to give you something even better.
[00:18:40.606 --> 00:18:41.807]  How about banker rule?
[00:18:43.348 --> 00:18:44.829]  You have to buy the fraud they created.
[00:18:45.510 --> 00:18:47.771]  Taking your house without, even when it's paid for.
[00:18:48.172 --> 00:18:50.213]  That's really, that's great.
[00:18:51.094 --> 00:18:51.715]  That was great too.
[00:18:52.375 --> 00:18:53.816]  Nationalism is first wave.
[00:18:55.037 --> 00:19:03.922]  The globalization of business and finance required by advancing third-wave economies routinely punctures the national sovereignty the nationalists hold so dear.
[00:19:04.763 --> 00:19:10.326]  Well, I mean, if there was some federation that was pro-Second Amendment, pro-family, wanted to go to space or something, that'd be different.
[00:19:10.626 --> 00:19:11.988]  If I didn't have to give up my sovereignty.
[00:19:12.208 --> 00:19:13.509]  What are the bankers doing in Europe?
[00:19:13.529 --> 00:19:24.721]  They've had their operatives get in power, signed the country on to the globalist debt, and now saying we'll implode you totally if you don't waive all your rights in perpetuity, not even to a central government, but to the private banking dictatorship.
[00:19:25.302 --> 00:19:28.825]  Oh, Goldman Sachs has conquered Europe, global government, by banks.
[00:19:29.887 --> 00:19:30.868]  Oh, the New World Order!
[00:19:32.492 --> 00:19:37.154]  I mean, you know, the establishment is endorsing Newt Gingrich, just like they did with Romney and the rest of them.
[00:19:37.214 --> 00:19:42.956]  Pro-abortion, open borders, gun control, rote Obamacare, on and on and on.
[00:19:46.197 --> 00:19:49.398]  As our economies are transformed by the third wave, there are
[00:19:50.984 --> 00:19:54.087]  They are compelled to surrender part of their sovereignty.
[00:19:54.448 --> 00:19:55.789]  What do you always hear all these leaders saying?
[00:19:55.809 --> 00:19:57.091]  We've got to give up some of our sovereignty.
[00:19:57.611 --> 00:20:03.097]  Globalism, yeah, things have gotten bad under it because you haven't given us enough power, enough bailouts, one more!
[00:20:04.118 --> 00:20:06.221]  Let us use the troops in America and Europe!
[00:20:06.820 --> 00:20:13.786]  Poets and intellectuals of third wave states sing the virtues of a borderless world and planetary consciousness.
[00:20:14.386 --> 00:20:19.871]  Total new world order, borderless crime syndicates getting away with anything they want.
[00:20:20.452 --> 00:20:24.415]  Nations are firewalls against Hitler's, Stalin's, Mao's and people like that.
[00:20:24.735 --> 00:20:27.458]  That's why you want countries, because there's always somewhere to run to.
[00:20:28.799 --> 00:20:31.141]  Not with one global standardized synchronized system.
[00:20:32.828 --> 00:20:35.489]  And again, I covered it on the radio yesterday.
[00:20:35.509 --> 00:20:37.250]  There's so many books he wrote the forewords to.
[00:20:37.270 --> 00:20:42.092]  I'm trying to remember which Alvin and Heidi Toffler one he wrote that to.
[00:20:42.112 --> 00:20:43.473]  I want to give you the exact one.
[00:20:43.513 --> 00:20:44.233]  It's in our article.
[00:20:45.905 --> 00:20:48.686]  And again, it's got quotes in here, bad-mouthing the Founding Fathers.
[00:20:49.006 --> 00:21:01.672]  Just go read, go read Watson's article, or just type in, Newt Gingrich forward to Alvin and Heidi Toffler books, and you'll get just, and his other writings, and the Futurist Society's part of it.
[00:21:01.972 --> 00:21:02.613]  It's unbelievable.
[00:21:04.893 --> 00:21:07.354]  Oh yeah, he wants socialist health care the whole nine yards.
[00:21:07.514 --> 00:21:07.975]  Here's another one.
[00:21:08.015 --> 00:21:11.236]  Newt Gingrich also supported federally mandated health care coverage.
[00:21:11.897 --> 00:21:13.898]  This is out of the Daily Kos.
[00:21:14.978 --> 00:21:18.060]  They're saying, wow, Bill Clinton's coming out praising him.
[00:21:18.100 --> 00:21:22.602]  Yeah, there's some of the quotes of the communitarian.
[00:21:23.262 --> 00:21:23.943]  Here's another one.
[00:21:24.023 --> 00:21:25.023]  Newt's world order.
[00:21:25.083 --> 00:21:28.485]  Gingrich supported GATT, NAFTA, and WTO while in Congress.
[00:21:28.885 --> 00:21:31.767]  I mean, do you want me to continue with all of these?
[00:21:34.090 --> 00:21:35.571]  This is what we're dealing with.
[00:21:35.631 --> 00:21:36.933]  This is the type of monster.
[00:21:37.353 --> 00:21:41.877]  And again, you've seen Clinton come out and say, oh, he's got a reasonable thing on open borders.
[00:21:42.418 --> 00:21:49.705]  Ladies and gentlemen, there are 6 billion, 700 million people that want to come here.
[00:21:50.791 --> 00:21:55.554]  And we might even be able to take another 500 million or so if they don't get on welfare right when they get here.
[00:21:55.814 --> 00:21:58.216]  The country is bankrupted, which is what the bankers want.
[00:21:58.716 --> 00:21:59.917]  And they want dependent groups.
[00:21:59.937 --> 00:22:01.218]  Do you understand this?
[00:22:01.558 --> 00:22:03.159]  Anything the globalists are for, I'm against.
[00:22:03.259 --> 00:22:04.460]  Gun control, open borders.
[00:22:04.740 --> 00:22:05.261]  You heard them.
[00:22:05.561 --> 00:22:06.562]  It's about lawlessness.
[00:22:06.602 --> 00:22:08.483]  It's not about building up China or Mexico.
[00:22:08.743 --> 00:22:10.264]  It's about driving everything down.
[00:22:10.544 --> 00:22:12.726]  And by the way, the jobs are even leaving Mexico now to China.
[00:22:13.626 --> 00:22:19.388]  Where they have people jumping off their roofs, committing suicide so much, they've got to put suicide nets around all the buildings.
[00:22:19.968 --> 00:22:21.488]  I mean, this is hell on earth, folks.
[00:22:21.929 --> 00:22:27.870]  Globalism isn't meant to empower, it's meant to enslave everyone to this globalist system.
[00:22:27.890 --> 00:22:29.351]  So I'm going to play you a clip.
[00:22:29.371 --> 00:22:32.552]  Which one do we have first, him being endorsed by Clinton or the one with Nancy Pelosi?
[00:22:33.800 --> 00:22:34.620]  Yeah, yeah, yeah.
[00:22:34.640 --> 00:22:38.142]  First it's Pelosi, then Bill Clinton endorsing him three days ago.
[00:22:38.563 --> 00:22:48.568]  Now here's Nancy Pelosi with Newt Gingrich when they were trying to pass the carbon tax bill, federal home inspections shutting down all our major factories, just devastating cut off of our power.
[00:22:48.888 --> 00:22:57.753]  Here's Newt Gingrich endorsing this globalist operation when China and a hundred plus other third world countries have to make zero cuts on their carbon dioxide.
[00:22:58.453 --> 00:23:02.135]  You think America's in a cardiac arrest now, you ain't seen nothing yet.
[00:23:02.775 --> 00:23:07.456]  And it shows how, I hear all over Neocon Radio, Neil Borch, Rush Limbaugh, all of them.
[00:23:07.496 --> 00:23:09.277]  Newt Gingrich is great, Newt Gingrich is good.
[00:23:09.537 --> 00:23:24.861]  Folks, they've known about Gingrich, and NAFTA, and GATT, and before that, gun control, and weird Illuminati socialism, and borderless planets, and collectivism, and the end of nation states, and all the weird stuff he writes.
[00:23:24.882 --> 00:23:29.603]  They're like, oh, he's so intellectual, he's so smart, and he sits up there with that
[00:23:31.488 --> 00:23:34.831]  Smug, you know what, eating grin on his face of the psychopaths.
[00:23:36.053 --> 00:23:37.754]  That guy is such an enemy of this country.
[00:23:38.915 --> 00:23:41.958]  You people think you're going to get out of this with Newt Gingrich?
[00:23:42.018 --> 00:23:43.099]  I mean, give me Obama.
[00:23:43.320 --> 00:23:46.663]  He's horrible, he's evil, he's a teleprompter reader, but he's nothing compared to Gingrich.
