[00:00:00.029 --> 00:00:02.870]  Alex Jones Broadcasting Network.
[00:05:42.387 --> 00:05:44.268]  We turn jeans inside out.
[00:05:44.548 --> 00:05:46.028]  Diamond gusset jeans.
[00:05:46.328 --> 00:05:48.869]  Made in the USA with unparalleled quality.
[00:05:49.209 --> 00:05:55.470]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[00:05:55.830 --> 00:05:58.051]  Order yours at gusset.com.
[00:05:58.531 --> 00:06:00.552]  Diamond gusset jeans got it.
[00:06:00.892 --> 00:06:01.772]  Others don't.
[00:06:07.256 --> 00:06:11.339]  You are listening to an InfoWars.com Frontline Report.
[00:06:13.842 --> 00:06:17.965]  If you are receiving this transmission, you are the resistance.
[00:06:25.371 --> 00:06:34.019]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:06:36.601 --> 00:06:42.566]  Well, we've got more off-the-chart insane news and information for you today.
[00:06:43.547 --> 00:06:45.869]  That's why I'm the hardest-working man in talk radio.
[00:06:47.130 --> 00:06:49.372]  Six days a week, Monday through Friday, 11 a.m.
[00:06:49.392 --> 00:06:49.833]  to 2 p.m.
[00:06:49.873 --> 00:06:50.313]  Central.
[00:06:50.473 --> 00:06:53.956]  Back here every Sunday, 4 to 6 p.m.
[00:06:54.196 --> 00:06:57.659]  A lot of great affiliates out there picking up the Sunday show.
[00:06:57.920 --> 00:07:00.042]  XM has not yet picked up the Sunday show.
[00:07:00.062 --> 00:07:01.323]  They pick up the weekday show live.
[00:07:01.343 --> 00:07:02.504]  We're working on that.
[00:07:04.170 --> 00:07:08.354]  And I have got a lot to talk about today.
[00:07:08.934 --> 00:07:21.965]  We have Dr. Jerome Corsi joining us here on this March 4th, 2012 Sunday edition to talk about the economy, his inside sources on the upcoming Iran war.
[00:07:22.045 --> 00:07:23.226]  Can that be averted?
[00:07:23.306 --> 00:07:24.207]  Can that be stopped?
[00:07:25.257 --> 00:07:41.961]  He's the main guy doing, helping do research with the forensic experts worldwide with Dr. Jerome Corsi out there working with Sheriff Arpaio out in Phoenix and of course coming out last week in the press conference last Thursday and saying it is a forgery, it is a fraud, there's probable cause to begin an investigation.
[00:07:43.988 --> 00:07:46.930]  Because that fraud is being perpetrated against the people of Arizona and that county.
[00:07:47.230 --> 00:07:49.312]  You see, you can have the bottom attack the top.
[00:07:49.332 --> 00:07:51.293]  That's why we have the states, why we have the counties.
[00:07:51.333 --> 00:07:52.594]  The real authority is in the states.
[00:07:53.274 --> 00:07:56.796]  So, that is coming up and we'll be able to take your calls as well for Dr. Corsi.
[00:07:56.836 --> 00:07:58.658]  I'm not giving the number out yet.
[00:07:59.218 --> 00:08:00.379]  Now, here's the incredible news.
[00:08:01.738 --> 00:08:05.602]  Death toll from twisters rises to 37 in four states.
[00:08:05.742 --> 00:08:17.533]  A baby was taken two miles up and thrown into a field like something out of The Wizard of Oz, but the baby didn't get set softly down like Dorothy.
[00:08:19.281 --> 00:08:22.183]  No, more like the house got dropped on it, but it's in critical condition.
[00:08:22.943 --> 00:08:32.848]  And, you know, my point is, I had the guys pull the numbers up from the NOAA, and on average, there's more than 200 deaths from tornadoes every year.
[00:08:32.868 --> 00:08:32.848]  200!
[00:08:33.489 --> 00:08:37.931]  This is 37 just in one day.
[00:08:38.111 --> 00:08:38.311]  Boom.
[00:08:40.412 --> 00:08:42.834]  They don't even tell you have storm shelters anymore.
[00:08:42.894 --> 00:08:45.215]  I mean, old-timers didn't need to be told to have a storm cellar.
[00:08:46.291 --> 00:08:47.558]  They didn't need to be told to store food.
[00:08:47.618 --> 00:08:50.452]  They didn't need to be told they need a shotgun in case a prowler comes around.
[00:08:51.437 --> 00:08:54.739]  They didn't need to be told to not walk in traffic or tie their shoelaces.
[00:08:55.420 --> 00:08:59.703]  I saw an article when I was out in Orlando, and actually I kept it, but I don't know where it is.
[00:08:59.723 --> 00:09:03.306]  It's on the cover of the paper about pedestrian accidents are way up.
[00:09:03.886 --> 00:09:05.707]  Well, yeah, people just walk right out in front of you.
[00:09:05.927 --> 00:09:07.649]  People on bikes get on highways now.
[00:09:07.709 --> 00:09:08.869]  Bicycles just get in front of you.
[00:09:09.630 --> 00:09:16.855]  You've seen the videos, people walking in malls and they walk right into somebody or walk right into the fountain because they're on their smartphones.
[00:09:17.335 --> 00:09:18.977]  I mean, people are just in a trance.
[00:09:19.577 --> 00:09:21.158]  And I was looking at the statistics in the article.
[00:09:21.198 --> 00:09:25.881]  I mean, it's several hundred percentage point increase that was giving nationwide statistics.
[00:09:25.901 --> 00:09:27.502]  We're talking about how bad Orlando was.
[00:09:27.522 --> 00:09:28.923]  Because that's folks on vacation.
[00:09:28.943 --> 00:09:30.004]  They're really not paying attention.
[00:09:30.384 --> 00:09:32.245]  Just walking out in front of cars.
[00:09:32.285 --> 00:09:35.667]  Just, again, people are getting more and more unconscious.
[00:09:36.028 --> 00:09:39.070]  The language is becoming restricted.
[00:09:40.110 --> 00:09:41.111]  And you've got two different camps.
[00:09:41.131 --> 00:09:42.292]  You've got those that are awake.
[00:09:43.154 --> 00:09:44.155]  And that's a growing group.
[00:09:44.175 --> 00:09:47.777]  Then you've got the others that are kind of asleep, who are getting into a deeper trance.
[00:09:48.258 --> 00:09:49.479]  And I guess there's a third group.
[00:09:49.519 --> 00:09:54.522]  There's globalists that are awake, but decide to use the fact that the general public is sleepwalking, literally.
[00:09:54.542 --> 00:09:58.585]  I mean, brainwaves have lowered the last 50 years since television became popularized.
[00:09:59.046 --> 00:10:00.427]  Video games lower brainwaves.
[00:10:00.507 --> 00:10:04.390]  Most people are in a near-sleep-like state.
[00:10:04.410 --> 00:10:06.671]  And you talk to them, their eyes are glazed over.
[00:10:07.632 --> 00:10:10.774]  They are literally in a mesmerized state.
[00:10:10.794 --> 00:10:13.755]  That's what television does to you if it's not interactive.
[00:10:14.996 --> 00:10:21.699]  Reading is the best, listening is second best, computers are not very good because the flicker rate and things, but at least you're interactive.
[00:10:21.719 --> 00:10:24.240]  That tends to keep you somewhat more conscious.
[00:10:25.181 --> 00:10:25.861]  Reading is the best.
[00:10:25.881 --> 00:10:26.681]  You've got to image it.
[00:10:27.562 --> 00:10:28.362]  So is radio.
[00:10:28.402 --> 00:10:33.465]  All the studies show that because you're having the image in your mind when I say Andrew Breitbart.
[00:10:34.437 --> 00:10:41.215]  The synapses of your brain, of that electrochemical computer, goes out and pulls up an image of Andrew Breitbart.
[00:10:42.492 --> 00:10:44.614]  And the coroner is looking at murder.
[00:10:45.194 --> 00:10:46.595]  That's in the Los Angeles Times.
[00:10:46.875 --> 00:10:48.316]  Oh, I'm the evil conspiracy theorist.
[00:10:48.656 --> 00:11:10.311]  You'd be a fool with this guy bringing down Akron upwards of $8 billion a year to all these big city machines, you know, these mafia types, and saying, I'm going to get you, I'm releasing footage March 1st of you at communist meetings, and he dies in the early morning hours of March 1st while he's at a table at a bar drinking two glasses of wine with dozens of people talking to him and sitting around him.
[00:11:10.611 --> 00:11:11.872]  It's been reported by eyewitnesses.
[00:11:14.133 --> 00:11:16.855]  Oh, he had a heart attack or had some heart problems.
[00:11:16.875 --> 00:11:17.775]  Maybe they poisoned him then.
[00:11:18.035 --> 00:11:18.696]  He's 43.
[00:11:18.736 --> 00:11:22.418]  The point is the timing of this, him saying, I'm going to bring you down, Obama.
[00:11:22.758 --> 00:11:23.359]  Oh, yeah.
[00:11:23.839 --> 00:11:31.043]  You know, get in jumping up and down at CPAC three weeks ago and telling people in, you know, March 1st, it's over for Obama and he dies March 1st.
[00:11:31.083 --> 00:11:31.543]  I mean, come on.
[00:11:32.084 --> 00:11:33.084]  Mama didn't raise a fool.
[00:11:34.985 --> 00:11:35.766]  Foul play.
[00:11:36.706 --> 00:11:39.068]  My gut tells me it's absolute foul play and my gut.
[00:11:40.779 --> 00:11:43.461]  The more I listen to my gut, the better my life gets.
[00:11:44.781 --> 00:11:47.903]  I just can't believe how accurate it is, so I still just don't go off my gut.
[00:11:47.943 --> 00:11:49.424]  But it's got a perfect record.
[00:11:50.045 --> 00:11:50.405]  Perfect.
[00:11:51.055 --> 00:11:57.597]  Unless I'm tired or ate too big a meal, then my gut doesn't work because it's working on something else.
[00:11:58.118 --> 00:11:58.958]  But here it is.
[00:11:59.198 --> 00:12:06.741]  Andrew Breitbart, coroner, wants to cover all the bases and will be looking at all the causes, including foul play.
[00:12:07.181 --> 00:12:08.201]  That's Los Angeles Times.
[00:12:08.241 --> 00:12:08.661]  So there you go.
[00:12:09.002 --> 00:12:18.045]  I told you, the big telltale sign he was killed is that within less than two hours of him being killed, I went and looked at the time stamps on the articles, they were announcing that it was natural causes.
[00:12:20.421 --> 00:12:22.662]  Now when that starts happening, you better look out.
[00:12:24.343 --> 00:12:27.485]  And then I said if they don't release the footage he was going to release March 1st, look out.
[00:12:27.505 --> 00:12:28.466]  Now they're saying two weeks.
[00:12:32.488 --> 00:12:41.554]  So out of all these things going on in the world that are more important, this individually though signals if it was an assassination, I hope it wasn't, and maybe it's not.
[00:12:43.823 --> 00:12:51.104]  It's scary because, you know, it came out in the newspapers a few years ago that I'm on the White House enemies list, so is Andrew Breitbart, so is Matt Drudge.
[00:12:51.464 --> 00:12:58.986]  And now it's been, lawsuits have been filed and they've gotten the documents that Drudge is spied on by Homeland Security.
[00:12:59.066 --> 00:13:00.006]  I mean, they track everything.
[00:13:00.946 --> 00:13:06.167]  And, of course, Liberty Guard, headed up by Bob Barr, has been suing.
[00:13:06.187 --> 00:13:08.367]  We've got to get, by the way, get the former congressman back on.
[00:13:08.647 --> 00:13:09.387]  He said he'd come back on.
[00:13:09.907 --> 00:13:12.088]  He's now suing them trying to get
[00:13:13.652 --> 00:13:28.266]  For your request for searches of Alex Jones, Infowars.com, DrugsReport.com and things like that because their internal whistleblower told them that people that complain and stuff they're putting on list and that they
[00:13:29.307 --> 00:13:33.910]  We're basically surveilling and telling their employees that we're basically terrorists.
[00:13:33.970 --> 00:13:35.210]  And that was like six months ago.
[00:13:35.511 --> 00:13:39.413]  Eight months ago, Bob Barr was given that by sources, and he's been suing, asking for it.
[00:13:39.633 --> 00:13:43.295]  Well, first he had a foyer, and they declared national security, so now he's suing.
[00:13:43.815 --> 00:13:50.459]  So, all of this is going on, and Big Sis admits she reads our articles, and they're on Drudge and other sites, and does not like them.
[00:13:51.719 --> 00:13:57.823]  And yeah, I'm going up against these corrupt individuals in Homeland Security that have been caught shipping guns into Mexico to blame the Second Amendment.
[00:13:59.818 --> 00:14:00.979]  So there's the news on that front.
[00:14:00.999 --> 00:14:06.403]  Aaron Dykes has a big report out on it right now at InfoWars.com.
[00:14:06.423 --> 00:14:07.584]  He's up here working on Sunday.
[00:14:08.165 --> 00:14:13.889]  The great Stalinist purge of media critics on Obama's reported enemies list.
[00:14:16.791 --> 00:14:22.436]  It's reported in an 09 Obama's enemies list, a roadmap for great purging of critics in the lead-up to 2012 elections.
[00:14:23.497 --> 00:14:25.578]  But if they'll ship guns into Mexico that have killed 2,000 people,
[00:14:27.680 --> 00:14:34.027]  In Mexico, hundreds here including, what is it now, three border patrol agents and three police officers.
[00:14:34.547 --> 00:14:37.531]  100% killed and it was 100% too blind the Second Amendment.
[00:14:37.991 --> 00:14:38.211]  Gee!
[00:14:40.080 --> 00:14:45.861]  They'll fund Al Qaeda to attack Libya and take it over and purge tens of thousands of black people.
[00:14:45.921 --> 00:14:46.842]  That's on record now.
[00:14:47.302 --> 00:14:50.042]  We first told you with Tarpley and others who went there to witness it.
[00:14:50.783 --> 00:14:54.143]  And I had Tarpley on while bombs were going off and the phone line would cut out here.
[00:14:54.624 --> 00:14:55.784]  Boom!
[00:14:55.824 --> 00:14:57.644]  And then, you know, the phone line would cut out.
[00:14:59.545 --> 00:15:01.925]  And he said, yes, they're lining blacks up and shooting them.
[00:15:01.945 --> 00:15:05.586]  And then months later, all the news here is like, yeah, there's a big purge.
[00:15:05.646 --> 00:15:08.127]  I mean, what on earth is going on here?
[00:15:09.025 --> 00:15:11.647]  And now I'm unpatriotic because I don't support Al Qaeda.
[00:15:11.687 --> 00:15:14.548]  Well, look, if that's unpatriotic, then I'm sorry, I'm not patriotic.
[00:15:15.649 --> 00:15:21.153]  I mean, if it's patriotic to have the TSA federalizing everything, if it's patriotic to have wide open borders while you say, give up our rights.
[00:15:23.054 --> 00:15:28.877]  You know, my point about these horrible twisters is they don't tell people have storm cellars here in Austin where I live and we're in Tornado Alley.
[00:15:30.839 --> 00:15:32.760]  I was looking it up in Central Texas.
[00:15:33.700 --> 00:15:37.643]  In just the last 20 years, there's been over 300 deaths from tornadoes.
[00:15:39.002 --> 00:15:40.543]  I mean, how many did they kill in Gerald?
[00:15:41.764 --> 00:15:44.326]  It's a whole bunch just in one, you know, in just a few minutes.
[00:15:45.567 --> 00:15:58.436]  But again, oh, be scared of terrorism, you got a better chance of dying from honeybee sting or champagne cork or slipping in the shower or tornadoes, but oh my gosh, let's not get prepared for any of that or spiders biting you or deer jumping out in front of you.
[00:15:58.476 --> 00:16:00.197]  Let's freak out about the scary man.
[00:16:00.237 --> 00:16:03.119]  It's all about the system power-grabbing your tax money.
[00:16:05.322 --> 00:16:06.824]  Hi folks, this is Alex Jones.
[00:16:07.044 --> 00:16:12.070]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:16:12.350 --> 00:16:13.692]  Saving means to make money.
[00:16:13.872 --> 00:16:22.682]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:16:23.403 --> 00:16:30.505]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:16:30.925 --> 00:16:38.547]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:16:38.927 --> 00:16:43.849]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[00:16:44.149 --> 00:16:46.329]  Getting a free catalog is easy by calling 800-340-7091.
[00:16:49.110 --> 00:16:52.011]  Or see Calvin on the web at FiveStarSoap.com.
[00:16:52.311 --> 00:16:54.612]  Take charge of your health now by calling 800-340-7091.
[00:16:54.692 --> 00:16:56.813]  Or see Calvin on the web at FiveStarSoap.com.
[00:17:03.948 --> 00:17:10.931]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[00:17:11.171 --> 00:17:28.800]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[00:17:29.060 --> 00:17:33.162]  I then searched out the best vitamin and mineral company out there.
[00:17:33.442 --> 00:17:35.023]  And discovered Young-Jevity.
[00:17:35.203 --> 00:17:43.048]  The Young-Jevity products are designed to give you the real nutrition you need, and once you've got that, you don't have to eat as much to be satisfied.
[00:17:43.369 --> 00:17:49.473]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[00:17:49.693 --> 00:17:50.734]  Check it out for yourself.
[00:17:50.974 --> 00:17:51.694]  It's incredible.
[00:17:51.834 --> 00:18:00.840]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[00:18:01.061 --> 00:18:02.902]  That's Infowarsteam.com.
[00:18:04.383 --> 00:18:09.089]  Folks, Iran and the Mideast nuclear mess is already ballooning our gas prices.
[00:18:09.369 --> 00:18:21.583]  Whether you're struggling with food costs, which are being blown up by gas costs now, or know that when the Mideast showdown explodes, whatever food supply you have is all you'll get because of huge panic demand.
[00:18:21.883 --> 00:18:23.986]  eFoods Direct Family Packs are the answer.
[00:18:24.306 --> 00:18:30.814]  Now the most affordable best food is saving you up to 50% compared to other poor quality food companies.
[00:18:31.174 --> 00:18:38.904]  The new Alex Jones Quick Fix Family Pack saves you so much money, the savings from eating this food will actually help you pay your other bills.
[00:18:39.344 --> 00:18:46.430]  No matter what effect the Mideast crisis or the crashing economy have, you'll have food as delicious tonight as 25 years from now.
[00:18:46.811 --> 00:18:51.555]  Order now for 50% savings and free shipping on these affordable family packs.
[00:18:51.815 --> 00:18:54.137]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[00:18:54.157 --> 00:18:57.120]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[00:19:03.561 --> 00:19:07.804]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:19:08.124 --> 00:19:08.724]  Number one.
[00:19:09.024 --> 00:19:12.186]  New climate legislation could easily double or triple your electric bill.
[00:19:12.467 --> 00:19:13.027]  Number two.
[00:19:13.307 --> 00:19:17.870]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:19:18.210 --> 00:19:18.651]  It's true.
[00:19:18.951 --> 00:19:23.514]  Total government control of electricity in the name of smart grid technology is coming.
[00:19:23.834 --> 00:19:24.374]  Number three.
[00:19:24.654 --> 00:19:27.936]  In some areas of the country, the power grid is dangerously overloaded.
[00:19:28.237 --> 00:19:31.939]  And now, new socialist legislation is only compounding the problem.
[00:19:32.139 --> 00:19:32.680]  Number 4.
[00:19:32.940 --> 00:19:35.302]  Dangerous weather is always a threat to local grids.
[00:19:35.682 --> 00:19:39.066]  Every year, thousands of families lose their power from weather-related outages.
[00:19:39.386 --> 00:19:39.586]  Number 5.
[00:19:40.167 --> 00:19:44.090]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:19:44.310 --> 00:19:49.075]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:19:49.355 --> 00:19:53.397]  You can get more information at www.mysolarbackup.com.
[00:19:53.518 --> 00:19:55.118]  That's mysolarbackup.com.
[00:19:55.319 --> 00:19:57.400]  Remember, the government doesn't own the sun.
[00:19:57.560 --> 00:20:00.161]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:20:00.181 --> 00:20:06.285]  Coast to Coast.
[00:20:06.645 --> 00:20:08.066]  Direct from Austin.
[00:20:08.686 --> 00:20:11.928]  You're listening to the Alex Jones Broadcasting Network.
[00:20:19.468 --> 00:20:25.012]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[00:20:25.493 --> 00:20:28.155]  You're listening to the Alex Jones Show!
[00:20:29.996 --> 00:20:34.980]  All right, let me tell you some of the other big news that's obviously coming up today.
[00:20:35.000 --> 00:20:36.721]  I have Dr. Corsi joining us.
[00:20:37.642 --> 00:20:41.165]  Russian election, tearful Vladimir Putin wins presidency.
[00:20:43.427 --> 00:20:45.728]  And there's clear evidence of election fraud over there.
[00:20:46.649 --> 00:20:48.631]  You can go over it if you want, but it's there.
[00:20:50.179 --> 00:20:52.480]  But there's also media critics being silenced and things.
[00:20:52.540 --> 00:20:54.941]  And there's election fraud in this nation, you better believe it.
[00:20:56.302 --> 00:21:00.024]  When Ron Paul was winning early states, they just stole them in Iowa and Maine.
[00:21:01.164 --> 00:21:03.966]  And it came out weeks and months later that they were stolen.
[00:21:04.706 --> 00:21:06.667]  And they just say, we're not going to discuss it, move along.
[00:21:07.587 --> 00:21:10.549]  And then it becomes a self-fulfilling prophecy that Romney is the man.
[00:21:13.610 --> 00:21:17.352]  And between all of them, it doesn't matter.
[00:21:17.392 --> 00:21:19.193]  I mean, Newt Gingrich is so bad.
[00:21:20.049 --> 00:21:22.271]  That I guess Santorum or Mitt Romney are better.
[00:21:22.832 --> 00:21:26.695]  I can't believe I just said that, but with somebody as bad as Gingrich, I mean, that's just the way it is.
[00:21:27.096 --> 00:21:29.218]  But it doesn't matter because they're just puppets.
[00:21:29.698 --> 00:21:31.780]  Ron Paul's a real candidate, so he was shut out.
[00:21:33.161 --> 00:21:35.624]  Oh, but Ahmadinejad is in trouble.
[00:21:37.265 --> 00:21:44.072]  He's coming very close to losing their seats in Parliament, and then, of course, that'll force him out and there'll be a new president.
[00:21:45.970 --> 00:21:49.432]  It doesn't matter because they're the moolahs choose who can get on the ballot.
[00:21:49.912 --> 00:21:56.176]  So it's kind of like here, the elites decide, okay, you can vote for Obama or Romney, they both are paid for by Goldman Sachs on record.
[00:21:56.917 --> 00:22:00.859]  And the former head of Bain Capital is going to be the head economic guy for Obama.
[00:22:00.879 --> 00:22:09.204]  I mean, the guy that Mitt Romney hired and trained and works for him, and Romney still owns a big part of Bain Capital, it's in a blind trust, now works for Obama.
[00:22:09.264 --> 00:22:11.525]  I mean, there is no difference.
[00:22:12.506 --> 00:22:12.926]  Zero.
[00:22:13.126 --> 00:22:15.308]  With those two guys, it is literally
[00:22:16.144 --> 00:22:19.785]  Like WWF Hulk Hogan versus Andre the Giant.
[00:22:20.105 --> 00:22:20.805]  It isn't real.
[00:22:21.305 --> 00:22:23.906]  And I still run into adults that tell me wrestling's real.
[00:22:24.306 --> 00:22:26.907]  You're the same folks that believe in Santa Claus.
[00:22:27.347 --> 00:22:28.587]  Okay?
[00:22:29.027 --> 00:22:32.868]  And Ron Paul comes along and says, I'm not gonna play along with the Santa Claus game.
[00:22:34.549 --> 00:22:35.409]  And everybody freaks out.
[00:22:37.510 --> 00:22:38.590]  And that's all that's happening.
[00:22:39.010 --> 00:22:40.150]  That's all that's going on here.
[00:22:40.410 --> 00:22:40.670]  Okay.
[00:22:41.991 --> 00:22:42.531]  That said,
[00:22:45.486 --> 00:22:48.970]  We're going to be getting into that.
