[00:00:03.214 --> 00:00:03.494]  I think.
[00:09:50.923 --> 00:09:52.965]  That's when they say the trumpet blast will occur.
[00:09:53.025 --> 00:09:58.589]  Basically, the wall will come crashing down and they won't be able to plug their little fingers in the dam any longer.
[00:09:58.969 --> 00:10:00.651]  In fact, it will spill over.
[00:10:00.711 --> 00:10:02.092]  That's according to their analysis.
[00:10:02.512 --> 00:10:05.715]  Then there's the third warning from Art Cashin of Zero Hedge.
[00:10:06.175 --> 00:10:11.600]  Who talks about how the frequency with which the world goes to hell in September hardly seems random.
[00:10:11.900 --> 00:10:21.989]  And in fact, there's a chart to support this where you see at least 25 incidences in September where a banking crisis started, way more than all the other months.
[00:10:22.389 --> 00:10:23.650]  Something is going on there.
[00:10:23.670 --> 00:10:29.836]  That's also when you typically see the gold and silver runs as far as on the per annum basis month to month.
[00:10:30.953 --> 00:10:48.826]  Let's hope it doesn't happen, but it could be used for false flag control, October surprise, getting Obama reelected, or alternately, giving a reason to give him the push and bring in Mitt Romney, the new savior, who will go for all these wars in the Middle East, who will go for all the austerity they want, and more.
[00:10:49.346 --> 00:11:01.356]  Meanwhile in Europe, after Greece, Ireland, Portugal and Spain have all asked for bailouts with more countries on the way, Cyprus has officially joined as the fifth member of the EU to seek a rescue.
[00:11:01.776 --> 00:11:03.597]  They want as much as 10 billion...
[00:11:04.438 --> 00:11:11.460]  In Euros, which is about 12.5 billion in dollars, because their banks are heavily exposed to Greece.
[00:11:11.480 --> 00:11:18.482]  Of course, Cyprus is kind of split between the pro-Greece faction and the extremely anti-Greece Turkish-backed faction.
[00:11:18.823 --> 00:11:20.483]  That will all just complicate things.
[00:11:20.863 --> 00:11:29.506]  But basically, you've got the head of the Cyprus Popular Bank being a former World Bank chairman, being a former part of this occupying system.
[00:11:30.106 --> 00:11:33.047]  Now asking for money to recapitalize the very banky heads.
[00:11:33.107 --> 00:11:33.848]  It's very strange.
[00:11:34.308 --> 00:11:46.933]  And then, converse to that, they've got this communist president, Dimitris Christofias, the only communist leader in the EU, who's blasted the whole bailout system, calling it a colonial force.
[00:11:46.993 --> 00:11:49.294]  The European Central Bank, the European Commission,
[00:11:50.114 --> 00:11:54.357]  The IMF all working to occupy these countries and basically that is what's going on.
[00:11:54.657 --> 00:11:59.860]  But now he's going to have to turn inward and accept that kind of bailout as the only so-called solution.
[00:12:00.201 --> 00:12:11.688]  But the other thing to notice is Cyprus, just like Spain, has asked them not to do the austerity measures that's been such a big issue in Greece and Ireland and to a certain extent in Portugal.
[00:12:12.048 --> 00:12:15.650]  Another thing to keep an eye on, but the hammer is starting to fall in the U.S.
[00:12:15.710 --> 00:12:20.552]  too, as Stockton, California is the latest city to file for bankruptcy.
[00:12:21.013 --> 00:12:22.533]  It's going to be the largest U.S.
[00:12:22.593 --> 00:12:23.874]  city to fall to date.
[00:12:24.434 --> 00:12:26.575]  It has almost 300,000 people in it.
[00:12:26.976 --> 00:12:29.817]  The nation's largest city to seek protection under the U.S.
[00:12:29.857 --> 00:12:39.102]  Bankruptcy Code after its City Council Tuesday stopped bond payments, slashed employee health and retirement benefits, and adopted a day-to-day survival budget.
[00:12:39.502 --> 00:12:42.824]  And they had a meeting and everyone in the town was sad about the bankruptcy.
[00:12:42.844 --> 00:12:45.566]  They basically knew it was coming for some time.
[00:12:46.067 --> 00:12:55.974]  The city made 90 million in drastic cuts from its general fund in the last three years, reducing the police department by 25 percent, fire department by 30 percent.
[00:12:56.054 --> 00:13:03.439]  This is again a city that has the second highest foreclosure rate in the whole country and one of the highest crime rates in all of California.
[00:13:03.840 --> 00:13:04.580]  And here it is.
[00:13:04.920 --> 00:13:07.122]  The thing is, it didn't have to go this way.
[00:13:07.502 --> 00:13:08.383]  If you find out about
[00:13:08.863 --> 00:13:09.583]  We're good to go.
[00:13:28.615 --> 00:13:30.756]  That's with Carl Herman later in the broadcast.
[00:13:31.076 --> 00:13:37.120]  But finally, in the economic fold, tonight we have the big banks crafting living wills in case they fail.
[00:13:37.540 --> 00:13:39.041]  And Jamie Dimon of J.P.
[00:13:39.081 --> 00:13:43.063]  Morgan is telling us this will help the cost to taxpayers.
[00:13:43.103 --> 00:13:46.766]  This will allow banks to fail without it falling on the public.
[00:13:47.086 --> 00:13:54.750]  Well, we don't know if that's true, but they're saying these measures could be basically equivalent to reinstating Glass-Steagall, which they should probably do anyway.
[00:13:55.070 --> 00:13:57.672]  You've got Sheila Bair also backing the issue, and
[00:13:58.672 --> 00:14:23.210]  On the surface, it is the system, the regulatory agencies of the government, forcing the big banks to basically set the architecture for decoupling, setting aside the normal day-to-day investments of people's accounts that should grow at a regular rate from the crazy speculation and the underwriting and all the other private equity stuff that really has caused all the derivatives problems, triggering the larger economic collapses.
[00:14:23.550 --> 00:14:24.690]  Of course, very complicated.
[00:14:24.970 --> 00:14:40.174]  But they've got the biggest banks here, JP Morgan Chase, Bank of America, Citigroup, Goldman Sachs, Morgan Stanley, among others, being forced by the Federal Reserve and the FDIC to create these living wills for their liquidation, for the liquidation of the company.
[00:14:40.574 --> 00:14:41.335]  So, we'll see.
[00:14:41.375 --> 00:14:46.536]  This is supposedly the solution under the Frank Dodd Act, instead of repealing
[00:14:47.745 --> 00:14:53.509]  I'm sorry, instead of restating the Glass-Steagall Act, this is their model for liquidating these banks and saving the public.
[00:14:53.529 --> 00:14:54.309]  We'll see if it works.
[00:14:55.010 --> 00:14:56.931]  Something tells me not to hold my breath.
[00:14:57.331 --> 00:15:02.235]  Anyway, we're going to turn now to a special whistleblower report from the 7-7 bombings.
[00:15:02.715 --> 00:15:05.437]  Our reporter Patrick Henningsen got this exclusive interview.
[00:15:05.797 --> 00:15:06.878]  Very interesting topic.
[00:15:06.898 --> 00:15:09.960]  We'll go to that now, come back with more news, but stay tuned.
[00:15:09.980 --> 00:15:11.141]  It's a big program tonight.
[00:15:11.201 --> 00:15:12.982]  This is the InfoWars Nightly News.
[00:15:38.993 --> 00:15:39.953]  London 7-7.
[00:15:41.173 --> 00:15:45.514]  The terror event that changed the course of European domestic security policy.
[00:15:46.334 --> 00:15:50.035]  A devastating attack which hit underground trains and buses.
[00:15:50.855 --> 00:15:54.356]  It was both bold and brilliant in its execution.
[00:15:55.356 --> 00:16:06.767]  The official narrative is that of four radical British Muslims whose perfectly planned and run operation claimed the lives of some 52 innocent victims.
[00:16:07.027 --> 00:16:17.397]  In 2010, while compiling an annual strategic threat assessment, South Yorkshire Police's Principal Intelligence Analyst, Tony Farrell, learned that the government narrative
[00:16:17.897 --> 00:16:44.947]  of Islamic extremists carrying out the attacks of both 9-11 and 7-7 was a lie perpetrated by a mainstream media code of silence and complicit government officials a stance which ultimately led to his dismissal InfoWars.com had a chance to speak with Mr. Farrell at a recent Employment Tribunal appeal hearing in London where he sheds additional light on his pending case
[00:16:47.267 --> 00:16:48.288]  My name's Tony Farrell.
[00:16:48.769 --> 00:16:55.257]  I used to work for South Yorkshire Police as the Principal Intelligence Analyst and worked for them for 17 years.
[00:16:55.798 --> 00:17:03.348]  And in September 2010, following a stance in July 2010 on the 5th anniversary of the London bombings,
[00:17:04.469 --> 00:17:06.611]  I made a stance that led to my dismissal.
[00:17:07.031 --> 00:17:28.810]  My stance was when tasked to do a terror, a strategic threat assessment, which incorporated amongst other things the threat from counter-terrorism, in the light of the realisation that 9-11 and 7-7 were not as the government narratives would have us believe, I no longer was able to say that the threat
[00:17:29.210 --> 00:17:34.371]  Was coming from Islamic extremism, as the government rhetoric was saying at that point.
[00:17:34.471 --> 00:17:43.512]  And my managers in South Yorkshire Police wanted me to say, I felt that would be discriminatory against the Muslim communities in South Yorkshire and further afield.
[00:17:44.373 --> 00:17:56.095]  And I went to my boss, alerted him to the fact that there is all sorts of information available in open source, including the work that Alex Jones had done to expose this at the time.
[00:17:56.235 --> 00:17:57.435]  That was influential indeed.
[00:17:59.075 --> 00:18:10.221]  And they clamped down on me, refused to contemplate the notion of the threat being anything other than Islamic extremism.
[00:18:10.601 --> 00:18:14.203]  Saying, you and I, Tony, are just government foot soldiers.
[00:18:14.644 --> 00:18:16.404]  You'll never get the government to tell the truth.
[00:18:16.465 --> 00:18:18.125]  So they weren't saying you're wrong, Tony.
[00:18:18.145 --> 00:18:20.347]  They were saying, go along with the lie.
[00:18:21.385 --> 00:18:23.107]  And say that the threats from Islamic terrorism.
[00:18:24.648 --> 00:18:26.170]  They tried to get me down to occupational health.
[00:18:26.630 --> 00:18:37.380]  Now for a day, I went along with it, but on the 8th of July, I went into work, and that was the day of the assignment, and the realisation had only happened about a week or two before this.
[00:18:38.541 --> 00:18:41.364]  I'd given them a red alert, they ignored it, they were cornering me.
[00:18:42.225 --> 00:18:50.773]  No, I felt as though now I either had to lie and say that the threat was something that my analysis pointed towards was different.
[00:18:51.614 --> 00:18:53.156]  I couldn't lie in that situation.
[00:18:53.196 --> 00:18:55.438]  The professional standards for honesty, integrity, etc.
[00:18:55.918 --> 00:19:00.343]  So at that point, on the morning of the 8th of July, I
[00:19:01.864 --> 00:19:18.035]  I made an absurd strategic threat assessment matrix because I was cornered into lying and a thrust threat assessment matrix in front of the boss saying 9-11 truth, 7-7 truth and other aspects of criminality that South Yorkshire Police might be interested in I just put as irrelevant and scored it up.
[00:19:18.475 --> 00:19:28.302]  It was ludicrous but it was to reflect the absurdity of the situation they were putting me into and cornering me into lying and lying against the Muslim population in the United Kingdom.
[00:19:29.309 --> 00:19:46.198]  Well, in the light of the government's contest strategy, the government counter-terrorism strategy, Rich Pitcher, the police forces in England and Wales and the communities were being encouraged to collect intelligence on Muslims, targeting mosques, targeting universities.
[00:19:46.658 --> 00:19:57.984]  Now, that's all well and good if there is a threat there, but in the light of 9-11 and 7-7, and other miscarriages of justice that I was alert to at that point, I thought, well, without proofs,
[00:19:59.361 --> 00:20:00.182]  I can't say that.
[00:20:00.542 --> 00:20:04.446]  That is really being discriminatory to my Muslim brothers and sisters.
[00:20:05.207 --> 00:20:10.772]  And the threat, almost certainly, was coming from within, in whatever capacity.
[00:20:10.792 --> 00:20:21.782]  Now I didn't know clearly how it had been perpetrated, which agents of the state, but what I did know for certain was that the government narrative, the 9-11 Commission report, and the Home Office anonymous
[00:20:24.384 --> 00:20:28.048]  No other word for it.
[00:20:28.148 --> 00:20:29.229]  It was just ludicrous.
[00:20:29.669 --> 00:20:32.211]  So in the light of that, I made the stance.
[00:20:32.892 --> 00:20:37.096]  Knowing full well that it's likely to end in tears.
[00:20:37.636 --> 00:20:38.937]  It's likely to end in dismissal.
[00:20:39.378 --> 00:20:43.662]  But my conscience said, take it Tony, rather than prostitute yourself.
[00:20:44.762 --> 00:20:48.830]  So they wanted to sort of treat it as if I was insane.
[00:20:49.611 --> 00:20:56.203]  So they tried to cart me off to Occupational Health, at first they resisted, but I did go to Occupational Health, came back with a clean bill of health.
[00:20:57.757 --> 00:21:12.333]  I then went to a dismissal hearing in September, and I challenged them to do something about this, and let me give the strategic assessment fully, to source everything up, to say why I was more than justified in doing what I did.
[00:21:12.833 --> 00:21:16.257]  They didn't want to know, and said, your beliefs may well be correct.
[00:21:17.102 --> 00:21:22.465]  You've had exemplary record for South Yorkshire Police, excellent work, but it's incompatible with where we are at the moment.
[00:21:22.505 --> 00:21:25.206]  So it's a very sad occasion, we're sacking you.
[00:21:26.027 --> 00:21:27.007]  By the way, you can appeal.
[00:21:27.867 --> 00:21:37.272]  I did appeal to the police authority who just rubber-stamped the deal and said, Tony Farrell's views, this was a councillor, Tony Farrell's views are outlandish.
[00:21:37.412 --> 00:21:39.733]  Nobody investigated it, outlandish.
[00:21:40.034 --> 00:21:42.835]  So then it went into an employment, a more formal footing,
[00:21:44.535 --> 00:21:45.816]  Let's get out of here.
[00:21:59.159 --> 00:22:01.682]  Unfortunately for me, I went with it.
[00:22:02.603 --> 00:22:06.789]  Because I had said that, look, if you're asking me what a threat is, it's a Satanic New World Order.
[00:22:07.089 --> 00:22:09.812]  But I would have never have said that had I not disbelieved 9-11 and 7-7.
[00:22:09.832 --> 00:22:14.118]  And I said, ah, that's religious philosophical, to some degree.
[00:22:14.638 --> 00:22:17.181]  So, I was steered down that route.
[00:22:18.326 --> 00:22:26.834]  And we had the pre-hearing in the tribunal to discuss whether that belief was a philosophical belief, because if it was, it would have been protected.
[00:22:27.555 --> 00:22:33.300]  But the judge, in a way correctly, diagnosed it as, well look, that wasn't the cause of the blockage.
[00:22:33.581 --> 00:22:36.744]  It was the fact that 9-11, he disbelieved 9-11, he disbelieved 7-7, based on empirical data.
[00:22:40.603 --> 00:22:42.844]  Rather than a philosophical belief, right?
[00:22:43.404 --> 00:22:44.945]  So it was dismissed on those grounds.
[00:22:45.025 --> 00:22:46.926]  It left me an unfair dismissal.
[00:22:47.366 --> 00:22:48.587]  Could they have redeployed?
[00:22:48.827 --> 00:22:50.107]  Was it reasonable to sack me?
[00:22:50.908 --> 00:23:00.792]  And in September, three days in September 2011, in a hearing, with Ian O'Krane representing me as a lay representative, I'd run out of all resources to have legal representation.
[00:23:02.031 --> 00:23:04.332]  I lost an unfair dismissal hearing as well.
[00:23:06.052 --> 00:23:12.174]  Now we have a course for appeal, we did appeal, and the judge dismissed it with no reasonable prospects of success.
[00:23:12.794 --> 00:23:18.876]  But there is a rule in the Employment Appeal Tribunal which we've taken advantage of to get us to court today.
[00:23:19.496 --> 00:23:21.377]  So sat ex parte, i.e.
[00:23:21.577 --> 00:23:25.738]  on my own in front of the judge, South Yorkshire Police not present,
[00:23:26.562 --> 00:23:32.427]  The argument was really to say I was making... It wasn't a religious belief.
[00:23:32.988 --> 00:23:36.311]  It was a Public Interest Disclosure Act.
[00:23:36.411 --> 00:23:37.612]  It was a protected disclosure.
[00:23:37.632 --> 00:23:45.840]  I, as the intelligence analyst, have been tasked to do the analysis and they shouldn't have sat me just because they didn't like the analysis.
[00:23:46.641 --> 00:23:48.602]  I was speaking truth to power.
[00:23:50.064 --> 00:23:51.785]  Not the truth that they wanted me to hear.
[00:23:51.965 --> 00:23:54.526]  They're enabling the one truth.
[00:23:55.006 --> 00:24:01.869]  But what I considered as the analyst being tasked to do the threat assessment as the truth, to the best of my knowledge.
[00:24:02.290 --> 00:24:03.490]  So I put an inference on it.
[00:24:03.510 --> 00:24:04.871]  I didn't say it was dead certain.
[00:24:05.351 --> 00:24:09.493]  I said the inference being that it was almost certainly an inside job.
[00:24:09.513 --> 00:24:11.474]  95% in the UK, 99% in America with the 9-11.
[00:24:17.857 --> 00:24:38.583]  So, I also said that the matrix system of threat assessment, and my first degree is statistics, was a ludicrous attempt by the government, National Police Improvement Agency, to almost mind control and dumb down thinking, criminal intelligence analysis thinking, on looking at threat.
[00:24:38.963 --> 00:24:39.783]  Why would they do that?
[00:24:40.263 --> 00:24:42.984]  Well, the construct that they had within the matrix
[00:24:44.324 --> 00:24:52.548]  ...was artificial and deliberately heightened the fear coming from Islamic extremism and the terror attack.
[00:24:53.048 --> 00:25:02.833]  So JTAC, Joint Terrorist Analysis Centre, always put out the threat levels as almost imminent, high or severe.
[00:25:03.314 --> 00:25:09.717]  Now, in a crude scoring system, that had to be transferred locally, irrespective of what intelligence you had locally,
[00:25:10.337 --> 00:25:16.202]  And potentially the harm a terrorist attack could do, well it's how far will the imagination stretch?
[00:25:17.043 --> 00:25:18.023]  You know, it could be anything.
[00:25:18.484 --> 00:25:29.472]  So the consequence, the harm, the probability, all meant that it meant that resources were being allocated to unaccountable resources within Special Branch and within NI5, right?
[00:25:30.593 --> 00:25:32.975]  But without the intelligence and the evidence to back it up.
[00:25:33.336 --> 00:25:37.439]  And in the light of 9-11-7-7 not squaring with the official accounts,
[00:25:37.919 --> 00:25:40.980]  I felt I had to make a stance on the strategic threat assessment.
[00:25:41.200 --> 00:25:42.920]  I said it was totally ludicrous.
[00:25:43.761 --> 00:25:48.322]  I'd always thought that anyway, but in the light of that, I thought enough no more.
[00:25:48.342 --> 00:25:50.402]  That's where I make the stance on the strategic threat.
[00:25:51.023 --> 00:25:57.284]  Now, that was why I was in the court today, arguing that it wasn't really a religious philosophical belief.
[00:25:57.324 --> 00:25:58.444]  We agree with that.
[00:25:59.405 --> 00:26:01.465]  There's no point of issue with the police.
[00:26:02.065 --> 00:26:04.006]  You know, there's no facts that we differ on.
[00:26:05.513 --> 00:26:09.815]  Other than we are saying that, as an analyst, I was making a protected disclosure.
[00:26:10.035 --> 00:26:11.015]  I was doing my job.
[00:26:11.135 --> 00:26:13.716]  I had a duty of care to present the truth.
[00:26:13.756 --> 00:26:15.457]  Now, they didn't have to accept the truth.
[00:26:16.678 --> 00:26:22.680]  But just because they didn't like the analysis on the threat, was it reasonable for them to dismiss me?
[00:26:23.801 --> 00:26:26.622]  Now, if you're suppressing strategic analysis,
[00:26:27.782 --> 00:26:37.923]  In that way because an intelligence analysis is an evolving process whereby you give your intelligence and your intelligence officer opposite may not agree with you but
[00:26:38.616 --> 00:26:44.962]  You start to converge to get to the truth and new information comes to light and hopefully you converge on that truth.
[00:26:45.843 --> 00:26:51.329]  So in doing my job as an intelligence analyst I was sacked for telling what my analysis was.
[00:26:51.769 --> 00:26:59.536]  Now I stand by that analysis exactly now 18 months down the line nothing has come to light which remotely challenges the fact that I was
[00:27:00.437 --> 00:27:03.300]  Right, you know, I heard him what I did.
[00:27:03.780 --> 00:27:18.972]  So I'm pleased with what I've done, I had a duty of care, I followed through with my conscience, and sadly I've ended up getting dismissed and on the verge of bankruptcy, but the reason why I'm doing this is not for compensation, it's that I believe it's in the public interest.
[00:27:19.798 --> 00:27:22.280]  So this is a case to keep on going.
[00:27:22.780 --> 00:27:26.944]  Now, the judge today has dismissed it, right?
[00:27:27.744 --> 00:27:36.472]  The Employment Appeal Tribunal saying, you know, South Yorkshire Police had reasonable, acted, behaved reasonably in dismissing me.
[00:27:37.412 --> 00:27:40.515]  And as a point of law, we can't really challenge that.
[00:27:40.855 --> 00:27:44.618]  However, he has left, he's not slammed the door down.
[00:27:44.998 --> 00:27:45.579]  Not completely.
