[00:00:22.423 --> 00:00:23.684]  Welcome, ladies and gentlemen.
[00:12:31.038 --> 00:12:37.263]  An innocent man who is disarmed by law will always be victimized by an outlaw who is armed through criminality.
[00:12:37.723 --> 00:12:44.087]  Now, the concept of reduced crime through gun confiscation is so naive it warrants considerable analysis.
[00:12:44.468 --> 00:12:48.631]  Through such efforts, good men are left defenseless while evil men are free to wreak havoc.
[00:12:48.991 --> 00:12:51.012]  Those are the words of Brandon Smith at Alt-Market.
[00:12:51.112 --> 00:12:51.632]  Good writer.
[00:12:51.972 --> 00:12:56.634]  He also adds, the Second Amendment is not a negotiable or debatable pillar of the Constitution.
[00:12:57.094 --> 00:13:12.259]  It is absolute in its protection, and yet all these city mayors try to break down the Second Amendment and use excuses like violence created through other economic means to disarm the public and encourage this turning in of people who might have illegal guns.
[00:13:12.759 --> 00:13:16.081]  of turning in these guns for guest certificates and a whole lot more.
[00:13:16.462 --> 00:13:37.696]  Of course, this particular mayor, Corey, I think his name was, this video is from a couple years ago, but it certainly illustrates a larger trend because they have hundreds of these mayors recruited in these programs to combat urban violence and call for a reining in of guns and promote the atmosphere as though guns were already illegal, when of course they're not.
[00:13:38.456 --> 00:13:52.686]  Now, another very curious case is the missing woman found in the Queen's estate in Sandringham, believed to be murdered, and they've now identified her after a week and a half or so of refusing to identify the woman.
[00:13:52.726 --> 00:13:56.068]  They believe it is now Latvian Alyssa Dimitridou.
[00:13:56.528 --> 00:14:03.973]  Demetra Jiva, 17 years old, from Wisbech in Cambridgeshire, which is very near to the Queen's estate there.
[00:14:04.754 --> 00:14:18.304]  Her and her family immigrated from Latvia pretty recently, and it's all very curious, especially since you've got people like the so-called overzealous stalker of the royal family being found
[00:14:18.664 --> 00:14:18.784]  Yes.
[00:14:33.661 --> 00:14:34.562]  We're good to go!
[00:14:57.760 --> 00:15:13.024]  Contradictory report from what the detective chief is saying because the mother went on record in this article I'm 80% to blame says distraught mother of Latvian girl and royal estate murder mystery Saying she had been fighting with the girl.
[00:15:13.064 --> 00:15:14.045]  She wouldn't live at home.
[00:15:14.345 --> 00:15:25.988]  She dramatically changed her personality after moving to the UK She was arrested in April for stealing with a group of friends then in June or July she said her friends let her into other worrying habits and
[00:15:26.428 --> 00:15:26.789]  Thank you.
[00:15:43.066 --> 00:15:57.362]  The question of why was the body not found for months when the girl went missing in late August through September 2011, we have the fact that the Queen's own people were combing the estate
[00:15:58.303 --> 00:16:07.589]  In the fall, throughout the months of October and November, killer dog disease returned to Sangringham, a mystery seasonal illness that could kill dogs has returned to the Queen's estate.
[00:16:08.029 --> 00:16:18.555]  And it goes on to discuss how they don't know what caused the diseases, but the Queen herself was so worried, she personally requested an Animal Health Trust veterinary investigation.
[00:16:18.896 --> 00:16:22.478]  They put up signs warning the public not to bring their dogs in the area.
[00:16:23.238 --> 00:16:29.562]  And basically, they were investigating the very plots of land where this woman was later found months later.
[00:16:29.902 --> 00:16:37.467]  So why didn't they find the woman, even though the Queen and the other royals continue to have their dog hunts, all these dogs coming over the area?
[00:16:37.867 --> 00:16:39.128]  Why didn't they find the body?
[00:16:39.168 --> 00:16:41.470]  It's certainly a question worth bringing up.
[00:16:41.870 --> 00:16:50.195]  And then you have the fact that the Queen herself solved the mystery of the killer dog bug, which affected dogs at Sangeringham in early December.
[00:16:50.215 --> 00:16:51.316]  December 6th here in this
[00:16:51.936 --> 00:16:52.417]  We're good to go.
[00:17:11.670 --> 00:17:17.014]  But the point is, people were investigating the spots of land and dogs were on the land.
[00:17:17.074 --> 00:17:22.898]  It was, of course, a body eventually found by a dog owner in the public who was walking through the area.
[00:17:23.418 --> 00:17:26.640]  So, just more questions remain and we'll continue to look at it.
[00:17:27.081 --> 00:17:34.626]  No reason yet here to connect it to the Royal Family, but odd that this body was found on the Royal Estate there in Sandringham.
[00:17:35.848 --> 00:17:41.049]  Now we'll be back after this break with Greg Hunter to discuss all the political events going on.
[00:17:41.710 --> 00:17:44.770]  But I do want to remind you of our Prison Planet TV specials.
[00:17:44.810 --> 00:17:45.691]  We need your support.
[00:17:46.031 --> 00:17:47.731]  Go check them out at PrisonPlanet.TV.
[00:17:47.771 --> 00:17:50.672]  You can preview the site there and all it has to offer.
[00:17:51.092 --> 00:17:53.212]  And just help us get the word out about this broadcast.
[00:17:53.252 --> 00:17:55.553]  We want to grow this platform and reach more people.
[00:17:55.853 --> 00:17:57.254]  We want to hire more reporters.
[00:17:57.574 --> 00:17:59.514]  We want to up the production value even more.
[00:17:59.534 --> 00:18:01.435]  You've seen all the wonderful graphics we've brought you.
[00:18:01.455 --> 00:18:02.655]  The great crew we already have.
[00:18:03.055 --> 00:18:09.233]  We want to up that game another level, so please help us to do that if you believe in our mission here at InfoWars Nightly News.
[00:18:09.674 --> 00:18:10.095]  Stay tuned!
[00:18:13.993 --> 00:18:20.415]  If you believe in this information and want to support its viral spread, go to the InfoWars store at InfoWars.com.
[00:18:20.715 --> 00:18:21.576]  We've got the new G.I.
[00:18:21.616 --> 00:18:23.556]  Joe InfoWars t-shirts.
[00:18:23.936 --> 00:18:30.059]  We've got the incredible ProPure gravity-fed filters available at InfoWars.com in the store.
[00:18:30.599 --> 00:18:34.960]  We've got a new DVD, Sinus Under Attack, the Don't Tread on Me flag.
[00:18:35.660 --> 00:18:39.602]  We've got all sorts of different bumper stickers to help spread the rebellion virally.
[00:18:40.282 --> 00:18:40.923]  It's all there.
[00:18:41.023 --> 00:18:43.786]  Wristbands, citizen rule books, in every order.
[00:18:44.227 --> 00:18:46.950]  Order online at InfoWars.com today.
[00:18:47.210 --> 00:18:50.234]  The water filters, the canteens, it's all there.
[00:18:50.634 --> 00:18:51.856]  InfoWars.com
[00:18:58.342 --> 00:19:00.383]  And we are back on the InfoWars Nightly News.
[00:19:00.443 --> 00:19:02.704]  We're joined now by Greg Hunter.
[00:19:03.065 --> 00:19:09.288]  His website, USAWatchdog.com, has become one of the leading alternative news websites.
[00:19:09.328 --> 00:19:10.729]  He covers the spectrum, of course.
[00:19:11.109 --> 00:19:16.052]  We'll talk about everything from Ron Paul to the economy to Iran tensions today.
[00:19:16.072 --> 00:19:23.656]  He is neither Democrat nor Republican, liberal or conservative, and he's worked more than nine years as a reporter
[00:19:24.376 --> 00:19:32.099]  And assistant to various mainstream media including ABC News, Good Morning America, CNN, and plenty of others.
[00:19:32.519 --> 00:19:33.840]  Greg, thanks for joining us now.
[00:19:33.860 --> 00:19:35.220]  Good to be here.
[00:19:35.240 --> 00:19:36.581]  Thanks for having me.
[00:19:37.321 --> 00:19:40.702]  So what do you think is most important in the cycle right now?
[00:19:41.462 --> 00:19:45.704]  You've got this article here on the unemployment statistics, but there's plenty more going on.
[00:19:46.468 --> 00:19:52.271]  Well, let's start with what's going on up in with the campaign and the GOP.
[00:19:52.351 --> 00:20:05.777]  I mean, in Iowa, you know, you've covered this already, but there's some tomfoolery and some shenanigans with, you know, trucks that are missing out of Ames, which is where a lot of young people are, which Ron Paul gets about half of those.
[00:20:06.318 --> 00:20:11.620]  And they had, you know, Karl Rove announcing before anybody else could announce who was going to win and by a small margin.
[00:20:12.140 --> 00:20:15.122]  And, you know, this is like a Tom Clancy novel.
[00:20:15.882 --> 00:20:17.663]  And I started thinking, why would they do that?
[00:20:17.683 --> 00:20:30.572]  And I started thinking, you know, if they did, and I can't prove it, but boy, there's sure some really questionable things that went on in Iowa, I think they just changed the tone of everything.
[00:20:30.832 --> 00:20:37.137]  They wanted to make sure that Romney had somebody to run against, and boy, they sure can't have him run against Ron Paul.
[00:20:38.018 --> 00:20:42.964]  So I think what they did was they gave him somebody to run against in Santorum.
[00:20:43.245 --> 00:20:45.668]  And now look what's going on up in New Hampshire.
[00:20:45.808 --> 00:20:48.472]  A lot of polls he's finishing near the bottom or at the bottom.
[00:20:48.772 --> 00:20:51.276]  Santorum all of a sudden went from first to worst.
[00:20:52.166 --> 00:20:59.051]  And I just think that it's just, you know, what's been going on and not just the Republicans.
[00:20:59.111 --> 00:21:13.561]  I mean, if you look at the mainstream media last week after the Iowa caucuses, you had the early show on CBS and they talked about a poll and they had, you know, a Romney and a Gingrich, Huntsman, Santorum.
[00:21:13.681 --> 00:21:15.903]  And when you add up all their poll numbers, it came up to 65 percent.
[00:21:15.943 --> 00:21:16.043]  Duh.
[00:21:18.661 --> 00:21:19.562]  And they didn't even talk.
[00:21:19.582 --> 00:21:21.544]  They talked about Michelle Bachmann, who dropped out.
[00:21:21.564 --> 00:21:26.548]  They didn't even talk about Ron Paul, who is at least in second place by a pretty wide margin.
[00:21:28.590 --> 00:21:29.571]  And I have a theory on that.
[00:21:29.631 --> 00:21:35.136]  My theory is, listen, if they did, the mainstream media, helped Obama get elected, and I think they did.
[00:21:35.876 --> 00:21:37.718]  And I think they did it by what they omitted.
[00:21:38.200 --> 00:21:38.420]  I think?
[00:21:56.820 --> 00:21:59.602]  And I'm not going to sign on to the, you know, the birther thing.
[00:21:59.843 --> 00:22:01.064]  I think he was born in Hawaii.
[00:22:01.324 --> 00:22:05.727]  But what I'm saying is there's a lot about Obama we didn't even find out about.
[00:22:05.908 --> 00:22:06.228]  Why?
[00:22:06.508 --> 00:22:13.114]  Well, we found out about all this stuff with, you know, against, you know, Bush, you know, 43, when he was running for office.
[00:22:13.874 --> 00:22:24.984]  And I just think that the whole mainstream media, if they're liberal-leaning, and I think liberal and conservative both, do not want to run against Ron Paul.
[00:22:26.459 --> 00:22:45.910]  Absolutely, because both sides of the fence have been omitting him, admittedly, from graphics, refusing to cover even where he polls in major mainstream polls, and as you pointed out, the fact he's leading in second in New Hampshire, and now they're trying to prop up, like shark teeth, other candidates once the formerly major candidates dropped out or lost their steam.
[00:22:46.730 --> 00:22:51.611]  And now you've got Huntsman there coming up with... But, listen, he spent, Huntsman did spend legitimately a lot of time there.
[00:22:52.051 --> 00:22:57.912]  He spent more there according to reports and other people, so I would imagine he would get a, you know, a bump up.
[00:22:57.972 --> 00:23:10.675]  But it's a small state with very few delegates and obviously, as you pointed out as well, they're trying to anoint Romney and more so marginalize Ron Paul even as he would otherwise be able to gain momentum in those major media.
[00:23:11.135 --> 00:23:13.537]  Well, I think they're scaring him for a couple of reasons.
[00:23:13.637 --> 00:23:22.205]  Both parties, both Democrats and Republicans, the Romneys and the Obamas, which that may be what it ends up being, they're scaring him because he gets but half the young people.
[00:23:22.245 --> 00:23:24.787]  They're energizing people who care about what's going on.
[00:23:25.087 --> 00:23:32.474]  The other thing I think is I think Ron Paul would get a lot of disgusted liberals because, you know, a liberal's not going to vote for Romney.
[00:23:32.974 --> 00:23:36.095]  But Ron Paul, who says, well, I don't think we ought to be doing all these wars.
[00:23:36.415 --> 00:23:41.556]  Hey, I think that, you know, in the debates, he says, I think that if you want to talk about racism, look at the court system.
[00:23:41.856 --> 00:23:49.058]  You know, minorities are disproportionately accused of crime and convicted of crime than their white counterparts in the drug world.
[00:23:49.138 --> 00:24:01.321]  Half about, you know, as many whites as blacks are drug users, but yet disproportionately black people and minorities are convicted and sentenced to death for certain crimes at a much higher rate.
[00:24:01.801 --> 00:24:09.994]  And so I think that if you look at somebody like Obama, and he's looking at Romney or Paul, he's saying, oh, please give me Romney.
[00:24:10.315 --> 00:24:12.338]  I mean, he's not going to bring up the banking crisis.
[00:24:12.358 --> 00:24:13.840]  He's not going to bring up the bailouts.
[00:24:13.900 --> 00:24:16.745]  I mean, you know, Romney, hey, corporations are people too, man.
[00:24:17.572 --> 00:24:24.637]  And I think if you look at both sides of the issue and the CBS thing, listen, they spend a lot of money on these morning shows.
[00:24:24.997 --> 00:24:30.501]  This is not just a misspelled word in a graphic or they were talking about somebody without their picture.
[00:24:30.541 --> 00:24:31.742]  They omitted him.
[00:24:31.982 --> 00:24:35.744]  They talked about somebody who dropped out of the race, Michelle Bachman.
[00:24:35.764 --> 00:24:38.806]  And they didn't talk about the number two contender.
[00:24:38.826 --> 00:24:43.489]  And the number two contender by eight votes in Iowa was Santorum.
[00:24:43.509 --> 00:24:47.052]  He's almost in last place or is in last place in many polls.
[00:24:47.732 --> 00:24:48.512]  That's unbelievable.
[00:24:48.572 --> 00:24:49.293]  That's outrageous.
[00:24:49.913 --> 00:24:57.455]  Well, if it was the first time it happened, maybe it could have been a coincidence, but it's happened dozens of times on all the different networks, and now it's the day before the voting.
[00:24:58.015 --> 00:25:12.300]  They've got cartoons out, you know, there's one famous one, I think a pretty telling cartoon, it's a guy with a camera and his lens goes up, over, down, a guy, you know, a caricature of Ron Paul, and Ron Paul's like, excuse me, they just look past him.
[00:25:12.820 --> 00:25:15.721]  And, you know, what the country needs, you will not fix
[00:25:16.501 --> 00:25:21.244]  The unemployment situation, in my humble opinion, without fixing the financial system in the banks.
[00:25:21.485 --> 00:25:23.566]  You can't have the banks have phony accounting.
[00:25:23.906 --> 00:25:25.687]  You can't be with the continued bailout.
[00:25:25.707 --> 00:25:31.791]  We gave Bank of America last year $200 billion in forgiveness and debt taken off their books.
[00:25:32.292 --> 00:25:32.712]  $200 billion.
[00:25:32.932 --> 00:25:36.735]  One bank, Bank of America, last year through Fannie and Freddie.
[00:25:37.055 --> 00:25:38.096]  Not a word about that.
[00:25:38.356 --> 00:25:43.179]  You'll hear the people on Fox News and Fox Business, Solyndra, $500 million.
[00:25:43.719 --> 00:25:45.300]  Somebody should be in jail and they're right.
[00:25:45.320 --> 00:25:46.101]  Somebody should be in jail.
[00:25:46.161 --> 00:25:47.521]  We're good to go.
[00:26:15.908 --> 00:26:18.370]  I'll never know, and I think, well, I do know.
[00:26:18.950 --> 00:26:23.213]  I think it's because they're afraid if they start prosecuting these guys, they'll crash the system.
[00:26:23.513 --> 00:26:36.401]  According to William Black, who is a professor of economics and law and former banking regulator during the RTC crisis, he says this is 70 times bigger than the SNL crisis.
[00:26:36.421 --> 00:26:37.241]  70 times bigger.
[00:26:37.681 --> 00:26:43.905]  And back then they had 10,000 indictments, they had more than 1,000 successful prosecutions, not of clerks of
[00:26:45.526 --> 00:26:49.430]  You know, financial elites, including a sitting governor of a state in Arkansas.
[00:26:50.111 --> 00:26:51.212]  And what do we have this time?
[00:26:51.652 --> 00:26:52.053]  Zero!
[00:26:52.493 --> 00:27:04.605]  We do have Obama on 60 Minutes with Steve Croft at the beginning of December saying, oh, you know, I think they did unethical things, but they didn't do anything illegal.
[00:27:05.026 --> 00:27:05.246]  Really?
[00:27:05.839 --> 00:27:06.699]  They didn't do anything illegal?
[00:27:07.039 --> 00:27:20.604]  They packaged liar loans, they put them into a security, they knew they were liar loans, they rated them equal to a treasury when they were toxic, and we have an ongoing foreclosure crisis where they forge documents so they can go in and take the house.
[00:27:20.644 --> 00:27:21.785]  They didn't do anything illegal?
[00:27:23.669 --> 00:27:24.230]  Outrageous!
[00:27:24.530 --> 00:27:30.136]  And Steve Kroft, who's supposed to be, you know, the cutting edge of journalism, he doesn't know to say, hey, whoa, whoa, wait a minute.
[00:27:30.597 --> 00:27:37.084]  Well, at the very least, Kroft could have said, with all deference to the president, well, what unethical thing do you think they did?
[00:27:38.405 --> 00:27:38.926]  But nothing!
[00:27:39.386 --> 00:27:43.510]  Just a free pass to say whatever you want to 12 million people to 60 Minutes audiences.
[00:27:43.551 --> 00:27:52.880]  That's the reason why we have what's going on is that, as you guys know, InfoWars, which I'm glad you guys are out there, is because we don't have a fair and impartial media.
[00:27:52.900 --> 00:27:54.122]  Thank goodness for the internet.
[00:27:54.162 --> 00:27:55.203]  I hope they don't shut it down.
[00:27:56.257 --> 00:27:59.819]  I mean, it's well beyond a lack of fair and balanced coverage.
[00:27:59.879 --> 00:28:04.722]  It's the system propping up this illusion, whether it's in the economic realm, the voting realm.
[00:28:05.002 --> 00:28:10.845]  I mean, what is the real reason they're not interested in fixing the real problems, but just selling us on lies that things are getting better?
[00:28:11.345 --> 00:28:15.848]  I mean, you see it in your article today with the unemployment statistics, but it's systematic.
[00:28:16.408 --> 00:28:23.633]  Well, the unemployment statistics is one of the many ways they basically go to academia.
[00:28:23.933 --> 00:28:25.915]  Academia says, oh, you're doing unemployment wrong.
[00:28:25.935 --> 00:28:27.536]  Really, you need to cut out this and this and this.
[00:28:27.556 --> 00:28:28.877]  You need to seasonally adjust that.
[00:28:28.937 --> 00:28:31.078]  And really, the unemployment rate is 8.5%.
[00:28:31.999 --> 00:28:44.348]  But if you did unemployment the way the Bureau of Labor Statistics did it in 1994 and earlier, this is according to John Williams at shadowstats.com, the real unemployment, the true unemployment rate, the way it was done in 94 or earlier, is 22.4%.
[00:28:46.497 --> 00:28:47.998]  That's unemployed, underemployed.
[00:28:48.659 --> 00:29:01.407]  And if you look at economists like John Williams, who sells his information, not just to readers like me, or just to John Q. Public, but he basically has been in bread and butter, and his client list is secret, but it's hedge funds, big money people.
