[00:00:02.245 --> 00:00:02.485]  I think.
[00:02:53.116 --> 00:03:01.865]  That's why General Electric doesn't pay taxes to speak of, Google doesn't, you pay billions of dollars to ship General Motors, Cadillac and Volt factories to China.
[00:03:03.154 --> 00:03:04.775]  This is how it works.
[00:03:04.835 --> 00:03:05.956]  It's all a scam.
[00:03:06.556 --> 00:03:09.778]  And he is a big, fat globalist in every way.
[00:03:10.178 --> 00:03:13.180]  We have an article on Infowars.com by Paul Watson breaking it down.
[00:03:14.220 --> 00:03:14.901]  Meet the new boss.
[00:03:15.261 --> 00:03:17.882]  French president is another Bilderberg stooge.
[00:03:18.683 --> 00:03:24.466]  You see, all this news media I listened to this weekend when it was announced he'd won was, well, the French owe all this money.
[00:03:24.546 --> 00:03:25.386]  Oh, they're bankrupt.
[00:03:26.267 --> 00:03:27.508]  But he's just going to tax the rich.
[00:03:28.342 --> 00:03:29.143]  And they've done the numbers.
[00:03:29.323 --> 00:03:34.666]  If they took all of the mid-level wealthy people's money in France, it wouldn't pay for anything.
[00:03:35.147 --> 00:03:36.248]  Not even a year of spending.
[00:03:37.468 --> 00:03:41.011]  It's about destroying any independent wealthy groups.
[00:03:42.072 --> 00:03:43.332]  And the system knows that.
[00:03:43.533 --> 00:03:47.475]  And the media keeps acting like Europe and the debt in the U.S.
[00:03:47.996 --> 00:03:48.816]  is owed by us.
[00:03:49.777 --> 00:03:51.318]  That is a small part of it.
[00:03:51.658 --> 00:03:54.420]  And I'm not for the social welfare state, because it makes us dependent.
[00:03:54.680 --> 00:03:56.542]  That's why these finance oligarchs do this.
[00:03:57.262 --> 00:03:59.863]  So, Hollande claims he's at war with finance capital.
[00:04:00.343 --> 00:04:03.744]  He's not at war against the crony capitalists, the insiders.
[00:04:03.764 --> 00:04:04.624]  He's financed by them.
[00:04:04.884 --> 00:04:20.108]  He's at war against independent wealth, and that's what's really happening on that front, and it is extremely creepy to see people running out of the arms of one controlled crony system into the arms of another.
[00:04:20.968 --> 00:04:22.789]  Same thing is happening in Ireland.
[00:04:22.829 --> 00:04:23.970]  Same thing happening in Spain.
[00:04:23.990 --> 00:04:25.350]  They've just had elections in Germany.
[00:04:25.751 --> 00:04:28.112]  Merkel's in a lot of trouble in the Parliament.
[00:04:28.932 --> 00:04:33.334]  They're putting extreme leftist, extreme right wing in, but all controlled at the end of the day in Greece.
[00:04:33.775 --> 00:04:34.975]  Very serious development.
[00:04:35.515 --> 00:04:38.697]  Now, shifting gears to brainwashing...
[00:04:43.020 --> 00:04:50.967]  You like naked body scanners and TSA on the streets because of the horrifying Underwear Bomber, part of the naked scanner rollout?
[00:04:51.267 --> 00:04:53.749]  Well, get ready because part two is here.
[00:04:54.310 --> 00:04:58.553]  Even more sophisticated and more scary.
[00:04:59.034 --> 00:05:01.116]  A new Underwear Bomber.
[00:05:02.981 --> 00:05:03.662]  But wait!
[00:05:03.922 --> 00:05:04.642]  There's more!
[00:05:04.662 --> 00:05:10.527]  This new underwear bomber is more sophisticated like the Phantom Menace, Osama Bin Laden.
[00:05:11.227 --> 00:05:12.688]  They didn't actually catch him.
[00:05:13.069 --> 00:05:15.090]  They caught the firecracker.
[00:05:15.450 --> 00:05:22.336]  But thank goodness Homeland Security's taking over land of the free, home of the brave to keep us safe from this deadly threat.
[00:05:22.756 --> 00:05:27.820]  So everyone begin shaking in fear the new American pastime.
[00:05:34.377 --> 00:05:44.303]  You've seen all this hype about how Al Qaeda's been defeated, the new enemies the American people, thank God for homeland security, intensifying the takeover and giving themselves no-bid contracts.
[00:05:44.783 --> 00:05:46.184]  Well, CIA!
[00:05:48.203 --> 00:05:51.286]  Sports New Al Qaeda Underwear Bomb Plot.
[00:05:51.726 --> 00:05:55.629]  They say it was just as sophisticated and deadly as the last.
[00:05:55.669 --> 00:06:01.634]  You know, the thing that wouldn't even explode, that the drugged idiot had in his pants, and that witnesses saw the U.S.
[00:06:01.654 --> 00:06:10.221]  government get him on the plane, and then later, on C-SPAN, the Undersecretary of State admitted an unnamed agency ordered them to help get him on the aircraft.
[00:06:11.502 --> 00:06:12.803]  It's not clear who built the bomb.
[00:06:13.663 --> 00:06:15.965]  Maybe, uh, Easter Bunny.
[00:06:16.326 --> 00:06:20.750]  But because of its sophistication, it's similar to the Christmas bomb of two years ago.
[00:06:21.771 --> 00:06:27.316]  Counter-terrorism officials, known liars, suspected it was the work of a master bomb maker.
[00:06:27.937 --> 00:06:30.800]  Oh, a master bomb maker.
[00:06:32.021 --> 00:06:35.805]  So, see, TSA, who now, we learned, doesn't get background checks.
[00:06:36.960 --> 00:06:37.700]  They want felons.
[00:06:38.340 --> 00:06:46.902]  They've got to grab your wife's breast and go in your baby's diaper and, of course, 200 plus robberies a week out of your bags just at JFK.
[00:06:47.182 --> 00:06:48.883]  They've got to do that because Al Qaeda.
[00:06:48.903 --> 00:06:55.525]  You've got a better chance of being killed by a honeybee sting or falling and hitting your head in the shower, but it doesn't matter.
[00:06:55.585 --> 00:06:57.085]  It's fun to get scared of terror.
[00:06:57.793 --> 00:06:58.473]  It's fun!
[00:06:58.793 --> 00:07:09.938]  We shouldn't get scared about the black uniforms, the face-scanning cameras, the government taxation, government killing 260-plus million people last century, 10 million-plus already in the last 12 years, this century.
[00:07:10.238 --> 00:07:10.998]  No, no, no, no!
[00:07:11.399 --> 00:07:12.559]  Look, it's scary!
[00:07:13.159 --> 00:07:13.920]  Underwear!
[00:07:14.440 --> 00:07:15.660]  Bomber, he's black!
[00:07:16.240 --> 00:07:17.361]  It's even more scary!
[00:07:17.881 --> 00:07:18.862]  He's gonna get you!
[00:07:19.362 --> 00:07:21.883]  He's gonna get you if you don't take the vaccines!
[00:07:22.799 --> 00:07:24.545]  Thank goodness they're saving us.
[00:07:24.746 --> 00:07:25.769]  Oh, from another plot.
[00:07:26.030 --> 00:07:29.201]  And of course, the White House spokesman...
[00:07:30.319 --> 00:07:35.723]  Under Bush had to admit that they would issue fake terror alerts and so did Governor Ridge.
[00:07:35.743 --> 00:07:40.546]  He wrote a book and said, yeah, we'd issue fake terror alerts for the election and Obama's doing it again.
[00:07:41.006 --> 00:07:50.952]  The AP learned that the thwarted plot last week but agreed the White House and CIA request to not publish it immediately because the sensitive intelligence operation was still underway.
[00:07:51.093 --> 00:07:55.475]  Oh, the White House didn't want to spike the ball like Obama said when they killed
[00:07:56.596 --> 00:08:05.961]  The Loch Ness Monster, I mean, no, no, they threw him in the ocean with the Loch Ness Monster, Bin Laden a year ago, and other fables about Rumpelstiltskin.
[00:08:06.421 --> 00:08:11.024]  This time now, they waited because of the sensitive nature.
[00:08:11.044 --> 00:08:14.425]  It's scary, scary sometimes.
[00:08:14.746 --> 00:08:19.008]  Thank goodness all over Texas where I live, TSA is now running warrantless checkpoints.
[00:08:20.196 --> 00:08:21.937]  Because, I mean, Al-Qaeda could be anywhere.
[00:08:22.337 --> 00:08:26.659]  We've got to have random checkpoints because bombers wouldn't just pull into a checkpoint and blow people up.
[00:08:27.359 --> 00:08:27.639]  No.
[00:08:28.519 --> 00:08:30.720]  Look at, oh my gosh, land of the free, home of the brave.
[00:08:30.760 --> 00:08:31.721]  Just get rid of it!
[00:08:32.161 --> 00:08:33.461]  Get rid of all my freedom!
[00:08:33.781 --> 00:08:34.642]  It's scary!
[00:08:36.078 --> 00:08:51.828]  Shifting gears, since we broke that news last week of the declassified Army document for re-education camps for political dissidents inside America, we've had a chance to really go over the 327-page document with a fine-tooth comb, and it's got slave labor in it for U.S.
[00:08:51.868 --> 00:08:56.110]  citizens, and processing us with our Social Security numbers into the slave camp.
[00:08:56.791 --> 00:08:58.732]  This is just, oh well, par for the course now.
[00:08:59.292 --> 00:09:08.957]  You know, the CIA director says they're operating domestically, which is illegal, and they're spying on the American people through their iPhones and other devices without warrants, but that's okay.
[00:09:09.457 --> 00:09:12.178]  Now we're going to be taken to the re-education camp.
[00:09:12.218 --> 00:09:16.720]  So yesterday it's the TSA groping your children and your wife, and now...
[00:09:17.921 --> 00:09:23.567]  The system is coming after us physically to throw us in the re-education camps.
[00:09:23.847 --> 00:09:25.849]  But first, they'll collapse society, they admit.
[00:09:26.189 --> 00:09:30.053]  Part of it will be economic inside the re-education camp.
[00:09:31.455 --> 00:09:32.796]  People will be there as refugees.
[00:09:32.816 --> 00:09:36.560]  They'll also be the political area where you're actually locked up as prisoners.
[00:09:36.980 --> 00:09:39.302]  I think that's pretty darn important.
[00:09:40.350 --> 00:09:49.245]  Speaking of re-education camps, the military itself is under incredible brainwashing and manipulation and is finally starting to wake up per capita more than any other group.
[00:09:50.407 --> 00:10:11.123]  We have another report here out of WorldNetDaily reporting on a purchase bid put out by DARPA, where DARPA is saying they'll give people incredible investment of hundreds of millions of dollars, basically, if people can bring them proposals for super high-tech chips to be implanted into the troops.
[00:10:11.844 --> 00:10:14.706]  And I've actually talked to military, including people in my family.
[00:10:15.246 --> 00:10:18.329]  The military is already getting chips in the officer class and others.
[00:10:18.709 --> 00:10:20.289]  And that is classified.
[00:10:21.010 --> 00:10:23.990]  So very, very serious news on that front.
[00:10:24.591 --> 00:10:29.072]  We certainly are in a 21st century technocracy that's being established.
[00:10:29.572 --> 00:10:35.094]  And here's another report from the Daily Mail that integrates into the microchip report.
[00:10:36.314 --> 00:10:37.334]  All over the U.S.
[00:10:37.374 --> 00:10:40.075]  and British news, they tell you every day, hey, you are being watched.
[00:10:42.185 --> 00:10:44.627]  Better watch what you have to say, and here's the headline.
[00:10:44.707 --> 00:10:46.108]  Watch what you type!
[00:10:46.749 --> 00:10:50.332]  Surveillance cameras so strong they can zoom in and read text messages.
[00:10:50.772 --> 00:10:55.497]  Well, the government's already reading people's text messages illegally, and it's amazing.
[00:10:55.997 --> 00:11:09.689]  Another powerful article out of World Net Daily today, and we actually did a report on this last year, they allow people to have Facebooks calling for killing George Zimmerman.
[00:11:11.087 --> 00:11:15.371]  And they have Facebooks showing the most wild stuff you can imagine.
[00:11:15.851 --> 00:11:21.216]  But our supporters, InfoWars.com supporters and others, well we've had our Facebooks deleted before.
[00:11:21.236 --> 00:11:26.360]  We've got a bunch of accounts that fans have set up and turned over to us over the years with millions of likes.
[00:11:27.261 --> 00:11:29.864]  Our main is the Alexander Emmerich Jones Channel.
[00:11:31.124 --> 00:11:36.166]  And by the way, it has the wrong spelling of Alexander Emmerich Jones, because the fan used the Wikipedia spelling of my middle name.
[00:11:36.227 --> 00:11:36.767]  It's incorrect.
[00:11:36.987 --> 00:11:38.167]  People always ask, which is it?
[00:11:38.207 --> 00:11:39.028]  Well, whatever.
[00:11:39.548 --> 00:11:43.750]  The point is, you can like us over there if you want to help get that out while we're still on Facebook.
[00:11:43.870 --> 00:11:49.753]  But a pedo book, which is basically what Facebook is, they allow people to call for killing George Zimmerman.
[00:11:50.013 --> 00:11:50.653]  So does Twitter.
[00:11:52.014 --> 00:11:57.377]  But if you want to talk about liberty or patriotism, you get shot down.
[00:11:58.317 --> 00:12:02.000]  Well now, Facebook shows kids raped, sodomized.
[00:12:03.081 --> 00:12:03.981]  That's the headline.
[00:12:05.863 --> 00:12:09.845]  And there's a warning that the report contains graphic details of sexual abuse of children.
[00:12:10.666 --> 00:12:13.928]  And it appeared in numerous locations on Facebook.
[00:12:14.269 --> 00:12:18.592]  World Net Daily immediately reported images of child pornography and child sexual abuse.
[00:12:18.632 --> 00:12:24.016]  The FBI censored screenshots published are among the mildest of those found.
[00:12:24.196 --> 00:12:27.098]  And it is unbelievable.
[00:12:29.009 --> 00:12:35.934]  Unbelievable what is on there, and having three young children, it makes me feel extremely violent.
[00:12:36.894 --> 00:12:45.820]  And by the way, HBO's rolled out a new comedy series where it shows five-year-old girls performing fellatio on giant sex toys.
[00:12:48.154 --> 00:12:53.096]  But, CPS on a fake tip by a neighbor will come and take your children.
[00:12:53.116 --> 00:12:59.999]  And of course, CPS is five times more likely, according to the Justice Department's own numbers, to be abusers, including sexual abuse.
[00:13:00.019 --> 00:13:00.980]  In fact, that's even higher.
[00:13:01.920 --> 00:13:05.402]  And it's just unbelievably criminal what this government has become and what it does.
[00:13:05.442 --> 00:13:12.645]  And going to the FBI, there are some good people, low-level, but Dying Corp Halliburton has come out and run giant child kidnapping rings and don't get in trouble.
[00:13:13.125 --> 00:13:15.646]  So, WorldNetDaily did a good job reporting on this.
[00:13:18.925 --> 00:13:19.826]  It just makes me sick.
[00:13:20.487 --> 00:13:24.013]  By the way, I want to shift gears into another report here.
[00:13:24.393 --> 00:13:26.316]  This is out of the Daily Mail.
[00:13:28.260 --> 00:13:29.880]  And I've told you about this for years.
[00:13:30.641 --> 00:13:33.821]  They sell whole babies, ground up babies, and pills.
[00:13:34.341 --> 00:13:39.683]  A lot of the top cosmetic makers are getting melted down babies.
[00:13:40.303 --> 00:13:43.824]  PepsiCo has admitted that they use fetal tissue in their flavoring.
[00:13:45.484 --> 00:13:49.445]  Federal regulators have ruled that shareholders can't stop that or demand that that stops.
[00:13:50.565 --> 00:13:56.650]  So, this is like the Golden Child or something, where the devil's trying to get the Golden Child to, you know, eat something unclean.
[00:13:56.671 --> 00:13:57.651]  I mean, this is really evil.
[00:13:58.212 --> 00:14:05.858]  Thousands of pills filled with powdered human baby flesh discovered by customs officials in South Korea.
[00:14:06.359 --> 00:14:13.325]  You know, if we buy slave goods from China, we then get de-industrialized.
[00:14:14.361 --> 00:14:21.527]  And if we have 52 million abortions in this country since Roe v. Wade, we then become garbage as well.
[00:14:22.007 --> 00:14:31.114]  When you treat human life like garbage, there is a quick slide to the bottom, and all of the blessings of liberty go out the window.
[00:14:32.054 --> 00:14:39.120]  We are a rotten, decadent society, and the corrupt are feeding off those of us that still produce and still work hard.
[00:14:41.121 --> 00:14:52.767]  But undoubtedly, this society is going to go through some very tumultuous times and a series of collapses before people finally get their morality back.
[00:14:55.526 --> 00:15:06.491]  It's going to take desperate self-preservation for people to understand that every agent society went through these decadent cycles and that's why morals were then brought in and promoted.
[00:15:06.932 --> 00:15:17.037]  And then the country or the nation or the nation state becomes incredibly profitable and powerful again and then people become decadent slobs and the cycle continues.
[00:15:19.656 --> 00:15:22.799]  The next article is from Infowars.com.
[00:15:22.999 --> 00:15:27.423]  Romney operatives caught handing out fake ballots in Nevada and Maine.
[00:15:28.024 --> 00:15:31.126]  Attempts to divide and disrupt official Ron Paul delegate slates.
[00:15:31.567 --> 00:15:37.012]  Romney sends in lawyer that stole election for Bush in 2000.
[00:15:38.333 --> 00:15:45.379]  So there is all sorts of chicanery going on and the media is going to spin this that Ron Paul is trying to steal with the delegates the popular vote.
[00:15:45.439 --> 00:15:45.659]  Listen.
[00:15:46.480 --> 00:15:49.322]  Ron Paul won Iowa, that's now been admitted.
[00:15:49.362 --> 00:15:50.722]  He won Maine, that's been admitted.
[00:15:51.163 --> 00:15:53.504]  They've basically admitted he won Nevada and other areas.
[00:15:53.544 --> 00:15:59.847]  They stole the early states so they could say he wasn't a frontrunner and have shoved Romney in there.
[00:16:00.248 --> 00:16:06.011]  So I think it's great that Ron Paul is going to disrupt the convention and go in there and try to inject some sanity.
[00:16:08.132 --> 00:16:10.954]  But we've got the video and the article.
[00:16:11.014 --> 00:16:14.876]  It's pretty amazing to watch the footage of all of this.
[00:16:16.226 --> 00:16:29.034]  Now, we've warned you about this over and over again, so right now I want to go to a clip of candidate Obama, four years ago, saying to the San Francisco Chronicle, on video, we're going to bankrupt coal.
[00:16:29.374 --> 00:16:35.298]  Now, remember, that's all cute when you're trending and stuff until you realize that that's 51% of our power.
[00:16:36.639 --> 00:16:39.741]  And when you understand China builds three a week, we don't get three new ones a year.
[00:16:40.061 --> 00:16:43.884]  And then you understand that General Electric and others arm
[00:16:45.282 --> 00:16:48.525]  Exempt from the rules because they wrote the new regulations.
[00:16:48.845 --> 00:16:50.987]  Congress said we're not going to pass a law, you can't do this.
[00:16:51.288 --> 00:16:54.751]  Obama said I don't care, I'll launch wars if I want, and I'll shut down power plants.
[00:16:55.131 --> 00:16:57.974]  They've told us we're going to have a 80% increase.
[00:16:59.135 --> 00:17:02.898]  Stepped up over the next two years of our power bills in Austin, and they said it's for the earth.
[00:17:03.439 --> 00:17:04.580]  No, it's for the bankers.
[00:17:05.520 --> 00:17:06.781]  It's just a corporate tax.
[00:17:07.222 --> 00:17:08.623]  There's more than one way to tax you.
[00:17:08.984 --> 00:17:12.688]  These bankers, these globalists get your money directly through government scams.
[00:17:13.569 --> 00:17:18.735]  And here's the headline, Sky High Electric Bills, Courtesy of Obama's EPA War on Coal.
[00:17:19.395 --> 00:17:20.717]  And it has already begun.
[00:17:20.817 --> 00:17:23.119]  Here's a quote under my plan on cap and trade system.
[00:17:23.580 --> 00:17:25.802]  Electricity rates would necessarily skyrocket.
[00:17:25.842 --> 00:17:26.844]  Candidate Barack Obama.
[00:17:27.564 --> 00:17:30.506]  Here's another one of his quotes from the San Francisco Chronicle.
[00:17:30.926 --> 00:17:33.188]  So if somebody wants to build a coal power plant, they can.
[00:17:33.628 --> 00:17:40.233]  It's just that it will bankrupt them because they are going to be charged a huge sum for all that greenhouse gas they are emitting.
[00:17:40.773 --> 00:17:41.293]  Oh really?
[00:17:41.654 --> 00:17:42.394]  Carbon dioxide?
[00:17:42.454 --> 00:17:45.596]  Nothing comes out of the new plants but carbon dioxide and water vapor.
[00:17:47.077 --> 00:17:49.979]  They're not worried about Fukushima still melting down or GMO.
[00:17:50.139 --> 00:17:50.620]  No, no, no.
[00:17:51.080 --> 00:17:52.381]  Let's just shut down the power plants.
[00:17:52.421 --> 00:17:53.502]  Let's just shut down America.
[00:17:54.244 --> 00:17:55.185]  That's the globalist plan.
[00:17:55.205 --> 00:17:55.706]  Here's the clip.
[00:17:56.566 --> 00:18:04.154]  Obama hits struggling Americans with energy rate hikes following Barack Obama's vow to bankrupt the coal power industry.
[00:18:04.635 --> 00:18:13.985]  Americans are set to be hit with a wave of utility bill hikes as draconian EPA regulations drive up the cost of energy.
[00:18:14.085 --> 00:18:16.467]  So if somebody wants to build a coal power plant, they can.
[00:18:17.128 --> 00:18:24.970]  It's just that it will bankrupt them because they're going to be charged a huge sum for all that greenhouse gas that's being emitted.
[00:18:25.510 --> 00:18:44.014]  The Obama administration's crusade against coal-fired power plants, which was launched on the back of discredited junk science about hyped global warming threats, has little to do with improving the environment and everything to do with lowering living standards by creating artificial scarcity.
[00:18:44.514 --> 00:18:51.938]  The EPA has now listed as harmful carbon dioxide that is part of the life cycle of the planet.
[00:18:52.519 --> 00:19:06.647]  New EPA rules dictate that utility companies will be forced to spend an initial outlay of $800 million to conform with regulations that mandate harmful emissions be reduced under the Clean Air Act.
[00:19:07.107 --> 00:19:09.949]  And yet power plants supplied by General Electric
[00:19:10.629 --> 00:19:18.474]  One of Barack Obama's biggest campaign contributors have received an EPA waiver and will not be subject to the new regulations.
[00:19:19.135 --> 00:19:27.481]  The new rules will exacerbate the problem of rolling blackouts, warns Donna Nelson, head of the Texas Public Utility Commission.
[00:19:28.121 --> 00:19:36.845]  Nelson said, quote, I have no doubt in my mind that this rule will result in reliability issues and rolling outages in Texas.
[00:19:37.445 --> 00:19:51.631]  Obama's strict enforcement of draconian EPA regulations has led to new clean-burning coal-fired plants being mothballed and other existing ones being shut down, which has in turn led to Texas and other states becoming energy-dependent.
[00:19:52.822 --> 00:19:57.564]  All of this, of course, will lead to significantly higher utility bills for U.S.
[00:19:57.604 --> 00:20:06.589]  citizens, who are being assaulted with more and more expenses, even as the threat of a double-dip recession lowers living standards.
[00:20:11.425 --> 00:20:16.331]  And that's a report we did, what, eight months ago when we were first launching InfoWars Nightly News.
[00:20:17.011 --> 00:20:19.194]  And now we see the continued effects.
[00:20:19.294 --> 00:20:26.242]  And a lot of people are like, hey, it's for the earth to make General Electric more money and massively increase power prices.
[00:20:26.402 --> 00:20:29.826]  And it's for the earth to ship with tens of billions of your taxpayer money.
[00:20:30.487 --> 00:20:31.588]  You paid to ship.
[00:20:32.512 --> 00:20:38.257]  Most of the manufacturing facilities and the new factories they were going to build here for General Motors overseas.
[00:20:38.357 --> 00:20:42.040]  Eastern Europe, China, Brazil, and Mexico.
[00:20:42.762 --> 00:20:43.863]  How do you like that?
[00:20:44.323 --> 00:20:46.264]  That's globalist sabotage.
[00:20:46.664 --> 00:20:49.666]  Thank you, New World Order, for all you do.
[00:20:49.986 --> 00:20:53.128]  And the sucker yuppies, they like it.
[00:20:53.708 --> 00:20:59.031]  They want to thank you for the increases in cancer and all the autism and everything else.
[00:20:59.111 --> 00:21:00.532]  They love you hurting them.
[00:21:00.932 --> 00:21:02.653]  Thank you, New World Order.
[00:21:02.993 --> 00:21:05.635]  What you're doing is so sweet and so wonderful.
[00:21:07.073 --> 00:21:15.900]  We're going to go to break here in a moment and come back with Rob Dew, our reporter, interviewing Pepe Escobar on
[00:21:17.383 --> 00:21:23.149]  Mr. Hollande, the new savior of France, who will make sure the taxes get raised to pay to the offshore bankers.
[00:21:24.029 --> 00:21:30.456]  So that is coming up, but I thought I'd give you a quote by another extremist, Mahatma Gandhi.
[00:21:30.956 --> 00:21:36.722]  To deprive a man of his natural liberty and to deny him the ordinary amenities of life is worse than starving the body.
[00:21:37.222 --> 00:21:39.704]  It is starvation of the soul, the dweller
[00:21:40.285 --> 00:21:40.565]  That's right.
[00:21:58.444 --> 00:22:09.568]  Carrying out that evil, enjoying that torture, that satisfaction that dark and wicked people get, that endless energy they have to commit crimes against humanity.
[00:22:10.109 --> 00:22:11.329]  And that's what we stand against.
[00:22:11.349 --> 00:22:12.950]  A great storm is coming.
[00:22:14.176 --> 00:22:17.098]  If you think the stuff you've seen is bad, it's just the forefront of it.
[00:22:17.138 --> 00:22:22.702]  The real center of it has not even gotten to us yet.
[00:22:23.542 --> 00:22:26.825]  The true maelstrom or squall.
[00:22:28.145 --> 00:22:30.187]  And we are facing a dark age.
[00:22:30.847 --> 00:22:32.508]  The language is imploding.
[00:22:33.669 --> 00:22:36.651]  The culture is in deep trouble, as you can see everywhere.
[00:22:37.472 --> 00:22:41.214]  Degeneracy of every type is just expanding rapidly.
[00:22:41.995 --> 00:22:43.015]  Facebook is pushing
[00:22:45.537 --> 00:22:49.720]  Sites that have been complained about for years, you know, just pushing vile stuff.
[00:22:50.941 --> 00:22:58.948]  And it just shows the globalists are force-feeding us cultural death, so we'll stand down and go under this horrible social engineering.
[00:22:59.807 --> 00:23:05.810]  And again, I've developed the research that had already been done by other historians and anthropologists, but integrated it.
[00:23:06.350 --> 00:23:15.775]  You have inbred elites who inbreed and become psychopathic and sadistic, which is some of the byproducts of interbreeding.
[00:23:16.115 --> 00:23:24.820]  And then you add, in the formation, the across-the-board syphilitic nature of worldwide elites in the last 300 years.
[00:23:25.460 --> 00:23:26.641]  I mean, syphilis was
[00:23:27.850 --> 00:23:28.190]  Thank you.
[00:23:46.414 --> 00:23:50.055]  And now you understand why this is so insane and so crazy.
[00:23:50.515 --> 00:23:58.278]  Syphilitic inbred brains came up with this and bought the best and brightest scientific minds to implement the plan.
[00:23:58.698 --> 00:24:02.179]  So basically what we're seeing implemented is a nightmare.
[00:24:02.799 --> 00:24:05.580]  of inbred syphilitic individuals.
[00:24:06.180 --> 00:24:09.322]  And that's why it's so off the charts.
[00:24:09.882 --> 00:24:16.564]  And non-inbred, non-psychopathic or sadistic people are blind to it.
[00:24:17.044 --> 00:24:21.086]  And I've given you this analogy many times to dodo birds.
[00:24:21.826 --> 00:24:28.729]  These sailors, a lot of times, who run out of food, starving, they pull up on the island out in the middle of nowhere.
[00:24:29.892 --> 00:24:34.575]  And there's these big, fat, juicy birds running around who've never seen humans.
[00:24:35.596 --> 00:24:37.778]  And they just would walk right up to the sailors.
[00:24:37.818 --> 00:24:40.300]  The sailors would club their heads and barbecue them.
[00:24:42.096 --> 00:24:44.418]  And that's basically what Westerners are like.
[00:24:44.859 --> 00:24:47.561]  We went through all this tyranny, all this corruption.
[00:24:47.961 --> 00:24:49.523]  People fought for basic liberties.
[00:24:49.583 --> 00:24:50.264]  It developed.
[00:24:50.324 --> 00:24:50.924]  It flowered.
[00:24:50.964 --> 00:24:51.705]  It created wealth.
[00:24:52.065 --> 00:24:53.026]  We became decadent.
[00:24:53.467 --> 00:24:56.690]  And now, they're like, yeah, we're building camps for you.
[00:24:56.710 --> 00:24:58.251]  We're going to torture you and force labor.
[00:24:58.271 --> 00:24:58.952]  You slave labor.
[00:24:59.132 --> 00:24:59.592]  That's freedom.
[00:25:00.573 --> 00:25:01.674]  And yeah, we're watching you.
[00:25:02.335 --> 00:25:04.256]  And yeah, we're setting up checkpoints on the highways.
[00:25:04.717 --> 00:25:06.999]  Oh, Alex, you think you won't fly to get away from TSA?
[00:25:07.599 --> 00:25:09.721]  They've announced they're in Dallas, Houston, San Antonio.
[00:25:09.741 --> 00:25:10.322]  They're coming here.
[00:25:10.342 --> 00:25:14.885]  They're like, we're going to set up checkpoints, and if you go to a public event where you drive down the highway, we're going to...
[00:25:15.674 --> 00:25:17.756]  We're going to pull you over, we're going to search your vehicle, and we're going to touch you.
[00:25:18.737 --> 00:25:19.939]  This is a sacrament to us.
[00:25:19.999 --> 00:25:22.441]  We're going to show you we rule.
[00:25:23.102 --> 00:25:23.863]  We're in control.
[00:25:24.804 --> 00:25:28.047]  And it's just old-fashioned, we're getting in your space, it's happening.
[00:25:28.348 --> 00:25:30.910]  And that's getting you ready to be arrested and put in the truck.
[00:25:31.011 --> 00:25:31.831]  And I now admit that.
[00:25:32.452 --> 00:25:36.853]  And they'll do that after they blow up some stuff and pose as saviors and, you know, I mean, that's down the road.
[00:25:36.873 --> 00:25:41.434]  They want to roll the camps out first, as for the homeless people and the depression, as we said they would.
[00:25:41.794 --> 00:25:43.894]  The Emergency Centers Establishment Act breaks that down.
