[00:00:02.619 --> 00:00:02.859]  I don't know.
[00:05:32.296 --> 00:05:55.296]  Next up, we're going to take a look at a report that John Bowne and I worked on together as we went out to witness the unveiling of the brand new DPS patrol boats, $600,000 each, six in total, taxpayer money, and they are now patrolling the rivers and lakes surrounding Austin, Texas, to save us from the evil terrorist.
[00:05:55.816 --> 00:06:02.340]  Now, when we arrived there, there were already three other news crews that were on the scene from the mainstream media.
[00:06:02.821 --> 00:06:10.205]  Of course, they were more than willing to regurgitate all the talking points that the DPS spoon-fed them.
[00:06:10.726 --> 00:06:20.132]  But when they found out we were with InfoWars, they did not allow us to talk to anybody, at least officially, and we were not granted any interviews.
[00:06:20.192 --> 00:06:24.174]  We did, however, manage to get some pretty interesting footage.
[00:06:24.474 --> 00:06:25.155]  Let's take a look.
[00:06:26.223 --> 00:06:30.366]  Now we're here for the unveiling of yet another DPS patrol vessel.
[00:06:30.706 --> 00:06:39.592]  Now this is the second boat of what will eventually be a total of six 34-foot shallow water interceptors to patrol the Rio Grande River.
[00:06:39.952 --> 00:06:47.757]  As the Texas Highway Patrol goes on a wild spending spree, these hot rod boats cost approximately $600,000 each.
[00:06:48.017 --> 00:06:53.941]  And yes, that's taxpayer money to fight Al Qaeda and the small-time drug traffickers on the Texas rivers.
[00:06:54.645 --> 00:07:04.392]  They're buying these giant $690-something thousand dollar speed boats for lakes and rivers that have giant machine guns mounted all over them.
[00:07:05.933 --> 00:07:10.736]  And they didn't have the machine guns mounted three months ago when we first went out and talked to them in a lake.
[00:07:11.237 --> 00:07:12.157]  They didn't know who we were.
[00:07:12.177 --> 00:07:14.979]  We did a nice interview, put it on TV.
[00:07:15.160 --> 00:07:20.523]  I made my points about how we're going bankrupt, but they're constantly militarizing our police.
[00:07:21.004 --> 00:07:23.866]  Darren McBreen and John Brown went out there politely.
[00:07:24.446 --> 00:07:25.727]  And they were bowing up.
[00:07:26.027 --> 00:07:28.988]  They were saying we're not going to talk to you, even though it was a press event that they called.
[00:07:29.528 --> 00:07:32.449]  They had state police standing right up in their space.
[00:07:32.930 --> 00:07:37.972]  And when they left, they had state police follow them out of the parking lot, over by the lake.
[00:07:38.172 --> 00:07:39.672]  I mean, here's my deal, man.
[00:07:39.692 --> 00:07:43.134]  I mean, you guys misrepresented yourselves with KLVJ.
[00:07:43.194 --> 00:07:45.115]  I called them, and they're like, no, they don't work for us.
[00:07:45.495 --> 00:07:46.775]  It's not a misrepresentation.
[00:07:46.795 --> 00:07:48.196]  We're a broadcast on KLVJ.
[00:07:48.776 --> 00:07:49.918]  I mean, this is a public place.
[00:07:49.938 --> 00:07:50.779]  You're welcome to film.
[00:07:51.360 --> 00:07:54.724]  But there's not a media representative that'll talk to us?
[00:07:54.924 --> 00:07:55.104]  No.
[00:07:55.284 --> 00:07:58.348]  It goes on to say, are John Bowne and Darren McBreen on your staff?
[00:07:58.368 --> 00:07:59.470]  The DPS contacted.
[00:08:00.211 --> 00:08:02.373]  Our DPS contact.
[00:08:03.635 --> 00:08:05.337]  And we're also affiliated with your show.
[00:08:05.357 --> 00:08:06.618]  Can you shed any light on this?
[00:08:07.842 --> 00:08:08.843]  It's just crazy.
[00:08:09.163 --> 00:08:15.426]  The state police are calling our local affiliate because, wait, the media is not supposed to ask us questions.
[00:08:15.846 --> 00:08:16.247]  Wait a minute.
[00:08:16.447 --> 00:08:18.468]  You're not supposed to discuss what's going on.
[00:08:18.508 --> 00:08:19.588]  You're supposed to take it.
[00:08:19.608 --> 00:08:22.490]  You're supposed to, we give you a press release and you read it on air.
[00:08:22.670 --> 00:08:23.711]  That's how America works.
[00:08:23.751 --> 00:08:25.672]  We don't have a free press in America.
[00:08:25.952 --> 00:08:27.453]  I mean, I have some talking points if you want to.
[00:08:27.913 --> 00:08:29.174]  I have some talking points.
[00:08:30.405 --> 00:08:32.006]  I think we got those pretty much last time.
[00:08:32.066 --> 00:08:33.287]  I mean, they're pretty much the same.
[00:08:33.407 --> 00:08:35.068]  I know the cost of the boats and all that.
[00:08:35.088 --> 00:08:35.168]  Yeah.
[00:08:35.708 --> 00:08:41.732]  But we're just kind of wondering about joint military exercises, stuff like that, you know, if there's any, uh... I mean, you can ask him.
[00:08:41.752 --> 00:08:44.654]  Yeah, there's no joint military exercises plan that I'm aware of.
[00:08:44.974 --> 00:08:45.975]  They're spending $600,000 on these... The 600-plus!
[00:08:50.309 --> 00:08:52.490]  Yeah, for a total of six of them.
[00:08:53.150 --> 00:08:55.171]  And this is the unveiling of the second one.
[00:08:55.211 --> 00:08:58.071]  With machine guns, militarizing, and they don't like it.
[00:08:58.371 --> 00:09:02.493]  It's wrong to sit there and try to violate press freedom in this country.
[00:09:02.813 --> 00:09:08.374]  Can you believe calling up our affiliate, trying to imply we're doing something wrong, playing weird legalese games?
[00:09:08.794 --> 00:09:11.215]  And by them following us, it seemed like intimidation.
[00:09:11.415 --> 00:09:12.756]  You know, it was pure intimidation.
[00:09:12.776 --> 00:09:13.816]  Well, I mean, he's calling!
[00:09:13.996 --> 00:09:16.957]  I know they plan on buying a lot of these unmanned drones.
[00:09:20.718 --> 00:09:22.358]  The state of Texas is not?
[00:09:22.478 --> 00:09:27.040]  Because there's like border patrol with the drones and all that.
[00:09:27.380 --> 00:09:29.640]  But they're working with federal agencies, that's what I mean.
[00:09:29.700 --> 00:09:36.442]  So it'd be like Homeland Security for example is federal, yet they provided a lot of the funding for these boats that are here in the state.
[00:09:37.882 --> 00:09:39.783]  So that's why I was wondering if there's any
[00:09:40.748 --> 00:09:41.429]  Yeah, I don't know.
[00:09:41.469 --> 00:09:42.230]  We don't have drones.
[00:09:42.250 --> 00:09:43.852]  Now, whose drones do we have access to?
[00:09:43.872 --> 00:09:44.413]  I'm not even sure.
[00:09:55.035 --> 00:09:55.575]  I hope you're right.
[00:09:55.635 --> 00:09:56.256]  I hope you're right.
[00:10:23.787 --> 00:10:24.547]  We are right.
[00:10:24.567 --> 00:10:31.689]  Well, you know, sometimes they do, you know, but like, you know, same with the Patriot Act was supposed to be just for terrorists and then they end up, you know, going after more than just terrorists.
[00:10:32.649 --> 00:10:33.849]  And these are just questions, man.
[00:10:33.869 --> 00:10:38.050]  A lot of people get offended by these questions like this, you know, so there's checks and balances.
[00:10:40.691 --> 00:10:45.712]  Right, so you're not gonna pull over anybody that's just out there fishing or skiing or whatever.
[00:10:45.732 --> 00:10:46.932]  You're not gonna pull over civilians.
[00:10:47.252 --> 00:10:49.192]  These boats are just for terrorists, right?
[00:10:49.252 --> 00:10:49.612]  I get it.
[00:10:49.873 --> 00:10:50.813]  And there's no drones.
[00:10:51.213 --> 00:10:51.733]  No drones.
[00:10:52.591 --> 00:10:57.720]  Look, these new DPS vessels are a clear sign of the militarization of our police.
[00:10:58.281 --> 00:11:04.151]  Meanwhile, we are witnessing an alarming escalation of police brutality across the country.
[00:11:06.072 --> 00:11:13.918]  Two decades ago, Rodney King became a household name and a verbal symbol of injustice at the hands of law enforcement.
[00:11:14.599 --> 00:11:24.086]  As the shocking video of police brutality made headlines across the country, because American cops engaging in such behavior was still relatively rare.
[00:11:24.486 --> 00:11:34.374]  Now flash forward to modern day history where you could surf the internet and find similar examples of police brutality, harassment, and oppression almost on a daily basis.
[00:11:34.874 --> 00:11:45.183]  Images of police beating protesters and other innocent bystanders has become a normality in our culture as America sinks into the depths of a tyrannical police state.
[00:11:45.883 --> 00:11:47.644]  Ten cents for some lemonade guys!
[00:11:49.013 --> 00:11:49.633]  Two more?
[00:11:49.773 --> 00:11:49.933]  Yeah.
[00:11:49.953 --> 00:11:50.394]  Perfect.
[00:11:50.434 --> 00:11:51.854]  Thank you so much for your business.
[00:11:52.494 --> 00:11:52.895]  Thank you.
[00:11:53.155 --> 00:11:54.135]  Have a good afternoon.
[00:11:54.175 --> 00:11:54.815]  Whoa, whoa!
[00:11:54.875 --> 00:11:55.356]  Hey, hey, hey!
[00:11:55.416 --> 00:11:56.916]  Leave these people alone!
[00:11:56.956 --> 00:11:57.917]  I'm sorry, you're under arrest.
[00:11:57.937 --> 00:11:58.957]  Leave these people alone!
[00:11:59.917 --> 00:12:00.498]  Leave them alone!
[00:12:00.638 --> 00:12:02.478]  I am getting arrested for selling wine.
[00:12:02.539 --> 00:12:04.739]  Do I have to have surgery?
[00:12:17.054 --> 00:12:22.019]  I spent 14 months in Baghdad, and I can't even sell lemonade on public property!
[00:12:26.480 --> 00:12:27.961]  I think it makes people smile.
[00:12:28.722 --> 00:12:30.163]  My name is a mystery.
[00:12:30.183 --> 00:12:34.007]  No, I have nothing to hide.
[00:12:34.127 --> 00:12:37.670]  If the bubble touches me, you're going to be arrested for assault.
[00:12:37.870 --> 00:12:38.751]  Do you understand me?
[00:12:39.451 --> 00:12:39.611]  Bubble?
[00:12:39.972 --> 00:12:41.153]  Yes, that's right.
[00:12:41.573 --> 00:12:43.975]  It's a deliberate act on your behalf.
[00:12:44.075 --> 00:12:45.056]  I'm going to arrest you.
[00:12:45.176 --> 00:12:46.637]  Do you understand me?
[00:12:46.677 --> 00:12:49.299]  Right, you're going to be in handcuffs.
[00:12:49.620 --> 00:12:50.200]  Alright?
[00:12:50.500 --> 00:12:54.324]  You either knock it off with the bubble, you touch me with that bubble, you're going into custody.
[00:12:55.040 --> 00:12:55.240]  Right?
[00:12:55.521 --> 00:12:56.882]  I'm putting it away.
[00:12:56.902 --> 00:12:57.944]  Right, thank you.
[00:12:57.964 --> 00:13:01.268]  But I would also like to know... Do you have your ID handy?
[00:13:03.010 --> 00:13:03.911]  Do you have your ID?
[00:13:03.931 --> 00:13:05.794]  Let me explain something to you.
[00:13:06.314 --> 00:13:08.897]  In the state of Arkansas... Here, make sure you get the name.
[00:13:08.917 --> 00:13:12.422]  In the state of Arkansas... Get out of my garage!
[00:13:13.263 --> 00:13:14.945]  You're not welcome on my property.
[00:13:15.065 --> 00:13:16.286]  You want to bait the police?
[00:13:16.787 --> 00:13:19.569]  Blow that on me, or that other officer, and it gets in her eyes.
[00:13:19.710 --> 00:13:20.711]  It's a detergent.
[00:13:20.731 --> 00:13:21.932]  You'll be going into custody.
[00:13:23.173 --> 00:13:24.454]  Do we understand each other?
[00:13:24.775 --> 00:13:26.576]  I do, I would appreciate it.
[00:13:26.636 --> 00:13:27.858]  And put it away.
[00:13:27.938 --> 00:13:29.359]  I am doing that, that's all.
[00:13:29.399 --> 00:13:29.539]  Right.
[00:13:29.559 --> 00:13:30.460]  Discussion's over.
[00:13:30.500 --> 00:13:32.602]  You need to get off my property to see your ID.
[00:13:33.383 --> 00:13:34.584]  I'm standing in my garage.
[00:13:34.684 --> 00:13:35.364]  Yes, sir, you are.
[00:13:35.784 --> 00:13:38.445]  You are violating my Fourth Amendment.
[00:13:38.645 --> 00:13:39.765]  Show me a search warrant.
[00:13:40.886 --> 00:13:42.026]  You're in my property.
[00:13:42.426 --> 00:13:42.787]  No, no, no.
[00:13:42.867 --> 00:13:44.027]  You're not welcome here.
[00:13:44.647 --> 00:13:46.308]  So I need your driver's license.
[00:13:46.588 --> 00:13:47.448]  I need some form of ID.
[00:13:47.508 --> 00:13:48.248]  I just did.
[00:13:48.329 --> 00:13:48.709]  I just did.
[00:13:55.411 --> 00:13:57.132]  You got what you deserved.
[00:13:57.152 --> 00:13:58.313]  You got my respect.
[00:13:58.453 --> 00:13:59.973]  That's terrible.
[00:13:59.993 --> 00:14:00.554]  That's terrible.
[00:14:00.574 --> 00:14:01.134]  My heart bleeds.
[00:14:01.154 --> 00:14:01.494]  For what?
[00:14:01.534 --> 00:14:02.255]  Am I under arrest?
[00:14:02.315 --> 00:14:02.835]  I'm under arrest.
[00:14:18.573 --> 00:14:20.014]  Give me the board now.
[00:14:20.214 --> 00:14:21.254]  You've been warned.
[00:14:21.595 --> 00:14:23.296]  I want the board now.
[00:14:23.616 --> 00:14:25.577]  I am a legal citizen of the United States.
[00:14:25.737 --> 00:14:26.577]  Give me the board.
[00:14:26.957 --> 00:14:27.598]  You've been warned.
[00:14:27.638 --> 00:14:28.178]  Let go.
[00:14:28.418 --> 00:14:29.199]  Let go of the board.
[00:14:29.219 --> 00:14:31.640]  If you give it to me, I'll smack your son.
[00:14:31.720 --> 00:14:32.440]  Shut your mouth!
[00:14:32.520 --> 00:14:33.181]  I'm talking!
[00:14:33.841 --> 00:14:34.681]  Barrett, shut up, dude.
[00:14:35.202 --> 00:14:35.862]  You've been warned.
[00:14:35.942 --> 00:14:37.163]  I warned you last time.
[00:14:37.483 --> 00:14:39.164]  Did you skateboard down High Street?
[00:14:40.244 --> 00:14:40.585]  Yes.
[00:14:42.065 --> 00:14:42.366]  No.
[00:14:42.386 --> 00:14:43.006]  Okay, fine.
[00:14:43.066 --> 00:14:44.667]  Where are you from?
[00:14:44.727 --> 00:14:46.468]  Give me the skateboard.
[00:14:49.670 --> 00:14:51.690]  Sit down!
[00:14:52.191 --> 00:14:53.991]  I gave you a warning, yes or no?
[00:14:54.491 --> 00:14:55.932]  Did I not give you a warning?
[00:14:55.972 --> 00:14:56.812]  You gave me a warning.
[00:14:57.072 --> 00:14:58.472]  I have a right in the United States.
[00:14:58.732 --> 00:14:59.612]  I know my rights.
[00:14:59.772 --> 00:15:02.073]  I don't give a shit!
[00:15:03.233 --> 00:15:04.634]  Sit down, I'm not a dude!
[00:15:04.894 --> 00:15:07.674]  You're damn right you're calling your mother.
[00:15:08.134 --> 00:15:08.935]  Give me the boy.
[00:15:08.955 --> 00:15:11.335]  How do I get it back?
[00:15:11.375 --> 00:15:12.776]  Have your parents come down and pick it up.
[00:15:12.796 --> 00:15:13.536]  Does it cost money?
[00:15:13.636 --> 00:15:14.356]  No it doesn't.
[00:15:18.269 --> 00:15:19.450]  Don't take my skateboard.
[00:15:19.490 --> 00:15:20.551]  I didn't do anything.
[00:15:20.611 --> 00:15:22.812]  Do you see this?
[00:15:23.332 --> 00:15:24.413]  Yes, you see this.
[00:15:24.533 --> 00:15:25.454]  I took the board.
[00:15:25.714 --> 00:15:26.855]  You have a problem with it?
[00:15:26.895 --> 00:15:27.815]  I have a problem.
[00:15:27.915 --> 00:15:29.576]  Then bring your parents down.
[00:15:29.636 --> 00:15:30.937]  We'll discuss this.
[00:15:31.397 --> 00:15:32.518]  Go for it.
[00:15:32.718 --> 00:15:35.020]  First of all, you better learn how to speak.
[00:15:35.600 --> 00:15:36.481]  I'm not man.
[00:15:36.901 --> 00:15:37.781]  I'm not dude.
[00:15:38.562 --> 00:15:40.503]  I am Officer Rivieri.
[00:15:42.985 --> 00:15:46.327]  Yeah, the sooner you learn that, the longer you're going to live in this world.
[00:15:48.035 --> 00:15:56.692]  Are you serious?
[00:16:00.720 --> 00:16:01.621]  Are you serious?
[00:16:01.801 --> 00:16:05.164]  Get the fuck out bitch!
[00:16:05.324 --> 00:16:09.667]  I'm getting back in my car!
[00:16:09.707 --> 00:16:12.710]  Get out of the car!
[00:16:35.118 --> 00:16:43.371]  Our cameras this evening, just about before 6 o'clock tonight, happened at MATA's main terminal at North Main and Danny Thomas.
[00:16:59.412 --> 00:17:01.300]  I don't know what you did!
[00:17:33.095 --> 00:17:33.615]  That's tear gas.
[00:17:58.510 --> 00:17:58.831]  Let's go.
[00:18:35.959 --> 00:18:36.960]  Get out of the stomach!
[00:18:36.980 --> 00:18:37.701]  Get out of the stomach!
[00:18:37.721 --> 00:18:38.922]  Get out of the stomach!
[00:18:38.942 --> 00:18:39.162]  Fuck you!
[00:18:39.182 --> 00:18:39.402]  Fuck you!
[00:18:39.422 --> 00:18:39.602]  Fuck you!
[00:18:39.622 --> 00:18:39.862]  Fuck you!
[00:18:39.882 --> 00:18:40.123]  Fuck you!
[00:18:40.143 --> 00:18:40.363]  Fuck you!
[00:18:40.383 --> 00:18:40.583]  Fuck you!
[00:19:04.128 --> 00:19:04.968]  Get out!
[00:19:05.028 --> 00:19:07.429]  Let her fucking go!
[00:19:07.549 --> 00:19:09.189]  Let her fucking go!
[00:19:09.229 --> 00:19:10.829]  Let her fucking go!
[00:19:10.869 --> 00:19:11.430]  Get out!
[00:19:11.450 --> 00:19:12.090]  Fuck you!
[00:19:12.330 --> 00:19:12.930]  Fuck you!
[00:19:36.380 --> 00:19:37.347]  Oh my God!
[00:19:57.964 --> 00:19:58.384]  Fuck you!
[00:19:58.424 --> 00:19:58.584]  Fuck you!
[00:19:58.624 --> 00:19:58.925]  Fuck you!
[00:19:59.025 --> 00:19:59.305]  Fuck you!
[00:19:59.325 --> 00:19:59.525]  Fuck you!
[00:19:59.545 --> 00:19:59.805]  Fuck you!
[00:19:59.825 --> 00:20:00.065]  Fuck you!
[00:20:00.085 --> 00:20:00.385]  Fuck you!
[00:20:00.485 --> 00:20:00.726]  Fuck you!
[00:20:00.746 --> 00:20:00.966]  Fuck you!
[00:20:01.006 --> 00:20:01.186]  Fuck you!
[00:20:01.226 --> 00:20:01.426]  Fuck you!
[00:20:01.486 --> 00:20:01.686]  Fuck you!
[00:20:01.706 --> 00:20:01.986]  Fuck you!
[00:20:02.026 --> 00:20:02.246]  Fuck you!
[00:20:02.266 --> 00:20:02.467]  Fuck you!
[00:20:02.507 --> 00:20:02.727]  Fuck you!
[00:20:02.747 --> 00:20:03.087]  Fuck you!
[00:20:03.107 --> 00:20:03.467]  Fuck you!
[00:20:03.487 --> 00:20:03.727]  Fuck you!
[00:20:03.747 --> 00:20:03.927]  Fuck you!
[00:20:03.947 --> 00:20:04.248]  Fuck you!
[00:20:04.288 --> 00:20:04.528]  Fuck you!
[00:20:04.548 --> 00:20:04.828]  Fuck you!
[00:20:04.908 --> 00:20:05.148]  Fuck you!
[00:20:05.208 --> 00:20:05.468]  Fuck you!
[00:20:05.488 --> 00:20:05.728]  Fuck you!
[00:20:05.788 --> 00:20:06.009]  Fuck you!
[00:20:06.029 --> 00:20:06.229]  Fuck you!
[00:20:06.269 --> 00:20:06.529]  Fuck you!
[00:20:06.549 --> 00:20:06.809]  Fuck you!
[00:20:06.869 --> 00:20:07.129]  Fuck you!
[00:20:07.149 --> 00:20:07.349]  Fuck you!
[00:20:07.369 --> 00:20:07.609]  Fuck you!
[00:20:07.630 --> 00:20:07.790]  Fuck you!
[00:20:07.810 --> 00:20:08.070]  Fuck you!
[00:20:08.110 --> 00:20:08.330]  Fuck you!
[00:20:08.350 --> 00:20:08.510]  Fuck you!
[00:20:08.530 --> 00:20:08.930]  Fuck you!
[00:20:08.970 --> 00:20:09.270]  Fuck you!
[00:20:09.391 --> 00:20:09.591]  Fuck you!
[00:20:09.631 --> 00:20:09.911]  Fuck you!
[00:20:09.931 --> 00:20:10.091]  Fuck you!
[00:20:10.111 --> 00:20:10.331]  Fuck you!
[00:20:10.351 --> 00:20:10.691]  Fuck you!
[00:20:10.731 --> 00:20:11.051]  Fuck you!
[00:20:11.071 --> 00:20:11.292]  Fuck you!
[00:20:11.332 --> 00:20:11.532]  Fuck you!
[00:20:11.572 --> 00:20:11.732]  Fuck you!
[00:20:11.772 --> 00:20:12.052]  Fuck you!
[00:20:12.072 --> 00:20:12.292]  Fuck you!
[00:20:12.312 --> 00:20:12.472]  Fuck you!
[00:20:12.492 --> 00:20:12.672]  Fuck you!
[00:20:12.692 --> 00:20:12.933]  Fuck you!
[00:20:12.953 --> 00:20:13.133]  Fuck you!
[00:20:13.153 --> 00:20:13.453]  Fuck you!
[00:20:13.493 --> 00:20:13.793]  Fuck you!
[00:20:13.833 --> 00:20:14.173]  Fuck you!
[00:20:14.233 --> 00:20:14.573]  Fuck you!
[00:20:14.593 --> 00:20:14.794]  Fuck you!
[00:20:14.834 --> 00:20:15.214]  Fuck you!
[00:20:15.234 --> 00:20:15.474]  Fuck you!
[00:20:15.494 --> 00:20:15.714]  Fuck you!
[00:20:15.734 --> 00:20:15.954]  Fuck you!
[00:20:15.974 --> 00:20:16.154]  Fuck you!
[00:20:16.214 --> 00:20:16.535]  Fuck you!
[00:20:16.575 --> 00:20:16.795]  Fuck you!
[00:20:16.815 --> 00:20:17.095]  Fuck you!
[00:20:17.115 --> 00:20:17.335]  Fuck you!
[00:20:17.375 --> 00:20:17.735]  Fuck you!
[00:20:17.755 --> 00:20:17.955]  Fuck you!
[00:20:17.975 --> 00:20:18.256]  Fuck you!
[00:20:18.276 --> 00:20:18.436]  Fuck you!
[00:20:18.456 --> 00:20:18.616]  Fuck you!
[00:20:18.636 --> 00:20:18.976]  Fuck you
[00:20:19.056 --> 00:20:20.038]  There is no honor in this gym!
[00:20:20.099 --> 00:20:21.963]  There is no honor in what you're doing to these people!
[00:21:06.954 --> 00:21:07.474]  What happened?
[00:21:07.494 --> 00:21:07.855]  What happened?
[00:21:07.875 --> 00:21:08.075]  Oh, shit!
[00:21:08.095 --> 00:21:08.555]  What's your name?
[00:21:08.575 --> 00:21:08.956]  What's your name?
[00:21:08.976 --> 00:21:09.376]  What's your name?
[00:21:09.396 --> 00:21:09.476]  Shit!
[00:21:34.754 --> 00:21:37.976]  Have you been to InfoWarsShop.com lately?
[00:21:38.437 --> 00:21:43.000]  Express your inner patriot with these brand new InfoWars t shirts.
[00:21:43.560 --> 00:21:49.685]  Say it loud with the InfoWars Bullhorn shirt, or educate the sheeple with the Bill of Rights shirt.
[00:21:50.505 --> 00:21:53.888]  Grope the public's mind with the TSA shirt.
[00:21:54.528 --> 00:21:58.831]  And with this shirt, you can let the dark side know of the Rebel Alliance's power.
[00:22:00.192 --> 00:22:03.294]  All available at InfoWarsShop.com.
[00:22:07.093 --> 00:22:10.718]  For more than six years, I've talked on the air about creating a social network.
[00:22:10.978 --> 00:22:13.622]  PlanetInfoWars.com is in its beta phase.
[00:22:13.902 --> 00:22:14.883]  We're just launching it.
[00:22:14.943 --> 00:22:19.029]  And I want to invite all of you out there to be in on the ground level.
[00:22:19.109 --> 00:22:21.773]  PlanetInfoWars is about people
[00:22:22.073 --> 00:22:28.882]  Coming together, forming activist organizations, getting involved politically, hunting and fishing, gardening, dating.
[00:22:28.962 --> 00:22:36.131]  This is a place for people who love freedom to meet and to talk and to write and to post information.
[00:22:36.432 --> 00:22:37.473]  And I give you this pledge.
[00:22:38.234 --> 00:22:42.057]  We are not going to spy on you and sell your data to the New World Order.
[00:22:42.077 --> 00:22:44.079]  PlanetInfoWars.com is free.
[00:22:44.279 --> 00:22:46.941]  So people who love freedom can get together.
[00:22:47.241 --> 00:22:50.403]  Connect with people who are awake and know what we're facing.
[00:22:50.463 --> 00:22:51.104]  Be active.
[00:22:51.364 --> 00:22:52.005]  Organize.
[00:22:52.305 --> 00:22:53.045]  Take action.
[00:22:53.085 --> 00:22:53.746]  Go viral.
[00:22:54.046 --> 00:22:54.487]  Create.
[00:22:54.747 --> 00:22:55.347]  Contribute.
[00:22:55.587 --> 00:22:56.108]  Resist.
[00:22:56.348 --> 00:22:58.710]  Because resistance is victory!
[00:22:59.090 --> 00:23:00.391]  You are victory!
[00:23:00.771 --> 00:23:03.273]  It's waiting for you to breathe power into it.
[00:23:03.433 --> 00:23:04.634]  PlanetInfoWars.com
[00:23:06.036 --> 00:23:11.319]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
