[00:00:02.261 --> 00:00:02.401]  I think.
[00:05:12.220 --> 00:05:24.459]  Inspection and verification must establish both that nations carry out scheduled limitations or reductions and that they do not retain armed forces and armaments in excess of those permitted at any stage of the disarmament process.
[00:05:26.067 --> 00:05:27.949]  There it is right there in the document.
[00:05:28.550 --> 00:05:29.792]  Here we go on page four.
[00:05:30.032 --> 00:05:31.875]  Arms and armed forces would be reduced.
[00:05:32.115 --> 00:05:41.327]  The armed forces of the United States and the Soviet Union would be limited to 2.1 million men each with appropriate levels not exceeding the amount for other military
[00:05:42.429 --> 00:05:44.150]  See, militarily significant states.
[00:05:44.630 --> 00:05:49.834]  Levels of armaments would be correspondingly reduced and their production would be limited.
[00:05:49.854 --> 00:05:52.075]  This is all by a world body.
[00:05:52.215 --> 00:05:54.676]  This is not going to be through anything through our country.
[00:05:54.716 --> 00:05:57.738]  This is through the United Nations, which means there's no negotiations.
[00:05:57.778 --> 00:06:01.541]  There's only killing people and machine gunning them when they don't comply.
[00:06:02.901 --> 00:06:11.807]  States would be committed to other measures to reduce international tension and to protect the chance of war by accident, miscalculation, or surprise attack.
[00:06:14.042 --> 00:06:16.443]  And they go through a second stage and a third stage.
[00:06:16.483 --> 00:06:17.984]  Here we go in the third stage.
[00:06:18.284 --> 00:06:28.310]  The manufacture of armaments would be prohibited except for those agreed types and quantities to be used by the UN Peace Force and those required to maintain internal order.
[00:06:28.930 --> 00:06:33.153]  All other armaments would be destroyed or converted to peaceful purposes.
[00:06:34.013 --> 00:06:38.616]  This all sounds beautiful and glowing in your New World Order, but you know what it's going to be?
[00:06:38.676 --> 00:06:44.279]  It's going to be used to come in and take your wealth, take your property, take everything you have.
[00:06:44.339 --> 00:06:46.500]  And they're going to start by taking your guns.
[00:06:48.575 --> 00:06:51.157]  Here we go to the Declaration on Disarmament.
[00:06:51.557 --> 00:06:54.580]  The United States program... Let's get a shot of this.
[00:06:54.600 --> 00:06:56.181]  People aren't going to believe it until they see it.
[00:06:56.221 --> 00:06:56.922]  Here it is right here.
[00:06:57.482 --> 00:06:58.163]  This is their appendix.
[00:06:58.183 --> 00:06:59.964]  It said, Declaration on Disarmament.
[00:07:00.064 --> 00:07:05.009]  The United States program for general and complete disarmament in a peaceful world.
[00:07:05.649 --> 00:07:06.689]  The nations of the world.
[00:07:07.090 --> 00:07:14.693]  Conscience of the crisis in human history produced by a revolutionary development of modern weapons within a world divided by serious ideological differences.
[00:07:14.993 --> 00:07:20.555]  That means those who are for freedom and those who want to take everything from you and live lavish while you live as a slave.
[00:07:21.115 --> 00:07:44.690]  Determined to save present and succeeding generations from the scourge of war and the dangers and burdens of the arms race, and to create conditions in which all people can strive freely and peacefully to fulfill their basic aspirations as long as they kneel to the New World Order, declare their goal to be a free, secure, and peaceful world of independent states, that will not happen.
[00:07:44.710 --> 00:07:46.351]  There will be no independent states.
[00:07:47.131 --> 00:07:52.855]  Adhering to the common standards of justice and international conduct, and subjecting the use of force to the rule of law.
[00:07:53.335 --> 00:08:01.901]  A world where adjustment to change takes place in accordance with the principles of the United Nations, which means nobody has guns, and everybody listens to the United Nations.
[00:08:02.381 --> 00:08:03.262]  A world where we shall be...
[00:08:04.142 --> 00:08:21.062]  A permanent state of general and complete disarmament under effective international control and where the resources of nations shall be devoted to man's material, cultural, and spiritual advance, set forth as the objectives under a program of general and complete disarmament in a peaceful world.
[00:08:22.486 --> 00:08:23.547]  So what does all that mean?
[00:08:25.107 --> 00:08:26.408]  Well, that means they're going to take your guns.
[00:08:26.428 --> 00:08:29.690]  And once they take your guns, you're not going to have any type of freedom of speech.
[00:08:29.990 --> 00:08:31.831]  You're not going to have any type of freedom of the press.
[00:08:31.851 --> 00:08:32.991]  You're not going to have anything.
[00:08:33.432 --> 00:08:35.133]  And we already reported on this before.
[00:08:35.153 --> 00:08:36.573]  I want to go back to the U.N.
[00:08:36.633 --> 00:08:38.274]  Gun Grab Follows State Department Plan.
[00:08:38.294 --> 00:08:42.076]  This came out today from Paul Joseph Watson, dated Monday, July 16, 2012.
[00:08:42.757 --> 00:08:44.477]  There's the article.
[00:08:44.838 --> 00:08:46.759]  You can go read it all on Infowars.com.
[00:08:47.159 --> 00:08:48.840]  They link to a Forbes article.
[00:08:49.560 --> 00:08:50.702]  Under here it says, the U.N.
[00:08:50.762 --> 00:09:00.176]  Arms Treaty has caused so much controversy because it outlines a plan to target all types of conventional weapons, notably small arms and light weapons, according to Forbes' Larry Bell.
[00:09:00.617 --> 00:09:01.698]  There's the Forbes article.
[00:09:01.739 --> 00:09:05.003]  So even Forbes is saying they're coming after your Second Amendment.
[00:09:06.337 --> 00:09:09.840]  Alright, and Forbes isn't known for protecting the Second Amendment at all.
[00:09:10.360 --> 00:09:11.361]  They also have a quote from U.S.
[00:09:12.622 --> 00:09:13.602]  Ambassador to the U.N.
[00:09:13.622 --> 00:09:17.145]  John Bolton, who said probably the first intelligent thing I've ever heard him say.
[00:09:17.165 --> 00:09:30.115]  He also warns that the agreement is trying to act as though it is really just a treaty about international arms trade between nation states, but there is no doubt that the real agenda here is domestic firearms control.
[00:09:31.542 --> 00:09:31.842]  Okay?
[00:09:32.183 --> 00:09:33.644]  They're talking about your small guns.
[00:09:33.664 --> 00:09:41.649]  They're talking about the guns that can be used in a guerrilla war against the United Nations when they come to invade and send troops from other countries here to take your guns.
[00:09:42.070 --> 00:09:43.091]  That's what it's talking about.
[00:09:43.151 --> 00:09:43.671]  But you know what?
[00:09:44.011 --> 00:09:44.852]  You don't believe me, do you?
[00:09:44.872 --> 00:09:46.193]  You're still in denial, aren't you?
[00:09:46.213 --> 00:09:47.334]  Those who are out there in denial.
[00:09:47.694 --> 00:09:48.655]  Well, let's go to a clip.
[00:09:49.155 --> 00:09:55.478]  It's going to start off with the New Orleans Chief of Police during Katrina saying, no one will be allowed to have guns, all weapons will be taken.
[00:09:55.898 --> 00:10:04.823]  And then it's going to go to today's show where Mike Adams got a call from someone who was actually in Katrina with the 45th Infantry Brigade.
[00:10:05.663 --> 00:10:08.805]  I'm sorry I'm flustered because this information is really disturbing me right now.
[00:10:09.781 --> 00:10:11.862]  He was there confiscating guns.
[00:10:12.282 --> 00:10:13.342]  They were going door-to-door.
[00:10:13.602 --> 00:10:16.683]  They were kicking in as they asked, do you need any assistance?
[00:10:16.763 --> 00:10:17.143]  Boom!
[00:10:17.503 --> 00:10:18.123]  Do you have any guns?
[00:10:18.143 --> 00:10:18.663]  We're taking them.
[00:10:19.003 --> 00:10:19.663]  You said guns?
[00:10:19.783 --> 00:10:20.664]  Guns will be taken.
[00:10:20.684 --> 00:10:21.944]  No one will be able to be armed.
[00:10:22.144 --> 00:10:23.164]  We will take all weapons.
[00:10:26.025 --> 00:10:28.885]  Today in New Orleans, they got a lot tougher on the holdouts.
[00:10:31.046 --> 00:10:35.007]  Not only the flooded areas, but New Orleans' driest and wealthiest neighborhoods too.
[00:10:38.732 --> 00:10:43.915]  The police and National Guard going street by street, house to house.
[00:10:44.736 --> 00:10:47.317]  Sometimes entering open houses with guns drawn.
[00:10:48.698 --> 00:10:50.959]  Instructions to disarm anyone inside.
[00:10:51.440 --> 00:10:53.301]  Let's go to Chris in Oklahoma.
[00:10:53.361 --> 00:10:55.342]  Chris, you're on the air, on the Alex Jones Show.
[00:10:55.382 --> 00:10:56.102]  Thanks for joining us.
[00:10:56.703 --> 00:10:57.323]  Hey, Hill Ranger.
[00:10:57.363 --> 00:10:57.763]  How's it been?
[00:10:58.744 --> 00:10:58.924]  Good.
[00:10:58.944 --> 00:10:59.505]  It's good here, man.
[00:10:59.545 --> 00:11:00.045]  How about yourself?
[00:11:00.698 --> 00:11:01.818]  Oh, pretty good, pretty good.
[00:11:02.498 --> 00:11:11.621]  Um, I was with the 45th Infantry Brigade, Delta Company, 1st of the 279th 2nd Platoon, um, during Hurricane Katrina.
[00:11:11.681 --> 00:11:14.661]  I'm kind of calling it in on yesterday's subject, I'm sorry about that.
[00:11:14.681 --> 00:11:15.142]  That's alright.
[00:11:15.722 --> 00:11:22.383]  But, uh, I don't, it's just, I've always wanted to get ahold of you guys and kind of get the word out there.
[00:11:22.423 --> 00:11:29.165]  For those that still have that slight hesitation in the back of their head that gun confiscation can't and won't happen here, it already has.
[00:11:30.553 --> 00:11:37.378]  And I was only 21 years old, just really gung-ho, really dedicated to the Army, especially to the infantry.
[00:11:38.319 --> 00:11:39.800]  And I did whatever I was told.
[00:11:40.141 --> 00:11:42.442]  And what did they ask you to do?
[00:11:43.423 --> 00:11:50.188]  First, let's see, the first thing we did was we got a three-week, a book full of three-week-old 9-1-1 phone calls, right?
[00:11:51.029 --> 00:11:55.132]  And then we had to go around and answering all the phone calls, so we were like cadaver dogs for about three weeks.
[00:11:56.233 --> 00:11:58.094]  And in between them we would run night missions.
[00:11:59.155 --> 00:11:59.796]  And here's the thing.
[00:12:00.575 --> 00:12:07.499]  A lot of people may think that they'll see this on the news, that they'll have time to get ready when the crap hits the fan or whatever.
[00:12:08.059 --> 00:12:10.000]  It's just, it's a truck, you know what I mean?
[00:12:10.100 --> 00:12:15.062]  It's a group of trucks, they pull up, they stack right on your home, as we did, and we broke entry.
[00:12:15.903 --> 00:12:19.645]  Yeah, we would yell out, Oklahoma Army National Guard, is anybody in need of assistance?
[00:12:20.065 --> 00:12:21.866]  But that's as we were booting in the door.
[00:12:22.166 --> 00:12:25.928]  But wait a minute, it sounds like you weren't part of the Oklahoma National Guard.
[00:12:26.228 --> 00:12:27.629]  I mean, you were U.S.
[00:12:27.829 --> 00:12:28.249]  military.
[00:12:29.076 --> 00:12:34.397]  Yeah, I was, uh, I was activated, um, I think about a week after Katrina.
[00:12:34.417 --> 00:12:42.439]  I was, I was watching it on, on, on the news and Sheriff Kimiko, Fox 23, told me before my unit even got a hold of me that I was going to New Orleans.
[00:12:43.280 --> 00:12:43.980]  Wow.
[00:12:44.160 --> 00:12:48.861]  So we got, we got sent in and we were, we were the very, very first boots on the ground.
[00:12:48.901 --> 00:12:49.481]  Alpha Company.
[00:12:50.141 --> 00:12:52.202]  And you were confiscating, you were confiscating firearms?
[00:12:53.018 --> 00:12:53.859]  Left and right, yes.
[00:12:54.519 --> 00:13:01.966]  And we were also monitoring the New Orleans police because we kept having like, you know, like the first day we had this little beautiful red-headed lady come up.
[00:13:01.986 --> 00:13:02.646]  All right, wait a minute.
[00:13:03.067 --> 00:13:03.707]  We're almost out of time.
[00:13:03.747 --> 00:13:05.109]  Will you stay on the line for us, please?
[00:13:05.169 --> 00:13:06.730]  I want to continue with you on the other side.
[00:13:06.770 --> 00:13:08.191]  Stay on the line with us.
[00:13:08.211 --> 00:13:09.072]  This is fascinating.
[00:13:09.112 --> 00:13:11.214]  We're going to continue this right here on the Alex Jones Show.
[00:13:11.234 --> 00:13:12.235]  We'll be right back.
[00:13:12.475 --> 00:13:17.520]  That happened today in this wealthy neighborhood where homeowners had armed themselves to protect their mansions.
[00:13:19.421 --> 00:13:21.261]  Residents were handcuffed on the ground.
[00:13:21.741 --> 00:13:24.883]  In the end, police took their weapons but let them stay in their homes.
[00:13:25.423 --> 00:13:28.224]  They were a little bit threatened because our weapons were bigger than their weapons.
[00:13:28.644 --> 00:13:33.086]  Chris Montgomery says he'd rather be in Iraq than patrolling American neighborhoods.
[00:13:33.406 --> 00:13:38.148]  Walking up and down these streets, you don't want to think about the stuff that you're going to have to do.
[00:13:38.188 --> 00:13:40.929]  Somebody pops around the corner, and you shoot an American.
[00:13:42.247 --> 00:13:52.734]  We have Chris on the line from Oklahoma relating a story about gun confiscation in New Orleans and that entire region following Hurricane Katrina several years ago.
[00:13:53.514 --> 00:13:54.675]  And Chris, go ahead.
[00:13:54.735 --> 00:14:01.779]  You were describing how you and your team were kicking in doors and confiscating firearms from people.
[00:14:02.560 --> 00:14:03.601]  Did anybody resist?
[00:14:03.641 --> 00:14:04.941]  Did anybody ever shoot back?
[00:14:05.262 --> 00:14:05.722]  What happened?
[00:14:06.405 --> 00:14:11.870]  Well, we had a couple of people resist verbally and they got stuffed and cuffed very violently.
[00:14:11.890 --> 00:14:20.439]  We throw them in the back of the five ton or the deuce and a half or whatever and then we take them out to the Greyhound bus station, which was the police station at the time.
[00:14:21.500 --> 00:14:24.543]  What I was saying before we came up, or before the break,
[00:14:26.569 --> 00:14:38.280]  Like, I think it was like the second day we were there, this red-headed lady came up to our platoon's area and she sat, or to our company area, she sat on the curb with her knees in her chest, just rocking back and forth, crying uncontrollably.
[00:14:39.101 --> 00:14:42.003]  She sat there for almost 27 hours, just refused to move.
[00:14:42.884 --> 00:14:48.189]  We, you know, we talked to her, we did everything we could, just didn't want to, you know, you could tell she'd been through enough.
[00:14:48.209 --> 00:14:50.652]  She'd been repeatedly raped by men in NOPD masks.
[00:14:51.582 --> 00:14:52.403]  Oh, you're kidding me.
[00:14:52.463 --> 00:14:56.066]  Just so people know, NOPD is New Orleans Police Department, just for people who know.
[00:15:13.359 --> 00:15:15.041]  Yeah, definitely.
[00:15:15.081 --> 00:15:15.982]  We're not the police department.
[00:15:16.182 --> 00:15:19.665]  So, a lot of those cops were then just total rogue?
[00:15:19.685 --> 00:15:24.690]  I mean, we saw a video of some of them going in and looting retail stores and things like that, but they were raping women down there?
[00:15:24.710 --> 00:15:26.812]  Definitely, raping women.
[00:15:27.512 --> 00:15:36.541]  We've got two separate women that came to our company alone, and when I was there, I met cops from the California Guard, Indiana Guard, you name it, everybody was there.
[00:15:37.040 --> 00:15:39.003]  It was just a free-for-all.
[00:15:39.383 --> 00:15:40.665]  Police from all over the country.
[00:15:40.705 --> 00:15:41.906]  Dallas County.
[00:15:42.387 --> 00:15:42.948]  Dallas, Texas.
[00:15:42.968 --> 00:15:43.769]  Sheriff's down there.
[00:15:43.949 --> 00:15:50.817]  But how did you and your team justify to yourselves and each other that gun confiscation would help this situation when it was a free-for-all?
[00:15:50.837 --> 00:15:54.182]  I mean, isn't that a time when citizens need to be able to defend themselves?
[00:15:55.089 --> 00:15:58.031]  It never, you know, like I said, I was just ignorant as hell.
[00:15:58.512 --> 00:16:03.075]  And that's kind of something that I worry about with the kids today, you know, if they really realize what they're doing.
[00:16:03.675 --> 00:16:04.956]  You know, I had no idea.
[00:16:04.976 --> 00:16:11.541]  The only time it ever occurred to me that something may be wrong is we came up, we were down by the old French district.
[00:16:11.581 --> 00:16:12.702]  We came up to this man's house.
[00:16:13.342 --> 00:16:17.825]  He had a big wooden sign that says, I'm here alone with my dog and my shotgun.
[00:16:18.526 --> 00:16:19.267]  Looters beware.
[00:16:19.307 --> 00:16:21.908]  We thought, you know, it's funny everyone stopped and took pictures of the sign.
[00:16:22.509 --> 00:16:23.570]  But eventually we took his guns.
[00:16:26.693 --> 00:16:36.740]  So now that you know what you know, now that you're listening to the Alex Jones Show and you're informed, what would you advise people to do if this happens again?
[00:16:41.082 --> 00:16:43.863]  No offense, I mean, Mike Rose would love everything you do.
[00:16:43.883 --> 00:16:51.106]  I'm a big fan of the Hell Ranger, but I was hoping to get ahold of Alex for the fact that... What do you do when they stack right?
[00:16:51.166 --> 00:16:51.826]  You know what I mean?
[00:16:51.886 --> 00:16:52.167]  Yeah.
[00:16:52.927 --> 00:16:54.287]  And they're prepped to come into the home.
[00:16:54.327 --> 00:16:57.189]  There's no negotiating with us, trust me.
[00:16:57.509 --> 00:16:58.509]  There was no negotiating.
[00:16:58.769 --> 00:16:59.309]  Yeah.
[00:16:59.369 --> 00:17:00.370]  If you resisted, you died.
[00:17:00.410 --> 00:17:01.030]  That were the orders.
[00:17:01.850 --> 00:17:02.951]  You go for a gunner, you die.
[00:17:04.161 --> 00:17:07.123]  Yeah, but well, I mean, this is invaluable information.
[00:17:07.143 --> 00:17:09.764]  I apologize, we only have a limited time here.
[00:17:09.784 --> 00:17:10.524]  I gotta let you go.
[00:17:11.325 --> 00:17:14.166]  Just we've got so much more coming up here, but fascinating.
[00:17:14.366 --> 00:17:17.888]  I hope you call back and get to Alex as well.
[00:17:19.629 --> 00:17:24.451]  I'll pass on this conversation to Alex and let him know, but that's some frightening information.
[00:17:25.032 --> 00:17:27.113]  And I just hope that the military
[00:17:29.195 --> 00:17:31.478]  The members of the military say no.
[00:17:31.559 --> 00:17:39.210]  They refuse to engage in gun confiscation because, no doubt, there could be outbreaks of violence and a lot of needless death and bloodshed if that happens.
[00:17:39.710 --> 00:17:41.213]  But thank you for your call, Chris.
[00:17:41.353 --> 00:17:42.575]  That's very concerning.
[00:17:43.408 --> 00:17:44.668]  It was traumatic.
[00:17:45.048 --> 00:17:52.710]  All of a sudden, they were banging on the front door, the side door, and the back door, and they said, let us in.
[00:17:52.970 --> 00:17:54.670]  I'm saying, look at all my food.
[00:17:54.750 --> 00:17:56.091]  I got plenty of food.
[00:17:56.631 --> 00:18:01.992]  They kept pushing me back, pushing me back, and ended up like this.
[00:18:02.672 --> 00:18:07.893]  Then, Patty showed them a small revolver she was carefully holding in the palm of her hand.
[00:18:08.633 --> 00:18:12.234]  A camera crew was there to capture what unfolded next.
[00:18:15.350 --> 00:18:17.173]  I said, it's not even loaded.
[00:18:17.193 --> 00:18:20.858]  And I dropped it on the floor.
[00:18:21.299 --> 00:18:23.141]  Well, they punched me in the face.
[00:18:25.137 --> 00:18:26.998]  Look at my black and blue marks.
[00:18:27.118 --> 00:18:29.679]  Look at... We say guns will be taken.
[00:18:29.739 --> 00:18:30.799]  No one will be able to be armed.
[00:18:30.979 --> 00:18:32.040]  We will take all weapons.
[00:18:32.400 --> 00:18:35.021]  So if you're still doubting, there's the proof there.
[00:18:35.521 --> 00:18:36.641]  They went into New Orleans.
[00:18:36.681 --> 00:18:38.402]  They went into the high and dry areas.
[00:18:38.602 --> 00:18:41.763]  They went in just to grab guns because that's what they were training to do.
[00:18:42.064 --> 00:18:43.224]  It wasn't about helping people.
[00:18:43.524 --> 00:18:47.266]  It was about taking people's guns to see if they could get away with it under a crisis.
[00:18:47.606 --> 00:18:48.686]  And that's how it's going to happen.
[00:18:48.706 --> 00:18:49.927]  It's going to happen in the dead of night.
[00:18:49.947 --> 00:18:50.667]  Did you hear the soldier?
[00:18:51.827 --> 00:18:55.329]  He said, we pulled up at night and we just busted in and grabbed guns.
[00:18:55.349 --> 00:18:56.349]  That's how they do it.
[00:18:56.850 --> 00:18:58.871]  They're not going to be, hey, please turn in your guns.
[00:18:59.571 --> 00:19:05.134]  No, it's going to be right down to the wire and you're not even going to know that they're going to be there until they're on top of you while you're sleeping in your bed.
[00:19:06.014 --> 00:19:07.375]  So you better start making a plan.
[00:19:07.815 --> 00:19:09.155]  You better start having firearms.
[00:19:09.375 --> 00:19:10.656]  You better start learning how to shoot.
[00:19:10.936 --> 00:19:11.937]  You better start getting ammo.
[00:19:12.932 --> 00:19:16.936]  Because if you don't exercise the Second Amendment, it will be taken from you.
[00:19:17.256 --> 00:19:24.443]  And when the Second Amendment goes, it's you in tyranny, it's boots on your forehead, it's slave internment camps, and it's all going to happen.
[00:19:24.463 --> 00:19:25.564]  They've all been making plans.
[00:19:26.104 --> 00:19:28.366]  Remember in July, early July, July 6?
[00:19:30.165 --> 00:19:31.766]  We had the article by Paul Joseph Watson.
[00:19:32.246 --> 00:19:36.108]  Army Manual outlines plans to kill rioters and demonstrators in America.
[00:19:36.908 --> 00:19:37.909]  Newly leaked U.S.
[00:19:37.969 --> 00:19:52.376]  Army Military Police Training Manual for Civil Disturbance Operations, that means here in the United States, outlines how military assets will be used domestically to quell riots, confiscate firearms, and even kill Americans on soil during mass civil unrest.
[00:19:52.516 --> 00:19:54.898]  Warning shots will not be fired.
[00:19:56.010 --> 00:20:00.172]  And that he linked to a Hong Kong document, and we can go to that, and it shows you some of the things they're going to use.
[00:20:00.232 --> 00:20:02.513]  Oh, there's the grenade launchers they're going to use against you.
[00:20:02.953 --> 00:20:05.755]  There's the little round that they're going to put in there as they shoot at you.
[00:20:06.475 --> 00:20:06.735]  Okay?
[00:20:07.695 --> 00:20:08.776]  That's what it's all about.
[00:20:09.256 --> 00:20:10.137]  It's all about you.
[00:20:10.157 --> 00:20:13.018]  Actually, it's all about them creating the crisis.
[00:20:13.958 --> 00:20:16.099]  And then they come at you and take your guns.
[00:20:16.439 --> 00:20:17.900]  Because the crisis has been created.
[00:20:17.960 --> 00:20:19.441]  It's unfolding right now.
[00:20:20.669 --> 00:20:21.009]  Okay?
[00:20:21.590 --> 00:20:23.191]  The economy is going down the tubes.
[00:20:23.931 --> 00:20:31.857]  Everywhere in Austin, they have these free, or so-called free money title loans things, where they give you free money, or so-called, but then they come and take your property.
[00:20:32.417 --> 00:20:37.220]  Those only happen when there's a bad economy, when people don't have jobs, and they're springing up everywhere like weeds.
[00:20:37.721 --> 00:20:37.941]  Okay?
[00:20:37.961 --> 00:20:41.163]  And they're brand new, and they're painted, and they just, boom, they pop up.
[00:20:41.183 --> 00:20:42.864]  There's five of them right around my house.
[00:20:43.125 --> 00:20:44.806]  And I live in a pretty decent area of town.
[00:20:45.506 --> 00:20:47.728]  But it just says, everybody's hurting.
[00:20:48.749 --> 00:20:51.772]  And when people start hurting, people start doing crazy things.
[00:20:52.172 --> 00:20:55.355]  Just like Gerald Cilente says, when they lose everything, they lose it.
[00:20:55.996 --> 00:21:09.328]  And that's going to be the pretext to come in and start taking people's guns, and the Army's going to be kicking in doors, and they're training the National Guard to do it, and they're training the military police to do it, and they're training your SWAT teams and they're giving them giant battle tanks to do it.
[00:21:10.229 --> 00:21:11.070]  It's all coming down.
[00:21:12.364 --> 00:21:13.606]  One more article I want to get to.
[00:21:14.186 --> 00:21:18.051]  Army Corps trained soldiers to confiscate constitutionally protected firearms.
[00:21:18.071 --> 00:21:21.274]  That was from Curt Nemo the same day we released the other one.
