[00:00:27.873 --> 00:00:29.034]  Welcome, ladies and gentlemen.
[00:06:47.370 --> 00:06:58.799]  Well, it's admitted from all their secret billionaire meetings where Bill Gates, David Rockefeller, Soros, Ted Turner, and the rest of them, Oprah Winfrey, meet to discuss how to control the population.
[00:06:58.839 --> 00:07:00.400]  And the meetings are always led by
[00:07:00.760 --> 00:07:02.121]  By Bill Gates.
[00:07:02.521 --> 00:07:05.722]  But this time it's not Bill Gates out in front, it's Melinda Gates.
[00:07:06.042 --> 00:07:23.088]  But then going back to the Club of Rome article about how we have to die because of their economic models, well don't you remember the Bill Gates speech at the TED Talk in 2010, where he has his own formula for how one of these numbers has to get down to zero, kind of hinting that population is the best one to go with?
[00:07:23.128 --> 00:07:24.028]  Can we show that clip now?
[00:07:24.653 --> 00:07:29.342]  So let's look at each one of these and see how we can get this down to zero.
[00:07:30.144 --> 00:07:33.110]  Probably one of these numbers is going to have to get pretty near to zero.
[00:07:34.256 --> 00:07:36.698]  That's back from high school algebra.
[00:07:36.718 --> 00:07:37.879]  But let's take a look.
[00:07:38.940 --> 00:07:40.422]  First, we've got population.
[00:07:41.182 --> 00:07:43.444]  The world today has 6.8 billion people.
[00:07:43.925 --> 00:07:45.526]  That's headed up to about 9 billion.
[00:07:46.147 --> 00:07:54.494]  Now, if we do a really great job on new vaccines, health care, reproductive health services, we could lower that by perhaps 10 or 15 percent.
[00:07:56.471 --> 00:07:59.732]  And so he also admits that vaccines will be used to lower the population.
[00:07:59.772 --> 00:08:07.955]  But what it's really about, just like the quote where Bill Gates said, hire 10 teachers and kill one granny, it's about trade-offs.
[00:08:07.976 --> 00:08:11.457]  It's about this ethical debate of what you're willing to give up.
[00:08:11.917 --> 00:08:13.738]  To hold your place in society.
[00:08:13.998 --> 00:08:15.518]  It's not about real alternatives.
[00:08:15.578 --> 00:08:18.879]  It's not finding real ways to change things.
[00:08:19.219 --> 00:08:22.841]  It's about what are you going to give up to live under the elite control paradigm.
[00:08:23.061 --> 00:08:24.321]  Well, they really want us all dead.
[00:08:24.361 --> 00:08:27.722]  They want no more than two billion, some of them even less.
[00:08:28.142 --> 00:08:33.224]  Of course, you are familiar with the Georgia Guidestones if you've seen this program before, where they say to keep
[00:08:33.604 --> 00:08:37.686]  Humanity in balance with nature, you need no more than 500 million.
[00:08:38.026 --> 00:08:38.706]  Just crazy.
[00:08:39.427 --> 00:08:51.132]  But even crazier than that is, of course, the audio that was all over the blogosphere today about the Black Panthers, the new Black Panther Party that is calling for an out-and-out race war.
[00:08:51.572 --> 00:08:52.613]  Let's go to that clip right now.
[00:09:00.339 --> 00:09:12.589]  But Al, I just want to say to all the listeners that's on this phone call, if you are having any doubts about getting suited, booted, and armed up for this race war that we in, that has never ended, let me tell you something.
[00:09:12.969 --> 00:09:23.698]  The things that's about to happen to these hunkies, these crackos, these pigs, these pink people, these mother f****** purple people, it has been long overdue.
[00:09:23.978 --> 00:09:26.640]  Yeah, but what she said was right.
[00:09:26.700 --> 00:09:28.222]  We got to suit up and boot up.
[00:09:28.922 --> 00:09:29.923]  We got to suit up
[00:09:30.643 --> 00:09:35.084]  And get prepared for the war that we're in.
[00:09:35.104 --> 00:09:36.705]  This stuff got to boil over.
[00:09:37.145 --> 00:09:42.487]  And all your greats talked about there having to be bloodshed involved with revolution.
[00:09:42.567 --> 00:09:44.848]  True revolution means some bloodshed.
[00:09:44.888 --> 00:09:49.969]  So there's blood being spilled because there's a new life that is beyond this bloodshed.
[00:09:50.269 --> 00:09:59.032]  There's a new reality that is built upon your original African principles and spiritualities and values and norms that is beyond this bloodshed.
[00:09:59.588 --> 00:10:00.149]  We're good to go.
[00:10:13.194 --> 00:10:14.415]  Middle Eastern part of the world.
[00:10:14.475 --> 00:10:15.216]  Hell no.
[00:10:15.476 --> 00:10:17.318]  We're talking about some blood.
[00:10:17.338 --> 00:10:34.513]  You're gonna have to cause some blood and go through some blood and some battles and there are those who wish they could stand in this hour to see the destruction of the devil's world and the devil's society and I ain't talking about no dude underneath the ground with a pitchfork and pantyhose.
[00:10:35.023 --> 00:10:45.510]  I'm talking about that blonde-haired, blue-eyed, sometimes brown-eyed, Caucasian walking around with a mindset, a demonistic mindset, and the nature to do evil and brutality.
[00:10:46.231 --> 00:10:54.317]  I say to everyone that is on this call right now, I'm coming out of the gate like that greyhound on that rabbit.
[00:10:55.117 --> 00:11:03.723]  And his prize, my prize right now, this evening, is going to be the bounty, the arrest, dead or alive, for George Zimmerman.
[00:11:03.984 --> 00:11:04.484]  You feel me?
[00:11:05.089 --> 00:11:07.230]  To every brother, to every female.
[00:11:07.890 --> 00:11:09.070]  I am for violence.
[00:11:09.670 --> 00:11:17.193]  If nonviolence means we continue to postpone a solution to the American black man's problem, just to avoid violence.
[00:11:17.833 --> 00:11:18.393]  You feel me?
[00:11:19.373 --> 00:11:20.494]  It's time to wake up.
[00:11:20.794 --> 00:11:21.774]  I don't know how else.
[00:11:21.794 --> 00:11:23.935]  It's in me to fight.
[00:11:24.355 --> 00:11:26.455]  It's in me to raise up soldiers.
[00:11:26.816 --> 00:11:31.657]  It's in me that every time my feet touch the ground, the state of Florida, these crackers, they stand.
[00:11:32.699 --> 00:11:36.962]  Yes, I'm telling you right now, I'm kind of pissed off right now that the state of Florida ain't on fire.
[00:11:37.262 --> 00:11:39.243]  This could not have happened in L.A.
[00:11:39.443 --> 00:11:42.125]  because them brothers up there are not scared to riot.
[00:11:42.425 --> 00:11:44.286]  This could not have happened in St.
[00:11:44.326 --> 00:11:48.789]  Petersburg, Florida, where the black men over there ain't scared to kill a cracker.
[00:11:49.329 --> 00:11:50.070]  This is real.
[00:11:50.430 --> 00:11:51.851]  We're attacked anywhere in the world.
[00:11:51.891 --> 00:11:54.432]  We would defend ourselves by any means necessary.
[00:11:54.892 --> 00:11:57.454]  We have proposed and we're pushing forward
[00:11:57.850 --> 00:12:02.994]  With a national strike and walkout on this crackhead, on this beast, and on these bastards.
[00:12:03.354 --> 00:12:07.677]  We are proposing and pushing for our people that you hit them in the pocket where it hurts.
[00:12:08.137 --> 00:12:10.179]  You starve capitalism.
[00:12:10.619 --> 00:12:23.889]  Since this racism that's being perpetuated, and this brutality that's being perpetuated, and this murder that's being perpetuated is built on the table legs of capitalism, you got to starve capitalism.
[00:12:24.902 --> 00:12:26.443]  What you're saying is real.
[00:12:26.543 --> 00:12:28.704]  An act of war has been declared on us.
[00:12:28.744 --> 00:12:31.086]  We don't have no choice but to fight.
[00:12:31.106 --> 00:12:34.788]  But I want to say that we have to be trained how to fight.
[00:12:35.188 --> 00:12:43.233]  See, the whole purpose of the maneuvers that's happening in Sanford is to train in self-defense because many of us think we're prepared for a battle.
[00:12:43.959 --> 00:13:05.836]  Just like many of us think we're prepared for a fight, but if you are not training, if you're not stocking up water, if you're not stocking up food, if you're not stocking up weapons and artillery and survival books and gas masks and flashlights and canteens and ready-to-eat meals and all that stuff, if you're not stocking that up, I don't know how serious we are right now.
[00:13:06.338 --> 00:13:07.098]  Absolutely.
[00:13:07.158 --> 00:13:10.299]  We want the complete removal of capitalism.
[00:13:10.640 --> 00:13:10.960]  Why?
[00:13:11.280 --> 00:13:15.481]  Because capitalism sets up a class structure and a class society.
[00:13:15.561 --> 00:13:20.443]  As I said in the beginning of the haves and have nots, that is the pivotal point is racism.
[00:13:20.803 --> 00:13:25.324]  It is racism that keeps and perpetuates a capitalistic motion.
[00:13:25.645 --> 00:13:26.885]  And so yes, we want
[00:13:27.461 --> 00:13:31.803]  Capitalism is completely eradicated, especially from the minds and hearts and dealings of black people.
[00:13:32.104 --> 00:13:34.105]  Do not buy into the race war.
[00:13:34.145 --> 00:13:35.886]  We don't need to fight with each other.
[00:13:36.706 --> 00:13:38.827]  Our real problem is the elite at the top.
[00:13:39.167 --> 00:13:47.812]  Just as we have people who have sold out at the elite level, sold out humanity, won us all dead, even though they have the same skin color as many of the people in this country,
[00:13:48.312 --> 00:13:50.373]  Other leaders are capable of selling out, too.
[00:13:50.753 --> 00:14:00.335]  And don't trust anyone telling you you have to go on a killing spree and start a sea of blood because one person they've hived up in the media was killed in a questionable incident.
[00:14:00.415 --> 00:14:02.216]  Of course the Trayvon thing was tragic.
[00:14:02.536 --> 00:14:03.656]  I wish he hadn't been killed.
[00:14:03.876 --> 00:14:06.057]  But we don't need to start a race war over this.
[00:14:06.697 --> 00:14:14.959]  Besides, stuff happens every week, every day, to individuals, including many black people who should not have been killed, whether it's police,
[00:14:15.459 --> 00:14:19.921]  Or other black-on-black crime, whatever it is, why are they hyping this incident up?
[00:14:20.341 --> 00:14:23.382]  In the immortal words of Rodney King, can we not just get along?
[00:14:23.482 --> 00:14:26.304]  I mean, really, we don't need to go to this level.
[00:14:26.584 --> 00:14:32.886]  It's unproductive, it's counterproductive, it plays into election politics, and I hope it stops somewhere soon.
[00:14:33.267 --> 00:14:41.130]  Hopefully well short of what the so-called new Black Panther Party people have called for, if indeed they're not just provocateurs in their own right.
[00:14:41.630 --> 00:14:55.861]  Meanwhile, in the election campaign, things are seemingly closing in for Mitt Romney, and yet Ron Paul, who couldn't win, can't win, never could even get a vote, can't even win a precinct, continues to draw record crowds.
[00:14:56.201 --> 00:14:59.244]  Now that record crowd is more than 10,000 people.
[00:14:59.584 --> 00:15:02.606]  That's at the recent UCLA rally.
[00:15:02.947 --> 00:15:04.028]  I believe we have a clip of that.
[00:15:05.086 --> 00:15:06.367]  And we could show that there.
[00:15:07.127 --> 00:15:17.131]  Meanwhile, he had a 5,000-person rally in Illinois, a 5,200-person rally in Wisconsin in recent days, and we spent more than an hour researching this.
[00:15:17.191 --> 00:15:18.351]  Rob Dew led the effort.
[00:15:19.032 --> 00:15:24.234]  Mitt Romney's largest crowd, at least we could find, was in Idaho back on March 1st.
[00:15:24.274 --> 00:15:24.674]  It was only 2,200.
[00:15:24.774 --> 00:15:30.976]  Mitt Romney, who's supposedly a sure thing for the nomination, his largest crowd is a mere 2,000-plus.
[00:15:32.697 --> 00:15:38.102]  Meanwhile, Ron Paul consistently draws 5,000, 10,000, or several thousand.
[00:15:38.663 --> 00:15:52.556]  I think you remember our coverage a few months back, a few weeks back anyway, where at the same time Ron Paul was drawing 5,000, Santorum and Romney were drawing a couple hundred, Newt Gingrich was drawing 70 people at events he was doing.
[00:15:53.257 --> 00:15:54.778]  Just ask yourself why?
[00:15:54.898 --> 00:15:56.538]  Why Ron Paul can't be covered?
[00:15:56.898 --> 00:16:07.662]  Meanwhile, we turn to other news where psychiatric drugs continue to be part of the problem, not the answer, even though the elites who are steering our society want us to do otherwise.
[00:16:08.002 --> 00:16:11.783]  Paul Joseph Watson and Alex Jones report on the antidepressant drugs.
[00:16:12.403 --> 00:16:26.752]  Causing epidemics of mania, mayhem and murder, spotlighting the most recent cop killing episode in Austin, where the man accused of the shooting was apparently on the anti-anxiety drug Xanax, as well as tequila.
[00:16:27.052 --> 00:16:28.974]  Definitely not a good recipe.
[00:16:29.314 --> 00:16:41.742]  But then later in the article, they go on to cite a laundry list of cases that were apparently tied to the psychiatric drugs, including Ed Harris, one of the trigger men of the Columbine shooting,
[00:16:42.022 --> 00:16:45.765]  13-year-old Chris Fetters, who killed his favorite aunt while on Prozac.
[00:16:45.785 --> 00:16:50.188]  12-year-old Chris Pittman, who killed his grandparents while on Zoloft.
[00:16:50.208 --> 00:16:54.991]  13-year-old Matthew Miller hung himself after taking Zoloft.
[00:16:55.011 --> 00:16:58.293]  15-year-old Jared Vicker stabbed his grandmother 61 times.
[00:16:59.654 --> 00:17:08.097]  After being on Paxil for five days, 15-year-old Kip Kinkle shot his parents while on Prozac, and the list just goes on and on.
[00:17:08.137 --> 00:17:15.020]  We don't have time to read all these, but certainly people have to begin questioning the use of these antidepressant drugs.
[00:17:15.300 --> 00:17:23.043]  They're not the solution, even though a new report shows more than 100,000 active duty Army troops are on medication.
[00:17:24.318 --> 00:17:28.141]  And that's supposed to allow them to deal with their post-traumatic stress disorder?
[00:17:28.542 --> 00:17:35.247]  I think it's pretty dangerous, and is that part of the cause of what we're seeing, where they're killing people in Afghanistan and other places?
[00:17:35.667 --> 00:17:45.596]  That's a larger question, but we have never medicated our troops to the extent we are doing now, and I don't believe the current increase in suicides and homicides in the military is a coincidence.
[00:17:45.936 --> 00:17:49.219]  That, from Bart Billings, a former military psychologist,
[00:17:50.458 --> 00:17:52.099]  But, natural news, J.D.
[00:17:52.139 --> 00:18:08.092]  Hayes reports that mental health disorders mean high profit business for prescription drug cartels, all the more reason because the Diagnostic and Statistical Manual of Mental Disorders, which is due to come out in May of 2013, is virtually a bible for
[00:18:10.994 --> 00:18:11.695]  Thanks for having me.
[00:18:32.412 --> 00:18:40.161]  Monsanto threatens to sue the entire state of Vermont, all because they want to label genetically modified foods.
[00:18:40.401 --> 00:18:45.106]  Oh no, big danger to let consumers know what they're eating, what's on the end of their fork.
[00:18:45.767 --> 00:18:50.272]  People never look at what's on the end of their fork, as it was said in Naked Lunch.
[00:18:50.572 --> 00:18:52.815]  Monsanto is going mad over the proposal.
[00:18:53.175 --> 00:19:00.885]  Which would also make them unable to label their productions as natural, naturally made, naturally grown, or all natural, if in fact they are not.
[00:19:01.305 --> 00:19:04.509]  It's a deceptive label you've probably already seen out there a great deal.
[00:19:04.590 --> 00:19:07.553]  It doesn't mean non-genetically modified, it just means...
[00:19:08.194 --> 00:19:10.015]  It has a flavor of naturalness to it.
[00:19:10.596 --> 00:19:18.922]  Anyway, for the corporation, it would seem that moving products and making money is much more a worthwhile venture than telling its consumers exactly what they are consuming.
[00:19:19.403 --> 00:19:30.992]  Another Natural News article cites the EPA study where GMO insecticide is approved and now is being responsible for killing off bees and contaminating the entire food chain.
[00:19:31.272 --> 00:19:40.534]  Meanwhile, a new study shows that the EPA-approved GMO insecticide is responsible for killing off bees and contaminating the entire food chain.
[00:19:40.934 --> 00:19:55.817]  Early last year, documents leaked were obtained by a Colorado beekeeper that exposed the EPA's illegitimate approval of clothianidin, a highly toxic pesticide manufactured by Bayer and the crop science department.
[00:19:56.377 --> 00:20:01.541]  The regulatory agency knew it was capable of killing off bees, but approved it anyway.
[00:20:01.862 --> 00:20:15.353]  Now a new study out of Purdue University in Indiana has not only confirmed this, but once again has shown that clothianidin is killing off bees, and its toxicity is systematic throughout the entire food chain.
[00:20:15.373 --> 00:20:19.617]  It could one day lead to the catastrophic destruction of the food supply.
[00:20:20.157 --> 00:20:31.944]  More hopeful reporting there, as South American leaders say the war on drugs has failed, that prohibition is not the correct strategy and it's destroying their economies and their hope for the future.
[00:20:31.964 --> 00:20:38.587]  The decision by Perez Molina to speak out against it is seen as highly significant and not without political risk.
[00:20:38.947 --> 00:20:48.653]  Polls suggest that the vast majority of Guatemalans oppose decriminalization, but Perez Molina's comments are seen as many as helping to usher in a new era of debate.
[00:20:49.013 --> 00:20:58.904]  They will be studied closely by foreign policy experts who detect that Latin American leaders are shifting their stance on prohibition following decades of drug wars that left hundreds of thousands dead.
[00:20:59.305 --> 00:21:02.368]  I believe it's more than 30,000 just in Mexico alone.
[00:21:02.749 --> 00:21:07.034]  Mexico's President Felipe Calderon has called for a national debate on the issue.
[00:21:07.414 --> 00:21:07.995]  Last year one
[00:21:09.076 --> 00:21:19.685]  Manuel Santos, Colombia's president, told the Observer if legalizing drugs curtailed the power of organized criminal gangs that had thrived during Prohibition, the world thinks that's the solution and I welcome it.
[00:21:19.946 --> 00:21:21.167]  But recall that the U.S.
[00:21:21.407 --> 00:21:28.473]  stopped Mexico from decriminalizing many drugs, including marijuana and cocaine, and steered them away from that as a solution.
[00:21:28.893 --> 00:21:29.154]  Why?
[00:21:29.574 --> 00:21:31.375]  Let's look back to the financial crisis.
[00:21:31.435 --> 00:21:35.356]  This was only one of many revelations to hit the news wires.
[00:21:35.736 --> 00:21:45.360]  Many others reporting at the risk of their lives, long before this stuff hit the news wires, that drug money saved the banks in the global crisis, claims a UN advisor.
[00:21:45.680 --> 00:21:49.463]  It also propped up the stock exchange in the years before the global crisis.
[00:21:49.843 --> 00:21:53.226]  Drug money worth billions of dollars kept the financial system afloat.
[00:21:53.546 --> 00:21:57.849]  At the height of the global crisis, the UN, drugs and crimes are told the observer.
[00:21:58.170 --> 00:21:58.750]  And look at it.
[00:21:59.651 --> 00:22:02.893]  Why do you think they're letting this stuff come across the border?
[00:22:02.913 --> 00:22:04.875]  Why do you think they're giving them immunity?
[00:22:05.115 --> 00:22:09.739]  Because it's going straight to Wall Street so they can launder it and prop up all the other scams they're running.
[00:22:10.439 --> 00:22:14.283]  Meanwhile, Patrick Henningsen has a report from a couple days ago.
[00:22:14.683 --> 00:22:15.904]  More furious, U.S.
[00:22:15.964 --> 00:22:20.769]  soldiers trafficking arms, drugs to DEA agents posing as Los Zetas.
[00:22:21.109 --> 00:22:27.095]  And of course, Rob Due and Patrick Henningsen are going to discuss this further on the other side of the break.
[00:22:27.675 --> 00:22:32.400]  But part of the story includes that they not only tried to trade these weapons and drugs,
[00:22:32.700 --> 00:22:52.340]  But they offered full combat training for more than 40 people they believe to be cartel members of Las Zetas and told them basically where they could steal guns and on and on and this is a bizarre case but it's strange because we know they've been protecting the Las Zetas cartel and yet they're stinging on these troops
[00:22:52.580 --> 00:22:52.740]  Yes.
[00:23:23.601 --> 00:23:29.306]  This evil institution has impoverished the people of the United States and has practically bankrupted our government.
[00:23:29.746 --> 00:23:33.929]  It has done this through the corrupt practices of the moneyed vultures who control it.
[00:23:34.250 --> 00:23:36.291]  And that's it for the InfoWars Nightly News.
[00:23:36.351 --> 00:23:43.477]  Don't forget to support us by subscribing at PrisonPlanet.tv and don't forget to check out our reporter contest as well.
[00:23:43.757 --> 00:23:48.922]  We're trying to find fresh new content and use Synergy to our advantage while we still have the internet available.
[00:23:49.162 --> 00:23:50.383]  We'll be back after this
[00:23:50.823 --> 00:24:03.773]  I'm announcing our biggest contest ever!
[00:24:04.814 --> 00:24:10.959]  And we're looking for people who love freedom and who want to be all-in in the resistance to tyrants.
[00:24:14.702 --> 00:24:16.984]  So you say you want to fight the New World Order.
[00:24:17.744 --> 00:24:19.646]  Why, if you were on the radio, if you were
[00:24:20.561 --> 00:24:23.902]  Alex Jones, you'd really kick some globalist ass.
[00:24:25.183 --> 00:24:26.243]  Well, here's your chance.
[00:24:27.063 --> 00:24:38.067]  We're hiring not one, but two new reporters whose reports are going to be on the radio, whose reports are going to be on the nightly news, who will even anchor the show.
[00:24:39.272 --> 00:24:46.257]  If you're ready, here's your chance to step into my shoes, and I hope you surpass what I've done.
[00:24:47.218 --> 00:24:55.783]  Two winners, $10,000 in prizes, and a shot to be a reporter inside the InfoWars.com Command Center.
[00:24:56.384 --> 00:25:00.427]  We're looking to hire one male reporter and one female reporter.
[00:25:01.644 --> 00:25:17.857]  And when you win, you win $5,000, your video gets seen by hundreds of thousands if not millions of people on YouTube, and you get put into the very front of the running to be hired as a reporter slash anchor right here in our operation.
[00:25:20.216 --> 00:25:22.658]  Do you have what it takes to be the next Info Warrior?
[00:25:23.559 --> 00:25:27.702]  The rules are posted below me here and at InfoWars.com.
[00:25:28.023 --> 00:25:29.063]  This is a big deal.
[00:25:29.664 --> 00:25:32.206]  You know, the globalists are expanding their global empire.
[00:25:32.606 --> 00:25:35.509]  But at the same time, the people are waking up all over the world.
[00:25:36.690 --> 00:25:38.832]  We've expanded our operations in the last year.
[00:25:39.172 --> 00:25:41.054]  We've added the nightly news five nights a week.
[00:25:41.374 --> 00:25:42.795]  We're making more special reports.
[00:25:43.215 --> 00:25:46.218]  We're reaching 15 million people every week.
[00:25:46.959 --> 00:25:48.420]  In a year, I want that to be 30 million.
[00:25:49.960 --> 00:25:51.620]  This is your chance to join the team.
[00:25:52.261 --> 00:25:53.781]  I want to see what you can do.
[00:25:54.541 --> 00:25:55.822]  But a big hint is this.
[00:25:56.562 --> 00:25:59.102]  Can your news piece make the news?
[00:26:00.383 --> 00:26:03.044]  Does it get people's attention?
[00:26:03.364 --> 00:26:04.684]  Does it educate people?
[00:26:04.904 --> 00:26:06.284]  Does it open minds?
[00:26:06.885 --> 00:26:13.126]  That's more important than being beautiful or speaking with perfect eloquence as an orator.
[00:26:14.387 --> 00:26:15.907]  All of that is important.
[00:26:17.062 --> 00:26:21.966]  But we're looking for people that have that magic spark, that fire of liberty in their heart.
[00:26:22.687 --> 00:26:24.388]  Because I want you to join our team.
[00:26:24.788 --> 00:26:29.992]  I want to give you a launch pad so you can really take off and engage the globalists.
[00:26:30.533 --> 00:26:36.437]  And if this works, we'll have contests all the time and we'll continue to build this operation.
[00:26:36.938 --> 00:26:44.084]  I'm involved in a talent search looking for people who have the fires of liberty burning in their hearts and their minds.
[00:26:45.290 --> 00:26:48.372]  You've got until April 30th to complete your news report.
[00:26:49.012 --> 00:26:51.253]  And then we'll announce the winners one week later.
[00:26:52.114 --> 00:26:54.215]  Are you gonna join the info war?
[00:26:54.835 --> 00:26:56.176]  Do you have what it takes?
[00:26:56.196 --> 00:26:57.957]  It's up to you.
[00:27:00.356 --> 00:27:03.777]  All serious entries will be posted on InfoWars.com.
[00:27:04.517 --> 00:27:05.398]  So everybody wins.
[00:27:06.138 --> 00:27:07.939]  You're getting the message of liberty out.
[00:27:08.399 --> 00:27:09.479]  And that's what really matters.
[00:27:10.219 --> 00:27:13.721]  But in the final equation, it's not about showing Alex Jones what you got.
[00:27:14.121 --> 00:27:21.063]  It's about showing the world and the globalist that no army can stop an idea whose time has come.
[00:27:21.923 --> 00:27:23.804]  Join me in the InfoWar.
[00:27:29.517 --> 00:27:31.819]  So you say you want to fight the Infowar.
[00:27:32.659 --> 00:27:35.381]  You say you want to go head up against the New World Order.
[00:27:36.121 --> 00:27:37.902]  You can do a better job than Alex Jones?
[00:27:38.963 --> 00:27:39.844]  I know you can.
[00:27:40.704 --> 00:27:43.406]  And here's your chance to prove your mettle.
[00:28:02.776 --> 00:28:03.059]  Yeah.
[00:28:10.896 --> 00:28:17.002]  I really enjoy it when the globalists try to poison us and, well, we resist them via a free market system.
[00:28:17.923 --> 00:28:19.464]  Hello, my fellow info warriors.
[00:28:19.644 --> 00:28:24.869]  Alex Jones here, introducing you to the ProPure family of gravity-fed filters.
[00:28:25.329 --> 00:28:32.276]  Now, you know that the globalists are filling our water with radioactive isotopes, fluoride, lead, mercury, arsenic.
[00:28:32.956 --> 00:28:42.321]  And one of the few systems that can efficiently and economically remove or reduce down to non-detectable levels these poisons are gravity-fed filters.
[00:28:42.762 --> 00:28:45.043]  And ProPure is the top of the line.
[00:28:45.543 --> 00:28:50.086]  Their filters are impregnated with silver, a natural antibiotic,
[00:28:50.766 --> 00:28:54.147]  On top of that, they're bigger so they filter faster.
[00:28:54.447 --> 00:28:57.548]  You don't have to prime these the first time you use them.
