[00:00:03.985 --> 00:00:04.025]  Oh,
[00:06:31.467 --> 00:06:33.028]  That sells all this.
[00:06:34.008 --> 00:06:38.551]  I don't just get on air and say something's a false flag, a self-inflicted wound, a staged event.
[00:06:41.732 --> 00:06:43.533]  Because not all events are staged.
[00:06:44.013 --> 00:06:51.557]  But when you have the UN Treaty set to be signed in the next week or two, Obama's not been clear.
[00:06:51.597 --> 00:06:53.718]  He said late July, early August.
[00:06:54.498 --> 00:06:57.820]  And they're talking about even if Congress doesn't ratify it, they're gonna try to implement it somehow.
[00:06:59.096 --> 00:07:00.316]  It's just the right thing to do.
[00:07:00.397 --> 00:07:02.357]  Even though Congress won't do it, I'm going to implement it.
[00:07:02.697 --> 00:07:04.038]  Kind of like he's done with carbon taxes.
[00:07:04.438 --> 00:07:09.860]  There are only a couple votes shy in the Senate of being able to ratify the U.N.
[00:07:11.181 --> 00:07:17.823]  Small Arms Ban Treaty that even Forbes admits registers all your guns and then allows for confiscation.
[00:07:17.863 --> 00:07:20.664]  I had Bob Dacey in yesterday reading from the U.N.
[00:07:20.784 --> 00:07:24.125]  and from the treaty writers of how they would implement and what it meant.
[00:07:24.586 --> 00:07:27.667]  And saying in those documents, that video's up at Infowars.com,
[00:07:28.871 --> 00:07:30.252]  The history of UN gun control.
[00:07:30.913 --> 00:07:32.434]  Gun restrictions is the name of the video.
[00:07:33.635 --> 00:07:39.679]  That they say at the end we're going to use this as an arms treaty so it's legally binding to go after individual firearms.
[00:07:40.099 --> 00:07:42.841]  So you've got that coming up in the next two weeks.
[00:07:46.004 --> 00:07:51.928]  Just like they were trying to pass more gun bans in 99 and then magically Columbine happens in April.
[00:07:52.769 --> 00:07:53.749]  One week before the votes.
[00:07:55.451 --> 00:07:57.032]  We're talking miles from where this happened.
[00:07:59.162 --> 00:08:00.842]  You've got all the other issues.
[00:08:00.882 --> 00:08:07.084]  The guy's always wearing a mask, whether it's these staged events the Russian government's been caught doing to bring in police state shootings.
[00:08:07.484 --> 00:08:13.386]  You have somebody drugged up, your people do the shooting, then they disappear, then they grab the patsy.
[00:08:13.746 --> 00:08:15.186]  The patsy's drugged out of their mind.
[00:08:15.566 --> 00:08:27.089]  Or sometimes, just like the underwear bomber was gotten on the plane by the State Department, that's C-SPAN, that's the Undersecretary of State admitting an unnamed agency told us give him a visa, even though he didn't have a passport, get him on the plane.
[00:08:29.807 --> 00:08:33.270]  We had a witness, day one, Kurt Askel, the lawyer, who saw this happen.
[00:08:34.251 --> 00:08:38.394]  And then a month after he told us here on the air, and broke that, it got confirmed.
[00:08:40.335 --> 00:08:42.797]  Underwear bomber, gotten on the plane by British intelligence.
[00:08:43.057 --> 00:08:44.699]  Head of the 7-7 bombing, a SWAT.
[00:08:45.299 --> 00:08:47.581]  On record, MI6, London Telegraph, Fox News.
[00:08:48.041 --> 00:08:51.124]  Amarillo Lockheed, number three in Al Qaeda, hanging out with the Pentagon.
[00:08:51.144 --> 00:08:52.405]  Fox News, AP, Reuters.
[00:08:54.494 --> 00:08:58.836]  My point is, is that I worked with Watson right before we went live on air.
[00:08:58.856 --> 00:09:12.041]  We're doing another article right now, breaking down the 10 points that directly link this to false flag.
[00:09:15.122 --> 00:09:16.203]  Because there's at least 10 of them.
[00:09:18.035 --> 00:09:21.138]  This is where the shadow government is based, is in and around Denver.
[00:09:21.538 --> 00:09:22.839]  They control the police there.
[00:09:23.420 --> 00:09:26.182]  Harrison Kleibold of Columbine reportedly got 127 bombs.
[00:09:26.222 --> 00:09:28.024]  That's CBS News.
[00:09:28.164 --> 00:09:28.524]  Look it up.
[00:09:29.986 --> 00:09:32.388]  Into the building that day, the school was half empty.
[00:09:32.428 --> 00:09:33.449]  The police stood down.
[00:09:34.650 --> 00:09:36.331]  The police didn't respond for hours.
[00:09:36.752 --> 00:09:38.754]  People reported up to four different shooters.
[00:09:39.174 --> 00:09:43.098]  They wouldn't release the tape for over a year and only released selected clips, even though they were wearing masks.
[00:09:43.919 --> 00:09:48.943]  They shot a video of attacking the school months before that was school-sponsored.
[00:09:49.243 --> 00:09:51.505]  Their parents were both in high-level black ops.
[00:09:51.745 --> 00:09:55.608]  They were both on serotonin reuptake inhibitors.
[00:09:55.968 --> 00:09:57.149]  It all had the same MO.
[00:09:59.204 --> 00:10:00.746]  Of a black op, of a staged event.
[00:10:00.766 --> 00:10:14.963]  And remember, Sirhan Sirhan, the LAPD and the coroner said didn't shoot RFK, and it did come out who shot him with his security detail, who was known CIA, who'd been assigned to the detail that day, behind him with a different caliber.
[00:10:15.444 --> 00:10:17.527]  The audio acoustics, all of it, the witnesses.
[00:10:18.874 --> 00:10:20.974]  Sarand Sarand was given an amnesic.
[00:10:21.374 --> 00:10:30.916]  They give you an amnesic just like Baroness Vanderloob who supposedly firebombed the Reichstag February 27th, 1933 to bring in martial law in Germany.
[00:10:33.697 --> 00:10:37.257]  He was found naked and drugged and didn't know if he'd set fire to the building.
[00:10:37.277 --> 00:10:40.538]  Like he was going to run around the Capitol building and set more than 14 fires in it.
[00:10:40.578 --> 00:10:42.618]  And Herman Goering though, don't worry, caught him and stopped him.
[00:10:42.978 --> 00:10:46.479]  The big hero who later came out and declassified documents was the one behind it.
[00:10:47.537 --> 00:10:52.879]  They just finally released the investigations that happened during Nuremberg.
[00:10:52.899 --> 00:10:55.639]  Those have been classified, but a lot of authors and researchers already knew.
[00:10:55.659 --> 00:10:57.360]  A few years ago, they released those.
[00:10:57.400 --> 00:11:00.781]  The point is, Hitler started World War II with Poland.
[00:11:01.621 --> 00:11:03.582]  Mainline textbooks just say, oh, he just attacked Poland.
[00:11:03.602 --> 00:11:06.623]  No, actually, he attacked military bases along the border.
[00:11:07.623 --> 00:11:16.307]  His own military bases dressed up prisoners as Polish troops and as German troops, shot them up, and then shot newsreel footage and said Poland had attacked Germany.
[00:11:16.767 --> 00:11:21.309]  With their World War I, pre-World War I military, it was horse-drawn carriages.
[00:11:22.190 --> 00:11:23.110]  And guys with swords.
[00:11:23.430 --> 00:11:23.890]  Yeah, right.
[00:11:24.691 --> 00:11:28.813]  Most powerful military in the world at that time was German military built in secret, pretty much.
[00:11:29.473 --> 00:11:30.393]  Secret rearmament.
[00:11:30.934 --> 00:11:31.554]  Rolled out.
[00:11:33.359 --> 00:11:40.883]  Taking Danzig and other areas that have been taken by France at the end of World War I and then they go into Poland and split it up with Uncle Joe Stalin.
[00:11:42.764 --> 00:11:49.067]  All done by a fake news story and shooting a few real people and then saying that they had attacked.
[00:11:49.087 --> 00:11:51.368]  Okay, that's how this is done.
[00:11:51.828 --> 00:11:53.249]  But so you can have a good patsy.
[00:11:54.502 --> 00:12:02.085]  Like what you had with Giffords and Judge Roll, who were investigating, we've now confirmed, Fast and Furious.
[00:12:02.145 --> 00:12:03.865]  They were going to come out bipartisan together.
[00:12:04.146 --> 00:12:05.266]  They've got to be dealt with.
[00:12:05.586 --> 00:12:14.649]  Out comes a guy who was admittedly taking hallucinogens every day for years, hanging out with weird people, and had disappeared and told people he was under mind control.
[00:12:14.969 --> 00:12:16.390]  He shows up and shoots two people.
[00:12:17.650 --> 00:12:18.891]  They try to link him to the Tea Party.
[00:12:19.211 --> 00:12:20.812]  Then it turns out he was a
[00:12:22.176 --> 00:12:45.906]  out of his mind person who was a Democrat but that's again ladies and gentlemen we're now being told by ABC and others oh he could be a Democrat or no he's Tea Party and within hours we predicted this Paul Watson wrote an article this morning that's linked up on the right hand side of DrugsReport.com right now
[00:12:49.847 --> 00:13:06.459]  Dark Knight shooting to be exploited for political grist, and then over the next few hours, AP, Reuters, CNN, Bloomberg, all of them coming out saying Obama and Romney both need to call to restrict guns.
[00:13:06.559 --> 00:13:08.661]  By the way, Romney has supported that in the past.
[00:13:10.282 --> 00:13:18.088]  Now he says he doesn't, but now they're saying maybe this will give them the political courage to restrict people's Second Amendment.
[00:13:22.432 --> 00:13:24.813]  There's our article to be exploited for political grist under it.
[00:13:24.914 --> 00:13:25.774]  ABC News?
[00:13:28.136 --> 00:13:28.716]  Right under.
[00:13:29.456 --> 00:13:30.077]  Needs that.
[00:13:30.777 --> 00:13:32.078]  Already linking Tea Party.
[00:13:32.818 --> 00:13:33.879]  But backtracks now.
[00:13:34.299 --> 00:13:35.200]  Turns out he's a Democrat.
[00:13:35.540 --> 00:13:36.040]  Breitbart.
[00:13:36.080 --> 00:13:36.361]  Shooter.
[00:13:36.401 --> 00:13:37.761]  May be registered Democrat.
[00:13:37.821 --> 00:13:38.202]  CNN.
[00:13:38.222 --> 00:13:40.403]  Piers Morgan calls for gun control.
[00:13:40.663 --> 00:13:41.164]  Bloomberg.
[00:13:41.384 --> 00:13:44.285]  What are Obama and Romney going to do about guns?
[00:13:44.746 --> 00:13:51.310]  Not about a totally sick society.
[00:13:53.203 --> 00:13:53.963]  That we see.
[00:13:55.124 --> 00:13:56.825]  And by the way, the London Telegraph got it right.
[00:13:56.865 --> 00:13:59.106]  They had a 12-month-old baby in there.
[00:13:59.666 --> 00:14:03.288]  They had little kids in there, six-year-olds in there, four-year-olds in there.
[00:14:03.308 --> 00:14:05.269]  A 12-year-old got shot and killed.
[00:14:06.009 --> 00:14:08.390]  The shooter reportedly shot a baby at point-blank range.
[00:14:09.511 --> 00:14:13.692]  All of this right before the treaty that's stalling in the Senate.
[00:14:14.013 --> 00:14:16.854]  Obama's about to sign it, and now he gets to be the hero.
[00:14:17.094 --> 00:14:18.575]  And by the way, don't worry.
[00:14:19.656 --> 00:14:23.239]  Don't worry, I have a guy like, dressed up like Bane shows up and does all this.
[00:14:23.720 --> 00:14:36.491]  Shooting imitates scene from 1986 Batman comic book where a guy in a mask like Bane shows up and shoots a bunch of people at a movie theater and then they blame Batman.
[00:14:36.831 --> 00:14:38.533]  Oh, and see the movie's now being blamed.
[00:14:39.213 --> 00:14:41.716]  Obama leads prayer moment of silence.
[00:14:42.901 --> 00:14:44.922]  Supporters chant four more years.
[00:14:45.642 --> 00:14:47.863]  Yes, this is the false flag rollout.
[00:14:47.923 --> 00:14:50.544]  And if you don't believe it, I got a bridge I'm ready to sell you.
[00:14:50.865 --> 00:15:03.330]  Ladies and gentlemen, we have a nine and a half minute video up at InfoWars.com where I predicted Obama would do something like this.
[00:15:04.471 --> 00:15:05.011]  It's incredible.
[00:15:05.782 --> 00:15:15.770]  Now we're going to flash back to a video that Alex Jones put together just a couple of weeks ago where he has analysis and predictions of the new Batman movie.
[00:15:16.071 --> 00:15:20.454]  The video you're about to watch was actually recently censored by YouTube.
[00:15:20.675 --> 00:15:24.838]  It was blocked inside the United States on copyright claims.
[00:15:26.215 --> 00:15:37.803]  Filed by Warner Brothers, despite its having, you know, we only use short promotional clips, and it clearly fell in within the Fair Use Guidelines and First Amendment free speech rights.
[00:15:38.343 --> 00:15:39.424]  But let's try it again.
[00:15:39.444 --> 00:15:41.245]  This is called Leaked.
[00:15:41.905 --> 00:15:45.388]  The Dark Knight Rises on the InfoWars Nightly News.
[00:15:54.744 --> 00:15:58.589]  One of the most anticipated movies in a long time is about to come out.
[00:15:59.190 --> 00:16:00.692]  The Dark Knight Rises.
[00:16:01.293 --> 00:16:08.864]  Get ready because we are going to leak, spoil, and decode the new Batman film that's coming out.
[00:16:13.595 --> 00:16:17.201]  We're gonna get into the meaning behind the meaning, the secrets behind the secrets.
[00:16:17.762 --> 00:16:25.173]  But first understand, this is one of the most successful propaganda franchises out there, selling tyranny.
[00:16:26.417 --> 00:16:36.223]  For all of you that say it's just a movie, for more than 50 years the Department of Defense has paid and financed for most major action films.
[00:16:36.844 --> 00:16:44.628]  They all have a unified propaganda message, shelling you on the idea that you're powerless.
[00:16:45.629 --> 00:16:53.255]  And that you can't protect yourself, only shadowy groups, by violating your rights and liberties, can keep you safe.
[00:16:53.796 --> 00:17:04.825]  Throughout the Batman franchise, any vigilantes, other than Batman, are powerless, pathetic, fat, stupid, or psychopathic.
[00:17:06.066 --> 00:17:12.411]  To understand the conclusion of the Dark Knight series, we first have to go back to the beginning.
[00:17:13.757 --> 00:17:22.662]  In Batman Begins, a secret society known as the League of Shadows, led by Ra's al Ghul, played by Liam Neeson.
[00:17:23.678 --> 00:17:32.408]  ...seeks to put a poisonous psychotropic drug in the water supply to drive Gotham, the archetypal New York, into total insanity.
[00:17:32.928 --> 00:17:35.691]  Then he will bring order out of the chaos.
[00:17:36.452 --> 00:17:43.941]  And as all informed people know, governments have been fluoridating water supplies for more than 60 years, causing brain damage and cancer.
[00:17:45.171 --> 00:17:50.896]  So we see here in the first installment a revelation of the method or the power structure showing you how they operate.
[00:17:51.236 --> 00:17:55.599]  That there are secret societies that manipulate for good and bad.
[00:17:56.080 --> 00:18:07.069]  Bruce Wayne, the aristocrat, the banker, the globalist has his secretive system and then there's the evil outlanders trying to come in and take over.
[00:18:08.931 --> 00:18:13.675]  In part two, Batman the Dark Knight, we're introduced to the Joker.
[00:18:14.275 --> 00:18:16.897]  Now let's analyze the underlying messages here.
[00:18:18.298 --> 00:18:25.864]  He is a non-conformist, a libertarian type who makes his own clothes and burns money.
[00:18:25.884 --> 00:18:27.165]  Nothing.
[00:18:27.945 --> 00:18:30.667]  No matches on prints, DNA, dental.
[00:18:31.028 --> 00:18:32.589]  Clothing is custom, no labels.
[00:18:33.274 --> 00:18:37.940]  He doesn't go along with the mainline, consumerist, corporate culture.
[00:18:38.401 --> 00:18:48.415]  And so, he's got to be a murdering psychopath who enjoys blowing up hospitals, bridges, ships, and killing police officers.
[00:18:50.165 --> 00:19:11.662]  But our hero, the rich banker industrialist Bruce Wayne, have developed a system to hack into cell phones and use them to create a sonar system that can give them a three-dimensional view of what's happening by using Defense Department technology they were developing to hack into all the cell phones and use them as audio
[00:19:12.282 --> 00:19:21.215]  Microphone systems, they're able to save the city because they violate everyone's rights and spy on them without warrants.
[00:19:22.357 --> 00:19:27.364]  So again, it aids and abets and gives comfort to criminal elements in the NSA.
[00:19:28.746 --> 00:19:39.196]  Who on record are spying on the American people and using all of our appliances from smart meters to computers to smartphones to spy on us.
[00:19:39.737 --> 00:19:43.020]  All of it is pro-tyranny propaganda.
[00:19:44.642 --> 00:19:47.124]  We now move from Part 2 to Part 3.
[00:19:47.224 --> 00:19:49.367]  The Dark Knight Rises.
[00:19:50.970 --> 00:19:53.472]  So let's start decoding The Dark Knight Rises.
[00:19:54.132 --> 00:19:56.354]  Number one, look at the name.
[00:19:56.454 --> 00:19:58.515]  The Dark Knight Rises.
[00:19:59.476 --> 00:20:02.658]  And we're told that he's willing to give it all up.
[00:20:03.059 --> 00:20:05.240]  You've given them everything.
[00:20:05.500 --> 00:20:07.282]  Not everything.
[00:20:08.042 --> 00:20:09.363]  Not yet.
[00:20:09.903 --> 00:20:11.765]  Oh, you've already given these people so much.
[00:20:12.350 --> 00:20:13.971]  I haven't given everything.
[00:20:13.991 --> 00:20:27.939]  So he's this Christ figure, this dark Christ who is fighting the evil secret society led by Bane, who is coming to destroy Babylon, the beautiful city.
[00:20:28.953 --> 00:20:30.494]  Here's a few juicy spoilers.
[00:20:31.394 --> 00:20:34.195]  Batman gets his back broken in a fight with Bane.
[00:20:34.975 --> 00:20:45.740]  At the end, as Bane is dying, we learn that he's a Darth Vader character who can't survive without the mask, which is the recurring cyborg archetype that humanity can't live without machines.
[00:20:47.160 --> 00:20:48.101]  Who is Bane?
[00:20:48.501 --> 00:20:49.982]  He's a symbolic demon.
[00:20:50.602 --> 00:20:51.362]  A destroyer.
[00:20:51.682 --> 00:20:53.683]  A symbol of the Hegelian dialectic.
[00:20:54.623 --> 00:20:55.644]  Order out of chaos.
[00:20:57.148 --> 00:20:59.830]  To the conscious mind, these symbols don't register.
[00:21:00.411 --> 00:21:05.656]  To the subconscious, they are clear commands, just like you're a computer.
[00:21:08.206 --> 00:21:16.849]  The power of Hollywood, the power of images, the program the mind is not debated and the Pentagon and Madison Avenue know that.
[00:21:17.209 --> 00:21:31.293]  Remember back in 1975 when for more than two years the beaches were almost empty in the United States and areas of Europe and Australia because people were so scared that a giant shark was going to eat them?
[00:21:32.353 --> 00:21:35.676]  Psychological warfare chiefs certainly paid attention to that.
[00:21:36.217 --> 00:21:51.392]  Even though on average less than five people die a year from great white shark attacks worldwide, people would not go in the water and were demanding shark patrols and more lifeguards for a non-existent threat.
[00:21:51.872 --> 00:21:53.374]  And that's what these movies do.
[00:21:53.914 --> 00:21:55.476]  Not just these Batman films.
[00:21:56.161 --> 00:22:10.782]  Every one of these films has terrorists blowing up major cities constantly to create the psychological illusion that there's big sharks out there that want to eat you and there's terrorists under every table that want to attack you and your family.
[00:22:11.423 --> 00:22:14.284]  And you notice at the end of Jaws, the shark has been killed.
[00:22:14.764 --> 00:22:15.564]  He's been defeated.
[00:22:16.004 --> 00:22:18.724]  But still, the beaches remained empty.
[00:22:19.444 --> 00:22:21.905]  You are being subconsciously programmed.
[00:22:22.205 --> 00:22:34.987]  When you go in one of these movies and just turn yourself over to it and suspend a disbelief, you become a willing victim to have your mind literally programmed in that key fear state.
[00:22:35.687 --> 00:22:40.368]  Because when the mind is in that fear state, it is wide open to be reprogrammed.
[00:22:40.988 --> 00:22:44.009]  And now in the new film, we see the football game blown up.
[00:22:44.429 --> 00:22:46.630]  We see the police helpless.
[00:22:47.430 --> 00:22:59.474]  If the state doesn't take every right we've got, and turn our children against us, and set up highway checkpoints, and launch 30,000 armed drones, and listen to our phone calls, then none of us are safe.
[00:23:00.034 --> 00:23:07.217]  Because the non-existent threat of Osama Bin Laden, and Al-Syedah, and Bane are gonna get us.
[00:23:08.766 --> 00:23:16.664]  The key to understanding why the social engineers want males in an arrested development junior high mentality state is simple.
[00:23:18.086 --> 00:23:34.969]  Through thousands of films and video games, we are bombarded with the idea that threats always come in the form of a giant evil monster or terrorist who openly announces themselves, not through slow cultural death.
[00:23:35.970 --> 00:23:42.091]  And men are presented with an idea of Arnold Schwarzenegger, the Herculean figure, or somebody like Batman.
[00:23:43.214 --> 00:23:47.877]  Defeating the enemy all by themselves because the public is powerless.
[00:23:48.898 --> 00:23:52.340]  That's why now when I talk to so many men, they say, Oh, you're such a hero.
[00:23:52.400 --> 00:23:54.002]  You go out and confront politicians.
[00:23:54.022 --> 00:23:56.063]  You go out and, you know, fight for freedom.
[00:23:56.343 --> 00:23:57.304]  I'm glad you're there.
[00:23:57.544 --> 00:23:58.164]  What do you mean?
[00:23:58.304 --> 00:23:59.745]  I'm just an average person like you.
[00:24:00.706 --> 00:24:03.368]  We're not fighting big green Martians from Mars.
[00:24:03.629 --> 00:24:09.754]  We're not fighting, you know, shadowy groups like Bain, unless you talk about the private Federal Reserve that's hijacked this country.
[00:24:10.174 --> 00:24:12.636]  We're fighting the New World Order.
[00:24:13.236 --> 00:24:25.226]  We're fighting a corporate takeover system with regulations and red tape that doesn't announce itself as an enemy, but it just oozes in with bureaucracy to dominate and usurp our lives.
[00:24:25.507 --> 00:24:29.350]  We're fighting the UN and Agenda 21 and a federal government
[00:24:29.770 --> 00:24:32.952]  Bought and paid for by foreign interest engaging in treason.
[00:24:34.332 --> 00:24:47.558]  When you're conscious or awake, aware, watching, when you don't suspend your disbelief, you see the programming, the manipulation, the hypnotic suggestions right there like it's written on the wall.
[00:24:48.178 --> 00:24:55.662]  But when you're unconscious, like a general population, you are wide open to be victimized by this programming.
[00:24:56.442 --> 00:25:00.524]  Hey, I like a good action, adventure, and movie as much as the next person.
[00:25:00.544 --> 00:25:05.027]  There's nothing wrong with enjoying a film if you're aware of the implanted images.
[00:25:06.088 --> 00:25:10.871]  But it's important that people become conscious of the manipulation that's going on.
[00:25:11.291 --> 00:25:23.358]  So please, share this presentation with your friends and family, and visit InfoWars.com forward slash Batman, where we've posted some other examples of brainwashing that are taking place in our culture.
[00:25:23.658 --> 00:25:35.061]  Now, Alex Jones will be posting updates on this story all weekend long as the story develops, so be sure to check out Infowars.com for updates as they happen.
[00:25:35.361 --> 00:25:48.204]  Now, meanwhile, earlier we were talking about Mayor Bloomberg, and within hours of the shooting, the New York Mayor rushed to exploit the tragedy and try to crush our right to self-defense.
[00:25:48.725 --> 00:25:54.039]  With more on this story, we now take you to InfoWars, Nightly News reporter David Ortiz.
[00:25:58.766 --> 00:25:59.567]  Thank you, Darren.
[00:25:59.787 --> 00:26:00.948]  I'm David Ortiz.
[00:26:01.748 --> 00:26:13.078]  In the hours, days, and weeks ahead, we can expect a concerted attack on the right to own firearms and the Second Amendment in response to the shooting in Colorado last night.
[00:26:13.618 --> 00:26:21.165]  Proponents of disarming the public will argue that restricting the right to own firearms will prevent mass murders and violence.
[00:26:21.705 --> 00:26:23.286]  But here's something they will not tell you.
[00:26:24.227 --> 00:26:28.289]  The chance you will be a victim of a mass shooting is at best minuscule.
[00:26:29.069 --> 00:26:37.493]  According to the Bureau of Justice Statistics, the proportion of homicide incidents involving two victims has increased slightly from 2.7% in 1980 to 3.7% in 2008.
[00:26:44.156 --> 00:26:49.198]  So basically, within about a 30-year window, that number has barely increased.
[00:26:49.918 --> 00:26:50.999]  Here are some more numbers.
[00:26:51.479 --> 00:27:00.342]  According to the Bureau of Justice Statistics, 3.7% of all homicides involved two victims, 0.5% involved three victims, 0.2% involved four victims, and 0.1% involved five or more victims.
[00:27:00.363 --> 00:27:01.743]  So obviously, mass murders
[00:27:11.827 --> 00:27:17.368]  Um, are rarely happening, yet they continue to want to gun-grab the government.
[00:27:18.028 --> 00:27:25.689]  Moreover, the homicide rate in the United States has declined sharply in recent years from 9.3 homicides per 100,000 in 1992 to 4.8 homicides per 100,000 in 2010.
[00:27:25.869 --> 00:27:29.630]  So this is obviously far from an epidemic, yet the government wants control of your guns.
[00:27:41.778 --> 00:27:42.859]  And here's one of the reasons why.
[00:27:42.879 --> 00:27:44.240]  I'm going to give you some quick stories.
[00:27:44.840 --> 00:27:50.865]  A 71-year-old recently was at a gaming cafe in Florida.
[00:27:51.606 --> 00:27:54.388]  Two intruders came in, one with a bat, one with a gun.
[00:27:54.428 --> 00:27:55.729]  They wanted to rob the place.
[00:27:56.529 --> 00:28:00.392]  He shot a gun, and the perpetrators ran away.
[00:28:00.752 --> 00:28:07.618]  And as a result, one bystander says, I think he is wonderful for doing what he did, for protecting us.
[00:28:07.658 --> 00:28:09.959]  And that could actually be seen on YouTube, from what I'm told.
