[00:00:03.499 --> 00:00:03.959]  Welcome back.
[00:01:36.473 --> 00:01:48.778]  And I was charged with possession with intent to distribute and from the very beginning I said I was taking it all the way to a jury trial and I was invoking a jury nullification defense.
[00:01:48.838 --> 00:01:52.179]  The first trial in May of 2012, I got a hung jury.
[00:01:55.181 --> 00:02:10.130]  The prosecution elected to retry me again, and we just had that trial in October 2012, and I got a 12-0 verdict of not guilty.
[00:02:10.270 --> 00:02:19.996]  The first trial was a 7-5 hung jury, and so I really felt really vindicated when I got the 12-0 not guilty.
[00:02:20.056 --> 00:02:23.719]  You've been an activist for Feature for quite a while, haven't you?
[00:02:24.574 --> 00:02:26.694]  Yes, for at least 15 years.
[00:02:26.714 --> 00:02:32.156]  I think I first started openly talking about jury nullification in the 90s.
[00:02:33.156 --> 00:02:35.296]  I had a trial back in 2000.
[00:02:36.076 --> 00:02:42.978]  I went well into the third day of trial and then I succumbed to a really lenient plea offer also.
[00:02:43.038 --> 00:02:49.139]  I was facing 20 years that time and right in the middle of my trial, you know, I had a
[00:02:49.799 --> 00:03:11.295]  One juror started crying and saying she couldn't put me in prison and another juror was shaking her head every time I talked and the prosecution realized that I was going to get a hung jury that time and offered me a plea deal that I took and I always regretted it and I said if I was ever in that situation again that I wouldn't take a plea ever again.
[00:03:13.796 --> 00:03:24.223]  I've known for a long time that I don't care where you go, if you get 12 people and you get to argue that the law is wrong and not you, then you're going to get someone on the jury who believes that.
[00:03:24.883 --> 00:03:26.384]  We all know what the statistics are.
[00:03:26.744 --> 00:03:31.407]  At this point it's over 50% of Americans believe that marijuana should be legal.
[00:03:31.667 --> 00:03:38.932]  So if you can get to argue before a jury of 12 people, chances are you're going to get at least 6 of them.
[00:03:39.232 --> 00:03:42.295]  You know, like I said, the first time I went to trial I got 7-5.
[00:03:43.376 --> 00:03:44.697]  This last time I got 12-0.
[00:03:44.817 --> 00:03:56.807]  But I think this message about jury nullification and arguing to the jury that the law was wrong and not you, to say you didn't do anything wrong, like admit to everything and then say you didn't do anything wrong.
[00:03:57.247 --> 00:04:01.050]  And I believe that that's the key to our success.
[00:04:01.130 --> 00:04:01.671]  We can win.
[00:04:01.691 --> 00:04:02.391]  We can win this.
[00:04:03.152 --> 00:04:05.740]  Juries were designed for people who founded this country.
[00:04:05.780 --> 00:04:09.371]  They realized that citizens needed to watch each other's back.
[00:04:09.887 --> 00:04:12.069]  And there's all kinds of quotes from Patrick Henry and other people.
[00:04:12.089 --> 00:04:13.530]  I mean, this is not anything new.
[00:04:14.570 --> 00:04:17.152]  It's something that's been taken away from us for some time.
[00:04:17.192 --> 00:04:26.399]  And a lot of Americans don't realize that we've always had this as a legal, traditional way to secure each other's liberties.
[00:04:26.759 --> 00:04:35.285]  A lot of people don't realize that because of the lying and the intimidation that's done by judges and the court system towards jurors and towards defendants.
[00:04:35.325 --> 00:04:39.088]  You know, they offer the carrot of plea bargaining to the defendants and then they
[00:04:39.908 --> 00:04:48.751]  Uh, they lie to the jurors and tell them that they have to judge the facts, that they can't think about the case, and then they intimidate lawyers who want to try to use that as a defense.
[00:04:48.791 --> 00:04:53.593]  But, now in your case, did you act as your own lawyer, or did you find a lawyer that would speak up about that?
[00:04:54.238 --> 00:04:55.800]  No.
[00:04:55.880 --> 00:04:59.604]  That's a hard thing to find a lawyer who will argue nullification.
[00:05:00.024 --> 00:05:02.026]  So I had to represent myself.
[00:05:02.086 --> 00:05:04.909]  I was forced to represent myself because of that.
[00:05:04.989 --> 00:05:07.492]  Because no lawyer is going to argue that.
[00:05:07.732 --> 00:05:08.112]  That's right.
[00:05:08.132 --> 00:05:08.813]  That's right.
[00:05:08.833 --> 00:05:10.415]  Well now, I don't know if you're aware of it, but
[00:05:11.184 --> 00:05:21.427]  New Hampshire has just passed a law earlier this year where a judge cannot punish a lawyer for telling the jury that they can judge the law as well as the facts of the case.
[00:05:21.907 --> 00:05:32.871]  So that's moving it towards that way, but the amazing thing is that in many, many states, it's written in the state constitution that the function of jurors is to judge not just the facts of the case, but to judge the law.
[00:05:33.618 --> 00:05:38.082]  Yes, you know, I think that was the greatest tactic in my trial.
[00:05:38.462 --> 00:05:46.889]  The fact that all I did was I wrote New Jersey Constitution, Article 1, Paragraph 6, on a big poster board.
[00:05:46.909 --> 00:05:51.152]  And I put it right in front of the jurors, and I read it.
[00:05:51.392 --> 00:05:55.936]  And the first trial, the judge tried to stop me.
[00:05:55.976 --> 00:05:57.838]  We had an open argument in front of the jury.
[00:05:58.198 --> 00:06:02.882]  And then he allowed me to read it because I was like, why can't I read the Constitution to the jurors?
[00:06:04.503 --> 00:06:08.888]  He allowed me to read it, but when I tried to repeat it two or three times, he wouldn't let me do it.
[00:06:08.948 --> 00:06:16.957]  The second trial, not only did I read it, I kept referring to it, and I left it sitting right there in front of him the entire three days of the trial.
[00:06:17.458 --> 00:06:19.300]  That poster sat right in front of him.
[00:06:19.620 --> 00:06:22.964]  And I'll tell you what New Jersey Constitution Article 1, Paragraph 6 says.
[00:06:23.965 --> 00:06:30.970]  It says, in all prosecutions or indictments, and that's what I was doing, I was being, I was indicted and I was being prosecuted.
[00:06:31.411 --> 00:06:41.918]  So it says, in all indictments or prosecutions, the truth may be given as evidence to the jurors and the jury may determine the law as well as the facts.
[00:06:42.899 --> 00:06:45.580]  And that's the case I was putting on.
[00:06:45.600 --> 00:06:53.824]  That if a jury has a right to determine the law as well as the facts, then I'm arguing the law is wrong, not I. I didn't do anything.
[00:06:54.144 --> 00:06:57.025]  What I told the jury was I felt like I was the victim.
[00:06:57.946 --> 00:07:07.430]  And during the voyeur, the questioning of the jury before they were picked, several of them expressed their misgivings about the war on drugs.
[00:07:08.470 --> 00:07:11.652]  There were a couple questions that were asked specifically about marijuana.
[00:07:12.952 --> 00:07:21.316]  You know, the prosecutor would have used up all of his challenges in the first 15 people if he was allowed to.
[00:07:21.356 --> 00:07:23.276]  So what happened was he got overwhelmed.
[00:07:23.677 --> 00:07:30.159]  He didn't have enough challenges to get rid of all the people that had positive opinions or opinions similar to mine.
[00:07:30.479 --> 00:07:33.601]  I have a bone cancer condition.
[00:07:34.961 --> 00:07:38.925]  That the law that I was being prosecuted under didn't allow at all.
[00:07:40.066 --> 00:07:45.491]  There was no medical exemptions to our criminal statutes in New Jersey.
[00:07:45.951 --> 00:07:53.618]  So just the fact that I was able to talk about my personal medical problems and how I use marijuana despite the law.
[00:07:54.139 --> 00:07:56.361]  I basically said I disregarded the law all the time.
[00:07:57.000 --> 00:07:58.581]  I really appreciate you talking to us.
[00:07:58.702 --> 00:07:59.422]  We're out of time.
[00:07:59.682 --> 00:08:05.287]  Whether it's elections, or whether it's jury nullification, or whether it's speaking out when you're unjustly singled out.
[00:08:05.347 --> 00:08:08.390]  And there are ways, besides elections, that we can keep our freedoms.
[00:08:08.690 --> 00:08:09.871]  That's it for our show tonight.
[00:08:10.291 --> 00:08:10.892]  I'm David Knight.
