[00:00:04.189 --> 00:00:04.612]  Oh, yeah.
[00:03:47.893 --> 00:03:50.036]  That's what federal prosecutors are pushing for.
[00:03:50.677 --> 00:04:02.633]  And yet, you've got former Penn State football coach Jerry Sandusky who molested 10 boys over a 15-year period, which amounted to dozens of charges, and they only gave him 30 years.
[00:04:03.846 --> 00:04:07.490]  So, which crime here is doing more harm to society?
[00:04:07.550 --> 00:04:13.456]  A man who is legally in his state giving out medicine to people who are sick to try and give them reprieve from cancer?
[00:04:13.977 --> 00:04:19.062]  Or a man who has sexually assaulted boys for years and they have to live with that for the rest of their lives?
[00:04:19.423 --> 00:04:21.825]  And this is what our government considers justice.
[00:04:22.486 --> 00:04:23.647]  It's really a travesty.
[00:04:24.207 --> 00:04:31.553]  And continuing on with government travesties, the TSA is now honoring employees for their outstanding performance.
[00:04:31.633 --> 00:04:38.579]  Apparently in Hawaii there was an awards ceremony and the TSA gave people awards for their glorious service.
[00:04:39.740 --> 00:04:48.887]  The spokesperson said that it's been 10 years since the TSA took over security at the airports, and a lot of people who rolled out the operation are still with the firm.
[00:04:49.267 --> 00:04:57.754]  Well, you know who isn't with the firm would be all of the outed thieves, drug dealers, child molesters, kidnappers, and rapists who, while working at the TSA, committed those crimes.
[00:04:58.435 --> 00:05:07.322]  And all of the people who quit working at the TSA because they refused to molest people and try to enforce Americans into this government, indoctrination into this government control program.
[00:05:08.363 --> 00:05:13.184]  But at least we can all rest assured that the TSA is keeping us safe from terrorists, right?
[00:05:13.744 --> 00:05:18.085]  Well, unfortunately we can't do that because they've never caught even a single terrorist at all.
[00:05:18.926 --> 00:05:24.987]  And speaking further on the TSA, another Orlando airport is set to evict the TSA.
[00:05:26.447 --> 00:05:33.769]  Orlando International Airport said it could follow its neighbor, Orlando Sanford, in seeking to replace the government agency with private screeners.
[00:05:34.209 --> 00:05:37.430]  My guess is that Disneyland is losing huge profits because
[00:05:38.090 --> 00:05:39.991]  International tourists don't even want to come here.
[00:05:40.031 --> 00:05:41.412]  They don't want to mess with the TSA.
[00:05:41.432 --> 00:05:44.934]  We have some of the most aggressive messers that we have to deal with at our airports.
[00:05:45.514 --> 00:05:47.375]  And people from other countries aren't used to that.
[00:05:47.435 --> 00:05:48.916]  And they're probably just like, forget it.
[00:05:49.076 --> 00:05:50.436]  Mickey Mouse isn't even worth it.
[00:05:51.017 --> 00:05:57.660]  The Greater Orlando Aviation Authority chairperson, Frank Kruppenbacher, actually said, I could care less about the politics of all this.
[00:05:58.200 --> 00:06:03.503]  All I care about is seeing those customers smiling, saying, I love the airport and I love Orlando.
[00:06:03.923 --> 00:06:20.914]  Well, Mr. Kruppenbacher, unfortunately no one is ever going to smile and say they love the airport when a family with a three-year-old wheelchair-bound little boy is just trying to go to Disneyland to see Mickey Mouse, but first he has to go to the airport, get groped by old men, and have his wheelchair swabbed for bomb residue.
[00:06:21.254 --> 00:06:26.798]  No one's going to be loving the airport under those circumstances, so evicted TSA, that's the best hope you've got.
[00:06:27.954 --> 00:06:35.636]  And actually, switching gears to drones, the Army is now working to ensure homemade bombs don't escape the gaze of Vader.
[00:06:36.076 --> 00:06:37.856]  And we're not even making this one up.
[00:06:37.936 --> 00:06:39.077]  Three years ago, the U.S.
[00:06:39.137 --> 00:06:51.840]  military began testing a new drone-mounted sensor designed to auto-spot and track people from 25,000 feet, which they named VADER, which stands for Vehicle and Dismount Exploitation Radar.
[00:06:52.300 --> 00:06:56.161]  And supposedly this was explicitly designed to be used only in Afghanistan.
[00:06:56.881 --> 00:07:05.413]  And now the Army wants three years of maintenance and support for this system, which if anything just goes to show you that we aren't leaving Afghanistan anytime soon.
[00:07:05.813 --> 00:07:08.637]  And the fact that they name it Vader also goes to show that
[00:07:08.993 --> 00:07:13.819]  Which side of the force our government obviously thinks that it's on, pro tip, it's not the good guys.
[00:07:14.640 --> 00:07:18.525]  And that actually leads into something that Jakari told me about earlier, which I couldn't believe.
[00:07:19.486 --> 00:07:27.435]  Apparently a whitehouse.gov petition has been started by people to secure resources and funding to begin construction of a Death Star by 2016.
[00:07:29.077 --> 00:07:34.063]  Apparently, almost 7,000 people, 6,819 people have signed a petition now.
[00:07:34.123 --> 00:07:36.066]  They want the government to have a Death Star.
[00:07:36.466 --> 00:07:40.791]  I don't even trust our government to wield a fly swatter, let alone a Death Star.
[00:07:40.831 --> 00:07:41.752]  This is horrifying.
[00:07:41.873 --> 00:07:45.437]  What I really hope about this is this is 7,000 people just trying to make a statement.
[00:07:45.977 --> 00:07:54.945]  That they don't think the government takes these petitions seriously, although I would hate to see this be the one that our government actually does decide to take seriously and then go get a Death Star.
[00:07:55.225 --> 00:07:56.726]  That is horrifying.
[00:07:57.447 --> 00:08:01.550]  And finally, this is actually an article I put out today on Infowars.com.
[00:08:01.570 --> 00:08:05.974]  Will Congress drone caucus push for DHS drone oversight?
[00:08:06.614 --> 00:08:10.396]  Apparently, the House of Representatives has a Congressional Unmanned Systems Caucus.
[00:08:10.416 --> 00:08:16.679]  So basically, it's a drone caucus, which they have used to push for expanded domestic drone use.
[00:08:17.479 --> 00:08:24.583]  And one of its members is even leading the idea that the DHS needs to take over drone oversight from the Federal Aviation Administration.
[00:08:25.163 --> 00:08:33.329]  And you don't hear about these guys very often in the media, but they're very influential and they consider themselves to be quote, the drone industry's voice on Capitol Hill.
[00:08:33.849 --> 00:08:40.934]  Well, that industry voice actually received a combined total of $8 million in drone related special interest campaign contributions.
[00:08:41.574 --> 00:09:01.395]  And now we've got caucus member representative Michael McCaul going on record to say that the DHS needs to step up and take over more control on this drone oversight from the FAA because the FAA is just geared towards safety and apparently he doesn't think safety is nearly as important as national security risks and the idea that potential terrorists could hijack
[00:09:01.855 --> 00:09:02.956]  Our domestic drones.
[00:09:03.336 --> 00:09:11.639]  Well, as we saw with hurricanes Katrina and Sandy, I don't think anybody is really thinking DHS has any interest in our personal safety.
[00:09:11.999 --> 00:09:21.804]  And with their unprecedented power grabs and all of their ammo buys, I think Mike Adams did an article where he said that they've bought enough ammunition now to do a seven-year war with the American people.
[00:09:22.164 --> 00:09:24.885]  That's more than two bullets for every man, woman, and child in this country.
[00:09:25.385 --> 00:09:37.700]  Nothing about any of that makes me feel safe and the idea that one of our Congress people who is openly taking money from drone special interests is now calling for the DHS to have even more power is a pretty horrifying concept.
[00:09:38.889 --> 00:09:47.533]  But that actually reminds me to remind you all that tomorrow is our first ever Drone Mob that we will be hosting here in Austin, Texas at Zilker Park at 11 a.m.
[00:09:48.253 --> 00:09:52.875]  And we actually are going to give some amazing giveaways out there if you come bring your drones and fly them with us.
[00:09:53.355 --> 00:09:59.378]  Alex has also announced a $1,000 video contest for the best video shot at tomorrow's Drone Mob.
[00:10:00.038 --> 00:10:00.959]  And we're all going to be there.
[00:10:00.999 --> 00:10:01.639]  I'm going to be there.
[00:10:01.679 --> 00:10:04.700]  Jakari Jackson, David Ortiz, David Knight, Rob Dew.
[00:10:05.101 --> 00:10:05.821]  So come on out.
[00:10:05.861 --> 00:10:06.961]  We're actually protesting.
[00:10:06.981 --> 00:10:07.762]  This is a protest.
[00:10:07.802 --> 00:10:10.843]  What we're saying here is that the government is using our money.
[00:10:10.903 --> 00:10:11.724]  They're taking our money.
[00:10:11.764 --> 00:10:13.144]  They're putting it into this technology.
[00:10:13.204 --> 00:10:13.965]  They're upgrading it.
[00:10:14.025 --> 00:10:15.385]  And then they're turning it against us.
[00:10:15.866 --> 00:10:19.728]  Well, if Big Brother can fly drones on us, we can fly drones on them.
[00:10:19.808 --> 00:10:20.608]  So come on out.
[00:10:20.668 --> 00:10:21.648]  Show your support for this.
[00:10:21.688 --> 00:10:22.869]  We need to raise awareness.
[00:10:23.089 --> 00:10:25.090]  That is it for the news portion of the program.
[00:10:25.110 --> 00:10:26.791]  Now let's go to the quote of the day.
[00:10:28.223 --> 00:10:30.024]  Today will be a day long remembered.
[00:10:30.164 --> 00:10:33.865]  It has seen the death of Kenobi and soon the fall of the rebellion.
[00:10:34.625 --> 00:10:37.786]  And actually that's not Janet Napolitano, that's Darth Vader.
[00:10:38.247 --> 00:10:44.709]  Although I guess if 7,000 people on whitehouse.gov get their way, it will soon be Janet Napolitano saying such things.
[00:10:45.109 --> 00:10:46.449]  It's pretty horrifying actually.
[00:10:47.130 --> 00:10:52.992]  So when we come back from break, I will be interviewing Kurt Linderman on vaccines and vaccine injuries.
[00:10:53.072 --> 00:10:53.532]  Stay tuned.
[00:10:58.211 --> 00:11:09.283]  Recently, the Harvard School of Health looked at more than a dozen scientific studies concerning fluoride and confirmed what countless other scientists have been documenting for decades.
[00:11:10.144 --> 00:11:15.590]  Sodium fluoride in the body reduces IQ and increases cancers.
[00:11:16.110 --> 00:11:22.735]  You see, the aluminum industry and the fertilizer industries would have to pay to store all the toxic waste they produce.
[00:11:23.015 --> 00:11:27.318]  But instead, they get our counties and cities to pay to put the poison in our water.
[00:11:27.658 --> 00:11:32.821]  It's not just fluoride we're getting, but lead, mercury, arsenic, the list goes on and on.
[00:11:33.121 --> 00:11:35.723]  And a lot of this toxic waste comes from China.
[00:11:36.103 --> 00:11:43.168]  Unfortunately, fluoride and its derivatives are only one of hundreds of toxins being added to our drinking water.
[00:11:43.468 --> 00:11:45.890]  We're battling the globalists on so many fronts.
[00:11:46.190 --> 00:11:52.574]  Health is an area where we can all take control of our lives and it all starts with that basic building block of water.
[00:11:52.914 --> 00:11:55.676]  It is time to purify our family's water.
[00:11:55.956 --> 00:12:02.640]  The ProPure filtration system with added fluoride filters is the best system from my research to protect you and your family.
[00:12:02.840 --> 00:12:07.903]  Infowarsstore.com already has the lowest prices on ProPure water filtration.
[00:12:08.123 --> 00:12:13.827]  But until December 10th, we are going to offer 15% off the already lowest price.
[00:12:14.167 --> 00:12:16.228]  I know what I'm giving my family this Christmas.
[00:12:16.488 --> 00:12:17.049]  ProPure.
[00:12:17.229 --> 00:12:23.192]  Go to infowarsstore.com and get 15% off the already lowest price out there with the code WATER15.
[00:12:23.212 --> 00:12:25.514]  WATER15 and you get 15% off at infowarsstore.com.
[00:12:36.092 --> 00:12:42.234]  As Skynet continues to rise, most Americans have no idea the arsenal their own government is prepared to use against them.
[00:12:43.074 --> 00:12:46.155]  Walking weapons and unmanned drones that will find their way to U.S.
[00:12:46.195 --> 00:12:47.456]  soil if they haven't already.
[00:12:48.216 --> 00:12:50.237]  But the future is not written in stone.
[00:12:50.677 --> 00:12:55.798]  Join InfoWars for the first ever Drone Mob, December 8th at Zilker Park in Austin, Texas.
[00:12:56.299 --> 00:13:00.060]  This family-friendly event is to inform the public of the weapons that target us.
[00:13:01.118 --> 00:13:06.000]  Bring your own drones and spy planes as we make the statement that we don't want our weapons turned against us.
[00:13:06.621 --> 00:13:07.781]  Be there at 11 a.m.
[00:13:07.941 --> 00:13:11.383]  There will be some amazing giveaways and even a video contest.
[00:13:11.803 --> 00:13:19.506]  So bring your camera because whoever films the best drone video at the event and posts it up on YouTube will receive a thousand Federal Reserve notes.
[00:13:20.267 --> 00:13:25.229]  And be sure to use the hashtag DroneMob on Twitter and visit InfoWars.com for more details.
[00:13:48.666 --> 00:13:51.427]  We are back and I'm getting ready to speak with Kurt Linderman.
[00:13:51.507 --> 00:13:57.030]  He hosts Linderman Unleashed on Natural News Radio, which comes on right after the Alex Jones Show.
[00:13:57.610 --> 00:14:01.171]  And it has to do with vaccines and vaccine injuries.
[00:14:01.792 --> 00:14:02.732]  So let's talk to Kurt.
[00:14:03.292 --> 00:14:04.673]  Well Kurt, welcome to the show.
[00:14:04.693 --> 00:14:05.393]  How are you doing today?
[00:14:06.033 --> 00:14:07.194]  I'm doing wonderful, Melissa.
[00:14:07.234 --> 00:14:08.114]  Thanks for having me on.
[00:14:08.615 --> 00:14:10.435]  And real quick, do you want to show people your shirt?
[00:14:11.616 --> 00:14:11.776]  Yeah.
[00:14:12.816 --> 00:14:16.201]  Instead of conspiracy theorist, it says conspiracy... what does it say down there?
[00:14:16.741 --> 00:14:17.222]  Realist.
[00:14:17.302 --> 00:14:17.903]  Realist.
[00:14:18.604 --> 00:14:19.485]  It's a good shirt.
[00:14:20.326 --> 00:14:28.156]  Okay, well, first I thought I might ask you, your website is ViralsEpidemic.com, and I thought I might ask you, what does Virals stand for?
[00:14:28.769 --> 00:14:39.597]  Well, it's an acronym that my wife brought up, and it stands for, we believe that our children that are vaccine injured aren't actually autistic, like the doctors want to claim.
[00:14:39.657 --> 00:14:41.178]  Like the one in 88 or something?
[00:14:41.479 --> 00:14:49.745]  Well, autism, the real definition of autism that came down with Dr. Connor back in the 40s is still 1 in 10,000.
[00:14:50.205 --> 00:14:57.911]  What we have now is VIRALS, which is an acronym for Vaccine Induced Regressive Autistic-like Symptoms.
[00:14:59.372 --> 00:14:59.892]  Okay, yeah.
[00:14:59.992 --> 00:15:05.475]  Do you think on that that it's actually the age of the kids and the number of vaccines?
[00:15:05.495 --> 00:15:10.517]  Because I know we here in the U.S., we have like the most aggressive vaccine schedule in the world.
[00:15:10.897 --> 00:15:12.078]  Do you think that it's that?
[00:15:12.178 --> 00:15:18.841]  Or do you think it's all of the adjuvants and the different chemicals, formaldehyde and thimerosal that they put in these vaccines?
[00:15:18.881 --> 00:15:20.142]  Or do you think it's a combination?
[00:15:21.089 --> 00:15:22.730]  I think it's a combination of everything.
[00:15:22.770 --> 00:15:34.018]  There's people out there that still just say it's the mercury in the vaccines and that's it and vaccines are great if you don't put the mercury in it and that's a load of crap to be honest with you.
[00:15:34.038 --> 00:15:46.967]  You've got the aluminum, you've got the mercury, you've got the polysorbate 80 which is a carcinogen and a neurotoxin, you've got MSG in it, a lot of your gelatins and your peanut oils and everything, you're getting the
[00:15:47.688 --> 00:15:48.148]  I think so.
[00:16:11.235 --> 00:16:27.860]  Where there's just so much damage done that the vaccine schedule, the real intense vaccine schedule that we have here in America and many other Western nations like in the European Union, you have that intensive vaccine schedule that's just the straw that breaks the camel's back.
[00:16:28.100 --> 00:16:30.641]  I think GMOs play a role in autism as well.
[00:16:31.411 --> 00:16:33.112]  Oh yeah, I definitely agree with you there.
[00:16:33.132 --> 00:16:47.459]  I also think it's interesting how there's formaldehyde in vaccines, and you see all these public service announcements all the time that say, smoking is bad for you because there's formaldehyde and that causes cancer, but yet somehow it's totally fine to shoot up a baby with formaldehyde.
[00:16:48.039 --> 00:16:53.642]  Exactly, and shoot him up with, you know, sometimes five, six, seven shots at one time.
[00:16:54.850 --> 00:16:57.872]  Right, well actually that kind of takes me into the next topic.
[00:16:57.932 --> 00:17:02.735]  You actually have a personal story about your son involving multiple vaccines.
[00:17:02.755 --> 00:17:04.896]  I didn't know if you wanted to share that with the people.
[00:17:05.828 --> 00:17:24.716]  Well it was a catch-up schedule which is very typical and my son had ear infections and the doctor was hesitant to vaccinate him while he had a fever and was sick so when he finally got healthy come in and not only get what he was due but what he had been due and it was a total of six vaccines but it was
[00:17:25.436 --> 00:17:30.818]  It was six shots, but it was actually 11 different vaccines because of the combination vaccines.
[00:17:31.358 --> 00:17:32.438]  And it was immediate.
[00:17:32.518 --> 00:17:37.940]  I took a walking, talking, beautiful blonde-haired, blue-eyed baby boy that was above the curve.
[00:17:38.340 --> 00:17:41.201]  And within a day, within hours, he had the fever.
[00:17:41.501 --> 00:17:43.962]  And within a day or two, he was completely gone.
[00:17:44.042 --> 00:17:47.643]  No talking, couldn't walk, failure to thrive, the whole nine yards.
[00:17:49.275 --> 00:17:54.419]  I actually, I hope you don't mind if I share this with you, but I actually have kind of a similar story.
[00:17:54.499 --> 00:18:01.464]  I had missed a doctor's appointment for my daughter when she was two, and I took her in and they wanted to catch her up on vaccinations.
[00:18:01.584 --> 00:18:09.590]  And they gave her five shots at one time, but it was actually, I'm not even familiar with exactly how many vaccines it was, but it was definitely more than five.
[00:18:10.131 --> 00:18:13.073]  And she seemed to cry for probably three days after that.
[00:18:13.113 --> 00:18:13.934]  She had a fever.
[00:18:14.254 --> 00:18:15.155]  She was inconsolable.
[00:18:15.675 --> 00:18:24.078]  And after that, I mean, like you said, she was walking, she was talking, she was fine, and then we got all of these shots given to her, and she was just like a different child.
[00:18:25.459 --> 00:18:32.762]  And I actually wanted to ask you, I hope this is an okay question to ask, have you had to deal with the guilt on that?
[00:18:32.782 --> 00:18:35.823]  Because I feel guilty all the time when I think about my daughter.
[00:18:35.843 --> 00:18:41.645]  I didn't know any better, and I know you didn't know any better either, but it's like, how do you deal with that?
[00:18:42.642 --> 00:18:44.363]  Well, people deal with it in different ways.
[00:18:44.383 --> 00:18:46.865]  The guilt's a huge thing with me and my wife.
[00:18:47.385 --> 00:18:49.887]  And that's why I do my radio program.
[00:18:49.907 --> 00:18:51.188]  That's why I've got the website.
[00:18:51.568 --> 00:18:54.410]  That's why I do my writing.
[00:18:54.830 --> 00:18:57.012]  I write for InfoWars at times.
[00:18:57.372 --> 00:19:02.195]  I'm constantly an activist, not just an advocate for my child, but an activist.
[00:19:02.555 --> 00:19:04.437]  And I'm kind of like paying it forward.
[00:19:04.477 --> 00:19:09.480]  I feel so guilty for my lack of responsibility that I took for my child.
[00:19:09.800 --> 00:19:12.202]  And I'm trying to pay it forward by helping to save
[00:19:13.082 --> 00:19:37.314]  Maybe, you know, a couple more children along the way as I'm also doing biomedical treatment and homeopathic treatment for my son to try to get him better and he's doing wonderful now but I think that's where my passion comes from with my radio program and everything else is trying to pay it forward and trying to deal with some of that guilt because it's guilty because when you think about the fact that parents will spend more time
[00:19:38.234 --> 00:19:40.976]  You know, researching a mattress, or a crib, or a car seat.
[00:19:41.096 --> 00:19:41.876]  Oh, I know it.
[00:19:41.956 --> 00:19:42.437]  I know it.
[00:19:42.837 --> 00:19:46.319]  But they won't research the vaccines because it's that blind trust.
[00:19:46.759 --> 00:19:47.460]  I had it, too.
[00:19:47.480 --> 00:19:49.421]  We have a medical-industrial complex.
[00:19:50.536 --> 00:19:53.439]  I had that blind trust, too, and I think about that sometimes.
[00:19:53.479 --> 00:19:55.862]  At the time, I just did what I was told.
[00:19:55.902 --> 00:19:57.223]  I thought it was the right thing to do.
[00:19:57.984 --> 00:20:00.947]  And sometimes when I think about that, I get pretty emotional.
[00:20:00.987 --> 00:20:03.429]  But I really appreciate what you've done and what you are doing.
[00:20:03.449 --> 00:20:06.552]  And I think what you're doing is, it really is like a blessing in disguise.
[00:20:06.612 --> 00:20:11.297]  It's the silver lining that you're able to come out and educate people and help them like you are.
[00:20:11.337 --> 00:20:12.819]  It's really, really important work.
[00:20:13.459 --> 00:20:24.729]  Well, and I'll tell you, Melissa, if I can turn into the interviewer for just one question, would you be where you are right now if it hadn't been for your daughter's vaccine injury?
[00:20:26.175 --> 00:20:28.356]  I would say that's probably very accurate.
[00:20:28.396 --> 00:20:33.918]  It definitely got me to start distrusting, blindly trusting the government as I had been doing.
[00:20:33.958 --> 00:20:35.739]  It definitely got me to start reading books.
[00:20:35.839 --> 00:20:37.780]  I started reading so many books after that.
[00:20:37.880 --> 00:20:40.141]  I felt so angry for such a long time.
[00:20:40.201 --> 00:20:41.281]  I felt so duped.
[00:20:41.681 --> 00:20:46.723]  There are still days when I look at my daughter and I feel nothing but anger.
[00:20:46.743 --> 00:20:48.884]  It definitely pushes me to do what I do now.
[00:20:53.246 --> 00:21:02.730]  I was actually going to ask you, switching gears just a little bit, do you think that there's a prevalence of people who are just really unaware about the fact that they can do exemptions?
[00:21:02.830 --> 00:21:07.272]  Because we get calls here at our show all the time from parents who say, no, it's mandatory.
[00:21:07.312 --> 00:21:12.954]  And I know even in Missouri, where we used to live, my daughter's school used to send us forms all the time saying, this is mandatory.
[00:21:13.294 --> 00:21:16.456]  If you don't give your child this shot, your child cannot attend school.
[00:21:16.976 --> 00:21:19.457]  And they really make you think that you have no other option.
[00:21:20.285 --> 00:21:42.274]  Well I actually have a horse ranch here in Missouri now and that's where I'm calling from right now and it comes to being an educated parent because the school system where I live they'll tell all the other parents it's mandatory but the fact of the matter is with me what they do is the school nurse calls I've got three kids in the school system and
[00:21:42.774 --> 00:21:45.275]  The school nurse will call and say, I'm sending the exemption form.
[00:21:45.355 --> 00:21:47.015]  All you have to do is sign it and send it back.
[00:21:47.355 --> 00:21:49.556]  So it's a matter of parents being educated.
[00:21:49.836 --> 00:21:52.476]  There is no mandatory vaccines right now.
[00:21:52.716 --> 00:21:58.158]  They are mandated, but many states have, all states have at least a medical exemption.
[00:21:58.638 --> 00:22:02.819]  Mississippi and West Virginia are the only states that have only a medical exemption.
[00:22:03.519 --> 00:22:10.461]  The other states have either medical, religious, or philosophical.
[00:22:11.917 --> 00:22:12.257]  Right.
[00:22:12.837 --> 00:22:16.078]  Actually, I have a story about that, too, that I'd like to share with you.
[00:22:16.899 --> 00:22:20.020]  When living in Missouri, I went to get the exemption forms.
[00:22:20.540 --> 00:22:32.823]  They actually put you through a whole process, at least at the county I was in, where they sent a nurse out with pamphlets to try and inform me of what a bad parent I was being, and she got into an argument with me over it, and it took me an hour just to get that form.
[00:22:33.164 --> 00:22:34.344]  Have you heard of stories like that?
[00:22:34.824 --> 00:22:38.566]  Oh, I've heard stories, and actually that's where my advocacy comes in.
[00:22:38.967 --> 00:22:53.236]  I've got parents that call me all the time, and literally when I walk in the door, the school officials and the health department officials throughout this area of my state and western Illinois cringe because they know they're done.
[00:22:55.237 --> 00:22:55.717]  Good!
[00:22:55.978 --> 00:22:57.278]  That's really what it is.
[00:22:57.759 --> 00:23:09.866]  I've offered, with any parent in this, within a 50 mile radius of my house, if any parent wants me to walk into a pediatrician's office with them, or walk into the school system with them, I'll be happy to do it free of charge.
[00:23:10.066 --> 00:23:12.168]  Oh man, I hope people take you up on that actually.
[00:23:13.028 --> 00:23:26.282]  I was going to mention also, recently I know in New Jersey, Senate Bill 1759 they passed saying that they need to place a greater burden on parents to clarify their valid reason for exempting their child.
[00:23:27.704 --> 00:23:31.808]  Further defining and restricting what the definition of a valid reason even is.
[00:23:31.888 --> 00:23:34.731]  Like they're trying to basically make it impossible for parents
[00:23:35.191 --> 00:23:36.111]  We're good to go.
[00:23:50.322 --> 00:24:00.567]  Well, absolutely, because actually that New Jersey law that they're trying to pass is just mimicking the law that's already passed in California and Washington State.
[00:24:01.007 --> 00:24:04.869]  AB 2109, I believe it is, in California.
[00:24:04.909 --> 00:24:06.270]  I've covered that on my radio show.
[00:24:06.590 --> 00:24:23.748]  And if you want a personal belief exemption, which California kind of ties up the religious and philosophical all into one, which is called a personal belief exemption, now you have to go to a doctor and let them decide whether your personal belief is good enough.
[00:24:24.228 --> 00:24:28.673]  And to me, that is just, I mean, that's an affront to the Constitution.
[00:24:29.233 --> 00:24:33.295]  But there's so many states out there that could care less about the Constitution anyways.
[00:24:33.575 --> 00:24:34.875]  It's just knowing your rights.
[00:24:35.375 --> 00:24:39.757]  It's saying, you know, whatever my religion is, it's freedom of religion.
[00:24:39.797 --> 00:24:46.639]  It's not freedom of being a Baptist or a Catholic or a Methodist or a Jew or a follower of Islam.
[00:24:46.980 --> 00:24:50.281]  It is simply my freedom of any religion I pick.
[00:24:50.701 --> 00:24:53.902]  And it's none of your business what my religion is.
[00:24:54.362 --> 00:24:56.023]  And that's the way you've got to confront them.
[00:24:57.182 --> 00:24:58.545]  Definitely, I agree with you.
[00:24:58.566 --> 00:25:04.801]  Well, in closing, do you have any other advice for parents out there when it comes to these vaccines and vaccine exemptions?
[00:25:05.831 --> 00:25:06.651]  Know your rights.
[00:25:06.691 --> 00:25:08.232]  There's plenty of books out there.
[00:25:08.552 --> 00:25:13.134]  There's plenty of internet articles and websites out there.
[00:25:13.274 --> 00:25:14.154]  Know your rights.
[00:25:14.615 --> 00:25:15.915]  Know what you're putting into them.
[00:25:16.015 --> 00:25:24.078]  Spend at least double the time that you spend on what kind of baby food you're going to give them, what kind of crib you're going to buy or car seat you're going to buy.
[00:25:24.379 --> 00:25:27.060]  Spend at least double that looking into the vaccines.
[00:25:27.200 --> 00:25:31.401]  Do not trust the medical professionals because they don't know anything either.
[00:25:31.461 --> 00:25:35.243]  The ones on the ground, the pediatricians out there, I guarantee you
[00:25:35.603 --> 00:25:43.190]  I could just bury any of them when it comes to issues about vaccines, because I know what I'm talking about, and every parent should do the same.
[00:25:43.210 --> 00:25:47.074]  Alright, well thank you very much for joining us today, Kurt.
[00:25:47.094 --> 00:25:47.935]  Really appreciate it.
[00:25:48.436 --> 00:25:49.076]  Thank you, Melissa.
[00:25:49.096 --> 00:25:49.697]  I appreciate it.
[00:25:51.556 --> 00:25:54.238]  I think we should take Kurt's warnings pretty seriously.
[00:25:54.258 --> 00:25:55.058]  I mean, he's right.
[00:25:55.158 --> 00:26:07.307]  People spend a lot more time researching the television set they're going to buy than they do researching these vaccines that our government tells us we need to shoot our kids up with, which have a much farther reaching implications.
[00:26:07.367 --> 00:26:07.967]  It's terrible.
[00:26:08.047 --> 00:26:11.209]  So we definitely need to take what he said seriously and look into that.
[00:26:11.269 --> 00:26:12.710]  I implore everybody to do so.
