[00:00:39.713 --> 00:00:41.874]  Welcome to tonight's InfoWars Nightly News.
[00:07:01.695 --> 00:07:02.775]  I don't think it's going to work out.
[00:07:03.416 --> 00:07:06.218]  Is our country run by Congress or by global bankers?
[00:07:07.355 --> 00:07:07.695]  I don't know.
[00:07:07.735 --> 00:07:12.097]  There's a lot of seen and unseen things covered in the media, so I can't really answer that for sure.
[00:07:12.697 --> 00:07:26.623]  I would say primarily by, it's primarily run by, you know, global financial interests and, you know, just capital interests, generally speaking, like multinational corporations and, you know, the banking and financial institutions.
[00:07:28.342 --> 00:07:31.944]  Pretty dominantly for sure, like a lot of like, you know, the IMF and things like that.
[00:07:33.405 --> 00:07:40.690]  Our country as well as many other countries, their policies are dictated by, you know, IMF and Federal Reserve policy and stuff.
[00:07:41.430 --> 00:07:43.912]  Yeah, more than probably Congress.
[00:07:44.733 --> 00:07:52.518]  We can acknowledge that it's not just congressmen's minds at work here, but I think that there's still something to be said for what they're doing.
[00:07:53.098 --> 00:07:55.840]  Reporting for InfoWars Nightly News, I'm David Ortiz.
[00:07:58.820 --> 00:08:02.865]  Now I would just like to point out that this country has been taken over.
[00:08:02.925 --> 00:08:04.987]  It's been taken over by foreign mega banks.
[00:08:05.107 --> 00:08:06.689]  It's been taken over by globalists.
[00:08:07.109 --> 00:08:11.534]  And to secede from this nation is not to destroy it, it's to restore it.
[00:08:11.594 --> 00:08:13.196]  It's our only option to restore it.
[00:08:13.657 --> 00:08:16.299]  And in my opinion, the reason the White House hasn't come forward to
[00:08:16.800 --> 00:08:16.980]  I think?
[00:08:37.028 --> 00:08:41.511]  The answer to the NDAA saying they can whisk us away without due process.
[00:08:41.531 --> 00:08:43.933]  The answer to 30,000 drones in our skies.
[00:08:44.233 --> 00:08:49.097]  The answer to the TSA reaching down our pants and telling us we have to be slaves to this government.
[00:08:49.117 --> 00:08:52.779]  The answer to 1984, ladies and gentlemen, very much is 1776.
[00:08:53.480 --> 00:08:56.682]  And we have a right to do this and we have a right to take our country back.
[00:08:58.444 --> 00:08:58.844]  Moving on.
[00:09:00.729 --> 00:09:05.453]  As many of you have seen in the news, the Gaza conflict is hot.
[00:09:05.493 --> 00:09:07.714]  There's a militant rocket that targeted Jerusalem.
[00:09:07.754 --> 00:09:09.816]  It didn't hit the Jerusalem parliament.
[00:09:09.856 --> 00:09:11.317]  It actually hit outside the city.
[00:09:11.898 --> 00:09:26.209]  But Hamas militants have been blamed, and while Israel conducts combat operations against Hamas in Gaza, they are also equally supporting affiliates in Syria, as Tony Cartolucci points out in his article, Israel vs. Hamas Deadly Theater.
[00:09:26.929 --> 00:09:27.089]  Yes.
[00:09:43.479 --> 00:10:03.686]  And manipulating Hamas and we saw this during 9-11 when the towers were struck and it was blamed on Al Qaeda and yet years later our government is openly funding that same exact Al Qaeda that supposedly committed the worst crime in American history on American soil but now we're funding them in Libya to overthrow their government for our ends and now in Syria as well
[00:10:04.446 --> 00:10:05.527]  So, moving on.
[00:10:06.147 --> 00:10:26.843]  The TSA opt-out in Film Week is now garnering national attention as consumer advocate Chris Elliott has thrown his support behind a Just Say No initiative with these invasive screenings and pointing out the fact that airport body scanners pose a major health threat, are useless at detecting foreign objects, have not caught a single terrorist, and represent an unconstitutional violation of our privacy.
[00:10:27.403 --> 00:10:32.467]  Elliott emphasizes that in order to end the warrantless scans for good, we need to stand up and at the same time say no
[00:10:32.987 --> 00:10:34.428]  Even after op-out weekends.
[00:10:35.089 --> 00:10:38.392]  And we need to do it until the TSA changes the way that it screens us.
[00:10:38.992 --> 00:10:43.616]  The TSA has proven that it's basically to condition us to government control.
[00:10:43.656 --> 00:10:47.939]  It's to condition us that they can come in, invade our privacy, and invade our pants.
[00:10:48.500 --> 00:10:50.181]  And they've never even caught a single terrorist.
[00:10:50.501 --> 00:10:52.203]  Not a single terrorist, not one time.
[00:10:52.563 --> 00:10:59.765]  And there have been multiple reports out that have shown that these body scanners they make us walk through actually increase our chances for cancer.
[00:10:59.805 --> 00:11:01.945]  They actually can cause you to get cancer.
[00:11:02.366 --> 00:11:13.388]  So, if you actually do the math on that, you have the same chances of dying from a terrorist attack as you would from getting cancer from one of these screeners that is supposed to actually save you from terrorists.
[00:11:13.448 --> 00:11:15.109]  It absolutely makes no sense.
[00:11:16.309 --> 00:11:19.732]  I don't know how that's keeping anybody safe to potentially give you cancer.
[00:11:20.372 --> 00:11:23.255]  So, once again, more government control.
[00:11:23.295 --> 00:11:32.702]  And speaking of government control, carbon taxes are back in the news this week, and so is Al Gore, and I decided to actually file this special report on it.
[00:11:35.024 --> 00:11:37.506]  I'm Melissa Melton reporting for InfoWars Nightly News.
[00:11:38.126 --> 00:11:38.807]  Well, the U.S.
[00:11:38.847 --> 00:11:43.651]  carbon tax is back on the table, and if Al Gore has his way, it's coming soon to a bank account near you.
[00:11:44.400 --> 00:11:55.071]  Following on the heels of Hurricane Sandy and the re-election of President Barack Obama, the Congressional Budget Office this week released a report all about how low-income families can now afford a carbon tax.
[00:11:55.471 --> 00:12:02.558]  Conservative and liberal think tanks alike have jumped on the bandwagon, hosting all-day panels on the topic and putting out white papers.
[00:12:03.579 --> 00:12:11.763]  And right on time, here comes Al Gore openly calling on President Obama to institute a carbon tax to save us all from the fiscal cliff budget crisis.
[00:12:12.484 --> 00:12:16.846]  In addition, Gore also premiered another 24 hours of reality, a dirty weather report.
[00:12:16.966 --> 00:12:24.250]  Across the globe, cataclysmic weather events are occurring with such regularity that it's being called a new normal.
[00:12:24.450 --> 00:12:25.911]  But there's nothing normal about it.
[00:12:26.351 --> 00:12:29.573]  And there's something else that lies destroyed amid the rubble.
[00:12:30.153 --> 00:12:31.654]  The truth about climate change.
[00:12:32.364 --> 00:12:44.011]  Where he urges people to go to his Climate Reality Project website to sign up to, quote, change the world by becoming an Al Gore climate leader, educating people on Gore's brand of environmentalism.
[00:12:44.452 --> 00:12:50.395]  The website actually says, climate change is not your fault for the car you drive, the lights you turn on, or the food you eat.
[00:12:50.755 --> 00:12:52.797]  The climate crisis is our problem.
[00:12:53.557 --> 00:12:56.479]  So apparently we can all fix our problem together.
[00:12:56.999 --> 00:12:59.661]  All we have to do is pay Al Gore carbon taxes.
[00:13:00.342 --> 00:13:13.799]  Now, if climate change could be attributed to the lights you turn on, as Gore puts it, perhaps he would be at the top of the list, considering in just one year, his mansion used a quarter of a million kilowatt hours, amounting to $30,000 in utility bills.
[00:13:14.359 --> 00:13:19.626]  Utility bills Gore will easily be able to pay if carbon taxes go through, as he stands to make billions.
[00:13:20.805 --> 00:13:25.229]  As Infowars has extensively reported, man-made global warming is a hoax.
[00:13:25.289 --> 00:13:33.676]  It's based on shady science that's propagated to institute a one-world government through money-making schemes like cap-and-trade and carbon taxes.
[00:13:34.957 --> 00:13:41.202]  Maybe Al Gore thinks if he repeats this scare mantra over and over again, we'll finally believe it and pay him some carbon taxes.
[00:13:42.136 --> 00:13:46.818]  Now, on a side note, do you remember the 1990s environmental cartoon, Captain Planet?
[00:13:47.419 --> 00:14:05.368]  In it, five youths from all across the globe, called Planeteers, would get together to fight pollution and capitalism, and when their powers combined, it would summon Earth's greatest champion, Captain Planet, a magical blue guy with a green mullet who would come in to save the day and tell kids, the power is yours when it came to saving the Earth.
[00:14:05.388 --> 00:14:11.451]  With your powers combined, I am Captain Planet!
[00:14:13.598 --> 00:14:19.823]  You have to wonder, was Captain Planet some kind of globalist propaganda programming on a massive scale?
[00:14:20.363 --> 00:14:34.875]  As the elementary and middle school students who used to come home from school and watch Captain Planet on TV every day are now the adults who turn on the TV every day that tells them that man-made global warming is killing the Earth and so is overpopulation, and only they can do something to fix it.
[00:14:35.575 --> 00:14:39.217]  And what's more, does Al Gore somehow think he's the real-life Captain Planet?
[00:14:39.237 --> 00:14:49.642]  I mean, after all, he's swooping in to save the Earth with his carbon taxes, and the UN even named him Champion of the Earth in 2007, much like Captain Planet is called Earth's Greatest Champion.
[00:14:50.142 --> 00:14:59.727]  In addition, Gore's website tells us that by uniting our voices, we have the power to change the world, just like Captain Planet says, with your powers combined, before he saves the planet.
[00:15:00.487 --> 00:15:07.651]  And after all, yesterday's Captain Planet Planeteer wannabes now have the opportunity to become today's Al Gore climate leaders.
[00:15:08.231 --> 00:15:11.453]  Well, ladies and gentlemen, once again, the power is yours to save the Earth.
[00:15:11.493 --> 00:15:15.354]  And according to Al Gore, all you have to do is pay him some carbon taxes.
[00:15:15.915 --> 00:15:18.176]  I'm Melissa Melton for InfoWars Nightly News.
[00:15:20.464 --> 00:15:33.111]  Now I just want to point out we're constantly told all the time here at InfoWars that we're trying to argue climate change doesn't exist and that's silly because obviously the climate has always changed since the history of the earth just like the wind always blows.
[00:15:33.151 --> 00:15:35.352]  No one here is trying to argue the climate doesn't change.
[00:15:35.832 --> 00:15:45.222]  But they changed global warming to climate change on purpose to have a semantics argument because they knew they couldn't prove the globe was actually warming but then no one could actually argue against climate change.
[00:15:45.262 --> 00:15:54.552]  What we're arguing is that man-made climate change is basically a tactic to ensure a one-world government and enslave us with things like cap-and-trade and carbon taxes.
[00:15:55.413 --> 00:16:05.888]  Now moving on, the Natural Society has posted an article about the defeat of Prop 37 as activists are actually starting to label GMOs themselves.
[00:16:05.908 --> 00:16:12.397]  It says if the government will not side with 90 plus percent of consumers who are in favor of GMO labeling, they're just going to do it themselves.
[00:16:13.137 --> 00:16:29.509]  And we know that Proposition 37 was defeated because all these big agri-companies got together and spent $50 million to defeat it with disinfo campaigns and telling you that it's going to save your family there in California $400 a year while they're spending millions to do so.
[00:16:30.129 --> 00:16:30.649]  I don't know.
[00:16:51.952 --> 00:17:04.591]  Now in just a short moment we're going to throw to David Knight who did an interview with Representative David Simpson from the Texas Legislature who has introduced a bill to stop the TSA from sexually harassing people.
[00:17:05.052 --> 00:17:07.014]  But first I'd like to read the quote of the day.
[00:17:08.331 --> 00:17:23.369]  When a long train of abuses and usurpations pursuing invariably the same object evinces a design to reduce them under absolute despotism, it is their right, it is their duty, to throw off such government and to provide new guards for their future security.
[00:17:24.150 --> 00:17:33.998]  That's from the Declaration of Independence, and I urge everyone to go back and revisit that document, share it with your friends and family, and think about what led up to them writing that.
[00:17:34.298 --> 00:17:40.083]  And then think about where we are today, because do you want to continue to live under this encroaching
[00:17:40.683 --> 00:17:42.385]  Corruption and tyranny.
[00:17:42.405 --> 00:17:45.128]  I mean, how much worse are things going to continue to get?
[00:17:45.188 --> 00:17:45.949]  We have an option.
[00:17:45.969 --> 00:17:48.792]  We're at a crossroad here with the secession movement.
[00:17:48.812 --> 00:17:50.874]  And we have a chance to take this republic back.
[00:17:50.894 --> 00:17:52.556]  Do we want to live under corruption and tyranny?
[00:17:52.816 --> 00:17:54.819]  Or do we want to fight for our freedom?
[00:17:54.839 --> 00:17:56.080]  Do we want to fight for our liberty?
[00:17:56.961 --> 00:17:58.743]  So, I say we choose the latter.
[00:17:58.763 --> 00:18:00.365]  Now on to David Knight.
[00:18:03.223 --> 00:18:04.084]  Well, thank you, Melissa.
[00:18:04.584 --> 00:18:07.707]  I don't know about you folks, but I want my freedom and dignity back.
[00:18:08.427 --> 00:18:14.452]  The federal government is making it a prerequisite to travel that you have to be subjected to humiliation and sexual assault at the airports.
[00:18:14.472 --> 00:18:22.499]  They're taking the right to move about freely, and they're trying to change that into a privilege that's granted only if you submit yourself to unnecessary humiliation.
[00:18:24.534 --> 00:18:27.256]  Where are our federal representatives on this?
[00:18:27.296 --> 00:18:28.157]  Where are our congressmen?
[00:18:28.177 --> 00:18:28.938]  Where are our senators?
[00:18:28.958 --> 00:18:30.459]  There's not any that I know of.
[00:18:31.160 --> 00:18:34.883]  But fortunately, here in Texas, we have some men with some backbone on this issue.
[00:18:35.583 --> 00:18:39.567]  And the leader on that is Representative David Simpson from Longview, Texas.
[00:18:40.027 --> 00:18:41.388]  And I've got him on the phone right now.
[00:18:41.709 --> 00:18:43.170]  Representative Simpson, can you hear me?
[00:18:44.191 --> 00:18:44.911]  Yes, I can.
[00:18:44.931 --> 00:18:46.253]  Thank you, David.
[00:18:46.673 --> 00:18:49.555]  Can you tell us a little bit about the bill that you've just put in?
[00:18:49.616 --> 00:18:50.817]  It's House Bill 80, I believe?
[00:18:52.526 --> 00:18:53.767]  That's correct.
[00:18:54.087 --> 00:18:58.210]  Basically, we're calling it the Texas Freedom Travel Act.
[00:18:59.611 --> 00:19:15.843]  It just makes it an offense to touch someone's private part as a condition of getting into an area accessing public transportation or a venue.
[00:19:16.824 --> 00:19:19.886]  And it just says you can't go to Third Base without a reason.
[00:19:20.538 --> 00:19:22.259]  You have to have probable cause.
[00:19:22.319 --> 00:19:28.124]  You have to believe someone's committing a criminal act to treat them as a criminal.
[00:19:28.785 --> 00:19:36.091]  We want the government to leave us alone unless we've done something wrong or we believe we are.
[00:19:36.926 --> 00:19:46.571]  That's a key thing, because what's behind all this is that we're being all treated as if we were terrorists or criminals, as if they've got some kind of a reason to be suspicious of us.
[00:19:46.691 --> 00:19:52.354]  You know, they don't have to have, they presume that they don't have to have a search warrant, that they don't have to have, like you said, probable cause.
[00:19:53.555 --> 00:19:58.358]  We basically lost our innocent until proven guilty assumption here.
[00:19:58.378 --> 00:20:00.679]  Now we're all guilty until they prove that we're innocent.
[00:20:00.779 --> 00:20:01.239]  Is that correct?
[00:20:02.080 --> 00:20:02.660]  That's right.
[00:20:02.700 --> 00:20:04.421]  We're continuing to
[00:20:05.807 --> 00:20:06.207]  I think so.
[00:20:21.468 --> 00:20:26.209]  Now, this brings up an interesting conflict between the federal government, and we're seeing this on a number of issues.
[00:20:26.229 --> 00:20:31.690]  There were a lot of states that passed initiatives that would limit the Obamacare mandate.
[00:20:32.330 --> 00:20:37.592]  There were states that passed initiatives on medical marijuana, even marijuana legalization.
[00:20:38.052 --> 00:20:43.993]  And we've seen over and over again that the federal government just disregards the wishes of the people and the wishes of the states.
[00:20:44.013 --> 00:20:48.514]  They completely disregard the Tenth Amendment, just like they do much of the rest of the Constitution.
[00:20:49.134 --> 00:20:51.997]  Now, you tried this two years ago.
[00:20:52.637 --> 00:20:54.018]  Tell us what happened at that time.
[00:20:55.520 --> 00:21:01.104]  Well, the bill received bipartisan support in both chambers.
[00:21:01.184 --> 00:21:17.718]  It passed unanimously on both second and third reading in the House, then was sent to the Senate, and then the Department of Justice threatened to make Texas basically a no-fly zone, to shut down a flight or series of flights.
[00:21:18.968 --> 00:21:21.369]  And that's just an outrageous threat.
[00:21:21.389 --> 00:21:28.491]  We have planes coming in and out of Texas all the time, but people are not being searched in this way.
[00:21:28.511 --> 00:21:45.696]  Then the bill was brought to the floor after that threat was made, and the initial support that we had, which was nearly every senator, dissipated so that we couldn't overcome the procedural hurdle.
[00:21:46.716 --> 00:21:48.157]  Uh, to move the bill forward.
[00:21:48.677 --> 00:21:52.778]  But then the Lieutenant Governor, uh, did call it in the special session.
[00:21:52.798 --> 00:21:57.820]  In fact, he did it on the night that the special session was called.
[00:21:58.741 --> 00:22:05.163]  And then the Governor, uh, about two-thirds of the way through, uh, did call the bill.
[00:22:06.283 --> 00:22:15.847]  I regret and believe the bill was delayed for a week coming to the floor, but it had already gone through committee, um, and we, uh,
[00:22:16.676 --> 00:22:29.543]  Well, the Senate passed the bill, and then the House passed the bill, the Senate adjourned, didn't take up our bill, and I had to procedurally substitute the House bill, the Senate bill.
[00:22:30.364 --> 00:22:36.827]  I lost a few votes when the bill was politicized.
[00:22:39.016 --> 00:22:47.464]  Was unable to reach the four-fifths necessary to move the bill forward on third reading when we just passed it on second reading.
[00:22:48.405 --> 00:23:04.340]  But I do believe the people of Texas are behind the bill and I've received encouraging words from some of the leadership of our state that the bill is going to move quickly and that's encouraging to me.
[00:23:04.704 --> 00:23:05.244]  Well, that's great.
[00:23:05.264 --> 00:23:06.745]  You know, it's not just the people of Texas.
[00:23:06.785 --> 00:23:10.926]  There's people all over the country that were watching that last time and were supporting you on that.
[00:23:10.986 --> 00:23:17.468]  And as you said, it was a total outrage that the federal government would try to blackmail us over that.
[00:23:17.928 --> 00:23:28.852]  You know, if you remember, two years ago around Thanksgiving, right after they'd rolled these machines out, we organized an opt-out campaign for the busiest travel day of the year.
[00:23:29.692 --> 00:23:31.593]  And the TSA blinked.
[00:23:31.833 --> 00:23:32.954]  They shut the machines down.
[00:23:33.514 --> 00:23:35.755]  So, you know, we're coming back this time.
[00:23:35.835 --> 00:23:38.337]  Two years later, we've got an opt-out and film campaign.
[00:23:38.357 --> 00:23:39.597]  And this time we're doing it for a week.
[00:23:40.618 --> 00:23:42.579]  Because they tried to back down on that.
[00:23:42.639 --> 00:23:44.340]  You know, people are fed up with this.
[00:23:44.620 --> 00:23:46.781]  And all over the country, people are fed up with this.
[00:23:46.881 --> 00:23:53.364]  I really do hope that the Texas legislature, that all of them will get some backbone this time and call their bluff.
[00:23:53.384 --> 00:23:58.027]  There's absolutely no way they're going to be able to shut down all travel in and out of Texas.
[00:23:59.121 --> 00:24:04.644]  Well that's right, and we just should not submit to something that's unconstitutional.
[00:24:04.724 --> 00:24:14.610]  We should refuse to give them that right to touch us in that way unless we've committed a criminal act, or they believe we have.
[00:24:14.650 --> 00:24:27.158]  But if we're just seeking to travel, to go visit our loved ones, and this bill too is a little bit improved in that it won't allow you to, the PSA or anybody, to separate a child from a parent.
[00:24:27.904 --> 00:24:38.892]  There was one autistic boy that was separated from his parents, and when he was being touched in this intrusive way, he began to cry out, man on boy, man on boy!
[00:24:38.912 --> 00:24:51.262]  If a young child who's taught that this is indignant and not supposed to be done can figure this out, why are we allowing our federal government to do this?
[00:24:52.583 --> 00:24:54.024]  And we shouldn't go along with it.
[00:24:56.249 --> 00:24:57.129]  That's right, that's right.
[00:24:57.430 --> 00:25:00.291]  That's why I said at the beginning, I want my freedom and my dignity back.
[00:25:00.411 --> 00:25:04.173]  You know, this is, I think this is just nothing more than just behavioral conditioning.
[00:25:04.213 --> 00:25:04.913]  If you look at B.F.
[00:25:04.953 --> 00:25:07.034]  Skinner, that's exactly what he was suggesting.
[00:25:07.575 --> 00:25:12.377]  He was suggesting that we be conditioned to not look for freedom or for dignity.
[00:25:12.417 --> 00:25:18.220]  And I, you know, there is no, there's so many things that they're doing now, the TSA as part of their so-called security procedures.
[00:25:18.840 --> 00:25:24.463]  Going in and sampling people's drinks that they have purchased after they've already gone through security.
[00:25:24.483 --> 00:25:27.985]  They've purchased it from vendors who have been tested, that sort of thing.
[00:25:28.545 --> 00:25:31.346]  Calling, telling everybody they have to freeze in the airport.
[00:25:31.646 --> 00:25:34.248]  I mean, this is going beyond all reason.
[00:25:34.268 --> 00:25:37.009]  This is nothing more than just behavioral control.
[00:25:37.029 --> 00:25:38.070]  That's right.
[00:25:38.130 --> 00:25:39.770]  And they're not law enforcement agents.
[00:25:40.071 --> 00:25:42.532]  We should refuse to submit to those things.
[00:25:42.812 --> 00:25:43.252]  That's right.
[00:25:43.452 --> 00:25:43.792]  That's right.
[00:25:44.073 --> 00:25:46.714]  Yes, they're not sworn law enforcement agents either.
[00:25:47.389 --> 00:25:49.771]  Well, I certainly hope you get this through.
[00:25:49.831 --> 00:25:54.353]  We will do everything we can to get your cause out there and get the word out.
[00:25:54.413 --> 00:26:01.758]  And we hope that people all over the country will be supporting you and the members of the Texas Legislature to try to put this through.
[00:26:03.419 --> 00:26:05.420]  Well, thank you for getting out the word.
[00:26:05.480 --> 00:26:09.723]  This is one of the many freedoms that's under attack.
[00:26:10.103 --> 00:26:10.964]  One of my favorite
[00:26:11.858 --> 00:26:12.058]  Yes.
[00:26:12.078 --> 00:26:12.178]  Yes.
[00:26:40.276 --> 00:26:44.622]  But for our whole nation that we do not put up with tyranny.
[00:26:44.842 --> 00:26:45.062]  Yes.
[00:26:45.543 --> 00:26:46.024]  Yes.
[00:26:46.264 --> 00:26:49.829]  You probably have noticed these petitions that are going around at the White House.
[00:26:50.569 --> 00:26:54.915]  There's 50 petitions in every state saying that they would like to secede.
[00:26:54.975 --> 00:26:58.019]  And a lot of these have passed the White House review threshold.
[00:26:59.120 --> 00:27:21.043]  And it's, I think, a sign of people's disgust with the absolute arrogance out of Washington, that they don't listen to the voices of the people, they don't listen to the states, and they do whatever they wish, no matter, you know, if people pass a medical marijuana law, or they pass something against the Obama mandates, or they pass something that says that you can't sexually assault us without cause.
[00:27:21.503 --> 00:27:29.571]  I mean, they're just incredibly arrogant anymore, and I think this is kind of a shot across the bow to Washington that people have had enough.
[00:27:30.672 --> 00:27:31.272]  That's right.
[00:27:31.593 --> 00:27:37.598]  And we must refuse as a state to carry out their business for us.
[00:27:37.839 --> 00:27:42.343]  One of the programs was Bus Safe in Houston, where they were going to randomly
[00:27:43.135 --> 00:27:43.215]  Yes.
[00:27:43.275 --> 00:27:43.435]  Yes.
[00:28:10.606 --> 00:28:10.806]  Yes.
[00:28:11.206 --> 00:28:13.749]  And if we don't do that, it's going to set a precedent.
[00:28:14.189 --> 00:28:19.133]  So they'll start doing this in bus stations, they'll start doing it on highways, they'll probably go to shopping malls.
[00:28:19.474 --> 00:28:26.520]  This is not the Airline Security Administration, this is the Transportation Security Administration, and all these bureaucracies want to expand their power.
[00:28:27.461 --> 00:28:29.302]  Thank you, David, and thank the people of Texas.
[00:28:29.322 --> 00:28:31.484]  They're going to be the ones to move it forward.
[00:28:31.504 --> 00:28:31.984]  Thank you so much.
[00:28:56.536 --> 00:29:00.943]  We're going to be going to break now and Dan Baddondi is going to recap the week and then after that we'll come back.
[00:29:05.050 --> 00:29:10.519]  Hi, this is Dan Baddondi for the InfoWars Nightly News and this is a weekly recap of our top headline news.
[00:29:11.607 --> 00:29:18.170]  First, we got a bioethicist argue for the right to seize newborns' blood and global database.
