[00:00:02.739 --> 00:00:03.179]  We're good to go.
[00:03:25.800 --> 00:03:32.443]  One of the scenarios they're training for is a total economic collapse, and you'll see that playing out in this document as well.
[00:03:32.803 --> 00:03:34.964]  And again, within the United States or U.S.
[00:03:35.004 --> 00:03:49.511]  territories, during civilian support operations, during emergencies, controlling displaced citizens, resettlement conducted as part of civil support operations will be conducted by lead agencies, including FEMA and Homeland Security.
[00:03:50.312 --> 00:03:52.793]  In another part of the document, it refers to listing
[00:03:53.453 --> 00:04:09.886]  Prisoners names along with their first last name as well as their social security number Foreigners don't have social security numbers only citizens of the United States So it's clear at least part of this plan while it does also apply Overseas is beginning to deal with
[00:04:10.266 --> 00:04:14.168]  How to treat Americans here at home, and we know the history as well.
[00:04:14.248 --> 00:04:20.371]  Paul Joseph Watson has outlined it in detail in his article from today, yesterday, as well as other articles.
[00:04:20.731 --> 00:04:29.795]  There was the ad in 2009 for the National Guard to recruit internment resettlement specialists, the exact language used in this document.
[00:04:30.096 --> 00:04:39.340]  In December of last year, only a few months ago, we got the documents where Halliburton's subsidiary, KBR, was subcontracting people to run the camps.
[00:04:39.720 --> 00:04:43.864]  Everything from sanitation to fencing to food and the rest of it.
[00:04:43.964 --> 00:04:51.910]  In 2006, there were all the newspaper articles, including the Houston Chronicle, pointing out how KBR had been contracted to build the camps.
[00:04:51.970 --> 00:04:55.954]  I believe the number was 386 million or more.
[00:04:56.934 --> 00:04:57.815]  Or was it billion?
[00:04:57.875 --> 00:04:59.256]  I don't remember off the top of my head.
[00:04:59.336 --> 00:05:07.924]  And of course, we have the history over Rex 84, which ostensibly is a way to deal with the mass exodus of basically Mexican
[00:05:08.584 --> 00:05:11.545]  People crossing the border and others trying to cross the U.S.
[00:05:11.605 --> 00:05:11.905]  border.
[00:05:12.206 --> 00:05:32.694]  But in reality, hearings during the Iran-Contra scandal and more, circa 1987, revealed that actually it was a secretive drill, quote, developed by the federal government to suspend the Constitution, declare martial law, assign military commanders to take over state and local governments, and detain large numbers of citizens deemed to be a national security threat.
[00:05:33.035 --> 00:05:35.756]  And again, we see the buildup over and over here.
[00:05:36.616 --> 00:05:44.958]  This is a slippery slide into tyranny and these detainment camps are of course the end of the road for anything we can consider to be freedom.
[00:05:45.339 --> 00:05:51.160]  It's based on North Korean models, Soviet gulag models, Nazi concentration camp models and more.
[00:05:51.540 --> 00:05:53.401]  And they're really looking to bring it here.
[00:05:53.741 --> 00:05:55.201]  We've seen it time and again.
[00:05:55.261 --> 00:05:56.782]  They're really building up for something.
[00:05:56.822 --> 00:05:58.482]  They know the economy is collapsing.
[00:05:59.003 --> 00:06:03.864]  And here we have quotes from Bill Ayers from the Weather Underground documentary.
[00:06:04.584 --> 00:06:17.109]  In another Paul Joseph Watson article, Obama mentor wanted Americans put into re-education camps whether underground terrorists plan to eliminate 25 million US citizens and re-education camps.
[00:06:17.490 --> 00:06:27.594]  This is based on the testimony and the statements you could find in that documentary from former FBI agent Larry Grathwall who infiltrated the group and
[00:06:28.114 --> 00:06:28.414]  I think?
[00:06:50.569 --> 00:06:51.730]  Yeah, I think so.
[00:07:19.344 --> 00:07:24.708]  I brought up the subject of what's going to happen after we take over the government.
[00:07:25.068 --> 00:07:30.652]  We become responsible then for administrating 250 million people.
[00:07:31.893 --> 00:07:42.301]  The only thing that I could get was that they expected that the Cubans and the North Vietnamese and the Chinese and the Russians would all want to occupy different portions of the United States.
[00:07:43.462 --> 00:07:48.966]  They also believed that their immediate responsibility would be to protect against what they called the counter-revolution.
[00:07:50.570 --> 00:08:12.263]  And they felt that this counter-revolution could best be guarded against by creating and establishing re-education centers in the Southwest, where we would take all the people who needed to be re-educated into the new way of thinking and teach them how things were going to be.
[00:08:13.184 --> 00:08:19.508]  I ask, well, what is going to happen to those people that we can't re-educate, that are die-hard capitalists?
[00:08:20.621 --> 00:08:23.283]  And the reply was that they'd have to be eliminated.
[00:08:24.684 --> 00:08:32.471]  And when I pursued this further, they estimated that they would have to eliminate 25 million people in these re-education centers.
[00:08:33.131 --> 00:08:34.833]  And when I say eliminate, I mean kill.
[00:08:35.686 --> 00:08:39.890]  And that's from the short doc, from the documentary No Place to Hide, a short clip from there.
[00:08:39.950 --> 00:08:43.032]  I've seen the other documentary, The Weather Underground, also interesting.
[00:08:43.632 --> 00:08:45.074]  I think from memory he was in it too.
[00:08:45.234 --> 00:08:47.155]  Anyway, we have some Bill Ayers quotes.
[00:08:47.896 --> 00:08:49.978]  Was he sorry for helping to bomb...
[00:08:50.718 --> 00:08:52.218]  Official federal government buildings.
[00:08:52.318 --> 00:08:53.799]  I don't regret setting bombs.
[00:08:53.999 --> 00:09:00.900]  I feel we didn't do enough He says he also said everything was absolutely ideal on the day.
[00:09:01.040 --> 00:09:11.482]  I bombed the Pentagon I was on board with President-elect Obama He surely later said and you got to ask how did they ever even get access to the Pentagon building to the White House?
[00:09:12.142 --> 00:09:14.263]  To the State Department offices and on and on
[00:09:15.063 --> 00:09:19.545]  I really think that case stinks badly, but that's for another time.
[00:09:19.926 --> 00:09:22.787]  Meanwhile, when would we see these re-education camps?
[00:09:22.827 --> 00:09:25.529]  And by the way, you should search the document for the term re-education.
[00:09:25.569 --> 00:09:26.069]  It's in there.
[00:09:26.089 --> 00:09:29.571]  I think it's spelled all one word without the dash re-education.
[00:09:30.291 --> 00:09:33.693]  Anyway, one of those scenarios is based on economic collapse.
[00:09:33.773 --> 00:09:42.558]  We know that the Army War College advised a number of states, including Arizona, to prepare for economic riots under and civil
[00:09:43.118 --> 00:09:43.559]  I don't
[00:10:03.519 --> 00:10:06.522]  Working-age Americans that do not get up in the morning and go to work.
[00:10:06.862 --> 00:10:08.924]  No wonder it seems so many don't have jobs.
[00:10:09.425 --> 00:10:13.448]  And so this is the case of the classic under-reporting of unemployment.
[00:10:13.789 --> 00:10:20.395]  Officially there's some 12.6 million unemployed Americans, but in reality there's an additional 87.8 million
[00:10:23.017 --> 00:10:42.848]  Adult Americans who are otherwise eligible to go to work who don't but they're not counted in unemployment numbers because they're quote not seeking work and thus they fudge the numbers by putting those people in totally different categories and yes a few of those people are stay-at-home mothers and things like that but a lot of them surely intend to be working but simply haven't found jobs.
[00:10:43.128 --> 00:10:45.669]  They don't count people who gave up looking for work.
[00:10:45.929 --> 00:10:50.452]  They only count people recently looking for work such as in the last four weeks and on and on.
[00:10:51.332 --> 00:10:53.813]  And it's just terrible unemployment numbers.
[00:10:53.853 --> 00:10:58.214]  You can see where they've deceived us yet again about how bad the economy really is.
[00:10:58.574 --> 00:10:59.794]  They know the collapse is coming.
[00:10:59.834 --> 00:11:03.015]  That's why they have so many pieces in preparation to deal with it.
[00:11:03.335 --> 00:11:11.256]  They just want to fool the public long enough to keep us from stopping the draconian, surely authoritarian measures they have in mind.
[00:11:11.676 --> 00:11:13.977]  Just another piece of that larger picture.
[00:11:14.677 --> 00:11:21.445]  All these summits, all these meetings they have year after year, they build them up to be big billion-dollar security events.
[00:11:21.785 --> 00:11:30.015]  It's not even just about the merging of all these Atlantic and Western nation countries, such as at the upcoming NATO summit or at the upcoming G8 summit.
[00:11:30.355 --> 00:11:32.658]  It's also about a big spectacle.
[00:11:33.038 --> 00:11:33.178]  Okay.
[00:11:51.516 --> 00:11:56.783]  Pat Downs and Porno Scanners in the Chicago during the summit, the NATO Summit.
[00:11:56.843 --> 00:12:04.512]  TSA's Mission Creep has infected security arrangements for the upcoming NATO War Council to be held in Chicago beginning May 20th.
[00:12:04.853 --> 00:12:10.360]  Some stations on the Metro, Electric Line and South Shore Line could be shut down during the upcoming NATO Summit.
[00:12:10.880 --> 00:12:13.822]  And others could face airport-style security screenings.
[00:12:14.163 --> 00:12:17.925]  And we've already seen the other statements about how the whole city is on lockdown.
[00:12:17.965 --> 00:12:22.228]  They're advising residents to evacuate, particularly from the downtown area.
[00:12:22.688 --> 00:12:28.412]  I know someone who tried to fly into the country through Chicago over a month and a half, almost two months ago.
[00:12:28.813 --> 00:12:34.737]  And they were being interrogated on their possible intentions to protest this NATO and G8 summit.
[00:12:34.757 --> 00:12:37.178]  The G8 summit was once going to be in Chicago.
[00:12:37.519 --> 00:12:38.419]  Now it's being held.
[00:12:39.560 --> 00:12:40.541]  Camp David, I think.
[00:12:40.821 --> 00:12:50.426]  But you've got CBS Local in Chicago covering the fact that they could have these airport-style security crackdowns and how the metro lines didn't like it.
[00:12:50.466 --> 00:13:01.412]  They tried to fight against it and had only partial victories as the super security complex will be directing what they're allowed to do during the time of the summit.
[00:13:01.992 --> 00:13:04.393]  Just incredible, the kind of lockdowns they have there.
[00:13:04.813 --> 00:13:05.253]  And why?
[00:13:05.333 --> 00:13:19.416]  Just so a bunch of unelected bureaucrats, heads of state, can supposedly represent the whole world when they weren't elected to do so, enter us into all these agreements, pursue these phony NATO wars for imperialistic control, and on and on.
[00:13:19.476 --> 00:13:24.297]  Who could like anything they're doing, and yet those protesters are being treated as the enemy.
[00:13:25.077 --> 00:13:29.659]  Meanwhile, in the EU, there's been an exposed plot to scrap Britain.
[00:13:29.719 --> 00:13:34.761]  This, of course, has been ongoing, part of the larger European Union agenda.
[00:13:35.061 --> 00:13:42.484]  Senior Eurocrats are secretly plotting to create a super powerful EU president to realize their dream of abolishing Britain.
[00:13:42.964 --> 00:13:58.134]  The London Express can now reveal a covert group of EU foreign ministers has drawn up plans for merging the jobs currently done by Herman Van Rompuy, President of the European Council, and Jose Manuel Barroso of the European Council.
[00:13:58.174 --> 00:14:07.420]  So to be a super EU president, also unelected, over both of those bureaucrats, technocrats, they themselves are said to have had some fighting and squabbling
[00:14:07.780 --> 00:14:18.844]  So they'll have to put a new super lord over them and part of that is of course to subdue Britain who's been really revolting against a lot of the EU platform for better or for worse.
[00:14:19.325 --> 00:14:24.326]  It's a super state with unelected bureaucracy and they're trying to bring Britain into that.
[00:14:24.366 --> 00:14:35.471]  They haven't yet accepted the euro even as the euro is collapsing they'll pressure them to do that as well and therefore a number of British people affiliated with the European Parliament have spoken out against it.
[00:14:36.671 --> 00:14:42.094]  Uh, Euro MP Paul Newtall of the UK Independence Party, the same one that Nigel Farage is in.
[00:14:42.434 --> 00:14:45.936]  So this is a truly ridiculous idea that must never be allowed to happen.
[00:14:46.396 --> 00:14:59.102]  It sounds as if they're trying to go back to the days of the Holy Roman Emperor and others saying how, my worry is the President will end up having the charisma of Van Rompuy and the economic management skills of Barroso.
[00:15:01.408 --> 00:15:09.978]  And we'll surely flush out more information on that this year at Bilderberg as those figures or those closely related to them meet annually at that summit.
[00:15:10.058 --> 00:15:13.622]  That one is coming up in Chantilly, Virginia at May 31st.
[00:15:13.782 --> 00:15:14.964]  Alex and crew will be there.
[00:15:15.044 --> 00:15:16.125]  We hope you'll join him.
[00:15:16.545 --> 00:15:21.091]  Meanwhile, California has a medical pot crackdown in upscale Santa Barbara.
[00:15:21.691 --> 00:15:29.993]  What's going on here is they're cracking down on the medical marijuana supply chain, these different dispensaries that have certainly been controversial.
[00:15:30.373 --> 00:15:33.354]  But really, overall, this is a Tenth Amendment issue.
[00:15:33.694 --> 00:15:38.135]  Californians, love them or hate them, have voted to okay these dispensaries.
[00:15:38.575 --> 00:15:48.198]  Their laws uphold these things, and yet you've got the feds leading the crackdowns on them, and they coerce a number of the local and state authorities to go along with their crackdowns.
[00:15:48.658 --> 00:16:01.092]  The moves on Santa Barbara storefronts and cultivation facilities marked the fourth such sweep in recent months in the seven-county California region that ranks as the largest federal law enforcement district in the nation and on and on.
[00:16:01.453 --> 00:16:05.858]  And that's just to discourage overall states moving to allow for medical marijuana.
[00:16:06.078 --> 00:16:06.559]  I don't know.
[00:16:24.677 --> 00:16:33.659]  Greater, just yesterday I know Alex covered this article, UCSD students five-day ordeal in a DEA jail sparks outrage.
[00:16:33.979 --> 00:16:42.961]  He was allegedly part of an ecstasy distribution ring and may have had to deal with other drugs and weapons according to this article.
[00:16:43.681 --> 00:16:50.403]  He was forgotten by a DEA agent and left in a cell for five days, had to drink his own urine to survive.
[00:16:50.703 --> 00:16:55.046]  That's how lawless these prisons are and this larger war on drugs.
[00:16:55.366 --> 00:16:57.127]  Just showing some of the hypocrisy there.
[00:16:57.487 --> 00:17:01.569]  Meanwhile, a bit of upbeat news or downbeat depending on how you look at it.
[00:17:01.909 --> 00:17:11.295]  It's nothing short of incredible what the Ron Paul campaign and especially his grassroots supporters have achieved despite the total media blackout on Ron Paul.
[00:17:11.615 --> 00:17:15.097]  Despite the regurgitated meme that he can't win, won't win.
[00:17:15.417 --> 00:17:18.739]  Despite all the disowning from inside the Republican Party.
[00:17:19.259 --> 00:17:31.469]  Still, activists are winning delegates on the local, state, and eventually the national level in many, many, many caucus states, and now they are clearly concerned about what's going to happen in Nevada.
[00:17:31.990 --> 00:17:45.141]  Very odd state for the Ron Paul vote, since he didn't get even 1% more votes than he got in 2008, even though he grew in popularity all across the country, even though Nevada is known for its libertarian base.
[00:17:45.441 --> 00:17:45.501]  Yes.
[00:18:03.953 --> 00:18:04.713]  I think so.
[00:18:30.583 --> 00:18:35.967]  The delegation in hopes that it would stop any kind of mass Ron Paul movement there.
[00:18:36.308 --> 00:18:44.794]  Meanwhile, the head of Ron Paul's campaign in Nevada, Carl Bunce, rebutted all this, saying the strategy is well within the rules.
[00:18:45.114 --> 00:18:45.975]  It's ridiculous.
[00:18:46.095 --> 00:18:53.621]  It's nothing more than a veiled threat, according to Bunce, who went on to say you can't come in seventh inning and say we're going to change the rules here.
[00:18:54.041 --> 00:18:59.726]  The Romney campaign adviser has come in and give you a loyalty test on who you support before you can go to bat.
[00:18:59.926 --> 00:19:00.907]  This is tyranny.
[00:19:01.228 --> 00:19:04.732]  If you can come in and change the rules whenever you want, that's not a republic.
[00:19:05.013 --> 00:19:05.714]  That's tyranny.
[00:19:06.034 --> 00:19:08.197]  Well, I got bad news for you, Blunt.
[00:19:08.457 --> 00:19:12.142]  The entire political party structure is part of the tyranny.
[00:19:12.463 --> 00:19:14.766]  We weren't supposed to have political parties in this country.
[00:19:15.086 --> 00:19:16.146]  They're not American.
[00:19:16.186 --> 00:19:18.287]  They work against our democratic traditions.
[00:19:18.607 --> 00:19:20.067]  They weaken our republic.
[00:19:20.107 --> 00:19:23.148]  We're not supposed to be loyal to these political parties.
[00:19:23.468 --> 00:19:27.729]  I think it's great what the Ron Paul delegates have achieved thus far in so many states.
[00:19:27.749 --> 00:19:29.390]  I hope they continue their efforts.
[00:19:29.450 --> 00:19:36.032]  They should not stop short of total chaos, of course non-violent peaceful chaos, at the Republican Convention.
[00:19:36.052 --> 00:19:37.672]  There's nothing to back with Mitt Romney.
[00:19:37.712 --> 00:19:38.892]  He's just an Obama-lite.
[00:19:39.213 --> 00:19:41.073]  He pushed for the same health care system.
[00:19:41.453 --> 00:19:43.434]  He also signed the anti-
[00:19:45.746 --> 00:19:51.713]  He also signed the anti-assault weapons bans things in Massachusetts and so many other platform positions.
[00:19:51.994 --> 00:20:01.946]  The Ron Paul people should voice their displeasure with the same old candidates, the same old tired false opponents inside this party system and back Ron Paul all the way.
[00:20:02.066 --> 00:20:03.708]  Our country's going down the tubes anyway.
[00:20:04.289 --> 00:20:06.690]  At that point, I will bring you to our quote of the day.
[00:20:06.850 --> 00:20:21.036]  It's from Dwight D. Eisenhower, when, from his inaugural speech in 1953, Americans, indeed all freemen, remember that in the final choice, a soldier's pack is not so heavy a burden as a prisoner's chains.
[00:20:21.176 --> 00:20:22.556]  Dwight D. Eisenhower.
[00:20:23.057 --> 00:20:24.117]  Now, we're going to go to break.
[00:20:24.137 --> 00:20:28.679]  We're going to come back with not one, but two Hoppy Heidelberg interviews, the key
[00:20:29.559 --> 00:20:33.702]  Juror for the grand jury in the Oklahoma City bombing investigation.
[00:20:33.722 --> 00:20:34.682]  He's been on before.
[00:20:35.023 --> 00:20:36.343]  We're going to play those for you now.
[00:20:36.444 --> 00:20:38.044]  Incredible, powerful information.
[00:20:38.084 --> 00:20:38.645]  Don't miss it.
[00:20:38.925 --> 00:20:47.350]  And don't forget to watch, but also share with your friends, family, and contact Noble Law, exposing the larger picture of the Oklahoma City bombing.
[00:20:47.650 --> 00:20:50.192]  And don't forget to support us at PrisonPlanet.tv.
[00:20:50.512 --> 00:20:54.214]  Your subscribership helps fund our operation, and you're getting the word out.
[00:20:54.234 --> 00:20:56.616]  It helps us turn things around in this country.
[00:20:57.912 --> 00:20:58.814]  Thank you and good night.
[00:20:59.095 --> 00:21:00.498]  We'll be back again next week.
[00:21:04.890 --> 00:21:08.092]  Have you been to InfoWarsShop.com lately?
[00:21:08.573 --> 00:21:13.136]  Express your inner patriot with these brand new InfoWars t-shirts.
[00:21:13.696 --> 00:21:16.458]  Say it loud with the InfoWars Bullhorn shirt.
[00:21:16.919 --> 00:21:19.821]  Or educate the sheeple with the Bill of Rights shirt.
[00:21:20.641 --> 00:21:24.024]  Grope the public's mind with the TSA shirt.
[00:21:24.664 --> 00:21:28.947]  And with this shirt, you can let the dark side know of the Rebel Alliance's power.
[00:21:30.348 --> 00:21:33.410]  All available at InfoWarsShop.com.
[00:21:36.067 --> 00:21:41.351]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:21:41.611 --> 00:21:43.813]  Start purifying your water with ProPure.
[00:21:44.033 --> 00:21:53.019]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:21:53.179 --> 00:21:56.402]  Its filters are silver impregnated to prevent bacterial growth.
[00:21:56.642 --> 00:21:58.083]  There's no priming required.
[00:21:58.343 --> 00:22:00.404]  It's NSF-42 certified.
[00:22:00.645 --> 00:22:03.126]  Optional fluoride filters can reduce fluoride up to 95%.
[00:22:04.207 --> 00:22:05.548]  Easy to set up and use.
[00:22:05.748 --> 00:22:07.049]  Doesn't require electricity.
[00:22:07.189 --> 00:22:10.071]  Purify water from lakes, streams, ponds, and wells.
[00:22:10.371 --> 00:22:13.553]  This filter system leaves in beneficial minerals, which is key.
[00:22:13.773 --> 00:22:15.575]  Save money by not buying bottled water.
[00:22:15.695 --> 00:22:17.796]  And avoid BPA that leaches from the plastic.
[00:22:17.936 --> 00:22:20.558]  ProPure is the best gravity-fed filter out there.
[00:22:20.698 --> 00:22:22.019]  It's what my family uses.
[00:22:22.299 --> 00:22:25.521]  Infowars.com already has the lowest price on ProPure.
[00:22:25.621 --> 00:22:30.905]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:22:31.485 --> 00:22:33.426]  You can also call to order 888-253-3139.
[00:22:33.526 --> 00:22:38.888]  Now, for the next hour, going to our guest, Hoppy Heidelberg, who, of course, was instrumental
[00:22:52.132 --> 00:22:57.177]  He's been on four or five times in the last 16 years that I've been on air.
[00:23:14.692 --> 00:23:17.995]  And he's been through so much, you know, to tell the truth.
[00:23:18.275 --> 00:23:19.496]  But I want to get different people on.
[00:23:19.556 --> 00:23:23.678]  Survivors, grand jurors, police officers, you know, mothers.
[00:23:24.359 --> 00:23:28.302]  We actually have a police officer who's actually been threatened we may be able to get on.
[00:23:28.322 --> 00:23:29.763]  One of the ones they didn't kill.
[00:23:30.523 --> 00:23:32.745]  Just to illustrate for the people that were there.
[00:23:33.405 --> 00:23:37.728]  What really happened and how this was blamed on the anti-globalist movement and the state's rights movement.
[00:23:38.089 --> 00:23:41.471]  And then of course there's all the White House memos and things saying they sure need another one.
[00:23:41.491 --> 00:23:42.332]  It would sure be great.
[00:23:42.632 --> 00:23:43.753]  There was a new Oklahoma City.
[00:23:44.173 --> 00:23:48.276]  Very nasty how dumb they think we are to publicly talk about this.
[00:23:48.717 --> 00:23:53.861]  So he was the grand jury foreman and he investigated evidence surrounding the Oklahoma City bombing.
[00:23:54.421 --> 00:23:56.923]  And then, of course, we have Mr. Emory with him as well, joining us.
[00:23:57.344 --> 00:24:00.807]  Gentlemen, I could ask a lot of questions here, but I want to welcome you both back.
[00:24:01.247 --> 00:24:10.556]  And until we got a break in 10 minutes, instead of me just throwing out the first questions, you guys start talking about whatever you think is most important.
[00:24:11.815 --> 00:24:14.597]  Alex, the first thing I want to do is make a correction there.
[00:24:14.817 --> 00:24:16.718]  I was not the foreman of the grand jury.
[00:24:16.878 --> 00:24:20.861]  If I had been, it would have been a completely different outcome.
[00:24:20.921 --> 00:24:22.922]  Well, see, I'm going back from a decade plus or so.
[00:24:22.942 --> 00:24:23.783]  My memory gets foggy.
[00:24:23.803 --> 00:24:24.423]  I apologize.
[00:24:25.124 --> 00:24:25.684]  No problem.
[00:24:25.724 --> 00:24:29.467]  I just want to make that clear that because they kept bringing that up.
[00:24:29.507 --> 00:24:30.508]  Well, you're not the foreman.
[00:24:30.548 --> 00:24:32.309]  You can't demand this and you can't demand that.
[00:24:32.329 --> 00:24:33.570]  Maybe that's where I got it in my brain.
[00:24:33.610 --> 00:24:33.890]  But yeah.
[00:24:33.930 --> 00:24:35.831]  How long has it been since we talked?
[00:24:35.851 --> 00:24:37.112]  Something like five, six, seven years?
[00:24:37.472 --> 00:24:38.013]  Oh, at least.
[00:24:38.053 --> 00:24:38.333]  Yeah.
[00:24:38.473 --> 00:24:40.794]  OK, so Hoppy was on the grand jury.
[00:24:40.814 --> 00:24:41.395]  Please continue.
[00:24:42.711 --> 00:24:59.500]  Well, uh, they handed us, uh, when they called us back in December of 94 to come in, and then they excused the people who couldn't serve, and then they drew out of the hat the names of the people that we're gonna serve, and then they gave us a handbook called the Grand Juror's Handbook.
[00:25:00.220 --> 00:25:08.947]  And I took mine home and I went through it first, highlighting it, and then I came back and underlined with red the most salient, highlighted parts.
[00:25:09.568 --> 00:25:10.869]  And I understood that thing.
[00:25:10.929 --> 00:25:13.291]  I could have taken a quiz on it and made a hundred.
[00:25:13.471 --> 00:25:14.672]  I understood that book.
[00:25:15.373 --> 00:25:23.259]  And I didn't realize that they hadn't read the book and didn't understand it and were not going to go by it at all.
[00:25:23.780 --> 00:25:28.263]  So the first day that, of course, I'd been on the grand jury since January 95,
[00:25:29.804 --> 00:25:33.947]  But the other grand jury, there's two sitting grand juries all the time at Oklahoma City.
[00:25:33.987 --> 00:25:38.150]  There's one that serves from January to January and one from July to July.
[00:25:38.750 --> 00:25:42.312]  Well, the July jury wasn't going to have time to do this, so we caught it.
[00:25:43.013 --> 00:25:56.702]  And we started, I don't remember whether it was May or June, but anyway, the very first day that we started hearing evidence, I call it that, on the bombing, they told us that we couldn't question witnesses.
[00:25:58.131 --> 00:25:59.052]  Well, that's crazy.
[00:25:59.552 --> 00:26:06.055]  I mean, that's the whole purpose of a grand jury hearing like that, is for grand jurors to be able to question witnesses.
[00:26:06.556 --> 00:26:13.179]  So I showed them in the book that I could question witnesses and that I plan to.
[00:26:15.241 --> 00:26:17.223]  Finally, we came to a compromise.
[00:26:17.263 --> 00:26:19.044]  We just had to call it off for a while.
[00:26:19.084 --> 00:26:22.308]  And they came to a compromise and said, OK, you can question.
[00:26:22.748 --> 00:26:24.670]  And I was the only one that was allowed to question.
[00:26:25.271 --> 00:26:28.934]  You can question, but you have to submit your questions in advance.
[00:26:29.955 --> 00:26:31.756]  Well, of course, the book, that was bull.
[00:26:31.796 --> 00:26:32.897]  The book didn't say that.
[00:26:33.457 --> 00:26:36.718]  But I was smart enough to know that that's not really a big deal.
[00:26:37.219 --> 00:26:44.002]  I'll submit one question, and then based on the answer to that question, I'll come with the rest of the questions I have.
[00:26:44.542 --> 00:26:50.625]  So I got around the one-question rule, and I got around the giving them in advance the question rule.
[00:26:51.026 --> 00:26:57.589]  The biggest problem was there wasn't any question... These people that they brought in to testify knew nothing.
[00:26:58.564 --> 00:27:01.267]  There was no questions really to ask of them.
[00:27:03.209 --> 00:27:07.573]  They would testify that they saw Tim McVeigh at a gun show five years ago.
[00:27:07.713 --> 00:27:08.494]  Well, big deal.
[00:27:09.315 --> 00:27:12.498]  That was not relevant at all to Oklahoma City.
[00:27:12.958 --> 00:27:19.444]  In fact, none of the testimony that I heard in that grand jury room was relevant to Oklahoma City.
[00:27:19.845 --> 00:27:22.928]  It was all about stuff that happened months and years before.
[00:27:24.270 --> 00:27:26.811]  And, uh, it was just a dog and pony show.
[00:27:27.572 --> 00:27:29.213]  And I finally complained to them.
[00:27:29.273 --> 00:27:32.334]  I said, look, you're not bringing any witnesses in here.
[00:27:32.394 --> 00:27:33.055]  No anything.
[00:27:33.115 --> 00:27:35.196]  Here's, here's witnesses that I want.
[00:27:35.876 --> 00:27:41.039]  They said, okay, when we get through, you give us your list of witnesses and we'll call them.
[00:27:42.287 --> 00:27:44.649]  And I believed them, which was not very smart.
[00:27:44.689 --> 00:27:45.570]  I should have known better.
[00:27:46.491 --> 00:27:52.016]  So, when they were through with their witnesses, they brought in the bill for us to sign.
[00:27:52.456 --> 00:27:54.598]  And I never got to call any of my witnesses.
[00:27:54.638 --> 00:27:57.601]  So that's when I wrote the judge a letter and told him what had happened.
[00:27:58.261 --> 00:28:00.563]  I said, they promised me I could call witnesses.
[00:28:00.684 --> 00:28:01.624]  They didn't allow it.
[00:28:02.525 --> 00:28:05.007]  Here's a list of witnesses that needed to be called.
[00:28:05.468 --> 00:28:08.651]  And I want you to make this happen.
