[00:00:03.936 --> 00:00:04.117]  Yeah.
[00:08:45.476 --> 00:08:51.118]  So this is basically a warning to China not to escalate its posturing in the island dispute.
[00:08:52.298 --> 00:08:56.900]  If you saw a third aircraft carrier, as we just discussed, then the alarm bell would really start ringing.
[00:08:57.580 --> 00:09:09.004]  But it's about reassuring Japan, of course, that the US will follow through on its treaty obligations while also serving as a hands-off message to China.
[00:09:09.524 --> 00:09:22.529]  Because we covered, of course, a couple of weeks ago a lot of the protests in China against Japan's claim of ownership over these disputed islands were created by the Chinese government itself.
[00:09:23.729 --> 00:09:25.910]  That's the only reason the protests were allowed to happen.
[00:09:26.920 --> 00:09:32.762]  Legitimate, genuine demonstrations in China are routinely crushed by the authorities.
[00:09:32.782 --> 00:09:37.164]  We just saw last week the villagers complaining about being kicked off their land.
[00:09:37.184 --> 00:09:40.405]  They steamrolled it over one guy, crushed him to death.
[00:09:41.265 --> 00:09:56.031]  So, if it's a genuine protest in China, it's certainly not going to be even reported on by the state media, never mind encouraged by the state itself, which is exactly what we saw with these anti-Japanese protests just a couple of weeks ago.
[00:09:57.509 --> 00:10:00.450]  So it's America's response to China's saber-rattling, basically.
[00:10:00.470 --> 00:10:05.432]  That's why there are two large aircraft carriers now operating in the South China Sea.
[00:10:06.372 --> 00:10:11.914]  Remember the story a couple of weeks back about how China was preparing to respond
[00:10:12.734 --> 00:10:18.379]  To the US becoming involved in the conflict, that's actually what a top PLA Admiral said.
[00:10:18.419 --> 00:10:22.262]  They were getting ready for America to embroil itself in the conflict.
[00:10:22.782 --> 00:10:30.849]  So it looks like this one's going to bubble under the surface, at least for the time being, while the focus remains on the Middle East, but the tension remains high.
[00:10:31.870 --> 00:10:39.416]  Moving on to financial news, Tea Party Congressman Alan West jacked Welsh's right on jobs report manipulation theory.
[00:10:40.603 --> 00:10:52.797]  So we had the US unemployment figures out today that basically contradicted the expected rise to 8.2%, came out at 7.8%, dropped significantly, much to everybody's surprise.
[00:10:53.598 --> 00:10:56.561]  But across the board, financial analysts and others have
[00:10:57.242 --> 00:11:02.547]  ...come out and accuse the Obama administration of manipulating the figures as an election stunt.
[00:11:03.147 --> 00:11:16.459]  And Florida Rep Alan West, a Republican running for re-election, said that he agrees with former GE CEO Jack Welch's theory that President Barack Obama is skewing the non-farm payroll report.
[00:11:17.540 --> 00:11:18.401]  This is what he said.
[00:11:48.413 --> 00:12:03.380]  This Republican Tea Party representative is agreeing with the GE CEO, Jack Welsh, who in a tweet said, quote, unbelievable jobs numbers, these guys will do anything, can't debate, so change the numbers.
[00:12:03.921 --> 00:12:12.545]  So they're both accusing the Obama administration of deliberately manipulating the jobs figures just a month before the presidential election.
[00:12:13.125 --> 00:12:14.586]  But if you look at the actual figures,
[00:12:15.851 --> 00:12:24.454]  The number of unemployed and underemployed Americans has actually risen by 400,000 since last month.
[00:12:25.054 --> 00:12:31.256]  So most of these new jobs that the Obama administration is including in this 7.8% figure, or the drop in the figure,
[00:12:33.957 --> 00:12:36.138]  Are part-time or temporary jobs?
[00:12:36.658 --> 00:12:40.139]  So they're certainly not indicative of an economic recovery.
[00:12:40.799 --> 00:12:42.259]  So are they massaging the numbers?
[00:12:42.279 --> 00:12:44.580]  Well yes, they always massage the numbers.
[00:12:45.160 --> 00:12:50.021]  They don't even count the Americans who have given up completely on looking for work.
[00:12:50.161 --> 00:12:51.802]  They're not even included in the figures.
[00:12:52.402 --> 00:12:55.783]  So the unemployment figure is false to begin with.
[00:12:56.003 --> 00:12:57.143]  It always has been.
[00:12:58.868 --> 00:12:59.889]  Big brother news now.
[00:13:00.429 --> 00:13:04.632]  Some parents decry New Carroll School's Palm Scanner.
[00:13:04.792 --> 00:13:06.314]  This is out of the Baltimore Sun.
[00:13:07.074 --> 00:13:10.216]  Instead of paying for their lunches with crumpled dollar bills.
[00:13:10.797 --> 00:13:12.438]  Again, dirty money there.
[00:13:12.758 --> 00:13:14.239]  Casting aspersions on money.
[00:13:15.220 --> 00:13:24.063]  Students in Carroll County schools are having their palms scanned in a new checkout system, raising concerns from some parents that their children's privacy is being violated.
[00:13:24.463 --> 00:13:33.586]  The county is one of the first localities in Maryland to use the Palm Secure system, in which children from kindergarten to twelfth grade place their hands on an infrared scanner.
[00:13:33.606 --> 00:13:41.389]  It identifies unique palm and vein patterns and converts the image into an encrypted numeric algorithm that records the sale.
[00:13:42.645 --> 00:13:50.178]  So the school claimed that it had an opt-out process for this palm scanning to buy school lunches for the kids there.
[00:13:50.879 --> 00:13:55.526]  But they actually took the palm prints of the kids before the parents even knew anything about it.
[00:13:56.425 --> 00:13:59.486]  And this is what the Electronic Privacy Information Center had to say.
[00:13:59.826 --> 00:14:07.708]  Quote, we're talking about elementary school students and that type of technology can make children less inclined to the rights of privacy.
[00:14:08.388 --> 00:14:20.452]  Imagine being tracked from age 8 to 16 and then a university continues to use it, it becomes old hat and makes them less inclined to recognize privacy threats.
[00:14:21.292 --> 00:14:22.673]  So yeah, that's exactly what it is.
[00:14:22.713 --> 00:14:25.175]  As we discussed before, it's prisoner training.
[00:14:25.595 --> 00:14:37.402]  You know, how great is the leap between scanning your palm to buy a school lunch to scanning a chip in your arm to buy food at a fast food restaurant or anywhere?
[00:14:37.522 --> 00:14:49.290]  It's a very small leap to make and the fact that all the kids are being indoctrinated with this, not to mention all the RFID tags and all the other tracking technology that they have to wear in school, it's complete
[00:14:49.750 --> 00:14:50.571]  Prisoner training.
[00:14:50.591 --> 00:14:53.853]  It's preparing them for Big Brother in the outside world.
[00:14:55.054 --> 00:15:04.240]  And it's at a time when, you know, states can barely afford to hire teachers and yet they're willing to spend $300,000 to install this fancy palm scanner.
[00:15:05.581 --> 00:15:09.764]  So, you know, no money for the teachers, plenty of money to get your kids enrolled in the slave system.
[00:15:10.004 --> 00:15:16.429]  And as I say every week on this show, basically, another perfect reason to homeschool your kids.
[00:15:17.955 --> 00:15:22.657]  Printable gun revolution moving forward despite corporate Second Amendment fears.
[00:15:22.737 --> 00:15:24.238]  This is out of Infowars.com.
[00:15:24.558 --> 00:15:35.423]  The company that rented out the 3D printer that was to be used in the testing and design phase of a group's revolutionary gun manufacturing concept took their equipment back last week.
[00:15:35.803 --> 00:15:42.246]  However, persistent Cody Wilson explains he and his organization aren't deterred in their efforts to bring the idea to fruition.
[00:15:43.647 --> 00:15:55.639]  And basically this is about this nationwide project to use this amazing new 3D printing technology where you can physically print out real three-dimensional parts.
[00:15:56.300 --> 00:16:01.426]  And they were using it to manufacture perfectly legal firearms for personal use.
[00:16:02.802 --> 00:16:06.643]  No commercial licenses needed, no license needed for the gun or the parts.
[00:16:07.263 --> 00:16:14.405]  And the company that leased out the machines, Stratasys Incorporated, just pulled the plug on the whole thing.
[00:16:14.445 --> 00:16:26.049]  They completely freaked out, claiming that it was in some way illegal, when in fact, as the individual involved in this story pointed out to InfoWars, it's completely and perfectly lawful.
[00:16:26.609 --> 00:16:30.010]  So for more on this story, let's go to John Bowne with this special report.
[00:16:31.912 --> 00:16:38.153]  Second-year UT law student Cody Wilson has devised a plan to print guns from a three-dimensional printer.
[00:16:38.893 --> 00:16:45.195]  Now this is a regular printer, and this is a regular sheet of paper, and this is a picture of a gun, but there's really no difference.
[00:16:45.695 --> 00:16:55.017]  Now whether or not these guns will be classified as Title I or Title II remains to be seen, but the main point here is the little man has his freedom intact.
[00:16:55.797 --> 00:17:00.101]  Our Second Amendment rights may be simply printed from a printer.
[00:17:00.681 --> 00:17:03.664]  And that scares the pants off of the tyrannical government.
[00:17:03.944 --> 00:17:06.106]  People say, oh, you know, now everyone can have a gun.
[00:17:06.146 --> 00:17:06.947]  Everyone can already have a gun.
[00:17:06.987 --> 00:17:07.767]  This is America.
[00:17:07.888 --> 00:17:12.772]  I mean, you know, and wiki weapons aren't anytime soon going to be the real threat to human civilization.
[00:17:13.092 --> 00:17:15.174]  Defense Distributor has developed two prototypes.
[00:17:15.815 --> 00:17:21.141]  These are WikiWeapons A and B. WikiWeapon A is what we're calling our teaching prototype.
[00:17:21.721 --> 00:17:25.125]  It's designed to have no moving parts and be completely electronic in its action.
[00:17:25.626 --> 00:17:33.014]  It will have a solenoid and electronic add-ons after it's been printed, and so in effect, it's only the beta for the fully realized vision that we're talking about.
[00:17:33.034 --> 00:17:34.755]  WikiWeapon B is the trickier animal.
[00:17:35.655 --> 00:17:38.417]  WikiWeapon B is conceived to have a fully mechanical action.
[00:17:38.517 --> 00:17:45.502]  The electronic versus the mechanical operation of a trigger mechanism is one that actually evolved from the Olympics.
[00:17:45.562 --> 00:17:55.369]  Olympic-level shooters were looking for a quicker lock time, and the only way to really ensure an instantaneous lock time is to eliminate the mechanical components.
[00:17:55.829 --> 00:17:59.952]  So what was done is they created an electric ignition system.
[00:18:00.272 --> 00:18:03.114]  I called San Antonio later and, you know, they didn't know.
[00:18:03.134 --> 00:18:04.816]  This guy was like, look, just to be safe, man,
[00:18:05.856 --> 00:18:11.272]  It's probably Title II, it's probably NAOW, get a license, it's not that hard, and I said okay, yeah, but you know.
[00:18:12.185 --> 00:18:12.445]  Fine.
[00:18:12.465 --> 00:18:13.346]  I mean, that's the answer I needed.
[00:18:13.366 --> 00:18:18.849]  So I know I've got to hide behind a license because some prosecutor is going to have way too much discretion if I do this without one.
[00:18:19.150 --> 00:18:21.892]  We approached the local ATF office for comment.
[00:18:22.132 --> 00:18:24.373]  A representative from the Washington, D.C.
[00:18:24.393 --> 00:18:26.455]  Bureau responded with this email.
[00:18:26.655 --> 00:18:37.102]  The term, any other weapon, means any weapon or device capable of being concealed on the person from which a shot can be discharged through the energy of an explosive.
[00:18:37.722 --> 00:18:57.854]  A pistol or revolver having a barrel with a smooth bore designed or redesigned to fire a fixed shotgun shell, weapons with combination shotgun and rifle barrels 12 inches or more, less than 18 inches in length, from which only a single discharge can be made from either barrel without manual reloading.
[00:18:58.255 --> 00:19:04.539]  The 3D printer company, Stratasys, had no comment, but referred us to the statement they had made to Defense Distributed.
[00:19:05.458 --> 00:19:13.845]  Based upon your lack of a license and your public statements regarding your intentions in using our printer, Stratasys disagrees with your opinion.
[00:19:14.165 --> 00:19:19.810]  It is the policy of Stratasys not to knowingly allow its printers to be used for illegal purposes.
[00:19:20.370 --> 00:19:30.659]  According to recently acquired documents, Stratasys is working with Remington Arms and Knights Armament Company that is in bed with DARPA, along with the Defense Department.
[00:19:31.079 --> 00:19:40.582]  Stratasys was so proud of their work with Detroit Gunworks after building a prototype upper and lower receiver of a .308 caliber pistol that they tweeted about it.
[00:19:40.842 --> 00:19:44.563]  Biggest concern is their lack of control, and that's just the way it is.
[00:19:45.224 --> 00:19:50.485]  They want to be able to say when we can, how we can, and where we can, and that's not their place.
[00:19:51.065 --> 00:19:55.667]  And they're looking for every excuse under the sun, and in this case they're looking and actually creating
[00:19:56.567 --> 00:20:25.462]  The first order goal is to do what we said we wanted to do at the very beginning, which is simply to see if this works, this being the wiki weapons, taking other people's designs, and if there are candidate files that actually hold up to some standard of safety, work one time, even if it's still kind of dangerous,
[00:20:26.576 --> 00:20:36.199]  Look, we believe you're responsible enough to know that it's dangerous, and we believe we're responsible enough as a society to share these things and collaborate and perfect these things as technology improves.
[00:20:36.299 --> 00:20:45.422]  In 1993, the Brady Handgun Violence Prevention Act was signed into law, regulating potential gun owners by means of a background check.
[00:20:45.802 --> 00:20:52.985]  The snowballing war against our Second Amendment rights continued as the United Nations drew up the Global Arms Trade Treaty
[00:20:53.525 --> 00:20:53.925]  We're good to go.
[00:21:16.147 --> 00:21:18.792]  Is the printable gun revolution moving forward?
[00:21:19.553 --> 00:21:23.880]  Or does Big Brother already have a stranglehold on the technology?
[00:21:24.642 --> 00:21:27.827]  I'm John Bowne for InfoWars Nightly News.
[00:21:30.566 --> 00:21:44.716]  So, the key takeaway from that, as John explained in his report, is the fact that Stratasys is actually working with the military to make traceable guns, but the little guy who tries to make them for his own personal use, he's not allowed to do it.
[00:21:44.756 --> 00:21:46.738]  They came in and seized the actual machines.
[00:21:47.478 --> 00:21:57.430]  So again, you know, people are being treated with suspicion for buying two boxes of ammo at their local gun store, while the DHS arms itself to the teeth with, you know, 1.4 billion bullets.
[00:21:58.031 --> 00:21:59.332]  So again, it's a double standard.
[00:21:59.853 --> 00:22:05.199]  It's one for them, one for us, and it always seems to be skewed against the Second Amendment.
[00:22:06.311 --> 00:22:09.714]  Quote of the day now on InfoWars Nightly News, this comes from Robert Southey.
[00:22:20.037 --> 00:22:27.740]  And that's, you know, pretty much what we try to do here at InfoWars, try to cut through the deception and uncover the truth as best we can.
[00:22:28.581 --> 00:22:34.423]  And to help us do that, we've just announced today, coming up, is the 2012 InfoWars Money Bomb.
[00:22:34.443 --> 00:22:39.686]  It's going to take place October 18th and 19th, so just in a couple of weeks' time.
[00:22:40.526 --> 00:22:43.887]  And, you know, we don't get banker bailout money like MSNBC.
[00:22:44.208 --> 00:22:49.070]  We don't get a million dollar check from George Soros like Media Matters.
[00:22:50.083 --> 00:22:58.749]  We don't have massive corporate sponsors who tell us what to say and do, like the US military industrial complex controlled media.
[00:22:59.529 --> 00:23:02.071]  We're beholden to no one but the truth.
[00:23:02.231 --> 00:23:05.553]  That's what we try to do, try to uncover the truth on a daily basis.
[00:23:05.693 --> 00:23:08.615]  And we need your support to continue growing.
[00:23:09.296 --> 00:23:11.858]  I mean, just look how much we've grown over the past couple of years.
[00:23:12.598 --> 00:23:19.182]  All the new reporters, we're really starting to break through the mainstream media paradigm, reaching more people every day.
[00:23:20.183 --> 00:23:27.366]  And you can see the money that you gave on the last couple of InfoWars money bombs has gone directly back into the operation.
[00:23:27.986 --> 00:23:33.769]  Just a ton of excellent new reporters hired, new projects on the horizon, new studios being built.
[00:23:33.789 --> 00:23:37.470]  Of course, we've got reporters on location doing interviews, doing man on the street.
[00:23:37.951 --> 00:23:38.431]  None of that
[00:23:39.031 --> 00:23:41.273]  Would have been possible without your support.
[00:23:41.753 --> 00:23:44.115]  So you can go to InfoWars.com today.
[00:23:44.155 --> 00:23:45.896]  We've got the story up there by Kurt Nimmo.
[00:23:46.437 --> 00:23:54.543]  And we'll be sure to give you more information on the InfoWars Money Bomb, which is coming up later this month, October 18th and 19th.
[00:23:55.543 --> 00:24:01.808]  We'll be right back with Ashley Jessica to talk about the exciting new TSA opt-out and film campaign.
[00:24:01.848 --> 00:24:02.589]  Stay tuned.
[00:24:22.518 --> 00:24:32.442]  Insider billionaire investors like George Soros and John Paulson have recently made massive moves into gold, purchasing what Bloomberg News described as gold hordes.
[00:24:32.842 --> 00:24:35.463]  Soros alone doubled his holdings in a single day.
[00:24:35.803 --> 00:24:38.284]  Russia's Vladimir Putin has doubled down on gold.
[00:24:38.524 --> 00:24:43.809]  Increasing the country's holdings by over 100%, with $1.8 trillion under management.
[00:24:44.030 --> 00:24:52.358]  The bond king, Bill Gross, the world's preeminent bond fund manager at PIMCO, has warned investors of the dangers of QE3 and inflation.
[00:24:52.658 --> 00:24:53.639]  And what's he betting on?
[00:24:53.920 --> 00:24:55.081]  You guessed it, gold.
[00:24:55.561 --> 00:24:58.343]  Friends, this is Alex Jones for MidasResources.com.
[00:24:58.563 --> 00:25:03.686]  For more than 15 years, I have exclusively used Midas Resources for all my precious metal needs.
[00:25:03.946 --> 00:25:08.929]  Whether it's bullion or collectibles you're looking for, Midas Resources is simply the best.
[00:25:09.349 --> 00:25:11.470]  I own my gold as a hedge against inflation.
[00:25:11.771 --> 00:25:17.574]  This Federal Reserve fiat currency could go the way of the Deutsche Mark and the Weimar Republic anytime.
[00:25:17.894 --> 00:25:22.377]  In these historically dangerous times, it makes sense to physically hold gold and silver.
[00:25:22.757 --> 00:25:25.378]  Midas already has some of the best deals in the industry.
[00:25:25.438 --> 00:25:30.539]  But if you give them a call and mention the radio special, they will give you a list of the day's super specials.
[00:25:30.960 --> 00:25:34.801]  Midas brokers are standing by to answer all your questions at 800-686-2237.
[00:25:36.281 --> 00:25:42.903]  They also have a lot of informative free literature explaining the opportunities and risk of holding precious metals.
[00:25:43.323 --> 00:25:45.224]  They are ready to answer your questions at 800-686-2237.
[00:25:45.244 --> 00:25:45.584]  Again, that's 800-686-2237.
[00:25:51.926 --> 00:25:54.807]  My friends, Alex Jones here with a very important announcement.
[00:25:55.207 --> 00:26:01.030]  We are launching a new salvo in the info war, because there is a war on for your mind.
[00:26:01.670 --> 00:26:11.934]  You know that the globalists are trying to get everybody online, and only online, so they can control and surveil information, and also erase books, videos, whatever they want to, en masse.
[00:26:12.714 --> 00:26:17.839]  That's why we're launching our answer to the internet kill switch, InfoWars Magazine.
[00:26:18.259 --> 00:26:24.706]  The first issue, we printed over 90,000 copies of the September issue, and it sold out in less than two days.
[00:26:25.306 --> 00:26:30.371]  So get your copy of the new technocratic elite issue today before it sells out.
[00:26:30.871 --> 00:26:36.397]  Again, we cover from the technocratic social engineers' own words, their own admissions, their plan,
[00:26:36.877 --> 00:26:41.359]  To take over our society and replace us with robots.
[00:26:41.639 --> 00:26:45.141]  But we don't just stop with the rise of the robots and the end of humanity.
[00:26:45.501 --> 00:26:47.943]  Or, will humanity survive the singularity?
[00:26:48.403 --> 00:26:53.605]  We get into the government buying now 1.6 billion bullets against the American people.
[00:26:53.966 --> 00:26:59.608]  We get into Big Sis' surveillance of this magazine and my website, InfoWars.com.
[00:27:00.089 --> 00:27:04.671]  We cover QE3 and what hyperinflation means to you and your family.
[00:27:05.111 --> 00:27:09.414]  Whatever you do, don't look back later and wish that you would have taken action.
[00:27:09.854 --> 00:27:10.955]  Take action now.
[00:27:11.095 --> 00:27:14.557]  People have never been more ready for this information.
[00:27:14.637 --> 00:27:18.540]  People have never been this hungry, starving for the truth.
[00:27:19.180 --> 00:27:23.323]  And it is contained in the new issue of InfoWars Magazine.
[00:27:23.783 --> 00:27:25.024]  This is a time capsule.
[00:27:25.604 --> 00:27:27.405]  It is so important we get it out to everyone.
[00:27:27.805 --> 00:27:33.729]  If you subscribe now for 12 issues, we will give you the first issue absolutely free.
[00:27:33.789 --> 00:27:37.311]  So that's 13 issues for our 13 colonies.
[00:27:37.731 --> 00:27:39.752]  Part of restoring the spirit of 1776 worldwide.
[00:27:41.852 --> 00:27:49.313]  Again, go to Infowarsstore.com and order 10 packs, up to 100 packs at cost and give them out to people in your area.
[00:27:49.613 --> 00:27:51.814]  The response last month was incredible.
[00:27:52.134 --> 00:27:56.455]  People are hungry to actually hold this information in their hands.
[00:27:57.495 --> 00:28:03.776]  You can also subscribe and get 12 issues delivered to your door and get the first inaugural issue free.
[00:28:04.716 --> 00:28:10.277]  I'm Alex Jones, thanking all of you for your support and making our operation a huge success.
[00:28:40.970 --> 00:29:07.361]  We're back on InfoWars Nightly News and I'm delighted to be joined by our guest Ashley Jessica, a young woman who decided to turn lemons into lemonade by using her bad experience at the hands of the TSA to collaborate with InfoWars in launching our exciting new opt-out and film campaign which is set to take place this Thanksgiving and she has an MA in clinical psychology and is currently pursuing her PhD.
[00:29:07.501 --> 00:29:08.562]  Ashley, welcome to the show.
[00:29:09.488 --> 00:29:10.848]  Hi Paul, thank you for having me.
[00:29:12.149 --> 00:29:18.150]  So briefly, just describe your experience with the TSA and how it spurred your idea for this campaign.
[00:29:19.490 --> 00:29:37.414]  Well, just in a nutshell, I was coming back from Norfolk, Virginia airport and I was with my mom and younger brother and we all opted out of the body scanner and we were told that we would have to be subjected to a pat-down for doing so.
[00:29:39.191 --> 00:29:52.357]  The TSA agent who told us that then went and called what looked to me to be two of the most intimidating looking TSA agents there to give us pat-downs.
[00:29:52.857 --> 00:29:57.319]  So I was taken off to one side and my brother was taken off to another side.
[00:29:57.339 --> 00:30:07.604]  The TSA agent who gave me this pat-down ordered me to turn around and separate my legs and pretty much treated me like a prisoner.
[00:30:08.664 --> 00:30:20.969]  Um, at that point I turned around and asked her to describe the procedure to me and she told me that she was going to be touching my private parts with the backs of her hands.
[00:30:22.350 --> 00:30:26.971]  Um, I turned back around and I was like, you're going to be touching my what now?
[00:30:27.752 --> 00:30:35.495]  And I recall telling her that I would give her permission to pat me down but not to touch my private areas.
[00:30:36.634 --> 00:30:44.380]  And at that point, she called what she said was a TSA supervisor and told her that I was giving her a hard time.
[00:30:44.400 --> 00:30:53.267]  And I told this TSA agent that she had told me that she was going to be touching my private parts, which is illegal.
[00:30:54.227 --> 00:30:59.431]  And this agent assured me that she would stand there and watch it and make sure everything was okay.
