[00:00:03.063 --> 00:00:03.283]  I'm good.
[00:04:14.420 --> 00:04:15.181]  What's wrong with those?
[00:04:15.201 --> 00:04:16.141]  They have them in North Korea.
[00:04:16.161 --> 00:04:18.843]  Got a little newsflash for the globalists.
[00:04:19.384 --> 00:04:25.889]  You may have drugged and dumbed down and brainwashed most of the American people, but a large cohort of us are awake.
[00:04:26.609 --> 00:04:33.295]  And if you think you're going to take this country like it's Soviet Russia or Nazi Germany or Chi-Com China, you've got another thing coming.
[00:04:34.596 --> 00:04:38.339]  There's enough of us, the left, who understand what's happening that you're not going to get away with this.
[00:04:38.739 --> 00:04:41.121]  And by the way, this stuff's blowing up in your face.
[00:04:42.520 --> 00:04:44.022]  You think we're scared by all this?
[00:04:44.082 --> 00:04:45.545]  You may have even leaked this on purpose.
[00:04:45.565 --> 00:04:46.726]  Doesn't scare us.
[00:04:47.961 --> 00:04:50.983]  It only lets us understand we're on the right side of history.
[00:04:51.743 --> 00:04:56.645]  Continuing with this PSYOP, and no, this story is not a joke, it's in the Minnesota Papers.
[00:04:57.606 --> 00:05:08.271]  Nationwide, a globalist organization is funding police to go pick up youth and others and give them cocaine, heroin, PCP, LSD, marijuana, all of it.
[00:05:08.551 --> 00:05:11.213]  They claim it's training officers that tell when you're using drugs.
[00:05:11.713 --> 00:05:15.615]  The truth is they're dumping off the homeless, drug addicts, mentally ill,
[00:05:16.215 --> 00:05:20.059]  ...at any type of demonstration to have news cameras rolling to demonize people.
[00:05:20.099 --> 00:05:20.519]  They also...
[00:05:21.860 --> 00:05:28.045]  Get young people on drugs so they can then be informants to set up other innocents in exchange for the narcotics.
[00:05:28.565 --> 00:05:34.270]  So the drug dealing government from the days of Serpico is getting even more sophisticated.
[00:05:34.290 --> 00:05:42.296]  We've got a guest, Dan Fite, from Minnesota coming up to break all of that down this evening.
[00:05:42.897 --> 00:05:48.701]  Speaking of provocateur actions, the FBI has been in the New York Times, you name it, caught
[00:05:49.622 --> 00:05:51.406]  Busting groups they create.
[00:05:51.486 --> 00:05:52.589]  They don't just infiltrate.
[00:05:53.030 --> 00:05:54.272]  They go out and create them.
[00:05:54.312 --> 00:05:56.998]  And you know who they find in every case, whether it's Muslims or anarchists?
[00:05:58.101 --> 00:06:00.165]  Mentally retarded people on welfare.
[00:06:02.050 --> 00:06:12.460]  I mean, I could go out and hire an Austin crackhead or schizophrenic in an hour with $10,000 to say they're going to, you know, blow up the Capitol.
[00:06:12.520 --> 00:06:13.221]  I would never do that.
[00:06:13.261 --> 00:06:15.884]  But the point is, this is so incredible.
[00:06:16.284 --> 00:06:21.669]  FBI nabs five mastermind geniuses after teaching them how to blow up a bridge in Cleveland.
[00:06:22.270 --> 00:06:26.114]  And it's all part of just hyping non-existent threats.
[00:06:26.154 --> 00:06:28.536]  Like you're told, give your rights up, Al-Qaeda's going to attack you.
[00:06:28.937 --> 00:06:33.001]  But Al-Qaeda's our friend now, and we need to give up all our rights because they're going to attack us.
[00:06:33.021 --> 00:06:35.343]  But they are attacking Libya and Syria and other countries.
[00:06:36.704 --> 00:06:46.494]  Shifting gears out of the latest FBI provocateur staged event with the mentally unfit, we move right along to USA Today.
[00:06:48.177 --> 00:07:02.268]  So much money's being spent, billions every month, literally, to launch satellites to spy on farmers and your backyard and you and your family, government using your tax money against you, that report warns of weather satellites' rapid decline.
[00:07:04.029 --> 00:07:05.771]  Predicting the weather is tricky enough.
[00:07:05.811 --> 00:07:13.056]  Now a new government-sponsored report warns that the USA's ability to track tornadoes, forecast hurricanes, and study climate change is about to diminish.
[00:07:14.782 --> 00:07:16.423]  All the money's going into surveilling the people.
[00:07:16.723 --> 00:07:23.448]  That's just more begging for money so they can shove a camera down our throat while shipping narcotics into our country.
[00:07:23.788 --> 00:07:25.009]  Our government doesn't exist.
[00:07:25.069 --> 00:07:26.990]  It's Goldman Sachs, JPMorgan Chase run.
[00:07:28.391 --> 00:07:29.352]  Look at this little article.
[00:07:29.492 --> 00:07:31.273]  Murder, suicide, or assassination.
[00:07:31.313 --> 00:07:37.157]  Did veteran JT Reddy pay the price for going constitutional?
[00:07:38.331 --> 00:07:40.853]  And that is an article by Patrick Henningsen.
[00:07:40.873 --> 00:07:42.555]  A volunteer U.S.
[00:07:42.595 --> 00:07:45.097]  border guard and outspoken former U.S.
[00:07:45.117 --> 00:07:46.017]  Marine J.T.
[00:07:46.097 --> 00:07:51.642]  Reddy was found dead Wednesday afternoon along with three adults and one small child in an apartment mass shooting.
[00:07:52.182 --> 00:07:53.984]  An apparent mass shooting in Gilbert, Arizona.
[00:07:54.284 --> 00:07:58.287]  This is one of the favorite ways the different mafia groups do it.
[00:07:58.407 --> 00:08:01.530]  We saw a state senator in Georgia exposing child kidnapping rings.
[00:08:02.210 --> 00:08:04.474]  And they went and killed her and her husband, said a murder-suicide.
[00:08:04.895 --> 00:08:06.318]  I find this very suspicious.
[00:08:06.799 --> 00:08:07.720]  I'd watch this guy.
[00:08:07.761 --> 00:08:11.908]  He didn't come off totally like a fed like Hal Turner, as most white supremacists.
[00:08:13.086 --> 00:08:15.388]  But he didn't come off as unstable, so he might have done it.
[00:08:15.848 --> 00:08:22.733]  It's just that when you know that these things have been staged in the past, with all this other propaganda going on, it's very, very suspicious.
[00:08:23.373 --> 00:08:31.559]  Speculation of a cover-up frenzy was fueled by an early statement by Sergeant Bill Balfass, stating, We do not believe the suspect is at large.
[00:08:32.039 --> 00:08:37.583]  All the information is pointing to the fact that he is one of the dead at the house, thus continuing the latest trend of
[00:08:38.223 --> 00:08:43.585]  Not waiting for a full coroner's report before publicly slandering and implicating someone.
[00:08:44.005 --> 00:08:46.146]  And that happened with Breitbart.
[00:08:46.806 --> 00:08:50.047]  Hour and a half, two hours after he's dead, hey, nothing to look at.
[00:08:50.067 --> 00:08:53.168]  He died an hour, few hours before releasing documents on Obama.
[00:08:53.968 --> 00:08:57.089]  And then the coroner, of course, died of poisoning, but that's no big deal.
[00:08:59.589 --> 00:09:09.296]  Continuing here, moving along from this individual, Oklahoma City bombing grand juror Hoppy Heidelberg passes.
[00:09:09.697 --> 00:09:16.101]  An amazing whistleblower, threatened by the FBI with death if he didn't stop exposing the bombs in the building.
[00:09:16.762 --> 00:09:20.985]  Hoppy tirelessly worked to expose the truth of what was happening.
[00:09:22.459 --> 00:09:23.000]  1940 to 2012.
[00:09:23.560 --> 00:09:27.945]  I think the last interview he did, in fact, he said, was on this show with me.
[00:09:28.585 --> 00:09:30.347]  Well, we should re-air that in the next few weeks.
[00:09:31.048 --> 00:09:34.111]  And he said, yeah, I've got to go fight this thing I have.
[00:09:34.131 --> 00:09:35.792]  I don't want to call it cancer and give it power.
[00:09:36.593 --> 00:09:39.996]  But Hobby Heidelberg has gone on to be with the good Lord.
[00:09:41.778 --> 00:09:53.348]  Good job, Hoppy, for exposing those globalist terrorists that staged Oklahoma City, and we'll be seeing you someday, my friend, along with all of your ancestors and those to come.
[00:09:54.749 --> 00:09:55.890]  Let's shift gears now.
[00:09:56.170 --> 00:10:00.694]  Officials frantic over Ron Paul supporters seizing control over GOP.
[00:10:01.354 --> 00:10:09.541]  Hey, Ron Paul has seized most of the delegates, and in many states, they now admit, like Iowa and, of course, Maine,
[00:10:09.701 --> 00:10:10.401]  He really did win.
[00:10:10.561 --> 00:10:14.662]  Up front, he was winning, so they just said he lost to create the illusion he didn't have momentum.
[00:10:14.942 --> 00:10:17.483]  He gets crowds of 10,000, 12,000 all over the country.
[00:10:17.823 --> 00:10:21.044]  Mitt Romney can't even get a couple hundred, even if he pays them, just like Newt Gingrich.
[00:10:21.644 --> 00:10:24.565]  Officials frantic over Ron Paul's supporters seizing control of GOP.
[00:10:25.045 --> 00:10:28.446]  Congressman fills another 4,000-seat stadium in California.
[00:10:28.806 --> 00:10:37.868]  So Ron Paul is going on, setting brushfires in the minds of liberty, educating people about an alternative to right-wing fascism and left-wing communism.
[00:10:38.348 --> 00:10:49.998]  And continuing with an apple that didn't fall too far from the tree, Rand Paul launches campaign to end the TSA.
[00:10:50.038 --> 00:10:53.401]  Our story went viral today thanks to DrudgeReport.com.
[00:10:54.997 --> 00:11:04.761]  He is in legislative action to abolish government involvement in security and to replace it with the airports making the decision about their own security they want to hire.
[00:11:05.421 --> 00:11:11.163]  And again, that will break up this big lobby that's monolithic and can be commanded by the federal government.
[00:11:11.183 --> 00:11:15.444]  So a step in the right direction in a big, fat way.
[00:11:15.945 --> 00:11:21.386]  But we're not done with the Ron Paul, Rand Paul revolution of liberty.
[00:11:21.947 --> 00:11:22.467]  There's more.
[00:11:23.797 --> 00:11:28.021]  We've already aired this week the full speech of Ron Paul talking about false flag terror.
[00:11:28.401 --> 00:11:30.943]  Here is some of the man on the street from that rally.
[00:11:30.963 --> 00:11:34.526]  We now have the official number, 6,000 plus people.
[00:11:35.187 --> 00:11:38.810]  And then we'll come back with the quote of the day before our guest.
[00:11:39.230 --> 00:11:45.515]  It's part of the jam-packed information overload that is teleprompter-free.
[00:11:45.695 --> 00:11:50.800]  InfoWars Nightly News, 15-day free subscription at PrisonPlanet.tv.
[00:11:53.137 --> 00:11:55.518]  Richard Reeves here reporting for InfoWars.com.
[00:11:55.578 --> 00:11:56.938]  It is April 26th of 2012.
[00:11:57.318 --> 00:12:05.081]  We are on the grounds of the LBJ Presidential Library at the lawn on the west side of the venue.
[00:12:05.421 --> 00:12:07.781]  We're about to have Ron Paul speak here at 7 p.m.
[00:12:07.841 --> 00:12:09.142]  We already have a large crowd.
[00:12:09.182 --> 00:12:11.223]  We've got about 30 minutes before the event.
[00:12:11.663 --> 00:12:15.624]  There are probably at least over 1,000 people here ready to see Ron Paul.
[00:12:16.164 --> 00:12:25.053]  They've really come prepared with their signs, their shirts, their buttons, and it looks like it will be an awesome speaking engagement here in Austin, Texas coming up.
[00:12:25.461 --> 00:12:27.383]  I see a lot of people I saw last time around.
[00:12:27.423 --> 00:12:28.544]  I see a lot of new people.
[00:12:29.485 --> 00:12:31.267]  And I'm encouraged by that.
[00:12:31.307 --> 00:12:39.336]  I'm not going to sit here and pretend like the establishment doesn't have a few things up their sleeve when it comes to rigging the election, I'll allege.
[00:12:39.897 --> 00:12:41.699]  But it's still optimistic.
[00:12:41.819 --> 00:12:47.485]  It still feels good to try and to do the right thing, even if you know that everything's stacked against you.
[00:12:47.825 --> 00:12:55.192]  What we have to think about is restoration of personal responsibility and personal decision making, and that's what freedom is all about.
[00:12:59.266 --> 00:13:07.128]  It's really sad that we've got the answer right here, but we just can't have it because we can't let Ron Paul be president because he's crazy.
[00:13:07.268 --> 00:13:14.810]  But as soon as the election's over, we'll have him on Fox and CNN every 20 minutes on every financial show to explain to us why we're in this pickle that we're in.
[00:13:15.171 --> 00:13:18.151]  But every time there's an election cycle around, he's crazy again.
[00:13:18.491 --> 00:13:23.793]  So that's one of the many things that I think about how at least how Ron Paul's been treated in the past eight years.
[00:13:24.113 --> 00:13:29.801]  Our government and our Congresses are so willing to give up our liberties for our security.
[00:13:30.242 --> 00:13:35.108]  I have a personal belief that you never have to give up liberty for security.
[00:13:35.189 --> 00:13:39.515]  You can still provide security without sacrificing our Bill of Rights.
[00:13:41.616 --> 00:13:46.219]  Despite the fact that a lot of people say the race for the nomination for the Republican Party is over.
[00:13:46.259 --> 00:13:46.940]  Do you believe that?
[00:13:46.980 --> 00:13:47.800]  What do you think about that?
[00:13:48.141 --> 00:13:49.402]  I don't believe it for a second.
[00:13:49.482 --> 00:13:53.344]  If you look at the delegate count and they haven't even counted California or Texas yet.
[00:13:53.725 --> 00:13:56.867]  It looked like Texas was going to go to Santorum and now he's out.
[00:13:57.247 --> 00:13:59.869]  So Texas will most likely go to Ron Paul.
[00:14:00.273 --> 00:14:04.756]  And California is 80%, with their Republican Party, 80% for Ron Paul.
[00:14:05.036 --> 00:14:10.359]  And so he's only two states away from getting the minimum five states to be part of the nomination at the very beginning.
[00:14:10.559 --> 00:14:11.720]  Do you think he'll get the five states?
[00:14:12.040 --> 00:14:14.782]  I do, and I think for those in the know, we see that he's going to take it.
[00:14:15.182 --> 00:14:16.703]  We're at a critical point right now.
[00:14:16.743 --> 00:14:19.105]  If we don't vote for him, we are in trouble.
[00:14:19.165 --> 00:14:20.886]  It's Goldman Sachs or Goldman Sachs.
[00:14:21.553 --> 00:14:23.793]  It's really encouraging to see all these people out here today.
[00:14:23.833 --> 00:14:26.134]  I'm hoping that we're going to hit like 8,000 or something.
[00:14:26.194 --> 00:14:30.015]  That's maybe a little unrealistic, but that's just to compete with UCLA.
[00:14:30.475 --> 00:14:32.995]  The next step is the media is finally responding to us.
[00:14:33.035 --> 00:14:35.036]  This year we had Freedom Watch on TV.
[00:14:36.076 --> 00:14:41.837]  Obviously it was just because they were making money off of it, because it definitely didn't push their agenda.
[00:14:41.917 --> 00:14:46.858]  I just saw Ron Paul for an hour on CNBC, knocking down Keynesian Economist all day long.
[00:14:47.958 --> 00:14:49.159]  Hopefully we'll see more of that.
[00:14:49.219 --> 00:14:54.264]  They're gonna see these numbers and they just see dollar signs and even if they don't agree with us, that at least works.
[00:14:54.404 --> 00:14:56.846]  Washington is always the last ones to wake up.
[00:14:57.047 --> 00:15:03.413]  You know, where I go, we get the large crowds and they're very concerned, of course, about the attack on personal liberties.
[00:15:04.313 --> 00:15:10.039]  If you mention just the National Defense Authorization Act, most people know exactly what I'm talking about!
[00:15:12.264 --> 00:15:20.471]  There's no doubt that Ron Paul's backup plan, if he doesn't take the presidency, is to continue his recruiting of all of the young people over to his message.
[00:15:20.511 --> 00:15:23.013]  It's selling, and he says Liberty is popular.
[00:15:23.573 --> 00:15:30.459]  And he knows that whether it's through the Mises Institute or going out and just touring the country, he's going to keep bringing people to the message.
[00:15:31.172 --> 00:15:48.166]  Well, and a lot of folks would say right now, as of April 26, 2012, that the presidential nomination for the Republican Party is over, but I think this crowd here proves that there's still enthusiasm for Ron Paul, and it's ironic, it seems like there's very little enthusiasm for any of these so-called establishment candidates.
[00:15:48.246 --> 00:15:49.167]  What do you think about that?
[00:15:49.567 --> 00:15:59.956]  I think if your candidate was Rick Perry, and then maybe Rick Santorum, and Herb and Kane, and then finally Mitt Romney, you probably need to not participate in voting.
[00:16:00.438 --> 00:16:08.838]  The very people who tell us that we're the isolationists are the ones who are always looking around for another enemy to slay and put on sanctions and start another war!
[00:16:13.342 --> 00:16:15.845]  They're the ones who don't want to trade with Cuba.
[00:16:15.885 --> 00:16:21.311]  We're the ones that think that it's time to engage in the world and to talk to people and trade with people.
[00:16:21.791 --> 00:16:25.415]  So they will try to paint us as uncaring.
[00:16:25.855 --> 00:16:29.980]  But let me tell you, people who care will care about liberty.
[00:16:30.540 --> 00:16:31.622]  And this
[00:16:32.062 --> 00:16:40.814]  This will never translate into an absolute majority, but I'm certain that our numbers are growing by leaps and bounds.
[00:16:40.854 --> 00:16:48.765]  These prairie fires of freedom are being spread, and there's nothing but good news out there, precariously so.
[00:16:49.205 --> 00:16:51.526]  Because we don't know exactly.
[00:16:51.806 --> 00:16:53.846]  We may have something happen.
[00:16:53.886 --> 00:17:03.089]  There may be a false flag incident where some ship goes down and you'd be used for the excuse to accelerate the next war.
[00:17:03.729 --> 00:17:10.451]  And we have to learn to distinguish war propaganda from the truth.
[00:17:23.157 --> 00:17:30.363]  Dr. Paul, today's headline story on Infowars.com is about how the government is planning to secretly evacuate Chicago during the upcoming NATO summit in May.
[00:17:30.383 --> 00:17:31.444]  Do you have any comments about that?
[00:17:31.464 --> 00:17:40.773]  I haven't seen that, but I don't know exactly what's behind all that, but those kind of statements concern me.
[00:17:40.853 --> 00:17:42.915]  Could there be potentially another false flag event?
[00:17:43.155 --> 00:17:44.776]  I'm always worried about false flags, sir.
[00:17:52.119 --> 00:18:10.648]  And now, before we go to break and come back with an amazingly informative guest dealing with governments drugging the Occupy Wall Street crew in Total Proof with video, Jose Queiroz from Portugal said, politicians and diapers should be changed frequently and all for the same reason.
[00:18:11.108 --> 00:18:13.669]  They are filled with Janet Napolitano.
[00:18:14.730 --> 00:18:17.111]  I added that part, a little Texas flourish there.
[00:18:17.391 --> 00:18:21.293]  No, he just said politicians and diapers should be changed frequently all for the same reason.
[00:18:22.483 --> 00:18:23.423]  I wonder what that is.
[00:18:24.104 --> 00:18:26.885]  They're full of Janet Napolitano.
[00:18:27.585 --> 00:18:32.067]  I will see you after the break, my compadres.
[00:18:32.787 --> 00:18:33.287]  Stay with us.
[00:18:33.348 --> 00:18:35.688]  It's InfoWars Nightly News.
[00:18:36.909 --> 00:18:39.070]  It's up to you whether this transmission gets out to people.
[00:18:39.450 --> 00:18:40.651]  They're censoring us all over.
[00:18:40.671 --> 00:18:43.512]  I didn't even get into YouTube censorship we're seeing right now.
[00:18:43.932 --> 00:18:45.433]  Find out more at InfoWars.com.
[00:18:45.753 --> 00:18:46.193]  Stay with us.
[00:18:50.214 --> 00:18:53.436]  Have you been to InfoWarsShop.com lately?
[00:18:53.917 --> 00:18:58.459]  Express your inner patriot with these brand new InfoWars t-shirts.
[00:18:59.020 --> 00:19:01.782]  Say it loud with the InfoWars Bullhorn shirt.
[00:19:02.242 --> 00:19:05.144]  Or educate the sheeple with the Bill of Rights shirt.
[00:19:05.964 --> 00:19:09.346]  Grope the public's mind with the TSA shirt.
[00:19:10.007 --> 00:19:14.290]  And with this shirt, you can let the dark side know of the Rebel Alliance's power.
[00:19:15.650 --> 00:19:18.752]  All available at InfoWarsShop.com.
[00:19:21.408 --> 00:19:26.692]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:19:26.952 --> 00:19:29.154]  Start purifying your water with ProPure.
[00:19:29.354 --> 00:19:38.340]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at infowars.com.
[00:19:38.520 --> 00:19:41.743]  Its filters are silver impregnated to prevent bacterial growth.
[00:19:41.983 --> 00:19:43.424]  There's no priming required.
[00:19:43.684 --> 00:19:45.725]  It's NSF-42 certified.
[00:19:45.986 --> 00:19:48.467]  Optional fluoride filters can reduce fluoride up to 95%.
[00:19:49.548 --> 00:19:50.889]  Easy to set up and use.
[00:19:51.089 --> 00:19:52.390]  Doesn't require electricity.
[00:19:52.510 --> 00:19:55.392]  Purify water from lakes, streams, ponds, and wells.
[00:19:55.712 --> 00:19:58.894]  This filter system leaves in beneficial minerals, which is key.
[00:19:59.114 --> 00:20:03.117]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:20:03.277 --> 00:20:05.899]  ProPure is the best gravity-fed filter out there.
[00:20:06.039 --> 00:20:07.340]  It's what my family uses.
[00:20:07.620 --> 00:20:10.842]  Infowars.com already has the lowest price on ProPure.
[00:20:10.942 --> 00:20:16.246]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:20:16.806 --> 00:20:21.009]  You can also call to order 888-253-3139.
[00:20:24.993 --> 00:20:31.738]  And we are back on this very important Thursday, May 3rd, 2012 edition of InfoWars Nightly News.
[00:20:32.298 --> 00:20:46.010]  Now, we just covered the unprecedented, released, leaked, and confirmed Army document about re-education camps, brainwashing, all of it, right out of North Korea.
[00:20:46.803 --> 00:20:47.664]  We just covered that.
[00:20:48.204 --> 00:20:55.872]  But I saw a report yesterday out of Minnesota and I went and did some research and so did my team and it turns out it's in the news there.
[00:20:56.753 --> 00:21:09.025]  And they're reporting with a straight face that the police come and pick up the Occupy Wall Street people and take them and give them marijuana, cocaine, heroin, whatever they want
[00:21:10.273 --> 00:21:15.036]  And I was talking to our guest before he went to this interview, and I said, why do you think they're doing it?
[00:21:15.517 --> 00:21:23.142]  And I told him my reason for it, but we're going to ask him, as an investigative journalist, what he thinks is going on, and I'll give you my take on this.
[00:21:23.182 --> 00:21:24.303]  But this is not a joke.
[00:21:24.823 --> 00:21:26.485]  This is not satire.
[00:21:27.717 --> 00:21:29.880]  This really is happening.
[00:21:30.420 --> 00:21:32.923]  And here's the headline at Infowars.com.
[00:21:32.963 --> 00:21:34.825]  Police drugging Occupy protesters.
[00:21:35.346 --> 00:21:37.228]  There's no other way to put it.
[00:21:38.009 --> 00:21:46.558]  And we've seen cases in New York and Austin, Texas, where I live, where they would release people out of the mental hospital and tell them, you'll be arrested anywhere but Occupy.
[00:21:48.519 --> 00:21:51.180]  Or we're releasing you out of the county or city or state jail.
[00:21:51.561 --> 00:21:53.181]  You've got to go there or we'll arrest you.
[00:21:53.601 --> 00:21:55.482]  In Austin, they arrest the homeless for sleeping.
[00:21:56.202 --> 00:21:57.302]  Unless it was occupied.
[00:21:57.603 --> 00:22:01.864]  Then they put news cameras down there and say, look, there's homeless people defecating.
[00:22:02.364 --> 00:22:03.785]  So it's all part of a PSYOP.
[00:22:04.915 --> 00:22:05.496]  I'm not joking.
[00:22:05.516 --> 00:22:09.281]  We're going to play some video clips here that this investigative journalist shot.
[00:22:09.701 --> 00:22:19.855]  Dan Feit is a web developer and he's also worked as a professional reporter for the Capitol, but now he does it as a volunteer to cover
[00:22:19.855 --> 00:22:20.995]  For real social issues.
[00:22:21.596 --> 00:22:22.696]  And he joins us.
[00:22:23.076 --> 00:22:26.158]  The website is hongpong.com.
[00:22:26.178 --> 00:22:27.498]  We'll have that on screen for you.
[00:22:27.858 --> 00:22:30.179]  But this is big breaking news.
[00:22:31.020 --> 00:22:35.562]  In fact, he's shattering the media control and now it's coming out outside of Minnesota.
[00:22:36.282 --> 00:22:40.684]  The police chief there in the area says he didn't know the state police were coming in and doing this.
[00:22:41.926 --> 00:22:44.608]  In Minnesota, state police like Texas means feds.
[00:22:45.128 --> 00:23:00.177]  So, amazing information, but he's also got some groundbreaking research on the Rex 84 garden plot cable splicer political roundup news that integrates in with the incredible information we covered previously.
[00:23:00.598 --> 00:23:02.359]  So, that's the in-depth summary.
[00:23:02.959 --> 00:23:07.101]  Let's go to the investigative journalist, Dan Fite, to break this down and go to some of these clips.
[00:23:07.501 --> 00:23:11.923]  Dan, I was pinching myself watching this video, but sure enough, I could tell it was real.
[00:23:11.963 --> 00:23:19.046]  I mean, Academy Award actors couldn't, you know, pose as cops and stoned, you know, occupied people.
[00:23:19.586 --> 00:23:20.447]  But then I went and looked.
[00:23:20.507 --> 00:23:26.529]  It's in the Minnesota News, but they're reporting on it like, oh, the police are taking people to warehouses and putting them on drugs.
[00:23:26.549 --> 00:23:27.290]  That's no big deal.
[00:23:28.488 --> 00:23:37.396]  Right, and basically what we found was pretty clear evidence, and we interviewed a number of participants who went through the program, in some cases multiple times.
[00:23:37.897 --> 00:23:42.060]  The program is called Drug Recognition Experts, and it's been run by the Minnesota State Patrol.
[00:23:42.441 --> 00:23:49.327]  And we did clearly document that not only did people say that they were offered free drugs for participating in the program,
[00:23:49.867 --> 00:23:53.808]  As well as incentives such as cigarettes, cash, you know, food, etc.
[00:23:54.148 --> 00:23:59.850]  All of which is extremely unethical, which is why this program has no institutional review board type of oversight.
[00:24:00.270 --> 00:24:07.793]  It's very unethical to encourage people to take drugs in any setting, especially with police officers and, according to participants, with drugs that they were given.
[00:24:07.933 --> 00:24:14.535]  And then, so essentially it turbocharged the situation of chemical intoxication at a site called PV Plaza.
[00:24:14.915 --> 00:24:19.937]  Which is a 24-hour open public plaza space in downtown Minneapolis.
[00:24:20.137 --> 00:24:22.578]  And this program has been going on for multiple years.
[00:24:22.958 --> 00:24:31.341]  They did use PV Plaza as a site previously, but what was particularly striking now was how closely it all aligned with Occupy as well as the statements from...
[00:24:31.641 --> 00:24:45.007]  Multiple people that they were asked questions about who do you see the leaders are in Occupy, can you tell us what you guys are doing, can you tell us your plans to protest on May Day, etc., after intoxicating these people in a controlled setting, according to those participants.
[00:24:45.327 --> 00:24:54.911]  So that's pretty serious, and the DRE program, which was basically built up by the International Association of Chiefs of Police, which is actually a pretty dangerous organization.
[00:24:55.151 --> 00:24:59.653]  A friend of mine described it as the globalist gun grabbers, classically, you know.
[00:25:00.313 --> 00:25:03.557]  And so the IACP has rolled this DRE program out across the country.
[00:25:03.577 --> 00:25:05.139]  No, no, no, they are.
[00:25:05.219 --> 00:25:11.025]  They openly say they want to use foreign troops in America and they do not believe in the civilian ownership of firearms.
[00:25:11.045 --> 00:25:15.090]  This is an extremely anti-freedom organization.
