[00:00:03.234 --> 00:00:03.274]  So,
[00:04:36.509 --> 00:04:41.053]  This only results in more bloodshed and instability of the entire region.
[00:04:41.973 --> 00:04:46.137]  And there's also riots going on right now outside of the U.S.
[00:04:46.177 --> 00:04:49.199]  Embassy in Cairo, so who knows what's next?
[00:04:49.980 --> 00:04:55.905]  But rest assured the InfoWars team will continue to bring you the latest developments and breaking news as
[00:04:56.693 --> 00:04:57.173]  It happens.
[00:04:57.673 --> 00:04:59.454]  How would you rate the TSA?
[00:04:59.634 --> 00:05:04.014]  Do you think they are doing an excellent job in airport security?
[00:05:04.654 --> 00:05:07.095]  Or do you think that they are doing a horrible job?
[00:05:07.535 --> 00:05:15.196]  Well, I know what the InfoWars audience thinks, but I wonder what the average business traveler thinks of the TSA's performance.
[00:05:16.016 --> 00:05:17.617]  I mean, it can't be all that good, right?
[00:05:17.657 --> 00:05:24.478]  According to a recent survey, 90% of frequent flyers have concluded that, survey says,
[00:05:26.667 --> 00:05:28.007]  They didn't do a very good job.
[00:05:28.227 --> 00:05:33.769]  They said the TSA is doing a poor job or just a fair job in airport screening.
[00:05:33.909 --> 00:05:35.290]  There's the chart right there.
[00:05:36.030 --> 00:05:40.191]  Only 1.2% said the TSA is doing an excellent job.
[00:05:40.591 --> 00:05:45.973]  In fact, less than 5% said that the agency is even effective at all.
[00:05:46.613 --> 00:05:48.114]  No big surprise there.
[00:05:48.314 --> 00:05:52.375]  I guess the big surprise is why there's not hundreds of thousands of people
[00:05:53.422 --> 00:05:59.067]  Rush in the White House right now and protesting the TSA and demanding that they take their hands out of our pants.
[00:05:59.488 --> 00:06:06.294]  It's always a mystery to me why there's not a nationwide protest to completely abolish the TSA.
[00:06:06.715 --> 00:06:08.997]  But land of the coward, home of the slave, I guess.
[00:06:09.017 --> 00:06:13.381]  But we did learn last week that the TSA finally released
[00:06:13.781 --> 00:06:23.794]  The stockpiles of complaints that they received from angry travelers who were extremely upset over the aggressive pat-downs and groping.
[00:06:24.255 --> 00:06:31.765]  Hundreds and hundreds of complaints that were only released following a Freedom of Information Act request.
[00:06:32.205 --> 00:06:36.726]  And that took like four years for the TSA to finally release the documents.
[00:06:37.007 --> 00:06:45.729]  Hell, the ACLU even says it receives almost a thousand complaints every month from people who are fed up and tired of the TSA.
[00:06:46.410 --> 00:06:52.772]  And have you seen where they now stop people and test their drinks for explosives?
[00:06:53.552 --> 00:06:56.173]  I mean, it's getting completely out of control.
[00:06:56.473 --> 00:06:56.993]  That's right.
[00:06:57.393 --> 00:06:59.454]  This is after you go through the
[00:07:01.263 --> 00:07:12.825]  Either you're going through the naked x-ray body scanner or maybe you went through the grope down, but you've already passed through security and now they are demanding that they test your drinks.
[00:07:13.005 --> 00:07:18.186]  They approach the passengers and they want to test your drinks and there's a look right there.
[00:07:18.286 --> 00:07:19.966]  So simply out of control.
[00:07:20.006 --> 00:07:24.587]  They also have a new policy ordering travelers to freeze on command.
[00:07:24.947 --> 00:07:26.507]  You have to stop what you're doing.
[00:07:27.048 --> 00:07:27.668]  You'll freeze.
[00:07:27.708 --> 00:07:28.988]  This is when you're in the
[00:07:30.471 --> 00:07:31.911]  Security checkpoint line.
[00:07:32.191 --> 00:07:36.592]  They could tell you to freeze and you're expected to stop what you're doing and comply.
[00:07:36.612 --> 00:07:40.033]  I mean, do you honestly think that any of this is for your safety?
[00:07:40.073 --> 00:07:40.773]  Of course not!
[00:07:40.833 --> 00:07:42.214]  This is about conditioning.
[00:07:42.634 --> 00:07:46.434]  They are preparing the population for the police state.
[00:07:47.255 --> 00:07:50.895]  This is a PSYOP obedience training program.
[00:07:51.395 --> 00:07:52.916]  That's exactly what this is.
[00:07:53.296 --> 00:07:58.497]  And, you know, even the TSA workers, they know that they're not there to make us safe.
[00:07:59.053 --> 00:08:10.999]  I mean, they might be too stupid to understand that they're part of a public obedience training program, but they do know and they'll even admit that they aren't keeping us any safer in our travels.
[00:08:11.079 --> 00:08:18.223]  And we showed you a video last week where a woman was kicked off of her flight in Houston for having a bad attitude.
[00:08:18.343 --> 00:08:25.106]  And that's because she was upset about being harassed as the TSA demanded that they test her drink for explosives.
[00:08:25.667 --> 00:08:28.168]  She captured the incident on her cell phone.
[00:08:28.820 --> 00:08:38.984]  Asked the TSA agent if she was being kicked off the plane for, you know, was this for the safety of the passengers, she asked, or was it in retaliation for her attitude toward them.
[00:08:39.604 --> 00:08:45.967]  The TSA agent on camera admitted it had nothing to do with safety, but they didn't like her attitude.
[00:08:45.987 --> 00:08:52.069]  So, you know, she did not submit to the Gestapo-like tactics.
[00:08:52.882 --> 00:08:54.603]  And she was kicked off her flight.
[00:08:55.183 --> 00:09:02.685]  So, and we're going to take a look at some of the headlines that these are the types of headlines we've learned to expect every single day from the TSA.
[00:09:03.326 --> 00:09:08.847]  Woman escorted off US Airways flight for snapping a photo.
[00:09:09.868 --> 00:09:15.770]  TSA forces woman to use naked body scanner three times because of her cute figure.
[00:09:17.450 --> 00:09:20.671]  TSA screener accused of stealing from handicapped woman.
[00:09:21.752 --> 00:09:22.192]  And video.
[00:09:22.722 --> 00:09:26.603]  A woman sobs during a TSA gropedown.
[00:09:27.143 --> 00:09:34.025]  And that's because women who are victims of sexual assault are naturally traumatized by gropedowns.
[00:09:34.045 --> 00:09:36.125]  I mean, what the hell did they expect?
[00:09:37.886 --> 00:09:45.388]  Well, I guess we can expect the TSA is going to expand their operations because they've announced that they're going to do exactly that.
[00:09:46.352 --> 00:09:47.472]  In fact, they're already doing that.
[00:09:47.552 --> 00:10:02.177]  They're expanding to not only include airports, but they will now, their Viper program, will now include train stations, bus terminals, and even roadside checkpoints of commercial vehicles.
[00:10:02.477 --> 00:10:03.037]  That's right.
[00:10:03.117 --> 00:10:05.058]  So they are indeed expanding.
[00:10:05.498 --> 00:10:12.740]  Meanwhile, there is finally some opposition to the TSA from all places, from Congress, if you can believe that.
[00:10:13.280 --> 00:10:20.353]  As a new House report has slammed the agency for failing to meet taxpayers' expectations.
[00:10:20.853 --> 00:10:21.394]  Yeah, you think?
[00:10:22.416 --> 00:10:25.521]  The report even concedes that the agency's
[00:10:27.175 --> 00:10:35.599]  Insensitivity and obsession with defending unpopular airport screening procedures is impeding security.
[00:10:36.059 --> 00:10:37.200]  Wow, well good for them.
[00:10:37.220 --> 00:10:48.825]  It goes on to say that they recommend an independent analysis, independent study that is, outside of the TSA, finally, and this of course to check for health risk of
[00:10:49.710 --> 00:10:57.094]  Radiation firing body scanners, and they suggest that they install privacy filters on all devices.
[00:10:57.154 --> 00:11:01.076]  So the bottom line, it is time to reform the TSA.
[00:11:01.977 --> 00:11:10.662]  It's my opinion that we totally abolish the TSA, but will Homeland Security, will they pay any attention to the House Committee recommendations?
[00:11:11.690 --> 00:11:16.695]  I think they're going to pretend like they never even saw the report, like the report doesn't even exist.
[00:11:17.196 --> 00:11:18.257]  That's just my opinion.
[00:11:18.297 --> 00:11:23.262]  I think it's going to be business as usual for the TSA Gestapo.
[00:11:23.662 --> 00:11:26.164]  I hope I'm wrong, but I guess time will tell.
[00:11:26.385 --> 00:11:27.145]  I hope I'm wrong.
[00:11:27.406 --> 00:11:29.368]  I guess we'll just have to wait and see.
[00:11:30.449 --> 00:11:35.694]  Now, you know it's a fact that in communist China, you're only allowed to have one child.
[00:11:36.075 --> 00:11:41.338]  I mean, they have a forced abortion policy that is all too real.
[00:11:42.199 --> 00:11:52.506]  And it is now being reported that the employees at Apple Corporation factories in China are required to have routine pregnancy tests.
[00:11:53.046 --> 00:11:54.067]  Once a month, in fact.
[00:11:54.527 --> 00:12:01.311]  And this to ensure China's one-child policy, a massive crime against women and unborn babies.
[00:12:01.892 --> 00:12:03.733]  Here's David Ortiz with more.
[00:12:06.618 --> 00:12:07.338]  Thank you, Darren.
[00:12:07.418 --> 00:12:10.359]  Dave Ortiz for InfoWars Nightly News.
[00:12:11.279 --> 00:12:20.301]  Apple Corporation may be an American success story, but is there a possibility that they're unintentionally participating in a depopulation program?
[00:12:21.182 --> 00:12:34.005]  According to LifeSite News, a report released today by LifeSite News, there are congressional hearings that have recently taken place in Washington that focus on human rights violations that are taking place in China.
[00:12:34.685 --> 00:12:42.549]  And some of the people who have been participating in that include former Apple employees that worked at some of their plants in China.
[00:12:43.170 --> 00:12:57.597]  According to one of the people who testified at the hearings, by order of the factory's family planning commission, every month during their menstrual period, women had to undress in front of the birth planning doctor for examination.
[00:12:58.037 --> 00:13:02.620]  If anyone skipped the examination, she would be forced to take a pregnancy test at the hospital.
[00:13:03.601 --> 00:13:08.503]  We were allowed to collect a salary only after it was confirmed that we were not pregnant.
[00:13:09.063 --> 00:13:13.965]  When discovered, pregnant women would be dragged to undergo forced abortions.
[00:13:14.345 --> 00:13:16.486]  There simply was no other choice.
[00:13:17.346 --> 00:13:24.909]  Now, we're obviously not saying that Apple conducted these tests, but what we are saying is that there are several things that could have happened.
[00:13:24.949 --> 00:13:30.711]  Number one is Apple simply doesn't know that this is going on, and they need to be made aware of it.
[00:13:31.511 --> 00:13:35.652]  Another option is they're aware that this is going on but they have dismissed it.
[00:13:36.933 --> 00:13:43.795]  And obviously the third possibility is that they know full well what's going on and on some perverted level they endorse it.
[00:13:44.135 --> 00:13:51.477]  It's very well known that the elitists globally, both overseas and the United States, want to depopulate the public.
[00:13:52.760 --> 00:14:10.216]  If you don't believe that that is the case, and if you think that elites here in the United States don't want to depopulate, and that it's all in my imagination, there are people on record who have voiced their support for depopulation, and the reason for this is that the elite cannot control the masses.
[00:14:10.577 --> 00:14:17.023]  They cannot control a population of 7, 8, 9 billion people, but they can control a population of half a billion
[00:14:17.703 --> 00:14:18.903]  ...to 3 billion people.
[00:14:19.263 --> 00:14:25.185]  Here's Ted Turner, an American entrepreneur, voicing his support for depopulation.
[00:14:25.805 --> 00:14:27.265]  First, we've got population.
[00:14:28.046 --> 00:14:30.306]  The world today has 6.8 billion people.
[00:14:30.786 --> 00:14:32.387]  That's headed up to about 9 billion.
[00:14:33.007 --> 00:14:41.489]  Now, if we do a really great job on new vaccines, healthcare, reproductive health services, we could lower that by perhaps 10 or 15 percent.
[00:14:42.600 --> 00:14:51.969]  Mr. Turner, I was wondering if you think it's a good idea to reduce 90% of the population because we are being overpopulated by a lot of... 90%.
[00:14:53.911 --> 00:14:51.969]  80?
[00:14:54.812 --> 00:14:56.073]  Prince Philip said 80, sir.
[00:14:58.135 --> 00:14:58.535]  I'll go with 85.
[00:14:58.635 --> 00:15:01.618]  I think 2 million is about right.
[00:15:02.259 --> 00:15:02.819]  Right, me too.
[00:15:02.899 --> 00:15:03.240]  Thank you.
[00:15:05.322 --> 00:15:10.265]  So there you go, Ted Turner loves you, and Bill Gates has also been on record.
[00:15:10.285 --> 00:15:18.089]  We showed a video yesterday where Bill Gates is also talking about depopulation and how he's doing it for your good, how he's lobbying for this for your good.
[00:15:18.490 --> 00:15:21.732]  According to the congressional meetings that also took place,
[00:15:23.039 --> 00:15:32.289]  The report that came out today also points out a USA Today article that talked about forced abortions that are taking place in China.
[00:15:32.329 --> 00:15:38.415]  The July USA Today reported that a baby was killed in the town of Mashan, Shandong province.
[00:15:38.875 --> 00:15:48.439]  The parents already had one child, so population control officials tracked them down and injected the mother, who was nine months pregnant, with an abortion-inducing drug.
[00:15:48.819 --> 00:15:52.880]  The baby was pulled out of the mother like a piece of meat, the story said.
[00:15:53.300 --> 00:15:57.242]  The baby was crying when authorities shoved it into a bucket to die.
[00:15:58.667 --> 00:16:08.351]  Obviously, people hearing that right now want to, you know, throw their pen at their laptop because that's obviously disgusting, but that's what the elites want to do.
[00:16:08.672 --> 00:16:14.734]  They ultimately want to depopulate the population, so Apple has a lot of explaining to do.
[00:16:14.854 --> 00:16:17.415]  Again, they may not know what's going on, but they may.
[00:16:17.656 --> 00:16:22.518]  They've got some explaining to do, and this comes on the heels of other stories which show that
[00:16:23.138 --> 00:16:30.943]  Apple has had to put suicide nets outside of many factories in China because many people have committed suicide.
[00:16:31.884 --> 00:16:34.986]  Many people have reported that they've had to work 24-hour shifts.
[00:16:35.547 --> 00:16:42.952]  There's also reports that the managers tell the employees, either you work hard today or you work hard tomorrow looking for another job.
[00:16:43.752 --> 00:16:44.853]  Now, we're capitalists here.
[00:16:44.893 --> 00:16:45.993]  We're free market people.
[00:16:46.033 --> 00:16:48.554]  We believe that the free market is compassionate.
[00:16:48.854 --> 00:17:00.219]  But we don't think any company should be taking advantage of the poverty that is occurring in other countries to benefit themselves and to get their CEOs five, ten million dollar bonuses.
[00:17:00.779 --> 00:17:02.620]  So, Apple, you're on notice.
[00:17:03.993 --> 00:17:17.582]  And speaking of tyranny, in Bristol Borough, that's a town in Pennsylvania, there is a vote coming up that will encourage people to put a camera in front of an abandoned warehouse.
[00:17:18.042 --> 00:17:31.271]  And the camera will not only be placed to view the abandoned warehouse, but it will also be aired on public access television, so that if members of the public see something, they can snitch on the person who's committing a crime.
[00:17:31.311 --> 00:17:33.493]  Now, some people watching this may say, well, David,
[00:17:34.393 --> 00:17:38.635]  If we catch somebody committing a crime, what's so bad with that?
[00:17:39.355 --> 00:17:41.496]  Well, obviously, this is just conditioning.
[00:17:41.536 --> 00:17:42.696]  It's not going to end at that.
[00:17:42.736 --> 00:17:44.657]  This is all part of the surveillance state.
[00:17:45.617 --> 00:17:47.558]  And this is going to continue to grow.
[00:17:47.638 --> 00:17:54.641]  So they're voting to see if they can also air what the camera shows on public access television.
[00:17:55.001 --> 00:17:57.082]  They want to create a snitching state.
[00:17:57.722 --> 00:18:06.233]  And according to the article, if the proposal is passed, residents can keep an eye on the building via the web or the local government access channel.
[00:18:06.794 --> 00:18:09.237]  So that is obviously horrible.
[00:18:09.277 --> 00:18:10.739]  It's all part of the surveillance state.
[00:18:11.560 --> 00:18:13.302]  And if you don't think that can happen here on the United States,
[00:18:14.223 --> 00:18:14.743]  You're wrong.
[00:18:14.803 --> 00:18:17.946]  If that bill passes, it's going to spread like wildfire throughout the country.
[00:18:18.566 --> 00:18:26.393]  And as recently as six years ago, the chief of police in Houston stated that he wanted to put cameras inside of people's homes.
[00:18:27.174 --> 00:18:33.900]  His rationale was, we keep on getting 911 calls from certain homes, so we need to find out what's going on in there.
[00:18:34.580 --> 00:18:35.400]  What's going on in there?
[00:18:35.440 --> 00:18:36.701]  He actually proposed this.
[00:18:37.361 --> 00:18:41.742]  So the police state is growing and InfoWars is obviously always on the cutting edge.
[00:18:42.142 --> 00:18:51.825]  Three years ago, Paul Joseph Watson wrote an article titled, UK Government to Install Surveillance Cameras in Private Homes.
[00:18:52.305 --> 00:19:07.519]  According to the article, the UK government is about to spend, obviously by now they've already spent, 700 million dollars installing surveillance cameras inside the private homes of citizens to ensure that children go to bed on time, attend school, and eat proper meals.
[00:19:08.340 --> 00:19:14.105]  That program is already going on in Europe right now and about 20,000 plus families are participating.
[00:19:14.145 --> 00:19:15.106]  They love the tyranny.
[00:19:15.407 --> 00:19:16.267]  They think it's great.
[00:19:17.208 --> 00:19:23.072]  And, um, if you don't think... Their justification for it is this is only for wayward children.
[00:19:23.132 --> 00:19:28.896]  If your kid is a troublemaker, if your kid is not going to school, then we need to know what the heck is going on.
[00:19:29.196 --> 00:19:30.477]  And this is already occurring.
[00:19:30.517 --> 00:19:34.139]  If you don't think this could occur in the United States, you're sadly mistaken.
[00:19:34.420 --> 00:19:43.586]  Because one of the reasons why New York is such a surveillance state now is because Mayor Michael Bloomberg continues to tell his council that London is doing it.
[00:19:43.646 --> 00:19:45.767]  Look, London has a surveillance state.
[00:19:45.847 --> 00:19:46.628]  Why can't we?
[00:19:47.429 --> 00:19:54.663]  So this, sadly in time, unless patriots rise, will be occurring here in the United States.
[00:19:55.583 --> 00:20:12.728]  And if that doesn't make your blood boil, we're going to go to a story right now with Jakari Jackson, in which he focuses on a new program that the Austin Police Department has started, in which they're pulling people over and demanding that they take blood tests if they feel they are driving under the influence.
[00:20:13.128 --> 00:20:18.109]  A complete violation of our Fourth Amendment, but the Austin Police Department can care less.
[00:20:18.449 --> 00:20:19.850]  Jakari Jackson, over to you.
[00:20:22.469 --> 00:20:25.230]  The City of Austin hosts no refusal DWI weekends.
[00:20:25.630 --> 00:20:31.831]  No refusal meaning that the driver can have their blood drawn even if the suspect refuses the blood draw and or the breath test.
[00:20:32.191 --> 00:20:39.252]  Now while we recognize driving while intoxicated as a very serious offense, is it serious enough to have your rights and privacy violated?
[00:20:40.073 --> 00:20:43.713]  Police are doing no refusal DUI weekends where they can draw your blood without your approval.
[00:20:43.733 --> 00:20:44.714]  Do you have any thoughts about that?
[00:20:45.294 --> 00:20:46.434]  I don't have any problem with that.
[00:20:47.150 --> 00:20:49.032]  I think that's really unsafe.
[00:20:49.612 --> 00:20:56.197]  A lot of people faint when they have their blood drawn and it doesn't make it any safer for them to be driving.
[00:20:56.217 --> 00:21:00.541]  What are your thoughts on them, you know, being able to acquire a warrant to draw your blood even if you refuse?
[00:21:02.502 --> 00:21:06.566]  I don't think, I think it's, I don't know, they shouldn't allow that.
[00:21:06.646 --> 00:21:13.031]  I kind of feel that's a little invasive and kind of, I don't know, the lack of communication between them and the community is kind of stupid.
[00:21:13.516 --> 00:21:17.619]  I think even if I'm completely sober, hadn't had a drink all night, I'd still rather go to jail for the night.
[00:21:18.099 --> 00:21:18.359]  Really?
[00:21:18.459 --> 00:21:18.680]  Yeah.
[00:21:19.160 --> 00:21:19.480]  Why so?
[00:21:20.301 --> 00:21:21.762]  I just, I don't think it's fair.
[00:21:22.222 --> 00:21:27.566]  Do you think they could do anything besides blood draws and breathalyzers to, you know, keep the auto accidents down?
[00:21:28.046 --> 00:21:28.867]  Whatever it takes.
[00:21:29.727 --> 00:21:30.748]  Whatever it takes?
[00:21:30.768 --> 00:21:33.450]  To keep us safe and to keep everybody else safe.
[00:21:33.690 --> 00:21:41.856]  I think just installing checkpoints and doing breathalyzers of suspected drunk drivers would be a good way.
[00:21:42.304 --> 00:21:44.666]  To limit the number of DUI accidents?
[00:21:46.008 --> 00:21:46.608]  I don't know.
[00:21:46.628 --> 00:21:48.970]  I'm not sure what they can do, really.
[00:21:49.051 --> 00:21:50.392]  It's up to the people, you know.
[00:21:50.752 --> 00:21:52.434]  I think the streets of Austin are safe as they are.
[00:21:52.454 --> 00:21:54.035]  Even from drunk drivers?
[00:21:54.536 --> 00:21:55.297]  There's no drunk drivers.
[00:21:55.317 --> 00:21:56.598]  Everyone who drives a cab nowadays.
[00:21:57.218 --> 00:21:57.579]  I think.
[00:21:58.119 --> 00:21:58.380]  Right?
[00:21:59.421 --> 00:21:59.681]  Yes.
[00:22:00.301 --> 00:22:00.522]  Right.
[00:22:00.962 --> 00:22:03.745]  Do you think texting is more or less dangerous than drinking and driving?
[00:22:05.129 --> 00:22:07.070]  Um, maybe equally.
[00:22:07.330 --> 00:22:14.452]  Anything that's gonna take their sound judgment, then it's better to ban it.
[00:22:14.472 --> 00:22:15.913]  You've seen people text and drive, right?
[00:22:16.073 --> 00:22:16.293]  Yeah.
[00:22:16.593 --> 00:22:19.254]  Do you think that's more or less dangerous than drinking and driving?
[00:22:20.230 --> 00:22:22.971]  It's probably more dangerous, I would think, you know?
[00:22:23.111 --> 00:22:28.374]  I feel like anyone can be distracted by really anything that they do while driving, and texting away is just stupid.
[00:22:28.394 --> 00:22:30.695]  I mean, you can be talking and still get into an accident.
[00:22:30.715 --> 00:22:34.296]  It's not necessarily about what you're doing, it's about the driver and how responsible they are.
[00:22:34.817 --> 00:22:36.237]  Have you ever texted while you're driving?
[00:22:37.018 --> 00:22:37.378]  Always.
[00:22:37.518 --> 00:22:38.558]  I try and do it at red lights.
[00:22:40.677 --> 00:22:47.799]  The National Highway Safety Administration released that in 2010, 10,000 people died as a result of alcohol-related incidents.
[00:22:48.159 --> 00:22:49.339]  Very serious numbers.
[00:22:49.779 --> 00:22:57.021]  But if you take a look at textinganddrivingsafety.com's post, they found that texting and driving is six times more dangerous than drinking and driving.
[00:22:57.541 --> 00:23:01.682]  Also, that texting and driving mirrors the effects of driving after having four beers.
[00:23:02.442 --> 00:23:05.323]  Once again, we do not in any way encourage you to drink and drive.
[00:23:05.343 --> 00:23:08.624]  We are simply pointing out that texting and driving is more dangerous.
[00:23:09.349 --> 00:23:12.751]  I'm here with Commander Jason Dustroff of the Highway Enforcement Unit.
[00:23:12.771 --> 00:23:16.353]  Alright, so I want to ask you a few questions about the No Refusal DUI weekends.
[00:23:16.673 --> 00:23:17.993]  First of all, how long have you been doing them?
[00:23:18.914 --> 00:23:20.735]  We've been doing them over three years in our department.
[00:23:21.499 --> 00:23:22.640]  Alright, and how did they get started?
[00:23:22.660 --> 00:23:24.420]  Was there any particular reason or need for them?
[00:23:24.981 --> 00:23:33.705]  Chief Acevedo came in and really saw the need that we need to hold more drivers that are out there driving impaired, and especially the ones that are killing and injuring people, accountable.
[00:23:33.765 --> 00:23:40.488]  Now, are there any plans to make these no refusal weekends permanent or to expand them to other, you know, maybe not holidays, just kind of every weekend?
[00:23:40.528 --> 00:23:42.069]  Is there any plans to do anything like that?
[00:23:42.469 --> 00:23:49.052]  I know a lot of cities, like I explained earlier, are moving towards no refusal 365 days of the year, all the time, 24 hours.
[00:23:49.813 --> 00:23:55.535]  That's something we're always going to keep in our bag and look at it individually and say, is it right for Austin?
[00:23:55.876 --> 00:23:59.957]  Is there any type of violation of the Fourth Amendment right to be, you know, secure in your person, in your opinion?
[00:24:00.458 --> 00:24:01.058]  No, not at all.
[00:24:01.558 --> 00:24:06.961]  This has been upheld throughout the United States, that it's within the constitutional rights for us to take that blood.
[00:24:07.543 --> 00:24:13.405]  Recently the city of Austin was in the news for, you know, having people infiltrate the Occupy movement last December.
[00:24:14.225 --> 00:24:22.068]  Protesters were at the port of Houston and they say that officers were involved in allowing them, assisting them block the Houston port.
[00:24:22.088 --> 00:24:22.948]  Do you have any comment on that?
[00:24:23.408 --> 00:24:23.708]  I don't.
[00:24:23.768 --> 00:24:25.349]  I really don't have any information on that.
[00:24:25.657 --> 00:24:26.978]  Alright, just one final question, sir.
[00:24:27.238 --> 00:24:36.144]  Now, we had a chance to speak to some people on the street just a few minutes ago, and one of the questions we asked them is, when you're driving and you look in your rearview mirror and you see a police officer, do you feel safe or do you feel threatened?
[00:24:36.444 --> 00:24:39.826]  We talked about seven to eight people, and the majority of them said that they feel threatened.
[00:24:40.146 --> 00:24:44.689]  When you see a cop car and you're driving and you see a cop car behind you, you know, do you feel more safe or less safe?
[00:24:45.430 --> 00:24:46.250]  I feel less safe.
[00:24:46.630 --> 00:24:47.731]  I feel fine.
[00:24:47.771 --> 00:24:52.074]  I'm just, at that point, worried about if I have, like, a taillight out or something.
[00:24:52.774 --> 00:24:56.896]  I think the police have, they're not like they used to be.
[00:24:57.097 --> 00:24:59.158]  I feel very scared, always.
[00:24:59.738 --> 00:25:03.800]  Even when I'm not drinking, even when I'm just going to the store, I feel threatened all the time.
[00:25:04.321 --> 00:25:05.121]  So, I don't know.
[00:25:05.141 --> 00:25:05.742]  Threatened by who?
[00:25:06.062 --> 00:25:06.542]  Just the cops.
[00:25:06.562 --> 00:25:07.943]  I feel like they're going to pull me over for anything.
[00:25:08.283 --> 00:25:10.944]  It all depends because they like to harass, you know what I mean?
[00:25:11.425 --> 00:25:16.668]  When I see the policeman, I don't have anything to hide, so they are my friends now.
