[00:00:02.424 --> 00:00:02.685]  I think.
[00:08:26.645 --> 00:08:29.648]  They just train us with rubber bullets and all the rest of it and kill people all the time.
[00:08:29.668 --> 00:08:30.828]  They're just getting everybody ready for it.
[00:08:31.209 --> 00:08:32.870]  And then you talk back, they use it on you.
[00:08:33.570 --> 00:08:36.732]  It's all about all these people that crave authority, getting into these positions.
[00:08:37.993 --> 00:08:40.175]  And again, the begging for daddy just goes on and on.
[00:08:40.195 --> 00:08:41.496]  This made me sick watching it.
[00:08:41.916 --> 00:08:44.998]  But you know, for him, he got to die quickly, though.
[00:08:45.399 --> 00:08:51.603]  Not like all these kids that, you know, the formula is more than half corn syrup and the diabetes exploding or the cancer viruses and the vaccines.
[00:08:52.278 --> 00:08:53.339]  The way the Globalists kill us.
[00:08:53.359 --> 00:08:55.380]  These guys like to kill people on the ground.
[00:08:55.741 --> 00:09:00.464]  The Rockefellers and the Bill and Melinda Gates Foundation, they like to do it real slow through soft kill.
[00:09:00.524 --> 00:09:02.366]  And you know all these cops are taking soft kill.
[00:09:03.427 --> 00:09:06.709]  See, there's bigger, badder demons than you boys up above you.
[00:09:07.570 --> 00:09:10.052]  It's all about their force continuum.
[00:09:10.112 --> 00:09:11.813]  Well, he didn't comply properly.
[00:09:13.074 --> 00:09:15.837]  They gave him an order to put hands on his head, hands on his knees.
[00:09:15.877 --> 00:09:16.537]  He said, which one?
[00:09:16.557 --> 00:09:17.278]  The guy said, that's it.
[00:09:17.298 --> 00:09:18.058]  You see my fist?
[00:09:18.439 --> 00:09:19.419]  I'm going to F you up.
[00:09:19.539 --> 00:09:20.140]  Get on the ground.
[00:09:20.540 --> 00:09:21.281]  He gets on the ground.
[00:09:21.869 --> 00:09:22.889]  Murderin' starts!
[00:09:23.410 --> 00:09:23.610]  Ha!
[00:09:23.850 --> 00:09:24.270]  Ha!
[00:09:24.490 --> 00:09:25.030]  Yeah!
[00:09:26.151 --> 00:09:29.713]  Oh, it's so good to be a psychopath in America and get to torture people to death.
[00:09:30.413 --> 00:09:34.355]  Just like Abu Ghraib, the Army's own reports where they rape children in front of their parents.
[00:09:34.895 --> 00:09:36.115]  And people have been defending that.
[00:09:36.496 --> 00:09:37.076]  Well, not me.
[00:09:37.116 --> 00:09:37.996]  I don't want any part of it.
[00:09:38.036 --> 00:09:39.557]  Any part of your demonic New World Order.
[00:09:39.957 --> 00:09:40.978]  Or fetal parts.
[00:09:41.058 --> 00:09:42.398]  Fetal tissue in the Pepsi.
[00:09:43.039 --> 00:09:43.879]  Or the cosmetics.
[00:09:43.899 --> 00:09:45.220]  I don't want any part of it.
[00:09:45.240 --> 00:09:47.200]  Alright, America, you want evil?
[00:09:47.300 --> 00:09:48.341]  You're gonna be judged by it.
[00:09:49.537 --> 00:09:51.338]  To be quite honest, I can't even watch the entire thing.
[00:09:51.378 --> 00:09:52.598]  I've watched pieces of it.
[00:09:52.678 --> 00:09:54.499]  I've watched about 90% of it.
[00:09:54.579 --> 00:09:55.879]  It is unbelievable.
[00:09:55.899 --> 00:10:00.220]  We'll post this video and the full video up at InfoWars.com.
[00:10:01.201 --> 00:10:02.741]  I guess we need to start watching more of this.
[00:10:03.321 --> 00:10:05.802]  This was out 4 or 5 days ago and I just couldn't look at it.
[00:10:06.222 --> 00:10:08.483]  But I made myself this morning and it shook me to my core.
[00:10:09.023 --> 00:10:10.784]  Alex Jones signing off for InfoWars.com.
[00:10:18.390 --> 00:10:29.758]  I ran out of oxygen so I got the end of my pager and I probably just smashed his face in the air.
[00:10:42.307 --> 00:10:43.428]  He's on something.
[00:10:43.488 --> 00:10:45.669]  He went on a fight over there.
[00:10:45.750 --> 00:10:49.132]  He was on something.
[00:10:49.172 --> 00:10:52.374]  There's three of us.
[00:11:10.467 --> 00:11:16.089]  So there you have it, ladies and gentlemen, the epidemic of police brutality continues apace.
[00:11:17.430 --> 00:11:23.252]  Basically, I know that at every major summit now, in whatever country you go to, there's police brutality.
[00:11:23.292 --> 00:11:31.915]  But just in terms of routine, day-to-day thuggery, it seems that America takes the biscuit over every other country.
[00:11:32.355 --> 00:11:37.677]  I mean, police in Britain and Western countries, of course, there's a lot of corruption and false arrests.
[00:11:38.637 --> 00:11:50.105]  But just the brutal beatdowns and unrepentant thuggery, as you saw there with that example of Kelly Thomas, there's a story from the US about it almost every day and we know why it is.
[00:11:50.406 --> 00:12:04.656]  Partly because basically the police in America are being trained that the population is the enemy, not just the criminals now, but because everybody is guilty until proven innocent, the view is shifted
[00:12:05.276 --> 00:12:09.799]  Whereas now they treat us all as potential enemies, specifically in America.
[00:12:09.839 --> 00:12:12.880]  That's why we're seeing such an epidemic of police abuse.
[00:12:13.841 --> 00:12:15.161]  And I just find it interesting.
[00:12:15.222 --> 00:12:17.303]  I mean, you know, where's Amnesty International?
[00:12:17.363 --> 00:12:19.004]  Where's Human Rights Watch?
[00:12:19.084 --> 00:12:24.407]  These organisations will tell you all day about minorities being persecuted in foreign countries.
[00:12:24.847 --> 00:12:26.648]  But I haven't seen them addressed once.
[00:12:27.108 --> 00:12:31.290]  The epidemic of police brutality within America itself.
[00:12:31.370 --> 00:12:42.894]  So, I mean, we need to acknowledge that this is a major problem and that it's, you know, it's most rife in America, but these top human rights organizations just really don't have a lot to say about it.
[00:12:43.794 --> 00:12:46.395]  Moving on to our next story on InfoWars Nightly News.
[00:12:46.995 --> 00:12:48.016]  Syria conflict.
[00:12:48.076 --> 00:12:50.717]  Damascus bomb increases pressure on UN.
[00:12:51.650 --> 00:12:53.050]  This is out of BBC News.
[00:12:53.651 --> 00:12:59.933]  The bombings that tore through Damascus on Thursday morning were the sixth terrorist attack to have struck the city since December.
[00:13:00.833 --> 00:13:03.153]  And basically, you've got 55 dead.
[00:13:03.234 --> 00:13:07.335]  This is the worst act of violence since the tensions in Syria began.
[00:13:07.835 --> 00:13:08.735]  And who's behind it?
[00:13:08.775 --> 00:13:14.117]  Well, it's the same al-Qaeda terrorists that helped NATO overthrow Gaddafi in Libya.
[00:13:14.437 --> 00:13:17.538]  They now fly the al-Qaeda flag over Syria.
[00:13:18.058 --> 00:13:26.704]  This is the very same Al-Qaeda terrorist that Hillary Clinton says are on the same side as the United States and the NATO powers in Syria.
[00:13:27.605 --> 00:13:36.872]  So while we're being propagandised, you know, about Al-Qaeda underwear bombers, the terrifying deadly plot, which turns out to be the work of a CIA informant,
[00:13:37.532 --> 00:13:49.519]  The real Al-Qaeda is doing NATO's dirty work in Syria while the mainstream media is still portraying these rebels who are being directed by terrorists as defenceless demonstrators.
[00:13:50.280 --> 00:14:00.786]  And I made a video earlier today for YouTube where basically I point out that yet again the London Guardian and a lot of the other mainstream media has handed over just
[00:14:01.380 --> 00:14:18.096]  Willfully handed over its 24-hour rolling news coverage to anonymous activists with Twitter accounts who claim with no evidence that these bombings are false flag staged events carried out by Assad's regime itself to demonize the rebels.
[00:14:19.560 --> 00:14:20.981]  So, you know, I get it.
[00:14:21.442 --> 00:14:38.475]  When we have actual hardcore evidence for false flag attacks launched by the US government, for example, such as the Christmas Day underwear bomber, you know, helped onto the plane, well-dressed man, CIA ordered him to be let through despite the fact he had no passport, was on a terror watch list.
[00:14:38.815 --> 00:14:42.758]  When we talk about false flag attacks and point the finger at Western governments,
[00:14:43.098 --> 00:14:44.340]  It's a thought crime.
[00:14:44.700 --> 00:14:54.413]  But when, you know, Syrian activists with dubious anonymous Twitter accounts do it, they're just handed the front page of The Guardian and major global newspapers.
[00:14:55.558 --> 00:15:04.502]  You know, the dangerous 9-11 truthers and their nutball conspiracy theories are all marginalized when it's about terror attacks in the West.
[00:15:05.582 --> 00:15:14.366]  But apparently, so I'm told, false flag attacks only occur in Middle Eastern nations that are the target of NATO regime change.
[00:15:14.626 --> 00:15:15.887]  Isn't that a coincidence?
[00:15:16.707 --> 00:15:17.548]  So basically...
[00:15:18.561 --> 00:15:25.330]  You've got The Guardian handing over its entire news coverage to these anonymous Twitter activists who claim it's all a false flag.
[00:15:26.351 --> 00:15:31.458]  Because, of course, the terrorists carrying out the bombings are NATO-backed, NATO-funded, NATO-transported.
[00:15:31.799 --> 00:15:33.141]  Airlifted them in from Libya.
[00:15:35.407 --> 00:15:44.191]  And on top of that we've got these tweets now from Ambassador Susan Rice, US Ambassador to the United Nations, and she's come out with a couple of tweets.
[00:15:44.231 --> 00:15:50.833]  The first one is, quote, bombings also remind us of the urgent need for a political solution in Syria before it is too late.
[00:15:51.314 --> 00:16:01.818]  So she's seizing on bombings committed by NATO-backed, US-backed al-Qaeda terrorists as a justification for NATO military involvement.
[00:16:02.338 --> 00:16:04.238]  That's pure terrorism.
[00:16:04.698 --> 00:16:08.059]  Carrying out the attacks and then using them for political point scoring.
[00:16:08.779 --> 00:16:09.539]  And listen to this.
[00:16:10.260 --> 00:16:12.440]  This is another tweet from Ambassador Rice.
[00:16:12.800 --> 00:16:18.661]  The longer Assad clings to power, the greater the risk of destabilisation in Syria and throughout the region.
[00:16:19.201 --> 00:16:23.062]  So she's basically threatening more destabilisation.
[00:16:23.082 --> 00:16:25.723]  She's basically saying, yeah, you're going to get bombed some more.
[00:16:25.943 --> 00:16:26.683]  Hope you enjoy it.
[00:16:27.663 --> 00:16:29.623]  And it's just brazen terrorism.
[00:16:30.284 --> 00:16:39.425]  She's claiming that these bombings make it, you know, grease the skids even more for a NATO military assault, and it's the NATO-backed terrorists who are behind the bombings.
[00:16:40.125 --> 00:16:47.207]  But not if you're the Guardian, when it's all a false flag, wild conspiracy theory, which is how they normally characterize false flags.
[00:16:47.547 --> 00:16:52.348]  But because anonymous, dubious Twitter users are saying it, you know, it's the height of credibility.
[00:16:53.379 --> 00:16:54.900]  Normal rules do not apply.
[00:16:55.240 --> 00:16:57.662]  Moving on, on InfoWars Nightly News.
[00:16:57.762 --> 00:17:03.266]  Group that admitted manufacturing global warming threat still pushes same hoax.
[00:17:03.826 --> 00:17:05.467]  PrisonPlanet.com story.
[00:17:06.928 --> 00:17:12.252]  Basically, our old friends in the global warming alarmist movement are up to their old tricks once again.
[00:17:12.312 --> 00:17:18.476]  The secretive Club of Rome has issued a report entitled 2052, a global forecast for the next 40 years.
[00:17:19.847 --> 00:17:27.368]  Which decries improving living standards in developing countries and warns that man-made climate change could eventually kill off humans entirely.
[00:17:28.328 --> 00:17:30.629]  So who is the Club of Rome?
[00:17:30.689 --> 00:17:32.769]  Well, it's similar to the Bilderberg Group.
[00:17:32.809 --> 00:17:34.550]  It's a collection of power brokers.
[00:17:35.050 --> 00:17:49.774]  They don't meet very often like Bilderberg do annually, but they put out reports like this one, warning us that if we don't pay carbon taxes to Al Gore and Marie Strong, both Club of Rome members, that, you know, the sky's going to fall in.
[00:17:49.914 --> 00:17:51.835]  Global warming is going to wipe out humanity.
[00:17:52.847 --> 00:17:53.928]  And why it's rich?
[00:17:54.608 --> 00:18:01.872]  I mean, of course, this is what the mainstream media has failed to report and point out in each one of these articles about the new Club of Rome report.
[00:18:03.373 --> 00:18:13.099]  Basically, they're calling for a new system of governance, global governance, enforcing eco-fascism, on the back of fears about rising temperatures.
[00:18:13.579 --> 00:18:20.944]  But this is the very same group, the same organisation who in their 1990 report, the first global revolution,
[00:18:21.924 --> 00:18:32.820]  Openly admitted that they had manufactured the idea, the quote idea, to use global warming as a means of creating this fake outside threat of eco-apocalypse.
[00:18:33.240 --> 00:18:36.945]  And this is the direct quote from the report, which you can read in the article.
[00:18:37.566 --> 00:18:47.810]  Quote, in searching for a common enemy against whom we can unite, we came up with the idea that pollution, the threat of global warming, water shortages, famine and the like, would fit the bill.
[00:18:48.431 --> 00:18:50.932]  All these dangers are caused by human intervention.
[00:18:50.972 --> 00:18:54.313]  The real enemy then is humanity itself.
[00:18:54.893 --> 00:19:00.776]  And this passage appears under a sub-headline entitled, quote, the common enemy of humanity is man.
[00:19:01.656 --> 00:19:16.430]  So basically, that's them admitting that they manufactured this phony threat to make mankind the enemy, and now they're going to punish mankind by enforcing this draconian global government in the name of saving the planet.
[00:19:16.911 --> 00:19:17.311]  So again...
[00:19:18.356 --> 00:19:37.659]  You know, even as the science discredits the global warming alarmist, just as it discredited the Paul Ehrlichs and John P. Holdrens of the world when they were fear-mongering about a deadly new ice age back in the 70s, the modern day climate change alarmists are being discredited once again by the very science.
[00:19:37.679 --> 00:19:46.361]  You know, polar bear populations exploding, emperor penguins exploding, ice sheets thickening, Bering Sea ice thickening, Himalayas ice thickening.
[00:19:47.810 --> 00:20:02.705]  The temperature is in fact getting colder and they're once again fear mongering about rising temperatures requiring the need for a new global government and a carbon tax when they were the ones who admittedly said we're going to create this fake scare and blame it on humanity to get this power.
[00:20:03.025 --> 00:20:07.630]  So, you know, just pay your carbon tax to Al Gore and Marie Strong and everything will be OK.
[00:20:07.710 --> 00:20:08.511]  They'll save the world.
[00:20:10.188 --> 00:20:14.011]  Farage, we face the prospects of mass civil unrest in Europe.
[00:20:14.391 --> 00:20:16.133]  PrisonPlanet.com story once again.
[00:20:16.253 --> 00:20:32.605]  MEP and UKIP leader Nigel Farage, who of course is a regular Alex Jones Show guest, gave a stirring speech yesterday in front of the EU Parliament, during which he warned of mass civil unrest in Europe, while vocally denouncing the very EU policies which are causing that unrest.
[00:20:32.645 --> 00:20:35.668]  And we've got the clip of the speech, so let's roll the clip.
[00:20:36.368 --> 00:20:43.111]  But like communism, this has all gone badly wrong, and the EU titanic has now hit the iceberg.
[00:20:43.491 --> 00:20:53.975]  It is a European Union of economic failure, of mass unemployment, of low growth, but worst of all, it's an EU with the economic prism of the euro.
[00:20:54.235 --> 00:20:58.277]  We cannot do it if we're asked to rally behind that flag.
[00:20:58.657 --> 00:21:03.179]  I owe no allegiance to that flag, and nor do most of the people in Europe either.
[00:21:07.560 --> 00:21:28.608]  And Farage is by no means alone in warning of this massive civil dislocation in Europe as a result of this euro crisis, which of course as we know in recent days has deepened because of the promises by the new Greek radical left leader, who's attempting to form this anti-bailout coalition, so it's all heading south once again.
[00:21:30.216 --> 00:21:41.664]  But do we remember the report about the British government warning their embassies in Europe to prepare for the safe evacuation of British expats in the aftermath of a euro currency collapse?
[00:21:41.704 --> 00:21:43.165]  Remember that report in the Telegraph?
[00:21:43.185 --> 00:21:49.369]  They were talking about people not being able to withdraw cash, no access to bank accounts if the single currency collapsed.
[00:21:49.849 --> 00:21:54.713]  We also had the top US military commander, General Martin Dempsey, back in December.
[00:21:55.473 --> 00:22:06.979]  Uh, saying he was concerned that the United States could be exposed to the collapse of the Eurozone as well, quote, because of the potential for civil unrest and breakup of the Union.
[00:22:07.580 --> 00:22:12.142]  And this is all coming to, uh, coming to the fore once again in recent days.
[00:22:12.442 --> 00:22:20.567]  So basically because these Eurocrats are desperate to cling on to their pet project, which is the Euro single currency, which of course was hatched
[00:22:20.987 --> 00:22:39.243]  By the Bilderberg Group, which itself created the EU back in 1955, decades before it was officially proposed in the Maastricht Treaty, because they would rather see chaos and bloodshed on the streets of Europe than allow this kind of orderly collapse of the Eurozone.
[00:22:39.723 --> 00:22:46.309]  They're only creating the toxic environment for a more disorderly collapse at some later date.
[00:22:46.909 --> 00:22:58.646]  And just another fantastic stirring speech by Nigel Farage of UKIP, who is one of the very few MEPs taking on the authoritarian, dictatorial European Union.
[00:23:00.208 --> 00:23:03.633]  Scientific ghost city to test future technology!
[00:23:04.974 --> 00:23:06.295]  This is out of Yahoo News.
[00:23:06.315 --> 00:23:13.142]  The world's first $1 billion scientific ghost city will be built in New Mexico to test the latest next-generation technology.
[00:23:13.562 --> 00:23:25.593]  Researchers will use the facility at Ley County near Hobbs to look at everything from intelligent traffic systems and next-generation wireless networks to automatic washing machines and self-flushing toilets.
[00:23:25.633 --> 00:23:26.714]  How very convenient!
[00:23:27.455 --> 00:23:34.618]  No one will live there, although there could be, there are going to be houses with all the necessities like appliances and plumbing.
[00:23:35.198 --> 00:23:45.543]  So basically they're building this huge $1 billion clandestine city where the appliances and infrastructure will be tested behind closed doors.
[00:23:46.383 --> 00:23:55.446]  Of course, this is the place where the Internet of Things hailed by CIA Chief David Petraeus as the, you know, great dawn of surveillance.
[00:23:55.506 --> 00:24:00.527]  This is where all these little appliances for clandestine statecraft are going to be tested.
[00:24:00.927 --> 00:24:03.388]  This is where the IntelliStreet light poles
[00:24:03.928 --> 00:24:13.719]  That also have Homeland Security applications going to be honed to spy on your conversations as they bragged they could as you walk down the street.
[00:24:14.200 --> 00:24:24.151]  So basically it's all about beta testing Big Brother in this $1 billion secret ghost scientific city.
[00:24:25.819 --> 00:24:28.160]  Next story on InfoWars Nightly News.
[00:24:28.280 --> 00:24:30.902]  Soylent Pepsi is people.
[00:24:31.502 --> 00:24:33.363]  It's considered business as usual.
[00:24:33.403 --> 00:24:40.007]  The Obama administration has ruled there is nothing wrong with using aborted human fetus tissue to flavour Pepsi.
[00:24:40.567 --> 00:24:53.675]  Dead babies for profit were also recently discovered by customs officials in China, where corrupt medical staff are said to be tipping off medical companies when babies are aborted or delivered stillborn, according to the Daily Mail.
[00:24:54.884 --> 00:24:59.047]  So, I mean, did we really need another reason not to drink Pepsi?
[00:25:00.389 --> 00:25:14.700]  I mean, why on earth is anyone with half a brain still drinking Pepsi or any kind of soda when it's laden with aspartame, which we know from the studies done on rats, has the carcinogens which increase the risk of cancer?
[00:25:15.140 --> 00:25:23.988]  So, you know, if you're still drinking Pepsi in the knowledge that it contains human baby tissue, then I'm sorry, but you deserve everything that aspartame has to offer.
[00:25:24.908 --> 00:25:29.350]  Remember the story a few weeks ago, the woman who died from drinking soda.
[00:25:30.110 --> 00:25:32.011]  Ten litres of coke a day.
[00:25:32.651 --> 00:25:36.572]  So I guess this is just like the zombie equivalent of brains to some people.
[00:25:36.612 --> 00:25:38.873]  I mean, they have to guzzle the aspartame.
[00:25:38.893 --> 00:25:40.114]  It's very nutritious for them.
[00:25:40.794 --> 00:25:45.297]  So, you know, if you're stupid enough to play in traffic, then you deserve to get run down.
[00:25:46.377 --> 00:25:56.984]  The information is freely available, that not only is soda and Pepsi and Coke laden with this carcinogen, but now it also contains the nutritious aborted baby tissue.
[00:25:57.584 --> 00:25:58.205]  Yum yum.
[00:25:59.505 --> 00:26:00.166]  Glug away.
[00:26:01.772 --> 00:26:10.339]  So now we're going to go on to our quote of the day on Infowars Nightly News from 17th century French political historian Alex de Tocqueville.
[00:26:11.360 --> 00:26:18.206]  And he said this, quote, Democracy and socialism have nothing in common but one word, equality.
[00:26:18.506 --> 00:26:19.527]  But notice the difference.
[00:26:19.607 --> 00:26:25.972]  While democracy seeks equality and liberty, socialism seeks equality in restraint and servitude.
[00:26:26.957 --> 00:26:30.800]  But you know, apparently with Obama and Biden, we're going forward.
[00:26:30.840 --> 00:26:33.561]  We're going forward into a brave new Marxist world.
[00:26:34.222 --> 00:26:46.590]  And if you don't like the brand of socialism that they've got to offer, then we've got another four years of Trotskyite neoconservatives as the alternative.
[00:26:47.030 --> 00:26:49.352]  What a choice that is, ladies and gentlemen.
[00:26:49.392 --> 00:26:52.354]  So, you know, forward together with Obama and Biden.
[00:26:53.902 --> 00:26:57.944]  That's going to wrap it up for this edition of InfoWars Nightly News.
[00:26:58.004 --> 00:27:01.945]  I would again urge you to subscribe at PrisonPlanet.tv.
[00:27:02.665 --> 00:27:11.609]  If you're watching this on YouTube, of course, PrisonPlanet.tv is where InfoWars Nightly News is streamed live, along with all the other exclusive multimedia content.
[00:27:12.069 --> 00:27:13.429]  So that's going to wrap it up for today.
[00:27:13.469 --> 00:27:17.951]  I've been your host, Paul Joseph Watson, and we'll see you on the next edition of InfoWars Nightly News.
[00:27:21.824 --> 00:27:25.046]  Have you been to InfoWarsShop.com lately?
[00:27:25.526 --> 00:27:30.068]  Express your inner patriot with these brand new InfoWars t-shirts.
[00:27:30.628 --> 00:27:33.389]  Say it loud with the InfoWars Bullhorn shirt.
