[00:00:04.974 --> 00:00:05.155]  Oh, yeah.
[00:07:25.342 --> 00:07:36.455]  Aaron Dykes here for InfoWars.com in Bavaria, Germany, where in Ingolstadt, in 1776, Professor Adam Weishaupt founded the Illuminati, right here at this university.
[00:07:37.016 --> 00:07:41.141]  And we are, as a people, opposed to secret societies, to secret oaths.
[00:07:42.051 --> 00:07:46.515]  I would like to show the historic background of the original Illuminati.
[00:07:58.786 --> 00:08:11.097]  It was here in Ingolstadt 1776 when Adam Weishaupt founded the original Bavarian Illuminati, a secret order he founded here around the University of Ingolstadt.
[00:08:11.537 --> 00:08:16.181]  And in the beginning it was a pure opposition against the powerful Jesuits.
[00:08:16.221 --> 00:08:21.626]  They had a very strong, a very important role here at the Ingolstadt University.
[00:08:22.346 --> 00:08:27.009]  Of course, they were trying to keep the power for the church.
[00:08:27.069 --> 00:08:30.412]  They were trying to avoid the modern science.
[00:08:30.512 --> 00:08:34.514]  They didn't allow the modern science to be taught at Ingolstadt University.
[00:08:34.534 --> 00:08:38.877]  The original documents of the Illuminati are preserved at the State Museum.
[00:08:38.897 --> 00:08:40.498]  Oh, look.
[00:08:40.598 --> 00:08:44.441]  Er hat Totenmaske von Johann Adam Weiss.
[00:08:44.501 --> 00:08:45.481]  It's the death mask.
[00:08:46.917 --> 00:08:53.985]  Adam Weishaupt's role in forming the Illuminati inside the city of Ingolstadt in Bavaria, Germany cannot be disputed.
[00:08:54.145 --> 00:08:57.329]  We're overlooking a model of the old city of Ingolstadt.
[00:08:57.409 --> 00:09:02.014]  Professor Adam Weishaupt wanted to use this secret society to overthrow existing religions.
[00:09:03.235 --> 00:09:06.257]  And all existing governments, especially monarchies.
[00:09:06.877 --> 00:09:22.904]  Instead, he wanted the learned men of universities using the pagan values of the old system passed down from societies like Egypt and Babylon to rule the world instead of the oppressive religious regimes and the oppressive monarchies that were in existence in Europe at the time.
[00:09:23.004 --> 00:09:29.648]  It was not through armies and force and numbers that Adam Weishaupt hoped to take over the existing governments and change them.
[00:09:30.149 --> 00:09:37.553]  Instead, he used his Illuminati secret society to infiltrate the existing structures of government and take them over from within.
[00:09:37.934 --> 00:09:44.278]  His attempt to create a new world order by deception and overthrow all existing governments and religions.
[00:09:44.898 --> 00:09:57.469]  Behind the scenes, powerful people like Mayor Amshel Rothschild were involved in founding the Bavarian Illuminati, while important titled and lettered men composed its membership.
[00:09:58.189 --> 00:10:02.353]  It claimed to work in secret only because it couldn't work out in the open.
[00:10:02.713 --> 00:10:11.060]  The Bavarian Illuminati used Freemasonry and other competing secret society lodges as an engine to conceal its inner membership.
[00:10:11.540 --> 00:10:14.863]  And project its agenda into already powerful circles.
[00:10:15.763 --> 00:10:24.550]  Degrees of the Illuminati structure were adopted into many Masonic traditions, creating an effective venue for recruitment and control.
[00:10:25.291 --> 00:10:32.416]  Weishaupt himself took over key lodges in neighboring Munich and other parts of Bavaria, making the Lodge St.
[00:10:32.476 --> 00:10:35.579]  Theodore the de facto headquarters of the Illuminati.
[00:10:36.279 --> 00:10:40.983]  From that point, membership swelled and the group's allies spread across Europe.
[00:10:41.623 --> 00:10:48.569]  I'm standing in the old city of Munich, not far from where Adam Weishaupt's headquarters for the Illuminati was found.
[00:10:48.609 --> 00:10:52.352]  It was the Lodge Theodore, also known as the Lodge St.
[00:10:52.432 --> 00:10:54.593]  Theodore, out on Bonn Council.
[00:10:54.773 --> 00:10:59.397]  Now that lodge is nowhere to be found on the internet, although we know it's here somewhere in the old city.
[00:10:59.437 --> 00:11:01.619]  A lot of that old city was destroyed in World War II.
[00:11:02.239 --> 00:11:10.807]  But very suggestive is the church behind me that bears the all-seeing eye atop of it, the blazing emblem of the all-seeing eye with the triangle.
[00:11:10.947 --> 00:11:15.031]  By 1784, the Bavarian Illuminati had officially been exposed.
[00:11:15.412 --> 00:11:24.280]  The member list and the agenda had been found on a messenger killed when he was struck by lightning and the monarchs in Bavaria had the list and shared it with other monarchs.
[00:11:24.580 --> 00:11:31.568]  The ruler of Bavaria, Karl Theodor, outlawed the secret society, banished Adam Weishaupt, and the other leaders scattered.
[00:11:32.189 --> 00:11:40.679]  Weishaupt himself avoided persecution under the protection to the end of his life by fellow Illuminist Duke Ernst of Saxe-Coburg-Gotha.
[00:11:41.019 --> 00:11:51.905]  Second in command to the Illuminati, Adolf Freiherr von Carnegie ostensibly disbanded the group known internally as those whose name had been cursed by posterity.
[00:11:52.205 --> 00:11:58.329]  The Illuminati was officially over in 1785, and Carnegie stepped down from his position.
[00:11:58.709 --> 00:12:10.881]  However, historians have conclusively found that Von Knigge simply revived the Illuminati under the guise of numerous reading societies as Weishaupt had originally instructed.
[00:12:11.121 --> 00:12:16.566]  Weishaupt told his initiates, quote, "...conceal the very fact of our existence from the profane.
[00:12:16.847 --> 00:12:22.112]  If they discover us, conceal our real objective by profession of benevolence."
[00:12:22.592 --> 00:12:32.677]  If our real objective is perceived, pretend to disband and relinquish the whole thing, but assume another name and put forward new agents.
[00:12:33.317 --> 00:12:35.538]  This plan was carried out with precision.
[00:12:35.859 --> 00:12:50.926]  Top brass of the Illuminati, Von Knigge and Johann Joachim Christoph Bode, re-established the revolutionary organization under the guise of publishing houses that pushed for the printing of controversial Enlightenment literature.
[00:12:51.226 --> 00:13:01.538]  While operating behind the scenes via a clandestine inner circle that directed the agenda, these reading societies and publishing houses popped up across Europe and America.
[00:13:01.918 --> 00:13:06.603]  The German Union Publishing House operated on the Illuminati's home turf.
[00:13:07.304 --> 00:13:12.907]  While the Cirque du Soleil, based in Paris, played a critical role in the French Revolution.
[00:13:13.507 --> 00:13:19.470]  Their work in France was to be the beginning of a global revolution to take over the entire world.
[00:13:19.890 --> 00:13:24.072]  The original Bavarian Illuminati went underground and faded from existence.
[00:13:24.752 --> 00:13:27.474]  But the true legacy of the Illuminati continues.
[00:13:28.074 --> 00:13:31.476]  It was the embodiment of a working model for secret government.
[00:13:32.136 --> 00:13:39.965]  Cleverly concealed within existing institutions and perpetuated by the lure of its secret mysteries and ambitious aims.
[00:13:40.205 --> 00:13:47.052]  But those occultic religious trappings were just a mask for the real model of infiltration and domination.
[00:13:47.853 --> 00:13:52.617]  The real Illuminati continued in other secret groups, working under other names.
[00:13:53.297 --> 00:14:03.505]  At their core, they were nothing more than private intelligence agencies, who carried out their agenda through the positions of power held by their elite membership, bonded.
[00:14:05.806 --> 00:14:15.594]  Isn't it amazing how if you even mention the Illuminati, people call you a conspiracy theorist, and yet, there it is, the all-seeing eye, embedded everywhere, in everything, all the time, it's all around us.
[00:14:15.614 --> 00:14:17.255]  It's pretty interesting stuff.
[00:14:18.052 --> 00:14:26.154]  We now take you to David Ortiz, who's going to talk a little bit about the real unemployment numbers, and how politicians even have started hoarding gold.
[00:14:28.315 --> 00:14:29.055]  Thank you, Melissa.
[00:14:29.195 --> 00:14:32.256]  Reporting for InfoWars Nightly News, I'm David Ortiz.
[00:14:32.816 --> 00:14:36.638]  The unemployment numbers have dropped, but is the labor market really getting better?
[00:14:37.138 --> 00:14:37.878]  Recently, the U.S.
[00:14:37.898 --> 00:14:45.220]  Department of Labor announced that an estimated 96,000 jobs were created in the month of August, and that the unemployment rate dropped from 8.3% to 8.1%.
[00:14:48.482 --> 00:14:53.843]  While this news might come as good news for Obama supporters, it is important to note that the U.S.
[00:14:53.903 --> 00:15:03.325]  economy must create at least 130,000 jobs per month just to keep up with the number of new people who enter the job market each month.
[00:15:04.025 --> 00:15:08.166]  The unemployment numbers also dropped simply because an estimated 368,000 Americans quit looking for work.
[00:15:11.287 --> 00:15:12.048]  You see, the U.S.
[00:15:12.108 --> 00:15:20.538]  government does not consider you unemployed unless you receive unemployment benefits and tell them that you are continuously looking for work.
[00:15:21.059 --> 00:15:24.723]  Had these pool of people done that, this month's unemployment rate would have been 8.4%.
[00:15:28.032 --> 00:15:38.318]  According to numerous economists, if you were to also count the number of Americans that are out of work, along with those that are working part-time, the number of unemployed Americans would be at least 15%.
[00:15:39.579 --> 00:15:51.886]  So obviously the economy is in grave condition, as Bernanke has said, and Obama supporters trying to encourage people that things are okay and that it's all in your imagination is just a flat-out lie.
[00:15:52.828 --> 00:16:03.132]  These poor labor stats also come on the heels of recent news that show job creation numbers for July and August had to be slashed by 20,000 for each of those months.
[00:16:03.433 --> 00:16:05.593]  At least 20,000 for each of those months.
[00:16:06.334 --> 00:16:14.517]  And while President Barack Obama is continuing to tout his economic record and tell the public that things are just dandy and fine, what are leaders in other countries doing?
[00:16:15.057 --> 00:16:16.998]  Well, simply investing in gold.
[00:16:17.538 --> 00:16:20.800]  Several media outlets report that Russian President Vladimir Putin
[00:16:21.620 --> 00:16:30.462]  He's diversifying his country's assets out of dollars and euros and purchasing an estimated half a billion dollars worth of gold each month.
[00:16:31.062 --> 00:16:32.423]  That's half a billion dollars.
[00:16:33.083 --> 00:16:38.144]  Currently, 9% of Russia's reserves are held in gold, but that number is certain to increase.
[00:16:38.924 --> 00:16:41.305]  And Russia isn't the only country stockpiling gold.
[00:16:41.385 --> 00:16:49.407]  So is India and China, who recently purchased more gold than the entire holdings of the European Central Bank.
[00:16:50.519 --> 00:16:59.827]  Here in the United States, gold is selling at over $1,700 an ounce, which is an increase of over $100 an ounce over the past few weeks.
[00:17:00.528 --> 00:17:04.391]  So regardless of what these economic projections tell you, the U.S.
[00:17:04.451 --> 00:17:08.654]  economy is in free fall, and things are sadly in bad shape.
[00:17:08.975 --> 00:17:10.396]  And follow what our leaders do.
[00:17:10.456 --> 00:17:11.677]  They're purchasing gold.
[00:17:12.446 --> 00:17:16.770]  Despite the fact that they continue to tell you to invest in Wall Street, and if you don't, you're naive.
[00:17:17.491 --> 00:17:21.595]  Let's talk a little bit about freedom here, from a man who created many jobs.
[00:17:22.176 --> 00:17:26.540]  He certainly was flawed, as we all are, but he did create jobs.
[00:17:26.620 --> 00:17:31.045]  Ronald Reagan said, freedom is never more than one generation away from extinction.
[00:17:32.054 --> 00:17:34.337]  We didn't pass it to our children in the bloodstream.
[00:17:34.837 --> 00:17:39.763]  It must be fought for, protected, and handed on for them to do the same.
[00:17:40.463 --> 00:17:45.429]  So we must continue fighting for freedom, and that also includes economic freedom.
[00:17:46.009 --> 00:17:51.836]  And now for more news, here is Jakari Jackson, who's going to talk to you a little bit about the corporate whore media.
[00:17:54.662 --> 00:17:55.243]  Thanks, David.
[00:17:55.643 --> 00:17:57.265]  Corporate whore media indeed.
[00:17:57.646 --> 00:18:00.750]  Prestitutes abound on the major networks, but not this young lady.
[00:18:01.070 --> 00:18:03.934]  This is Jakari Jackson reporting for the Info Wars Nightly News.
[00:18:04.274 --> 00:18:09.581]  Headline, former reporter Amber Lyon exposes massive censorship at CNN.
[00:18:09.661 --> 00:18:12.024]  I'll give you a chance to let the shock sink in here.
[00:18:12.765 --> 00:18:15.387]  Now, let's give you a little background on this Amber Lyon story.
[00:18:15.787 --> 00:18:17.569]  She's a reporter for CNN, obviously.
[00:18:17.949 --> 00:18:24.194]  She goes over to Buran to report on the protesters being abused and sometimes killed over there.
[00:18:24.614 --> 00:18:31.520]  So she gets to Buran, she finds out all of her sources have either disappeared or gone missing, gone into hiding.
[00:18:31.880 --> 00:18:35.703]  So she gets there, she works the best she can, but she can't really get the story together.
[00:18:36.023 --> 00:18:42.328]  She does manage to contact a few protesters, but she's eventually, you know, I guess you would say black-bagged and disappeared.
[00:18:42.748 --> 00:18:43.629]  By the military.
[00:18:44.049 --> 00:18:50.612]  But they say it's all well and good because they'll take her around and they take her to some real trendy places like malls and such to get footage.
[00:18:51.012 --> 00:18:53.593]  But she still managed to get, you know, a decent report.
[00:18:54.074 --> 00:18:56.435]  So she puts her report up on CNN.
[00:18:56.915 --> 00:19:00.137]  This documentary that she was making is a one hour, $100,000 documentary.
[00:19:00.157 --> 00:19:01.257]  It airs on CNN one time.
[00:19:05.579 --> 00:19:12.065]  It never airs on the CNN International Channel, just airs on regular old CNN we get here in the States one time.
[00:19:12.365 --> 00:19:13.706]  And why would they do such a thing?
[00:19:13.766 --> 00:19:15.368]  Let's find out in the article.
[00:19:16.148 --> 00:19:22.494]  The Amberline story is just the latest in a series of articles that expose the total Joseph Goebbels-like censorship
[00:19:22.834 --> 00:19:47.654]  Rampant in the mainstream media today now the article goes on to point out censorship such as the New York Times basically regurgitating whatever they're told by Big Brother and also an NPR reporter walking out because of all the lies and fabrications and You know there's a lot of that going on, but thank you big corporate media because you're driving more people to you know organizations such as Infowars.com and speaking of CNN
[00:19:49.039 --> 00:19:54.762]  Back in March, I believe it was, our very own Paul Joseph Watson did a story about Syrian Danny.
[00:19:54.782 --> 00:19:56.123]  Some of you guys may remember this guy.
[00:19:56.563 --> 00:20:03.426]  He's, you know, obviously CNN's correspondent over there in Syria, and he's supposed to be their hard-time war correspondent.
[00:20:03.466 --> 00:20:05.087]  Ooh, I'm in a battle zone kind of guy.
[00:20:05.467 --> 00:20:10.150]  But you'll see in this clip that we're about to show you, he's basically fabricating a war zone.
[00:20:10.190 --> 00:20:15.532]  He has some of his friends over on the side popping firecrackers or whatever they're doing, trying to simulate a war zone.
[00:20:15.752 --> 00:20:16.893]  So let's take a look at that now.
[00:20:17.799 --> 00:20:18.780]  Look at the camera.
[00:20:19.100 --> 00:20:20.341]  Hit it.
[00:20:20.501 --> 00:20:28.708]  No, no, hit it.
[00:20:33.945 --> 00:20:36.548]  Okay, so we see there freedom in the press.
[00:20:37.088 --> 00:20:40.832]  Indeed, I guess freedom of the press also includes the freedom to make up the news.
[00:20:41.132 --> 00:20:48.520]  You see the guy hopping out the coffin like the thriller and a bunch of other shenanigans, but hey, I guess that's how they like to do at CNN.
[00:20:48.940 --> 00:20:51.583]  Now we'll go now here to a quote from Amber Lyon.
[00:20:51.663 --> 00:20:54.746]  It's not the quote of the day, but as far as I'm concerned, it's just as good.
[00:20:55.507 --> 00:21:06.250]  I saw firsthand that these regime claims were lies, and I couldn't believe CNN was making me put what I knew to be government lies into my reporting, quote, Amberlynn.
[00:21:06.670 --> 00:21:15.552]  So there you go, Amberlynn herself, CNN reporter, not a troll, not a plant, somebody who actually worked at CNN, saying, hey, there's, you know, something going on here.
[00:21:15.612 --> 00:21:16.592]  Let's continue with the article.
[00:21:18.075 --> 00:21:28.900]  In the segment, Lyon interviewed activists as they explicitly described their torture at the hands of the government forces, while family members recounted their relatives' abrupt disappearances.
[00:21:29.400 --> 00:21:33.662]  She spoke with government officials justifying the imprisonment of activists.
[00:21:34.203 --> 00:21:34.383]  Ms.
[00:21:34.423 --> 00:21:38.024]  Lyon actually spoke with somebody who justified her imprisonment, Ms.
[00:21:38.044 --> 00:21:38.965]  Lyon's imprisonment.
[00:21:39.665 --> 00:21:39.825]  Ms.
[00:21:39.885 --> 00:21:40.065]  Lyon
[00:22:00.043 --> 00:22:05.947]  But they erased all the footage that they had on them at the time, but the government says, hey, it's no big deal.
[00:22:05.967 --> 00:22:07.168]  You don't need that real footage.
[00:22:07.508 --> 00:22:15.013]  We'll take you out tomorrow and we'll take you to the mall and wherever else so you can shoot, you know, picnics and all this stuff and not show anything that's real.
[00:22:15.353 --> 00:22:20.316]  So, you know, hey, that's Big Brother at its finest and they'll take care of you over there, Barron.
[00:22:20.336 --> 00:22:21.697]  Let's continue with the article.
[00:22:22.759 --> 00:22:31.544]  And the segment featured harrowing video footage of regime forces shooting unarmed demonstrators, along with the massive arrests of peaceful protesters.
[00:22:32.065 --> 00:22:42.471]  In sum, the early 2011 CNN segment on Tehran presented one of the starkest reports to date of the brutal repression embraced by the U.S.-backed regime.
[00:22:43.051 --> 00:22:44.232]  The U.S.-backed regime.
[00:22:44.632 --> 00:22:51.534]  I guarantee you if this wasn't U.S.-backed, somebody from CNN would still be over there reporting what's really going on today.
[00:22:52.054 --> 00:22:56.456]  So we salute you, Amber Lyon, here from the InfoWars crew.
[00:22:56.716 --> 00:23:00.297]  You are not a prostitute, like many other people at CNN.
[00:23:00.597 --> 00:23:04.118]  So we salute you, and we hope to see more from you in the very near future.
[00:23:04.439 --> 00:23:05.139]  God bless you.
[00:23:06.019 --> 00:23:11.623]  And if you'd like to see more about Amber Lyon and her trials and tribulations, you can check out this report from The Guardian.
[00:23:12.104 --> 00:23:18.368]  Why didn't CNN's International Arm air its own documentary about Buran's Arab Spring repression?
[00:23:18.668 --> 00:23:20.370]  That's a very good question, Mr. Greenwald.
[00:23:20.690 --> 00:23:22.811]  And if you'd like to know more, check out The Guardian.
[00:23:23.051 --> 00:23:23.372]  All right?
[00:23:23.952 --> 00:23:24.352]  Next story.
[00:23:25.450 --> 00:23:26.130]  Bombshell!
[00:23:26.971 --> 00:23:31.633]  18 people died of the flu, not 36,000 as claimed by the CDC.
[00:23:31.993 --> 00:23:43.419]  Now this is a very interesting story to me, because it wasn't that long ago, probably about a month or so ago, I reported on the cookbook numbers of the swine flu and bird flu epidemics, if you can call it an epidemic.
[00:23:43.819 --> 00:23:48.382]  But now it seems that even less people are affected by the flu than I originally thought.
[00:23:48.402 --> 00:23:49.742]  So hey, we learned stuff here too.
[00:23:49.762 --> 00:23:50.963]  Let's take a look at the article.
[00:23:51.650 --> 00:24:01.075]  The flu season is approaching, and of course we will see the Centers for Disease Control urge all parents to act like good little robots and have their whole family jab with flu shots.
[00:24:01.575 --> 00:24:04.436]  So there you go, you get ready, they're going to push it at the schools.
[00:24:04.477 --> 00:24:10.640]  If you want to go to school, if you want to play on the basketball team, or whatever else, you're going to have to have this flu shot.
[00:24:10.700 --> 00:24:12.581]  That is a lie, you do have waivers.
[00:24:12.961 --> 00:24:14.782]  So make sure parents look into that.
[00:24:15.462 --> 00:24:21.486]  And even if you really are concerned, if you're on the fence, you don't know whether or not to get your kids vaccinated or not, read the inserts.
[00:24:21.546 --> 00:24:28.891]  Read up on, you know, what this H1N1 or whatever they're trying to push now will do to your child, what it will do to you.
[00:24:29.471 --> 00:24:33.314]  So read up on it, be educated, and make an informed decision as a parent.
[00:24:33.554 --> 00:24:34.075]  We'll continue.
[00:24:34.835 --> 00:24:41.060]  Now, Peter Doshi, a graduate from MIT, he studied anthropology and science, and this is what he found in his study.
[00:24:41.861 --> 00:24:53.290]  Influenza and pneumonia took about 62,000 lives in 2001, 257 the flu, and in only 18 cases was the flu virus positively identified.
[00:24:53.711 --> 00:25:00.937]  So there's a lot of speculation about flu, and Mr. Doshi found that only 18 cases could you positively pin it down to the flu.
[00:25:01.217 --> 00:25:01.717]  We'll continue.
[00:25:02.478 --> 00:25:10.260]  Doshi goes on to mention a 2004 flu vaccine summit held by the CDC and American Medical Association.
[00:25:10.800 --> 00:25:17.882]  One of the important speakers at this conference, Glenn Nowak, lectured about generating interest and demand for the flu vaccine.
[00:25:18.282 --> 00:25:20.323]  A very interesting tidbit about Mr. Nowak.
[00:25:20.703 --> 00:25:23.944]  Among other degrees, he also has a degree in advertising.
[00:25:24.304 --> 00:25:26.145]  So he's putting it to good use here.
[00:25:26.185 --> 00:25:27.305]  We'll continue in the article.
[00:25:27.905 --> 00:25:38.632]  NOAC said this demand occurs when medical experts and public health authorities state concern and alarm and predict dire outcomes and urge influenza vaccinations.
[00:25:38.972 --> 00:25:51.280]  There should be continued reports that influenza is causing severe illness and or affecting lots of people, helping foster the perception that many people are susceptible to the bad cases of influenza.
[00:25:52.140 --> 00:25:58.785]  So there you go, a marketing guy pushing his product on you, his product being the flu vaccination.
[00:25:59.614 --> 00:26:02.775]  Wow, CDC, you guys have been busy little bees.
[00:26:03.475 --> 00:26:16.560]  On a side note, well, I guess it's not really a side note because it also concerns the CDC, Mike Adams did a report this past weekend where he talked about how the CDC is trying to prepare people, of all things, a zombie invasion or attack or whatever you call it.
[00:26:16.580 --> 00:26:17.300]  This is not a joke.
[00:26:17.540 --> 00:26:20.281]  This is a very real report that Mike Adams did this past weekend.
[00:26:20.741 --> 00:26:22.362]  Now, to their credit,
[00:26:22.702 --> 00:26:29.187]  The CDC did have a decent job of trying to prepare people for, you know, this supposed zombie attack.
[00:26:29.508 --> 00:26:34.572]  They say, hey, stock up on batteries and food and water and clean clothes and all this stuff.
[00:26:34.972 --> 00:26:43.078]  But the big oversight that Mike Adams points out is they don't give you any tips on how to prepare yourself as far as protection-wise.
[00:26:43.439 --> 00:26:51.145]  Now, if you read the article, Mike Adams says his preferred method of protection is a Borrelli 12-gauge shotgun, which, hey, that works for me as well.
[00:26:51.705 --> 00:26:53.446]  But hey, a shotgun may not be for you.
[00:26:53.786 --> 00:26:56.048]  I'm not one of those people telling you to go out and buy guns.
[00:26:56.428 --> 00:26:59.330]  If you're afraid you're going to shoot yourself or somebody else, don't go buy a gun.
[00:26:59.710 --> 00:27:02.392]  Don't go buy a gun because your neighbor got their house broken into.
[00:27:02.812 --> 00:27:05.834]  What's going to happen is the pizza man is going to knock on the wrong door and you're going to shoot him in the face.
[00:27:06.194 --> 00:27:06.854]  So don't do that.
[00:27:07.175 --> 00:27:08.495]  But have something to protect yourself.
[00:27:08.535 --> 00:27:11.497]  Don't wait for the National Guard or somebody to come rescue you.
[00:27:11.917 --> 00:27:14.859]  Protection for you may be a baseball bat, it may be a can of mace.
[00:27:14.939 --> 00:27:16.640]  A can of mace isn't going to stop a zombie.
[00:27:16.660 --> 00:27:19.082]  It could be a strategically placed butcher knife.
[00:27:19.602 --> 00:27:24.544]  Whatever works for you, go get that, and I'm ranting and rambling, and we have to go to break.
[00:27:24.984 --> 00:27:32.886]  So we'll go to break, and we'll come back with Melissa Melton and her interview with Lorraine Skenazy, editor of FreakRangeKids.com.
[00:27:33.306 --> 00:27:36.347]  And stop by PrisonPlanet.tv, get yourself a membership.
[00:27:36.667 --> 00:27:38.588]  Or stop by the InfoWarsShop.com.
[00:27:39.872 --> 00:27:40.913]  Plenty of great products.
[00:27:40.953 --> 00:27:42.834]  We have books, DVDs, hats.
