[00:00:00.009 --> 00:00:00.094]  Yeah.
[00:13:38.439 --> 00:13:40.960]  Is a very modern step to take, the French say.
[00:13:41.000 --> 00:13:42.941]  Yes, see again, nationalization.
[00:13:43.221 --> 00:13:46.822]  But that means by private interest that control the nationalization.
[00:13:46.842 --> 00:13:50.663]  It's even worse than kind of a de Gaulle style nationalization.
[00:13:51.823 --> 00:13:52.884]  All right, continuing here.
[00:13:52.984 --> 00:13:55.865]  Congress looks at doing away with the $1 bill.
[00:13:56.405 --> 00:14:02.387]  American consumers have shown about as much appetite for the $1 coin as kids do their spinach.
[00:14:03.595 --> 00:14:04.779]  You're like children, see?
[00:14:04.939 --> 00:14:06.244]  Oh, you know, you don't know best.
[00:14:06.685 --> 00:14:08.571]  They may not know what's best for them either.
[00:14:08.872 --> 00:14:08.973]  Oh!
[00:14:10.623 --> 00:14:11.904]  It's always the condescension.
[00:14:12.465 --> 00:14:16.669]  Because the people that write and work for the system, they're all on these power trips.
[00:14:16.729 --> 00:14:17.990]  I've met hundreds of them.
[00:14:18.170 --> 00:14:21.353]  It's all part of, you know, they know everybody's being lied to.
[00:14:21.373 --> 00:14:22.414]  They know things are corrupt.
[00:14:22.894 --> 00:14:27.338]  But they think they're winners just going along with it and playing games with it.
[00:14:27.879 --> 00:14:35.005]  Congressional auditors say doing away with the dollar bills entirely, replacing them with dollar coins, could save taxpayers $4.4 billion over the next 30 years.
[00:14:35.066 --> 00:14:35.246]  Oh, yes.
[00:14:37.779 --> 00:14:38.739]  So that is some of the news.
[00:14:38.759 --> 00:14:40.380]  We've got some good news at least on the surface.
[00:14:40.400 --> 00:14:43.261]  U-Turn Senate moves to eliminate indefinite detention provision of the NDAA.
[00:15:04.535 --> 00:15:08.961]  Also, FAA drone operators have zero privacy obligations.
[00:15:09.061 --> 00:15:15.188]  Agency is now going to use drones to grab your wireless communications and your data and mark your homes and track you.
[00:15:15.208 --> 00:15:16.250]  Well, of course, it's Skynet.
[00:15:18.403 --> 00:15:20.625]  Also, we have headlines like this out of L.A.
[00:15:21.085 --> 00:15:22.006]  CBS News.
[00:15:22.466 --> 00:15:30.871]  City attorney tells San Bernardino residents to lock their doors, load their guns because of police downsizing.
[00:15:31.692 --> 00:15:33.993]  And the city is chastising him saying, don't say that.
[00:15:34.434 --> 00:15:37.996]  All over the country they're laying off police and then hiring code enforcers.
[00:15:39.297 --> 00:15:43.740]  Or making police kind of a metro model where part of the police are code enforcers.
[00:15:43.760 --> 00:15:46.081]  So you're dealing with a code enforcer with a badge and a gun.
[00:15:46.301 --> 00:15:46.722]  Look out.
[00:15:47.799 --> 00:15:48.960]  Because they write those codes.
[00:15:49.100 --> 00:15:51.782]  Any objectionable material, $2,000 a day fines.
[00:15:52.443 --> 00:15:54.644]  Well, now they're up to $5,000 in some municipalities.
[00:15:55.105 --> 00:15:58.167]  And a cop shows up with a gun, and you're like, well, it's two-inch grass.
[00:15:58.187 --> 00:16:00.088]  They're like, I find it objectionable.
[00:16:00.268 --> 00:16:01.309]  Hey, you can't have this garden.
[00:16:01.730 --> 00:16:03.991]  Well, the city says you can have gardens front or backyard.
[00:16:04.832 --> 00:16:06.873]  Sorry, you know, if you're in Deerfield, Michigan.
[00:16:07.634 --> 00:16:09.996]  Sorry, we say it's objectionable.
[00:16:10.316 --> 00:16:12.017]  This is the new tyranny, Agenda 21.
[00:16:13.578 --> 00:16:18.942]  That Rosa Corey's book, Behind the Green Mask, that we sell at Infowars.com, you know, breaks down.
[00:16:18.982 --> 00:16:26.867]  But all of that is coming up today, and I dovetail that with AutoZone employee fired after taking action against fake beard bandit.
[00:16:27.347 --> 00:16:28.368]  The fake beard bandit
[00:16:29.662 --> 00:16:35.563]  Had robbed dozens and dozens, what, more than 30 businesses on the peninsula.
[00:16:36.383 --> 00:16:38.164]  So the guy had a gun out threatening people.
[00:16:38.204 --> 00:16:43.085]  The guy went out the back door, got his gun, came in, stopped the guy, and he's in big trouble.
[00:16:43.745 --> 00:16:45.505]  In fact, they're talking about criminal charges now.
[00:16:46.246 --> 00:16:48.306]  Because you don't protect yourself.
[00:16:49.606 --> 00:16:50.947]  You don't protect yourself.
[00:16:50.987 --> 00:16:52.427]  You just go grovel in fear.
[00:16:53.347 --> 00:16:56.768]  So the city attorney is in trouble.
[00:16:58.674 --> 00:16:59.415]  For telling the truth.
[00:16:59.455 --> 00:17:01.796]  The police are in trouble all over the country for telling the truth.
[00:17:03.037 --> 00:17:04.538]  And saying you should arm yourself.
[00:17:04.578 --> 00:17:07.099]  The idea that government can and will protect you.
[00:17:07.160 --> 00:17:09.541]  Police have no liability to protect you because they can't.
[00:17:10.482 --> 00:17:22.269]  They're to respond under state and federal law, depending on which type they are, when a crime is committed to bring you before a grand jury.
[00:17:24.721 --> 00:17:28.463]  And then to bring you ultimately to go to trial before a jury, because we the people run things.
[00:17:29.143 --> 00:17:31.405]  They are to seek you out.
[00:17:32.905 --> 00:17:35.126]  They are not to enforce laws.
[00:17:35.887 --> 00:17:37.328]  They are peace officers.
[00:17:38.848 --> 00:17:44.972]  When they see the peace being broken, when they see bullies doing something, when they see somebody, they see a crime, they're to respond.
[00:17:45.734 --> 00:17:52.839]  But their main job is to take you to jail to then have a fair trial to go to prison or to not go to prison.
[00:17:53.299 --> 00:17:58.803]  They are to go out and get you alive preferably.
[00:17:58.843 --> 00:18:04.588]  But if it's violent crimes and you've been known to kill innocent people, then the court says dead or alive.
[00:18:04.908 --> 00:18:09.991]  This person has been shown to be violent and killing people dead or alive.
[00:18:10.252 --> 00:18:11.893]  But then you've got to be told by the court
[00:18:14.298 --> 00:18:15.839]  Dead or alive.
[00:18:15.879 --> 00:18:17.840]  You've got to be given a death warrant.
[00:18:18.201 --> 00:18:19.401]  Dead or alive.
[00:18:20.582 --> 00:18:28.988]  Instead now they have SWAT teams with a dead or alive precept under false law who say, well we think drugs might be involved so we're going to come in and kill anybody that...
[00:18:29.810 --> 00:18:32.672]  Doesn't put their hands up in one half second and maybe half asleep.
[00:18:33.012 --> 00:18:34.713]  You see, I happen to have studied common law.
[00:18:35.473 --> 00:18:40.256]  I happen to have studied not just the Declaration of Independence, Bill of Rights, Constitution, but the Magna Carta.
[00:18:40.316 --> 00:18:40.736]  I've read it.
[00:18:40.856 --> 00:18:41.476]  You should read it.
[00:18:41.916 --> 00:18:50.161]  See, I know the 800 plus years of our law that's based on even more ancient common sense law that's all been worked out down throughout the ages.
[00:18:50.461 --> 00:18:51.201]  I want that back.
[00:18:51.482 --> 00:18:52.722]  I want my due process back.
[00:18:54.363 --> 00:18:55.544]  I want it back right now.
[00:18:58.863 --> 00:19:01.386]  All right, continuing here, ladies and gentlemen.
[00:19:04.569 --> 00:19:18.102]  I have some news that the magnitude is so great, but plus it's something that I know, but then when I say it on air, it's so off the chart, I feel like a liar, even though I personally have gone and witnessed it.
[00:19:20.296 --> 00:19:28.260]  And I promise you this, my prime directive is to expose euthanasia against people in state custody who can walk.
[00:19:28.880 --> 00:19:31.861]  They are now killing people who can walk who are in state custody.
[00:19:32.301 --> 00:19:34.602]  They're now killing people who are mentally ill.
[00:19:36.203 --> 00:19:41.845]  And it's going on by the Eugenics Bioethics Guild, and it's finally in the news.
[00:19:42.306 --> 00:19:44.707]  So at the bottom of the hour, I'm going to do a special report on that.
[00:19:45.828 --> 00:19:47.731]  We're going to come back with more news in the next segment.
[00:19:47.751 --> 00:19:54.700]  I'll also give you a review from the boil-down of World War Z. It ties into the dehumanization program.
[00:19:54.740 --> 00:19:55.541]  It's all coming up.
[00:19:56.682 --> 00:19:57.984]  Massive broadcast today.
[00:19:58.024 --> 00:20:00.007]  Congresswoman Cynthia McKinney and more.
[00:20:00.828 --> 00:20:01.489]  Former Congresswoman.
[00:20:04.212 --> 00:20:09.013]  We have witnessed two terrible storms in the East, but we are still in the eye of the perfect storm.
[00:20:09.734 --> 00:20:12.454]  The most devastating economic condition since the Great Depression.
[00:20:12.894 --> 00:20:15.215]  America's worst drought in agricultural history.
[00:20:15.675 --> 00:20:18.176]  And now the economic results of the presidential election.
[00:20:18.616 --> 00:20:21.577]  This perfect storm is a huge threat to everyone's food supply.
[00:20:22.077 --> 00:20:26.642]  I just doubled down and got even more supplies from eFoodsDirect and I recommend you do the same.
[00:20:27.202 --> 00:20:29.304]  It's time to get your own supply from eFoodsDirect.
[00:20:29.825 --> 00:20:32.828]  I know I won't be standing in a bread line trading my freedom for food.
[00:20:33.409 --> 00:20:37.112]  I'm taking control of my future and you're nuts if you don't do the same.
[00:20:37.132 --> 00:20:40.696]  Go to eFoodsDirect.com forward slash Alex to find the specials.
[00:20:40.956 --> 00:20:44.539]  And you can start with a holiday gift pack that's normally $80, now under $50.
[00:20:45.299 --> 00:20:48.782]  Remember, I can warn you, but I can't feed you.
[00:20:49.142 --> 00:20:52.665]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[00:20:53.126 --> 00:20:56.228]  Would you rather prepare six months too early or one day too late?
[00:20:56.248 --> 00:21:00.711]  409-5633 or efoodsdirect.com forward slash Alex.
[00:21:02.873 --> 00:21:06.236]  This is a high Christmas priority for the survivalist on your gift list.
[00:21:07.557 --> 00:21:15.823]  For a very limited time, MyPatriotsupply.com is offering 30% off a special Christmas preparedness package, now through December 14th only.
[00:21:15.983 --> 00:21:35.016]  Stuff a stocking with a preparedness package that includes a 72-hour, 16-serving food kit, an emergency quick stove with four fuel disks, plus a five-pack of replacement fuel disks, two LifeStraw personal water filters, one magnesium fire starter, a four-pack of waterproof matches, and a $25 gift certificate to MyPatriotsupply.com.
[00:21:35.296 --> 00:21:38.259]  Regularly over $140, but now only $99.
[00:21:39.460 --> 00:21:45.425]  With free shipping to the lower 48, only from MyPatriotSupply.com and only through December 14th.
[00:21:45.626 --> 00:21:47.487]  Hurry to MyPatriotSupply.com or call 866-229-0927.
[00:21:47.547 --> 00:21:47.748]  That's 866-229-0927.
[00:21:47.768 --> 00:21:49.729]  Before it's time to survive, it's time to prepare.
[00:21:49.809 --> 00:21:51.431]  Merry Christmas from MyPatriotSupply.com.
[00:22:02.267 --> 00:22:05.368]  Being an armed citizen means having a gun with you all the time.
[00:22:06.088 --> 00:22:10.929]  Carrying a firearm every day requires a holster that is both concealable and comfortable.
[00:22:11.549 --> 00:22:20.651]  Whether you choose our Super Tuck Deluxe or Mini Tuck, you'll have the confidence that comes from being discreetly and comfortably armed, prepared to face unforeseen dangers.
[00:22:20.991 --> 00:22:27.472]  Crossbreed holsters are handmade in the USA, come with a lifetime warranty and a two-week try it free guarantee.
[00:22:28.132 --> 00:22:31.473]  Order your holster today at crossbreedholsters.com.
[00:22:31.773 --> 00:22:32.834]  Hi, this is Ted Anderson.
[00:22:33.014 --> 00:22:37.357]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:22:37.538 --> 00:22:43.202]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:22:43.302 --> 00:22:46.685]  Gold has outperformed paper investments, yet no word about IRAs.
[00:22:46.905 --> 00:22:49.507]  If you would like to have gold for your retirement, call 800-686-2237.
[00:22:49.607 --> 00:22:54.471]  Don't get left behind by rising inflation and low returns.
[00:22:54.611 --> 00:22:54.851]  Call 800-686-2237.
[00:22:54.911 --> 00:22:56.272]  Secure your future and call 1-800-686-2237.
[00:23:01.596 --> 00:23:06.598]  We all know that Berkey water purification systems are the most trusted name in water filtration.
[00:23:06.819 --> 00:23:15.943]  As an authorized Berkey dealer for over six years and serving thousands of satisfied customers, the Berkey guy offers amazing specials for Berkey water filtration systems.
[00:23:16.163 --> 00:23:30.210]  The Berkey light systems include a set of self-sterilizing and recleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and remove harmful chemicals such as herbicides and pesticides.
[00:23:30.490 --> 00:23:35.758]  Order the Berkey Light System today, complete with two black Berkey elements for only two hundred and thirty one dollars.
[00:23:35.918 --> 00:23:38.442]  And the Berkey Guy will ship your order free of charge.
[00:23:38.622 --> 00:23:45.472]  With the purchase of a Berkey Light, the Berkey Guy is also offering a set of fluoride and arsenic filters for only thirty nine ninety nine.
[00:23:45.612 --> 00:23:47.754]  That's over 30% off the retail price.
[00:23:47.974 --> 00:23:52.237]  Call the Berkey guy at 1-877-886-3653.
[00:23:52.277 --> 00:23:56.080]  That's 1-877-886-3653.
[00:23:56.620 --> 00:23:58.822]  Or order online at GoBerkey.com.
[00:23:58.942 --> 00:24:00.924]  That's GoBerkey.com today.
[00:24:05.567 --> 00:24:11.632]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:24:12.232 --> 00:24:15.215]  It's Alex Jones and the GCN Radio Network.
[00:24:17.660 --> 00:24:35.688]  Alright, coming up in the next segment, I am going to break down a in-depth report out of the Daily Mail that's in the British Medical Journal, and a bunch of other newspapers, but the Mail has the biggest, most in-depth article.
[00:24:36.328 --> 00:24:38.749]  Now sick babies go on death pathway.
