[00:00:05.589 --> 00:00:05.749]  I'm good.
[00:05:17.950 --> 00:05:32.870]  All right, shifting gears into more of the news, Kyle claimed that he met Ventura in a bar in Southern California in Coronado in 06 while Ventura was in town to speak to a new class of SEAL graduates at nearby Naval Amphibious Base Coronado, which he was not there to speak to them.
[00:05:33.851 --> 00:05:35.093]  Also present were family members
[00:05:35.737 --> 00:05:39.621]  Holding a wake for Michael Mansour, one of the first Navy SEALs killed in Iraq.
[00:05:40.041 --> 00:05:46.548]  Carl claims Ventura became loudly objective of the war in Iraq before calling troops murderers and saying we deserve to lose a few guys.
[00:05:46.908 --> 00:05:49.771]  Carl then claims he punched Ventura, knocking him to the floor and quickly ran away.
[00:05:51.010 --> 00:05:51.730]  Do you believe any of this?
[00:05:52.111 --> 00:05:55.152]  The Navy SEALS, owners of the bar, others checked this story.
[00:05:55.572 --> 00:05:58.274]  Did not happen, according to them, and Ventura has those witnesses.
[00:05:59.074 --> 00:06:10.100]  One of the former SEALS is Ventura's former instructor, the wildly respected Terry Mother Moy, the ex-SEAL who owns the bar where the incident is alleged to have occurred, is also backing Ventura.
[00:06:10.740 --> 00:06:21.825]  Ventura wasn't going to sue at first, but then he was, quote, ordered by his former superiors to do it, because they're tired of Navy SEALs cashing in with Hollywood and to sell books telling lies, according to them.
[00:06:22.625 --> 00:06:30.949]  So Kyle, boy, I warned you on the radio when we talked to you on the time when I was on the Open Anthony Show, you better watch your butt.
[00:06:31.449 --> 00:06:35.651]  And the publishers of this better watch your butt, because Ventura is coming after you.
[00:06:36.909 --> 00:06:38.594]  Okay, let's continue here.
[00:06:38.634 --> 00:06:40.740]  Shifting gears to the big controversy.
[00:06:40.780 --> 00:06:42.003]  Look, I like Rand Paul.
[00:06:42.224 --> 00:06:42.966]  He's a good guy.
[00:06:44.042 --> 00:06:46.024]  I mean, I talked to him like ten years ago.
[00:06:46.044 --> 00:06:48.426]  I said, hey, you can get Rand Paul on.
[00:06:48.446 --> 00:06:50.327]  He'll do interviews for his dad running for Congress.
[00:06:50.667 --> 00:06:53.710]  Let's see, you know, if the apple falls far from the tree, and it didn't.
[00:06:54.430 --> 00:06:55.491]  I encouraged him to run.
[00:06:55.511 --> 00:06:59.314]  I'm very, very sad and disheartened by this, but the Liberty Movement moves on.
[00:07:00.075 --> 00:07:01.857]  I understand he's part of the Republican Party.
[00:07:02.037 --> 00:07:02.997]  What are you going to do?
[00:07:04.078 --> 00:07:04.879]  Mitt Romney?
[00:07:04.919 --> 00:07:07.201]  But, you know, your dad didn't endorse McCain.
[00:07:08.635 --> 00:07:09.296]  Four years ago.
[00:07:09.936 --> 00:07:12.799]  Because he understood that he was bought and paid for by the same interest.
[00:07:13.300 --> 00:07:15.302]  And we've gone over the flip-flopping of Romney.
[00:07:15.382 --> 00:07:16.903]  I mean, you've got to see it to believe it.
[00:07:17.684 --> 00:07:19.045]  It is absolutely incredible.
[00:07:19.346 --> 00:07:24.871]  We have a video up at Infowars.com titled, Mitt Romney, the King of Flip-Floppers, if you want to see it.
[00:07:25.412 --> 00:07:27.154]  I mean, it's amazing what these guys do.
[00:07:27.274 --> 00:07:32.339]  And look, I said Ron Paul on Friday, Rand Paul, because they coordinated their announcement.
[00:07:33.263 --> 00:07:38.988]  Announcements about, well, we won't win the delegates now, you know, and by the way Mitt Romney's a great guy.
[00:07:39.368 --> 00:07:41.990]  I said, hey, come out and explain yourself, at least.
[00:07:42.030 --> 00:07:43.111]  Don't do it on Sean Hannity.
[00:07:43.391 --> 00:07:44.292]  Tell us why you did this.
[00:07:44.912 --> 00:07:48.655]  Well, they had one of the campaign guys, Jack Hunter, come out.
[00:07:48.675 --> 00:07:50.757]  I'm going to read these quotes later when our guest is on with us.
[00:07:51.077 --> 00:07:53.820]  And he said, hey, the Republicans won't like us if we don't do this.
[00:07:54.060 --> 00:07:55.401]  Well, hell, get behind torture.
[00:07:55.441 --> 00:07:56.422]  Get behind NDAA.
[00:07:56.642 --> 00:07:57.783]  Get behind secret arrests.
[00:07:58.063 --> 00:07:59.804]  Get behind the UN commanding our military.
[00:08:00.045 --> 00:08:01.426]  Get behind all the illegal wars.
[00:08:04.730 --> 00:08:09.535]  Get behind the whole thing, if that's what you think.
[00:08:09.555 --> 00:08:11.257]  I mean, because all the others say the same thing.
[00:08:11.617 --> 00:08:13.739]  Hell, I should have voted for Newt Gingrich, if that's the case.
[00:08:14.200 --> 00:08:16.622]  Or maybe, you know, I mean, any of these other guys.
[00:08:16.702 --> 00:08:21.307]  It's mind-blowing to see this twisted political response to it.
[00:08:21.347 --> 00:08:23.529]  And again, I still love Ron Paul, unlike Rand Paul.
[00:08:23.589 --> 00:08:25.612]  It's just that now, no more honeymoon.
[00:08:26.206 --> 00:08:31.029]  You know, you go, well, I'm voting for sanctions, even though it's not an act of war.
[00:08:31.109 --> 00:08:32.550]  Sanctions are an act of war in Iran.
[00:08:32.770 --> 00:08:34.451]  Your dad said those are acts of war.
[00:08:34.931 --> 00:08:43.096]  I mean, Rand, what's the point of getting elected president down the road, like you guys are saying you're doing this for, if you're a globalist?
[00:08:45.037 --> 00:08:46.318]  You are losing your luster.
[00:08:48.018 --> 00:08:50.140]  That's what's happening here, and it's a sad thing.
[00:08:52.122 --> 00:08:53.082]  I feel like it's a betrayal.
[00:08:53.142 --> 00:08:59.987]  My gut, and your gut is just the synthesis of all the data, feels totally betrayed.
[00:09:01.948 --> 00:09:03.269]  And, you know, maybe I'm wrong.
[00:09:03.309 --> 00:09:04.650]  Maybe you're going to show us.
[00:09:05.130 --> 00:09:06.271]  So we hope that's the case.
[00:09:06.291 --> 00:09:15.637]  But regardless, the fact that Ron Paul went so far, really won the first primaries, had to be cheated, shows that liberty is incredibly, incredibly popular.
[00:09:15.697 --> 00:09:19.380]  Just because the Bilderberg Group was to co-opt libertarianism so they can control it,
[00:09:20.322 --> 00:09:20.803]  Doesn't matter.
[00:09:21.063 --> 00:09:24.728]  Those ideals of freedom are absolutely imperative.
[00:09:25.029 --> 00:09:32.539]  Hey, he's supporting legalization of raw milk and hemp and things like that so the police state doesn't have excuses to bust on our doors.
[00:09:32.939 --> 00:09:35.503]  I'm going to still support Rand because he's much better than most of them.
[00:09:35.883 --> 00:09:36.424]  It's just that...
[00:09:37.125 --> 00:09:38.686]  What we're seeing is a big bummer.
[00:09:38.946 --> 00:09:40.486]  People are like, hey, get mad at the New World Order.
[00:09:41.227 --> 00:09:42.887]  A minority of listeners and viewers.
[00:09:43.347 --> 00:09:44.328]  I am more mad at them.
[00:09:44.368 --> 00:09:46.089]  It's just that these were our guys.
[00:09:46.629 --> 00:09:48.149]  And so we're telling them we're unhappy.
[00:09:48.169 --> 00:09:51.030]  I mean, that is our right as citizens in the First Amendment.
[00:09:51.070 --> 00:09:53.511]  I mean, we did give them our money and our time and energy.
[00:09:53.571 --> 00:10:02.835]  Is it sacrilege to not want to bow down and lick the feet of Mitt Romney, a known con artist liar?
[00:10:04.776 --> 00:10:04.976]  Okay.
[00:10:06.721 --> 00:10:10.765]  Let's shift to some other criminals here in the New World Order, the real threats.
[00:10:10.885 --> 00:10:14.169]  House committee schedules contempt vote against Holder.
[00:10:15.250 --> 00:10:20.916]  We've played the news conferences before he even got busted saying they were running guns to track him.
[00:10:21.316 --> 00:10:24.079]  And then he says he knows nothing about it when the full scope came out.
[00:10:24.599 --> 00:10:25.741]  I mean, he's been caught lying.
[00:10:28.130 --> 00:10:28.451]  I don't
[00:10:47.131 --> 00:10:49.792]  I might start supporting a little bit the Republican Party.
[00:10:50.252 --> 00:10:56.554]  But they can't because as Holder said six months ago, Bush was involved in Fast and Furious type programs as well.
[00:10:56.594 --> 00:11:00.315]  So this is only being brought out now to score political points.
[00:11:01.596 --> 00:11:02.276]  Here's another report.
[00:11:02.656 --> 00:11:04.776]  Again, House moving to hold Holder in contempt.
[00:11:04.796 --> 00:11:05.937]  That's on the Washington Times.
[00:11:06.377 --> 00:11:10.978]  The article I just showed you was out of CBS News.
[00:11:11.399 --> 00:11:15.660]  But they've been caught engaged in massive in-your-face insider trading.
[00:11:17.853 --> 00:11:18.534]  in the Congress.
[00:11:19.694 --> 00:11:27.656]  And so don't hold your breath on them actually taking action against these people, because they are so compromised themselves.
[00:11:27.916 --> 00:11:29.837]  And that's the problem with the corruption of society.
[00:11:30.157 --> 00:11:38.059]  Once you get a bunch of crooks and semi-crooks in government, none of them can go after the really bad offenders, because they've got skeletons in their closet as well.
[00:11:38.479 --> 00:11:41.500]  And that's when civilizations really go downhill and finally collapse.
[00:11:43.030 --> 00:11:56.861]  An Ethan A. Huff article at InfoWars.com reports Gattaca becomes reality as scientists screen abort human babies based on 3,500 genetic faults.
[00:11:56.942 --> 00:12:00.845]  And by the way, aggression, competitiveness, they say that's a fault.
[00:12:01.405 --> 00:12:10.473]  And of course a lot of children that end up having a predisposed sign that they may develop a disease, a lot of those diseases are being kicked on by chemicals
[00:12:11.013 --> 00:12:19.700]  And by GMOs in the society, you know they want to ban soft drinks above 16 ounces in New York, the total nanny state, but let you drink aspartame and eat GMO.
[00:12:20.100 --> 00:12:23.683]  This is so incredibly dangerous, these designer children.
[00:12:24.684 --> 00:12:31.249]  And a lot of times if you have a health problem or another issue, genetically it's been found that you'll have other traits that are
[00:12:32.069 --> 00:12:36.151]  Einsteinian or connected to things like Tesla.
[00:12:36.471 --> 00:12:41.613]  Tesla was kind of an idiot savant and had weird behaviors and health issues.
[00:12:42.133 --> 00:12:52.177]  Again, we have a lot of gifts and a lot of minuses and a lot of times if you have minuses in your genetics, those are the valleys compared to the mountain peaks.
[00:12:53.942 --> 00:13:04.345]  A lot of parents are now genetically aborting babies off genetic testing or separately screening embryos for looks.
[00:13:05.125 --> 00:13:22.870]  Well, just because they can project that this child's going to look like a supermodel and you throw away the other 10 eggs and sperm that create the zygote, maybe that girl is not going to have the incredible maternal instincts to be a good mother or a mathematician or a pianist.
[00:13:23.709 --> 00:13:26.091]  Again, this is so dangerous.
[00:13:26.111 --> 00:13:27.331]  This is so out of control.
[00:13:27.652 --> 00:13:31.394]  We have a special report later in the week coming up on that, but you've got to read this article.
[00:13:31.454 --> 00:13:37.638]  Gattaca becomes reality assigned a screen aboard human babies based on 3,500 genetic faults.
[00:13:38.239 --> 00:13:42.882]  And again, the globalists are trying to wreck our DNA with GMO right now very effectively.
[00:13:44.082 --> 00:13:49.566]  Okay, moving on to something wrecking our genetics, that's cell phones, microwaves, the scanners.
[00:13:49.606 --> 00:13:50.367]  They've been caught
[00:13:51.510 --> 00:14:00.078]  Where they've had them in for almost nine years at Boston Logan with a seven-fold increase last year and the last few years of cancers there in a cover-up.
[00:14:00.718 --> 00:14:03.981]  And they lie to people and say, oh, we've done radiation testing.
[00:14:04.241 --> 00:14:06.263]  Oh, John Hopkins says it's safe.
[00:14:06.303 --> 00:14:10.227]  And then the media goes to John Hopkins and they go, actually, our study says it causes cancer.
[00:14:10.967 --> 00:14:17.734]  Yeah, if something can see the bones in your face, it's shooting particles in there and then reading them when they bounce back on you.
[00:14:18.394 --> 00:14:18.715]  Okay?
[00:14:19.016 --> 00:14:21.843]  And yes, we're in a radiation-rich environment next to a big sun.
[00:14:22.324 --> 00:14:23.487]  We are bombarded by it.
[00:14:23.527 --> 00:14:24.550]  We get sunburns by it.
[00:14:24.790 --> 00:14:26.755]  But you're only supposed to get so much of it in your life.
[00:14:27.776 --> 00:14:28.796]  That's what kills us.
[00:14:28.836 --> 00:14:32.597]  That's what makes our DNA break down, is the radiation system we're in.
[00:14:32.637 --> 00:14:34.838]  I'm getting it from these televisions and lights around me.
[00:14:35.158 --> 00:14:36.498]  But nothing compared to these.
[00:14:36.718 --> 00:14:40.239]  These lights aren't shooting in and showing the bones in my fingers.
[00:14:40.639 --> 00:14:42.159]  They're barely lighting up my face.
[00:14:42.879 --> 00:14:45.600]  And that's in that narrow spectrum of light.
[00:14:46.100 --> 00:14:49.121]  And my skin is designed to take that and turn it into vitamin A.
[00:14:49.961 --> 00:14:52.042]  But you go the other route, it's very, very dangerous.
[00:14:52.362 --> 00:14:57.065]  Another bogus study claims irradiation by TSA body scanners are safe.
[00:14:57.125 --> 00:14:58.726]  They also claim irradiating food safe.
[00:14:59.146 --> 00:15:02.068]  Still no independent testing despite cancer warnings from experts.
[00:15:02.108 --> 00:15:05.830]  Yeah, they keep lying to Congress for like four years saying, oh, it's safe, it's safe.
[00:15:06.530 --> 00:15:18.977]  However, even LA Times report itself admits that analysts will likely not allay concerns because once again, no independent testing of the body scanners is undertaken.
[00:15:20.925 --> 00:15:24.086]  As the report notes, Schmidt did not test the actual machines.
[00:15:24.146 --> 00:15:29.589]  Instead, she based her conclusions on scanner radiation data released publicly by the TSA.
[00:15:30.229 --> 00:15:35.231]  And if she's the same Schmidt lady I saw, she's being paid by the company that's developing these.
[00:15:36.112 --> 00:15:37.072]  I saw that last week.
[00:15:37.272 --> 00:15:39.693]  In fact, I didn't read the whole article.
[00:15:39.713 --> 00:15:40.414]  Does it break down?
[00:15:43.530 --> 00:15:47.172]  That a bunch of these experts promoting them actually work for these companies or have contracts?
[00:15:48.253 --> 00:15:49.073]  Just amazing.
[00:15:49.514 --> 00:15:55.117]  Indeed, even John Hopkins scientists have warned that TSA body scanners will lead to an increase in cancers.
[00:15:55.397 --> 00:16:01.821]  But now they say, hey, it's safe for the troops to use DU with no decontamination procedures.
[00:16:02.222 --> 00:16:04.083]  They're saying Fukushima is no big deal.
[00:16:04.403 --> 00:16:05.964]  This stuff is all in your face.
[00:16:06.264 --> 00:16:08.926]  Put that full screen back up there because this article is important.
[00:16:09.446 --> 00:16:13.607]  They've told Congress that they won't let them see the actual screening documents.
[00:16:14.367 --> 00:16:16.348]  They've told them this.
[00:16:16.408 --> 00:16:27.690]  They've lied to us and said John Hopkins supports them and says there's no radiation, and then John Hopkins' own scientists come out and say actually their reports say the opposite.
[00:16:27.970 --> 00:16:29.671]  This is a group of congenital liars.
[00:16:30.051 --> 00:16:35.592]  Just last week they said, well on Friday we covered it, that they're allowed to lie to the American people and lie to Congress.
[00:16:36.584 --> 00:16:46.892]  This is a rogue group where they're hiring pedophiles to be the head TSA people in almost every major city because only they want to sit there and grope little children and women and old people.
[00:16:47.392 --> 00:16:48.213]  Incredible!
[00:16:49.434 --> 00:16:54.197]  Now, speaking of that, we want to talk about Janet Napolitano now.
[00:16:54.958 --> 00:17:01.403]  Janet Napolitano has accelerated the police state massively and she's agreed to come on the show tonight.
[00:17:01.723 --> 00:17:02.904]  Janet, come on please.
[00:17:04.127 --> 00:17:06.488]  There she is, showing her true form.
[00:17:06.668 --> 00:17:09.188]  Oh, wait, a TSA Bat Boy!
[00:17:09.789 --> 00:17:11.369]  I'm told that's what she's about to give birth to.
[00:17:11.409 --> 00:17:11.649]  Yep.
[00:17:11.889 --> 00:17:12.269]  Oh!
[00:17:13.090 --> 00:17:13.310]  What?
[00:17:13.430 --> 00:17:14.390]  You gotta be kidding me.
[00:17:14.410 --> 00:17:15.170]  Did you see that?
[00:17:17.771 --> 00:17:19.611]  Guys, can we have an instant replay of that?
[00:17:20.032 --> 00:17:20.792]  That is incredible.
[00:17:20.832 --> 00:17:22.072]  Can we have her back on the show?
[00:17:22.792 --> 00:17:24.713]  What an incredible human being she is.
[00:17:24.733 --> 00:17:24.773]  Oh!
[00:17:26.328 --> 00:17:27.008]  Come on.
[00:17:27.669 --> 00:17:28.189]  Oh, yeah.
[00:17:28.209 --> 00:17:28.789]  She's very proud.
[00:17:28.829 --> 00:17:29.909]  Oh, here they come.
[00:17:30.170 --> 00:17:30.990]  Highway checkpoints.
[00:17:31.930 --> 00:17:33.931]  I mean, these people are cancer.
[00:17:34.531 --> 00:17:40.814]  I didn't know she was actually the star playing the alien from the 1984 John Carpenter film, The Thing, but there you go.
[00:17:41.314 --> 00:17:47.517]  OK, we're going to go to this William F. Engdahl interview with Patrick Henningsen from the big conference they had last week.
[00:17:47.557 --> 00:17:49.097]  We're going to be doling these out all week.
[00:17:49.478 --> 00:17:50.658]  Max Keiser, you name it.
[00:17:50.878 --> 00:17:54.780]  We showed you a compilation last Friday, a few snippets of the people he interviewed, but
[00:17:55.880 --> 00:17:59.344]  Here is William F. Engdahl coming up after the Daily Quote.
[00:18:00.205 --> 00:18:08.573]  A government for protecting business only is but a carcass and soon falls by its own corruption and decay.
[00:18:09.033 --> 00:18:10.575]  Amos Branson Alcott.
[00:18:11.075 --> 00:18:11.495]  That was back in 1799.
[00:18:11.535 --> 00:18:14.018]  He was born in 1799 and lived through 1888.
[00:18:14.058 --> 00:18:15.920]  Was an American teacher, writer, philosopher, and reformer.
[00:18:20.663 --> 00:18:24.404]  Well, what about government for big corporations to shut down your competition?
[00:18:24.824 --> 00:18:25.764]  That's the real threat.
[00:18:26.024 --> 00:18:31.025]  Okay, here's the William F. Engdahl interview for the Financial Terrorism Conference.
[00:18:31.045 --> 00:18:41.547]  Then we're going to go to break in Teleprompter Free News and come back with John Rappaport with an in-depth interview on what this means the Liberty Movement, Rand Paul.
[00:18:42.507 --> 00:18:48.508]  He only endorsed Dark Sidious because Dark Sidious said he wouldn't like him if he didn't endorse him.
[00:18:48.548 --> 00:18:49.788]  So I think it's reasonable.
[00:18:50.228 --> 00:18:53.310]  So we're going to be talking about that coming up with John Rappaport as well.
[00:18:53.350 --> 00:18:58.713]  Another jam-packed original transmission of InfoWars Nightly News.
[00:18:59.054 --> 00:19:00.615]  Don't forget, 15-day free trial.
[00:19:00.655 --> 00:19:06.859]  PrisonPlanet.tv to see this when it first airs and nine years of material at PrisonPlanet.tv.
[00:19:07.159 --> 00:19:10.481]  So here's the financial terrorism conference interview with William F. Engdahl.
[00:19:10.701 --> 00:19:11.882]  Have interviews all week long.
[00:19:12.122 --> 00:19:13.303]  The great work of Patrick Henningsen.
[00:19:13.623 --> 00:19:17.765]  And then we'll go to break, come back with John Rappaport.
[00:19:17.885 --> 00:19:18.426]  Stay with us.
[00:19:33.456 --> 00:19:33.777]  I don't think so.
[00:19:39.534 --> 00:19:40.854]  I'm F. William Engdahl.
[00:19:41.055 --> 00:19:43.535]  I'm an author, a lecturer on geopolitics.
[00:19:43.975 --> 00:19:53.578]  I've published books on the subject in eleven foreign languages from China to Korea to Germany to Russia to France and beyond.
[00:19:54.559 --> 00:19:55.219]  English of course.
[00:19:55.899 --> 00:19:59.840]  And I'm based, I live here in Europe, have been for some years.
[00:20:01.241 --> 00:20:07.583]  And basically what I do with my books is try to shed light on various dark corners so that
[00:20:08.383 --> 00:20:15.525]  Ordinary people will get an idea of what's being done to us and act accordingly, depending on their information.
[00:20:17.705 --> 00:20:26.767]  Tell us about your speech today, which I saw, in relation to the theme, financial terrorism, and how you felt, why you felt it's important to be here.
[00:20:26.847 --> 00:20:27.167]  Okay.
[00:20:27.847 --> 00:20:31.028]  Well, I was asked to speak on this tour.
[00:20:31.068 --> 00:20:37.149]  It actually started in Dublin a week ago, and yesterday we were in Manchester, in Northern England, and today in London.
[00:20:37.967 --> 00:20:42.270]  At the coincidental time of the Queen's Jubilee, which is a rather bizarre clown show.
[00:20:43.431 --> 00:20:48.394]  And the theme of the conference, or the series, is financial terrorism.
[00:20:48.414 --> 00:21:06.045]  And my message, I talk about this in my book, The Gods of Money, Wall Street, and the Death of the American Century, not the American dollar, but the American century as a system, is that there is no such thing as capitalism as a closed economic system, like feudalism and so.
[00:21:06.829 --> 00:21:20.417]  But what we're in, and we've been in for nigh under 5,000 years now, if you want to count it that way, is a system of hidden debt slavery that certain powerful elites have set up.
[00:21:20.437 --> 00:21:24.179]  They had run it out of Venice hundreds of years ago.
[00:21:24.240 --> 00:21:31.404]  Then the power of Venice collapsed, and they moved the headquarters of this debt slavery to the city of Amsterdam.
[00:21:31.464 --> 00:21:36.427]  That collapsed in the 1790s, and it moved to the Bank of England and the city of London.
[00:21:37.239 --> 00:21:43.327]  After World War II in 1944 it moved to Wall Street and the gods of money in Wall Street.
[00:21:43.988 --> 00:21:50.577]  So what I went through is the different phases of this crisis building up in the period since Bretton Woods 1944.
[00:21:52.479 --> 00:21:56.443]  In my own lifetime and to give people an idea there is no out.
[00:21:56.483 --> 00:21:57.604]  We're not in a recession.
[00:21:57.644 --> 00:22:01.147]  I've said this on Alex Jones's program.
[00:22:01.227 --> 00:22:16.019]  I think about four years ago that this is not an ordinary recession It's the early phase of a global depression that is going to make the 1930s look mild by comparison Depending on what ordinary we ordinary citizens do about it.
[00:22:16.660 --> 00:22:20.303]  So we are in the beginning of a massive
[00:22:21.879 --> 00:22:38.955]  Debt collapse and of course the masters of money, the gods of money, want to steer that collapse to their advantage so they get private debt of fraudulent criminal banks like Allied Irish and other banks, most of the big ones, too big to fail so-called.
[00:22:39.635 --> 00:22:48.879]  And they put the burdens of their crimes on the public taxpayer, who were innocent to begin with and had no responsibility for these crimes.
[00:22:49.819 --> 00:22:54.982]  And so Greek taxpayers, Irish taxpayers, Spanish taxpayers,
[00:22:55.942 --> 00:23:02.808]  ...are now coughing up the money through their own pensions, through their own wages that are being slashed dramatically.
[00:23:03.609 --> 00:23:10.795]  And that's the whole austerity theme that has been ravaging Europe for the last several years.
[00:23:10.895 --> 00:23:12.897]  And it's not going to get better, these bailouts.
[00:23:14.158 --> 00:23:16.600]  Smart money knows that these bailouts are a fraud.
[00:23:17.160 --> 00:23:21.444]  So they're all preparing to short all these markets and make a huge killing on that.
[00:23:23.317 --> 00:23:38.484]  Well, what was launched in what began in Tunisia with the so-called Arab Spring was a rolling destabilization engineered by the Pentagon, engineered by the National Endowment for Democracy, a U.S.
[00:23:38.524 --> 00:23:47.088]  government-financed NGO that does today what the CIA used to do 25, 35 years ago, namely regime change to a more
[00:23:47.868 --> 00:23:49.829]  Wall Street friendly order.
[00:23:50.229 --> 00:23:54.730]  And what they're trying to do is create what they did with the collapse of the Soviet Union 20 years ago.
[00:23:55.431 --> 00:24:16.278]  Namely, force these countries under the IMF thumb, create chaos, create disinvestment in order to bring control of the vast oil wealth of these countries, the enormous resources and savings of these monarchies and countries.
[00:24:17.353 --> 00:24:19.935]  Under the control of the Wall Street gods of money.
[00:24:20.355 --> 00:24:23.138]  Wall Street, the City of London, it doesn't matter much the distinction.
