[00:00:21.391 --> 00:00:23.374]  Welcome to InfoWars Nightly News.
[00:15:37.594 --> 00:15:38.114]  Thanks, David.
[00:15:38.354 --> 00:15:41.196]  This is Jakari Jackson reporting for the Info Wars Nightly News.
[00:15:41.556 --> 00:15:43.517]  Headline, Panetta, U.S.
[00:15:43.537 --> 00:15:45.898]  will attack Iran if it decides to build nuke.
[00:15:46.739 --> 00:15:54.843]  We have the forces in place to be able to not only defend ourselves, but to do what we have to do to try to stop them from developing nuclear weapons, said Panetta.
[00:15:55.443 --> 00:16:02.987]  Despite evidence to the contrary, the United States and Israel claim they believe the Islamic Republic is working toward building a nuclear weapon.
[00:16:03.487 --> 00:16:13.431]  They say these criminals who have hijacked our country, they say that they're building nuclear weapons, so they must be, just like Bush with the yellow cake.
[00:16:13.731 --> 00:16:18.873]  He says, hey, they're over there in Iraq baking more yellow cake than Betty Crocker, so it must be true.
[00:16:19.253 --> 00:16:22.794]  But it reminded me of a Kurt Nimmo article that he posted earlier this year.
[00:16:23.254 --> 00:16:24.615]  Headline, the U.S.
[00:16:24.635 --> 00:16:27.676]  and Israel set stage for false flag and Iran attack.
[00:16:28.516 --> 00:16:35.998]  Events over the last several days revealed that the United States and Israel plan to conduct a false flag terror event to be blamed on Iran.
[00:16:36.398 --> 00:16:43.640]  The event will likely occur within the next six months and will result in an attack on Iran prior to the November election.
[00:16:43.980 --> 00:16:47.981]  We keep hearing all this talk about how Obama needs a false flag to reconnect with the people.
[00:16:48.021 --> 00:16:49.001]  This could very well be it.
[00:16:49.401 --> 00:16:55.206]  You know, lately they've been targeting, you know, returning veterans and just real patriots, but they could blame something on Iran.
[00:16:55.566 --> 00:16:56.827]  So we'll definitely stay tuned.
[00:16:56.847 --> 00:16:58.568]  So this is a very serious situation.
[00:16:58.608 --> 00:17:00.410]  We hope they don't attack Iran.
[00:17:00.450 --> 00:17:03.292]  But hey, you know, in desperate times, they do what they have to do.
[00:17:03.652 --> 00:17:08.476]  So stay tuned to the InfoWars Nightly News for more on the story as it develops.
[00:17:08.816 --> 00:17:09.216]  Next story.
[00:17:10.057 --> 00:17:11.938]  Will humanity survive the singularity?
[00:17:11.978 --> 00:17:15.081]  This by our very own Alex Jones and Paul Joseph Watson.
[00:17:15.701 --> 00:17:28.090]  As the elite steers technological progress towards the singularity, man merging with machine, the majority of humans will cease to have a purpose or even be able to function in a brave new world run by a scientific dictatorship.
[00:17:28.230 --> 00:17:28.771]  Continuing.
[00:17:29.471 --> 00:17:34.315]  The advancement of technology is not being used to empower humanity, but to enslave humanity.
[00:17:34.735 --> 00:17:42.882]  This process is being overseen by a technocracy that simultaneously expresses its desire to see the human population reduced in large numbers.
[00:17:43.382 --> 00:17:50.448]  The elite have been obsessed with eugenics and its modern-day incarnation, population control, for well over 100 years.
[00:17:50.808 --> 00:17:54.972]  And that goal of global population reduction is still in full force today.
[00:17:54.992 --> 00:17:59.255]  Now one of the big questions we get here on the InfoWars Nightly News is, who are they?
[00:17:59.275 --> 00:18:03.859]  Hey, who are the elite, who are these puppet masters who are manipulating the world?
[00:18:03.919 --> 00:18:08.122]  And the article actually goes on to tell you who they are, so here's the answer to your question.
[00:18:08.642 --> 00:18:22.273]  In the third world, Turner has contributed, that's Ted Turner that is, has contributed literally billions to population reduction, namely through the United Nations programs, leading the way for the likes of Bill and Melinda Gates and Warren Buffett.
[00:18:22.533 --> 00:18:28.738]  And as a fun fact, Gates' father was a leading board member of Planned Parenthood and a top eugenicist.
[00:18:29.278 --> 00:18:31.138]  So don't take our word for it.
[00:18:31.158 --> 00:18:32.919]  You say we just make stuff up.
[00:18:32.939 --> 00:18:39.700]  So take a look at this video of Bill Gates and Ted Turner expressing their love for population control and reduction.
[00:18:39.780 --> 00:18:40.480]  Here's the video.
[00:18:41.000 --> 00:18:42.460]  First we've got population.
[00:18:43.240 --> 00:18:45.501]  The world today has 6.8 billion people.
[00:18:45.981 --> 00:18:47.581]  That's headed up to about 9 billion.
[00:18:48.201 --> 00:18:56.543]  Now if we do a really great job on new vaccines, health care, reproductive health services, we could lower that by perhaps 10 or 15 percent.
[00:18:57.802 --> 00:19:07.145]  Mr. Turner, I was wondering if you think it's a good idea to reduce 90% of the population because we are being overpopulated by a lot of... 90%.
[00:19:09.085 --> 00:19:07.145]  80?
[00:19:09.985 --> 00:19:11.266]  Prince Philip said 80, sir.
[00:19:13.326 --> 00:19:13.727]  I'll go with 85.
[00:19:13.807 --> 00:19:16.807]  I think 2 million is about right.
[00:19:17.428 --> 00:19:18.008]  Right, me too.
[00:19:18.088 --> 00:19:18.428]  Thank you.
[00:19:20.632 --> 00:19:28.856]  So there you go, two criminals who want to kill you and your family and don't kid yourself by thinking you're going to be one of the few people left in their new utopia.
[00:19:28.876 --> 00:19:31.618]  Our last story, this one from Al Jazeera.
[00:19:32.078 --> 00:19:34.399]  Sweden aims to be a cashless society.
[00:19:35.119 --> 00:19:39.742]  Only 3% of all financial transactions in the country are made using cash these days.
[00:19:40.302 --> 00:19:44.507]  Even public transport tickets can now be prepaid using mobile phone technology.
[00:19:44.887 --> 00:19:49.992]  And most people use similar services to pay for everything from groceries to major purchases.
[00:19:50.393 --> 00:19:51.133]  So there you go.
[00:19:51.614 --> 00:19:55.298]  I myself, I try to use my credit cards and debit cards the least I can.
[00:19:55.678 --> 00:19:56.398]  Because they track you.
[00:19:56.418 --> 00:19:58.219]  This is why you get all this stupid stuff in the mail.
[00:19:58.259 --> 00:20:00.960]  Because they see where you shop, then they send you all these ads.
[00:20:01.320 --> 00:20:06.923]  As far as being cashless, I actually had experience not too long ago with a vending machine that only took credit cards.
[00:20:06.943 --> 00:20:08.684]  And I thought it was the stupidest thing in the world.
[00:20:09.044 --> 00:20:13.866]  I had plenty of change and small bills in my pocket to pay the vending machine, but it only took credit cards.
[00:20:13.906 --> 00:20:18.808]  So, I didn't want to die of thirst, so I had to succumb to... The beast got me that day.
[00:20:19.328 --> 00:20:22.950]  But I'm gonna do my best to bite it back the best I can.
[00:20:23.450 --> 00:20:25.234]  And that brings us to our quote of the day.
[00:20:25.255 --> 00:20:27.861]  This one from Big George W.
[00:20:28.908 --> 00:20:30.769]  We must speak the truth about terror.
[00:20:31.269 --> 00:20:36.490]  Let us never tolerate outrageous conspiracy theories concerning the attacks of September the 11th.
[00:20:36.871 --> 00:20:47.094]  Malicious lies that attempt to shift the blame away from the terrorists themselves, away from the guilty, to inflame ethnic hatred is to advance the cause of terror.
[00:20:47.514 --> 00:20:49.474]  And that from the Big W himself.
[00:20:49.875 --> 00:20:54.536]  And Mr. Bush, let me assure you that we are not trying to create any conspiracy theory.
[00:20:54.796 --> 00:20:57.037]  We are just trying to point in the right direction.
[00:20:57.657 --> 00:21:15.761]  Of the people who ordered the stand down of NORAD and people who claim that buildings can fall straight down into their own footprint and all these other shenanigans that buildings, that planes can hit buildings and the wings disintegrate and there's no skid marks on the lawn.
[00:21:16.142 --> 00:21:18.002]  Those are the people we're trying to point out.
[00:21:18.362 --> 00:21:21.363]  So excuse us for our quote conspiracy theory.
[00:21:21.743 --> 00:21:25.544]  We think you have a much better conspiracy theory than we could ever come up with.
[00:21:26.044 --> 00:21:27.185]  And that brings us to our break.
[00:21:27.646 --> 00:21:34.313]  We'll be right back with Alex Jones as he goes in-depth, more in-depth on the 9-11 reports, so stay tuned for that.
[00:21:34.713 --> 00:21:38.577]  And also, if you're watching this on YouTube, check us out, PrisonPlanet.tv.
[00:21:38.917 --> 00:21:40.138]  Get yourself a subscription.
[00:21:40.559 --> 00:21:45.344]  It helps fund our operation, helps us get new reporters and equipment and all these other things.
[00:21:45.724 --> 00:21:48.267]  And also, check out the InfoWars shop.
[00:21:48.587 --> 00:21:50.228]  We have a lot of great products on there.
[00:21:50.468 --> 00:21:52.908]  You can get yourself a 9-11 was an inside job shirt.
[00:21:53.229 --> 00:21:55.069]  Yeah, they'll really like that one.
[00:21:55.269 --> 00:21:56.710]  We got plenty around the office.
[00:21:56.770 --> 00:22:00.031]  Actually, it's kind of where your 9-11 was an inside job shirt day.
[00:22:00.131 --> 00:22:02.532]  I was being kind of lame and I forgot to wear it.
[00:22:02.572 --> 00:22:04.192]  But hey, you can get one.
[00:22:04.492 --> 00:22:06.093]  So check out the Info Wars shop.
[00:22:06.113 --> 00:22:07.253]  A lot of great products there.
[00:22:07.293 --> 00:22:09.274]  And we'll be right back with Mr. Alex Jones.
[00:22:33.863 --> 00:22:36.604]  Alex Jones here with a message to fellow freedom lovers.
[00:22:36.884 --> 00:22:41.726]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:22:41.906 --> 00:22:49.109]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:22:49.249 --> 00:22:54.652]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:22:54.892 --> 00:22:58.634]  These are items that I did research on, that I personally use.
[00:22:58.934 --> 00:23:03.476]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:23:03.676 --> 00:23:08.919]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:23:09.179 --> 00:23:12.260]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:23:12.400 --> 00:23:14.681]  When Disaster Strikes by Matthew Stein.
[00:23:14.941 --> 00:23:19.543]  Therosafe, used by Homeland Security to protect yourself during any radiological event.
[00:23:19.703 --> 00:23:22.204]  Hand-cranked shortwave AM FM radios.
[00:23:22.604 --> 00:23:29.666]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our Info War possible.
[00:23:29.847 --> 00:23:30.887]  We're getting prepared.
[00:23:31.107 --> 00:23:31.547]  Are you?
[00:23:31.787 --> 00:23:32.888]  InfoWarshop.com
[00:23:34.961 --> 00:23:40.245]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:23:40.505 --> 00:23:42.707]  Start purifying your water with ProPure.
[00:23:42.907 --> 00:23:48.471]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure.
[00:23:48.651 --> 00:23:51.853]  And it's available discounted at InfoWars.com.
[00:23:52.053 --> 00:23:55.276]  Its filters are silver and pregnant to prevent bacterial growth.
[00:23:55.536 --> 00:23:56.977]  There's no priming required.
[00:23:57.237 --> 00:23:59.278]  It's NSF-42 certified.
[00:23:59.519 --> 00:24:02.040]  Optional fluoride filters can reduce fluoride up to 95%.
[00:24:03.121 --> 00:24:04.462]  Easy to set up and use.
[00:24:04.642 --> 00:24:05.943]  Doesn't require electricity.
[00:24:06.063 --> 00:24:08.964]  Purify water from lakes, streams, ponds, and wells.
[00:24:09.264 --> 00:24:12.446]  This filter system leaves in beneficial minerals, which is key.
[00:24:12.666 --> 00:24:16.689]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:24:16.829 --> 00:24:19.450]  ProPure is the best gravity-fed filter out there.
[00:24:19.590 --> 00:24:20.911]  It's what my family uses.
[00:24:21.171 --> 00:24:24.413]  Infowars.com already has the lowest price on ProPure.
[00:24:24.513 --> 00:24:29.796]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:24:30.696 --> 00:24:34.558]  You can also call to order 888-253-3139.
[00:24:38.799 --> 00:24:42.921]  Welcome back to this special edition of InfoWars Nightly News.
[00:24:43.401 --> 00:24:54.326]  It, of course, is the 11th anniversary of the tragic attacks of September 11th that not only took the lives of close to 3,000 Americans, but has also been used to
[00:24:55.046 --> 00:25:01.630]  Destroy the basic liberties and freedoms, not just here in the United States, but in the rest of North America and across the world.
[00:25:02.090 --> 00:25:08.553]  Governments everywhere are using it as a pretext to torture, murder, and spy on their populations.
[00:25:09.174 --> 00:25:19.259]  And different military industrial complexes of the planet have enriched themselves on the back of the 9-11 fable and those that were killed.
[00:25:19.719 --> 00:25:35.002]  The good news is, as was covered earlier tonight by David Ortiz, now the government, 11 years later, admits there was asbestos and that the firefighters, police and other heroes are dying in record numbers of cancer and do deserve health care.
[00:25:35.342 --> 00:25:37.102]  But that doesn't mean they'll actually get it.
[00:25:37.982 --> 00:25:39.122]  Just incredible.
[00:25:39.423 --> 00:25:41.143]  They can't even get insurance to cover it.
[00:25:41.603 --> 00:25:47.564]  Of course, we the conspiracy theorists that don't believe known liars have been proven correct yet again.
[00:25:48.530 --> 00:25:59.193]  Of course, we knew at the time that they had done CAT scans of people's lungs just a few weeks later, and had said that they were filled with asbestos and powdered concrete and glass, and that many people had died.
[00:26:00.013 --> 00:26:03.014]  So it is good that finally the truth is coming out.
[00:26:03.254 --> 00:26:10.275]  But we knew then that Christina Todd Whitman, the head of the EPA, had first said the air was deadly, but then was ordered to say everything was okay.
[00:26:10.755 --> 00:26:16.597]  I just can't believe that the first responders believed them and didn't wait until they got masked
