[00:00:03.188 --> 00:00:05.249]  You're listening to GCN.
[00:04:57.638 --> 00:05:01.765]  Lou Rockwell straight ahead on lourockwell.com to break it all down.
[00:05:02.586 --> 00:05:04.169]  It's going to be a jam-packed interview.
[00:05:04.630 --> 00:05:05.892]  You'll want to stay with us.
[00:05:09.963 --> 00:05:14.185]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:05:14.505 --> 00:05:15.126]  Number one.
[00:05:15.406 --> 00:05:18.568]  New climate legislation could easily double or triple your electric bill.
[00:05:18.848 --> 00:05:19.408]  Number two.
[00:05:19.708 --> 00:05:24.251]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:05:24.591 --> 00:05:25.051]  It's true.
[00:05:25.331 --> 00:05:29.874]  Total government control of electricity in the name of smart grid technology is coming.
[00:05:30.194 --> 00:05:30.735]  Number 3.
[00:05:31.015 --> 00:05:34.319]  In some areas of the country, the power grid is dangerously overloaded.
[00:05:34.619 --> 00:05:38.343]  And now, new socialist legislation is only compounding the problem.
[00:05:38.523 --> 00:05:38.783]  Number 4.
[00:05:39.324 --> 00:05:41.707]  Dangerous weather is always a threat to local grids.
[00:05:42.087 --> 00:05:45.431]  Every year, thousands of families lose their power from weather-related outages.
[00:05:45.751 --> 00:05:50.454]  Number five, a solar power generator provides powerful backup, insurance, and peace of mind.
[00:05:50.695 --> 00:05:55.458]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:05:55.738 --> 00:05:59.781]  You can get more information at www.mysolarbackup.com.
[00:05:59.921 --> 00:06:01.482]  That's mysolarbackup.com.
[00:06:01.702 --> 00:06:06.306]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[00:06:11.650 --> 00:06:15.271]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[00:06:15.611 --> 00:06:23.733]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[00:06:24.474 --> 00:06:28.495]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[00:06:29.095 --> 00:06:39.918]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[00:06:40.538 --> 00:06:49.540]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[00:06:50.060 --> 00:06:55.101]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[00:06:55.482 --> 00:07:02.643]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[00:07:02.963 --> 00:07:05.724]  That's www.SilverLungs.com.
[00:07:09.600 --> 00:07:14.861]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:07:15.121 --> 00:07:17.322]  Start purifying your water with ProPure.
[00:07:17.522 --> 00:07:23.043]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure.
[00:07:23.223 --> 00:07:26.464]  And it's available discounted at InfoWars.com.
[00:07:26.624 --> 00:07:29.804]  Its filters are silver impregnated to prevent bacterial growth.
[00:07:30.064 --> 00:07:31.485]  There's no priming required.
[00:07:31.745 --> 00:07:33.785]  It's NSF-42 certified.
[00:07:34.025 --> 00:07:36.506]  Optional fluoride filters can reduce fluoride up to 95%.
[00:07:37.586 --> 00:07:38.927]  Easy to set up and use.
[00:07:39.127 --> 00:07:40.408]  Doesn't require electricity.
[00:07:40.548 --> 00:07:43.390]  Purify water from lakes, streams, ponds, and wells.
[00:07:43.711 --> 00:07:46.893]  This filter system leaves in beneficial minerals, which is key.
[00:07:47.093 --> 00:07:48.854]  Save money by not buying bottled water.
[00:07:48.995 --> 00:07:51.076]  And avoid BPA that leaches from the plastic.
[00:07:51.236 --> 00:07:53.838]  ProPure is the best gravity-fed filter out there.
[00:07:53.958 --> 00:07:55.279]  It's what my family uses.
[00:07:55.539 --> 00:07:58.762]  Infowars.com already has the lowest price on ProPure.
[00:07:58.862 --> 00:08:04.486]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:08:04.706 --> 00:08:05.847]  You can also call to order.
[00:08:06.927 --> 00:08:17.651]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:08:18.271 --> 00:08:21.252]  It's Alex Jones and the GCN Radio Network.
[00:08:35.222 --> 00:08:37.283]  Lou Rockwell is our guest.
[00:08:37.323 --> 00:08:39.884]  He's the founder of the Von Mise Institute.
[00:08:40.704 --> 00:08:45.706]  He also served as Ron Paul's Chief of Staff in his first stint in Congress.
[00:08:47.447 --> 00:08:50.248]  And he also helped write many of those great newsletters.
[00:08:51.656 --> 00:09:01.882]  On top of it, and of course he's a prolific writer, today, at LewRockwell.com, and I always find it informative to get him on with us.
[00:09:02.302 --> 00:09:05.224]  I appreciate him spending the next 52 minutes with us here today.
[00:09:05.244 --> 00:09:10.146]  We'll also intersperse some of your phone calls for people that are patiently holding.
[00:09:10.166 --> 00:09:12.067]  I would just add that we have breaking news.
[00:09:12.528 --> 00:09:19.211]  Our sources say that it's about a 95% probability, and it is booked out, and they've met there twice before.
[00:09:19.251 --> 00:09:20.152]  Chantilly, Virginia?
[00:09:21.465 --> 00:09:26.510]  Builder stinkers are to meet there in the Washington Post even admits that they are to pick the Vice President.
[00:09:27.010 --> 00:09:33.597]  So now they've gone from denying it exists to admitting that they basically are going to pick Mitt Romney's Vice President.
[00:09:35.378 --> 00:09:36.279]  They said that last week.
[00:09:36.499 --> 00:09:44.627]  They said, oh, he's going to a Bilderberg steering meeting down in South America while Obama's there, Rubio is, to build his international cred and meet with some Bilderberg people.
[00:09:46.148 --> 00:09:46.289]  What?
[00:09:47.478 --> 00:09:49.839]  So now we've gone from it doesn't exist to it's out in the open.
[00:09:50.099 --> 00:10:02.524]  I want to bring this up first to Lew Rockwell, then we'll get into whatever's most important on his radar, and then I want to get into all the crazy bills where the IRS, outside of a jury or court, says you can't travel, right out of Soviet Russia, right out of Stalinism.
[00:10:03.244 --> 00:10:07.326]  We've got the announcements of drones, satellites watching us, carbon taxes.
[00:10:07.406 --> 00:10:12.227]  Forbes magazine writer says, burn down people's houses if they don't agree to carbon taxes.
[00:10:12.648 --> 00:10:15.949]  I feel like a liar when I say that, it's so over the top, but he said it.
[00:10:16.509 --> 00:10:23.255]  I mean, these people... You know, Lou, I think the authoritarians know the worm is turning and they're starting to act like chickens with their heads cut off.
[00:10:23.515 --> 00:10:24.696]  What do you think about all this?
[00:10:25.377 --> 00:10:26.358]  Well, they're the worm.
[00:10:27.859 --> 00:10:28.600]  We're not the worm.
[00:10:29.000 --> 00:10:31.322]  But sure, I think people are beginning to wake up.
[00:10:32.143 --> 00:10:39.629]  I think right after 9-11, I must say, I was concerned that, you know, we were going to get much more of a totalitarian state.
[00:10:39.909 --> 00:10:40.790]  I was right in that.
[00:10:41.070 --> 00:10:43.813]  But I was concerned that people wouldn't really be resisting it.
[00:10:44.213 --> 00:10:47.559]  But I think there is more and more resistance, especially among the young.
[00:10:47.579 --> 00:10:56.954]  We see it in the Ron Paul campaign when he gets 8,000 students coming out to talk to him at UCLA, kids hanging in trees, climbing up in trees and staying
[00:11:00.640 --> 00:11:01.000]  All right.
[00:11:20.796 --> 00:11:21.337]  I don't know.
[00:11:31.024 --> 00:11:31.625]  Well, you're right.
[00:11:31.705 --> 00:11:33.606]  We're trotting on their tyranny now.
[00:11:33.666 --> 00:11:36.989]  They're trying to break our will, and so they're trying to lash out.
[00:11:37.049 --> 00:11:40.351]  Their worm is turning, to go back to the old Shakespeare quote.
[00:11:42.213 --> 00:11:48.057]  What do you make of them trying to set up internal checkpoints and saying the IRS will take your passport away?
[00:11:48.497 --> 00:11:50.719]  The passport is the proof of the citizenship.
[00:11:50.999 --> 00:11:52.601]  The Supreme Court has rolled over and over again.
[00:11:52.841 --> 00:11:54.362]  You cannot revoke citizenship.
[00:11:54.642 --> 00:11:56.023]  It must be freely given up.
[00:11:56.844 --> 00:12:00.827]  Well, I might just mention, if we go back in history, passport is a
[00:12:02.409 --> 00:12:09.514]  You know, there was a time before the turn of the last century when mostly you could travel wherever you wanted to travel.
[00:12:09.534 --> 00:12:10.755]  You didn't have to have documents.
[00:12:10.775 --> 00:12:13.938]  You didn't have to get the permission of the various governments or police.
[00:12:15.079 --> 00:12:30.230]  Even in one of the most interesting things John Maynard Keynes wrote, and one of the few things that was not a bunch of lies, he looked back before World War I and he said, what a different world this was, that if a business person in London wanted to go set up a business in Paris,
[00:12:30.290 --> 00:12:30.530]  I don't
[00:12:47.756 --> 00:12:53.297]  So the passport was invented as a means of the government to control us, to control our travel.
[00:12:56.318 --> 00:13:06.401]  Now, of course, they're putting chips in it, as we know, and they're making it much more of a... They want to have an internal passport, too, whether it'll be the current passport or something else.
[00:13:06.761 --> 00:13:09.882]  They do indeed want to control our travel, as you mentioned.
[00:13:10.903 --> 00:13:14.545]  Barbara Boxer has a bill that is suggested by the IRS.
[00:13:14.585 --> 00:13:18.629]  Of course, these Congress people, even the evil ones like Boxer, are mostly just puppets.
[00:13:19.229 --> 00:13:29.017]  And so she was asked by the Treasury Department to introduce this bill, where if they decide that you owe them money, they can stop you from leaving the United States.
[00:13:29.557 --> 00:13:30.718]  You have no right to travel.
[00:13:31.519 --> 00:13:33.580]  Maybe they'll put you in your house and have a
[00:13:35.182 --> 00:13:38.165]  Uh, you know, device around your ankle to keep control of us all, too.
[00:13:39.526 --> 00:13:50.478]  It's always important, I think, when we're thinking about any of these things, these horrible things that are going on these days, as well as the good things, that every government would like to be a totalitarian state.
[00:13:50.558 --> 00:13:51.880]  That's always their ambition.
[00:13:51.920 --> 00:13:53.782]  That's the ambition of the people who go into government.
[00:13:59.687 --> 00:14:00.127]  We're good to
[00:14:25.011 --> 00:14:25.271]  I think?
[00:14:47.917 --> 00:14:57.682]  That, you know, at least in China, there's no, you don't have the Prime Minister saying, by the way, nobody in China has any rights, so we can kill you, we can jail you, we can torture you, if we decide you're a bad guy.
[00:14:57.722 --> 00:14:59.382]  Even, they don't say that.
[00:14:59.683 --> 00:15:00.403]  Only the U.S.
[00:15:00.443 --> 00:15:02.564]  says that kind of thing, and of course carries it out.
[00:15:03.204 --> 00:15:12.108]  But again, I think there's optimism abroad because of young people and because of just what we see as the, we can call it the Ron Paul movement.
[00:15:14.192 --> 00:15:15.113]  Broader than himself.
[00:15:27.361 --> 00:15:27.742]  Very good.
[00:15:44.983 --> 00:15:48.586]  You know, I'd say we can't look to government as our salvation.
[00:15:49.187 --> 00:15:51.990]  Nothing good ever comes out of Washington, DC.
[00:15:52.090 --> 00:15:57.135]  It's really a carbuncle on the American body politic.
[00:15:57.735 --> 00:15:59.157]  And so we can't look to them.
[00:15:59.417 --> 00:16:00.418]  We have to look to ourselves.
[00:16:03.285 --> 00:16:03.405]  Yes.
[00:16:18.951 --> 00:16:19.111]  I don't
[00:16:33.951 --> 00:16:38.674]  In fact, I want to inject a point on the subject that you raised, the foundation of what is the state.
[00:17:04.318 --> 00:17:27.796]  They, those that support big government and the monopolies that it creates, have created through the controlled corporate media, back when it still had dominance, this idea that to not trust the state is un-American, that to not blindly believe known certified liars is somehow insane, and that you're a conspiracy theorist,
[00:17:28.972 --> 00:17:33.595]  If you don't buy into whatever the system is shoveling at you.
[00:17:33.635 --> 00:17:50.405]  But if you go back to the founding fathers and common sense, if you go back thousands of years ago in every culture, the population knew there was a corrupt elite ruling over them, and the corrupt elite was in castles with armed forces basically keeping them in servitude.
[00:17:50.865 --> 00:17:55.308]  But in comes in the 20th century, and now 21st, more sophisticated propaganda
[00:17:55.908 --> 00:18:02.270]  And they create this idea that the state loves you and wants to take care of you and that it's weird to not out of hand just trust him.
[00:18:02.290 --> 00:18:03.290]  But take George Washington.
[00:18:03.850 --> 00:18:11.612]  He was the first person who ever had executive power like that in more modern history who did not become king.
[00:18:11.672 --> 00:18:12.492]  They wanted him to.
[00:18:12.812 --> 00:18:17.814]  And when he left after two terms and went back to be a farmer, because that's what he really enjoyed,
[00:18:18.834 --> 00:18:22.879]  You know, the King of England said today, George Washington is the greatest man in the world.
[00:18:23.359 --> 00:18:26.623]  And it was because no one would give up that type of power.
[00:18:27.184 --> 00:18:34.312]  And so, that original Americana idea is so precious, and the system claims it's alien and radical.
[00:18:34.733 --> 00:18:37.937]  The truth is, the system is what is alien and radical.
[00:18:37.997 --> 00:18:38.878]  I want you to comment on that.
[00:18:39.591 --> 00:18:49.120]  Well, there was an interesting column in the Washington Post recently where it was moaning and groaning about the horrible Secret Service scandal and the GSA scandal.
[00:18:49.440 --> 00:18:53.084]  These are so horrible, they would undermine people's trust in the government.
[00:18:53.104 --> 00:18:55.566]  Well, of course, people should have no trust in the government.
[00:18:56.607 --> 00:18:59.510]  Or rather, you can trust the government to always do the evil thing.
[00:19:04.312 --> 00:19:04.932]  I don't think so.
[00:19:35.759 --> 00:19:37.300]  We're all waiting patiently in line.
[00:19:37.340 --> 00:19:41.484]  We're afraid to look them in the eye, or maybe we're supposed to look them in the eye, or otherwise you're a terrorist.
[00:19:41.784 --> 00:19:46.268]  And the blue shirts can do whatever they want to you, to you, your children, your parents.
[00:19:47.069 --> 00:19:51.052]  You just have to go along, let them x-ray you, let them question you.
[00:19:51.533 --> 00:19:53.715]  You have no rights, and they've got total control.
[00:19:53.735 --> 00:19:54.796]  So that's what they want.
[00:19:54.856 --> 00:19:56.157]  It's off the chart.
[00:19:56.197 --> 00:20:00.461]  When we come back, I'm going to ask you, I don't know yet, what's number one on Luke Rockwell's
[00:20:01.141 --> 00:20:02.824]  Radar screen, LewRockwell.com.
[00:20:02.885 --> 00:20:07.293]  I'm Alex Jones of InfoWars.com and I got a bunch of other news we're gonna raise with Lew.
[00:20:07.733 --> 00:20:08.114]  Coming up!
[00:20:10.106 --> 00:20:15.369]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:20:15.610 --> 00:20:17.811]  Start purifying your water with ProPure.
[00:20:18.031 --> 00:20:26.977]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:20:27.137 --> 00:20:30.279]  Its filters are silver impregnated to prevent bacterial growth.
[00:20:30.579 --> 00:20:32.000]  There's no priming required.
[00:20:32.260 --> 00:20:34.302]  It's NSF-42 certified.
[00:20:34.542 --> 00:20:37.023]  Optional fluoride filters can reduce fluoride up to 95%.
[00:20:38.104 --> 00:20:39.425]  Easy to set up and use.
[00:20:39.625 --> 00:20:40.926]  Doesn't require electricity.
[00:20:41.046 --> 00:20:43.908]  Purify water from lakes, streams, ponds, and wells.
[00:20:44.209 --> 00:20:47.391]  This filter system leaves in beneficial minerals, which is key.
[00:20:47.591 --> 00:20:51.574]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:20:51.734 --> 00:20:54.336]  ProPure is the best gravity-fed filter out there.
[00:20:54.476 --> 00:20:55.777]  It's what my family uses.
[00:20:56.058 --> 00:21:01.942]  Infowars.com already has the lowest price on ProPure, but if you add the promo code WATER at checkout,
[00:21:02.042 --> 00:21:04.664]  You get an additional 10% off at InfoWars.com.
[00:21:04.704 --> 00:21:07.746]  You can also call to order.
[00:21:07.766 --> 00:21:08.146]  888-253-3139.
[00:21:08.806 --> 00:21:13.509]  HempUSA.org brings you pure camu berry powder.
[00:21:13.729 --> 00:21:17.772]  This revolutionary powder contains 50 times the vitamin C of an orange.
[00:21:17.992 --> 00:21:19.694]  Mixes with any juice or liquid.
[00:21:19.854 --> 00:21:22.436]  Has 227 servings per container.
[00:21:22.636 --> 00:21:25.079]  And is made from naturally grown camu berries.
[00:21:25.379 --> 00:21:27.421]  Not chemically produced in a laboratory.
[00:21:27.761 --> 00:21:29.723]  Order camu berry powder today!
[00:21:29.963 --> 00:21:38.631]  Call 908-691-2608 or visit hempusa.org and see what our powder, seeds and oil can do for you!
[00:21:39.031 --> 00:21:40.092]  Hi, this is Ted Anderson.
[00:21:40.272 --> 00:21:44.655]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:21:44.835 --> 00:21:50.539]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:21:50.639 --> 00:21:54.061]  Gold has outperformed paper investments, yet no word about IRAs.
[00:21:54.281 --> 00:21:56.883]  If you would like to have gold for your retirement, call 800-686-2237.
[00:21:57.003 --> 00:22:01.906]  Don't get left behind by rising inflation and low returns.
[00:22:02.066 --> 00:22:02.287]  Call 800-686-2237.
[00:22:02.307 --> 00:22:03.708]  Secure your future and call 1-800-686-2237.
[00:22:09.111 --> 00:22:14.112]  We all know that Berkey water purification systems are the most trusted name in water filtration.
[00:22:14.312 --> 00:22:23.455]  As an authorized Berkey dealer for over six years and serving thousands of satisfied customers, the Berkey guy offers amazing specials for Berkey water filtration systems.
[00:22:23.675 --> 00:22:37.718]  The Berkey light systems include a set of self-sterilizing and recleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and remove harmful chemicals such as herbicides and pesticides.
[00:22:37.998 --> 00:22:45.950]  Order the Berkey Light System today, complete with two black Berkey elements for only $231, and the Berkey Guy will ship your order free of charge.
[00:22:46.130 --> 00:22:51.698]  With the purchase of a Berkey Light, the Berkey Guy is also offering a set of fluoride and arsenic filters for only $39.99.
[00:22:53.120 --> 00:22:55.263]  That's over 30% off the retail price.
[00:22:55.464 --> 00:22:56.385]  Call the Berkey guy at 1-877-886-3653.
[00:22:56.405 --> 00:22:56.605]  That's 1-877-886-3653.
[00:22:56.625 --> 00:22:57.607]  Or order online at GoBerkey.com.
[00:22:57.667 --> 00:22:58.408]  That's GoBerkey.com today!
[00:23:09.031 --> 00:23:12.173]  In an emergency situation, would you drink contaminated water?
[00:23:12.613 --> 00:23:16.775]  You could, if you had the amazing LifeStraw from mypatriotsupply.com.
[00:23:17.095 --> 00:23:20.497]  LifeStraw is the most advanced personal water filter available today.
[00:23:20.797 --> 00:23:23.479]  It filters contaminated water from almost any source.
[00:23:23.799 --> 00:23:25.380]  LifeStraw is lightweight and compact.
[00:23:25.580 --> 00:23:28.563]  Perfect for hiking, camping, or in an emergency, like a flood.
[00:23:28.843 --> 00:23:33.267]  LifeStraw is easy to clean, comes with a one-year warranty, and has been used worldwide since 2005.
[00:23:34.368 --> 00:23:38.692]  Get the amazing LifeStraw Personal Water Filter at mypatriotsupply.com.
[00:23:38.852 --> 00:23:40.894]  Plus, check out Survival Seed Vault.
[00:23:40.914 --> 00:23:42.015]  20 seed varieties for only $37.95.
[00:23:42.095 --> 00:23:42.815]  Tattler canning lids.
[00:23:44.617 --> 00:23:50.380]  Long-term storable foods as low as $69.95 and much more at MyPatriotSupply.com.
[00:23:50.660 --> 00:23:52.741]  Enjoy stress-free shipping on all orders over $49.
[00:23:52.801 --> 00:23:55.142]  Call 866-229-0927 or visit MyPatriotSupply.com.
[00:23:55.182 --> 00:23:56.042]  That's 866-229-0927.
[00:23:56.103 --> 00:23:56.803]  MyPatriotSupply.com.
[00:23:56.943 --> 00:23:59.564]  For emergency preparedness, self-reliance and food independence.
[00:24:31.207 --> 00:24:37.710]  We will be victorious!
[00:24:41.832 --> 00:24:51.437]  I want to get into politics, the election with Lew Rockwell, who's a real expert on that, and the fact that Ron Paul has already won, as he wrote a few months ago in a piece.
[00:24:52.377 --> 00:24:57.840]  And I also want to read a quote out of Light and Liberty, Reflections on the Pursuit of Happiness, Thomas Jefferson.
[00:24:59.155 --> 00:25:02.036]  This is a book by Thomas Jefferson, re-edited and released.
[00:25:02.876 --> 00:25:04.897]  A guy came to my house and put this on my doorstep once.
[00:25:04.937 --> 00:25:06.638]  My wife got pretty mad, but it was a good book.
[00:25:07.798 --> 00:25:09.859]  Well, she had a 357 and told the guy to leave.
[00:25:09.899 --> 00:25:14.160]  He was knocking on our door at 10 o'clock at night, trying to give me this, but I didn't know how close he came.
[00:25:14.180 --> 00:25:16.021]  But not a good idea to come to my house.
[00:25:16.081 --> 00:25:16.681]  Side issue.
[00:25:17.662 --> 00:25:19.342]  Let's go back to Lou Rockwell.
[00:25:19.382 --> 00:25:22.003]  Lou, grab bag of everything going on right now.
[00:25:22.043 --> 00:25:23.804]  What's front and center on your radar screen?
[00:25:25.029 --> 00:25:38.034]  Well, it's, you know, so much bad that's happening, but I do notice, Ron Paul just wrote about this, in fact, that there's a new, remember the SOPA bill, S-O-P-A, that was designed to take control of the internet in the name of so-called intellectual property.
[00:25:38.534 --> 00:25:40.095]  That bill was defeated, thank goodness.
[00:25:40.655 --> 00:25:45.997]  Now there's another one, even a worse one, called CISPA, C-I-S-P-A, and these bills are both
[00:25:46.557 --> 00:26:08.607]  It's designed by the recording industry and the movie industry and by the NSA and the FBI and the CIA and all to work together to crush the Internet and to make sure that the movie industry and the recording industry can get what I would argue are unjust profits through the government.
[00:26:09.047 --> 00:26:15.230]  So it's in the name of stopping, you know, quote-unquote theft on the Internet that they want to take total
[00:26:15.230 --> 00:26:15.470]  We're good
[00:26:38.712 --> 00:26:46.133]  To such a horrendous extent, one of the excuses was to keep Mickey Mouse in copyright by the Disney Company.
[00:26:47.113 --> 00:26:52.574]  And Ronald Reagan was always sort of the agent of the Hollywood Mafia, among his other roles in life.
[00:26:53.254 --> 00:26:57.355]  And so he rolled over for them, and these things were put in.
[00:26:57.375 --> 00:26:58.815]  It keeps getting worse and worse.
[00:26:59.155 --> 00:27:00.896]  They keep extending their copyrights.
[00:27:02.696 --> 00:27:06.317]  They're trying to say now you can't show a newspaper on TV.
[00:27:06.557 --> 00:27:07.237]  The lawyers are.
[00:27:07.257 --> 00:27:08.317]  Of course, it's all made up.
[00:27:09.178 --> 00:27:15.205]  A lady called earlier and said the police are telling him, you're not allowed to defend yourself in your home anymore because of the Zimmerman case.
[00:27:15.665 --> 00:27:18.509]  And you've got to call, I mean, because a cop said so?
[00:27:18.549 --> 00:27:19.390]  That's just the way it is?
[00:27:19.410 --> 00:27:25.317]  We have the TSA invading flea markets looking for, you know, allegedly counterfeit shirts.
[00:27:25.917 --> 00:27:32.840]  That somebody's producing a shirt that might look like allegedly like, you know, a Gucci shirt or some expensive shirt.
[00:27:32.860 --> 00:27:34.300]  They were making an inexpensive shirt.
