[00:00:00.490 --> 00:00:01.832]  Direct from Austin.
[00:02:53.556 --> 00:02:55.057]  It must be behind that television.
[00:02:55.077 --> 00:02:55.857]  No, you can walk in front of it.
[00:02:56.923 --> 00:02:57.243]  No, no, no.
[00:02:57.283 --> 00:02:57.563]  It's fine.
[00:02:57.583 --> 00:02:58.424]  I've got to have it.
[00:02:58.444 --> 00:02:59.445]  I've just absolutely got to have it.
[00:02:59.945 --> 00:03:00.766]  You can walk in front of it.
[00:03:00.786 --> 00:03:01.146]  It's all right.
[00:03:02.307 --> 00:03:03.487]  Yeah, it must have fallen off the wall.
[00:03:04.428 --> 00:03:06.089]  And there it is, hiding back there.
[00:03:06.169 --> 00:03:11.913]  So when we go to break, we're going to come back and we'll review that coming up in the second hour.
[00:03:11.953 --> 00:03:12.113]  Here.
[00:03:12.713 --> 00:03:13.394]  I love it so much.
[00:03:13.434 --> 00:03:14.815]  I can just... Thank you.
[00:03:15.095 --> 00:03:16.056]  I can just have it right there.
[00:03:16.096 --> 00:03:16.616]  There you go.
[00:03:17.036 --> 00:03:17.457]  Mine.
[00:03:17.537 --> 00:03:18.297]  Now I feel good.
[00:03:18.617 --> 00:03:19.438]  I tell you, it's weird.
[00:03:19.838 --> 00:03:24.220]  I'm somebody who can get up and speak to 10,000 people, not even get upset or have butterflies anymore.
[00:03:24.240 --> 00:03:26.621]  I can go on national TV and be totally calm.
[00:03:27.361 --> 00:03:39.807]  And I've never really been an obsessive-compulsive type person, but so many thousands of times, looking at the camera, talking into the microphone, and having the clock on the wall, I absolutely could not continue on.
[00:03:39.847 --> 00:03:41.388]  It's like the lucky rabbit's foot or something.
[00:03:41.788 --> 00:03:43.889]  I didn't realize that until I looked over there and it wasn't there.
[00:03:43.909 --> 00:03:45.850]  And I just knew it had fallen behind.
[00:03:46.590 --> 00:03:47.511]  You see there and it was.
[00:03:47.551 --> 00:03:56.077]  I even knew it was resting over there behind that big giant television we use as a computer monitor so I can see the calls and stuff that are coming in.
[00:03:56.918 --> 00:04:02.763]  So it is October 14, 2012 and it is 4.03 and 53 seconds.
[00:04:03.283 --> 00:04:10.228]  We will officially start the broadcast when we come back in the next segment now that I have my teddy.
[00:04:11.923 --> 00:04:13.924]  Lovey, I need my clock.
[00:04:14.844 --> 00:04:16.464]  Thurston Howell III.
[00:04:16.704 --> 00:04:17.685]  What do you expect me to do?
[00:04:17.705 --> 00:04:22.446]  A radio show without my trusty clock?
[00:04:22.806 --> 00:04:25.887]  It's even got the weather on it if I hit the programming button.
[00:04:25.907 --> 00:04:28.427]  How else do we get reports from the mainland?
[00:04:28.447 --> 00:04:30.848]  Here on Gilligan's Island.
[00:04:31.868 --> 00:04:33.609]  Thurston Howell III.
[00:04:34.629 --> 00:04:37.950]  Okay, we're going to come right back after this quick break.
[00:04:39.246 --> 00:04:42.808]  In fact, I think the new thing I'm going to do is just have it right here with me while I broadcast.
[00:04:42.868 --> 00:04:46.370]  It's right next to me, just... All right, I'm going to get serious.
[00:04:47.090 --> 00:04:49.071]  Hey, race riots, are they coming?
[00:04:49.532 --> 00:05:00.118]  Thomas Sowell and many others say yes, and Twitter and Facebook are alive, flooded with threats that America will burn if Barry Sotero, a.k.a.
[00:05:00.178 --> 00:05:03.880]  Barack Obama, isn't elected our savior.
[00:05:04.660 --> 00:05:06.621]  And it looks bad because Romney's pulled ahead.
[00:05:34.880 --> 00:05:36.221]  Easy to set up and use.
[00:05:36.421 --> 00:05:37.721]  Doesn't require electricity.
[00:05:37.841 --> 00:05:40.702]  Purify water from lakes, streams, ponds, and wells.
[00:05:41.002 --> 00:05:44.164]  This filter system leaves in beneficial minerals, which is key.
[00:05:44.384 --> 00:05:46.164]  Save money by not buying bottled water.
[00:05:46.285 --> 00:05:48.365]  And avoid BPA that leaches from the plastic.
[00:05:48.525 --> 00:05:51.126]  ProPure is the best gravity-fed filter out there.
[00:05:51.266 --> 00:05:52.567]  It's what my family uses.
[00:05:52.847 --> 00:05:56.048]  Infowars.com already has the lowest price on ProPure.
[00:05:56.148 --> 00:06:01.790]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:06:01.991 --> 00:06:03.131]  You can also call to order.
[00:06:03.251 --> 00:06:03.871]  888-253-3139.
[00:06:03.992 --> 00:06:17.562]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[00:06:34.884 --> 00:06:38.847]  Monday through Friday from 11 a.m.
[00:06:38.867 --> 00:06:39.507]  to 2 p.m.
[00:06:39.568 --> 00:06:40.949]  Central, 12 noon to 3 p.m.
[00:06:41.009 --> 00:06:41.369]  Eastern.
[00:06:41.789 --> 00:06:44.751]  We're on the radio live, but that is enough for me.
[00:06:44.771 --> 00:06:53.778]  I come in Sunday with my trusty crew and we come to you live 4 to 6 Central, 5 to 7 Eastern, 2 to 4 Pacific, 3 to 5 Mountain.
[00:06:57.981 --> 00:07:20.511]  And it is the 14th day of October 2012 on this live Sunday broadcast and we're only, I don't know, three weeks or so away now in the true final stretch of election 2012 and the whole world is watching because both men are globalists, both men have stated they're anti-gun.
[00:07:21.431 --> 00:07:25.453]  Both men have stated they like corporate welfare and promise people all sorts of free goodies.
[00:07:25.793 --> 00:07:32.257]  But at least Mitt Romney has to say, as a supposed Republican, that he's pro-free market and that small businesses are good.
[00:07:32.717 --> 00:07:33.978]  And that cutting taxes is good.
[00:07:34.698 --> 00:07:37.240]  Yeah, unless you want to wreck an economy to consolidate it.
[00:07:37.620 --> 00:07:39.141]  Everybody knows you raise taxes.
[00:07:40.321 --> 00:07:46.747]  Long term, 100% of the time, if you raise taxes long term too much, it will reduce tax revenue.
[00:07:47.247 --> 00:07:51.050]  So why do they raise taxes every year in California for the last 50 years straight?
[00:07:51.390 --> 00:07:56.514]  Because it's about only the big boys who write the laws being exempt from that.
[00:07:56.855 --> 00:07:57.735]  Same thing in France.
[00:07:58.036 --> 00:08:01.038]  You don't think everybody's paying 80-something percent taxes, do you?
[00:08:01.579 --> 00:08:02.579]  No, no, no, no, no, no.
[00:08:02.880 --> 00:08:05.542]  Globalists have written the laws where they are exempt.
[00:08:06.727 --> 00:08:08.728]  Okay, that's what we're talking about here.
[00:08:08.748 --> 00:08:12.349]  That's what other mainline conservative talk show hosts won't tell you.
[00:08:12.529 --> 00:08:17.451]  Liberals say get rid of all money, all private property, communism is wonderful.
[00:08:17.571 --> 00:08:18.872]  At their core, that's what they push.
[00:08:20.072 --> 00:08:21.393]  And that all corporations are bad.
[00:08:22.073 --> 00:08:27.996]  Right-wingers, they say all corporations are good and wonderful and no, that's not true either.
[00:08:28.036 --> 00:08:30.617]  A lot of corporations are predatory and work with government.
[00:08:31.017 --> 00:08:33.598]  So we'll never change things when the terms are all scrambled.
[00:08:34.508 --> 00:08:37.809]  Well, this is going to be a very important broadcast today.
[00:08:38.389 --> 00:08:49.891]  Our top story I'm getting to in a moment has also been the top story the last day and a half at DrudgeReport.com, and it's now moved to the middle of DrudgeReport.com, the middle top story.
[00:08:50.452 --> 00:09:00.774]  I say that because it's already scrolled off the main page of InfoWars.com, but I had the Sunday webmaster, Don Salazar, repost it in the guest
[00:09:01.838 --> 00:09:23.593]  radio box, show, guide, area, is a link to the report from the Economic Collapse blog and Michael Schneider that we syndicate at Infowars.com and it covers, will the election results cause massive riots to erupt all over America?
[00:09:25.231 --> 00:09:31.554]  And I did a little research to add to the article at the bottom in a video I shot yesterday.
[00:09:32.434 --> 00:09:44.820]  And I found, I don't know, professor, researcher, journalist Thomas Sowell over at Creator Syndicate writing, are race riots coming?
[00:09:45.180 --> 00:09:53.404]  We have a clip of him on the Syndicated Radio, we'll play it in a little while, breaking all of that down.
[00:09:54.144 --> 00:09:55.065]  We're good to go.
[00:10:11.588 --> 00:10:11.948]  Here it is.
[00:10:11.968 --> 00:10:13.249]  I just wanted to give credit to it.
[00:10:13.969 --> 00:10:18.690]  He was on a KABC talk show covering that.
[00:10:18.730 --> 00:10:21.111]  That's the source of that that's coming up in the next segment.
[00:10:21.131 --> 00:10:22.012]  I'll play a few minutes of this.
[00:10:22.352 --> 00:10:26.233]  Thomas Sowell race riots while Obama loses at the Western Journalism Center.
[00:10:26.293 --> 00:10:40.958]  I found that clip from three days ago and posted that because, you know, it's not just the article that we ran by Michael Schneider that's excellent showing on Twitter and Facebook where people are saying, you know, we're going to go out and riot and burn stuff basically if Obama doesn't
[00:10:41.418 --> 00:10:59.210]  When I went out myself and searched it, and found it all over, and when I shot a video about it yesterday, with the headline, threats of riots if Obama loses, flood the internet, there were a bunch of commenters there.
[00:10:59.230 --> 00:11:08.257]  And you go to their channels, they're real people, saying we're going to burn stuff, we're going to riot if Obama doesn't win.
[00:11:10.506 --> 00:11:17.014]  You know, I'm not saying you should riot ever, but what about rioting over the NDAA, the government saying they'll secretly kill citizens whenever they want?
[00:11:17.254 --> 00:11:21.859]  Or the NSA publicly spying on us illegally and not getting in trouble?
[00:11:22.020 --> 00:11:25.223]  Or the government ordering the torture of children in front of their parents?
[00:11:25.564 --> 00:11:26.725]  That's in the Army's own report.
[00:11:29.847 --> 00:11:35.973]  Why don't black folks riot over 52% of black babies never being born since Roe v. Wade and being aborted?
[00:11:36.814 --> 00:11:40.898]  I'm not saying you should riot, but I mean, I'm upset about it and I'm not black.
[00:11:40.998 --> 00:11:42.319]  I think it's pretty darn horrible.
[00:11:43.380 --> 00:11:52.989]  But let me tell you, this is a real issue because you've already got all sorts of racially motivated attacks increasing in this country because it's politically correct and cool to do black on white.
[00:11:53.189 --> 00:12:09.856]  That's all over local news here and there, never really makes it to national news, but you've seen the cases that mainstream media can't block out, increasing at public events, at city events, at events in downtown areas, all over the country.
[00:12:11.361 --> 00:12:16.743]  Racially motivated mobs of people attacking mainly, well, the white devils whenever they're out on the streets.
[00:12:16.803 --> 00:12:21.924]  And Thomas Sowell writes about that in his article at Creators Syndicate that's syndicated.
[00:12:23.325 --> 00:12:25.425]  You know, going over examples of this.
[00:12:26.086 --> 00:12:29.207]  And now even members of newspapers and TV have been attacked.
[00:12:29.287 --> 00:12:33.448]  And the TV stations and newspapers say, we cannot report that's politically incorrect.
[00:12:33.868 --> 00:12:35.349]  So you've got that component.
[00:12:35.369 --> 00:12:36.409]  You've got the depression.
[00:12:37.796 --> 00:12:41.359]  That this country's really been in, in many sectors of the economy, in many areas.
[00:12:41.679 --> 00:12:43.860]  A recession for some, a depression for many others.
[00:12:44.581 --> 00:12:52.347]  John Williams of Shadow Stats and other economists, former head of the Treasury and Policy, Dr. Paul Craig Roberts here has said it's a depression.
[00:12:52.767 --> 00:12:57.711]  All the economists we've had on, they've got fake economic numbers they put out, that that's been exposed.
[00:12:58.883 --> 00:13:16.282]  You add the economic worldwide meltdown that's happening, you add the gangbanger culture that's got poor people in urban areas, predominantly black, killing each other at record numbers, even per square mile more dangerous than Mexico, most dangerous place in the world.
[00:13:17.263 --> 00:13:18.444]  Is now Chicago.
[00:13:18.484 --> 00:13:21.347]  The most dangerous country in the world is Mexico.
[00:13:21.847 --> 00:13:23.609]  Per capita, more dangerous than Syria.
[00:13:23.629 --> 00:13:25.551]  It's in the middle of a proxy war.
[00:13:26.011 --> 00:13:26.872]  Staged civil war.
[00:13:27.192 --> 00:13:28.553]  We've got that coming up in the news.
[00:13:28.953 --> 00:13:33.918]  So you've got all of these ingredients percolating around.
[00:13:34.858 --> 00:13:40.063]  And the police in Detroit putting up signs saying, enter Detroit at your own risk.
[00:13:40.683 --> 00:13:42.405]  We cannot maintain law and order.
[00:13:42.565 --> 00:13:43.406]  Things are imploding.
[00:13:44.892 --> 00:13:49.256]  But you still got federal grants for your anti-gun program to go after law-abiding citizens with guns.
[00:13:49.557 --> 00:13:51.579]  Just like Chicago has a gun ban.
[00:13:52.279 --> 00:14:08.836]  And then you got the gangster-in-chief there, Rahm Emanuel, of Chicagoland Gangsterville, running around saying, oh, we want the public to go online to the city website, he said two weeks ago, and tell us why you think things are so violent.
[00:14:11.425 --> 00:14:20.034]  Well, you've hung out signs saying criminals nationwide, come to a big city, get free welfare, beat up whoever you want on the subways.
[00:14:20.315 --> 00:14:29.664]  All the famous videos that they post on the gangster type sites, beating up old people, walking up to old men and sucker punching them and knocking them out.
[00:14:30.405 --> 00:14:41.232]  You get extra media attention if the person happens to be white, but they also beat up black people, Hispanics, and predominantly it's young black males doing it.
[00:14:41.672 --> 00:14:51.638]  You've got this culture being force-fed and pushed by the media, by MTV, by all of it, and now it's spilling out into all racial groups.
[00:14:52.438 --> 00:14:58.702]  And it's despicable what's happened, and it's disgusting, and it's bad for every community in this country.
[00:14:59.383 --> 00:15:05.727]  And now we've got open calls, and this is linked in the article at InfoWars.com.
[00:15:07.148 --> 00:15:11.932]  Will the election results cause massive riots to erupt all over America?
[00:15:13.052 --> 00:15:17.756]  And again, that's Michael Schneider of the EconomicCollapseBlog.com, I think is the
[00:15:18.894 --> 00:15:22.056]  Address of that, but I'll give that to you after the break if you want to go to the site itself.
[00:15:22.076 --> 00:15:23.616]  I'll also have it linked there.
[00:15:24.617 --> 00:15:25.778]  Yes, blog.com.
[00:15:26.158 --> 00:15:27.418]  TheEconomicClassBlog.com.
[00:15:27.458 --> 00:15:34.662]  We have it up at InfoWars.com with a bunch of examples linking to Twitter where it's being saying, if Romney wins, I'm starting a riot.
[00:15:34.942 --> 00:15:35.483]  Who's with me?
[00:15:35.503 --> 00:15:37.304]  You know, stuff like that with the links.
[00:15:37.664 --> 00:15:40.125]  And I've got Watson doing a big article with a bunch of other examples.
[00:15:40.505 --> 00:15:43.587]  Then we've got Thomas Sowell saying the same thing.
[00:15:44.267 --> 00:15:55.292]  And then we've got the chicagonow.com riots to follow the election and Examiner newspaper Twitter explodes with threats of riots with all the links to it.
[00:15:56.132 --> 00:16:06.597]  That is just some of the reports we're going to be going over and it looks like it may happen because Mitt Romney and a whole bunch of major polls has now pulled ahead of Obama clearly.
[00:16:08.018 --> 00:16:09.999]  Cold and flu season is upon us.
[00:16:10.499 --> 00:16:16.343]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial.
[00:16:16.743 --> 00:16:27.889]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, as well as help improve wound healing.
[00:16:28.449 --> 00:16:37.514]  Silver Sol technology is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases, like strep throat, staph,
[00:16:37.754 --> 00:16:41.035]  Pneumonia, colds, flus and other harmful pathogens.
[00:16:41.475 --> 00:16:53.737]  This new technology is much more effective than colloidal or ionic silvers and has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of older solutions.
[00:16:54.438 --> 00:16:57.598]  Supernatural Silver is what you need for any emergency.
[00:16:58.098 --> 00:17:05.360]  Go to SupernaturalSilver.com today and use the promo code AlexSays for 20% off and like us on Facebook.
[00:17:09.824 --> 00:17:17.490]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:17:17.930 --> 00:17:21.573]  Alex and his staff have used these pure soap products for years.
[00:17:22.013 --> 00:17:28.838]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:17:29.319 --> 00:17:32.121]  See them on the web at 5starsoap.com.
[00:17:32.341 --> 00:17:36.845]  Or call 800-340-7091 for a free catalog.
[00:17:37.165 --> 00:17:42.829]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:17:43.110 --> 00:17:48.214]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:17:48.514 --> 00:17:50.155]  This is an amazing deal.
[00:17:50.496 --> 00:17:55.139]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:17:55.740 --> 00:17:57.902]  See them on the web at 5starsoap.com.
[00:17:58.462 --> 00:18:00.206]  Or call 800-340-7091 for a free catalog.
[00:18:07.403 --> 00:18:13.568]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[00:18:13.928 --> 00:18:16.310]  78% of the Midwest corn belt is in drought conditions.
[00:18:16.530 --> 00:18:21.614]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[00:18:21.914 --> 00:18:26.618]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[00:18:26.878 --> 00:18:34.184]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods or meat foods direct now.
[00:18:34.504 --> 00:18:38.206]  As the price of raw ingredients increases, eFoods will have to raise prices, too.
[00:18:38.386 --> 00:18:39.967]  Now is the time to get your supply.
[00:18:40.167 --> 00:18:44.029]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[00:18:44.189 --> 00:18:46.810]  You know about their delicious, long-term, storable foods.
[00:18:47.090 --> 00:18:49.731]  The fact is, you can eat at any time to save money today.
[00:18:49.871 --> 00:18:54.293]  And because it stores for 25 years, you're locking in today's prices and avoiding the rising food costs.
[00:18:54.433 --> 00:18:54.954]  Don't wait!
[00:18:55.094 --> 00:18:56.954]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[00:18:56.974 --> 00:18:57.115]  Call 800-409-5633.
[00:19:02.577 --> 00:19:04.679]  Or eFoodsDirect.com forward slash Alex.
[00:19:04.839 --> 00:19:06.681]  You can bet your life on eFoodsDirect.
[00:19:07.241 --> 00:19:07.982]  Aaron Fullin here.
[00:19:08.262 --> 00:19:19.593]  As the food police shut down food co-ops, the Amish, and small farmers, Americans are losing access, not just to raw milk and homemade cheeses, but to healthy home-crafted sources for fermented foods like sauerkraut, yogurt, and kefir.
[00:19:19.833 --> 00:19:23.694]  It seems there's a war on life-giving foods with living enzymes and healthy bacteria.
[00:19:23.894 --> 00:19:26.395]  But frankly, I'm not sure what the food police are so afraid of.
[00:19:26.655 --> 00:19:34.298]  These remarkable foods have been around since the beginning of history, with archaeological evidence for fermented foods and beverages being found across the globe in almost every culture.
[00:19:34.538 --> 00:19:42.041]  Even today, Japanese eat miso, Africans eat fermented porridges, Koreans eat kimchi, and in India, fermented milk is a staple for healthy living.
[00:19:42.341 --> 00:19:43.261]  But here's some good news.
[00:19:43.461 --> 00:19:49.322]  Self-reliant Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[00:19:49.683 --> 00:19:52.723]  Since it's still legal to make these foods as long as you can make them yourself.
[00:19:53.003 --> 00:19:55.684]  For more information, check out fermentationfactor.com.
[00:19:55.844 --> 00:19:57.604]  That's fermentationfactor.com.
[00:19:57.864 --> 00:20:00.205]  It's easy to create your own powerful fermented foods.
[00:20:00.285 --> 00:20:03.885]  And you can do it by going to www.fermentationfactor.com.
[00:20:03.985 --> 00:20:06.706]  That's www.fermentationfactor.com.
[00:20:08.976 --> 00:20:11.859]  Coast to coast, direct from Austin.
[00:20:12.579 --> 00:20:16.663]  You're listening to the Alex Jones Broadcasting Network.
[00:20:18.224 --> 00:20:23.269]  From the front lines of the information war, it's Alex Jones.
[00:20:26.311 --> 00:20:29.833]  Yes, my friends, we are back, and thank you so much for joining us.
[00:20:29.913 --> 00:20:51.648]  Journalist John Rappaport will be joining us coming up in the second hour, and we'll open the phones up then as well to break down, in the last week, hundreds of articles, including five different ones I saw in the New York Times this week, saying drug all kids in school with Ritalin, Prozac, and other speed and psychotropic-type drugs.
[00:20:51.988 --> 00:20:53.449]  And, of course, Big Pharma wrote this.
[00:20:53.469 --> 00:20:55.991]  They were just going to say half the kids are now mentally ill.
[00:20:56.551 --> 00:21:00.233]  But people said, well, half of them aren't mentally ill because they got 20% on drugs right now.
[00:21:00.713 --> 00:21:03.175]  We'll just say you all need to be on drugs and statins.
[00:21:04.115 --> 00:21:11.039]  And of course, sudden infant death syndrome, I've got studies here, they've done this for 20 years more, is mainly caused by vaccines.
[00:21:11.579 --> 00:21:13.120]  They do autopsies and find it out.
[00:21:13.180 --> 00:21:15.742]  The federal government quietly pays people off.
[00:21:17.042 --> 00:21:18.443]  But they've got some news on that.
[00:21:18.523 --> 00:21:20.524]  Now they shoot the babies up and then they die.
[00:21:20.544 --> 00:21:24.246]  And their heart rate goes up, their breathing goes up, and well, they die.
[00:21:24.306 --> 00:21:27.388]  But vaccines are good because Big Pharma says so.
[00:21:28.269 --> 00:21:39.915]  So we're going to be breaking all of that down as well in the serious situation in Syria, where they're now doing a no-fly zone over parts of it and over Turkey.
[00:21:39.935 --> 00:21:44.918]  They're grabbing and forcing down Russian aircraft, passenger liners.
[00:21:45.998 --> 00:21:46.259]  U.S.
[00:21:46.279 --> 00:21:56.106]  troops are fighting under NATO against Russian troops in Syria, and our troops are fighting alongside Al-Qaeda, that is the main jihadi force that our government's brought into the area.
[00:21:56.486 --> 00:21:57.987]  It is off the charts immoral.
[00:21:58.467 --> 00:21:59.448]  And it's in the newspaper.
[00:21:59.488 --> 00:22:01.509]  They, oh, Al-Qaeda's helping.
[00:22:02.810 --> 00:22:03.931]  Just totally immoral.
[00:22:04.912 --> 00:22:05.932]  Off the charts evil.
[00:22:05.952 --> 00:22:08.334]  We're going to be looking at all of that.
[00:22:08.354 --> 00:22:13.738]  I want to play a clip here from KABC with Larry Elder interviews.
[00:22:15.339 --> 00:22:28.784]  Thomas Sowell, again, journalist, professor, you name it, who predicts that if Obama loses, just because people are dependent on welfare, they're going to perceive the fact that they are being cut off the gravy train.
[00:22:30.029 --> 00:22:32.391]  Folks, you know that I don't demonize the welfare people.
[00:22:32.431 --> 00:22:33.311]  I think they're pitiful.
[00:22:33.472 --> 00:22:35.253]  They've de-industrialized this country.
[00:22:35.633 --> 00:22:37.334]  They've tried to force people onto food stamps.
[00:22:37.715 --> 00:22:42.758]  The food stamp program has doubled from 20-something million to almost 50 million.
[00:22:42.838 --> 00:22:46.461]  It's like 49 million and change since Obama got in.
[00:22:46.481 --> 00:22:51.324]  He has the nerve to say that you didn't build your own small business.
[00:22:51.385 --> 00:22:54.287]  I mean, it's like having Fidel Castro as president.
[00:22:56.823 --> 00:23:00.045]  It's just incredible, the things we hear coming out of a U.S.
[00:23:00.085 --> 00:23:01.826]  President's mouth.
[00:23:02.387 --> 00:23:07.970]  I'm not predicting there will be racially motivated riots in this country, but I certainly hope there isn't.
[00:23:08.291 --> 00:23:11.693]  And I think we do have the atmosphere there where this could happen.
[00:23:12.153 --> 00:23:14.075]  I know of the police, like we saw in the L.A.
[00:23:14.115 --> 00:23:22.820]  riots a few decades ago, if they stand down, if there's any looting, or if a car gets dumped over or something, then it will spread.
[00:23:23.481 --> 00:23:26.663]  If the police pull back, like they do, politically correct,
[00:23:28.204 --> 00:23:34.566]  And of course, that may happen because the power structure wants to use this as a pretext to take liberties of the American people.
[00:23:35.586 --> 00:23:42.529]  But watching inner city folks burn down their own neighborhoods as a form of protest is very, very sad.
[00:23:42.549 --> 00:23:43.529]  A lot of people laugh at it.
[00:23:43.629 --> 00:23:46.650]  I don't think it's funny because I want everyone to be empowered.
[00:23:47.170 --> 00:23:49.511]  I want to get our country back and its dependency.
[00:23:51.972 --> 00:23:54.414]  Intercity areas get burned out.
[00:23:54.935 --> 00:23:59.679]  The big government types love that because now there's no businesses and all those people have is welfare.
[00:24:01.020 --> 00:24:11.369]  And I watch MSNBC sometimes and all it is is race baiting and race card and you're a racist if you don't like government health care and you're a racist if you don't vote for Obama and...
[00:24:12.600 --> 00:24:21.466]  It is so despicable that in the name of fighting racism that I think is just, you know, racism is just mindless and stupid and is used to control us.
[00:24:21.526 --> 00:24:22.386]  It's divide and conquer.
[00:24:22.406 --> 00:24:25.408]  I'm totally against racism, tribalism, all this garbage.
[00:24:26.269 --> 00:24:35.355]  But when people are politically correct and think they can be racist against you because, well, you're the bad guy, you're the white guy, it forces you into the debate.
[00:24:35.875 --> 00:24:37.316]  And that's what the globalists want.
[00:24:38.096 --> 00:24:40.178]  But if you look at the poverty types,
[00:24:43.015 --> 00:24:43.816]  All of them.
[00:24:44.116 --> 00:24:49.279]  Slimeball, Chris Matthews, Mr. Maddow, I mean, Ms.
[00:24:49.319 --> 00:24:50.320]  Maddow, Rachel Maddow.
[00:24:50.720 --> 00:24:54.142]  You look at those people, all they're doing is injecting racial division.
[00:24:54.643 --> 00:24:56.424]  All day long they're making everything racial.
[00:24:57.004 --> 00:24:59.286]  And so people then watch that and believe.
[00:25:00.256 --> 00:25:04.040]  That, well, I've got a get-out-of-jail-free card.
[00:25:04.420 --> 00:25:05.681]  I should go out and riot.
[00:25:06.022 --> 00:25:07.723]  I should go out and engage in these things.
[00:25:07.943 --> 00:25:10.166]  And look who used to call for riots in New York City.
[00:25:10.826 --> 00:25:11.947]  And who used to stir stuff up.
[00:25:12.628 --> 00:25:13.349]  Al Sharpton.
[00:25:13.369 --> 00:25:16.812]  Well, he's now one of the biggest hosts on MSNBC.
[00:25:17.232 --> 00:25:19.375]  And it doesn't empower anybody.
[00:25:20.055 --> 00:25:23.939]  In fact, all it does is create more division and make groups of people be afraid of each other.
[00:25:24.679 --> 00:25:30.483]  And that's exactly what big government wants, to keep everybody in their ghettos, in their barrios, in their neighborhoods.
