[00:00:00.049 --> 00:00:00.731]  We're good to go.
[00:04:21.379 --> 00:04:32.805]  It's really gotten to a bad state of affairs, hasn't it, when we have to assert our rights because we've taken the assumption that everything is prohibited unless expressly permitted by our federal government.
[00:04:33.885 --> 00:04:37.007]  But we've also had some other initiatives on medical marijuana.
[00:04:39.446 --> 00:04:46.376]  Interesting, because there's several states, there's about 16 states that currently have medical marijuana available.
[00:04:47.057 --> 00:04:54.387]  The first one in Montana, they actually put some additional restrictions on medical marijuana, which is going to make it tighter.
[00:04:55.308 --> 00:05:01.253]  Arkansas failed to pass a medical marijuana initiative, but in Massachusetts they passed one.
[00:05:01.413 --> 00:05:09.340]  And the real interesting thing was there's three states, Oregon, Colorado, and Washington, where they actually legalized marijuana.
[00:05:09.380 --> 00:05:13.124]  They went beyond just medical marijuana use to full legalization.
[00:05:14.604 --> 00:05:19.826]  Oregon did not pass it, but they do still have medical marijuana available in Oregon.
[00:05:20.586 --> 00:05:36.372]  But in Colorado and Washington, recreational use of marijuana has been passed, so that's going to be real interesting to see what happens when the federal government starts to come in and assert their DEA authority, which they don't really have constitutional authority to do that.
[00:05:37.813 --> 00:05:43.996]  Also, in five Michigan cities, marijuana legalization or decriminalization went 5-for-5.
[00:05:44.556 --> 00:05:49.238]  In Detroit, Measure M removed criminal penalties for possession of less than an ounce.
[00:05:49.858 --> 00:05:53.280]  Same thing in Flint, decriminalized possession of less than an ounce.
[00:05:53.760 --> 00:05:55.461]  Both of those measures passed by about 60%.
[00:05:55.621 --> 00:06:01.404]  In Kalamazoo, they're going to allow three medical marijuana dispensaries.
[00:06:01.464 --> 00:06:02.265]  That got 64% of the vote.
[00:06:03.665 --> 00:06:09.210]  In Grand Rapids, they have an initiative that makes possession of marijuana a civil rather than a criminal offense.
[00:06:09.410 --> 00:06:10.912]  That got 59% of the vote.
[00:06:11.272 --> 00:06:19.419]  And in Ypsilanti, Michigan, they have a measure that says enforcement of marijuana laws will be the city's quote lowest law enforcement priority.
[00:06:20.445 --> 00:06:42.006]  That's interesting because if you look at the, actually it was just on October the 29th, the FBI released some statistics that said that there's a marijuana arrest in this country once every 47 seconds and half of all drug-related arrests involve marijuana and 82% of all drug arrests were for small amounts.
[00:06:42.666 --> 00:06:44.208]  So that's going to have effect on
[00:06:45.015 --> 00:06:45.676]  On everybody.
[00:06:46.056 --> 00:06:53.541]  You know, we all have to pay, whether we use marijuana or not, we all have to pay for the court system, the law enforcement system, and to lock people up.
[00:06:54.062 --> 00:06:59.886]  And we really have to think, is that really something that is a good use of our money in these tough financial times?
[00:07:00.506 --> 00:07:02.288]  But it's also a constitutional issue.
[00:07:02.308 --> 00:07:06.971]  You know, I care about this not because I have a really a dog in the fight for marijuana.
[00:07:07.632 --> 00:07:09.813]  We don't have anybody that's sick in our family that needs it.
[00:07:09.833 --> 00:07:10.994]  We don't use it recreationally.
[00:07:11.555 --> 00:07:13.276]  But you know, it's a constitutional issue.
[00:07:13.812 --> 00:07:16.815]  The 18th Amendment was required to prohibit alcohol.
[00:07:17.336 --> 00:07:21.080]  Where is the Constitutional Amendment to prohibit marijuana?
[00:07:21.861 --> 00:07:22.422]  It's not there.
[00:07:23.443 --> 00:07:26.026]  It's something that we all should be upset about.
[00:07:27.052 --> 00:07:36.814]  And, you know, I think as I look at the drug war, we've gone from a situation, the drug war was pretty much characterized by the confiscation of property without due process.
[00:07:37.594 --> 00:07:40.455]  That was kind of a hallmark of the war on drugs.
[00:07:41.035 --> 00:07:42.235]  Now we've gone to the war on terror.
[00:07:42.655 --> 00:07:45.396]  And what we're doing now is we're arresting people.
[00:07:45.476 --> 00:07:48.937]  We're taking people away without due process, not just their property.
[00:07:48.957 --> 00:07:53.838]  The related story, Prop 37,
[00:07:55.733 --> 00:08:09.244]  It doesn't really set up any conflict between the states and the federal government, but Prop 37 was something that we were all watching very carefully here at InfoWars because we care deeply about the quality of our food and the freedom to make informed choices.
[00:08:09.804 --> 00:08:15.449]  Prop 37 in California would have required labeling that would truthfully tell people what's in their food.
[00:08:16.135 --> 00:08:26.080]  If they have GMO in the food, it would be required to say that just as they're required to tell us if they've got sugar or they've got salt or if they've got any other chemicals in it.
[00:08:26.701 --> 00:08:34.086]  And yet we're told that that did not pass in California, that people really don't care to know what's in their food.
[00:08:35.146 --> 00:08:37.408]  And yet, you know, perhaps that is true.
[00:08:37.468 --> 00:08:45.753]  Maybe it really wasn't a rigged election because in California they voted for both death and taxes and other propositions.
[00:08:45.793 --> 00:08:46.873]  They voted Prop 30.
[00:08:47.233 --> 00:08:51.196]  They voted to increase their tax rates on income and sales tax.
[00:08:52.020 --> 00:08:55.041]  And in Prop 34, they voted against banning the death penalty.
[00:08:55.101 --> 00:08:58.541]  So if they're for death and taxes, maybe they don't really want to know what's in their food.
[00:08:59.082 --> 00:09:13.404]  But we were all hoping that it would be a landmark decision, that once it was a law in California that they would have to truthfully label all the ingredients and the quality of the ingredients in their products, that that would trickle down the rest of the country.
[00:09:13.485 --> 00:09:14.725]  But that was defeated.
[00:09:14.765 --> 00:09:20.266]  And at the last minute, it had a huge lead, but just before the election, the polls pulled even.
[00:09:20.906 --> 00:09:24.169]  Which makes it very easy to rig an election.
[00:09:24.629 --> 00:09:34.358]  And one of the things we look at, last night we looked at OpenSecrets.org, which looks at the money trail on candidates.
[00:09:34.858 --> 00:09:43.586]  And we saw that in agribusiness, they didn't actually, agribusiness didn't actually contribute that much in the aggregate to Obama and to Romney.
[00:09:43.886 --> 00:09:47.229]  Their combined contributions to both candidates were only about $8 million.
[00:09:48.690 --> 00:09:51.971]  And yet, in California, they spent over $45 million.
[00:09:52.231 --> 00:09:55.171]  And that's just six companies out of the agribusiness sector.
[00:09:56.091 --> 00:10:00.892]  Six companies spent over $45 million to keep people from knowing what they're putting in your food.
[00:10:02.013 --> 00:10:03.973]  That's really a sad situation.
[00:10:04.013 --> 00:10:14.075]  But as Bev Harris pointed out earlier today in an interview with Alex Jones, we still don't necessarily know because there's 25% of the votes that haven't even been counted yet in California.
[00:10:15.183 --> 00:10:19.886]  That's just part of the concern that we have with the election.
[00:10:19.926 --> 00:10:23.369]  A lot of people are looking at, you know, did Obama win?
[00:10:23.389 --> 00:10:24.129]  Did Romney win?
[00:10:24.149 --> 00:10:24.990]  Which states did they win?
[00:10:26.104 --> 00:10:31.348]  I think the big story here is the actual voting process, the actual election fraud.
[00:10:31.988 --> 00:10:34.710]  You know, we hear all these stories about voter ID.
[00:10:35.771 --> 00:10:40.934]  You know, there's no identification in most locations of voters when they walk in.
[00:10:40.954 --> 00:10:42.435]  They just give a name and an address.
[00:10:43.276 --> 00:10:48.239]  In my former home state of North Carolina, some people that we knew indirectly,
[00:10:49.920 --> 00:10:55.963]  A fellow came in to vote and he was told that his deceased mother had just been in and voted.
[00:10:56.844 --> 00:10:58.324]  She died six years earlier.
[00:10:58.785 --> 00:11:04.287]  There's 112 year old voters who are voting by thousands in North Carolina because they're not purging the rolls.
[00:11:04.368 --> 00:11:08.470]  But the real thing, that is the real story here, are the voting machines.
[00:11:09.310 --> 00:11:16.334]  Even the mainstream media is covering all the long lines and broken machines and the vote flipping that is happening.
[00:11:16.694 --> 00:11:19.035]  With that people vote for one candidate and they get another candidate.
[00:11:19.515 --> 00:11:24.457]  As we said last night, it's really kind of a metaphor for the elections themselves and for government itself.
[00:11:24.897 --> 00:11:26.278]  You know, it's very complicated.
[00:11:26.458 --> 00:11:28.079]  These voting machines are very complicated.
[00:11:28.099 --> 00:11:29.319]  They're very expensive.
[00:11:29.359 --> 00:11:30.860]  They give you the opposite of what you pick.
[00:11:31.460 --> 00:11:32.941]  And they're very easily corrupted.
[00:11:33.301 --> 00:11:42.485]  And that's, you know, it's unfortunate that we can't go to a much simpler, more transparent system than these complicated hidden voting machines.
[00:11:43.751 --> 00:11:49.234]  I think that elections are probably the least effective way for us to control government at this point.
[00:11:49.974 --> 00:11:54.716]  And the dishonest elections start way before we get to the voting booth.
[00:11:55.597 --> 00:12:02.880]  As we've all seen, especially with Ron Paul inside the GOP, we all saw the corruption that was happening during the primaries.
[00:12:03.660 --> 00:12:07.543]  But a lot of people don't see what happens to people who are outside of the parties.
[00:12:08.483 --> 00:12:10.064]  It's the ballot access laws.
[00:12:10.424 --> 00:12:15.267]  It's the debate access restrictions that are enacted that basically shut down debate.
[00:12:15.287 --> 00:12:30.417]  You know, if you have just a two-party system, you can get this Hegelian dialectic that's very easy to control, and you can also paint the other guy as a demon, so that even if you don't like your own candidate of your party, if you're one of the two parties, you're afraid that the other guy is going to win.
[00:12:31.423 --> 00:12:35.126]  That dynamic would completely change if you had three or four candidates in there.
[00:12:35.186 --> 00:12:37.408]  You can't just paint the other guy as a bad guy.
[00:12:37.428 --> 00:12:39.430]  You actually have to talk somewhat about issues.
[00:12:40.131 --> 00:12:45.636]  And so it would be a great thing to reform the political system if we could open it up.
[00:12:46.181 --> 00:12:54.266]  But you know, we might even say, even for people who think that we should only have two parties, at this point we might need to say, are these two parties the right two parties?
[00:12:55.046 --> 00:13:08.393]  You know, the Green Party, for instance, could replace the Democrat Party, or the Libertarian Party replace the GOP, but that's just simply not going to happen because of the corruption and the power that's in these two systems.
[00:13:09.274 --> 00:13:10.415]  A related article to that,
[00:13:11.917 --> 00:13:22.486]  The Lou Rockwell blog had a writer, Ryan McMakin, this article is on InfoWars, and he talks about the GOP being in deep trouble and how good Ron Paul is looking after this election.
[00:13:22.907 --> 00:13:32.555]  And he writes, Romney lost today to a guy who is overseeing a horrible economy, prosecuting unpopular wars, and who can barely string five words together without a teleprompter.
[00:13:33.156 --> 00:13:35.138]  This is the best the Republican Party can do?
[00:13:35.979 --> 00:13:40.685]  Not only are the Republicans evil, they're evil and contemptible losers, which is far worse.
[00:13:41.366 --> 00:13:45.851]  And he thinks that the winner in yesterday's election really is the Ron Paul movement.
[00:13:45.931 --> 00:13:48.054]  He says the Ron Paul movement is the big winner here.
[00:13:48.614 --> 00:13:52.960]  The GOP told libertarians in the party to get lost, and the GOP paid for it.
[00:13:53.540 --> 00:14:03.984]  Interestingly, both Iowa and Nevada, where Ron Paul supporters gained control of the state party, both went to Obama after the Romney campaign actively fought to disenfranchise Ron Paul supporters.
[00:14:04.564 --> 00:14:06.085]  I guess the GOP got what it wanted.
[00:14:07.367 --> 00:14:19.278]  Well, if you remember, there was quite a bit of scandal in both Iowa and Nevada in terms of the way the votes were rigged and not counted properly.
[00:14:19.798 --> 00:14:28.466]  And in both of those areas, they put Ron Paul people in as chairman of the GOP in those states to kind of assuage people's anger.
[00:14:29.221 --> 00:14:36.809]  But in Nevada, they actually, after they put a Ron Paul person in as chairman of the party, they actually created a shadow party.
[00:14:37.489 --> 00:14:42.835]  And they defunded the regular GOP party and ran their own separate party.
[00:14:42.975 --> 00:14:44.817]  Told people not to contribute to that.
[00:14:45.397 --> 00:15:03.154]  So all that kind of stuff kind of came back on him, but it's a it's a really sad situation and I got a tweet from a friend of my son who's about 20, 21 years old and he said the Republican Party on a national level is dead unless something breathes new life into it.
[00:15:03.594 --> 00:15:05.636]  I doubt it will ever win a presidential election again.
[00:15:06.257 --> 00:15:10.841]  The American majority is now a center-left constituency that doesn't relate to their platform.
[00:15:11.815 --> 00:15:16.119]  Well, I agree with him that they basically have become dead at the national level.
[00:15:16.379 --> 00:15:20.543]  But I don't think it's a, you know, he's looking at this from the typical left-right paradigm.
[00:15:20.943 --> 00:15:24.927]  He's not looking at the broader, you know, paradigm.
[00:15:24.987 --> 00:15:31.373]  Let's say if you're familiar with the Nolan chart, you have like a two-dimensional space rather than just a single line of left and right.
[00:15:32.093 --> 00:15:38.396]  And actually, Reagan kind of referred to that when he said the choices before us were not left and right, but up and down.
[00:15:38.736 --> 00:15:40.817]  Up towards freedom or down towards tyranny.
[00:15:40.837 --> 00:15:42.637]  And that's really what the Nolan chart reflects.
[00:15:43.278 --> 00:15:52.661]  And you know, if you go back and you look at this election, Ron Paul was bringing in people from both the typical quote-unquote left and from the typical quote-unquote right.
[00:15:53.622 --> 00:15:54.682]  He was unifying people.
[00:15:54.722 --> 00:15:57.083]  And as he said, liberty brings people together.
[00:15:57.703 --> 00:16:00.646]  And on the issues that he was talking about, people were coming together.
[00:16:01.046 --> 00:16:05.290]  And they were getting past this left-right paradigm, the Democrat-Republican paradigm.
[00:16:05.770 --> 00:16:14.378]  But unfortunately, that movement was cut short, I think, by a lot of things that we all understand were dishonest in the primaries.
[00:16:14.418 --> 00:16:17.761]  And so it's not really any surprise for us to see that in the general election.
[00:16:18.706 --> 00:16:22.848]  Now one last thing, the GOP lost seats even in the Senate.
[00:16:23.068 --> 00:16:33.033]  So that's going to be important and that's going to have an effect on how things play out with Supreme Court appointments as well as other people in the Cabinet positions.
[00:16:33.493 --> 00:16:47.800]  And we've got Aaron Dykes who's going to give us kind of an analysis of what people have been talking about in terms of Supreme Court picks and in terms of possible Cabinet appointments and how things might change and what impact that might have on us.
[00:16:48.553 --> 00:16:49.133]  Aaron, are you there?
[00:16:49.754 --> 00:16:50.174]  I'm here.
[00:16:50.514 --> 00:16:51.054]  Thanks, David.
[00:16:52.755 --> 00:16:54.336]  Are we ready to go on this camera?
[00:16:54.356 --> 00:16:57.357]  This is our first live test in two different studios.
[00:16:57.457 --> 00:17:00.498]  Very exciting InfoWars nightly news.
[00:17:00.839 --> 00:17:03.240]  Now, Obama obviously has been re-elected.
[00:17:03.600 --> 00:17:10.323]  The people who wanted less government, who wanted to change the establishment, have been heard, have been speaking out throughout the past several years.
[00:17:10.823 --> 00:17:15.746]  We're one of many people speaking for those groups, but we were not in the actual election.
[00:17:15.766 --> 00:17:16.927]  The choice was Obama.
[00:17:16.947 --> 00:17:17.988]  The choice was Romney.
[00:17:18.448 --> 00:17:19.789]  Obama was re-elected.
[00:17:19.849 --> 00:17:20.749]  So what does it mean?
[00:17:20.849 --> 00:17:24.652]  We saw immediately the next day the stock market went down.
[00:17:24.812 --> 00:17:25.272]  It tanked.
[00:17:25.692 --> 00:17:28.734]  We saw, on the other hand, health insurance skyrocketed.
[00:17:29.094 --> 00:17:30.996]  The price of gold skyrocketed.
[00:17:31.676 --> 00:17:33.437]  Gun stocks skyrocketed.
[00:17:33.757 --> 00:17:53.027]  These are all significant factors in the direction of our country as Obama has promised to be a bigger and badder collectivist governor over this country, trying to transform our country even more into a dependent state where the big federal family rules over your life and to
[00:17:53.647 --> 00:17:55.248]  And I'll analyze this a little bit more.
[00:17:55.269 --> 00:18:03.496]  We'll go to Alex's discussion earlier, analyzing Obama's speech, his victory speech last night, and then I will add some to that.
[00:18:03.516 --> 00:18:04.136]  Do we have that now?
[00:18:06.838 --> 00:18:08.740]  Okay, let's go to that speech clip right now.
[00:18:13.784 --> 00:18:17.207]  Start playing the Obama speech where he kind of attacks individuals here.
[00:18:17.688 --> 00:18:18.829]  Listen to this creepy speech.
[00:18:18.869 --> 00:18:20.010]  Here it is from last night.
[00:18:21.289 --> 00:18:22.270]  Yeah, chumps.
[00:18:32.665 --> 00:18:36.367]  No, no, just let me sucker you more for farm banks.
[00:18:36.387 --> 00:18:41.450]  It's an enormous task to gut this country and shut down the coal power plants.
[00:18:41.470 --> 00:18:43.912]  Those idiots are never going to know why their power price is roughly double.
[00:18:43.952 --> 00:18:46.313]  Now be stubborn, be hopeful, and I'll abuse the hell out of you.
[00:18:58.721 --> 00:19:03.284]  So long as we have the courage to keep reaching, to keep working, to keep fighting.
[00:19:03.324 --> 00:19:13.050]  I believe we can build on the progress we've made and continue to fight for new jobs, new opportunities, and new security for the middle class.
[00:19:13.070 --> 00:19:15.972]  I believe we can keep the promise of our founding.
[00:19:25.117 --> 00:19:33.803]  The idea that if you're willing to work hard, it doesn't matter who you are, or where you come from, or what you look like, or where you live.
[00:19:34.223 --> 00:19:39.387]  It doesn't matter whether you're black, or white, or Hispanic, or Asian, or Native American.
[00:19:39.467 --> 00:19:42.269]  He claims pro-America, but that ties into race consciousness.
[00:19:42.669 --> 00:19:44.250]  Able, disabled, gay, or straight.
[00:19:44.411 --> 00:19:48.633]  You can make it here in America if you're willing to try.
[00:19:49.574 --> 00:19:51.375]  But the idea is government's going to do that.
[00:19:51.495 --> 00:19:56.076]  Government's going to take your jobs away, but then it's going to give you the select insider job picking winners.
[00:19:56.096 --> 00:19:58.536]  I believe we can seize this future together.
[00:19:58.897 --> 00:20:00.297]  Seize the future.
[00:20:00.317 --> 00:20:02.838]  Because we are not as divided as our politics suggests.
[00:20:02.898 --> 00:20:06.339]  We're not as cynical as the pundits believe.
[00:20:07.119 --> 00:20:10.780]  We are greater than the sum of our individual ambitions.
[00:20:10.800 --> 00:20:11.620]  Did you hear that?
[00:20:11.840 --> 00:20:13.141]  Did you hear that?
[00:20:13.241 --> 00:20:14.441]  We are not individuals.
[00:20:14.542 --> 00:20:17.303]  We are not individuals with our competitiveness.
[00:20:17.343 --> 00:20:18.564]  No, we are a greater collective.
[00:20:18.584 --> 00:20:19.724]  I mean, whoa!
[00:20:33.792 --> 00:20:34.473]  Borg!
[00:20:34.793 --> 00:20:35.974]  You will be assimilated!
[00:20:36.294 --> 00:20:37.515]  Danger, Will Robinson!
[00:20:37.756 --> 00:20:38.496]  I'm getting chills!
[00:20:38.837 --> 00:20:39.297]  Danger!
[00:20:39.697 --> 00:20:40.158]  Danger!
[00:20:40.618 --> 00:20:41.919]  And you got those people in there.
[00:20:41.939 --> 00:20:46.343]  I mean, folks, they're announcing they're going to shut down a thousand plus plants in the next two years.
[00:20:46.503 --> 00:20:47.064]  He's announced it.
[00:20:47.284 --> 00:20:48.645]  It's not the Republicans saying it now.
[00:20:48.805 --> 00:20:50.567]  They're going to shut your power down, folks.
[00:20:51.467 --> 00:20:52.688]  So what are we talking about here?
[00:20:52.748 --> 00:20:54.368]  What has Alex pulled out of this speech?
[00:20:54.408 --> 00:20:55.409]  We're not individuals.
[00:20:55.429 --> 00:20:58.150]  We're part of this collectivist, big government system.
[00:20:58.490 --> 00:21:04.053]  But it's not just socialism where Obama has weaned in people who are dependent for one reason or another.
[00:21:04.073 --> 00:21:11.016]  It's not just the USDA encouraging people to sign up for food stamps, including foreign Mexican nationals.
[00:21:11.416 --> 00:21:14.277]  It's not just getting more people on the welfare rolls.
[00:21:14.637 --> 00:21:18.400]  And telling them that it will be government stepping in to change their lives.
[00:21:18.800 --> 00:21:32.290]  It's not just the divide that we do in fact see in the country between people who want to be generally left alone, who want to remain individuals, people who are still part of independent businesses and don't want to be part of a strictly federal government.
[00:21:32.310 --> 00:21:39.075]  We're talking about a larger centralized government here, whereas the founders envisioned a separation of powers.
[00:21:39.495 --> 00:21:42.297]  State power, federal power, balanced against each other.
[00:21:42.657 --> 00:21:46.880]  With individual rights guaranteed and retained under the Bill of Rights.
[00:21:47.260 --> 00:21:50.102]  That is the dream of this country and it's slipping away.
[00:21:50.562 --> 00:21:56.146]  Not just because Barack Obama is some kind of socialist president, but because he's a collectivist.
[00:21:56.226 --> 00:21:57.387]  It's a one-two punch.
[00:21:57.887 --> 00:22:03.192]  First, you invite in hordes of the population to accept handouts to be dependent on government.
[00:22:03.492 --> 00:22:05.053]  That's the socialism part of it.
[00:22:05.393 --> 00:22:15.222]  It could have been the fascist side of the Republican Party that we've seen under George W. Bush and the other spokespersons, but this time it's the Barack Obama, Bill Clinton side of things.
[00:22:15.582 --> 00:22:19.766]  But it's all managed up above that, whether fascist, whether socialist,
[00:22:20.086 --> 00:22:20.226]  We're
[00:22:36.386 --> 00:22:37.107]  No, I don't.
[00:22:57.621 --> 00:23:08.171]  And President Obama's Jobs Council is headed by people like Jeff Immelt, CEO of GE, and others who are involved directly in shipping these jobs overseas.
[00:23:08.271 --> 00:23:11.655]  Romney's been part of the same game, so that part doesn't change.
[00:23:11.715 --> 00:23:16.219]  It's all run by these collectivist bankers, run through the derivative scams, and you name it.
[00:23:16.559 --> 00:23:22.125]  So you've got the socialist pressures eating away at the system, the legitimate raising of taxes under
[00:23:22.825 --> 00:23:23.065]  I don't
[00:23:42.017 --> 00:23:45.861]  Sure, the Republicans held on to the House, the Democrats are picking up the Senate.
[00:23:46.181 --> 00:23:49.945]  You still have a little bit of the gridlock as designed by the founders.
[00:23:50.325 --> 00:23:56.591]  But all that is undermined by the way Obama has already been governing when he was still facing election.
[00:23:57.372 --> 00:24:02.174]  Where he began using the agencies to implement the policies he would have liked to see.
[00:24:02.795 --> 00:24:10.719]  We saw this most notably with the EPA when they tried very hard to pass carbon taxes through Congress and failed.
[00:24:11.059 --> 00:24:16.942]  We saw the EPA began to go around regulating shutting down coal plants and they were just getting started.
[00:24:16.982 --> 00:24:24.646]  He did in all other sectors as well and we're going to see more and more of this now that Obama does not have to face re-election.
[00:24:24.986 --> 00:24:26.967]  He's already gotten the ball rolling with
[00:24:27.387 --> 00:24:35.191]  Legislating by fiat from the executive branch and through the many bloated, well-funded agencies that run this country.
[00:24:35.571 --> 00:24:41.394]  Now, I want to get more into the coal plants because there are going to be new carbon taxes.
[00:24:41.714 --> 00:24:42.915]  Kurt Nemo's got the article.
[00:24:42.955 --> 00:24:44.195]  You were just seeing some of the graphic.
[00:24:44.215 --> 00:24:45.216]  Let's go back to that.
[00:24:45.636 --> 00:24:47.217]  If we go back up to the beginning of it.
[00:24:47.777 --> 00:25:00.345]  Obama floats carbon tax the day after election victory, and Kurt points out how less than 24 hours after winning the election, he's already indicating his plans to further impose carbon taxes.
[00:25:00.725 --> 00:25:02.426]  They are devastating to the economy.
[00:25:02.466 --> 00:25:15.715]  It's going to be a minimum of a trillion dollars in direct costs, but the regulations, the impediment to business, the extra paperwork, the bureaucracy, all of this slows the economy, doesn't allow it to recover.
[00:25:16.135 --> 00:25:31.659]  It allows it to fall more into that captured mode as the globalists who literally set this policy from up above control the means of production more and more, whether it's under the socialist coloration and figureheads or under some other collectivist model.
[00:25:31.759 --> 00:25:32.579]  It's collectivist.
[00:25:32.639 --> 00:25:33.699]  This is the New World Order.
[00:25:34.079 --> 00:25:35.460]  This is how they're doing things.
[00:25:35.520 --> 00:25:39.380]  And Obama will be kind of a petty dictator advancing his part of the game.
[00:25:39.460 --> 00:25:42.381]  Later on, we'll probably see a Republican part of that as well.
[00:25:42.721 --> 00:25:45.082]  But you look more closely at the carbon taxes.
[00:25:46.124 --> 00:25:55.769]  And they are funded by people like the Rockefeller Brothers Fund, by HP, by Shell, by GE, the Energy Foundation, Alcoa.
[00:25:56.009 --> 00:26:05.873]  All of, basically, the polluters are running the Climate and Energy Solutions, the Center for Climate and Energy Solutions, that are imposing these carbon taxes.
[00:26:06.194 --> 00:26:08.775]  We've got to ask, why are they running both sides of the game?
[00:26:08.995 --> 00:26:10.636]  Well, that's their Hegelian model.
[00:26:10.996 --> 00:26:15.258]  And then you see, also involved in Obama's new proposed carbon taxes,
[00:26:15.918 --> 00:26:21.021]  Which he will implement administratively through the executive branch is HSBC?
[00:26:21.041 --> 00:26:22.682]  HSBC?
[00:26:23.923 --> 00:26:24.763]  HSBC?
[00:26:25.364 --> 00:26:29.046]  Weren't they involved in, oh that's right, money laundering.
[00:26:29.066 --> 00:26:34.229]  They're facing the biggest ever record fines for admitted money laundering.
[00:26:34.249 --> 00:26:36.310]  I know we have a graphic for that if we could pull it up.
[00:26:36.891 --> 00:26:42.354]  HSBC Holdings has, they're facing 1. billion in fines
[00:26:42.774 --> 00:26:42.995]  I think?
[00:27:02.677 --> 00:27:04.960]  Laundering money for the drug cartels.
[00:27:05.120 --> 00:27:15.813]  It all ties in with the larger policy of Fast and Furious to demonize the Second Amendment, yet allowing the drug cartels to ship in the drugs, feed the black market that's run by the CIA.
[00:27:16.293 --> 00:27:21.520]  It's kind of a complicated system, but at the same time it's just run through the banking ledgers.
[00:27:21.960 --> 00:27:31.309]  They bring in the money from the black market, circulate it back out to the phony Wall Street market through the derivatives, and they capture and hold the real industries of this country.
[00:27:31.670 --> 00:27:36.274]  And that is how they are going to crumble this economy and impose austerity upon us.
[00:27:36.655 --> 00:27:40.659]  And just one little taste of that is in an article I did today.
[00:27:40.679 --> 00:27:44.142]  It's really just kind of a blurb, but it's very telling.
[00:27:44.322 --> 00:27:44.903]  You see how
[00:27:46.351 --> 00:27:48.872]  ATM guilt is now beginning to appear.
[00:27:49.273 --> 00:27:52.014]  Your paper receipt is destroying the earth, they tell you.
[00:27:52.394 --> 00:28:05.321]  And this is the mega banks who want you to go cashless, who've tried to ban cash in Louisiana, in numerous states in Europe, and more and more trying to get you on these Google Wallet systems, these purely electronic systems, if not credit cards.
[00:28:05.681 --> 00:28:09.223]  And now, at ATM terminals, they're telling you, don't get a receipt.
[00:28:09.523 --> 00:28:12.364]  You can reduce your carbon footprint by 0.49 grams of carbon
[00:28:14.145 --> 00:28:30.007]  Just by refusing the receipt I took this picture at a terminal here in Texas but they're all across the country now and it's part of this new ironic push where you're supposed to believe you're helping to save the planet by feeding into the very banks who sell you the carbon credits
[00:28:30.387 --> 00:28:39.974]  Who profiteer off of them, who trade them on the derivatives market and allow the industries they also own and control to continue polluting while you pay for it.
[00:28:40.274 --> 00:28:43.257]  And that's the kind of thing that's coming under these carbon taxes.
[00:28:43.637 --> 00:28:51.142]  They really want you to buy into the propaganda of it while they're really running the show and just you're captured on the cash machine.
