[00:00:01.118 --> 00:00:01.358]  I don't know.
[00:07:12.344 --> 00:07:25.950]  See, I knew there was a toggle place.
[00:07:25.991 --> 00:07:26.511]  I just forgot.
[00:07:27.210 --> 00:07:30.891]  Because they had some plainclothes guys, I don't think it was Fairfax County, follow us last year.
[00:07:30.911 --> 00:07:31.711]  We sort of followed them.
[00:07:31.751 --> 00:07:34.472]  They ran in the taco place and went in the bathroom.
[00:07:34.512 --> 00:07:36.532]  I mean, it's not like we bite or something, you know.
[00:07:36.552 --> 00:07:37.813]  Be rest assured that won't be me.
[00:07:37.993 --> 00:07:38.313]  Okay, no.
[00:07:38.333 --> 00:07:43.094]  I can tell local police that's their territory.
[00:07:43.154 --> 00:07:43.494]  Look at this.
[00:07:43.634 --> 00:07:44.654]  Inspection stickers out.
[00:07:44.754 --> 00:07:48.235]  No, no, it was, we found out it was James.
[00:07:48.275 --> 00:07:50.416]  Diplomatic Security.
[00:07:50.436 --> 00:07:54.997]  One of them was a Colonel.
[00:07:56.769 --> 00:07:57.009]  Here we go.
[00:07:57.029 --> 00:07:57.449]  Still streaming.
[00:08:28.018 --> 00:08:29.079]  Is this Mr. Stoltz?
[00:08:31.522 --> 00:08:31.882]  Hi.
[00:08:32.223 --> 00:08:32.783]  Richard Stoltz.
[00:08:33.444 --> 00:08:34.065]  Hey, Richard.
[00:08:34.085 --> 00:08:34.685]  How you doing, buddy?
[00:08:34.925 --> 00:08:35.126]  I'm good.
[00:08:35.146 --> 00:08:35.726]  How's it going?
[00:08:35.766 --> 00:08:36.287]  Pretty good.
[00:08:36.767 --> 00:08:37.088]  You are?
[00:08:37.528 --> 00:08:38.049]  I'm Alex Jones.
[00:08:38.149 --> 00:08:38.890]  Nice to meet you, sir.
[00:08:39.450 --> 00:08:39.971]  How can I help you?
[00:08:40.631 --> 00:08:47.379]  Well, we are guests at this hotel, and I just got into town, and they had told me that they were going to get me a room somewhere else.
[00:08:48.181 --> 00:08:55.964]  Unfortunately, the hotel is having some renovations done, so we don't have any rooms for you, and I believe Mr. Stolls did tell you that.
[00:08:55.984 --> 00:09:02.446]  And being private property, the restaurant's not open today, and we don't have any rooms for you, so I'm going to have to ask you to leave.
[00:09:02.526 --> 00:09:03.226]  Okay, I'll go.
[00:09:03.246 --> 00:09:04.767]  Can I get my voucher for my room?
[00:09:05.546 --> 00:09:09.067]  The room has been taken care of for the first night over at... Okay, can I have a map for it, please?
[00:09:09.147 --> 00:09:09.827]  Sure, no problem.
[00:09:09.867 --> 00:09:10.387]  I'll be right back.
[00:09:10.427 --> 00:09:10.807]  Thank you.
[00:09:10.827 --> 00:09:12.548]  Can you please stop recording me?
[00:09:12.848 --> 00:09:15.369]  Well, I mean, we're... This is a... This is a public commons.
[00:09:15.769 --> 00:09:16.969]  This is semi-public commons.
[00:09:16.989 --> 00:09:20.850]  This is a private property and... We're the signs of getting filmed, because we're... We'll leave if that's the case.
[00:09:20.970 --> 00:09:23.331]  But I need you to have me a courier delivered over to my other place.
[00:09:26.584 --> 00:09:27.605]  This is private property.
[00:09:27.665 --> 00:09:31.708]  I don't understand why you're filming me and why you're taking pictures of the hotel.
[00:09:31.848 --> 00:09:34.410]  I'm asking you to leave.
[00:09:34.930 --> 00:09:35.611]  You're not leaving.
[00:09:35.731 --> 00:09:37.372]  I'm going to get you your map to the hotel.
[00:09:56.613 --> 00:10:00.355]  I bet they don't even give these guys bonuses for doing this.
[00:10:00.435 --> 00:10:12.503]  These guys have a corrupt mafia that runs our government behind them and they feel so powerful while they're, ugh, I'm with the system.
[00:10:12.523 --> 00:10:13.444]  Totally pathetic.
[00:10:13.504 --> 00:10:14.284]  But they told him.
[00:10:14.304 --> 00:10:18.127]  Because they're still playing the old game where it doesn't exist.
[00:10:23.544 --> 00:10:25.786]  They're still telling the public it doesn't exist like they're idiots.
[00:10:25.886 --> 00:10:26.667]  It's a renovation.
[00:10:26.847 --> 00:10:27.448]  It's a renovation.
[00:10:27.588 --> 00:10:29.670]  I booked it three weeks ago, but they have a renovation.
[00:10:30.390 --> 00:10:31.151]  I can't believe it.
[00:10:31.211 --> 00:10:32.592]  I've been kicked out of the hotel.
[00:10:32.652 --> 00:10:33.493]  I need my voucher.
[00:10:33.633 --> 00:10:34.955]  That's all I want is my voucher.
[00:10:38.298 --> 00:10:41.400]  And as soon as we get that officer, we'll get out of here.
[00:10:43.242 --> 00:10:47.046]  There's nothing like this live streaming.
[00:10:53.482 --> 00:10:54.002]  See, that's the key.
[00:10:54.022 --> 00:10:54.783]  We weren't in the building.
[00:10:54.823 --> 00:11:00.125]  We were in a public commons at an area that is advertised as if it's a greeting point.
[00:11:00.926 --> 00:11:02.807]  Inside, he could have made us turn it off immediately.
[00:11:07.349 --> 00:11:09.010]  There's no perception of privacy right here.
[00:11:10.210 --> 00:11:11.251]  Inside, we couldn't tape him.
[00:11:18.275 --> 00:11:19.475]  There's our old room up there, remember?
[00:11:20.015 --> 00:11:22.797]  Okay, we're not going to be back in there for a while.
[00:11:23.399 --> 00:11:25.443]  I want you to stop that and get some good shots before we go.
[00:11:25.503 --> 00:11:25.763]  Fast.
[00:11:26.499 --> 00:11:33.884]  And don't forget you can see that and other videos including live videos that they've shot on our featured section under these two titles.
[00:11:33.904 --> 00:11:40.229]  Here's the first one, live video from Bilderberg 2012 or you can also search for Bilderberg breaking news.
[00:11:40.669 --> 00:11:52.778]  Both of those in the InfoWars.com featured section will list all the articles, all the videos, all the links to all the live streams so you can stay up to date and spread that around with your friends and let's get the media involved.
[00:11:52.838 --> 00:11:53.799]  Send these to the media.
[00:11:54.199 --> 00:11:55.539]  Demand that they cover this.
[00:11:56.080 --> 00:11:59.801]  Demand that they make it a top priority on their news, even if it's just local news.
[00:12:00.201 --> 00:12:05.142]  We need to shine light on these roaches and that's the only way to do it, is to make it public to everyone out there.
[00:12:05.602 --> 00:12:06.363]  Now let's move on.
[00:12:06.743 --> 00:12:10.424]  Agenda 21 to be discussed at Bilderberg Confab.
[00:12:11.044 --> 00:12:29.600]  The attendance of Alberta Premier and global warming alarmist Alison Redford at this year's Bilderberg Conference, during which she will discuss the ecological challenges, confirms that Agenda 21 and the bid to rebrand the stuttering climate change power grab will be a core issue at the Elitist Confab set to take place tomorrow.
[00:12:30.541 --> 00:12:40.965]  According to a government news release, Redford will meet with a number of individuals to discuss topics like monetary policy, ecological challenges, and responsible development of natural resources.
[00:12:41.025 --> 00:12:41.685]  You know what that means?
[00:12:42.165 --> 00:12:43.726]  Those are all code words for humans.
[00:12:43.786 --> 00:12:51.588]  Get off the land, stop using it, go back to the Stone Age while we fly around in helicopters and hover ships above you, and maybe we'll throw you some breadcrumbs.
[00:12:51.928 --> 00:12:52.629]  That's what Agenda 21 is.
[00:12:53.749 --> 00:12:55.810]  So Canada, you guys are now involved.
[00:12:55.890 --> 00:13:02.294]  You should call up the Alberta Premier Office of Alison Redford and tell her you don't want her meeting with this trash.
[00:13:02.634 --> 00:13:05.336]  And if she does, we want to see the minutes of it.
[00:13:05.376 --> 00:13:08.038]  We want to know exactly what she was talking about and we want to see them.
[00:13:08.911 --> 00:13:12.534]  Next, Bilderberg launches unprecedented security crackdown.
[00:13:12.574 --> 00:13:19.579]  I've actually seen video of where they're already putting fences around the entire wooded area around the hotel area.
[00:13:20.219 --> 00:13:23.782]  As you drive in, it's got a wooded area around it before you get to the actual hotel grounds.
[00:13:24.602 --> 00:13:39.934]  Bilderberg has launched an unprecedented security crackdown on the eve of tomorrow's secretive confab of global power brokers, with guests at the Westfields Marriott and Washington Dulles Hotel being intimidated by talk of machine guns and high-tech surveillance.
[00:13:40.802 --> 00:13:57.578]  Surveying the scene at the hotel today, radio host Alex Jones described a chaotic picture with Bilderberg security, including a particularly vocal Swedish woman stomping around the building announcing that machine gun notes were being set up in anticipation of a deluge of protesters arriving over the next few days.
[00:13:58.399 --> 00:14:02.682]  So we just showed you that video of Alex being asked to leave, and this is ridiculous.
[00:14:03.042 --> 00:14:07.605]  You know, threatening people who are obviously peaceful protesters with machine gun nests?
[00:14:07.805 --> 00:14:08.806]  I mean, where are we living?
[00:14:08.906 --> 00:14:09.467]  East Germany?
[00:14:10.047 --> 00:14:10.667]  Obviously so.
[00:14:10.727 --> 00:14:11.808]  So you know what that means?
[00:14:12.068 --> 00:14:13.149]  We need more people there.
[00:14:13.429 --> 00:14:14.930]  We need 10,000 people there.
[00:14:14.990 --> 00:14:16.411]  We need 20,000 people there.
[00:14:16.711 --> 00:14:18.513]  We need to make this a giant event.
[00:14:18.993 --> 00:14:32.336]  To show the people out there, the sleeping giant that is America, that we know what's going on and that there is a shadow elite group of power brokers out there who is discussing things behind the scenes and we need to be made aware of what's going on.
[00:14:33.922 --> 00:14:35.162]  Now moving on to some other news.
[00:14:35.543 --> 00:14:36.583]  This is out of The Independent.
[00:14:37.083 --> 00:14:41.425]  Israel hints it may be behind the FLAME supervirus targeting Iran.
[00:14:41.485 --> 00:14:45.606]  That's a big surprise because we already know they were partially behind the Stuxnet.
[00:14:46.127 --> 00:14:55.730]  A top Israeli minister fed speculation that the Jewish state could be responsible for a powerful new virus said to have been used in a fresh attack on computers in Iran and elsewhere in the Middle East.
[00:14:55.770 --> 00:15:00.512]  That's right, it includes Palestine, Sudan, Syria, Lebanon, Saudi Arabia and Egypt.
[00:15:01.263 --> 00:15:08.269]  In addition to Iran, Moshe Yolan, Israel's Vice Prime Minister and Strategic Affairs Minister, told the country's
[00:15:09.753 --> 00:15:21.117]  Amy Radio, or Army Radio, anyone who sees the Iranian threat as a significant threat is responsible that he or she will take various steps, including these, to harm it.
[00:15:21.317 --> 00:15:27.439]  So he's basically saying, yeah, we did it, and well, if it gets out anywhere else, that's not really our problem.
[00:15:27.959 --> 00:15:31.700]  You know, they're just protecting their interests, or so they say.
[00:15:32.101 --> 00:15:32.921]  But in the meantime,
[00:15:33.621 --> 00:15:39.484]  This could cause untold problems for Iran, and they may retaliate, which would then cause Israel to retaliate.
[00:15:39.864 --> 00:15:46.127]  And basically, this is just more provoking, more poking the stick at the bear, and seeing if they'll do anything in return.
[00:15:46.207 --> 00:15:50.549]  So far, Israel... so far, Iran has yet to retaliate on that.
[00:15:51.869 --> 00:15:54.590]  Moving on to a weird story out of Wisconsin.
[00:15:55.011 --> 00:15:59.973]  Pastor sentenced to two years in prison for teaching that parents should spank their children.
[00:16:01.372 --> 00:16:02.414]  Oh man, this is crazy.
[00:16:02.494 --> 00:16:09.482]  A minister named Philip Caminetti was sentenced to two years in prison for simply teaching that parents should spank their children when they misbehave.
[00:16:09.502 --> 00:16:10.964]  He was quoting a Bible verse.
[00:16:11.205 --> 00:16:19.655]  Proverbs 13, 24, and after prison he's going to be on extended supervision for six years and despite objections on constitutional grounds from his lawyers.
[00:16:20.416 --> 00:16:22.918]  This man wasn't even spanking children.
[00:16:22.958 --> 00:16:27.721]  He was just saying, hey, if your children gets out of line, if your child gets out of line, you should spank them.
[00:16:28.202 --> 00:16:28.482]  Okay?
[00:16:28.742 --> 00:16:39.169]  Because that's why we have kids running around here in this country who aren't well behaved, who are delinquents, and doing all kinds of crazy stuff because their parents didn't raise them right.
[00:16:39.650 --> 00:16:39.870]  Okay?
[00:16:39.890 --> 00:16:42.652]  Probably because they didn't spank them because they were told spanking was bad.
[00:16:43.735 --> 00:16:46.077]  Yeah, well that's a big First Amendment issue.
[00:16:46.157 --> 00:16:53.164]  I feel really bad for this judge, Mary Ann Sumi, who was absolutely horrified that someone should spank their kids when they misbehave.
[00:16:54.085 --> 00:16:55.186]  I mean, it's just ridiculous.
[00:16:55.647 --> 00:16:57.669]  But, just a sign of the times of where we're going.
[00:16:59.042 --> 00:17:06.806]  Moving back abroad, West Hula's Syrian narrative crumbles, expels diplomats anyway, and this is from Todi Cartolucci.
[00:17:07.547 --> 00:17:10.008]  And it basically shows two contradicting reports.
[00:17:10.048 --> 00:17:16.252]  The UN said that most of the 108 victims of the massacre in Hula last week were shot at close range.
[00:17:16.952 --> 00:17:22.276]  And that they were, their arms were bound, and there were women, children, and entire families were gunned down in their own homes.
[00:17:22.737 --> 00:17:27.941]  Well, that's a complete opposite of what the UK Foreign Minister Alistair Burt was saying.
[00:17:28.001 --> 00:17:45.354]  He was saying, we're appalled at what appears to be credible reports that the Syrian regime is responsible for the deaths of the 92 civilians in Hula, and he was saying that artillery tank shells were being used, and if that's the case, it's a pure act of naked savagery, and we condemn it, and they started kicking out
[00:17:46.687 --> 00:17:47.548]  I don't think so.
[00:18:16.544 --> 00:18:26.693]  We're appalled at what appears to be credible reports that the Syrian regime has been responsible for the deaths of 92 civilians in Hula, including 32 children.
[00:18:26.713 --> 00:18:34.540]  The UN head of mission has been able to confirm the numbers, and also that artillery tank shells have been used.
[00:18:35.060 --> 00:18:41.606]  If this is the case, then it's an act of pure naked savagery, and we condemn it in the strongest possible terms.
[00:18:44.144 --> 00:19:07.541]  So clearly nobody was actually making attempts to follow up on these reports and make sure that they were credible, but it's just another indication that any reason NATO can use to go after Syria and start the next theater of war there, just like we did in Lebanon, I'm sorry, just like we did in Egypt, and then Libya, now we're going to go into Syria, and then Iran, and then, you know, it's World War III.
[00:19:08.933 --> 00:19:09.233]  Wow.
[00:19:10.314 --> 00:19:17.400]  Finally tonight, Poland beekeepers kicked Monsanto out of the hive, successfully banned bee-killing GM corn.
[00:19:18.020 --> 00:19:32.452]  A significant health freedom victory has taken place in the European nation of Poland, where all plantings of Monsanto's MON810, a genetically modified variety of maize that produces its own Bt insecticide in every kernel, has been officially banned.
[00:19:33.092 --> 00:19:51.403]  The decision comes after thousands of protesters recently took to the streets, good job Poles, and a demonstration of the undeniable fact that both chemicals, that both MO and 810 and the chemicals cause colony collapse disorder, a worldwide phenomenon in which the tire swarms of honeybees disappear or turn up dead.
[00:19:52.625 --> 00:20:02.471]  And a lot of this has been based on the independent research of Pennsylvania beekeeper John McDonald, who had his research taken up and burned because Monsanto didn't like it.
[00:20:02.511 --> 00:20:05.713]  They don't want anybody talking about any of their products in a bad light.
[00:20:06.613 --> 00:20:07.034]  At all.
[00:20:07.174 --> 00:20:10.936]  And this really makes me happy that the polls kicked these guys out.
[00:20:10.996 --> 00:20:17.160]  And this on a day when the President referred to a Nazi death camp as a Polish death camp today.
[00:20:17.540 --> 00:20:18.861]  Good job, Obama.
[00:20:20.563 --> 00:20:23.985]  And finally, our quote of the day comes from Joan of Arc.
[00:20:24.265 --> 00:20:27.047]  And she said, I am not afraid.
[00:20:27.067 --> 00:20:29.128]  I was born to do this.
[00:20:29.788 --> 00:20:30.789]  And what was she born to do?
[00:20:30.909 --> 00:20:34.090]  Well, she was born to kick the English out of her country.
[00:20:34.451 --> 00:20:35.211]  And this is back in the 1400s.
[00:20:35.451 --> 00:20:38.293]  I'm going to go over some quick facts here on Joan of Arc.
[00:20:39.181 --> 00:20:46.147]  She was born in 1412 and then about the age of 13 she started hearing the voices of St.
[00:20:46.187 --> 00:20:47.748]  Michael, the Archangel, St.
[00:20:47.768 --> 00:20:48.669]  Catherine and St.
[00:20:48.729 --> 00:20:58.497]  Margaret who told her she needed to basically help get the English out of France and that she must lead Charles VII on his coronation.
[00:20:59.058 --> 00:20:59.779]  So she journeys
[00:21:01.472 --> 00:21:02.654]  I think so.
[00:21:20.732 --> 00:21:26.274]  And then she won her greatest military victory at Pate in June 18th of 1429.
[00:21:26.674 --> 00:21:30.816]  She annihilated English forces killing over 2,000 while suffering almost no losses.
[00:21:31.476 --> 00:21:39.459]  She was then later wounded at a fight and captured by the Burgundies, the Burgundian soldiers, and they turned her over to the English.
[00:21:40.481 --> 00:21:43.362]  And they sold her, I think, for it looks like 10,000 gold francs.
[00:21:43.582 --> 00:21:44.602]  She was put on trial there.
[00:21:44.682 --> 00:21:49.524]  She did not want to deny that she was hearing voices of those archangels.
[00:21:49.924 --> 00:21:50.585]  She wouldn't do it.
[00:21:51.025 --> 00:21:56.707]  Finally, at the very end, with threat of rape, she did recant and she was burned at the stake.
[00:21:56.807 --> 00:22:01.068]  On May 30th of 1431, her last words were, Jesus, Jesus, Jesus.
[00:22:02.269 --> 00:22:05.990]  And then many years later, her trial was overturned.
[00:22:07.065 --> 00:22:08.607]  And now we celebrate St.
[00:22:08.647 --> 00:22:12.431]  Joan of Arc Feast Day, which is May 30th, which is today.
[00:22:12.832 --> 00:22:15.174]  So there you go, that's why we had that quote from Joan of Arc.
[00:22:15.515 --> 00:22:17.777]  And it just shows what one person can do.
[00:22:18.118 --> 00:22:22.843]  Coming up, we're going to talk to another person who just decided he was fed up with the TSA and what they do.
[00:22:23.243 --> 00:22:26.287]  He started a WordPress page, started making videos.
[00:22:26.687 --> 00:22:30.250]  And now he's testifying in front of Congress and sending petitions to the Supreme Court.
[00:22:30.570 --> 00:22:33.112]  His name is John Corbin, and he'll be right up after this.
[00:22:33.512 --> 00:22:37.414]  Don't forget, if you're watching this on YouTube, you need to become a Prison Planet member.
[00:22:37.474 --> 00:22:42.298]  You can do that by going to InfoWarsNews.com or PrisonPlanet.tv.
[00:22:42.818 --> 00:22:45.300]  Also, we have a free social network that you can join.
[00:22:45.780 --> 00:22:49.082]  It is PlanetInfoWars, and it has all this amazing stuff.
[00:22:49.303 --> 00:22:51.224]  There's the cool graphic we have today.
[00:22:51.264 --> 00:22:53.846]  We had a video that was shot with one of our moderators.
[00:22:55.066 --> 00:22:57.888]  Today, talking about all the things that are going on with Bilderberg.
[00:22:58.368 --> 00:23:06.654]  So, get out there, get involved, become a member of PlanetInfoWars, become a member of PrisonPlanet.tv, and let's help take it to the next level.
[00:23:06.694 --> 00:23:09.636]  We're already getting there with your help, and we sure do appreciate it.
[00:23:10.017 --> 00:23:13.159]  Coming up next, John Corbett of TSA Out of Our Pants.
[00:23:17.319 --> 00:23:20.541]  Have you been to InfoWarsShop.com lately?
[00:23:21.021 --> 00:23:25.563]  Express your inner patriot with these brand new InfoWars t-shirts.
[00:23:26.144 --> 00:23:28.905]  Say it loud with the InfoWars Bullhorn shirt.
[00:23:29.345 --> 00:23:32.267]  Or educate the sheeple with the Bill of Rights shirt.
[00:23:33.087 --> 00:23:36.469]  Grope the public's mind with the TSA shirt.
[00:23:37.109 --> 00:23:41.391]  And with this shirt, you can let the dark side know of the Rebel Alliance's power.
[00:23:42.752 --> 00:23:45.874]  All available at InfoWarsShop.com.
[00:23:49.673 --> 00:23:53.278]  For more than six years I've talked on the air about creating a social network.
[00:23:53.558 --> 00:23:56.202]  PlanetInfoWars.com is in its beta phase.
[00:23:56.482 --> 00:23:57.423]  We're just launching it.
[00:23:57.524 --> 00:24:01.609]  And I want to invite all of you out there to be in on the ground level.
[00:24:01.689 --> 00:24:04.353]  PlanetInfoWars is about people
[00:24:04.633 --> 00:24:07.495]  This is a place for people who love freedom to meet and to talk and to write and to post information.
[00:24:07.555 --> 00:24:08.556]  And I give you this pledge.
[00:24:20.805 --> 00:24:24.626]  We are not going to spy on you and sell your data to the New World Order.
[00:24:24.666 --> 00:24:26.646]  PlanetInfoWars.com is free.
[00:24:26.846 --> 00:24:29.507]  So people who love freedom can get together.
[00:24:29.807 --> 00:24:32.968]  Connect with people who are awake and know what we're facing.
[00:24:33.048 --> 00:24:33.688]  Be active.
[00:24:33.948 --> 00:24:34.568]  Organize.
[00:24:34.888 --> 00:24:35.628]  Take action.
[00:24:35.668 --> 00:24:36.328]  Go viral.
[00:24:36.608 --> 00:24:37.069]  Create.
[00:24:37.309 --> 00:24:37.909]  Contribute.
[00:24:38.149 --> 00:24:38.689]  Resist.
[00:24:38.909 --> 00:24:41.269]  Because resistance is victory.
[00:24:41.650 --> 00:24:42.950]  You are victory.
[00:24:43.350 --> 00:24:45.830]  It's waiting for you to breathe power into it.
[00:24:45.991 --> 00:24:47.191]  PlanetInfoWars.com
[00:24:48.613 --> 00:24:53.896]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
