[00:00:01.937 --> 00:00:01.977]  Oh,
[00:16:58.301 --> 00:17:00.402]  You know, big managing international director.
[00:17:00.742 --> 00:17:06.186]  And she said, yeah, one of the heads of the company was a $7 million-a-year pharma company was in my office.
[00:17:06.586 --> 00:17:11.689]  And he said, I'm going to make millions this year off this drug, and the best part is we're going to kill a bunch of people.
[00:17:12.129 --> 00:17:16.452]  And that's when she began to research and then saw the damage from vaccines.
[00:17:16.732 --> 00:17:18.653]  And so she's like, oh, yeah, I've been in those meetings.
[00:17:19.133 --> 00:17:20.374]  So the point is, is that
[00:17:21.636 --> 00:17:25.638]  This is the type of premeditated evil we're dealing with, and it's admitted.
[00:17:25.678 --> 00:17:35.143]  It's no longer our researched view or reading different documents where they call for, you know, reducing our population, so we say it looks like they're doing this.
[00:17:35.503 --> 00:17:37.805]  The evidence is overwhelming.
[00:17:39.486 --> 00:17:47.630]  Now, I've gotten Dr. Sherry Tenpenny back on the show today because there's a lot of breaking news, obviously.
[00:17:47.730 --> 00:17:48.671]  She's been valiantly
[00:17:49.864 --> 00:17:59.408]  Taking the lead in fighting the Gardasil papilloma virus, so-called cervical cancer injections, that six years ago in the trials were killing people.
[00:17:59.848 --> 00:18:07.511]  So Rick Perry came out and of course told the world that it's mandatory in Texas, which it wasn't, but people lined up and took it.
[00:18:07.751 --> 00:18:10.873]  By doing that, it kicked in government vaccine protection.
[00:18:11.133 --> 00:18:17.916]  Because if something is mandatory or semi-mandatory, recommended to the health department, which they then lie and say is mandatory,
[00:18:19.016 --> 00:18:22.919]  Kicks in liability protection because the government is promoting it.
[00:18:24.000 --> 00:18:24.600]  Just incredible.
[00:18:24.640 --> 00:18:25.901]  So they cold-bloodedly did that.
[00:18:26.282 --> 00:18:32.246]  Now they're pushing to vaccinate all the girls in Mexico, all the boys and girls in Australia.
[00:18:32.687 --> 00:18:36.770]  And Dr. Sherry Tinpenny is all over this right now.
[00:18:37.330 --> 00:18:41.252]  And she joins us, and you'll notice underneath her is her website.
[00:18:42.052 --> 00:18:43.273]  So be sure and visit it.
[00:18:43.313 --> 00:18:57.940]  She's also launched a new website that we're going to be talking about in a moment as well that is a compendium, probably the biggest compendium out there, of the overall research on vaccines and what they're really doing, not the PR put out by these companies.
[00:18:57.980 --> 00:19:00.301]  So there's a basic breakdown and analysis.
[00:19:00.622 --> 00:19:02.803]  She's here to fill in the spaces.
[00:19:03.103 --> 00:19:05.064]  Dr. Tim Penney, thank you for joining us today.
[00:19:05.694 --> 00:19:06.557]  You're welcome, Alex.
[00:19:06.597 --> 00:19:07.299]  Good afternoon.
[00:19:07.399 --> 00:19:08.141]  Thanks for having me.
[00:19:08.723 --> 00:19:09.285]  Thanks for joining us.
[00:19:09.345 --> 00:19:10.849]  I just threw out a whole bunch of stuff there.
[00:19:10.869 --> 00:19:11.752]  What do you want to hit first?
[00:19:13.007 --> 00:19:20.309]  Well, let's talk about the Gardasil vaccine in little boys because the Gardasil vaccine in little girls is totally unnecessary.
[00:19:20.930 --> 00:19:33.814]  We know that they would have to vaccinate every year for I don't know how many generations of girls to achieve the same coverage in terms of decreasing the incidence of cervical cancer as what we get right now from pap smears.
[00:19:34.254 --> 00:19:40.336]  So the whole issue about vaccinating little boys, in my opinion, is certainly nothing more than just doubling market share.
[00:19:42.679 --> 00:20:00.293]  I want to expand on that, but out of the gates here, did you see the admissions in the British press of what you said three and a half years ago, now totally confirmed, that the H1N1 is causing neurological disorders like narcolepsy and other things?
[00:20:00.874 --> 00:20:08.140]  I mean, just incredible that that was a hoax as well, and the Canadian research shows that it doubles your chances of getting the regular flu.
[00:20:08.420 --> 00:20:09.261]  I mean, what a hoax!
[00:20:10.362 --> 00:20:11.243]  Oh, absolutely.
[00:20:11.403 --> 00:20:21.350]  And the one article that came out that said that the H1N1 vaccine didn't cause birth defects, but it did cause 83 confirmed cases of Guillain-Barré.
[00:20:21.810 --> 00:20:33.038]  So I looked up what the cost of one case of Guillain-Barré is in this country, and depending on how you break down the numbers, the actual medical costs, they estimate to be about $319,000 for one case of Guillain-Barré.
[00:20:36.440 --> 00:21:00.571]  And if you actually talk about the early deaths and the lost time from work and all of those things because of the people that died from Guillain-Barré, in the article from the Journal of Neurology that interviewed 180 people who had Guillain-Barré, it turned out to be $1.7 billion in both lost revenues and in health care dollars for 180 cases of Guillain-Barré.
[00:21:00.591 --> 00:21:02.552]  But most of it, as you know, goes unreported.
[00:21:02.612 --> 00:21:03.693]  What are those real numbers?
[00:21:05.353 --> 00:21:13.359]  The real numbers of... Of Guillain-Barré, because I know two different media people in Austin that apologized to me.
[00:21:13.379 --> 00:21:19.684]  One of them was Dale Dudley, one of the local morning hosts for decades, one of the top shows in Austin.
[00:21:20.104 --> 00:21:21.765]  He went and got the flu shot.
[00:21:22.726 --> 00:21:24.487]  And it made his hands and feet go numb.
[00:21:24.507 --> 00:21:29.831]  He went to the doctor and they said, mild Guillain-Barré from your shot.
[00:21:29.851 --> 00:21:30.972]  I mean, it's not even debated.
[00:21:31.252 --> 00:21:33.954]  And then I know another media person that doesn't want their name mentioned.
[00:21:34.354 --> 00:21:35.675]  They got an even worse case.
[00:21:35.955 --> 00:21:41.919]  So, I mean, most of the people I know that end up having this effect right after having the shot, it never gets put down on any record.
[00:21:42.537 --> 00:21:43.217]  That's correct.
[00:21:43.277 --> 00:21:45.778]  It doesn't get put into any database.
[00:21:45.798 --> 00:21:57.381]  The actual incidence of it is probably much higher than what we might think because there are other types of things like CIDP, chronic inflammatory demyelinating polyneuropathy, which is a big mouthful.
[00:21:57.701 --> 00:22:01.262]  That is like an extended form of a more severe long-lasting Guillain-Barre.
[00:22:01.522 --> 00:22:10.665]  There are all these mild polyneuropathies and all these peripheral neuropathies and things that they just diagnosed with a name called polyneuropathy, but they don't call it Guillain-Barre.
[00:22:12.465 --> 00:22:22.248]  A number of cases of Guillain-Barré and other types of side effects and complications from the flu shot is probably in the tens of thousands every year, but it never gets reported.
[00:22:23.249 --> 00:22:37.154]  If a full-blown case of Guillain-Barré costs the health care system about $319,000 per case, we're talking tens of millions of dollars of health care dollars as a side effect of the flu shot or the H1N1 shot.
[00:22:38.374 --> 00:22:53.004]  And when they talk about the reason to give the flu shot is to save missed days from work, to keep people from missing work, because it's a cost-saving device, they never include all the expenses that go along with treating the side effects as part of the cost of the vaccine program.
[00:22:53.284 --> 00:22:55.005]  And that's not only for flu shots, Alex.
[00:22:55.065 --> 00:22:57.627]  I would say that's across the board with all of the vaccines.
[00:22:59.005 --> 00:23:10.993]  And again, if you just joined us folks, Dr. Sherry Tinpenny is a medical doctor and the leading critic, I think everybody agrees, and researcher exposing the dangers of vaccines.
[00:23:11.454 --> 00:23:17.458]  What's the bottom line here, just finishing up with the H1N1, because I'm no medical doctor, but
[00:23:18.078 --> 00:23:31.534]  Prior to the H1N1 rollout hype, fear that was premeditated clearly of three and a half, four years ago, every insert I saw, every newscast, every doctor I talked to said, don't give a pregnant woman vaccines.
[00:23:32.214 --> 00:23:35.638]  Clearly they knew about the increase in miscarriages and problems.
[00:23:36.179 --> 00:23:38.401]  Suddenly now it's like, oh no, that never existed.
[00:23:38.922 --> 00:23:40.323]  Pregnant women, they need the shot.
[00:23:40.583 --> 00:23:50.548]  So this new propaganda is like, oh yeah, an increase in Guillain-Barré, but they said, you know, even British journals at the time said they were seeing tenfold increases in seizures in children that took it.
[00:23:50.848 --> 00:23:56.210]  So this is obviously a whitewash, and they're like, oh, slight chance, but no effect on women.
[00:23:56.871 --> 00:24:07.356]  So how do they go from medical orthodoxy, Hippocratic Oath, don't give pregnant women vaccines because it can cause an autoimmune response, to, oh my gosh, women need extra shots.
[00:24:09.153 --> 00:24:11.595]  You know, Alex, I was at a vaccine conference.
[00:24:11.675 --> 00:24:14.117]  It was the first international meeting.
[00:24:14.157 --> 00:24:18.420]  It was the first international neonatal vaccination conference in Washington, D.C.
[00:24:18.460 --> 00:24:20.201]  in March of 2004.
[00:24:20.822 --> 00:24:26.246]  And one of the presenters at that point in time, that was when they started talking about giving pregnant women flu shots.
[00:24:26.266 --> 00:24:26.566]  That was in 2004.
[00:24:28.087 --> 00:24:32.851]  And the person on the stage, I remember distinctly him saying, we'll never get away with this.
[00:24:32.911 --> 00:24:38.495]  We'll never be able to give flu shots to pregnant women because we tell pregnant women not even to take an aspirin.
[00:24:38.815 --> 00:24:46.261]  How are we ever going to get away with injecting them unless we can include not only the pregnant woman but their fetus?
[00:24:46.741 --> 00:24:47.542]  Yes, absolutely.
[00:25:05.111 --> 00:25:17.543]  But there's no possible way that they can know at the point in time of a birth whether or not something is going to show up three months, six months, or a year later that could have been caused in that fetus as it was rapidly developing when the mother was injected with the flu shot.
[00:25:18.044 --> 00:25:27.553]  There's another whole area of that, Alex, is the fact that, and I'm in the middle of putting a presentation together about it right now, and the presentation's called Pregnant Moms and Shots.
[00:25:28.194 --> 00:25:37.744]  Because not only are they talking about the flu shot and the H1N1 shot, they're talking about a pertussis shot either right after birth or maybe in the third trimester.
[00:25:38.184 --> 00:25:42.489]  They've now increased the RoGAM shot to give it at least twice during pregnancy.
[00:25:42.509 --> 00:25:48.395]  And in some cases they even had one paper saying that maybe we should give moms a Gardasil shot while they're pregnant.
[00:25:49.778 --> 00:25:53.999]  Oh my gosh, I mean that's on record killing people and causing autoimmune problems.
[00:25:54.079 --> 00:26:00.860]  I mean, let's talk about the history of Gardasil, since that's where we started and now they're going to tell women that, you know, who even needs nutrition?
[00:26:00.880 --> 00:26:02.261]  Just have hundreds of shots a day.
[00:26:02.281 --> 00:26:07.742]  I mean, I know the UN's been connected to focusing shots on pregnant women and then they have the miscarriages.
[00:26:07.782 --> 00:26:15.784]  The UN got caught in the tetanus shot, adding a hormone that's secreted in the second trimester, causing
[00:26:16.844 --> 00:26:17.805]  Basically abortions.
[00:26:17.825 --> 00:26:31.515]  I mean, this is all on record, but we're supposed to just trust them now, and because they say it didn't cause problems with women, even though I noticed that we're seeing statistics of increased miscarriages, increased neonatal problems.
[00:26:32.636 --> 00:26:35.919]  I know that for a while the West numbers were getting better.
[00:26:35.939 --> 00:26:38.521]  You know, more children were living, infant mortality.
[00:26:38.561 --> 00:26:40.983]  Now those numbers are getting worse, but they say everything's fine.
[00:26:44.122 --> 00:26:52.245]  Well, you know, there's a mantra, and it's one of the ways that the vaccine industry has gotten away with everything that they've done for as long as they have, because they have one message.
[00:26:52.705 --> 00:26:54.706]  Vaccinate everybody with every shot.
[00:26:55.166 --> 00:26:56.146]  Vaccines are safe.
