[00:00:02.301 --> 00:00:02.561]  I think.
[00:02:58.419 --> 00:03:02.021]  One must worship the state to truly join with it.
[00:03:04.362 --> 00:03:05.782]  Oh, yes.
[00:03:06.483 --> 00:03:07.803]  Oh, the moment is coming.
[00:03:08.524 --> 00:03:09.344]  Oh, government.
[00:03:09.564 --> 00:03:13.226]  Oh, Lenin, Stalin, Mao, Kim Jong-il, Kim Jong-il.
[00:03:13.546 --> 00:03:16.067]  If you've been successful, you didn't get there on your own.
[00:03:16.267 --> 00:03:17.948]  I'm always struck by people who think
[00:03:18.624 --> 00:03:20.746]  Well, it must be because I was just so smart.
[00:03:21.226 --> 00:03:22.847]  There are a lot of smart people out there.
[00:03:24.168 --> 00:03:26.190]  It must be because I worked harder than everybody else.
[00:03:26.430 --> 00:03:27.210]  Let me tell you something.
[00:03:27.431 --> 00:03:29.572]  There are a whole bunch of hard-working people out there.
[00:03:30.593 --> 00:03:35.396]  If you were successful, somebody along the line gave you some help.
[00:03:36.657 --> 00:03:38.459]  There was a great teacher somewhere in your life.
[00:03:40.400 --> 00:03:46.965]  Somebody helped to create this unbelievable American system that we have that allowed you to thrive.
[00:03:47.899 --> 00:03:49.620]  Somebody invested in roads and bridges.
[00:03:49.680 --> 00:03:52.262]  If you've got a business, you didn't build that.
[00:03:53.283 --> 00:03:54.984]  Somebody else made that happen.
[00:03:56.785 --> 00:03:58.626]  The Internet didn't get invented on its own.
[00:03:59.587 --> 00:04:04.590]  Government research created the Internet, so then all the companies could make money off the Internet.
[00:04:07.108 --> 00:04:24.758]  You've just seen our dear leader, our gracious leader, his excellency, President Barack Obama, that's how he's addressed at the UN, say that entrepreneurs, people that start businesses, people that write novels, that paint beautiful paintings, you didn't do jack crap.
[00:04:25.258 --> 00:04:26.059]  The state did.
[00:04:26.839 --> 00:04:28.280]  The state impregnated your mother.
[00:04:29.501 --> 00:04:30.821]  The state hung the moon.
[00:04:31.662 --> 00:04:33.483]  The state is the arbiter of all that's good.
[00:04:35.174 --> 00:04:43.804]  And I've decided to join Team Obama and the other crony capitalists like Mitt Romney, his VP candidate in the Obamny campaign.
[00:04:45.299 --> 00:05:04.419]  I have decided to get with the program and realize that Genghis Khan, Attila the Hun, Julius Caesar, Adolf Hitler, Mao Zedong, Lenin, Stalin, Fidel Castro, Hugo Chavez takes family businesses and gives them to party members and just takes over their property.
[00:05:04.779 --> 00:05:07.122]  And I started realizing that's like really good.
[00:05:08.134 --> 00:05:08.976]  That's wonderful.
[00:05:09.036 --> 00:05:17.192]  I mean, total government states, once they take over, are so incredible they can't even have factories or electricity or cars that run.
[00:05:17.955 --> 00:05:19.796]  I always love the cars in North Korea.
[00:05:19.816 --> 00:05:22.016]  Maybe we can pull some of those up behind me here.
[00:05:22.056 --> 00:05:26.398]  You know, they have like 57 Chevys and old Lincolns and stuff from the 60s and 70s and 50s.
[00:05:26.438 --> 00:05:29.919]  I mean, that's so like retro and cool.
[00:05:30.539 --> 00:05:46.445]  I mean, I love the fact that more and more America is like Mexico or North Korea or Nigeria or Eastern Europe where there's like cops and checkpoints and machine guns and dogs and like internal checkpoints and TSA when you want to fly and the IRS is saying they won't let you out of the country if they say you owe money.
[00:05:47.125 --> 00:05:49.867]  And I began to realize this really is what produces heaven.
[00:05:50.827 --> 00:05:55.350]  And that George Washington, Benjamin Franklin, all these people were pieces of trash.
[00:05:55.590 --> 00:05:58.631]  I mean, they didn't understand really how beautiful it all was.
[00:05:58.651 --> 00:06:02.333]  So I thought I'd put some of my heroes, some of my personal heroes here on screen.
[00:06:02.614 --> 00:06:08.257]  Obama, if you know history like I do, it's kind of evil I should be watched and I'm informed and read.
[00:06:08.497 --> 00:06:09.838]  I mean, Pol Pot was an authoritarian.
[00:06:12.142 --> 00:06:12.482]  There he is.
[00:06:12.782 --> 00:06:15.163]  He killed anybody that could even read or write.
[00:06:15.483 --> 00:06:17.644]  That was a good move, so I think they should probably get rid of me.
[00:06:18.024 --> 00:06:19.324]  But there's Obama.
[00:06:20.464 --> 00:06:24.285]  And Obama has, again, said the state is God.
[00:06:24.706 --> 00:06:25.606]  Stalin said that.
[00:06:25.706 --> 00:06:26.466]  Mao said that.
[00:06:27.026 --> 00:06:28.227]  And Kim Jong-un.
[00:06:28.347 --> 00:06:30.227]  I mean, what an amazing individual.
[00:06:30.247 --> 00:06:32.868]  I mean, just look at that leadership.
[00:06:33.068 --> 00:06:34.808]  Power hereditarily given to him.
[00:06:35.069 --> 00:06:36.189]  That's the people's government.
[00:06:37.005 --> 00:06:41.847]  Because you read the rights and freedoms on paper in North Korea, it's amazing.
[00:06:41.867 --> 00:06:45.769]  I mean, they've created a heavenly place where millions die every few years from starvation.
[00:06:46.630 --> 00:07:03.378]  And I just thought that I would not, you know, believe in the Golden Rule anymore, and that I would start worshipping the state, which is the new religion in America, and the new way, and the new American dream, because Obama said so.
[00:07:03.438 --> 00:07:06.460]  So I just want to turn and bow
[00:07:08.925 --> 00:07:13.369]  I just thank the total state for everything it's done.
[00:07:13.389 --> 00:07:25.401]  I appreciate you, everything you do, and I await the day when it's a total state, and when I am assimilated, I will take all the vaccines, I will deliver my family to the TSA.
[00:07:26.682 --> 00:07:38.994]  I will take all the Prozac and things you push at me, and I want to pay 100% taxes, and I worship black uniforms, I worship police dogs, I love everything you do, and I want to thank you.
[00:07:39.694 --> 00:07:42.397]  I want to thank you for everything you do.
[00:07:43.238 --> 00:07:44.439]  Thank you for all you do.
[00:07:44.459 --> 00:07:51.405]  It is truly, you are what makes our world go round, and I want to apologize to you.
[00:07:52.786 --> 00:07:56.889]  Gods of the state, forever denying that.
[00:07:57.009 --> 00:08:02.533]  So please, I know you'll probably still destroy me and crush me because I'm not worthy of worshipping you properly.
[00:08:03.354 --> 00:08:07.637]  And that itself is a great honor.
[00:08:08.078 --> 00:08:09.419]  One does not look directly at you.
[00:08:09.439 --> 00:08:10.039]  I understand that.
[00:08:10.059 --> 00:08:10.920]  Let me invert my eyes.
[00:08:12.141 --> 00:08:15.763]  Man, even staring into those eyes.
[00:08:16.624 --> 00:08:18.885]  I mean, just look at that satisfied look right there.
[00:08:19.226 --> 00:08:20.246]  That's a good person.
[00:08:21.189 --> 00:08:23.411]  That's a good... Oh, look at that.
[00:08:23.451 --> 00:08:24.171]  I mean, come on.
[00:08:25.432 --> 00:08:27.714]  I mean, you know, the Chinese said he killed 80 plus million.
[00:08:27.754 --> 00:08:29.115]  Our government says 60 plus million.
[00:08:29.135 --> 00:08:31.877]  But I mean, come on, that's... I mean, this is the state.
[00:08:31.957 --> 00:08:32.778]  I mean, look at that.
[00:08:32.798 --> 00:08:40.464]  We've got a collection of cream gravy right there that the people suck from, suckle from.
[00:08:40.864 --> 00:08:45.027]  And then Pol Pot funded by our own State Department to kill about 30% of the population over there.
[00:08:45.788 --> 00:08:46.729]  So that's basically it.
[00:08:46.969 --> 00:08:49.451]  And I think from time to time we're going to start recognizing
[00:08:52.403 --> 00:08:59.868]  The American dream is to have Stalin and Mao merge together in the personage of Obama or whoever else they put in.
[00:09:00.849 --> 00:09:01.769]  And so that's what it's all about.
[00:09:01.950 --> 00:09:03.511]  So thank you, great leaders.
[00:09:04.131 --> 00:09:05.992]  And I'm going to throw it back now to myself.
[00:09:06.192 --> 00:09:07.073]  Alex, are you ready?
[00:09:07.093 --> 00:09:08.334]  Because you're on, buddy.
[00:09:08.714 --> 00:09:09.835]  And remember, be respectful.
[00:09:09.915 --> 00:09:10.655]  You're being watched.
[00:09:10.695 --> 00:09:12.677]  The NSA is listening, punk.
[00:09:13.437 --> 00:09:15.799]  Punk, the new Alex you promised.
[00:09:16.559 --> 00:09:17.660]  OK, I'm going to trust you.
[00:09:17.880 --> 00:09:18.741]  Thank you, Alex.
[00:09:19.261 --> 00:09:19.562]  Wow.
[00:09:20.697 --> 00:09:30.582]  You know, now that I've joined Obama and endorsed him, I got a call from the Washington Post today, an interview, perhaps it'll be a positive report about me now that I support total state.
[00:09:31.542 --> 00:09:37.945]  That I support merging with the government and all the milk and honey that disgorges from it.
[00:09:39.555 --> 00:09:47.780]  All these years I was a renegade, an extremist, a bad person, but now I realize corporate welfare, general welfare, there's no mafias, there's no cliques.
[00:09:48.100 --> 00:09:54.624]  I mean there are, but they're not mafias, they're not cliques, it's not monopoly, you know, crony corruption.
[00:09:57.130 --> 00:10:01.772]  It's the worship of Boss Hogg and everything cute and lovable about him.
[00:10:01.992 --> 00:10:08.674]  But on steroids, you know, Boss Hogg running giant war machines and drones blowing up wedding parties.
[00:10:08.974 --> 00:10:20.298]  I just... I was always repulsed by like Lenin and Hitler and Stalin and Mao and just the crazed look of the soldiers in North Korea when they're oppressing people.
[00:10:20.958 --> 00:10:22.259]  But now I realize that
[00:10:24.844 --> 00:10:31.066]  That they were just enlightened and filled with the spirit of beauty and creativity.
[00:10:31.086 --> 00:10:33.487]  I mean, look at how cool North Korea is.
[00:10:33.707 --> 00:10:38.869]  I mean, it's a blessing they can't manufacture any cars on their own and drive 57 Chevys around.
[00:10:38.889 --> 00:10:48.392]  I mean, it's like a cool parallel universe and they sell little dead children in the markets, Vanity Fair even reported, for the wealthy to eat.
[00:10:50.313 --> 00:10:52.394]  I mean, that's so cool!
[00:10:52.414 --> 00:10:55.196]  I mean, the state gives you everything.
[00:10:55.737 --> 00:11:00.840]  And in North Korea, about half the population is raised in these slave farms, but freedom farms.
[00:11:01.520 --> 00:11:10.466]  And they put the men and women together just to breed and take the children, like you take eggs from a hen, and send them to other re-education centers so that there's no family.
[00:11:10.486 --> 00:11:11.687]  They're even eradicating that.
[00:11:11.707 --> 00:11:12.748]  It's beautiful!
[00:11:15.427 --> 00:11:15.947]  It's so beautiful.
[00:11:15.967 --> 00:11:16.848]  I don't know what's happened.
[00:11:18.428 --> 00:11:21.329]  I'm beginning to realize just how wonderful the all state is.
[00:11:21.390 --> 00:11:22.250]  The total state.
[00:11:23.650 --> 00:11:25.631]  And I agree with the churches that teach Roman 13.
[00:11:25.971 --> 00:11:27.312]  All government is God.
[00:11:28.192 --> 00:11:29.573]  Government is God.
[00:11:30.733 --> 00:11:33.975]  In fact, I forgot to cover this, dear, in my worship session.
[00:11:34.435 --> 00:11:36.356]  Can you guys bring me the linen bib, please?
[00:11:36.516 --> 00:11:37.016]  Please, Rob.
[00:11:37.436 --> 00:11:38.297]  Be reverent with it.
[00:11:41.718 --> 00:11:42.018]  This is
[00:11:45.655 --> 00:11:46.155]  V.I.
[00:11:46.195 --> 00:12:01.046]  Lenin, I mean, you know, he liberated more than 20 million people, many of them children, who they lined up and shot or starved to death, from their evil, you know, Kulak, you know, little farming families that didn't want to be communist.
[00:12:01.106 --> 00:12:03.708]  I mean, they really tortured and murdered them as well.
[00:12:04.208 --> 00:12:05.769]  I just realized it's so good.
[00:12:05.789 --> 00:12:08.391]  So I think I'll just do the rest of the show here.
[00:12:09.392 --> 00:12:10.593]  With this holy bib.
[00:12:10.834 --> 00:12:12.615]  Maybe we can bring in a roasted child.
[00:12:13.196 --> 00:12:14.858]  And I'll just, I'll dine on it right here.
[00:12:14.938 --> 00:12:17.501]  Because you know, in China, this is on record.
[00:12:18.887 --> 00:12:30.555]  During the Cultural Revolution, when they collectivized the population, and 60 plus million died in just a few years' spance, the military survived off putting dead bodies in big giant stew pots.
[00:12:31.175 --> 00:12:33.857]  And that was the meal for quite a long time.
[00:12:34.157 --> 00:12:38.620]  And of course, the delicacy, again, was boiled roasted children.
[00:12:38.901 --> 00:12:42.363]  And you thought that was just in Conan the Barbarian, where they had big stew pots.
[00:12:42.403 --> 00:12:42.743]  No, no, no, no.
[00:12:43.324 --> 00:12:46.426]  So, I mean, there's nothing like a linen bib.
[00:12:46.446 --> 00:12:47.947]  It's actually not a linen bib.
[00:12:48.847 --> 00:12:59.315]  But these would be hung in all good party members' homes, and when they drop by, you know, in Russian this says, our technology, our food, you know, basically everything is through our loving linen.
[00:13:00.816 --> 00:13:03.679]  And, I mean, again, it is, like Obama told us.
[00:13:05.200 --> 00:13:08.602]  Like Obama told us, everything comes from the state.
[00:13:08.762 --> 00:13:10.304]  That's why you're successful.
[00:13:10.864 --> 00:13:13.906]  When you get up in the morning, when birds tweet, the state did it.
[00:13:14.807 --> 00:13:17.029]  That's why, I just want to be reverent with this right now.
[00:13:24.146 --> 00:13:25.067]  It's so beautiful.
[00:13:25.107 --> 00:13:25.908]  It's so good.
[00:13:25.928 --> 00:13:31.633]  I love the government and all the special interests that control it that exempt themselves from our laws through globalism.
[00:13:31.973 --> 00:13:37.358]  Will you please put that back in the reverent area we have hanging above the urinals?
[00:13:37.398 --> 00:13:37.758]  Thank you.
[00:13:38.968 --> 00:13:39.249]  All right.
[00:13:39.329 --> 00:13:40.671]  There you go, ladies and gentlemen.
[00:13:40.771 --> 00:13:41.152]  All right.
[00:13:43.436 --> 00:13:48.766]  Maybe I should do the news tonight from the perspective of an Obama supporter.
[00:13:48.786 --> 00:13:51.631]  In fact, let's do that right now for the rest of the evening.
[00:13:52.731 --> 00:13:54.552]  First off, national security threat.
[00:13:54.832 --> 00:13:57.193]  Obama's birth certificate proven fraudulent.
[00:13:57.774 --> 00:14:02.857]  Now, back when I was a terrorist, I went and looked at it, and it said African-American and stuff.
[00:14:02.877 --> 00:14:05.118]  That wasn't used until the mid-80s on birth certificates.
[00:14:05.398 --> 00:14:06.238]  But just ignore that.
[00:14:06.278 --> 00:14:10.241]  It was in all these layers, and the coding was different, and they used fonts.
[00:14:11.281 --> 00:14:15.342]  Uh, that are from popular computer fonts that mimic a typewriter.
[00:14:15.382 --> 00:14:17.523]  They were not individual strikes as typewriters.
[00:14:17.743 --> 00:14:18.703]  But that doesn't matter now.
[00:14:18.903 --> 00:14:30.306]  Because, just like Winston in 1984 realizes that there is no gravity, 2 plus 2 equals 20, whatever, whatever the state says, I just, I feel like a winner because I love the Allstate.
[00:14:30.466 --> 00:14:32.446]  Again, the Allstate is my king.
[00:14:32.886 --> 00:14:34.667]  So, I think Sheriff O'Pioe is bad.
[00:14:35.327 --> 00:14:39.709]  I think he is an extremist, and I think Joseph Farah is bad to question this.
[00:14:39.769 --> 00:14:49.274]  I mean, sure, he now admits his name was really Barry Sotero, and his records are secret, and they'd always, you know, in his own literature from his publicist for 16 years, he said it was born in Kenya, and his wife says it on video.
[00:14:49.614 --> 00:15:02.220]  But the lies, I mean, the truth was so deep, it turned out that was just a cover story for the fact that he's Frank Marshall Davis, the famous communist son, but, and that's covered in that evil film we sell, Evil Free Market, and then fullwarshop.com, Bram's my real father.
[00:15:03.471 --> 00:15:09.115]  But again, Sheriff Arpaio challenges George Lopez to meeting after Lopez tirade.
[00:15:11.056 --> 00:15:14.418]  And Arpaio said he'd like to have him come down.
[00:15:14.438 --> 00:15:16.580]  He says, get some guts, come down here and meet me face to face.
[00:15:17.000 --> 00:15:22.003]  Let's see how you act then, Arpaio, known as America's toughest sheriff, called ABC News affiliate.
[00:15:25.089 --> 00:15:25.929]  Opaio is evil.
[00:15:26.609 --> 00:15:28.690]  President Obama arrives in San Antonio.
[00:15:28.750 --> 00:15:29.930]  Oh, this was so gracious.
[00:15:30.470 --> 00:15:39.333]  Everyone was being taught, not just that government bureaucrats get to go ahead of you and not be groped or liberated, your children as well by the TSA, your wife.
[00:15:40.473 --> 00:15:43.514]  Items, they liberate, they evacuate from your bags.
[00:15:44.374 --> 00:15:50.716]  When they check your water and food, pass the checkpoints, that's good to make you submit and learn to worship government.
[00:15:51.556 --> 00:15:54.197]  When Obama came to San Antonio, they locked down half the city.
[00:15:54.217 --> 00:15:56.217]  There were traffic jams for five hours yesterday.
[00:15:56.418 --> 00:15:56.838]  Beautiful.
[00:15:56.878 --> 00:16:00.279]  Then he came to Austin, shut down I-35, shut down downtown.
[00:16:00.559 --> 00:16:01.139]  We have some footage.
[00:16:01.159 --> 00:16:03.500]  We're going to have a full report tonight about how gracious this was.
[00:16:03.900 --> 00:16:11.022]  When they shut down most of downtown, side streets, Congress, 35, huge traffic jams, so he could collect money.
[00:16:11.542 --> 00:16:13.183]  This was such a beautiful moment.
[00:16:14.832 --> 00:16:16.935]  To have this Goldman Sachs puppet.
[00:16:17.515 --> 00:16:18.917]  But it's good to be a puppet of the banks.
[00:16:18.937 --> 00:16:21.580]  I mean, they're the ones that are exempt from the communism and give it to us.
[00:16:21.640 --> 00:16:22.541]  It's just so wonderful.
[00:16:23.863 --> 00:16:31.432]  You know, just huge traffic jams just all over town as the gracious leader
[00:16:32.313 --> 00:16:37.397]  With all of the armored vehicles and all the rest of it came into town.
[00:16:37.457 --> 00:16:47.203]  It was just a fabulous moment for America because after all, this is the group, this is the organization, these are the people that make it all possible.
[00:16:47.323 --> 00:16:50.786]  Without government, nothing would exist.
[00:16:52.270 --> 00:16:57.353]  So I just want to continue thanking all the businesses that shut down yesterday, as the state's been reported.
[00:16:57.373 --> 00:17:00.996]  A whole bunch of businesses and more than 10 major bus routes shut down.
[00:17:01.016 --> 00:17:04.078]  But the peasants, I mean, you're just cogs in the state.
[00:17:04.118 --> 00:17:06.960]  You mean nothing compared to the great minds up above you.
[00:17:08.201 --> 00:17:10.642]  Oh, that's got a big carbon footprint, but that's OK.
[00:17:11.003 --> 00:17:17.767]  Prince Charles has dozens of jet aircraft over 100 palaces, but he says old women shouldn't be able to take hot baths because more money needs to be able to be paid to him.
[00:17:17.807 --> 00:17:18.628]  And I agree with that.
[00:17:19.048 --> 00:17:21.950]  I mean, I'm beginning to realize that, again, take North Korea.
[00:17:23.011 --> 00:17:27.994]  I mean, you gotta have seven-story pleasure palaces and film stars being kidnapped for Kim Jong-il to rape.
[00:17:28.014 --> 00:17:29.215]  I mean, literally.
[00:17:29.255 --> 00:17:31.396]  I mean, this is, you know, what he needs because he's a great leader.
[00:17:31.736 --> 00:17:36.599]  His father was a great leader, now his... the grandson is an incredible commando.
[00:17:36.839 --> 00:17:38.240]  Can we put Kim Jong-un...
[00:17:39.521 --> 00:17:41.904]  I mean, this is a great person.
[00:17:42.885 --> 00:17:43.545]  There he is!
[00:17:44.146 --> 00:17:46.708]  The supreme leader of North Korea.
[00:17:47.549 --> 00:17:49.711]  Millions every few years starve to death and die.
[00:17:49.772 --> 00:17:57.159]  And again, the main meat in the countryside for the middle class, the tiny communist class that serves the tiny elite, is human flesh.
[00:17:58.280 --> 00:17:59.561]  Mao Zedong, the same heaven.
[00:17:59.901 --> 00:18:02.002]  Pol Pot, he claimed he was anti-communist, the same heaven.
[00:18:02.582 --> 00:18:03.903]  Barry Sotoro, drones kill.
[00:18:03.943 --> 00:18:04.823]  Oh, Joseph Stalin.
[00:18:04.863 --> 00:18:06.964]  I mean, our own media called him Uncle Joe Stalin.
[00:18:07.404 --> 00:18:10.806]  Here's a photo Deuce showed me, and we saw this a few years ago and confirmed its authenticity.
[00:18:11.206 --> 00:18:14.228]  Give us free health care, jobs, no taxes, house food.
[00:18:14.268 --> 00:18:15.288]  You owe us, America.
[00:18:16.089 --> 00:18:17.009]  We will shoot you.
[00:18:17.910 --> 00:18:20.371]  We will shoot more police in Arizona until we get free.
[00:18:21.977 --> 00:18:25.780]  So there you have it.
[00:18:25.800 --> 00:18:26.962]  I think that is a great system.
[00:18:27.142 --> 00:18:28.183]  That's what Obama was saying.
[00:18:28.583 --> 00:18:30.385]  None of your employers are any good workers.
[00:18:30.445 --> 00:18:36.990]  The state wants to team up with you and just absolutely create an immediate heaven for you right now.
[00:18:37.671 --> 00:18:39.252]  Like they have in North Korea and other places.
[00:18:39.832 --> 00:18:45.495]  Continuing here, a very real danger of collapse could be so severe, I don't think our civilization could survive it.
[00:18:45.995 --> 00:18:57.121]  Mark Saldo has all these quotes of similar things are being said by... I saw an article on Yahoo with Peter Schiff saying, you know, crash worse than 08, you know, sustained.
[00:18:57.741 --> 00:19:05.966]  But again, that's impossible because even an implosion is part of the great global estate coming into
[00:19:08.530 --> 00:19:09.571]  Coming into being here.
[00:19:10.812 --> 00:19:13.275]  Oh, here's some great news, ladies and gentlemen.
[00:19:13.355 --> 00:19:24.445]  Comrade Obama has doubled the amount of people on welfare since the implosion of the economy four years ago as it went into Bankster receivership.
[00:19:24.805 --> 00:19:27.688]  More Americans on government dole than found jobs.
[00:19:28.349 --> 00:19:29.130]  Super news!
[00:19:29.510 --> 00:19:32.052]  Again, they could be collectivized now in this re-education program.
[00:19:33.373 --> 00:19:45.639]  to now be used against the evil landowners and small business owners, the main enemy of our, I mean, yes, the main enemy of our gracious communist collectivist takeover with fascism exempt from it all at the global order level.
[00:19:45.659 --> 00:19:49.521]  So you've got communism at the bottom and then fascism above that, but they're exempt.
[00:19:50.646 --> 00:20:01.354]  Senator Jeff Sessions, the ranking Republican on the budget panel, said that since 2008, the onset of the latest economic recession, 3.6 million Americans have gone on disability and 1.3 million have lost jobs.
[00:20:02.935 --> 00:20:09.339]  And there's another report here, even Politico, that is properly reverent of our dear, gracious leader.
[00:20:09.399 --> 00:20:10.620]  Even they engaged in treason.
[00:20:12.222 --> 00:20:13.123]  Watch them closely.
[00:20:13.223 --> 00:20:14.865]  This is dangerous.
[00:20:15.085 --> 00:20:25.198]  I mean, they are definitely involving themselves in the reality-based community, and that allows the enemy of BB, Big Brother, Double Plus Good, to have a victory.
[00:20:26.601 --> 00:20:32.145]  President Obama's job panel missing in action, and that they're just not doing anything to stimulate jobs.
[00:20:32.165 --> 00:20:32.965]  Well, yes they are!
[00:20:33.606 --> 00:20:34.326]  In China!
[00:20:35.287 --> 00:20:40.390]  $22 billion to ship General Motors, Volt, and Cadillac and other factories there in Brazil.
[00:20:40.690 --> 00:20:43.252]  But to make sure that actually their wages lower there.
[00:20:43.572 --> 00:20:44.313]  Places like Brazil.
[00:20:44.353 --> 00:20:45.373]  That's a great plan.
[00:20:45.914 --> 00:20:46.654]  I think it's good.
[00:20:46.694 --> 00:20:48.536]  I mean, you've got to implode everything.
[00:20:48.576 --> 00:20:50.137]  You've got to crack a few eggs and make an omelet.
[00:20:50.657 --> 00:20:52.219]  Of course, you never really find an omelet.
[00:20:52.239 --> 00:20:53.281]  It's all about cracking eggs.
[00:20:53.562 --> 00:20:55.184]  That's the beauty of total state.
[00:20:55.565 --> 00:20:57.167]  New World Order, I'm asking for a job here.
[00:20:58.294 --> 00:21:00.635]  I just really want to hang out with Kim Jong-il.
[00:21:00.695 --> 00:21:01.696]  I mean, I'm going to be honest, folks.
[00:21:01.796 --> 00:21:14.723]  I might wake at night wishing I could just be in the presence of a little, stunted, pot-bellied, weak, oily, insane person with a bunch of craze-eyed generals behind him, total sycophants, spiritual vampires.
[00:21:15.123 --> 00:21:16.244]  It's just so hellish.
[00:21:16.304 --> 00:21:16.945]  Wait, wait, I'm sorry.
[00:21:17.325 --> 00:21:19.186]  Oh my God, I've not been listening to NPR enough.
[00:21:19.206 --> 00:21:20.567]  I was starting to go back to the old Alex Jones.
[00:21:20.587 --> 00:21:22.368]  Whoa, whoa, whoa.
[00:21:22.848 --> 00:21:24.129]  I'm sorry, Kim Jong-un.
[00:21:24.169 --> 00:21:24.649]  I'm sorry, sir.
[00:21:26.564 --> 00:21:30.165]  Can we just put an image of the late Kim Jong-il on screen, please?
[00:21:31.265 --> 00:21:32.805]  No, I want Kim Jong-il up there.
[00:21:32.825 --> 00:21:46.908]  And if he didn't go out and properly cry, they were sent to forced labor camps.
[00:21:55.564 --> 00:22:02.668]  Look at him!
[00:22:04.209 --> 00:22:06.370]  He creates everything good!
[00:22:06.910 --> 00:22:08.151]  And he died!
[00:22:08.271 --> 00:22:09.031]  Why?
[00:22:09.132 --> 00:22:09.552]  Why?
[00:22:09.692 --> 00:22:10.892]  Idiots!
[00:22:24.747 --> 00:22:32.832]  If he would have only had more drones and... Why is it when government takes over, they can't even make automobiles, but they can build giant death camps?
[00:22:32.932 --> 00:22:36.875]  Alright, I'm sorry.
[00:22:36.895 --> 00:22:37.215]  I'm sorry.
[00:22:37.235 --> 00:22:38.516]  This has been a very special day for me.
[00:22:38.556 --> 00:22:46.661]  I mean, I endorsed Obama yesterday, as you know, and the process is now just... I mean, I'm just... He just cares about me.
[00:22:46.781 --> 00:22:48.102]  Thank you, Mr. President.
[00:22:55.664 --> 00:22:58.326]  Oh, thank you, God, it's so good.
[00:22:59.267 --> 00:23:00.567]  I'm no longer racist.
[00:23:00.627 --> 00:23:03.109]  I now love Lenin and Stalin and Obama.
[00:23:05.611 --> 00:23:07.032]  I'm evil because I'm white.
[00:23:07.212 --> 00:23:09.253]  Oh, God, it's good to hate myself now.
[00:23:11.034 --> 00:23:13.776]  Oh, God, America's collapsing as well.
[00:23:13.816 --> 00:23:14.677]  The jobs are leaving.
[00:23:14.757 --> 00:23:15.517]  Oh, God, it's good.
[00:23:16.498 --> 00:23:16.978]  Excuse me.
[00:23:17.879 --> 00:23:19.300]  Oh, my God!
[00:23:19.320 --> 00:23:20.561]  Oh, my leader!
[00:23:24.730 --> 00:23:26.572]  Oh, look how handsome he is.
[00:23:28.994 --> 00:23:31.756]  You know citizens there, they don't have guns.
[00:23:31.776 --> 00:23:36.080]  Only the people, because I mean they could resist him if they had guns.
[00:23:37.281 --> 00:23:38.442]  Only the soldiers.
[00:23:39.162 --> 00:23:41.164]  Now that's a rendition of our dear leader.
