[00:00:00.384 --> 00:00:01.825]  You've got it.
[00:10:28.481 --> 00:10:34.165]  Number two, we have a corrupt oligarchy worldwide that has established world government and announced it.
[00:10:35.063 --> 00:10:39.757]  While teaching police that it isn't happening and it's illegal to say a world government's been established.
[00:10:40.559 --> 00:10:41.421]  So it's double speak.
[00:10:41.441 --> 00:10:42.023]  Right out of 1984.
[00:10:43.726 --> 00:10:47.007]  Criminal government and banks are now completely above the law.
[00:10:47.147 --> 00:10:55.668]  Lawlessness is now here by the ruling class who are completely insane and who actually seek to destroy the middle class and nouveau riche wealth.
[00:10:56.148 --> 00:10:58.809]  That's new wealth for folks that don't speak French.
[00:10:59.729 --> 00:11:04.650]  How a disinfo campaign works, what I call the hoax factory.
[00:11:04.670 --> 00:11:09.571]  We're going to look at one hoax and then expand it to others so you know some of the main plays they run.
[00:11:10.779 --> 00:11:12.902]  They don't run more than 15 of them generally.
[00:11:13.543 --> 00:11:19.971]  Yeah, you folks watch football and get real good at fantasy football and things that actually don't take anywhere in life.
[00:11:20.291 --> 00:11:26.058]  I get into studying how the real controllers of the planet... I study the plays they run!
[00:11:27.421 --> 00:11:29.704]  So we're going to be looking at that today because I'm an extremist.
[00:11:29.764 --> 00:11:30.565]  I'm a weirdo.
[00:11:31.005 --> 00:11:33.388]  I actually want to know how the world works.
[00:11:33.508 --> 00:11:36.151]  I actually want to be able to predict what's coming.
[00:11:36.171 --> 00:11:38.614]  I actually want to have freedom for my children.
[00:11:38.634 --> 00:11:39.615]  Can you imagine?
[00:11:39.635 --> 00:11:41.917]  I ought to just sit down and shut up and go along.
[00:11:42.518 --> 00:11:45.080]  Oh, but the problem is I read what the White House Science Czar wrote.
[00:11:45.100 --> 00:11:48.483]  Now they're adding chemicals to our food and water to sterilize us and dumb us down.
[00:11:48.823 --> 00:11:49.524]  Ecoscience.
[00:11:49.604 --> 00:11:50.164]  Oh, that's the book.
[00:11:50.204 --> 00:11:50.644]  It's public.
[00:11:50.664 --> 00:11:51.425]  It's online.
[00:11:51.445 --> 00:11:51.765]  Go read it.
[00:11:52.186 --> 00:11:58.030]  Oh, I know the cancer rates are up over 10,000% in children, over 3,000% in adults.
[00:11:58.731 --> 00:12:03.595]  Oh, I happen to know why they put fluoride with a
[00:12:04.892 --> 00:12:06.193]  What is it, a neutron missing?
[00:12:06.314 --> 00:12:07.515]  So it's basically acid?
[00:12:07.535 --> 00:12:10.418]  Because you need calcium fluoride, a little bit of it.
[00:12:10.759 --> 00:12:11.139]  No, no, no.
[00:12:11.219 --> 00:12:14.683]  They put fluoride with a electron missing.
[00:12:14.703 --> 00:12:15.384]  That's what's missing.
[00:12:15.864 --> 00:12:16.885]  And it's acid.
[00:12:16.905 --> 00:12:17.786]  It's deadly poison.
[00:12:17.806 --> 00:12:20.409]  And if you stuck your hand in it, it'd eat the bone off.
[00:12:21.590 --> 00:12:24.333]  But the point is, I'm upset about eugenics.
[00:12:24.993 --> 00:12:31.998]  I'm upset that you've all heard about the government doing secret testing that's been declassified on little kids and black people and stuff like that.
[00:12:32.278 --> 00:12:33.619]  It's still all ongoing.
[00:12:33.880 --> 00:12:35.121]  It's not even secret now.
[00:12:35.561 --> 00:12:40.144]  They spray aluminum over our cities in a $5 billion-a-year program they just declassified.
[00:12:40.725 --> 00:12:41.886]  Oh, they're just now admitting it all.
[00:12:42.566 --> 00:12:43.167]  Doesn't matter.
[00:12:43.207 --> 00:12:44.768]  People are too busy looking at their iPads.
[00:12:45.008 --> 00:12:47.270]  They're too busy acting cool at the bar with the buddies.
[00:12:47.590 --> 00:12:57.797]  They're too busy, you know, getting your collagen injections and freaking out over your waistline to know that we more and more are being inserted into a Matrix-like control grid system.
[00:12:57.817 --> 00:13:03.121]  So we're going to get into the hoax factory and we've got a special report coming up at the start of the next hour.
[00:13:03.141 --> 00:13:04.742]  Agenda 21.
[00:13:07.233 --> 00:13:17.236]  And New York and London and San Francisco, Germany's passed a law that your home will be no bigger than, get this, 500 square feet.
[00:13:18.236 --> 00:13:19.537]  Bloomberg says that's too big.
[00:13:20.397 --> 00:13:23.198]  They want only a couple hundred, 200 to 300.
[00:13:23.558 --> 00:13:26.579]  Now, if you're a rich elitist, you're going to be given a waiver.
[00:13:27.406 --> 00:13:30.248]  But the rest of you, there'll be taxes forcing you into it.
[00:13:30.268 --> 00:13:31.088]  It's all official.
[00:13:31.448 --> 00:13:32.069]  You don't understand.
[00:13:32.089 --> 00:13:35.771]  They're going to cut your resources off where you won't be able to afford anything but that.
[00:13:36.011 --> 00:13:38.552]  You'll pay more for that to the globalists.
[00:13:39.653 --> 00:13:41.174]  See, that's how the environmentalists work.
[00:13:41.454 --> 00:13:49.659]  They're shutting down most of the development where I live in Austin, north of here, in Round Rock and everywhere else up that way.
[00:13:52.301 --> 00:13:57.623]  Georgetown saying they found salamanders, which aren't even endangered, they're subspecies.
[00:13:57.643 --> 00:14:05.386]  So it's kind of like you're saying dogs are extinct because one breed is, but they're all the same species, so it's subspecies.
[00:14:06.306 --> 00:14:17.250]  And then they selectively take things off the rolls where you can't build on them, and then force you with them in a domain to sell for pennies on the dollar, and then they turn around and build on it later.
[00:14:17.998 --> 00:14:19.080]  It's the same thing worldwide.
[00:14:19.120 --> 00:14:24.847]  Just like Obama shuts down the power plants that aren't owned by General Electric and a handful of other companies.
[00:14:25.468 --> 00:14:26.650]  Publicly he shuts them down.
[00:14:27.511 --> 00:14:29.574]  And then gives them a waiver so their profits double.
[00:14:29.834 --> 00:14:32.438]  And then they're totally tax exempt and pay zero tax.
[00:14:34.000 --> 00:14:47.774]  But you do, you do, and they've got the giant 50 million people on food stamps and all the rest of it teaching them that anybody that's got a car and a house is rich and that they'd have something if you lived in something the size of a jail cell.
[00:14:49.342 --> 00:14:53.384]  Oh yeah, they know what they're doing, and all the big universities teach it.
[00:14:54.385 --> 00:15:00.789]  And it's the new religion where they come up and henpeck you, you know, about the environment and how your car's too big or whatever.
[00:15:01.009 --> 00:15:07.232]  But they're not worried about GMO, cross-species, genetic engineering, spreading through the entire biosphere, wreaking havoc.
[00:15:07.412 --> 00:15:12.275]  They're not worried about toxic waste dumping or nuclear reactors blowing up, real environmental issues or overfishing.
[00:15:12.515 --> 00:15:13.275]  No, no, no, no, no.
[00:15:13.555 --> 00:15:19.997]  It's the carbon dioxide, you exhale, and don't worry, they got a global tax to fund a global government, the official UN documents.
[00:15:20.257 --> 00:15:26.799]  And it doesn't matter if Congress won't approve it, because Obama is just doing it, and so will Mitt Romney, because they're bought and paid for by the same people.
[00:15:27.039 --> 00:15:34.741]  Just like Congress wouldn't pass the Cybersecurity Act, that even CBS News says is like Russian internet control, and taxes and controls it.
[00:15:35.181 --> 00:15:38.042]  Oh, but Obama has an executive order now!
[00:15:38.902 --> 00:15:40.843]  Oh, he's gonna sign it next week.
[00:15:41.988 --> 00:15:44.289]  But don't worry, Google and others have approved of it.
[00:15:44.469 --> 00:15:46.391]  Well, yeah, because it shuts down all their competition.
[00:15:46.651 --> 00:15:52.554]  And Google, as I told you a decade ago, it's now declassified, was set up by Intuitel, the CIA and the NSA.
[00:15:52.835 --> 00:15:54.095]  It's a front company!
[00:15:54.476 --> 00:15:55.656]  Yeah, that's right!
[00:15:55.696 --> 00:15:56.577]  We'll be right back!
[00:15:59.978 --> 00:16:05.239]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:16:05.479 --> 00:16:07.680]  Start purifying your water with ProPure.
[00:16:07.900 --> 00:16:16.842]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:16:16.982 --> 00:16:20.182]  Its filters are silver and pregnant to prevent bacterial growth.
[00:16:20.442 --> 00:16:21.863]  There's no priming required.
[00:16:22.123 --> 00:16:24.163]  It's NSF-42 certified.
[00:16:24.383 --> 00:16:26.864]  Optional fluoride filters can reduce fluoride up to 95%.
[00:16:27.964 --> 00:16:29.284]  Easy to set up and use.
[00:16:29.484 --> 00:16:30.785]  Doesn't require electricity.
[00:16:30.905 --> 00:16:33.766]  Purify water from lakes, streams, ponds, and wells.
[00:16:34.086 --> 00:16:37.246]  This filter system leaves in beneficial minerals, which is key.
[00:16:37.446 --> 00:16:39.227]  Save money by not buying bottled water.
[00:16:39.347 --> 00:16:41.448]  And avoid BPA that leaches from the plastic.
[00:16:41.588 --> 00:16:44.188]  ProPure is the best gravity-fed filter out there.
[00:16:44.328 --> 00:16:45.629]  It's what my family uses.
[00:16:45.909 --> 00:16:49.129]  Infowars.com already has the lowest price on ProPure.
[00:16:49.210 --> 00:16:54.471]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:16:55.051 --> 00:16:58.354]  You can also call to order 888-253-3139.
[00:16:58.675 --> 00:17:01.097]  Hi, this is Alex Jones.
[00:17:01.137 --> 00:17:06.482]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:17:06.723 --> 00:17:11.347]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[00:17:11.748 --> 00:17:16.773]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[00:17:17.293 --> 00:17:21.996]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:17:22.517 --> 00:17:24.458]  They call it a Survival Seed Bank.
[00:17:24.838 --> 00:17:29.441]  And it can produce an endless supply of nutrient-dense food for you and your family.
[00:17:29.641 --> 00:17:30.542]  And here's the best part.
[00:17:30.762 --> 00:17:33.524]  These seeds have not been genetically modified in any way.
[00:17:33.824 --> 00:17:37.126]  And you actually get enough seeds to plant a full acre crisis garden.
[00:17:37.447 --> 00:17:40.288]  So visit them today at SurvivalSeedBank.com.
[00:17:40.649 --> 00:17:42.530]  That's SurvivalSeedBank.com.
[00:17:42.870 --> 00:17:43.791]  Or give them a call at 877-327-0365.
[00:17:47.413 --> 00:17:48.434]  That's 877-327-0365.
[00:17:48.854 --> 00:17:56.157]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:17:56.477 --> 00:17:58.938]  This is Alex Jones for survivalseedbank.com.
[00:17:59.458 --> 00:18:04.360]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year
[00:18:04.380 --> 00:18:05.080]  We're good to go.
[00:18:26.546 --> 00:18:30.248]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[00:18:30.428 --> 00:18:31.988]  Now is the time to get your supply.
[00:18:32.208 --> 00:18:36.070]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[00:18:36.230 --> 00:18:38.851]  You know about their delicious long-term storable foods.
[00:18:39.131 --> 00:18:41.772]  The fact is you can eat at any time to save money today.
[00:18:41.912 --> 00:18:46.334]  And because it stores for 25 years, you're locking in today's prices and avoiding the rising food cost.
[00:18:46.474 --> 00:18:46.994]  Don't wait!
[00:18:47.114 --> 00:18:48.555]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[00:18:53.717 --> 00:19:02.564]  For thousands of years, silver has been used as both a medicine and a preservative.
[00:19:02.844 --> 00:19:04.306]  But not all silver is equal.
[00:19:04.606 --> 00:19:11.071]  Silversol is an amazing new technology that has been clinically shown to be several hundred times more effective than colloid or ionic silvers.
[00:19:11.351 --> 00:19:14.774]  It can destroy thousands of times more pathogens than older silver technology.
[00:19:15.114 --> 00:19:22.579]  Silversol resonates at the same frequency as germicidal light used in labs to kill bacteria and viruses, enabling it to kill without direct contact.
[00:19:22.919 --> 00:19:29.723]  Silversol is a broad-spectrum microbial that creates no resistance and does not harm beneficial bacteria, making it ideal for daily use.
[00:19:30.064 --> 00:19:35.227]  It can be used internally as well as topically, and is highly effective against viruses, bacterias, molds, and yeasts.
[00:19:35.707 --> 00:19:41.711]  With threats like West Nile virus, colds, flus, or any other emergency situation, arm yourself with Supernatural Silver.
[00:19:42.211 --> 00:19:47.793]  Silver Soul Liquid and Gel are perfect for on-the-go emergency preparedness and can provide protection at home, school, or work.
[00:19:48.153 --> 00:19:51.334]  Go to SupernaturalSilver.com and be prepared for any emergency.
[00:19:51.754 --> 00:19:54.115]  Remember the promo code AlexSays for 20% off.
[00:19:54.655 --> 00:19:58.517]  That's www.SupernaturalSilver.com and like us on Facebook.
[00:20:00.897 --> 00:20:07.680]  Coast to coast, direct from Austin, you're listening to the Alex Jones Broadcasting Network.
[00:20:14.122 --> 00:20:20.370]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:20:30.265 --> 00:20:31.626]  Sure, it's Sunday.
[00:20:32.807 --> 00:20:36.789]  There's some fun ball games on and a lot of fluoride tap water to drink.
[00:20:36.809 --> 00:20:39.411]  A lot of GMO pizza to order.
[00:20:40.252 --> 00:20:47.397]  So what if in all the major studies that GMO crop, all the major GMO crops are, just so happen to be sterilizing and giving cancer to the animals that eat it?
[00:20:47.417 --> 00:20:48.597]  Don't worry about that.
[00:20:48.617 --> 00:20:56.102]  In fact, don't even go look up GMO linked to organ failure, increase in cancer, total sterility within three generations.
[00:20:56.563 --> 00:20:59.765]  You know, just say, oh, that's that crazy guy, Alex Jones.
[00:21:00.325 --> 00:21:04.348]  Well, you know, if you found out what I told you was true, you might get upset as well.
[00:21:06.110 --> 00:21:15.136]  So, here is an example of why I get so angry before I get into all this news, before I get to these special reports.
[00:21:16.097 --> 00:21:24.844]  Everywhere I go, people run up to me, walk them through parking lots, you name it, and they say, listen, I got a story to tell you.
[00:21:25.885 --> 00:21:28.547]  My sister, my brother, or it's happening to them.
[00:21:29.360 --> 00:21:36.962]  And let's understand, these are well-to-do, in many cases, people, dressed nice, with good-looking families.
[00:21:38.083 --> 00:21:45.685]  I mean, they're not like, you know, looking like they're crackheads or something, which the system's already basically fed on by shipping the drugs in to begin with and pushing it.
[00:21:46.425 --> 00:21:49.326]  But the point is, we're going to get to some of that later, government drug dealing in a moment.
[00:21:49.926 --> 00:21:51.526]  Yeah, the war on drugs isn't a failure, folks.
[00:21:51.586 --> 00:21:53.187]  It's going exactly as it was designed to.
[00:21:55.285 --> 00:22:03.612]  And they go, yeah, uh, my sister, you know, uh, she's 41 years old, uh, you know, she's a, you know, successful business manager, lives in Westlake, they always tell you that.
[00:22:03.892 --> 00:22:04.593]  These are good people.
[00:22:04.993 --> 00:22:09.297]  And, and, you know, she went in to have her cesarean, because they said she was, you know, old, so she needed it.
[00:22:09.337 --> 00:22:10.958]  No, they just get more money from you, okay?
[00:22:11.799 --> 00:22:15.582]  Uh, and, uh, they did a routine drug test on her.
[00:22:15.923 --> 00:22:20.647]  They don't tell you when they're taking your blood, they're doing that, and found some THC, that's the evil drug that's in marijuana.
[00:22:22.165 --> 00:22:29.489]  And then the nurse poured the milk out in front of her, because they wait until the baby's already born, and then called the CPS to come take their kid.
[00:22:30.629 --> 00:22:32.490]  And it's all about making you feel guilty.
[00:22:33.010 --> 00:22:35.992]  And people tell me these stories.
[00:22:36.032 --> 00:22:37.593]  In some cases, they're like, and by the way,
[00:22:38.539 --> 00:22:40.100]  We don't even use marijuana.
[00:22:40.721 --> 00:22:44.344]  Oh, well they don't tell you that in some cases over 30% of the time it's false positives.
[00:22:44.704 --> 00:22:53.771]  Or that police crime labs in every major city of the country, just here in Texas, San Antonio, Houston, Dallas, just type in their name, crime lab fraud.
[00:22:54.131 --> 00:22:58.455]  With their own police coming out and saying, yeah, the lab techs are ordered to frame people.
[00:22:59.650 --> 00:23:05.112]  I mean, you hear about the prosecutors all the time who knew somebody was innocent, but just wanted to have a perfect conviction rate, so they set you up.
[00:23:05.832 --> 00:23:08.233]  You can't trust the system, but here's the deal.
[00:23:09.273 --> 00:23:16.595]  CPS is five times, Justice Department's own numbers, look it up, likely to abuse children physically seven times sexually.
[00:23:16.875 --> 00:23:26.018]  There is no more dangerous place in the world for children than in the hands of, let me see, people that go to college
[00:23:26.778 --> 00:23:28.559]  To take kids away from people.
[00:23:28.959 --> 00:23:31.760]  Gee, who do you think's gonna go try to get that job?
