[00:00:19.830 --> 00:00:21.091]  Welcome, ladies and gentlemen.
[00:02:48.215 --> 00:02:48.615]  I don't think so.
[00:03:09.361 --> 00:03:11.583]  As he tells the people, we're sorry.
[00:03:11.643 --> 00:03:13.204]  We're sorry we had to loot you.
[00:03:13.244 --> 00:03:16.506]  We're sorry we took your bank accounts in the middle of our heist.
[00:03:16.566 --> 00:03:19.828]  We know people got hurt, but we won't be going to prison.
[00:03:19.868 --> 00:03:22.890]  But we're sorry if anyone didn't like it too much.
[00:03:23.310 --> 00:03:25.032]  Anyway, that's a great, hilarious interview.
[00:03:25.092 --> 00:03:26.212]  Many of you saw it before.
[00:03:26.513 --> 00:03:28.294]  But if you didn't, watch it for the first time.
[00:03:28.334 --> 00:03:31.396]  And don't forget to spread it to your friends, your family, your contacts.
[00:03:31.816 --> 00:03:35.378]  And let them know how strong the InfoWars Nightly News can be.
[00:03:35.699 --> 00:03:37.960]  Then next week, we come back stronger than ever.
[00:03:38.300 --> 00:03:38.841]  You just wait.
[00:03:39.628 --> 00:03:40.320]  Thanks for watching.
[00:04:03.899 --> 00:04:04.899]  Thank you for joining us.
[00:04:05.180 --> 00:04:07.601]  It is Friday night, December 9th, 2011.
[00:04:07.821 --> 00:04:15.364]  This is going to be another extended, very important edition of InfoWars Nightly News.
[00:04:15.544 --> 00:04:24.968]  Lord Christopher Monckton, Mark Moreno are in Durban, South Africa, and they have told us, the interviews are coming up, that this is the most draconian
[00:04:26.549 --> 00:04:32.751]  UN genocidal operation, eugenics operation that they have ever seen.
[00:04:33.592 --> 00:04:34.812]  Those interviews are coming up.
[00:04:36.553 --> 00:04:39.053]  We also have a report on John Corzine.
[00:04:40.094 --> 00:04:40.814]  That's coming up.
[00:04:42.775 --> 00:04:45.876]  But I do want to talk about the gravity of what we face here.
[00:04:46.956 --> 00:04:52.498]  It is because of you, the viewers of Infowars.com and PrisonPlanet.tv that we're even here.
[00:04:53.797 --> 00:04:58.139]  If it wasn't you out there who love liberty resonating with our message, we wouldn't be able to do what we do.
[00:04:58.159 --> 00:05:01.961]  If it wasn't for the crew in there and the work they do, we wouldn't be here.
[00:05:02.561 --> 00:05:12.626]  Every day I pinch myself at what's happening in our world and I pinch myself again that I am at the very forefront with you in the fight against these tyrants.
[00:05:12.746 --> 00:05:16.128]  It is an incredible, incredible responsibility.
[00:05:17.068 --> 00:05:22.131]  Truth is stranger than fiction and we're here right now to fight against good and evil.
[00:05:22.551 --> 00:05:22.911]  It's real.
[00:05:25.063 --> 00:05:26.764]  Let's go ahead and get into the news this evening.
[00:05:28.425 --> 00:05:33.508]  First article, Obama administration launches major anti-terror propaganda offensive.
[00:05:34.069 --> 00:05:43.015]  And I was reading their actual press release today, and it says, Al Qaeda is no longer the threat, it's domestic groups and extremism, which is political speech.
[00:05:44.222 --> 00:05:50.709]  And in the manuals, if you don't like the Federal Reserve or carbon taxes, you are a terrorist.
[00:05:51.110 --> 00:05:57.557]  Protesting, left, right, whatever you are, a Native American group, a conservative, liberal, whatever it is, you're a terrorist.
[00:05:57.897 --> 00:06:02.182]  No, the government putting down stuff like this on paper is the terrorist.
[00:06:03.223 --> 00:06:04.763]  And you are the un-American trash.
[00:06:05.144 --> 00:06:11.225]  The same people that ship guns into Mexico to kill thousands and hundreds on our side of the border to blame the Second Amendment.
[00:06:11.505 --> 00:06:13.226]  You are convicted.
[00:06:13.846 --> 00:06:15.807]  You are admitted criminals.
[00:06:17.067 --> 00:06:17.567]  Period.
[00:06:18.827 --> 00:06:20.148]  People are like, well, I'll vote Republican.
[00:06:20.168 --> 00:06:21.408]  They're bought and paid for too.
[00:06:21.848 --> 00:06:28.030]  This political class, the two twin parties, the two-party dictatorship is a fraud.
[00:06:30.430 --> 00:06:34.351]  And reading that AP article and others today, it just blew me away how brazen it was.
[00:06:34.371 --> 00:06:37.752]  I mean, they are shifting gears for this whole police-take-grid on the American people.
[00:06:39.272 --> 00:06:57.656]  And that's not really a surprise, because we've now learned that not only did the Halliburton and KBR, Kellogg Brown and Root, put out three days ago an internal memorandum trying to hire subcontractors to be on a 72-hour notice
[00:07:00.413 --> 00:07:06.515]  On a paid contract to stand by to man civil disobedience camps all over the United States.
[00:07:07.815 --> 00:07:09.216]  Now hiding in plain view.
[00:07:09.276 --> 00:07:12.957]  We have an Infowars.com article that links to the Business Insider article.
[00:07:13.917 --> 00:07:16.358]  Army post-job
[00:07:17.608 --> 00:07:22.332]  for internment specialists following KBR call for FEMA camp subcontractors.
[00:07:22.752 --> 00:07:24.273]  Now we've reported old calls for this.
[00:07:24.313 --> 00:07:33.061]  This is a new one specifically for the military to hire a bunch of state, county, and federal prison guards to man this situation.
[00:07:33.081 --> 00:07:37.104]  You can read the article at Business Insider and also at Infowars.com.
[00:07:37.224 --> 00:07:43.809]  Quote, every soldier that enlists in the Army chooses a military occupational specialty, MOS, writes Robert Johnson.
[00:07:44.770 --> 00:07:56.535]  Designed by a number and a letter designated, the 3-1 E-M-O-S now includes advanced responsibilities including command and control of prisoner of war and civilian internee camps.
[00:07:57.702 --> 00:08:09.285]  Civilian internee camps, which they passed a law last week in the AA saying the military can operate in America and indefinitely detain you and nobody knows where you went.
[00:08:09.585 --> 00:08:10.405]  Where'd Alex go?
[00:08:10.445 --> 00:08:11.606]  Where'd Marcos go?
[00:08:12.046 --> 00:08:12.986]  Where'd Bob go?
[00:08:13.046 --> 00:08:13.846]  Where'd Wes go?
[00:08:14.206 --> 00:08:15.027]  Where'd Rob go?
[00:08:15.067 --> 00:08:15.747]  Where'd John go?
[00:08:16.207 --> 00:08:16.987]  We don't know!
[00:08:17.107 --> 00:08:19.348]  Just like in every other third world dictatorship.
[00:08:19.928 --> 00:08:22.769]  Because a bunch of criminals took over and decided to rob everything.
[00:08:23.149 --> 00:08:23.849]  Like Corzine.
[00:08:24.915 --> 00:08:28.458]  And if the military bends over for it, the police bend over for it, it means civil war.
[00:08:29.339 --> 00:08:32.801]  The bankers set off shore and laugh and roast marshmallows on our flames.
[00:08:33.262 --> 00:08:35.444]  Let's just not show up for this party, okay?
[00:08:36.184 --> 00:08:38.146]  Let's be a little smarter than they think we are.
[00:08:39.607 --> 00:08:41.969]  Big story at InfoWars.com.
[00:08:42.309 --> 00:08:44.671]  Huge story at InfoWars.com.
[00:08:44.931 --> 00:08:45.852]  Let's get it out to everybody.
[00:08:47.213 --> 00:08:50.276]  Now, shifting gears into another Homeland Security police state action.
[00:08:51.096 --> 00:08:52.297]  Every two or three days,
[00:08:53.379 --> 00:09:18.007]  I see an article in the Wall Street Journal, the New York Times, or CNET News, 300 domain names, 5,000 domain names, 100 domain names, it's always different, grabbed, and they'll grab whole internet companies, tens of thousands of sites sometimes, and just grab all the servers, because they found one downloaded song that was illegal, or uncivil on a website.
[00:09:19.241 --> 00:09:20.342]  And here's the report.
[00:09:20.422 --> 00:09:23.904]  DHS shut down blog for a year on false pretenses.
[00:09:24.464 --> 00:09:28.146]  Homeland Security is seizing websites for copyright infringement with no evidence.
[00:09:28.226 --> 00:09:29.647]  No judge, no jury, no nothing.
[00:09:30.408 --> 00:09:43.395]  In a chilling illustration of how far the internet censorship has advanced, the Department of Homeland Security seized a popular music blog and shut down the website for a year on charges it now admits were completely false.
[00:09:44.036 --> 00:09:45.496]  Turns out there were four songs
[00:09:46.537 --> 00:09:52.040]  On this website being visited over a million times a day of alternative grassroots music.
[00:09:52.300 --> 00:09:53.781]  Hip-hop, rock and roll country.
[00:09:54.461 --> 00:09:56.002]  And the site's listed on our article.
[00:09:56.783 --> 00:09:58.023]  And the DOJ now admits this.
[00:09:58.744 --> 00:10:04.407]  And big record companies got mad that alternative groups were able to put their music out to make it popular.
[00:10:04.967 --> 00:10:15.413]  So they just said, doesn't matter if they have signed contracts with four of our sub-labels for four songs, which it turned out they had agreements to play it, they just seized it for a year, bankrupted them.
[00:10:17.085 --> 00:10:24.893]  That's big music industry keeping a stranglehold on all this other music you're never going to get to hear, because they make sure you don't.
[00:10:25.473 --> 00:10:30.598]  If Elvis came along today, or Led Zeppelin, you'd never hear them.
[00:10:31.179 --> 00:10:32.280]  That's why music's so cruddy.
[00:10:32.720 --> 00:10:35.103]  They go with what a few companies want, and that's it.
[00:10:36.325 --> 00:10:37.466]  It's another dark age.
[00:10:37.886 --> 00:10:39.387]  Just like they're shutting down power plants.
[00:10:39.767 --> 00:10:43.250]  Just like they're shutting down new engine factories and new technology companies.
[00:10:43.550 --> 00:10:45.331]  It's called disruptive technology.
[00:10:45.792 --> 00:10:51.136]  I have a family member who develops new drugs, and they came up with an ancient medicinal that totally clots
[00:10:52.614 --> 00:10:53.515]  Blood flow and cuts.
[00:10:53.815 --> 00:10:57.619]  And they were told, this is a disruptive technology, we're not going to let this come to market.
[00:10:58.199 --> 00:10:59.420]  That's what we deal with here.
[00:10:59.700 --> 00:11:02.583]  Whether it's music, technology, art, doesn't matter.
[00:11:03.083 --> 00:11:08.809]  Only the insiders and their dirtbag kids and people get to have stuff seen by the public.
[00:11:09.428 --> 00:11:11.349]  Just like it was in Soviet Russia or Nazi Germany.
[00:11:11.889 --> 00:11:24.096]  You didn't get to have your play go out to the public, or your music go out, unless your wife got down and performed fellatio on the Nazi officer over that, or the Soviet officer.
[00:11:24.857 --> 00:11:28.799]  And that's the opposite of freedom, and that's what I declare war on here today.
[00:11:29.299 --> 00:11:31.921]  A bunch of control freak bastards controlling our lives.
[00:11:31.961 --> 00:11:34.182]  I'm sorry, it's a family show, but that's what they are.
[00:11:35.384 --> 00:11:36.505]  They are not from humanity.
[00:11:36.525 --> 00:11:39.948]  They were born of corruption, not of this species, and I'm sick of them.
[00:11:40.829 --> 00:11:41.790]  Bunch of control freaks.
[00:11:41.810 --> 00:11:42.691]  So there's that article.
[00:11:44.301 --> 00:11:52.184]  Continuing, House Republicans look to strip the TSA screeners of their officer title, which is finally moving in the right direction.
[00:11:52.604 --> 00:11:57.807]  You know, the FBI can't go to a park and randomly grab your wife's genitals, or your son's genitals, or your genitals.
[00:11:58.847 --> 00:12:01.068]  And they're under, supposedly, the Bill of Rights Constitution.
[00:12:01.108 --> 00:12:01.748]  They can't do that.
[00:12:02.168 --> 00:12:11.912]  So how did they create, ten years ago, a federal agency that takes control, sticks their hands down your pants, puts you in microwave ovens, and churned off the former head of Homeland Security makes money off of it.
[00:12:12.213 --> 00:12:13.013]  How do they do that?
[00:12:15.009 --> 00:12:26.213]  They just announced this, and Congress is pointing out, along with law enforcement and constitutional scholars, that this is like handing out badges to just people on the street and saying, you're now cops.
[00:12:26.233 --> 00:12:39.919]  They're not even having badges, and they're saying, you're not going to have ten badges anymore, you're not going to have this name Officer, you're not a sw- you know when a cop has to go sign up and pay money to be bonded to be a peace officer.
[00:12:40.159 --> 00:12:41.960]  Doesn't mean they're perfect either, but it's a big deal.
[00:12:43.090 --> 00:12:49.556]  You're now swearing to the people, I'm going to uphold this, and you've got to put money up in case you violate what your duty is.
[00:12:49.856 --> 00:12:58.785]  But we just take all these people, pay a minimum wage, and I had one of them say, I'm going to stick my hands down your pants in Las Vegas, because it's my administrative privilege.
[00:12:59.926 --> 00:13:05.891]  So, I've got a clip here from what the famous movie, in fact,
[00:13:07.031 --> 00:13:07.531]  Yeah, that's right.
[00:13:07.571 --> 00:13:10.514]  Treasure of the Sierra Madres, my grandfather's favorite movie.
[00:13:11.054 --> 00:13:13.136]  I watched it with him before he died at the hospital.
[00:13:14.277 --> 00:13:20.201]  This movie, you've seen it in some comedy films like Badges, We Don't Need No Stinking Badges.
[00:13:20.742 --> 00:13:29.608]  But here it is from the original film where they're talking about, hey, badges, we don't need no stinking badges.
[00:13:29.869 --> 00:13:33.071]  Well, the TSA, they've got badges, but they were just given to them.
[00:13:33.451 --> 00:13:34.432]  No training, no nothing.
[00:13:34.452 --> 00:13:36.274]  They just trample over everyone.
[00:13:37.449 --> 00:13:39.390]  Yeah, it's The Treasure of the Sierra Madres.
[00:13:40.111 --> 00:13:41.932]  Famous film, of course.
[00:13:43.814 --> 00:13:46.656]  In fact, I'm having a senile moment.
[00:13:46.676 --> 00:13:47.837]  Who's the guy in The Maltese Falcon?
[00:13:50.029 --> 00:13:51.049]  Humphrey Bogart's in it.
[00:13:51.570 --> 00:14:09.175]  Let's go ahead and go to this clip of the TSA, because I guarantee you after they strip them of the officer name and the badge and the bonded officer of the state court or the federal court, they're just going to say, you know, used to you had to have military officers commissioned by Congress because they wouldn't trust the president to appoint his own military people.
[00:14:09.535 --> 00:14:09.735]  Why?
[00:14:09.755 --> 00:14:11.216]  Because the president could become a dictator.
[00:14:11.676 --> 00:14:12.577]  Separation of powers.
[00:14:12.957 --> 00:14:15.058]  Now it's just all hand out badges everybody.
[00:14:15.258 --> 00:14:17.819]  Let them, let them strip search granny over and over again.
[00:14:18.300 --> 00:14:19.780]  Let's go to this Humphrey Bogart film.
[00:14:19.801 --> 00:14:21.321]  Here it is.
[00:14:21.441 --> 00:14:24.143]  Oiga, senor.
[00:14:24.983 --> 00:14:26.024]  We are federales.
[00:14:26.604 --> 00:14:28.645]  You know, the mountain police.
[00:14:29.166 --> 00:14:30.726]  If you're the police, where are your badges?
[00:14:31.727 --> 00:14:32.127]  Badges?
[00:14:33.268 --> 00:14:34.268]  We ain't got no badges.
[00:14:35.549 --> 00:14:36.510]  We don't need no badges.
[00:14:37.330 --> 00:14:39.591]  I don't have to show you any stinking badges.
[00:14:39.631 --> 00:14:40.732]  Better not come any closer.
[00:14:43.368 --> 00:14:44.469]  Same thing with TSA.
[00:14:44.809 --> 00:14:49.431]  Listen, I'm going to stick my hands down your five-year-old daughter's pants and grab her genitalia.
[00:14:50.192 --> 00:14:52.593]  Miss USA, we're going to grab her vagina as well.
[00:14:52.653 --> 00:14:53.113]  It's freedom.
[00:14:53.433 --> 00:14:54.474]  It's stopping Al-Qaeda.
[00:14:54.754 --> 00:14:58.936]  This old lady here on an oxygen tank, we're going to strip her down, keeping you safe.
[00:14:59.357 --> 00:14:59.857]  Everything's fine.
[00:14:59.877 --> 00:15:02.658]  We've got a microwave oven here that doesn't even protect you, but it's all right.
[00:15:02.678 --> 00:15:03.179]  We're going to do it.
[00:15:04.119 --> 00:15:05.640]  This is what's going on in this country.
[00:15:06.681 --> 00:15:11.003]  So people are waking up to the fact that their stinking badges aren't made up.
[00:15:12.455 --> 00:15:20.482]  Now continuing and moving right along, Bush press secretary calls Ron Paul nuts following 9-1-1 glee comments.
[00:15:20.622 --> 00:15:24.206]  Ron Paul basically came out to Ari Fleischer.
[00:15:25.347 --> 00:15:34.175]  He made the point that Bush was gleeful and it's been confirmed they wanted to attack Iraq within minutes of 9-11 and blame all these enemies and take domestic rights.
[00:15:34.255 --> 00:15:37.558]  There have been reports that Bush and Cheney were happy about it.
[00:15:39.110 --> 00:15:40.711]  Marvin Bush gave a speech admitting it.
[00:15:40.731 --> 00:15:41.572]  We filmed it in Austin.
[00:15:42.133 --> 00:15:46.597]  So all of this has gone on, and Ron Paul comes out and says, think of what happened after 9-11.
[00:15:46.637 --> 00:15:53.863]  The minute before there was any assessment, there was a glee in the administration, because now we can invade Iraq, and so the war drums beat, Paul said.
[00:15:54.184 --> 00:15:56.766]  That's exactly what they're doing now with Iran.
[00:15:57.366 --> 00:16:05.073]  You see, it's the idea of people that have products and ideas, who want to be friends with everybody, and engage in commerce, versus those
[00:16:06.328 --> 00:16:07.713]  That just want to attack everybody.
[00:16:08.175 --> 00:16:11.105]  And the American ideal of George Washington is be friends with everybody.
[00:16:12.961 --> 00:16:13.761]  Unless they attack you.
[00:16:13.781 --> 00:16:17.323]  Well, the globalists just attack themselves and then say a foreign enemy did it.
[00:16:17.883 --> 00:16:18.923]  So there's that report.
[00:16:19.124 --> 00:16:23.525]  And the clown is Ari Fleischer, working for known war criminals on record.
[00:16:24.346 --> 00:16:28.427]  Continuing, Ron Paul dominates favorable Twitter election coverage.
[00:16:28.447 --> 00:16:29.428]  We've got a report on that.
[00:16:29.808 --> 00:16:35.270]  He overall, if you scan Twitter, is the overall positive person.
[00:16:35.290 --> 00:16:36.891]  He's won all the major straw polls.
[00:16:37.791 --> 00:16:47.778]  And, of course, he is the favorite to win Iowa right now, so Mother Jones and other George Soros, banker-run, fake liberal, fascistic sites have come out and said, well, just don't worry.
[00:16:47.798 --> 00:16:51.360]  You know, if Ron Paul wins in Iowa, it's a fluke.
[00:16:51.400 --> 00:16:52.581]  Just never mind him.
[00:16:52.621 --> 00:17:04.929]  I was watching Slimeball Chris Matthews in there during the break on MSNBC, and he was saying, oh, well, Ron Paul may be in second place in Iowa or first place, but he is not even credible, so let's just not look at him.
[00:17:05.529 --> 00:17:08.290]  A bunch of political sold-out whores say, don't look at Ron Paul.
[00:17:08.871 --> 00:17:10.711]  Well, you want to look there immediately.
[00:17:12.092 --> 00:17:22.737]  Continuing, we're going to go to break and come back with our top story of the evening, this big Durban, South Africa, U.N.
[00:17:22.797 --> 00:17:26.158]  meeting that is taking place.
[00:17:27.439 --> 00:17:30.720]  But when are we going to get to the news report on the $600,000 speedboat?
[00:17:36.488 --> 00:17:40.573]  Okay, so right before our Corzine interview, we're going to do that at the very end.
[00:17:40.613 --> 00:17:41.595]  Okay, so that's coming up.
[00:17:42.236 --> 00:17:44.679]  Again, I know boats, folks, and I've seen this boat.
[00:17:44.699 --> 00:17:46.621]  You can buy six of these for the same price.
[00:17:47.062 --> 00:17:48.864]  Just another example of government corruption.
[00:17:49.425 --> 00:17:51.688]  We've got our reporters out in Austin to show you a $600,000 drug interdiction boat.
[00:17:53.590 --> 00:17:57.611]  That's coming up, but let's hit this final point before we go to our interview.
[00:17:58.132 --> 00:17:58.672]  The U.N.
[00:17:58.732 --> 00:18:05.374]  calls for eco-fascist world government at Durban Summit, International Climate Court of Justice.
[00:18:05.394 --> 00:18:10.136]  They're calling for carbon taxes, carbon rations on each individual citizen.
[00:18:10.696 --> 00:18:16.818]  Just an absolute tyranny where you are literally not going to piss in the commode without some U.N.
[00:18:16.858 --> 00:18:18.699]  communist bureaucrat telling it's okay.
[00:18:19.219 --> 00:18:23.560]  Brainwashing of your kids, cutting off energy, the third world, a billion dead.
[00:18:23.580 --> 00:18:28.581]  We're going to be breaking this down in just a moment with our guest.
[00:18:29.121 --> 00:18:48.284]  And with more on these globalist bureaucrats trying to set up their little eco-dictatorship, we're joined by Lord Christopher Monckton, the leading expert and champion of exposing this 21st century authoritarianism that looked invincible just five years ago, but is now flailing
[00:18:49.004 --> 00:18:49.285]  I think so.
[00:19:09.359 --> 00:19:15.568]  And again, he joins us from this International Climate Court of Justice.
[00:19:15.608 --> 00:19:22.177]  Now they have courts and we must pay a price to the earth, which means paying money to Al Gore and others.
[00:19:22.578 --> 00:19:23.959]  Lord Monckton, thank you for joining us.
[00:19:25.154 --> 00:19:26.395]  It's a real pleasure, Alex.
[00:19:27.115 --> 00:19:31.116]  In fact, the authoritarianism of the UN knows no bounds.
[00:19:31.637 --> 00:19:37.239]  On entirely arbitrary grounds, they tried to ban me from the conference once I arrived here.
[00:19:37.839 --> 00:19:43.021]  So I went away, and we got a plane, and I dropped in by parachute instead.
[00:19:44.081 --> 00:19:45.422]  And they weren't used to dealing with that.
[00:19:46.357 --> 00:19:56.286]  And it's had massive publicity around the world, and the UN is now looking very silly indeed for having tried to ban me on an entirely trumped-up nonsense which they've now had to back off from.
[00:19:57.467 --> 00:20:01.711]  Well, that's amazing, and this isn't the first time they've tried this, is it?
[00:20:02.955 --> 00:20:04.236]  No, they're always doing this.
[00:20:04.276 --> 00:20:17.922]  The fact is that we are now the Committee for a Constructive Tomorrow, which is the environmental charity that I come here with, which has real projects to help the poor people of Africa and of Latin America.
[00:20:18.362 --> 00:20:19.743]  It's not just a pressure group.
[00:20:21.164 --> 00:20:31.528]  They are the only organisation here which disagrees with what I'm going to call the Marxist party line, what they would call the scientific consensus.
[00:20:31.568 --> 00:20:36.911]  Let's call it what it is, the Marxist party line, on this whole climate nonsense.
[00:20:37.291 --> 00:20:39.532]  And so they always do harass us.
[00:20:39.592 --> 00:20:46.495]  I mean, four or five years ago in Bali, where I had booked a room for press conferences through the UN Secretariat,
[00:20:47.344 --> 00:20:55.712]  We were in a press conference one day, very well attended, when along came the Chief of the Secretariat and said, you can't have press conferences in this room.
[00:20:56.052 --> 00:20:57.954]  And I said, but we booked these in good faith.
[00:20:58.334 --> 00:20:59.395]  And they said, we don't care.
[00:20:59.455 --> 00:21:03.239]  Yours is the wrong message and we'll have you arrested if you go on giving out the wrong message.
[00:21:03.659 --> 00:21:07.902]  That's the kind of thing that the UN does to us every time.
[00:21:08.283 --> 00:21:12.826]  And you may remember in Copenhagen last year, I was knocked out by a policeman.
[00:21:12.886 --> 00:21:20.432]  Not sure whether he was a Danish policeman or a UN policeman, but either way, I was hit from behind while walking away from the policeman in question.
[00:21:20.852 --> 00:21:41.065]  There's no doubt they do not like hearing home truths about how their little scientific scam and fraud is collapsing, and how even if they were right on the science, the near unanimous view in the peer-reviewed literature is that, economically speaking, it's better to sit back, enjoy the sunshine, and do nothing.
[00:21:41.105 --> 00:21:47.809]  But the real breaking news here at this conference, Alex, is the extraordinary story that in the 138-page document
[00:21:49.955 --> 00:21:58.314]  To which the UN bureaucrats fondly think the various member states, all 194 of them, of the Framework Convention on Climate Change are going to agree.
[00:21:59.190 --> 00:22:06.516]  There are now provisions for protecting the rights, not of people, not of animals, not of plants, but of Mother Earth.
[00:22:06.876 --> 00:22:11.200]  We're now in straightforward, old-fashioned superstition territory now.
[00:22:11.420 --> 00:22:20.147]  The rights of Mother Earth, and they're going to be enforced against the West only by a new international climate court,
[00:22:20.387 --> 00:22:21.228]  We're good to go.
[00:22:35.484 --> 00:22:35.784]  I think so.
[00:22:53.744 --> 00:22:57.267]  And they're talking about another peace prize because how great these so-called peace wars are.
[00:22:57.787 --> 00:22:59.629]  And so I've also seen cases where these U.N.
[00:22:59.689 --> 00:23:12.219]  carbon credits, as you know, in South America, Central America, and Africa, mainstream, even New York Times admits that they come in and kill the locals to take their property to then plant trees on it to save the earth.
[00:23:12.239 --> 00:23:15.041]  I mean, isn't this just a new excuse for select
[00:23:15.561 --> 00:23:29.160]  Globalist corporate colonialism to invade and take over land but also then shut down real free market companies as we see power plants being shut down now all over the US and they're now admitting, okay, your prices are going up.
[00:23:30.859 --> 00:23:31.379]  That's right.
[00:23:31.900 --> 00:23:38.665]  Let's try and deal with the business of invading people's villages and moving out or killing the villagers.
[00:23:39.025 --> 00:23:53.076]  This has happened not that far from here, in Uganda, where large areas of land were cleared so that the government of Uganda could claim, quite falsely, that the land was being used as what is called a carbon sink.
[00:23:53.656 --> 00:24:09.790]  And all of this is the kind of nonsensical, topsy-turvy, false accounting that leads to these ghastly actions where goons from governments and from the UN go in and shoot people who are on land that they want to take over and turn into a so-called carbon sink.
[00:24:10.150 --> 00:24:12.652]  This is becoming rather frightening, Alex.
[00:24:12.692 --> 00:24:16.956]  As you know, I often have to calm you down and say, no, no, no, it's not as bad as all that.
[00:24:17.296 --> 00:24:29.822]  The fact is that this UN conference has gone far, far further than any other in what is essentially a sustained malevolent attack on the Free West.
[00:24:30.442 --> 00:24:39.006]  The entire agreement is framed so that there's no question of democratic election of this world government that they're so rapidly establishing.
[00:24:39.046 --> 00:24:46.270]  The thousand new bureaucracies that were created at Cancun are now all beavering away to undermine the West like termite ants.
[00:24:46.990 --> 00:25:11.309]  All of this is going on, and the most extreme document I've ever read is this latest one, with its criminal court, with its rights of Mother Earth, with the right of small island states to survive, the rising sea level, which, incidentally, Alex, has been rising at a dizzying rate equivalent to two inches per century over each of the last eight years, according to the latest satellite.
[00:25:11.750 --> 00:25:13.731]  So that's not going to give them much problem, is it?
[00:25:14.152 --> 00:25:15.673]  So all of this, fiction.
[00:25:16.153 --> 00:25:30.739]  And all of this fraud is now being encapsulated in one giant document, which now says they in effect want to make the world colder by two Celsius degrees, which is three Fahrenheit degrees.
[00:25:30.779 --> 00:25:32.000]  It's quite a big drop.
[00:25:32.360 --> 00:25:35.021]  You're getting kind of on for a third of the way back.
[00:25:35.401 --> 00:25:45.506]  Back to the last Ice Age, if you do that, that would kill hundreds of millions, but that's what the lunatics, and that's the only word I can think of to describe the lunatics here, are arguing for.
[00:25:45.947 --> 00:25:53.171]  They're arguing that carbon dioxide concentration should now be cut back to, effectively, not much more than 200 parts per million.
[00:25:53.511 --> 00:25:58.994]  And that is the point at which plants and trees die, because they don't have enough carbon dioxide.
[00:25:59.114 --> 00:26:02.856]  Let me stop you there, let me stop you there, because... It's quite extraordinary.
[00:26:02.876 --> 00:26:04.437]  I mean, this is incredible.
[00:26:06.279 --> 00:26:08.981]  I want you to really bore down into this because it's important.
[00:26:09.281 --> 00:26:09.842]  You're there.
[00:26:10.722 --> 00:26:11.803]  You've gotten the document.
[00:26:11.843 --> 00:26:12.824]  You're breaking it down.
[00:26:13.164 --> 00:26:20.789]  You were instrumental at the Copenhagen event helping get the document where they called for world government and almost doubling the cuts on carbon emissions.
[00:26:20.829 --> 00:26:25.812]  The third world that is an admitted, what, billion dead people over a decade death sentence.
[00:26:26.172 --> 00:26:36.074]  This is really almost a military attack on infrastructure, on energy, that a foreign enemy, that's Stalin or Hitler, could never have dreamed of achieving.
