[00:00:00.009 --> 00:00:02.591]  Alex Jones Broadcasting Network.
[00:07:22.646 --> 00:07:25.607]  And it all starts with that basic building block of water.
[00:07:25.948 --> 00:07:28.709]  It is time to purify our family's water.
[00:07:28.969 --> 00:07:35.613]  The ProPure filtration system with added fluoride filters is the best system from my research to protect you and your family.
[00:07:35.853 --> 00:07:40.936]  Infowarsstore.com already has the lowest prices on ProPure water filtration.
[00:07:41.156 --> 00:07:46.819]  But until December 10th, we are going to offer 15% off the already lowest price.
[00:07:47.179 --> 00:07:49.241]  I know what I'm giving my family this Christmas.
[00:07:49.501 --> 00:07:50.062]  ProPure.
[00:07:50.242 --> 00:07:56.227]  Go to infowarstore.com and get 15% off the already lowest price out there with the code WATER15.
[00:07:57.068 --> 00:08:01.692]  WATER15 and you get 15% off at infowarstore.com.
[00:08:03.773 --> 00:08:08.778]  From the front lines of the information war, it's Alex Jones.
[00:08:14.731 --> 00:08:31.402]  I am your host, Alex Jones, and we are live on this Thursday, the 13th day of December, 2012, and we're reportedly only seven days out in some time zones until the end of the world.
[00:08:31.463 --> 00:08:35.545]  In fact, it's getting close to less than seven days on Greenwich.
[00:08:35.685 --> 00:08:38.908]  Meantime, everyone knows that Planet Nabooru or Planet X
[00:08:39.868 --> 00:08:44.070]  We'll be swamming into the world on Greenwich Meantime, of course.
[00:08:45.231 --> 00:08:51.354]  NASA has already put out a video early declaring, see, the end of the world didn't happen.
[00:08:52.834 --> 00:08:57.236]  And I just think that it is, a lot of people think similarly because that's funny.
[00:08:57.917 --> 00:09:04.680]  I have a video coming out tomorrow where I basically say, see, the end of the world didn't happen.
[00:09:06.092 --> 00:09:09.956]  And it's not a hard call, but I expand on it.
[00:09:10.156 --> 00:09:18.044]  Yes, we're 7 days, 11 hours, 50 minutes, 49 seconds until the end of the world!
[00:09:19.105 --> 00:09:21.067]  Only the super friends can save us!
[00:09:23.769 --> 00:09:29.094]  But the video we're putting out tomorrow goes over the real threats humanity is facing.
[00:09:29.114 --> 00:09:29.315]  You see,
[00:09:30.729 --> 00:09:45.917]  If a giant, say 10 mile wide, iron ore asteroid slams into the Earth, it will go directly into the mantle, causing even perhaps part of the core to leak out on the surface.
[00:09:46.457 --> 00:09:51.059]  It will eject with the power of 10 million large hydrogen bombs or more.
[00:09:52.620 --> 00:09:56.682]  Billions of megatons of rock will be ejected into space.
[00:09:58.120 --> 00:10:08.847]  But also, into the atmosphere, the Earth will then freeze solid, planetary-wide, and most life will be destroyed.
[00:10:10.588 --> 00:10:12.269]  Will, will, will die.
[00:10:12.289 --> 00:10:16.452]  Now, now, that could happen at any time.
[00:10:18.444 --> 00:10:20.666]  We know those type of events have happened in Earth's history.
[00:10:21.807 --> 00:10:24.130]  And that is one of the biggest threats we face also.
[00:10:24.690 --> 00:10:35.320]  Solar flares can be large enough and powerful enough to be directed right at the Earth and not just destroy electronics by the different particles it's sending out.
[00:10:36.121 --> 00:10:48.804]  Building up in electrical wires and then precipitating out in electronics, but actually hit the earth and burn to a crisp whatever side it hits and damage the atmosphere, perhaps even destroying the atmosphere.
[00:10:50.404 --> 00:10:54.085]  There's types of things like that that could happen, but see we don't know the hour or the day.
[00:10:56.266 --> 00:11:04.628]  And there have been calls to put a peaceful defense system out in deep orbit.
[00:11:05.769 --> 00:11:13.234]  Uh, with, uh, weapons systems on board to track large asteroids coming in close to the Earth and to destroy them.
[00:11:13.695 --> 00:11:17.237]  The problem is any system like that could then be turned back around towards the Earth.
[00:11:17.257 --> 00:11:20.699]  Uh, and it's also dangerous to get the nuclear weapons into space.
[00:11:21.140 --> 00:11:32.547]  The particle beams we know they have are not strong enough to, uh, deflect and change the course or destroy, uh, the type of, uh, you know, two-mile, three-mile, a two-mile asteroid into the world as we know it.
[00:11:32.647 --> 00:11:33.688]  Three-mile into the world.
[00:11:33.748 --> 00:11:34.529]  Ten, ten-mile?
[00:11:35.804 --> 00:11:39.515]  10 mile, and if it's iron ore or nickel, it's going deep.
[00:11:40.444 --> 00:11:41.584]  It's going real deep.
[00:11:42.225 --> 00:11:45.305]  It's going, you know, 4, 5, 6, 7, 8 miles or more into the Earth.
[00:11:45.645 --> 00:11:47.346]  It's going to eject all that back.
[00:11:47.726 --> 00:11:50.247]  Some estimates are 20 miles into the Earth, 30 miles into the Earth.
[00:11:50.607 --> 00:11:53.628]  Anyways, side issue, we're just building up towards 2012.
[00:11:54.548 --> 00:12:04.471]  And my point is, there's all these non-man-made threats to the Earth that are cyclical and are hard to estimate when are going to happen.
[00:12:04.691 --> 00:12:08.892]  There are defenses for it, other than super flares off the sun.
[00:12:10.578 --> 00:12:13.799]  Comets hit the Earth, asteroids, things like that.
[00:12:15.859 --> 00:12:32.023]  If a 300-yard long asteroid hits the Earth and it's metal, you'll think that a 100-megaton hydrogen bomb got dropped on your city if it happens to hit there.
[00:12:32.503 --> 00:12:37.544]  Other than that, it'll just cause a huge explosion if it's in a rural area and eject a bunch of dust in the atmosphere.
[00:12:39.875 --> 00:12:53.027]  You could talk about this stuff all day, but what I get into in the piece that Aaron and I have been working on all week, that we're going to premiere tomorrow here on the radio slash video for PrisonPlanet.tv subscribers, is the man-made threats we can do something about.
[00:12:53.368 --> 00:13:03.998]  Genetic engineering, bioweapons, nanotech, super cyclotrons like the Hadron in Europe, France into Switzerland,
[00:13:06.371 --> 00:13:11.815]  These are the real things that the Earth is seriously threatened by.
[00:13:12.055 --> 00:13:16.778]  And that's another reason I get so mad at the globalists who want to say it's humans all day.
[00:13:18.419 --> 00:13:30.507]  Just the general public, when it's the globalists that say they want world government to protect us from these type of sciences being developed in a reckless way,
[00:13:31.778 --> 00:13:51.614]  And they need a global government to shut down countries doing this, but it's globalist nations in Europe, England, the United States that are racing in pure research with their scientists going, well, there's a low probability this will cause a unstable black hole that will destroy the Earth, but we're going to do the test anyways and 500 more just like this.
[00:13:52.155 --> 00:14:00.442]  And yes, we're going to try to create a strangelet particle, and there's a good chance it'll sink to the center of the Earth and start a chain reaction implosion, but we're still going to do it.
[00:14:01.206 --> 00:14:10.093]  Kind of like more than half the scientists thought with the A-bomb test in 1944 and the 45, the secret test.
[00:14:10.134 --> 00:14:16.279]  They told folks, never mind those giant explosions in the Nevada desert that, you know, break windows in Las Vegas.
[00:14:17.460 --> 00:14:18.160]  Nothing's going on.
[00:14:18.501 --> 00:14:20.262]  You didn't see a mushroom cloud in the public?
[00:14:20.622 --> 00:14:22.144]  Said, okay, we didn't see a mushroom cloud.
[00:14:24.385 --> 00:14:28.149]  Kind of like you don't notice your neighbors all dying of cancer right now because the globalists are killing us.
[00:14:28.837 --> 00:14:32.357]  You know, more neurological, it's just people just, hey, move along, it's normal.
[00:14:33.663 --> 00:14:36.846]  That's why people all the time, you see the articles every week in Europe and the U.S.
[00:14:36.906 --> 00:14:39.568]  and Australia and New Zealand and other Western countries.
[00:14:39.588 --> 00:14:40.709]  It's really bad in China too.
[00:14:41.390 --> 00:14:44.573]  Where, you know, a woman's raped in public on the middle of a busy street.
[00:14:45.114 --> 00:14:48.336]  She stumbles around beating the head with a pipe in Toronto, bleeding out.
[00:14:49.217 --> 00:14:55.003]  And one telecom company, the CEO, this was in the news a few years ago, says don't even call police.
[00:14:55.063 --> 00:14:56.344]  It's just too much of a bother.
[00:14:57.085 --> 00:14:59.467]  Let her just lay out there on the street and die.
[00:15:00.754 --> 00:15:07.116]  And then, but employees did have fun watching her, an attractive woman with her head beat in, later went into a coma.
[00:15:07.176 --> 00:15:10.437]  I mean, they did enjoy her naked on the street, though.
[00:15:10.457 --> 00:15:21.460]  That was a, the company had, reportedly, because some employees are the ones that reported him, and rightfully so, that it was great entertainment.
[00:15:22.591 --> 00:15:27.854]  You see, this is the thing I've noticed is that people don't care about each other anymore.
[00:15:28.375 --> 00:15:36.760]  And it's seen as a virtue to not get involved when you see somebody have a car wreck, a really bad car wreck, and you watch all the other cars just keep driving.
[00:15:38.160 --> 00:15:38.901]  They just keep driving.
[00:15:39.681 --> 00:15:45.965]  And I've had to get on the radio before, and I still pulled over and help people.
[00:15:46.005 --> 00:15:47.386]  And it's not because I'm some hero.
[00:15:47.806 --> 00:15:49.567]  Man, it's an instinct.
[00:15:50.048 --> 00:15:51.929]  I want you to pull over if I have a bad wreck.
[00:15:52.779 --> 00:15:57.921]  But it's not like I even think, oh, consciously I better pull over because I want people to pull over for me.
[00:15:57.961 --> 00:15:59.602]  It's like, oh, I got to help somebody.
[00:16:00.222 --> 00:16:01.903]  But see, that's because I'm a bad person, though.
[00:16:02.283 --> 00:16:05.425]  In the new trendy world, you don't say hi to people on the street.
[00:16:06.405 --> 00:16:08.346]  In the new trendy world, you don't care about anybody.
[00:16:08.366 --> 00:16:09.146]  You're real cynical.
[00:16:09.406 --> 00:16:14.749]  And the more arrogant and snobby you are, then the other snobs will think you must have something going.
[00:16:16.926 --> 00:16:18.147]  But I've already digressed off.
[00:16:18.167 --> 00:16:22.348]  The point is, people individually don't even care about themselves, much less others.
[00:16:22.468 --> 00:16:26.330]  And then it creates a toxic environment, a toxic society.
[00:16:26.770 --> 00:16:38.555]  And then we've got Al Gore and others lecturing us all day about how it's the carbon dioxide that we exhale that plants then respirate from and use in photosynthesis.
[00:16:39.195 --> 00:16:45.078]  See, there's a carbon cycle on Terra Firma, third planet out from our sun.
[00:16:46.818 --> 00:16:48.699]  Here in the boondocks of the Milky Way Galaxy.
[00:16:50.781 --> 00:16:54.603]  You have to have four things in the cycle here on Terra Firma.
[00:16:55.183 --> 00:16:56.304]  Four things.
[00:16:56.984 --> 00:17:09.772]  First and foremost, you've got to have water, you've got to have sunlight, you've got to have carbon dioxide, carbon dioxide, and oxygen.
[00:17:10.593 --> 00:17:13.815]  Now, the globalists know that you know sunlight's not bad.
[00:17:14.755 --> 00:17:21.760]  They're going to have a problem, but they are talking about solar panel taxes now, so don't worry.
[00:17:21.880 --> 00:17:26.643]  Some places have actually started implementing taxes on the solar panels themselves, which is a tax on the sun.
[00:17:27.083 --> 00:17:29.045]  So I shouldn't say it's coming, it's actually here now.
[00:17:29.865 --> 00:17:38.391]  Just like meters on wells you've had for a hundred years, or saying we're going to arrest you for rainwater collection things on your farm.
[00:17:39.051 --> 00:17:40.372]  And that's now happening.
[00:17:40.432 --> 00:17:42.534]  And they're taking people's houses when they don't pay the fines.
[00:17:42.974 --> 00:17:43.955]  That's been in the news recently.
[00:17:45.757 --> 00:17:48.598]  So, they know you know the sun isn't bad.
[00:17:48.638 --> 00:17:49.679]  They know you know water.
[00:17:50.199 --> 00:17:53.861]  Well, most people, if you say, should we ban the hydrogen monoxide, it does sound scary.
[00:17:53.901 --> 00:17:55.562]  Actually, most people do say ban water, excuse me.
[00:17:56.262 --> 00:17:58.183]  Like sodium chloride, they think salt's evil.
[00:17:58.243 --> 00:17:59.964]  They don't know what that means, so they just think.
[00:18:01.045 --> 00:18:03.005]  Should we ban sodium chloride?
[00:18:03.086 --> 00:18:03.706]  Absolutely.
[00:18:04.946 --> 00:18:10.769]  You've seen those TV shows where they've done it and people sit there, 90 plus percent of them, ban salt, ban water, so I shouldn't.
[00:18:10.869 --> 00:18:11.630]  But the point is,
[00:18:12.620 --> 00:18:13.901]  Water doesn't sound scary.
[00:18:13.941 --> 00:18:15.221]  Sunlight doesn't sound scary.
[00:18:15.582 --> 00:18:17.723]  Oxygen, we know we breathe that.
[00:18:17.783 --> 00:18:27.688]  Even the dumbest idiot knows that our blood, when I just sucked air in right there, you know, a fish sends water over its gills to get the oxygen and gulps.
[00:18:28.008 --> 00:18:30.089]  The primitives thought they drank water.
[00:18:30.109 --> 00:18:30.930]  That's not what's happening.
[00:18:31.950 --> 00:18:33.631]  They're getting evil oxygen.
[00:18:34.111 --> 00:18:38.374]  So they picked carbon dioxide because it sounds scary.
[00:18:39.102 --> 00:18:48.906]  And so they're not worried about genetic engineering, open air, chemical testing, biological, radiological, Hadron superconducting super colliders and other cyclotrons.
[00:18:49.246 --> 00:18:51.286]  They're not worried about Addy Manor weapon production.
[00:18:51.306 --> 00:18:54.628]  The Air Force admits they've successfully developed, but the details are classified.
[00:18:55.148 --> 00:18:57.069]  San Francisco Chronicle, going to look that up.
[00:18:58.649 --> 00:18:59.129]  No, no, no, no.
[00:18:59.189 --> 00:19:03.211]  They're worried about something that is the lowest ever recorded.
[00:19:04.485 --> 00:19:07.866]  From ice samples and mud samples going back in some cases millions of years.
[00:19:08.687 --> 00:19:11.168]  It is the lowest ever recorded carbon dioxide.
[00:19:11.808 --> 00:19:15.930]  The lowest ever recorded in the last hundred years.
[00:19:16.090 --> 00:19:17.890]  We are starving for it.
[00:19:18.291 --> 00:19:20.611]  Plants grow faster, live longer.
[00:19:20.671 --> 00:19:22.512]  Many species of plants are just dying out.
[00:19:22.792 --> 00:19:25.633]  Did you know many species of plants are dying?
[00:19:26.114 --> 00:19:31.196]  Primitive species that were in a more carbon dioxide rich environment are dying on the earth right now?
[00:19:31.256 --> 00:19:31.636]  Look it up!
[00:19:32.116 --> 00:19:34.761]  Just primitive plants dying due to low carbon dioxide.
[00:19:35.642 --> 00:19:38.227]  Desertification in Africa.
[00:19:38.668 --> 00:19:39.449]  Carbon dioxide.
[00:19:39.489 --> 00:19:40.671]  It's not a rain issue, mainly.
[00:19:41.411 --> 00:19:42.432]  Low carbon dioxide.
[00:19:42.472 --> 00:19:48.794]  Those were plant regions, because they've dug up the fossils of them, that were in a higher carbon dioxide environment.
[00:19:48.814 --> 00:19:54.717]  In fact, the first types of plants on this planet need more carbon dioxide than the newer plants that can live in it.
[00:19:55.338 --> 00:19:59.579]  So, my point is, is that we're going to talk about real threats.
[00:19:59.640 --> 00:20:01.100]  But first, some big news coming up.
[00:20:04.901 --> 00:20:09.704]  We have witnessed two terrible storms in the East, but we are still in the eye of the perfect storm.
[00:20:10.404 --> 00:20:13.126]  The most devastating economic condition since the Great Depression.
[00:20:13.586 --> 00:20:15.927]  America's worst drought in agricultural history.
[00:20:16.368 --> 00:20:18.869]  And now the economic results of the presidential election.
[00:20:19.309 --> 00:20:22.271]  This perfect storm is a huge threat to everyone's food supply.
[00:20:22.771 --> 00:20:27.336]  I just doubled down and got even more supplies from eFoodsDirect, and I recommend you do the same.
[00:20:27.896 --> 00:20:29.998]  It's time to get your own supply from eFoodsDirect.
[00:20:30.499 --> 00:20:33.522]  I know I won't be standing in a bread line trading my freedom for food.
[00:20:34.103 --> 00:20:37.786]  I'm taking control of my future, and you're nuts if you don't do the same.
[00:20:37.806 --> 00:20:41.390]  Go to eFoodsDirect.com forward slash Alex to find the specials.
[00:20:41.670 --> 00:20:45.233]  And you can start with a holiday gift pack that's normally $80, now under $50.
[00:20:45.993 --> 00:20:48.195]  Remember, I can warn you, but I can't feed you.
[00:20:48.875 --> 00:20:53.338]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[00:20:53.839 --> 00:20:56.901]  Would you rather prepare six months too early or one day too late?
[00:20:56.921 --> 00:20:58.542]  409-5633 or efoodsdirect.com forward slash Alex.
[00:21:04.875 --> 00:21:15.601]  You land in Buenos Aires, then a shuttle to Santa Rosa, where a nicely furnished cabin with all amenities, Wi-Fi, executive food and wine, and laundry service awaits.
[00:21:16.422 --> 00:21:19.443]  After a good night's sleep, your adventure begins.
[00:21:19.844 --> 00:21:23.306]  You're on a golden stag safari for big game.
[00:21:24.267 --> 00:21:25.248]  But it's not Africa.
[00:21:25.588 --> 00:21:26.669]  It's Argentina.
[00:21:27.149 --> 00:21:35.478]  One-on-one guided hunts for water buffalo, cougar, bighorn rams, wild boar, and the biggest stag deer in South America.
[00:21:35.938 --> 00:21:37.460]  All gold medal quality.
[00:21:37.820 --> 00:21:39.402]  All the action you can handle.
[00:21:40.908 --> 00:21:48.557]  Land Rovers, top rental guns with scopes, all food, beverages, hunting guides, ground transportation included, and more.
[00:21:49.037 --> 00:21:51.320]  All more affordable than you can imagine.
[00:21:51.981 --> 00:21:56.766]  The adventure of a lifetime starts at GoldenStagSafaris.com.
[00:21:57.107 --> 00:21:58.729]  The big game hunting ranch.
[00:21:59.209 --> 00:22:01.011]  GoldenStagSafaris.com.
[00:22:03.618 --> 00:22:06.460]  What looks good under your Christmas tree and tastes even better?
[00:22:06.760 --> 00:22:08.020]  Big Berkey Water Filters!
[00:22:08.321 --> 00:22:09.941]  Yes, the gift of clean water.
[00:22:10.282 --> 00:22:14.464]  A gift that provides a great foundation for achieving good health in the lives of your loved ones.
[00:22:14.944 --> 00:22:18.546]  A Big Berkey Water Filter gives them protection from bacteria, heavy metals,
[00:22:18.826 --> 00:22:22.328]  Chlorine, fluoride, pesticides and herbicides, VOCs and more.
[00:22:22.588 --> 00:22:27.911]  And best of all, a big Berkey water filter is a gift that lasts for many years with no additional investment.
[00:22:28.172 --> 00:22:31.894]  And that saves time and money in filter replacements that other water filters require.
[00:22:32.234 --> 00:22:37.257]  And are even powerful enough to purify treated, untreated or even stagnant pond water.
[00:22:37.657 --> 00:22:43.999]  As always, all orders over $50 are shipped free, and GCN listeners get 5% off all ceramic filter systems.
[00:22:44.340 --> 00:22:51.722]  Order online at bigberkeywaterfilters.com, spelled B-E-R-K-E-Y, waterfilters.com.
[00:22:52.083 --> 00:22:54.664]  Or call 877-99-BERKEY.
[00:22:54.964 --> 00:22:58.525]  That's 877-99-B-E-R-K-E-Y.
[00:22:58.905 --> 00:23:00.106]  Gift well this Christmas.
[00:23:00.326 --> 00:23:01.806]  Give a Big Berkey Water Filter!
[00:23:02.807 --> 00:23:06.148]  This is a high Christmas priority for the survivalists on your gift list.
[00:23:07.492 --> 00:23:13.937]  For a very limited time, MyPatriotsupply.com is offering 30% off a special Christmas preparedness package.
[00:23:14.217 --> 00:23:15.418]  Now through tomorrow only.
[00:23:15.678 --> 00:23:34.712]  Stuff a stocking with a preparedness package that includes a 72-hour, 16-serving food kit, an emergency quick stove with four fuel discs, plus a five-pack of replacement fuel discs, two LifeStraw personal water filters, one magnesium fire starter, a four-pack of waterproof matches, and a $25 gift certificate to MyPatriotsupply.com.
[00:23:34.972 --> 00:23:37.934]  Regularly over $140, but now only $99!
[00:23:39.155 --> 00:23:44.979]  With free shipping to the lower 48, only from MyPatriotSupply.com, and only through tomorrow!
[00:23:45.219 --> 00:23:47.741]  Hurry to MyPatriotSupply.com or call 866-229-0927.
[00:23:47.801 --> 00:23:48.121]  That's 866-229-0927.
[00:23:48.141 --> 00:23:50.363]  Before it's time to survive, it's time to prepare!
[00:23:50.383 --> 00:23:52.324]  Merry Christmas from MyPatriotSupply.com!
[00:24:13.886 --> 00:24:19.492]  Okay, I've, uh, been engaging in my customary rant about how the end of the world is not coming on December 21st, 2012.
[00:24:20.133 --> 00:24:30.844]  It is a way to get people just to feel like there's no point of even being involved in the world, so you'll just basically, uh, stand down and do what you're told.
[00:24:31.604 --> 00:24:33.607]  They also use the rapture, uh...
[00:24:34.821 --> 00:24:40.709]  Biblically twisted to get Christians to constantly think the world is ending so you won't be politically involved.
[00:24:41.250 --> 00:24:44.114]  It's just amazing, but we'll be covering that more, as I said, tomorrow.
[00:24:44.134 --> 00:24:48.059]  I want to give the number out now, then get into news and go to your calls.
[00:24:48.861 --> 00:24:49.982]  And I will attempt to go to them.
[00:24:50.963 --> 00:24:57.126]  And I want to open the phones up again for first-time callers who can't ever seem to get through on any of the subjects we've been talking about.
[00:24:57.166 --> 00:25:03.709]  The unions beating people up and members of the legislature in Michigan encouraging it and not getting in trouble.
[00:25:04.509 --> 00:25:05.650]  Where do you see that going?
[00:25:06.310 --> 00:25:13.994]  The ongoing globalization, the announcements of massive tax increases regardless of whether it's the Republican or Democratic plan.
[00:25:15.635 --> 00:25:17.178]  Obviously we should be discussing that.
[00:25:18.019 --> 00:25:24.188]  The Weekly Standard reports UN conference slyly introduces resolution to gain control of the internet in the middle of the night.
[00:25:25.450 --> 00:25:30.017]  Yeah, we knew that that was coming because they
[00:25:31.892 --> 00:25:39.817]  ...had been saying, oh no, we're not going to try to take control of the Internet, even though this is what Obama has been trying to do, is to give control of the Internet over to the UN.
[00:25:40.277 --> 00:25:45.500]  He signed a secret cyber order and has told Congress they're not allowed to see it.
[00:25:46.300 --> 00:25:47.041]  So just amazing.
[00:25:47.061 --> 00:25:47.941]  We're going to be getting into that.
[00:25:48.301 --> 00:25:49.802]  The toll-free number to join us is 800-259-9231.
[00:25:49.822 --> 00:25:49.862]  800-259-9231.
[00:25:57.863 --> 00:25:59.644]  Let's go over some of the headlines here.
[00:25:59.664 --> 00:26:10.269]  As I mentioned, UN Conference slyly introduces resolution to gain control of Internet in the middle of the night.
