[00:00:21.556 --> 00:00:22.497]  Welcome, my friends.
[00:07:33.950 --> 00:07:35.211]  Wouldn't you agree that that's...
[00:07:36.452 --> 00:07:41.316]  Would be pretty breathtaking to the average American, so would you like to clarify that?
[00:07:42.837 --> 00:07:52.605]  You know, I've also served with Republican presidents and Democratic presidents who have always reserved the right to defend this country if necessary.
[00:07:53.265 --> 00:07:53.766]  Hit pause.
[00:07:54.667 --> 00:07:56.988]  Back it up about 10 seconds, and it goes on and on.
[00:07:57.048 --> 00:07:58.870]  I watched an hour of this this morning.
[00:08:00.290 --> 00:08:03.092]  And notice, they say, we might seek it if we feel like it.
[00:08:03.212 --> 00:08:08.616]  Last year, Obama launched the Libyan war, and we have links to that in our articles, to his statement.
[00:08:08.636 --> 00:08:11.157]  He said, look, I don't need Congress, I have the UN.
[00:08:11.377 --> 00:08:13.999]  So he's not just saying, as President, I can do this, which is treason.
[00:08:14.560 --> 00:08:16.661]  He's saying, I have the UN, I have NATO.
[00:08:17.101 --> 00:08:20.844]  And it goes on and on, and the Senator is like, well, I'm breathless.
[00:08:20.924 --> 00:08:21.845]  I mean, our law
[00:08:22.745 --> 00:08:24.267]  Congress commissions the officers.
[00:08:24.327 --> 00:08:25.208]  Congress funds it.
[00:08:25.548 --> 00:08:29.432]  Congress gives the president a declaration of war authorization and says, here's the mission.
[00:08:29.792 --> 00:08:35.278]  Now you're the commander-in-chief in real time making decisions within our authorization.
[00:08:35.678 --> 00:08:37.300]  Like, okay, go have war with Germany.
[00:08:37.660 --> 00:08:39.041]  Go have war with Cuba.
[00:08:39.402 --> 00:08:40.403]  But here's the war.
[00:08:40.463 --> 00:08:41.143]  Here's the aims.
[00:08:41.444 --> 00:08:44.367]  Now you execute with your war cabinet.
[00:08:45.047 --> 00:08:45.308]  Not
[00:08:46.294 --> 00:08:49.596]  Just go in and do whatever you want, and by the way, the UN said we could.
[00:08:49.936 --> 00:08:54.659]  So let's go back to this unprecedented coup d'etat against America.
[00:08:54.879 --> 00:08:56.540]  And they're just seeing if they can get away with it.
[00:08:56.860 --> 00:09:05.625]  And if enough times they launch wars against Libya, Syria, whatever, and just Congress goes along with it, like Obama did last year, you know, pushing this, and now they're doing it again.
[00:09:06.618 --> 00:09:08.438]  Then the precedent's set, and that's what they're doing.
[00:09:08.458 --> 00:09:08.819]  Here it is.
[00:09:09.379 --> 00:09:12.900]  So would you like to clarify that?
[00:09:13.180 --> 00:09:22.382]  I've also served with Republican presidents and Democratic presidents who have always reserved the right to defend this country if necessary.
[00:09:25.923 --> 00:09:30.804]  But before we do this, you would seek permission of the international authorities.
[00:09:32.242 --> 00:09:43.109]  If we're working with an international coalition and we're working with NATO, we would want to be able to get appropriate permissions in order to be able to do that.
[00:09:43.149 --> 00:09:49.533]  That's something that all of these countries would want to have some kind of legal basis on which to act.
[00:09:49.813 --> 00:09:51.875]  What legal basis are you looking for?
[00:09:52.715 --> 00:09:53.896]  What entity?
[00:09:55.270 --> 00:09:59.911]  Well, obviously, if NATO made the decision to go in, that would be one.
[00:10:00.851 --> 00:10:10.533]  If we developed an international coalition beyond NATO, then obviously some kind of UN security resolution would be needed.
[00:10:11.874 --> 00:10:21.736]  So you're saying NATO would give you a legal basis, and an ad hoc coalition of nations would provide a legal basis?
[00:10:23.893 --> 00:10:35.241]  If we were able to put together a coalition and were able to move together, then obviously we would seek whatever legal basis we would need in order to make that justified.
[00:10:35.261 --> 00:10:43.347]  I mean, you know, we can't just pull them all together in a combat operation without getting the legal basis on which to act.
[00:10:44.407 --> 00:10:46.649]  Who are you asking for the legal basis from?
[00:10:49.088 --> 00:10:54.410]  If it's, obviously if the UN passed a security resolution as it did in Libya, we would do that.
[00:10:55.471 --> 00:10:59.753]  If NATO came together as we did in Bosnia, we would rely on that.
[00:11:00.053 --> 00:11:02.454]  So, you know, we have options here.
[00:11:04.034 --> 00:11:06.335]  We have options and Congress isn't part of it.
[00:11:06.375 --> 00:11:14.799]  You see, the private six mega banks that issue the currency and credit of the planet out of a black hole, out of la-la land,
[00:11:16.937 --> 00:11:24.119]  They are already telling Europe, you have no sovereignty, it's transferred to this private corporation that takes you into receivership through fraud.
[00:11:24.760 --> 00:11:28.861]  England has 80% or more of its laws made by unelected groups in the Euro.
[00:11:29.441 --> 00:11:30.442]  And so it's the same thing.
[00:11:30.502 --> 00:11:33.983]  He's saying, I go to NATO, I go to the EU, I go to the UN.
[00:11:35.063 --> 00:11:41.310]  And here is the Senate and the Congress who are the bosses, who we elect, America.
[00:11:41.850 --> 00:11:42.991]  And they're going, you don't go to us?
[00:11:43.031 --> 00:11:45.314]  They're like, no, we go to NATO or the UN.
[00:11:45.794 --> 00:11:48.737]  And the senator's like, come on, this is going to be a big issue.
[00:11:49.057 --> 00:11:50.739]  And Panetta and everybody just says no.
[00:11:51.100 --> 00:11:53.382]  And the general behind them sitting there with just total arrogance.
[00:11:54.403 --> 00:11:56.445]  And they had Dempsey on there saying the same thing.
[00:11:56.785 --> 00:11:58.027]  Chairman of the Joint Chiefs of Staff.
[00:11:59.127 --> 00:12:00.508]  You can go watch the clips online.
[00:12:00.548 --> 00:12:01.989]  It is unbelievable.
[00:12:02.510 --> 00:12:04.812]  And they just say, no, you don't give us the authority.
[00:12:05.052 --> 00:12:07.434]  We might want to come to you, maybe, if we feel like it.
[00:12:10.737 --> 00:12:13.699]  This is how liberty dies, with a whimper, not a bang, if we let it.
[00:12:14.787 --> 00:12:18.950]  Our articles on this, Pentagon launches desperate damage control over shocking Panetta testimony.
[00:12:19.511 --> 00:12:22.933]  The United States has ceded control of its affairs to international bureaucrats.
[00:12:23.314 --> 00:12:25.235]  And they spin it and go, what was misinterpreted?
[00:12:25.275 --> 00:12:31.220]  Yeah, we want the UN to give us the orders, and we think that's the authority, but we'd like Congress to get on board.
[00:12:31.520 --> 00:12:35.123]  No, Obama said last year, Congress has no say.
[00:12:35.683 --> 00:12:48.352]  Just like Congress, as a bunch of traitors, because they're part of the problem, ceded the NDAA power to Obama that he demanded to secretly arrest and kill Americans and launch war anywhere in the world as a global declaration of war without congressional approval in the future.
[00:12:51.134 --> 00:12:52.435]  Unprecedented.
[00:12:52.475 --> 00:12:52.956]  Here's another one.
[00:12:53.336 --> 00:12:53.977]  Coup d'etat.
[00:12:54.017 --> 00:12:57.779]  Pentagon and Obama declare Congress ceremonial.
[00:12:57.999 --> 00:12:58.840]  And that's what this is.
[00:12:59.941 --> 00:13:03.704]  Congressman Jones introduces a bill that would subject Panetta and Obama to impeachment.
[00:13:04.824 --> 00:13:09.052]  Yeah, look, impeachment's one thing if you've got a power grabber.
[00:13:09.966 --> 00:13:15.329]  But what do you do when foreign corporate interest... See, we're used to fighting Mussolini or Stalin or stuff like that.
[00:13:15.769 --> 00:13:20.552]  These aren't guys in clown outfit, you know, dictator outfits, you know, that look like idiots.
[00:13:21.152 --> 00:13:23.573]  These are corporations and lawyers that come in.
[00:13:23.933 --> 00:13:26.275]  The New World Order is a corporate takeover.
[00:13:26.755 --> 00:13:36.120]  And they've got their corporate takeover artist, Panetta, from the CIA, former director, with, you know, files on all these people, most of it made up crap, and hit teams.
[00:13:37.088 --> 00:13:43.514]  Most of Congress is corrupt and he thinks he can just barrel in there and say, hey, you know, shut up.
[00:13:43.594 --> 00:13:44.716]  You work for us now.
[00:13:44.756 --> 00:13:45.656]  You understand that?
[00:13:46.687 --> 00:13:52.409]  I mean, my God, he says, oh, NATO and the UN, which now have run the euro and are enslaving them.
[00:13:52.469 --> 00:14:01.591]  It's global domination by a bunch of crooked corporations who want to take all our property, who want to break up our families, who want to force prescription drugs on us.
[00:14:01.891 --> 00:14:07.813]  They're a bunch of wild out... They are the worst wannabe dictators I've ever seen in history.
[00:14:08.133 --> 00:14:08.273]  Okay?
[00:14:09.033 --> 00:14:11.754]  I mean, these people are out of control.
[00:14:12.034 --> 00:14:15.476]  And it's not like you can have Operation Valkyrie, like the Germans did, trying to kill Hitler.
[00:14:15.776 --> 00:14:19.858]  It's not like there's one bastard son of a bitch who's got to be dealt with.
[00:14:20.058 --> 00:14:27.101]  It's a whole crew of crooks that set up a giant, unconstitutional, global, out-of-control system.
[00:14:27.381 --> 00:14:29.282]  They exempt themselves from all the laws.
[00:14:29.682 --> 00:14:31.643]  It's too complex for the average person to get.
[00:14:32.935 --> 00:14:41.010]  And so they just get away with murder, but they may have gone too far, waddling in to those corrupt senators who at least want their power.
[00:14:41.471 --> 00:14:42.894]  And that's what the founders were geniuses.
[00:14:43.254 --> 00:14:44.136]  Separation of powers.
[00:14:44.617 --> 00:14:45.198]  They knew.
[00:14:46.564 --> 00:14:48.905]  That the Congress would be jealous of its power with the President.
[00:14:49.585 --> 00:14:54.207]  That's why there's checks and balances on the Judiciary, the Legislative, and the Executive.
[00:14:54.607 --> 00:14:55.788]  And the biggest check is us.
[00:14:55.848 --> 00:14:58.829]  But let me tell you, I've never seen anything like this.
[00:14:59.149 --> 00:15:03.491]  They usually build world government, unconstitutional military operations, quietly.
[00:15:05.256 --> 00:15:08.759]  But they're... I hate to use this on a family show, but it's all it is.
[00:15:08.779 --> 00:15:10.781]  It's like when a dog goes and pees on a smaller dog.
[00:15:11.422 --> 00:15:20.070]  I mean, basically Panetta just stood up and urinated all over the Congress and said, you don't count.
[00:15:20.170 --> 00:15:21.091]  I go to the UN.
[00:15:21.571 --> 00:15:23.353]  I go to the World Trade Organization.
[00:15:23.413 --> 00:15:24.213]  I go to the IMF.
[00:15:24.253 --> 00:15:25.054]  I go to the World Bank.
[00:15:25.074 --> 00:15:25.655]  I go to NATO.
[00:15:26.584 --> 00:15:30.066]  Which is a totally private corporate consortium run by central banks.
[00:15:30.346 --> 00:15:36.830]  So you got a central bank operative, just like Romney and Obama, all of them paid for, in there with a straight face going, no, I don't come to you.
[00:15:37.471 --> 00:15:40.592]  Because the bankers want our 50,000 nukes.
[00:15:40.612 --> 00:15:42.273]  They want our weapons, they want everything.
[00:15:42.514 --> 00:15:43.794]  They want to occupy our country.
[00:15:44.015 --> 00:15:47.397]  They got the TSA out there training us so they can grab our genitals.
[00:15:47.477 --> 00:15:50.418]  I mean, it's an outrageous tyranny!
[00:15:51.039 --> 00:15:52.780]  And do not say you weren't warned, okay?
[00:15:56.459 --> 00:15:58.040]  Let me give you a little bit of background on this.
[00:15:58.160 --> 00:16:03.844]  Obama to Boehner, Speaker of the House Boehner, on Libya.
[00:16:03.884 --> 00:16:05.445]  The UN gave us the OK.
[00:16:05.485 --> 00:16:07.146]  Remember, this is out of the Washington Times.
[00:16:07.966 --> 00:16:11.529]  Again, we've got copies of the letter where Obama said it's his right to do all of this.
[00:16:12.049 --> 00:16:12.990]  But I want to shift gears.
[00:16:14.454 --> 00:16:21.836]  You remember last year when they launched the peace bombing of Libya, which was admitted now to be a plan to destabilize all of Africa?
[00:16:22.297 --> 00:16:23.097]  You remember Obama?
[00:16:23.437 --> 00:16:28.379]  He said, on record, I don't need Congress or anybody else.
[00:16:28.539 --> 00:16:29.519]  I've got the UN.
[00:16:29.539 --> 00:16:32.340]  I can attack whoever I want, because it's peace bombs.
[00:16:32.860 --> 00:16:33.380]  Here's a clip.
[00:16:35.341 --> 00:16:41.903]  Today in his press conference, the president made clear that he believes the law does allow him to make this commitment on his own.
[00:16:42.503 --> 00:16:43.864]  Listen to this for a moment, if you would.
[00:16:45.330 --> 00:16:53.191]  I'm not a Supreme Court Justice, so I'm not going to put my constitutional law professor hat on here.
[00:16:53.331 --> 00:16:58.752]  Do I think that our actions in any way violate the War Powers Resolution?
[00:16:59.472 --> 00:17:00.113]  The answer is no.
[00:17:01.773 --> 00:17:03.753]  So I don't even have to get to the constitutional question.
[00:17:05.173 --> 00:17:06.694]  Simply, sir, what's your reaction?
[00:17:08.914 --> 00:17:10.214]  That's a horrible statement.
[00:17:12.455 --> 00:17:13.535]  Well, not if you're a tyrant!
[00:17:14.557 --> 00:17:19.839]  And now you got the Secretary of Defense telling Congress, you don't run Jack Squaw, we don't ask for nothing, we got the UN, buddy.
[00:17:22.099 --> 00:17:22.599]  Incredible.
[00:17:25.000 --> 00:17:29.681]  There's a new boogeyman, Joseph Kony, worse than Iraqi WMDs.
[00:17:30.462 --> 00:17:33.742]  Give up all your rights, launch big wars, it's peace.
[00:17:34.923 --> 00:17:42.605]  Whether or not we would want to get permission from the Congress, I think those are issues we would have to discuss as we decide what to do here.
[00:17:43.382 --> 00:17:46.503]  Well, I'm almost breathless about that.
[00:17:47.203 --> 00:17:57.446]  Because what I heard you say is, we're going to seek international approval, and they will come and tell the Congress what we might do, and we might seek congressional approval.
[00:18:01.588 --> 00:18:01.728]  Oh!
[00:18:02.288 --> 00:18:03.748]  Special forces attacks!
[00:18:03.788 --> 00:18:05.529]  Put my constitutional law professor hat on here.
[00:18:05.649 --> 00:18:11.071]  Do I think that our actions in any way violate the War Powers Resolution?
[00:18:11.091 --> 00:18:12.311]  The answer is no.
[00:18:14.090 --> 00:18:16.053]  So I don't even have to get to the constitutional question.
[00:18:17.475 --> 00:18:18.938]  Simply, sir, what's your reaction?
[00:18:21.240 --> 00:18:22.501]  That's a horrible statement.
[00:18:23.001 --> 00:18:37.190]  And he's got a Odinga-Islamic alliance to crush the Christians in Kenya, but this also reaches into Ethiopia, it reaches into Uganda, Congo, Tanzania, and a whole bunch of other countries in that region.
[00:18:37.210 --> 00:18:41.593]  So all of Africa is a battlefield in flames between the U.S.
[00:18:41.653 --> 00:18:45.115]  and the Chinese, with Obama leading the charge to kick the Chinese out.
[00:18:57.898 --> 00:19:02.370]  Well, in the last three days I've seen 37 million views of Kony2012!
[00:19:07.219 --> 00:19:12.523]  And everybody's saying, man, Alex, you've got to get behind a war, an invasion in the middle of Africa.
[00:19:12.543 --> 00:19:20.149]  I mean, after all, the children, the children are being enslaved.
[00:19:20.169 --> 00:19:31.958]  And there's a group called Invisible Children that wants to have a military invasion against Joseph Kony, who I've researched for years, there in Uganda.
[00:19:33.052 --> 00:19:34.653]  Well, there's a problem here.
[00:19:35.333 --> 00:19:37.134]  I've looked into Joseph Kony years ago.
[00:19:37.234 --> 00:19:39.535]  He's obviously another warmonger bad guy.
[00:19:40.215 --> 00:19:48.239]  But the actual president of Uganda has been involved in genocides of over 7 million people.
[00:19:48.719 --> 00:19:53.922]  And best I can tell, Joseph Kony might have a couple thousand followers, 200 to 400, max 500 soldiers.
[00:19:57.529 --> 00:20:00.411]  Maybe 100,000 they've killed in a couple decades?
[00:20:01.012 --> 00:20:07.517]  I mean, the point is, he's like, Saddam beat the brains out of babies in incubators in Kuwait.
[00:20:07.717 --> 00:20:09.418]  They admit that's PR, it wasn't true.
[00:20:10.679 --> 00:20:15.002]  Or they've got this Syrian guy who they're saying there's all these massacres, that's now admitted to be fake.
[00:20:16.343 --> 00:20:24.009]  Or you've got the claim that Qaddafi's people were racing around raping women fueled by Viagra.
[00:20:24.229 --> 00:20:24.770]  Wasn't true!
[00:20:25.734 --> 00:20:32.220]  And they admit that 40,000 plus people are dead, including most of them black Africans in Libya, and that they're using Al Qaeda there.
[00:20:32.600 --> 00:20:35.723]  And in Syria, the West doesn't want to bring liberty to Syria.
[00:20:36.264 --> 00:20:39.387]  They want to destabilize that country and use Al Qaeda to do it.
[00:20:39.647 --> 00:20:40.928]  This is all on record.
[00:20:41.288 --> 00:20:42.529]  And I know about Rwanda.
[00:20:42.610 --> 00:20:44.852]  I know about the Hutus and the Tutsis.
[00:20:45.272 --> 00:20:46.954]  I know about what's happening in Uganda.
[00:20:47.074 --> 00:20:48.055]  I've researched this.
[00:20:49.369 --> 00:21:01.217]  And I predicted with my guests and researchers in the Obama Deception three and a half years ago that they would invade Libya, they would invade Uganda, that they would go after all of these different organizations.
[00:21:02.018 --> 00:21:04.059]  And that has now happened.
[00:21:05.000 --> 00:21:07.822]  That has now happened with the Lord's Resistance Army, all of it.
[00:21:08.042 --> 00:21:10.684]  They sent in special forces last year trying to kill them.
[00:21:11.304 --> 00:21:18.349]  So remember, when the West and the corrupt interests that run this country say they want to invade an area to stop a human rights disaster,
[00:21:19.873 --> 00:21:37.088]  I have examples from just last year in the Ivory Coast of Africa, where they admit that the UN killed tens of thousands of people to overthrow the elected government there in the Ivory Coast.
[00:21:38.569 --> 00:21:44.134]  So we've seen this over and over again, just last April, close to a year ago.
[00:21:45.421 --> 00:21:51.828]  The UN, on record, was backing rebels attacking the government and killing tens of thousands, mainly Christians.
[00:21:52.849 --> 00:21:57.274]  But don't worry, the BBC said the UN would investigate that.
[00:21:57.755 --> 00:22:03.561]  And then Obama launched his own attack in Uganda, in Central Africa.
[00:22:03.622 --> 00:22:04.402]  My point is,
[00:22:05.765 --> 00:22:13.190]  The people controlling our society could care less about human rights events or violations or genocide.
[00:22:13.690 --> 00:22:15.392]  In fact, they're funding it.
[00:22:16.452 --> 00:22:22.557]  And when I saw the group Invisible Children with all these movie stars and all these groups come out,
[00:22:23.444 --> 00:22:36.975]  With basically a pro-war, pro-invasion call, and their film got 37 million views in just three or four days, and I saw the State Department behind it, all this propaganda, and members of Congress pushing it.
[00:22:37.899 --> 00:22:43.242]  I knew that something was going on, just like the babies in the incubators, all of it.
[00:22:43.302 --> 00:22:47.325]  This has nothing to do with actually trying to help people there.
[00:22:48.105 --> 00:22:51.828]  Am I saying that the group they want to fight is good?
[00:22:52.328 --> 00:22:52.568]  No.
[00:22:53.148 --> 00:22:58.452]  But what I'm saying is we hear about this 2012 movement against Kony.
[00:22:59.534 --> 00:23:09.741]  And it's nothing but using him as a convenient boogeyman when he's a minor player in the overall larger system as a pretext to invade these countries.
[00:23:09.861 --> 00:23:15.384]  And I've had young people, a lot of my young listeners, who are waking up but are still somewhat naive.
[00:23:15.965 --> 00:23:17.606]  They're being shown this in public school.
[00:23:17.726 --> 00:23:18.547]  They're calling me.
[00:23:18.587 --> 00:23:20.448]  They're saying they're hurting children.
[00:23:20.468 --> 00:23:21.649]  They're enslaving children.
[00:23:21.949 --> 00:23:23.390]  We've got to get behind war.
[00:23:23.870 --> 00:23:27.753]  And the biggest issue here is the system is using
[00:23:29.005 --> 00:23:46.658]  The foundation-controlled left and the normal avenues that are promoting anti-war now as a pro-war activism and a pro-war hysteria, and that's what this is, and it's being promoted by the system.
[00:23:47.441 --> 00:23:53.849]  To invade and take over Central Africa and also invade out of Libya and North Africa.
[00:23:54.329 --> 00:23:54.950]  Afrikan.
[00:23:55.491 --> 00:24:01.158]  All of this was predicted in my film released three and a half years ago, The Obama Deception.
[00:24:01.678 --> 00:24:04.422]  Let's go ahead and go to a clip of that before we go to Webster Tarpley.
[00:24:04.702 --> 00:24:06.923]  Obama basically does a couple of things.
[00:24:07.063 --> 00:24:09.805]  One is, again, this idea, kick the Chinese out of Africa.
[00:24:09.885 --> 00:24:11.526]  Kick them out of Sudan where they get oil.
[00:24:11.886 --> 00:24:14.027]  Kick them out of Zimbabwe where they get raw materials.
[00:24:14.407 --> 00:24:18.409]  Start a civil war in Congo, another big source of raw materials.
[00:24:19.070 --> 00:24:19.590]  Al-Qaeda.
[00:24:19.890 --> 00:24:21.071]  An arm of the U.S.
[00:24:21.091 --> 00:24:25.534]  intelligence community is now active in Algeria, Tunisia, Morocco.
[00:24:25.854 --> 00:24:29.516]  You've got a destabilization going on in Kenya around Odinga.
[00:24:29.776 --> 00:24:31.057]  That's Obama's cousin.
[00:24:31.398 --> 00:24:33.919]  This is a guy who has two children.
[00:24:34.279 --> 00:24:37.822]  They're Obama's niece and, well, nephew in a broad sense.
[00:24:38.642 --> 00:24:46.988]  And one of them is named Raoul, and the other one is named Winnie, after Winnie Mandela, who did the necklacing and political assassinations in South Africa.
[00:24:47.228 --> 00:24:48.689]  So this Odinga
[00:24:49.389 --> 00:24:58.992]  ...is essentially a CIA destabilizing operation in Kenya, and he's got a Odinga Islamic Alliance to crush the Christians in Kenya.
[00:24:59.012 --> 00:25:07.215]  But this also reaches into Ethiopia, it reaches into Uganda, Congo, Tanzania, and a whole bunch of other countries in that region.
[00:25:07.235 --> 00:25:11.616]  So all of Africa is a battlefield in flames between the U.S.
[00:25:11.676 --> 00:25:16.918]  and the Chinese, with Obama leading the charge to kick the Chinese out, for geopolitical reasons.
