[00:00:21.636 --> 00:00:22.457]  Welcome, my friends.
[00:04:17.195 --> 00:04:23.361]  Anybody who doesn't want to fully shred the Bill of Rights, Constitution, private property, Second Amendment is dangerous.
[00:04:26.123 --> 00:04:27.604]  I mean, I'm ready for my network job.
[00:04:27.624 --> 00:04:29.486]  I'm ready to go on national TV right now.
[00:04:31.093 --> 00:04:36.498]  And work for Bain Capital that runs Clear Channel, and tell everybody that Ron Paul's bad.
[00:04:36.678 --> 00:04:39.961]  I am ready right now to get that job done.
[00:04:40.001 --> 00:04:46.167]  I met Romney, who still owns large parts of it, but does control all these shows here that are saying Ron Paul's bad.
[00:04:47.697 --> 00:04:52.802]  Mr. I Love Abortion, Mr. I Love Open Borders, I Love Gun Control, I Wrote Obamacare.
[00:04:53.042 --> 00:04:59.549]  By the way, we have those clips coming up during the break in a vote for Mitt Romney is a vote for the New World Order.
[00:04:59.789 --> 00:05:01.871]  That'll be our little break segment.
[00:05:02.312 --> 00:05:04.874]  There's a little piece put together by our own Dave Thomas.
[00:05:05.515 --> 00:05:10.579]  Who does a great job heading up our YouTube channel with 170 million views.
[00:05:10.599 --> 00:05:12.240]  Just one of our YouTube channels.
[00:05:12.981 --> 00:05:18.365]  Oh, you can get the Bain Capital boys who go to the White House and get their talking points down for now.
[00:05:18.886 --> 00:05:24.130]  They're busy acting like they're fighting with Obama right now while they're trying to elect Mittens Romney.
[00:05:24.830 --> 00:05:26.532]  But that's coming up during the break.
[00:05:26.932 --> 00:05:28.814]  Okay, we've gotten into one article this evening.
[00:05:28.834 --> 00:05:30.215]  We've only got about 50 others here.
[00:05:31.055 --> 00:05:32.817]  Let's continue here with our extremism.
[00:05:36.052 --> 00:05:37.893]  There's a Kurt Nimmo article we just showed you.
[00:05:37.973 --> 00:05:40.793]  Romney and Obama share same Bankster campaign contributors.
[00:05:40.813 --> 00:05:46.335]  That's all you need to know about the Ponzi scheme operators and their little abortion lover.
[00:05:46.355 --> 00:05:49.256]  I wonder where the Mormon Church is on abortion.
[00:05:49.276 --> 00:05:51.476]  I guess I'm an extremist too.
[00:05:51.536 --> 00:05:53.337]  Cutting babies up, chopping them up is alright.
[00:05:53.797 --> 00:05:59.459]  Yeah, there's some of the contributions right there.
[00:05:59.539 --> 00:06:00.419]  Goldman Sachs.
[00:06:01.578 --> 00:06:04.860]  Credit Swiss Group, Morgan Stanley, all the big boys.
[00:06:05.440 --> 00:06:07.641]  JPMorgan Chase, it's all right there.
[00:06:07.722 --> 00:06:12.884]  Same people that give to Obama, give to Lord Romney.
[00:06:12.924 --> 00:06:22.790]  And the same whore media that force-fed us Obama is force-feeding us Romney and telling us the second place guy, Ron Paul, is an actual Constitutionalist.
[00:06:22.810 --> 00:06:25.572]  They're telling us he's an anti-American liberal.
[00:06:26.425 --> 00:06:31.550]  Because he believes in the Constitution and other dirty, bad things.
[00:06:32.430 --> 00:06:34.552]  Again, don't talk about that though.
[00:06:36.254 --> 00:06:45.422]  Don't play all the clips of him pushing abortion and open borders and gun control and Obamacare because now he says different things up there to fool conservatives.
[00:06:46.002 --> 00:06:47.624]  Okay, that's enough.
[00:06:51.647 --> 00:06:52.107]  That's enough.
[00:06:53.067 --> 00:06:54.108]  We're done there for now.
[00:06:54.968 --> 00:07:01.310]  Continuing now here with the news, we have an interesting article.
[00:07:01.330 --> 00:07:03.371]  I'm going to get this guy on, Chris Hedges.
[00:07:03.391 --> 00:07:06.272]  I want to get him on for a while, esteemed journalist.
[00:07:07.132 --> 00:07:12.894]  He's shooing Obama because this allows the arrest, secret arrest of journalists.
[00:07:13.434 --> 00:07:18.258]  Who they say threaten the government's position, which isn't the people's position, but their position.
[00:07:18.298 --> 00:07:20.159]  They say you can be a black bag.
[00:07:20.659 --> 00:07:24.482]  Journalist sues Obama over indefinite detention law, NDAA.
[00:07:24.522 --> 00:07:27.064]  Provision could be one-way ticket to Gitmo for reporters.
[00:07:27.865 --> 00:07:29.946]  Claims class action lawsuit.
[00:07:30.967 --> 00:07:32.048]  And we have a little clip of that.
[00:07:32.088 --> 00:07:32.388]  Here it is.
[00:07:33.936 --> 00:07:43.367]  That for those of us who care about civil liberties, the right of dissent, and freedom, we have to stand up.
[00:07:43.387 --> 00:07:45.129]  And that's why Carl and I have decided to do this.
[00:07:46.328 --> 00:07:52.070]  Well, good job on that front, because even if you don't win the suit in these kangaroo courts, you expose what's going on.
[00:07:52.430 --> 00:07:57.312]  They want to keep this secret arrest of citizens secret, because they don't want to make it a political issue.
[00:07:57.592 --> 00:08:04.294]  They want to just try to train the cops and military that, see we have a law behind the scenes, and then roll it out when they have some staged event.
[00:08:04.654 --> 00:08:05.895]  No, it's not going to be that way.
[00:08:06.175 --> 00:08:08.516]  We're going to be here exposing your criminal activities.
[00:08:09.844 --> 00:08:19.323]  Right down the line, Obama and your Republican clone, your twin dictator Mittens Romney over there.
[00:08:20.509 --> 00:08:37.916]  Now, continuing a taste of the future, or something right out of science fiction, like in RoboCop in the third episode, where the criminal corporation has bankrupted the city by design, by shipping drugs in, troubled Rhode Island City and receivership loses democracy.
[00:08:38.616 --> 00:08:48.720]  And it goes on to say, well, they've gone into receivership, 19,000 people in Rhode Island, and that now a private corporate board will decide everything, including how many taxes they pay.
[00:08:49.700 --> 00:08:51.461]  And so it's just a total mafia takeover.
[00:08:51.501 --> 00:08:59.946]  This is why the government, federal government, gives you unfunded state mandates to bankrupt you, so they can then come in and take control, because the bankers just create the money out of nothing.
[00:09:00.626 --> 00:09:05.529]  Shifting gears into a report dealing with Ron Paul, Ron Paul haters.
[00:09:06.109 --> 00:09:08.271]  Plan KKK stunt to smear congressman.
[00:09:08.291 --> 00:09:20.321]  This has been out for a few days and now it's linked to Google operatives of the same folks in Google, of course, running a fake Arab Springs to put Al Qaeda in control in different areas, the Middle East and Libya.
[00:09:21.623 --> 00:09:22.523]  And so there it is.
[00:09:22.543 --> 00:09:32.933]  They got caught with Rand Paul dressing up like hillbillies in Kentucky and making fun of the locals and running around holding up racist signs claiming they worked for
[00:09:34.707 --> 00:09:40.012]  Rand Paul, it turns out they worked for the Democratic challenger, but that didn't work too well.
[00:09:41.593 --> 00:09:44.676]  Let's continue here, because now we're aware of your tricks.
[00:09:44.716 --> 00:09:48.739]  Google employee plans KKK stunt to smear Ron Paul, but we're watching.
[00:09:48.839 --> 00:09:50.461]  Sorry, not going to work too well for you.
[00:09:50.681 --> 00:09:51.902]  But I guess maybe it will work.
[00:09:51.942 --> 00:09:54.484]  Two weeks ago they put out that Huntsman video.
[00:09:55.495 --> 00:09:59.636]  Claiming that, you know, oh, Huntsman has Asian daughters is an ambassador to China.
[00:09:59.696 --> 00:10:00.616]  He hates Asians.
[00:10:00.676 --> 00:10:01.436]  Vote Ron Paul.
[00:10:01.776 --> 00:10:05.537]  No, Ron Paul pointed out that he worked for Obama as ambassador.
[00:10:05.597 --> 00:10:13.159]  Not that it was wrong to be ambassador to China, but that he worked for Obama.
[00:10:13.459 --> 00:10:18.700]  And of course, Fox News, CNN, it turns out they all knew it was fake, but they still ran with it.
[00:10:18.740 --> 00:10:22.041]  So maybe even though this is public, they'll say it.
[00:10:24.229 --> 00:10:29.235]  Maybe they could have this guy dress up in red pajamas as the devil and come out and say he endorses Ron Paul.
[00:10:29.275 --> 00:10:31.097]  The media would say that was completely normal.
[00:10:32.399 --> 00:10:36.661]  There's another report we've got on InfoWars.com that I think is good for people to go read.
[00:10:36.721 --> 00:10:40.103]  How to Get Ron Paul Elected, Tulsa Grassroots Ron Paul Campaign Office.
[00:10:40.363 --> 00:10:43.444]  This doesn't just affect Colorado or Oklahoma or Texas.
[00:10:44.325 --> 00:10:54.710]  This is nationwide how you can become a delegate and make sure that they can't try to shut him out at the convention because this thing is a very close horse race between
[00:10:55.370 --> 00:11:03.658]  Mr. Globalist Romney, who we exposed his record, is dead on arrival politically, and Ron Paul, a true constitutionalist American.
[00:11:04.359 --> 00:11:12.947]  And it goes on to say, at this point I'd like to make a special appeal for all InfoWarriors listeners to claim a chair for liberty at their state conventions to nominate Ron Paul for president.
[00:11:13.287 --> 00:11:17.632]  You must call your county GOP office right away to volunteer at the precinct level.
[00:11:18.527 --> 00:11:23.255]  And I'm not saying lie like Romney and act like you're a conservative or libertarian to become the presidential candidate.
[00:11:23.596 --> 00:11:29.887]  Don't lie and say you support Mittens-Romney so they give you that delegate position and then you can double-cross them.
[00:11:30.187 --> 00:11:31.410]  Don't ever do what they do.
[00:11:32.961 --> 00:11:35.062]  All right, continuing here.
[00:11:35.302 --> 00:11:36.042]  I'm sorry.
[00:11:36.483 --> 00:11:37.803]  It's just there's no end to it.
[00:11:39.044 --> 00:11:40.404]  Okay, continuing here.
[00:11:41.565 --> 00:11:43.306]  Here's an article out of Casey Research.
[00:11:43.326 --> 00:11:44.066]  I think it's pretty good.
[00:11:44.386 --> 00:11:46.207]  The Rise of the Praetorian Class.
[00:11:46.667 --> 00:11:47.587]  We've got a quote here.
[00:11:47.868 --> 00:11:55.031]  This is like in Rome where there's this ruling class that you ask permission to wipe your nose or do anything.
[00:11:56.031 --> 00:12:06.546]  As the Praetorian class ascends, the clear, albeit unstated message that emerges is that actions and events of the economic class only occur with its tacit consent.
[00:12:06.566 --> 00:12:07.788]  What did Karl Rove say a few years ago?
[00:12:07.808 --> 00:12:09.330]  The New York Times said, I control reality.
[00:12:09.370 --> 00:12:10.152]  We control reality.
[00:12:11.031 --> 00:12:20.360]  Whether driving on roads, traveling in the air, visiting public land, walking down the street, or even living in your own home, every action you take is predicated on permission.
[00:12:20.380 --> 00:12:21.761]  They're just training you to be a good little slave.
[00:12:21.801 --> 00:12:24.503]  Hey, I'm going to grab your wife and children's genitals.
[00:12:24.583 --> 00:12:25.384]  I'm TSA.
[00:12:25.424 --> 00:12:26.265]  It's for your safety.
[00:12:26.745 --> 00:12:28.447]  Hey, but the government put the underwear bomber on the plane.
[00:12:28.467 --> 00:12:29.128]  Never mind, traitor.
[00:12:29.148 --> 00:12:30.749]  We'll beat you up now.
[00:12:31.510 --> 00:12:34.733]  By preconditioning the populace to enforcement of its edicts,
[00:12:35.353 --> 00:12:36.614]  Wow, that is a good quote, Marcos, that you found.
[00:12:36.654 --> 00:12:37.715]  I'm going to cover this on the radio tomorrow.
[00:13:04.668 --> 00:13:19.338]  I want to get this right or wrong, that's absolutely, it's all about slave training, all about breaking your will, and then it's just when the globalists bend over with their big wart covered rumpus, you're supposed to just, oh, and they're like, and you're like, that looks like a big wart covered rumpus, and they're like, no, that's a lily.
[00:13:19.939 --> 00:13:22.281]  Now you need to, you need to worship it.
[00:13:23.021 --> 00:13:26.864]  And, you know, it looks like a pot belly pedophile at TSA about to grope my wife.
[00:13:27.324 --> 00:13:29.726]  Shut up, Al Qaeda, it's for your own good.
[00:13:31.367 --> 00:13:33.729]  Continuing here, a terrorist defendant,
[00:13:34.631 --> 00:13:35.831]  Or honoring a hero.
[00:13:36.231 --> 00:13:37.932]  Which truth do you believe?
[00:13:38.072 --> 00:13:38.992]  Hero bin Laden.
[00:13:39.032 --> 00:13:43.613]  Now I don't think he was a hero running attacks against the Serbs and Russians before that.
[00:13:43.933 --> 00:13:46.254]  And his code name in the CIA was Tim Osman.
[00:13:46.594 --> 00:13:49.494]  Zbigniew Brzezinski and others admit that, and there he is with Zbigniew Brzezinski.
[00:13:50.375 --> 00:13:54.455]  But the level of command he did was at least a full colonel.
[00:13:55.136 --> 00:13:56.076]  Maybe even general.
[00:13:56.516 --> 00:14:00.537]  And so the question is, should the establishment bury Osama
[00:14:01.485 --> 00:14:05.228]  Ben, Al Qaeda, CIA, AIDA, Bin Laden.
[00:14:05.308 --> 00:14:10.691]  Should Al-Qaeda commander Bin Laden be buried at Arlington as a hero?
[00:14:10.711 --> 00:14:14.034]  I mean, his family is one of the wealthiest in Saudi Arabia, builds most U.S.
[00:14:14.054 --> 00:14:15.295]  military bases in the Middle East.
[00:14:16.015 --> 00:14:21.099]  And the article just goes over what an incredible hero he is to the New World Order.
[00:14:21.679 --> 00:14:23.040]  Here's some of those quotes.
[00:14:23.080 --> 00:14:24.281]  Now, again, I think it's terrible that
[00:14:25.381 --> 00:14:29.742]  That, you know, he could be buried at Arlington Cemetery according to his file.
[00:14:30.543 --> 00:14:38.705]  Those who damned bin Laden, who claimed and called him a terrorist, are the same people who tried to defame the memories of JFK and Franklin Roosevelt.
[00:14:38.725 --> 00:14:40.665]  Two of the most popular men in American history.
[00:14:40.685 --> 00:14:44.827]  In fact, because of the attacks, the name bin Laden stands alongside Kennedy and Roosevelt.
[00:14:46.827 --> 00:14:47.988]  Damned by the same liars.
[00:14:48.028 --> 00:14:50.989]  This is satire, of course.
[00:14:51.009 --> 00:14:57.413]  If they lied about Kennedy, and they did, and they lied about Bin Laden, then what can we also prove?
[00:14:57.753 --> 00:15:06.198]  America's intelligence services that worked with Bin Laden until his death in 2001 still respect him as an honored ally and hero.
[00:15:06.218 --> 00:15:07.239]  They actually had Benazir.
[00:15:09.215 --> 00:15:15.480]  Bandar Bush on CNN actually saying that right after 9-11, on Larry King saying, don't talk bad about him, he's a hero.
[00:15:15.980 --> 00:15:21.124]  I don't agree with this of course, but the point is that some could say he could be buried at Arlington.
[00:15:21.484 --> 00:15:28.189]  In fact, no single living American can prove he has suffered more, fought more, or risked more for America than Osama Bin Laden.
[00:15:28.769 --> 00:15:29.129]  Shocked?
[00:15:29.170 --> 00:15:29.790]  You should be.
[00:15:31.211 --> 00:15:36.415]  And then it just goes on to break down the fact that he was a globalist asset.
[00:15:36.983 --> 00:15:42.227]  And the article has a lot of facts in it, but it's there to basically get you to realize he is a globalist stooge.
[00:15:43.368 --> 00:15:50.894]  We're going to go to break with this little piece put together by one of our YouTube team.
[00:15:52.168 --> 00:15:53.608]  And then we're going to come back with our guest.
[00:15:53.648 --> 00:15:57.669]  CDC increases pressure on parents to vaccinate kids with deadly toxins.
[00:15:58.069 --> 00:16:02.050]  Doctor calls police child services on mother who refuses to vaccinate son.
[00:16:02.390 --> 00:16:03.951]  It's all coming up after this break.
[00:16:03.971 --> 00:16:17.754]  And if you're watching this out there on the internet land, you want to be part of the team and help support what we're doing, subscribe at PrisonPlanet.tv, 15 cents a day, or simply get a free 15-day free trial at PrisonPlanet.tv or InfoWarsNews.com.
[00:16:18.354 --> 00:16:21.555]  We are real news, real analysis, teleprompter free.
[00:16:21.795 --> 00:16:22.476]  We'll be right back.
[00:16:25.597 --> 00:16:28.258]  I believe that abortion should be safe and legal in this country.
[00:16:28.818 --> 00:16:33.880]  I have since the time that my mom took that position when she ran in 1970 as a US Senate candidate.
[00:16:34.560 --> 00:16:39.582]  I believe that since Roe v. Wade has been the law for 20 years, that we should sustain and support it.
[00:16:39.842 --> 00:16:43.864]  And I sustain and support that law and the right of a woman to make that choice.
[00:16:45.683 --> 00:16:47.064]  But I believe the world is getting warmer.
[00:16:48.685 --> 00:16:49.405]  I can't prove that.
[00:16:49.926 --> 00:16:52.507]  But I believe, based on what I read, that the world is getting warmer.
[00:16:53.647 --> 00:16:55.508]  And number two, I believe that humans contribute to that.
[00:16:56.269 --> 00:17:00.271]  Governor Romney, as president, would you have signed the National Defense Act as written?
[00:17:00.731 --> 00:17:01.411]  Yes, I would have.
[00:17:01.772 --> 00:17:13.938]  And I do believe that it's appropriate to have in our nation the capacity to detain people who are threats to this country, who are members of Al Qaeda.
[00:17:15.435 --> 00:17:22.392]  And so we want to build and work on the re-establishment of our German people.
[00:17:29.717 --> 00:17:32.758]  We're good to go.
[00:17:49.068 --> 00:17:52.169]  Internationally, President Obama has adopted an appeasement strategy.
[00:17:52.810 --> 00:17:55.731]  He believes America's role as leader in the world is a thing of the past.
[00:17:56.431 --> 00:17:59.592]  I believe a strong America must and will lead the future.
[00:18:00.052 --> 00:18:03.554]  He doesn't see the need for overwhelming American military superiority.
[00:18:04.234 --> 00:18:08.716]  I will insist on a military so powerful no one would ever think of challenging it.
[00:18:08.736 --> 00:18:14.338]  So this is how liberty dies.
[00:18:15.458 --> 00:18:16.699]  With thunderous applause.
[00:18:23.542 --> 00:18:24.563]  Hello, how are you ma'am?
[00:18:25.184 --> 00:18:28.007]  My name is Heyman Matlock with the Tomas Unified School District.
[00:18:28.167 --> 00:18:31.871]  It's not easy going door-to-door making sure students are vaccinated.
[00:18:32.352 --> 00:18:34.735]  Your daughter is on independent study.
[00:18:35.135 --> 00:18:35.455]  Yes.
[00:18:35.495 --> 00:18:37.938]  Kayla, has she been verified with her Tdap?
[00:18:38.619 --> 00:18:38.779]  No.
[00:18:39.159 --> 00:18:43.144]  Okay, we were coming today to give her a Tdap if she hasn't had it done yet.
[00:18:45.182 --> 00:18:50.107]  Okay, what you just saw from that California TV station is the type of deception that we deal with on a daily basis.
[00:19:06.536 --> 00:19:11.680]  Now most of the reporters and people involved are just unconscious, repeating the hoax.
[00:19:11.720 --> 00:19:17.844]  But as a public service announcement, what you just saw is an attempt at fraud and coercion.
[00:19:18.765 --> 00:19:26.510]  They say it's mandated, we're here, well I'm coming in to give you this shot, when there's no law that your children have to take these vaccines.
[00:19:27.351 --> 00:19:31.233]  And the vaccine companies that have government liability protection with your tax money,
[00:19:32.409 --> 00:19:38.639]  Are lined up around the block to try to get states and the federal government to mandate their vaccine.
[00:19:38.679 --> 00:19:43.546]  That means pushing on you outside of law because they make tens of billions a year per vaccine.
[00:19:45.140 --> 00:20:00.409]  It is outrageous, and we're now seeing all across the United States, because vaccination numbers are plummeting as people get informed about how it lowers immunity, a lot of times gives you what they claim it's treating, causes autoimmune responses, brain damage.
[00:20:00.990 --> 00:20:12.457]  As all of this comes out, the number of people vaccinating is plummeting, and there's statistics out there where the more highly educated you are, and the more highly educated an area is, the less
[00:20:13.257 --> 00:20:13.897]  I don't think so.
[00:20:27.947 --> 00:20:38.196]  And we've seen this hoax that it's the law that you've got to be vaccinated, even though all it is is a government regulation to attend school that is a policy, not law.
[00:20:38.736 --> 00:20:39.937]  But they will lie to you.
[00:20:39.997 --> 00:20:41.338]  They will tell you you're going to go to jail.
[00:20:41.718 --> 00:20:43.160]  It's part of a giant hoax.
[00:20:43.900 --> 00:20:51.684]  Now, yesterday I was sent an email, and I called the lady and tracked it down with Rob Due, and did confirm her case.
[00:20:52.144 --> 00:20:56.987]  She gave us copies of the letter that the state police left on her door twice.
[00:20:57.027 --> 00:21:11.434]  They also, with CPS, visited with her neighbors, trying to dig up dirt on her, all because she took her two and a half year old son to a new pediatrician and explained, I'm not going to be vaccinated.
[00:21:12.434 --> 00:21:14.775]  You're not going to give that to my son who doesn't have any health problems.
[00:21:15.796 --> 00:21:18.077]  Because we're concerned about dangers in vaccines.
[00:21:18.117 --> 00:21:18.918]  It's all over the news.
[00:21:19.798 --> 00:21:25.601]  And the pediatrician tried to basically push her to do it for an hour.
[00:21:25.661 --> 00:21:26.382]  The lady left.
[00:21:26.962 --> 00:21:32.045]  And then the police show up at her house with Child Protective Services implying it was illegal.
[00:21:33.331 --> 00:21:44.734]  Not to get vaccinated, and so here in a moment I'll put up on screen the actual Pennsylvania code that's the same in all the other states, that it is a regulation, not a law, that they have a waiver.
[00:21:45.214 --> 00:21:49.075]  But the waiver itself puts you on a health department list as if you've done something wrong.
[00:21:49.455 --> 00:21:52.255]  And they tried to get her via federal mandates.
[00:21:55.020 --> 00:22:05.727]  Garmin and her husband to sign a form saying that you know you're endangering your child and that you're basically abusing them, which they then used to have the CPS be sicked on you.
[00:22:06.047 --> 00:22:12.210]  She refused that, left, but they had, you know, her address, phone number, all of their information and sent the police there.
[00:22:12.651 --> 00:22:13.771]  This is just incredible.
[00:22:14.112 --> 00:22:21.096]  Even if you're for vaccines and you think of the vaccine companies come out with 10,000 vaccines that we should have 50 shots a day.
[00:22:21.696 --> 00:22:36.708]  Even if you believe this is all wonderful, and Guillain-Barre's, and increases in cancer, and going from 1 in 25,000 20-something years ago with autism to 1 in 68, and growing, maybe you think this curse, this blight, is a great thing.
[00:22:37.329 --> 00:22:40.531]  Still, is it good to get on TV and lie to people?
[00:22:41.292 --> 00:22:44.333]  And to tell parents in the schools, you're going to go to jail if you don't do this.
[00:22:44.873 --> 00:22:46.333]  So that's why we're exposing this hoax.
[00:22:46.353 --> 00:22:51.374]  And there's so many other issues we see in dinosaur, prostitute media outlets that are bought and paid for.
[00:22:51.714 --> 00:22:57.755]  Hell, half their ads in many cases in magazines, TV, radio and print are big pharma.
[00:22:58.916 --> 00:23:03.437]  Even if you agree with this medical tyranny, is it good to lie to the public and run this hoax?
[00:23:04.237 --> 00:23:09.258]  The truth is, the fact that they've been engaged in all this fraud is going to blow up in their face in a big way.
[00:23:10.569 --> 00:23:13.950]  Now, joining us in this expose is investigative journalist.
[00:23:13.970 --> 00:23:18.372]  He's worked with Dr. Sherry Tenpenny, a medical doctor, one of the leading experts on vaccine damage.
[00:23:18.872 --> 00:23:29.677]  But he also got involved investigating this when his youngest son was damaged by a vaccine, and he's been able to reverse much of the problems.
[00:23:30.037 --> 00:23:32.378]  See, mainline doctors won't even tell you they can be reversed.
[00:23:33.138 --> 00:23:37.621]  Because they don't want to admit it's in the gut, in a toxicity that's affecting the brain.
[00:23:38.001 --> 00:23:40.543]  Just like when you drink a half gallon of liquor, it affects the brain.
[00:23:40.763 --> 00:23:41.884]  The gut and the brain are connected.
[00:23:41.924 --> 00:23:45.546]  We've interviewed many of the top medical doctors on that subject.
[00:23:46.167 --> 00:23:53.712]  And he's been writing a lot of great articles for InfoWars.com in an attempt to warn the public.
[00:23:53.752 --> 00:23:55.493]  He's Kurt Linderman Sr.
[00:23:56.234 --> 00:23:57.414]  And the articles are,
[00:24:04.079 --> 00:24:09.965]  So that's like saying, you know, you refuse to go on whatever other drug they want, so they call the police on you.
[00:24:10.245 --> 00:24:16.191]  And another one, CDC increases pressure on parents to vaccinate kids with deadly toxins.
[00:24:16.231 --> 00:24:18.914]  He put that one out yesterday at Infowars.com.
[00:24:18.934 --> 00:24:19.795]  Both excellent articles.
[00:24:20.536 --> 00:24:21.517]  But here's the issue.
[00:24:23.482 --> 00:24:32.567]  Because they know we're waking up, you're noticing when you go to Walgreens or CVS, they push vaccines on you with signs and the clerks and the pharmacists.
[00:24:33.467 --> 00:24:40.751]  You see the advertising intensifying, billboards, banner hangs, airplanes flying around with signs trying to scare you.
[00:24:41.531 --> 00:24:45.054]  Brainwashing the children, trying to turn them against their parents in the public schools.
[00:24:45.674 --> 00:24:57.964]  All of this is being done because they know there's an awakening, and now the CDC is sending letters to people's houses, funding local bureaucrats to go to your door and try to force shots on you, as you saw in the earlier clip.
[00:24:58.504 --> 00:25:07.311]  This is so outrageous, and yes, for the first time ever, there is actually a law in California that they can give your young child vaccines without asking you.
[00:25:08.632 --> 00:25:14.134]  Now, somebody, some pervert, can't pick up a 12-year-old girl even if she consents because it's statutory rape.
[00:25:14.434 --> 00:25:15.994]  She's not at an age to be able to consent.
[00:25:17.495 --> 00:25:23.457]  A child may consent to drinking alcohol, but you can't give it to them because they're a minor.
[00:25:23.817 --> 00:25:24.837]  You're corrupting them.
[00:25:25.278 --> 00:25:31.600]  And it's the same thing for the state to come out, we have a clip of this coming up later, and to go on CNN and say, look, so what?
[00:25:31.640 --> 00:25:32.500]  Parents don't need to know.
[00:25:32.980 --> 00:25:35.421]  This is the government trying to take over society.
