[00:00:00.000 --> 00:00:03.480]  [MUSIC PLAYING]
[00:08:46.563 --> 00:08:47.384]  It's Ronna McDaniel.
[00:08:48.331 --> 00:08:53.474]  Ronna McDaniel is not moving the ball forward for what are supposed to be Republican values.
[00:08:53.955 --> 00:08:58.677]  Ronna McDaniel is not moving the ball forward for what are supposed to be conservative values.
[00:08:59.298 --> 00:09:05.622]  Ronna McDaniel is not trying to make the Republican Party victorious politically.
[00:09:06.582 --> 00:09:12.026]  No, her job is to sabotage Donald J. Trump.
[00:09:15.382 --> 00:09:25.848]  And so she's trying to trick Trump right now to get on the debate stage with her kamikazes, Nikki Haley, Chris Christie, amongst others.
[00:09:26.809 --> 00:09:28.010]  Now Trump's smarter than that.
[00:09:28.490 --> 00:09:31.712]  It's a shame because I'd like to see Trump on the debate stage.
[00:09:31.752 --> 00:09:35.314]  That's the line on the stage with the hyenas.
[00:09:35.434 --> 00:09:38.176]  It only helps him in my view, but why would you?
[00:09:39.312 --> 00:09:46.299]  When you know it's a trap, when you know it's a setup, and you don't have to because you already have the nomination, you have nothing to gain.
[00:09:46.319 --> 00:09:49.782]  So I don't blame Donald Trump for not taking the bait.
[00:09:50.363 --> 00:09:52.725]  But Ronna McDaniel is trying to trick him.
[00:09:53.166 --> 00:09:55.969]  Does Ronna McDaniel think she's smarter than Donald Trump?
[00:09:58.992 --> 00:10:00.113]  Maybe it's a good thing?
[00:10:02.697 --> 00:10:09.759]  If you're an optimist, you're looking at all of this and you're saying, okay, it's a good thing that the country got to see what Joe Biden's presidency was like.
[00:10:10.219 --> 00:10:18.762]  It's a good thing that the country gets to see what Kamala Harris is and what affirmative action did to the Supreme Court with Judge Brown Jackson.
[00:10:19.022 --> 00:10:19.903]  This is a good thing.
[00:10:20.863 --> 00:10:34.133]   It's a good thing that Ronna McDaniel is running the Republican Party right now so that people that actually care about the country can see that she's not actually working For the values of the voters, she's working to get Donald Trump.
[00:10:34.934 --> 00:10:36.475]  She's working for the political elite.
[00:10:36.735 --> 00:10:38.356]  She's working for the political establishment.
[00:10:38.877 --> 00:10:40.658]  Maybe it's a good thing we're seeing all of this right now.
[00:10:41.199 --> 00:10:46.502]  And then maybe by way of a miracle we can have a fair election and Donald Trump gets in and we can actually turn all this stuff around.
[00:10:49.104 --> 00:10:49.925]  That's the optimist.
[00:10:52.567 --> 00:10:55.609]  But then you just see how absolutely corrupt things are right now.
[00:10:56.269 --> 00:10:59.632]  I'm anticipating hundreds if not thousands of more arrests coming.
[00:11:01.124 --> 00:11:01.544]  This year?
[00:11:03.326 --> 00:11:04.046]  I mean, for what?
[00:11:04.126 --> 00:11:05.207]  I don't know, January 6th?
[00:11:07.228 --> 00:11:08.609]  Talking bad about the Bidens?
[00:11:09.910 --> 00:11:11.991]  Yeah, that's where this will go, absolutely.
[00:11:14.273 --> 00:11:16.775]  IRS going after anybody that questions the Bidens?
[00:11:16.795 --> 00:11:18.416]  Yeah, I expect to see all of this.
[00:11:22.098 --> 00:11:30.464]  And it doesn't matter that Joe Biden is now at a 39% approval rating, the second lowest of all time, but totally got 81 million votes.
[00:11:31.707 --> 00:11:34.348]  Totally for sure got 81 million votes.
[00:11:35.989 --> 00:11:37.770]  I guarantee it, 81 million votes.
[00:11:37.810 --> 00:11:38.711]  More than Obama.
[00:11:39.671 --> 00:11:40.952]  Obama was actually popular.
[00:11:41.032 --> 00:11:42.352]  I knew people that liked Obama.
[00:11:42.833 --> 00:11:44.373]  I knew a lot of Obama voters.
[00:11:45.634 --> 00:11:47.695]  When Obama won, I was not shocked.
[00:11:50.877 --> 00:11:53.518]  But... Biden voters?
[00:11:57.200 --> 00:12:02.573]   I do still wonder how far This RFK Jr.
[00:12:02.593 --> 00:12:11.921]  campaign is really going to go within the confines of the Democrat Party, or beyond the confines of the Democrat Party, or maybe even into the arms of Donald Trump?
[00:12:16.184 --> 00:12:18.867]  Because you know they're not going to let him get the nomination.
[00:12:19.387 --> 00:12:21.409]  I mean, at this point it's pretty obvious, isn't it?
[00:12:22.190 --> 00:12:23.210]  Debate and switch.
[00:12:24.346 --> 00:12:25.526]  Oh, Joe Biden's running!
[00:12:25.586 --> 00:12:32.588]  Everybody get behind Joe Biden, and then pull him out last minute, put in Gavin Newsom, or as Roger Stone thinks, Michelle Obama.
[00:12:36.048 --> 00:12:45.150]  I would put zero faith in the Michelle Obama theory, except that I just know Roger Stone too well, and he's, his political compass is about as true north as it gets.
[00:12:45.971 --> 00:12:52.392]  So, when I, yeah, Obama, sure, but, oh yeah, they're gonna run Michelle Obama, oh yeah, she wants to be back in the White House, yeah, sure she does.
[00:12:53.100 --> 00:12:59.965]  But if Roger Stone says, and I'm telling you, his political compass is Drew Norris, so whatever the plan is, there is no way they can run Biden.
[00:13:00.025 --> 00:13:01.586]  There's just no way.
[00:13:01.706 --> 00:13:04.648]  It's too obvious that he can't, that the whole thing is a fraud.
[00:13:06.609 --> 00:13:15.435]  And now with the lowest approval rating since Carter, and it's tanking fast, not to mention all the crimes, all the crimes.
[00:13:16.688 --> 00:13:22.850]  The Hunter Biden bribes, the Joe Biden bribes, the Ukrainian bribes, the Russian bribes, the Chinese bribes.
[00:13:23.990 --> 00:13:27.371]  And we still only have seen the tip of the iceberg on that.
[00:13:28.891 --> 00:13:37.553]  The Oversight Committee still is looking for other Biden bank records that they are going to get that are probably going to divulge even more millions of dollars going into the Biden family.
[00:13:39.654 --> 00:13:48.082]   And in most polls, even It's really, the polls between Biden and Trump, it's just like, you can't even really take them seriously.
[00:13:48.142 --> 00:13:51.084]  Some have Biden up by a couple points, some have Trump up by a couple points.
[00:13:51.644 --> 00:13:52.985]  I'd throw those polls out the window.
[00:13:54.125 --> 00:13:57.247]  The nominee polls are pretty accurate on the Republican side.
[00:13:57.287 --> 00:13:58.187]  Trump's obviously winning.
[00:13:58.627 --> 00:14:00.488]  On the Democratic side, I'm a little skeptical.
[00:14:01.168 --> 00:14:03.109]  I think RFK's a little more popular than 20, 25%.
[00:14:04.590 --> 00:14:06.111]  But it's the real world test.
[00:14:07.932 --> 00:14:08.912]  It's the real world test.
[00:14:09.492 --> 00:14:10.233]  I'm telling you, folks.
[00:14:11.246 --> 00:14:13.970]  You want to find out how popular Trump is?
[00:14:14.671 --> 00:14:16.012]  Go wear a Trump hat.
[00:14:17.454 --> 00:14:18.716]  You're going to be getting high fives.
[00:14:19.337 --> 00:14:23.462]  You're going to have people saying, yeah, Trump's my guy.
[00:14:25.264 --> 00:14:26.025]  Telling you.
[00:14:26.045 --> 00:14:26.666]  For Biden, though?
[00:14:26.806 --> 00:14:28.806]  No, not even one.
[00:14:28.806 --> 00:14:44.806]  [Music]
[00:14:44.806 --> 00:14:48.806]  Live from the InfoWars headquarters in Austin, Texas.
[00:14:48.806 --> 00:14:53.806]  [Music]
[00:14:54.002 --> 00:14:55.503]  The Alex Jones Show.
[00:14:59.605 --> 00:15:00.266]  Still on air.
[00:15:01.806 --> 00:15:08.806]  Still here, despite all the attacks.
[00:15:08.806 --> 00:15:17.046]   Headline Townhall.com, Bidenomics will hurt hard-working Americans the most.
[00:15:16.747 --> 00:15:17.748]  And they're already feeling it.
[00:15:19.068 --> 00:15:20.108]  It's Bidinomics.
[00:15:22.469 --> 00:15:26.749]  Where the price at the pump for you to fill up your car has doubled.
[00:15:28.430 --> 00:15:29.450]  It's Bidinomics.
[00:15:30.150 --> 00:15:33.611]  Where your energy bill, electricity bill, gas bill has doubled.
[00:15:36.855 --> 00:15:38.155]  It's Bidenomics!
[00:15:38.836 --> 00:15:42.037]  Your grocery bill has doubled!
[00:15:42.057 --> 00:15:45.138]  It's Bidenomics.
[00:15:46.278 --> 00:15:48.839]  Your taxes have gone up.
[00:15:50.859 --> 00:15:52.100]  It's Bidenomics.
[00:15:52.320 --> 00:15:55.661]  By the way, did we mention the value of your dollar has also gone down?
[00:15:59.019 --> 00:16:12.249]  Well, gee, if you wanted to put an entire country of people into a caste system where they couldn't rent, or rather, all they could do was rent, they couldn't own anything, that's exactly what you would want to do.
[00:16:12.810 --> 00:16:29.056]   If you wanted to kill the entrepreneurial spirit of Americans, you would regulate and tax them Out of the motivation to start something and create something on their own.
[00:16:30.236 --> 00:16:34.097]  And that's what we call Biden-nomics.
[00:16:36.358 --> 00:16:40.159]  Trump beating Biden by 18 points among independents.
[00:16:42.719 --> 00:16:48.126]   Which, if there was the scenario of R.F.K.
[00:16:48.166 --> 00:16:48.486]  Jr.
[00:16:48.546 --> 00:16:52.652]  or Tulsi Gabbard are both of them breaking off and running third-party ticket.
[00:16:53.292 --> 00:16:56.677]  That means it would be Democrats hemorrhaging votes.
[00:16:58.980 --> 00:17:03.346]  And that would be a crushing blow to whoever the nominee ends up being.
[00:17:05.401 --> 00:17:12.667]  But like I said, it's going to be interesting to see how far RFK takes this campaign inside the confines or beyond that of the Democrat Party.
[00:17:13.268 --> 00:17:17.011]  Joe Biden is the second most unpopular president in modern American history.
[00:17:17.812 --> 00:17:19.413]  Modern American history.
[00:17:19.834 --> 00:17:22.216]  39% approval rating right now and sinking.
[00:17:23.397 --> 00:17:24.378]  And sinking.
[00:17:27.300 --> 00:17:32.024]  When the... Well, I guess it would be better...
[00:17:32.938 --> 00:17:38.300]  At the end of the year, Biden is going to be about 35% approval rating.
[00:17:39.100 --> 00:17:48.623]  The economy is going to get worse, more people are going to get harassed by the federal government, and we might even be going to a larger scale war in Ukraine or maybe even Taiwan.
[00:17:49.624 --> 00:17:53.685]  So this is going to be down to about 35 or less by the end of the year.
[00:17:53.705 --> 00:17:58.127]  81 million votes.
[00:18:02.225 --> 00:18:07.427]  And getting 60-70% in the polls for nominee for the Democrat Party?
[00:18:08.387 --> 00:18:09.467]  Who likes this guy?
[00:18:09.667 --> 00:18:10.708]  I don't know anybody.
[00:18:12.848 --> 00:18:18.450]  I don't know a single person that is a proud Biden voter.
[00:18:23.011 --> 00:18:23.952]  And then there's the corruption.
[00:18:25.372 --> 00:18:30.234]  FBI hid evidence corroborating that Bidens took $10 million from Ukraine.
[00:18:30.374 --> 00:18:30.994]  Oh, that's right!
[00:18:32.429 --> 00:18:51.141]  Ahead of the 2020 election, the FBI had evidence, A, they knew Hunter Biden's laptop was real, but B, they also had evidence that the Bidens were taking tens of millions of dollars, not only from Ukraine, but other countries as well.
[00:18:52.482 --> 00:18:53.783]  The IRS knew it as well.
[00:18:55.203 --> 00:19:01.123]   And they covered it all up to protect Joe Biden during the 2020 election.
[00:19:01.123 --> 00:19:08.483]  And we're all in a trance, including myself.
[00:19:08.618 --> 00:19:10.059]  I'm not pointing the finger at anybody.
[00:19:11.019 --> 00:19:33.549]  I'm saying we are all in a trance here that we have dealt with and just accepted so much political corruption that the Bidens get caught red-handed taking tens of millions of dollars, could be hundreds of millions of dollars, when it's all said and done to the Biden crime family, and the FBI covered it up and hid it, and the mainstream media continues to carry water for these lies.
[00:19:34.477 --> 00:19:37.659]  And we just sit here and we're just supposed to take it.
[00:19:40.320 --> 00:19:42.341]  And this is just supposed to be how it is.
[00:19:43.081 --> 00:19:44.442]  This is just what it is.
[00:19:46.343 --> 00:19:49.565]  Or maybe you're supposed to believe that Joe Biden is actually innocent.
[00:19:50.385 --> 00:19:50.765]  Yes.
[00:19:52.406 --> 00:19:53.827]  Yes, that's what it is.
[00:19:54.547 --> 00:19:56.488]  Joe Biden, Hunter Biden, none of it.
[00:19:56.528 --> 00:19:58.910]  They've never even traveled up to a foreign country.
[00:19:59.870 --> 00:20:03.272]  In fact, Joe Biden has never even opened a bank account.
[00:20:04.434 --> 00:20:05.194]  Neither is Hunter Biden.
[00:20:05.214 --> 00:20:07.195]  They've never even had a bank account.
[00:20:09.096 --> 00:20:10.497]  Okay, so don't worry about it.
[00:20:10.857 --> 00:20:18.801]  Joe Biden's never even had any political power to sell on the open market.
[00:20:18.841 --> 00:20:22.103]  He's never been able to sell political influence and make tens of millions of dollars.
[00:20:22.223 --> 00:20:23.143]  None of it's going on.
[00:20:23.543 --> 00:20:25.164]  That's what you're actually supposed to believe.
[00:20:25.524 --> 00:20:26.845]  It doesn't even exist.
[00:20:30.868 --> 00:20:34.789]  So it's not that the FBI is covering it up, it's that it doesn't even exist!
[00:20:36.509 --> 00:20:37.389]  But it does exist.
[00:20:38.469 --> 00:20:42.090]  And people have seen the evidence, and they've seen the proof, and they've showed a lot of it to us.
[00:20:44.010 --> 00:20:45.271]  And then nothing happens.
[00:20:48.131 --> 00:20:49.191]  Because we're all in a trance.
[00:20:51.552 --> 00:20:51.932]  D.C.
[00:20:52.012 --> 00:20:59.313]  judge refuses to force Department of Justice to turn over records showing Biden-Garland obstruction of Hunter Biden prosecution.
[00:21:01.494 --> 00:21:02.455]  Oh, that's right.
[00:21:03.355 --> 00:21:18.141]  When Hunter Biden lied on a gun application and never registered as a foreign agent and then wasn't even paying his taxes and Biden and Merrick Garland made sure that Hunter would be A-OK.
[00:21:19.502 --> 00:21:20.122]  A-OK.
[00:21:20.863 --> 00:21:23.684]  Well, it's good to know what Joe Biden is up to because we've been wondering.
[00:21:23.804 --> 00:21:24.724]  We don't really know.
[00:21:25.665 --> 00:21:29.066]  But now we do know he's been running protection for his son.
[00:21:30.067 --> 00:21:30.727]  For his son.
[00:21:35.558 --> 00:21:39.742]  But Marjorie Taylor Greene is the one that gets the ethics complaint now.
[00:21:40.183 --> 00:21:46.950]  Hunter Biden lawyers file ethics complaint against Marjorie Taylor Greene for showing his nude sex photos to Congress.
[00:21:48.411 --> 00:21:49.192]  That's something, isn't it?
[00:21:51.158 --> 00:21:51.779]  That's something.
[00:21:51.819 --> 00:22:12.000]   Well actually she was trying to highlight how Hunter Biden was lying and he said that his sex cult membership was a business expense and he said that his hookers and blow parties were a business expense and it wasn't but he did also used a business expense to put Joe Biden up into a hotel,
[00:22:12.000 --> 00:22:15.639]   which was confirmed via receipts with his signature on it that he said was a
[00:22:15.639 --> 00:22:19.369]   business expense, but Joe Biden said he never did any business with Hunter Biden, so what's that about?
[00:22:19.369 --> 00:22:25.620]   It doesn't matter because the IRS refuses to investigate, and the FBI covers it up, and the DOJ won't investigate
[00:22:25.620 --> 00:22:26.090]  either.
[00:22:26.090 --> 00:22:31.609]  But Marjorie Taylor Greene needs to hear about it.
[00:22:31.609 --> 00:22:35.769]  Because she showed you that in the hearing.
[00:22:36.097 --> 00:22:47.246]  And all, and I'm sorry, because it's a lot of people I respect, some people that I even know, all you people that were going after Marjorie Taylor Greene, oh she shouldn't do this, oh decorum, oh she's shock jock.
[00:22:49.928 --> 00:22:52.349]  She just threw a haymaker and now they're complaining.
[00:22:52.430 --> 00:22:56.813]  So actually maybe you should change your mind and support Marjorie Taylor Greene, whether you like her or not.
[00:22:58.433 --> 00:23:00.314]  Or like her half the time or none of the time?
[00:23:00.334 --> 00:23:02.736]  I mean, she's up there trying to score points.
[00:23:02.816 --> 00:23:04.016]  She's up there moving the needle.
[00:23:05.797 --> 00:23:06.398]  I'd do it again.
[00:23:06.458 --> 00:23:07.458]  In fact, I bet she will.
[00:23:07.578 --> 00:23:12.181]  I bet Marjorie Taylor Greene goes to Congress and shows more images from the Hunter Biden laptop.
[00:23:12.221 --> 00:23:12.541]  Why?
[00:23:12.962 --> 00:23:14.422]  Because FM, that's why!
[00:23:15.263 --> 00:23:24.669]  Well, after much long-awaited anticipation, Silver Bullet is finally back at Infowarsstore.com.
[00:23:26.940 --> 00:23:30.121]  The finest colloidal silver product on the market.
[00:23:30.161 --> 00:23:30.581]  Well known.
[00:23:30.621 --> 00:23:32.361]  All the health benefits of colloidal silver.
[00:23:32.461 --> 00:23:37.622]  It's back in stock at InfowarsStore.com and $24.95 right now.
[00:23:37.722 --> 00:23:40.843]  Double Patriot points with every order as well.
[00:23:41.163 --> 00:23:48.485]  So after years of being unavailable, we're proud to announce our incredible silver bullet colloidal silver formula from Infowars Life is finally back.
[00:23:49.085 --> 00:23:59.912]  Working with one of the top colloidal silver labs in the United States, we made sure that our supplement formula is clear of additives and makes the most of its colloidal silver to bring you the greatest benefit.
[00:24:00.312 --> 00:24:01.733]  But this sale can't last forever.
[00:24:01.773 --> 00:24:06.296]  The stock is limited, so take advantage of this sale while supplies last.
[00:24:06.596 --> 00:24:09.318]  And of course, it's Patriot Pride Month at Infowarsstore.com.
[00:24:10.390 --> 00:24:19.637]  So that means big sales all across the storefront, all the supplements, emergency food supplies, air filters, water filters, deep discounts on all of it.
[00:24:20.078 --> 00:24:25.062]  And the double Patriot points are big as well because those can be used towards future purchases.
[00:24:25.402 --> 00:24:29.866]  You may have a big stockpile of those in your account right now, waiting to be used.
[00:24:30.606 --> 00:24:37.592]  And with big items like air filters, water filters, and emergency food supplies, that's even more Patriot points back into your account.
[00:24:38.621 --> 00:24:45.406]  So it's InfowarsStore.com and it's your support there that we are grateful for to keep us on the air.
[00:24:45.486 --> 00:24:49.609]  You get a great product, you support free speech, a total 360 win.
[00:24:50.930 --> 00:24:54.433]  Now, there are some other news stories here.
[00:24:55.073 --> 00:24:59.756]  I do intend to dive back into the 2024 race and the political stories.
[00:25:04.434 --> 00:25:09.381]  When Harrison Smith joins me at 6 o'clock here, so about an hour and a half from now.
[00:25:10.022 --> 00:25:11.484]  But let's look at some of these other stories.
[00:25:13.246 --> 00:25:15.469]  And these are still all over the news.
[00:25:16.270 --> 00:25:20.796]  And what I notice now too, people are talking about it in public.
[00:25:22.132 --> 00:25:34.820]  And specifically more so when you go into the comment sections or the reply sections where you have stories of 23-year-old dies suddenly, you know, young athlete, female, male, whatever, you know, tennis star, track star, all of it.
[00:25:35.280 --> 00:25:40.003]  And people are like, hey, you know, I've really noticed that these young people dying is happening more often.
[00:25:40.043 --> 00:25:40.663]  What's going on?
[00:25:40.723 --> 00:25:42.825]  And then it's, you know, a hundred people saying it's the vaccine.
[00:25:43.045 --> 00:25:43.385]  Stupid.
[00:25:43.465 --> 00:25:45.406]  What are you, you live under a rock?
[00:25:47.207 --> 00:25:48.088]  So people are starting to get it.
[00:25:50.632 --> 00:25:52.193]  And more and more documents are coming out.
[00:25:52.253 --> 00:26:04.764]  Last week, Childs Health Defense just shared how they tested, I think it was Pfizer, tested the vaccine on pregnant rats and, uh, well, the babies didn't make it out.
[00:26:05.665 --> 00:26:05.865]  Hmm.
[00:26:06.505 --> 00:26:06.685]  Yeah.
[00:26:06.906 --> 00:26:08.527]  But they told you it was safe and effective.
[00:26:08.887 --> 00:26:14.232]  So they tested it on pregnant rats, wasn't safe or effective, but then they told the pregnant mother safe and effective.
[00:26:16.193 --> 00:26:16.674]  What a shame.
[00:26:20.037 --> 00:26:21.538]  What a criminal shame.
[00:26:24.440 --> 00:26:29.063]  But that's what they did, and they just released that study last week.
[00:26:31.304 --> 00:26:35.527]  Leaked report confirms myocarditis cases spiked in U.S.
[00:26:35.567 --> 00:26:37.749]  military following forced COVID shots.
[00:26:39.550 --> 00:26:41.111]  So now you know more about it.
[00:26:44.467 --> 00:26:52.172]  And another military document where, you know, they keep good records there in the military and they see myocarditis is spiking all of a sudden.
