[00:00:01.605 --> 00:00:01.726]  Yeah.
[00:17:14.835 --> 00:17:16.056]  What it does is essential.
[00:17:16.056 --> 00:17:17.776]  Go read about it at Infomercial.com.
[00:17:17.776 --> 00:17:20.917]  And now, the fourth toothpaste designed by my dad.
[00:17:20.917 --> 00:17:22.258]  The last two were big hits.
[00:17:22.258 --> 00:17:23.739]  This one is really special.
[00:17:23.739 --> 00:17:30.101]  It's turmeric concentrate with a bunch of other essential oils and so much more to take your mouth's health to the next level.
[00:17:30.101 --> 00:17:37.904]  We also have high quality ashwagandha root for your libido, your stamina, your testosterone with black pepper extract to accelerate it as a pill.
[00:17:37.904 --> 00:17:40.785]  And we have ashwagandha root gummies as well.
[00:17:40.785 --> 00:17:41.986]  Very strong, very powerful.
[00:17:42.486 --> 00:17:45.488]  Now in stock at InfoWarsTore.com.
[00:17:45.488 --> 00:17:49.551]  Go there and experience these great products and others and fund the InfoWar.
[00:17:49.551 --> 00:17:52.473]  The only way we fail is not taking action.
[00:17:52.473 --> 00:17:53.113]  God bless you.
[00:17:53.113 --> 00:17:57.896]  Now please visit InfoWarsTore.com and experience these powerful products for yourself.
[00:17:59.471 --> 00:18:07.938]  Ladies and gentlemen, InfoWars has proven itself in the last 28 years to be over the globalist target and having the biggest effect out there against those tyrants.
[00:18:07.938 --> 00:18:13.383]  And we fund our operation with viewers and listeners' support while selling you great products at the same time.
[00:18:13.383 --> 00:18:17.746]  So I want to thank all the viewers and listeners who have supported us over the years by spreading the word.
[00:18:18.387 --> 00:18:19.507]  I'm praying for the broadcast.
[00:18:19.507 --> 00:18:20.488]  I'm buying product.
[00:18:20.488 --> 00:18:37.574]  But I really want to encourage those of you that have been on the fence, that have never actually gone to Infowarshore.com to go there and get the great books and films and supplements and survival gear that's there that won't just empower you and enrich your life, but again will keep this broadcast transmitting.
[00:18:37.574 --> 00:18:41.476]  So whether it's Real Red Pill Plus or our super high quality CBD oil or the 50% off
[00:18:42.256 --> 00:18:43.277]  This is their big move.
[00:18:43.277 --> 00:18:46.800]  So yeah, you say, why doesn't Biden address the disasters in the United States?
[00:18:46.800 --> 00:18:47.521]  He doesn't care.
[00:19:11.089 --> 00:19:12.331]  That's not his job.
[00:19:12.331 --> 00:19:14.094]  He's not the President of the United States.
[00:19:14.094 --> 00:19:17.959]  He's a puppet operating for the globalists.
[00:19:17.959 --> 00:19:22.466]  Appetites of the autocrat cannot be appeased.
[00:19:22.466 --> 00:19:23.588]  They must be opposed.
[00:19:24.195 --> 00:19:27.617]  Autocrats only understand one word.
[00:19:27.617 --> 00:19:28.798]  No.
[00:19:28.798 --> 00:19:29.638]  No.
[00:19:29.638 --> 00:19:30.399]  No.
[00:19:30.399 --> 00:19:31.279]  Exactly.
[00:19:31.279 --> 00:19:34.861]  And that's why we say no to your vaccines.
[00:19:34.861 --> 00:19:37.963]  We say no to you shutting down our businesses.
[00:19:37.963 --> 00:19:40.445]  We say no to you taking our firearms.
[00:19:40.445 --> 00:19:42.946]  We say no to you censoring our free speech.
[00:19:42.946 --> 00:19:46.568]  We say no to you selling us out to the World Health Organization.
[00:19:46.568 --> 00:19:49.090]  We say no to you getting us into World War III.
[00:19:49.090 --> 00:19:49.490]  You're right.
[00:19:49.770 --> 00:20:01.200]  We stand against autocrats like you, Joe Biden, and we say no, and we say no to your war.
[00:20:01.200 --> 00:20:05.805]  Leading a frontal assault on the lies of the New World Order.
[00:20:05.805 --> 00:20:07.086]  It's Alex Jones.
[00:20:41.567 --> 00:20:53.090]  Welcome back, ladies and gentlemen.
[00:20:53.090 --> 00:20:56.811]  All right, we've got some news here.
[00:20:56.811 --> 00:21:01.372]  Forsyth Tech College in North Carolina has a report of active shooter
[00:21:02.267 --> 00:21:05.248]  We don't know if this is a false alarm or real.
[00:21:05.248 --> 00:21:09.010]  There were all sorts of false alarms across the country.
[00:21:09.010 --> 00:21:14.692]  Yesterday, dozens of them, basic hysteria.
[00:21:14.692 --> 00:21:23.096]  Since Columbine in 1999, there have been 175 people killed.
[00:21:23.096 --> 00:21:26.097]  That's terrible if you're one of these little kids and it's horrible.
[00:21:26.097 --> 00:21:27.598]  But Stalin said,
[00:21:30.698 --> 00:21:32.099]  One man dies, it's a tragedy.
[00:21:32.099 --> 00:21:35.640]  10,000 dies, it's a statistic.
[00:21:35.640 --> 00:21:38.922]  Pentinel's killing over 100,000 people a year.
[00:21:38.922 --> 00:21:41.923]  And the government, the media say it's a joke.
[00:21:41.923 --> 00:21:46.185]  Late night comics think it's funny.
[00:21:46.185 --> 00:21:48.006]  All the death from the poison shot's a joke.
[00:21:48.006 --> 00:21:54.168]  But all the 175 dead, that is the biggest story in the world.
[00:21:54.168 --> 00:21:57.830]  Shooting hoaxes sweep through Utah schools, prompting police presence.
[00:21:58.820 --> 00:22:02.281]  Happened in many other areas around the country.
[00:22:02.281 --> 00:22:08.022]  At least 28 Massachusetts schools targeted with hoax shooting calls.
[00:22:08.022 --> 00:22:10.362]  It's bad.
[00:22:10.362 --> 00:22:12.883]  We're going to be watching this as it unfolds.
[00:22:12.883 --> 00:22:17.144]  I'm not saying there isn't a shooting in Forsyth Tech in North Carolina.
[00:22:17.144 --> 00:22:21.165]  I'm saying we hope it's not true.
[00:22:21.165 --> 00:22:27.206]  Okay, so InkCulture's got a big article out with all these studies and numbers and research and it's dead on.
[00:22:29.468 --> 00:22:53.641]  But it is a phenomenon of 91 plus percent of the households where they are saying that the children are transgender or white and most of them are single mother led.
[00:22:53.641 --> 00:22:57.984]  And it's just a thing that's hyped up, that's cool, that everybody's got to do.
[00:22:59.264 --> 00:23:09.609]  Kind of like in the 2000s, the thing for Hollywood people to do was to go adopt a black baby from Africa and they basically, almost all of them did it.
[00:23:09.609 --> 00:23:13.111]  That's at least adopting a poor baby.
[00:23:13.111 --> 00:23:21.036]  But now the new thing is, take your child or adopt a child and go mutilate them.
[00:23:21.036 --> 00:23:21.516]  And it's a cult.
[00:23:21.516 --> 00:23:23.457]  And it's child abuse.
[00:23:24.551 --> 00:23:28.133]  You can take any child you want that trusts you from a baby and teach it.
[00:23:28.133 --> 00:23:31.915]  It's something else.
[00:23:31.915 --> 00:23:33.056]  You should call that a cult.
[00:23:33.056 --> 00:23:33.796]  Well, that's what that is.
[00:23:33.796 --> 00:23:39.819]  This is a government-sponsored, media-supported, think-tank-created system.
[00:23:39.819 --> 00:23:41.080]  And look at some of these headlines.
[00:23:41.080 --> 00:23:42.641]  Media test narrative.
[00:23:42.641 --> 00:23:44.161]  Transshooter was victim.
[00:23:44.161 --> 00:23:46.203]  Rejected by Christian parents.
[00:23:46.203 --> 00:23:50.265]  Big article by Breitbart.com's got dozens of examples of mainstream media saying,
[00:23:51.616 --> 00:24:00.478]  The parents may have rejected their daughter saying that she was a boy, and so, some kids need to get shot.
[00:24:00.478 --> 00:24:08.319]  Twitter deletes thousands of tweets about planned Trans Day of Vengeance that's supposedly coming on April 1st.
[00:24:08.319 --> 00:24:11.640]  Won't have long to see what happens with that.
[00:24:11.640 --> 00:24:17.101]  Transgender shooter manifesto will be released publicly in the coming days, the police are saying.
[00:24:19.784 --> 00:24:25.329]  Biden says if we protect LGBTQ individuals, our societies are stronger.
[00:24:25.329 --> 00:24:29.172]  That's his response to the mass murder.
[00:24:29.172 --> 00:24:34.116]  And to invite kids upstairs if they're quote, good looking, to have some ice cream with him.
[00:24:34.116 --> 00:24:36.098]  Wow.
[00:24:36.098 --> 00:24:42.263]  Trump blasts Biden's horrible response to the Nashville school shooting.
[00:24:42.263 --> 00:24:45.166]  Alarming answer on gun confiscation given at White House briefing.
[00:24:47.796 --> 00:24:51.737]  She said they may have to confiscate all the semiotos.
[00:24:51.737 --> 00:24:59.700]  Very important short clip I'm going to play from his 10-minute introduction monologue last night.
[00:24:59.700 --> 00:25:02.001]  The full video is on InfoWars.com.
[00:25:02.001 --> 00:25:07.023]  Transgenderism, Tucker Carlson, is the natural enemy of Christianity.
[00:25:07.023 --> 00:25:10.564]  It is at war with Christianity.
[00:25:10.564 --> 00:25:12.285]  And then if you ever go out to any of these events,
[00:25:13.924 --> 00:25:29.871]  It's men dressed like clowns saying they're a woman, so they're stealing the identity of a woman, they're colonizing women's spaces, and saying a fat, ugly man in a bathrobe outfit is what a woman is.
[00:25:29.871 --> 00:25:35.213]  And I've got more articles with colleges all over the world saying don't say mother or father, don't say boy or girl.
[00:25:35.213 --> 00:25:41.035]  This is a cult coming after our biology.
[00:25:41.035 --> 00:25:42.836]  And again, there's the young turds and
[00:25:43.715 --> 00:25:50.097]  The governor's press secretary in Arizona and all of them saying the trans are being attacked, which isn't true.
[00:25:50.097 --> 00:25:52.097]  They're taking over.
[00:25:52.097 --> 00:25:55.498]  Trying to force us into their cult, coming up with our children, killing us.
[00:25:55.498 --> 00:25:59.199]  And if we don't like it, well, we need to be killed.
[00:25:59.199 --> 00:26:03.660]  State universities tell students it's wrong to say female or America.
[00:26:03.660 --> 00:26:06.821]  Basically a state university.
[00:26:06.821 --> 00:26:09.842]  So, that's just some
[00:26:11.778 --> 00:26:13.799]  of what we're going to be laying out.
[00:26:13.799 --> 00:26:14.980]  Here's some other ones.
[00:26:14.980 --> 00:26:20.043]  Taxpayer-funded Canadian TV put out segment normalizing drag for kids.
