[00:00:05.350 --> 00:00:05.592]  I don't know.
[00:08:17.551 --> 00:08:18.912]  Now, of course, we already knew that.
[00:08:18.912 --> 00:08:20.213]  We know they're killing us on purpose.
[00:08:20.213 --> 00:08:22.815]  I think it's funny.
[00:08:22.815 --> 00:08:32.062]  But just let that sink in for a minute and understand that the same murderers that did that are planning new attacks.
[00:08:32.062 --> 00:08:34.544]  And because everybody's gotten so comfortable in this world,
[00:08:38.672 --> 00:08:41.813]  With just living under tyranny.
[00:08:41.813 --> 00:08:47.614]  The general public sees this show as just one more channel or one more flavor of news.
[00:08:47.614 --> 00:08:50.334]  And that's not what it is.
[00:08:50.334 --> 00:08:57.615]  The reality is we have psychotic depopulation transhumanists in control of the planet.
[00:08:57.615 --> 00:09:00.476]  And they are incrementally shutting down civilization.
[00:09:00.476 --> 00:09:03.576]  And they're openly coming after our children.
[00:09:03.576 --> 00:09:06.437]  And they're absolutely completely insane warmongers.
[00:09:10.439 --> 00:09:27.362]  And if we don't organize against it and really admit to ourselves just how bad it is and face it, civilization as we know it is gone.
[00:09:27.362 --> 00:09:32.484]  And they're in the process of pulling the rug out from under us right now.
[00:09:39.953 --> 00:09:40.514]  U.S.
[00:09:40.514 --> 00:09:45.838]  Records Act law is constitutional.
[00:09:45.838 --> 00:09:50.682]  It had to be to be passed as a law.
[00:09:50.682 --> 00:10:00.470]  Because the Constitution is already very, very clear that the President decides what to do with executive branch documents.
[00:10:00.470 --> 00:10:08.296]  And the fact that they think the public is so culturally, politically, governmentally illiterate,
[00:10:10.083 --> 00:10:34.323]  That they would go ahead with this indictment of a wildly popular president who is the frontrunner in the new election just shows you the incredible over-the-top disdain that these globalists have for us.
[00:10:34.323 --> 00:10:36.185]  And, you know, arrogance really is the
[00:10:38.632 --> 00:10:54.335]  Defining factor of the Harvard Mafia that really runs this country and is trying to parlay our once greatness into global domination for themselves.
[00:10:54.335 --> 00:11:01.596]  So, let me just go ahead and read over some of the headlines here.
[00:11:01.596 --> 00:11:07.837]  And I'm gonna try to not get angry, but I may have to leave, but that's okay.
[00:11:09.585 --> 00:11:13.166]  Because I'm not going to blow up on air anymore.
[00:11:13.166 --> 00:11:17.508]  That's why I left yesterday.
[00:11:17.508 --> 00:11:25.812]  But there really does come a time when it's just, it's not time to talk anymore.
[00:11:25.812 --> 00:11:29.653]  It's just time to roll over and die.
[00:11:29.653 --> 00:11:34.455]  And let them have all our children.
[00:11:34.455 --> 00:11:36.416]  Let them poison the planet and start a nuclear war.
[00:11:36.416 --> 00:11:38.377]  Because we all need to just die.
[00:11:39.815 --> 00:11:53.379]  America needs to burn, the whole planet needs to burn, along with the globalists, because we've killed all these hundreds of millions of children, and we just need them to detonate the antimatter weapons and just blow the whole planet up now.
[00:11:53.379 --> 00:11:55.720]  I think that's the answer.
[00:11:55.720 --> 00:11:57.760]  Just get rid of it.
[00:11:57.760 --> 00:12:01.001]  In fact, let's open the phones up today.
[00:12:01.001 --> 00:12:03.702]  Should God, should we pray for God to destroy the planet?
[00:12:06.374 --> 00:12:12.218]  You know, the globalists say the humans are bad and we're disgusting and they want to kill the majority of us because they want the Earth for themselves.
[00:12:12.218 --> 00:12:14.019]  Maybe they're right, they just don't go far enough.
[00:12:14.019 --> 00:12:19.984]  If they pledge to kill themselves too, maybe we should have them release the bioweapons and everybody die.
[00:12:19.984 --> 00:12:29.250]  I mean, we don't care that they just killed tens of millions of people and are giving children shots that cause blood clots and heart attacks for life until they die.
[00:12:29.250 --> 00:12:33.053]  So, I mean, as a species, we know they're giving children shots that kill them.
[00:12:34.465 --> 00:12:39.169]  And they don't protect them as this mass human sacrifice exercise.
[00:12:39.169 --> 00:12:42.111]  Well, what type of species does that to itself?
[00:12:42.111 --> 00:12:50.577]  Maybe we do just need to blow the planet up.
[00:12:50.577 --> 00:12:55.641]  And not just because of the concept of, quote, evil.
[00:12:55.641 --> 00:12:58.263]  The left doesn't believe in that.
[00:12:58.263 --> 00:13:00.345]  Oh, but they believe in their rights, though.
[00:13:00.345 --> 00:13:01.165]  They get their life.
[00:13:01.165 --> 00:13:02.206]  They get their freedom.
[00:13:02.206 --> 00:13:03.067]  You just don't have any rights.
[00:13:05.816 --> 00:13:17.203]  Just from a perspective of stupidness, of ignorance, of patheticness.
[00:13:17.203 --> 00:13:34.074]  How does anybody think that Big Pharma and the government knowingly get liability protection and then roll out a shot that erases your immune system and starts growing spike protein from the HIV virus in you and causes all sorts of heart and cardiovascular problems?
[00:13:35.859 --> 00:13:37.601]  Strokes, you name it.
[00:13:37.601 --> 00:13:39.743]  And then the insurance company numbers all come out.
[00:13:39.743 --> 00:13:41.164]  They're killing us.
[00:13:41.164 --> 00:13:42.845]  Their own documents admit it.
[00:13:42.845 --> 00:13:52.354]  And then the idiots going along with that think somehow they're in on the club that's going to win this.
[00:13:52.354 --> 00:13:55.817]  Did Jamie Foxx get a memo?
[00:13:55.817 --> 00:14:02.102]  Well, he did get a memo from Dr. Peter McCullough, not to take the shot, but Foxx wanted his, you know, $20 million deal.
[00:14:02.102 --> 00:14:02.883]  They made him take it.
[00:14:03.956 --> 00:14:07.639]  And now he can't walk and can barely talk.
[00:14:07.639 --> 00:14:11.723]  So I mean, again, like, why are we sacrificing ourselves to be destroyed?
[00:14:11.723 --> 00:14:19.491]  I don't understand the instinct to want to be a loser, to want to be a slave, to want to be maimed, to want to be killed.
[00:14:20.646 --> 00:14:22.388]  But I get it.
[00:14:22.388 --> 00:14:36.868]  We've grown up in such relative luxury and entertainment, people subconsciously, and consciously, and unconsciously, cannot separate movies and entertainment from the real world.
[00:14:39.983 --> 00:14:59.429]  And so we see so much violence and so much death and so many alien invasions and so many crazy films and TV shows that our subconscious and unconscious really sees it all as the same thing.
[00:14:59.429 --> 00:15:07.451]  And so people really can't differentiate their neighbor's kid dying from the shot or their neighbor dying from it or their husband or wife or kid.
[00:15:08.402 --> 00:15:12.504]  And even when they do die, you just kind of brush off and, well, they're dead.
[00:15:12.504 --> 00:15:17.906]  Just move on.
[00:15:17.906 --> 00:15:22.528]  So that's why I'm in a... I'm not even in a... The word's not a bad mood.
[00:15:22.528 --> 00:15:25.530]  It's just this evil is out in the open.
[00:15:25.530 --> 00:15:26.630]  It's next level.
[00:15:26.630 --> 00:15:34.293]  And I refuse to just sit here and act like everything's business as usual.
[00:15:34.293 --> 00:15:36.234]  We're gonna go to break.
[00:15:36.234 --> 00:15:37.775]  I'm gonna tell you who's coming up as a guest.
[00:15:39.557 --> 00:15:41.718]  And I'm going to go over all this news today.
[00:15:41.718 --> 00:15:42.319]  There's a lot of it.
[00:15:42.319 --> 00:15:44.120]  I really need to hit it.
[00:15:44.120 --> 00:15:44.740]  And we'll see.
[00:15:44.740 --> 00:15:47.442]  We'll see if I'm able to stay on air here.
[00:15:47.442 --> 00:15:52.185]  But I'm going to do my best.
[00:15:52.185 --> 00:15:53.406]  Let's just give babies more shots.
[00:15:53.406 --> 00:15:55.227]  Freaking kill them all.
[00:15:55.227 --> 00:15:56.828]  It's time to murder all the children if I like.
[00:15:59.099 --> 00:16:03.801]  Infowarsstore.com is like a grocery store, or like a vitamin shop.
[00:16:03.801 --> 00:16:05.782]  We want to have all the best brands for you.
[00:16:05.782 --> 00:16:07.822]  We want to have a bunch of different choices for you.
[00:16:07.822 --> 00:16:10.283]  So I get constant questions online and in person.
[00:16:10.283 --> 00:16:11.104]  Hey, what's better?
[00:16:11.104 --> 00:16:11.964]  Knockout?
[00:16:11.964 --> 00:16:13.305]  What's better?
[00:16:13.305 --> 00:16:14.045]  Down-and-out?
[00:16:14.045 --> 00:16:14.565]  What's better?
[00:16:14.565 --> 00:16:16.826]  Why do you sell two or three different sleep aids?
[00:16:16.826 --> 00:16:21.768]  And the answer is, different herbal formulas, different compounds are better for different people.
[00:16:22.466 --> 00:16:26.431]  So, one person might like this coffee, another person likes that coffee.
[00:16:26.431 --> 00:16:27.772]  That's how our bodies work.
[00:16:27.772 --> 00:16:29.054]  They're all very diverse.
[00:16:29.054 --> 00:16:39.265]  But we've been able to private label a national bestseller that's been sold for many years that people love and sold for a lower price under the name InfoWarsMD Good Night Sleep.
[00:16:39.986 --> 00:16:45.610]  This is a great formula, full of amazing safe compounds, give you deeper, cleaner, restful sleep.
[00:16:45.610 --> 00:16:50.154]  And it's in stock, available right now, of 25% off, out of the gates.
[00:16:50.154 --> 00:16:54.137]  So get your M4 Wars MD, good night's sleep today, at M4WarsWare.com.
[00:17:00.322 --> 00:17:10.997]  We have three original, one-of-a-kind toothpaste designed by my father, a dentist, at Infolarestore.com that don't have fillers, that are filled with high-quality essential oils, and more.
[00:17:10.997 --> 00:17:12.018]  We have the turmeric toothpaste,
[00:17:12.930 --> 00:17:25.541]  We have the Ultimate Tooth Whitening with Pearl Calcium Toothpaste, and we have the amazing Activated Charcoal Toothpaste, again, with a whole bunch of key essential oils that are so good, not just for your teeth and your gums, but your whole mouth, your throat, and more.
[00:17:25.541 --> 00:17:27.622]  These are really game-changing toothpastes.
[00:17:27.622 --> 00:17:28.964]  They're very, very strong.
[00:17:28.964 --> 00:17:31.065]  Most over-the-counter toothpastes have fluoride.
[00:17:31.065 --> 00:17:32.126]  Ours don't.
[00:17:32.126 --> 00:17:33.547]  And it doesn't have fillers in it.
[00:17:33.547 --> 00:17:35.109]  It is just chock-full.
[00:17:35.749 --> 00:17:39.512]  Of incredible things that God gave us through Mother Nature.
[00:17:39.512 --> 00:17:41.493]  So, it's now back in stock.
[00:17:41.493 --> 00:17:43.054]  It became a best-seller.
[00:17:43.054 --> 00:17:46.336]  The turmeric toothpaste is available again at mfullmorestore.com.
[00:17:46.336 --> 00:17:47.898]  We're selling out of the tooth whitening toothpaste.
[00:17:47.898 --> 00:17:48.998]  We've got some of that left.
[00:17:48.998 --> 00:17:53.261]  And we also have some of the amazing activated charcoal toothpaste in stock, but it's running out as well.
[00:17:53.261 --> 00:17:56.644]  So, all three toothpastes in stock for a limited time, mfullmorestore.com.
[00:18:00.103 --> 00:18:03.245]  I talk a lot about the great successes InfoWars has had.
[00:18:03.245 --> 00:18:05.546]  I don't think anybody can deny it.
[00:18:05.546 --> 00:18:09.468]  And it is because of listeners and viewers supporting us.
[00:18:09.468 --> 00:18:18.413]  When we talk about the crew at InfoWars, people behind the scenes, the researchers, the writers, they really have been the MVPs in this fight.
[00:18:18.413 --> 00:18:26.198]  And when you look at Harrison Smith and Owen Schroer and the hard work they engage in every day, five, six, seven days a week, it's really just incredible.
[00:18:27.210 --> 00:18:30.092]  So for myself and the whole InfoWars crew, I thank you for your past support.
[00:18:30.092 --> 00:18:36.658]  I only encourage you now to realize that InfoWars cannot stay on air if you do not support us.
[00:18:36.658 --> 00:18:47.907]  I know you spread the word, I know you pray for us, and that's wonderful, keep doing it, but most viewers and listeners never go to InfoWarsStore.com, and you never buy great products that enrich and empower your life, all at the same time keep us on air.
[00:18:48.627 --> 00:18:52.911]  I know that less than 1% of our listeners actually go buy products at InfoWarsTore.com.
[00:18:52.911 --> 00:18:57.856]  If just 1% more of you took action and went to InfoWarsTore.com, our funding problems will be over.
[00:18:57.856 --> 00:18:58.917]  Please take action now.
[00:18:58.917 --> 00:19:03.802]  This is Adam King, host of the Adam King Show, joined by the one and only Greg Reese of the Reese Report.
[00:19:03.802 --> 00:19:07.445]  We wanted to hop on and send everybody to InfoWarsTore.com.
[00:19:07.445 --> 00:19:10.128]  Click this QR code right above Greg Reese.
[00:19:10.128 --> 00:19:11.569]  Buy yourself a Faraday cage.
[00:19:12.583 --> 00:19:16.004]  Super male vitality or what Greg has.
[00:19:16.004 --> 00:19:17.285]  Greg, what do you got there?
[00:19:17.285 --> 00:19:26.249]  If you really want to treat yourself to something nice, get yourself an Alexa Pure water filter and get clean, healthy water whenever you want it, wherever you want it.
[00:19:26.249 --> 00:19:32.491]  Even if the water pressure goes out, the Gravity Fed water filter has got you covered.
[00:19:32.491 --> 00:19:33.031]  Absolutely.
[00:19:35.723 --> 00:19:38.524]  Couldn't do any of this without listener support.
[00:19:38.524 --> 00:19:41.346]  I was telling Greg earlier, we're like the real NPR.
[00:19:41.346 --> 00:19:43.066]  The real NPR of The Based Right.
[00:19:43.066 --> 00:19:46.108]  So click that QR code right there on your screen right now.
[00:19:46.108 --> 00:19:47.068]  Take out your phone.
[00:19:47.068 --> 00:19:48.169]  Click that QR code.
[00:19:48.169 --> 00:19:50.330]  It'll take you directly to InfoWarsTore.com.
[00:19:50.330 --> 00:19:51.250]  Buy something.
[00:19:51.250 --> 00:19:52.331]  Support the InfoWar.
[00:19:52.331 --> 00:19:56.753]  Keep Alex Jones, Lauren Schroer, Harrison Smith, Greg Reese, Adam King, and the rest of us on air.
[00:19:56.753 --> 00:19:57.553]  Do it today!
[00:19:57.553 --> 00:19:58.393]  Do it now!
[00:19:58.393 --> 00:19:59.174]  Support the InfoWar!
[00:20:01.388 --> 00:20:06.005]  Leading a frontal assault on the lies of the New World Order.
[00:20:06.005 --> 00:20:07.310]  It's Alex Jones!
[00:20:18.704 --> 00:20:20.425]  All right, we're back live.
[00:20:20.425 --> 00:20:24.746]  I'm going to get my head screwed on straight and stop being nasty.
[00:20:24.746 --> 00:20:30.247]  But at the same time, we all should be really, really upset about what's going on and happening.
[00:20:30.247 --> 00:20:40.490]  If we really do have a group of sociopaths and psychopaths that have hijacked our country, hijacked our world, that are just engaged in crimes against humanity that are unspeakable.
[00:20:40.490 --> 00:20:46.131]  You know, when I was at the premiere of The Great Awakening a few weeks ago in Austin, Texas, and was talking to all the great people that were there,
[00:20:46.903 --> 00:20:51.947]  Dr. Sherry Tenpenny and Dr... I mean, there was just so many there.
[00:20:51.947 --> 00:20:53.288]  So many great people.
[00:20:53.288 --> 00:20:54.949]  Dr. David Martin.
[00:20:54.949 --> 00:20:56.490]  The list went on and on.
[00:20:56.490 --> 00:21:02.155]  But then I came across Ernest Ramirez and Jessica Suta.
[00:21:02.155 --> 00:21:08.499]  Of course, she was the lead singer for a very, very popular rock band, and she'll be on with us in the next hour.
[00:21:08.499 --> 00:21:10.761]  You know, the Pussycat Dolls.
[00:21:10.761 --> 00:21:14.424]  But you can see the sadness in her eyes, hurt by this really bad, the shot.
[00:21:15.731 --> 00:21:26.617]  And then Ernest always has that look in his eyes like he's seen a ghost because his son, who was his best friend, took the shot and died three days later of a massive heart attack.
[00:21:26.617 --> 00:21:30.659]  You know, he was in great shape, about 15 years old.
[00:21:30.659 --> 00:21:43.866]  So Ernest was talking to me and she was talking to me and I had to break away because I was going to start crying and it
[00:21:47.549 --> 00:21:51.353]  It's not even tears for them.
[00:21:51.353 --> 00:21:55.857]  It's the tears of grave danger we're all in.
[00:21:55.857 --> 00:22:01.862]  And then it kind of felt weird to be at a big fancy movie premiere about all the death and destruction, even though we need to have a big premiere.
[00:22:01.862 --> 00:22:02.743]  We need to make it a big deal.
[00:22:02.743 --> 00:22:03.424]  It needs to be seen.
[00:22:03.424 --> 00:22:06.026]  It needs to go viral, which it did.
[00:22:06.026 --> 00:22:09.109]  But it's just at the same time, it just... I don't know how to explain it.
[00:22:11.428 --> 00:22:18.375]  We can't just go out and start killing the globalists because they'll make it look like they're the victims and that's what they're hoping for.
[00:22:18.375 --> 00:22:22.359]  But we've got to take back the government, we've got to indict them, and then they've got to be executed.
[00:22:22.359 --> 00:22:24.381]  I mean, let's just get down to brass tacks.
[00:22:24.381 --> 00:22:27.123]  They all need to be hung.
[00:22:27.123 --> 00:22:27.564]  Bare minimum.
[00:22:29.608 --> 00:22:33.270]  They have violently attacked us like we're stupid animals, and I'm not a dumb animal.
[00:22:33.270 --> 00:22:36.833]  I've studied their attack, I know who they are, and they're doing this!
[00:22:36.833 --> 00:22:39.234]  And nobody wants to believe it because it's so horrible.
[00:22:39.234 --> 00:22:41.076]  But let me explain to you.
[00:22:41.076 --> 00:22:43.377]  This is 100% real.
[00:22:43.377 --> 00:22:47.240]  This office is full of people who had family members die, young and old, after the shots.
[00:22:50.811 --> 00:23:04.301]  Every airplane I get on, every restaurant I go to, almost all the time, people come up, oh, my daughter died, my son died, my neighbor died, oh, you know, I work for this fellow, he's 60 years old, marathon runner, took a shot dead in two days of a blood clot in his brain.
[00:23:04.301 --> 00:23:08.644]  And then you read the documents, and they're admittedly all doing it.
[00:23:08.644 --> 00:23:12.947]  Of course they're a criminal government trying to get rid of Trump.
[00:23:12.947 --> 00:23:18.551]  Of course they're a criminal group that's legalizing abortion of 65 million kids in America.
[00:23:20.450 --> 00:23:22.910]  Of course they're legalizing killing babies now after they're born.
[00:23:22.910 --> 00:23:28.691]  Of course they're pushing government- pushed suicide.
[00:23:28.691 --> 00:23:33.072]  Not just authorized, not just aided, not just assisted, but promoted.
[00:23:33.072 --> 00:23:37.313]  And basically forced, coerced suicide.
[00:23:37.313 --> 00:23:40.373]  I mean, we've got real evil coming down on us.
[00:23:40.373 --> 00:23:43.314]  And I guess what happens is, this is actually what happens.
[00:23:43.314 --> 00:23:46.815]  And I'm going to stop talking about it, but that's the reason.
[00:23:46.815 --> 00:23:49.135]  People in my head space should understand where I'm coming from.
[00:23:49.952 --> 00:23:55.696]  I think people should be closer to my headspace than, hey let's, hey did you see the NFL tonight?
[00:23:55.696 --> 00:24:05.142]  We watch the NFL once we get these people off our children's backs, but until then we're in a crisis mode here, people.
[00:24:05.142 --> 00:24:17.051]  I get in here, and all day and all night I read news and watch clips and study this stuff, and I guess I just get so upset by it all, that it's not even throwing up my hands,
[00:24:18.624 --> 00:24:28.934]  It's just at a certain point, I'm just like, how the hell did we produce so many evil people to do crap like this?
[00:24:28.934 --> 00:24:33.178]  And the answer is, good men did nothing.
[00:24:33.178 --> 00:24:35.880]  And so you ask, why things get crazier and crazier?
[00:24:35.880 --> 00:24:36.921]  Why they get worse and worse?
[00:24:36.921 --> 00:24:42.306]  And it's because we have handed over our responsibility, and we have conjured hell itself.
[00:24:43.444 --> 00:24:44.905]  All right, I'm going to stop ranting.
[00:24:44.905 --> 00:24:45.905]  I need to hit all this news.
[00:24:45.905 --> 00:24:47.026]  There's so much.
[00:24:47.026 --> 00:24:51.988]  Let me just break down what I'm going to be covering here today.
[00:24:51.988 --> 00:24:54.229]  We'll have open phones the third hour.
[00:24:54.229 --> 00:24:59.631]  We have a special guest joining us in the second hour.
[00:24:59.631 --> 00:25:01.192]  And we have some really good news.
[00:25:01.192 --> 00:25:03.333]  And I should have made a bigger deal about this a few days ago.
[00:25:03.333 --> 00:25:07.194]  I mentioned it, but I could talk about this for hours.
[00:25:07.194 --> 00:25:11.256]  A whole bunch of countries, including the United Kingdom.
[00:25:11.256 --> 00:25:12.837]  So that's three countries.
[00:25:14.281 --> 00:25:20.426]  We count the Welsh, it's four, but three official, I guess it's four jurisdictions.
[00:25:20.426 --> 00:25:36.879]  The United Kingdom has banned transgender hormones, transgender surgeries, and anybody else privately doing it in the UK.
[00:25:36.879 --> 00:25:41.583]  That happened last week, it got basically 1% coverage, close to zero.
[00:25:44.082 --> 00:25:52.570]  Now, why would a government in a country that came up with the plan, MI6 did, Javistock Institute, why would they pull back now?
[00:25:52.570 --> 00:25:54.391]  Because it's the dialectic.
[00:25:54.391 --> 00:26:05.942]  All the lawsuits, all the suicides, all the deaths, the chopping off the genitals, all this has caused such a giant uproar that they're going to let this run now for the next decade and sterilize tens of millions of people and create all these victims.
[00:26:06.522 --> 00:26:10.623]  But then they'll be able to sit back later and say, well, we were the ones that put a stop to it first.
[00:26:10.623 --> 00:26:16.245]  So they started it, and now they're the ones that are going to start the end of it.
[00:26:16.245 --> 00:26:20.166]  At least on the surface.
[00:26:20.166 --> 00:26:27.829]  Because they can see the backlash in the dialectics way bigger than they thought it would be, so they're starting to abandon ship on this.
[00:26:27.829 --> 00:26:33.490]  We've got more articles about that.
[00:26:33.490 --> 00:26:35.411]  Starbucks has ordered its employees
[00:26:36.696 --> 00:26:43.379]  Internal memos have come out to remove all of the rainbow crap.
[00:26:43.379 --> 00:26:44.780]  If people see it, it's what it is.
[00:26:44.780 --> 00:26:51.683]  Weird corporate pedophile cult hiding behind, quote, gay rights.
[00:26:51.683 --> 00:26:54.584]  And they're now pulling it.
[00:26:54.584 --> 00:26:58.066]  Anheuser-Busch is over as a company.
[00:26:58.066 --> 00:26:59.947]  They'll probably have to change their name.
[00:27:01.124 --> 00:27:04.246]  Like Monsanto had to do, and then they'll be a shell of what they were.
[00:27:04.246 --> 00:27:07.189]  So, they've committed seppuku on the altar of pedophilia.
[00:27:09.011 --> 00:27:33.469]  So there's a lot of good news here, and there's rebellions all over Europe, all over the UK, all over Australia, New Zealand, Canada, the US, of elementary, middle school, and high schoolers saying, listen, you guys are a bunch of pedophiles indoctrinating us about sex, and this is all just an anti-American cult run by the Democratic Party, and they're all wearing red, white, and blue during Pride Month, and they're being told you're not allowed to do that, and the teachers are threatening them.
[00:27:33.889 --> 00:27:43.217]  And the students are pulling all the crap down everywhere because they realize it's being force-fed to them by a pedophile cult.
[00:27:43.217 --> 00:27:44.257]  So there's that good news.
[00:27:44.257 --> 00:27:47.580]  And you know, maybe I should just focus on good news.
[00:27:47.580 --> 00:27:56.107]  But you know what Nietzsche said, you stare too long in the abyss, you become the abyss.
[00:27:56.107 --> 00:27:59.289]  But actually I think it's healthy that I'm disgusted and upset.
[00:27:59.289 --> 00:27:59.910]  It's just that
[00:28:01.138 --> 00:28:03.641]  There's got to be some kind of balance to it.
[00:28:03.641 --> 00:28:05.563]  And there is a lot of positive stuff.
[00:28:05.563 --> 00:28:10.067]  I tend to focus on the negative because I want to warn people about the negative, so we can get together and stop it.
[00:28:10.067 --> 00:28:14.993]  But when we do stop stuff, and it is happening, when we've got the initiative, then we should talk about the victories.
[00:28:14.993 --> 00:28:17.335]  Because I've got a stack of victory right here.
[00:28:17.335 --> 00:28:21.419]  I mean, this stack alone, we could spend the whole show on.
