[00:00:00.000 --> 00:00:14.000]  [Outro]
[00:10:02.147 --> 00:10:05.189]  Their attacks on us because we're resisting make us stronger.
[00:10:05.289 --> 00:10:13.535]  Instead of just giving in and letting them crush us like a steamroller, we push back and our cultural, spiritual, economic will gets stronger.
[00:10:13.715 --> 00:10:16.638]  Here's an example up on InfoWars.com from Steve Watson.
[00:10:17.498 --> 00:10:36.302]   Author of genderqueer book found in school says I don't recommend this book for kids, but it shows young children Having sex with each other and with adults and tells them how great it is and that they should do it It's a total grooming book, but now the gaslighting begins Oh, I didn't intend for this to be in schools.
[00:10:36.402 --> 00:10:38.163]  I didn't intend for this to be seen by kids.
[00:10:38.543 --> 00:10:42.245]  I meant, like, 17-year-old teenagers that are already experiencing this.
[00:10:42.305 --> 00:10:43.445]  It's a comic book for them.
[00:10:43.745 --> 00:10:47.307]  It's not a, quote, comic book for kids, right?
[00:10:48.287 --> 00:10:50.929]  And Joe Camel wasn't targeting kids either.
[00:10:50.969 --> 00:10:53.810]  And, of course, a crack dealer trying to give your 10-year-old crack.
[00:10:54.370 --> 00:10:55.671]  They're not targeting kids.
[00:10:57.023 --> 00:10:58.624]  No, that never happens, does it?
[00:10:58.984 --> 00:11:04.866]  I remember being 11, 12 years old and people trying to give me crack and heroin and stuff, and I wasn't even running around with a bad crowd.
[00:11:04.886 --> 00:11:05.967]  Of course, I said, hell no.
[00:11:06.387 --> 00:11:07.267]  But a lot of kids do.
[00:11:07.307 --> 00:11:09.408]  But see, that's what groomers are.
[00:11:09.808 --> 00:11:16.751]  They're trying to get you when you're young because you can't protect yourself and you don't have the common sense.
[00:11:17.651 --> 00:11:31.225]  That's even in the movie Pinocchio from back in the 40s or 50s where the con artists, criminals, round up the kids and basically enslave them and take them to an island where they're abused, where they're dehumanized.
[00:11:32.426 --> 00:11:37.091]  So these archetypes are out there because this has happened over and over and over again.
[00:11:38.416 --> 00:11:39.257]  In history.
[00:11:40.138 --> 00:11:47.605]  And these rallies and demonstrations and lawsuits being filed by people that have been mutilated and chopped up and abused.
[00:11:47.665 --> 00:11:49.746]  The women that have had their breasts cut off and their children.
[00:11:50.247 --> 00:11:54.010]  The men that have had their penises and genitals and testicles cut off when they were little kids.
[00:11:54.791 --> 00:11:56.252]  Of course they were manipulated.
[00:11:56.292 --> 00:11:57.414]  Of course they were brainwashed.
[00:11:57.794 --> 00:11:58.855]  Of course it was abuse.
[00:11:58.955 --> 00:11:59.836]  Of course it was wrong.
[00:12:00.276 --> 00:12:03.339]  Just 20 years ago you went to the doctor and wanted your arm cut off because you were crazy.
[00:12:04.640 --> 00:12:07.443]  They put you in a rubber room, but now it's supposedly good.
[00:12:07.544 --> 00:12:08.945]  Now it's something we've got to support.
[00:12:08.965 --> 00:12:10.267]  It's something we've got to validate.
[00:12:10.287 --> 00:12:12.489]  And of course, what do we now learn all over the Western world?
[00:12:12.549 --> 00:12:13.691]  The same corporate operation.
[00:12:14.191 --> 00:12:18.816]  The schools are telling the children not to tell their parents that they're being transitioned.
[00:12:19.157 --> 00:12:20.198]  To keep it secret.
[00:12:20.478 --> 00:12:22.581]  And the schools keep files on the parents.
[00:12:23.001 --> 00:12:23.802]  That's the reality of this.
[00:12:23.761 --> 00:12:27.680]   analyze what type of parents they are and whether they should ever be told or not their
[00:12:27.680 --> 00:12:32.520]   child's being prepared at age seven or eight to be taken from them and put in a group or
[00:12:32.520 --> 00:12:37.360]   government home to be peer pressured by a bunch of other brainwashed people in the cult
[00:12:37.360 --> 00:12:42.480]  to follow through with a chemical or physical castration.
[00:12:42.480 --> 00:12:44.440]  That's the reality of this.
[00:12:44.440 --> 00:12:46.541]  And this is what we're fighting.
[00:12:46.541 --> 00:12:50.181]   And imagine once they have the social credit score and the central bank digital currencies
[00:12:50.181 --> 00:12:54.041]   in place that manipulate and control our every move, they'll be able to pressure more people
[00:12:54.041 --> 00:12:56.601]  financially to follow through.
[00:12:56.601 --> 00:13:06.601]  [BLANK_AUDIO]
[00:12:57.647 --> 00:13:00.568]  The same globals are pushing forced government euthanasia.
[00:13:00.588 --> 00:13:01.568]  It's going on in Canada.
[00:13:01.588 --> 00:13:02.508]  It's going on in Germany.
[00:13:02.588 --> 00:13:07.949]  This is a nightmare dystopia that people need to wake up from and say no to.
[00:13:07.989 --> 00:13:11.090]  And I know our audience is the tip of the spear in that fight.
[00:13:11.910 --> 00:13:16.732]   But reaching out to the brainwashed left, they have to understand that They've been conned.
[00:13:16.772 --> 00:13:18.172]  They're not part of a ruling class.
[00:13:18.192 --> 00:13:19.233]  They're not part of an elite.
[00:13:19.573 --> 00:13:20.854]  They are the fools.
[00:13:20.934 --> 00:13:22.154]  They are the schmucks.
[00:13:22.595 --> 00:13:35.922]  They are the suckers that signed on to the globalists because they were trying to conform and believe it would give them a place in society, when in truth, the new world order system is dynamiting and destroying civilization and society around us.
[00:13:36.002 --> 00:13:37.763]  It's a post-human world.
[00:13:39.249 --> 00:13:44.613]  Now we're going to be right back after this important break, but I want to ask you to ask yourself a question.
[00:13:45.154 --> 00:13:46.154]  Are you sharing the links?
[00:13:46.274 --> 00:13:47.295]  Are you spreading the word?
[00:13:47.495 --> 00:13:48.496]  Are you posting clips?
[00:13:49.117 --> 00:13:50.998]  Are you warning people about the New World Order?
[00:13:51.018 --> 00:13:52.499]  Because you are the resistance.
[00:13:52.539 --> 00:13:54.701]  When you take action, nothing can stop you.
[00:13:55.041 --> 00:13:56.983]  Our destiny collectively is in your hands.
[00:13:58.701 --> 00:14:02.843]  And we are back here on the Alex Jones Show on this very important Friday edition.
[00:14:03.323 --> 00:14:05.044]  I've got a few other important points I'd like to make.
[00:14:05.064 --> 00:14:07.885]  I'm going to hand the baton to the great Owen Schroyer.
[00:14:08.506 --> 00:14:17.150]  Now, last segment we got into the fact that the author of Genderqueer, another one of these non-binary people, said, oh no, no, no, we're not targeting kids in schools.
[00:14:17.650 --> 00:14:18.751]  I'm not targeting children.
[00:14:19.551 --> 00:14:31.878]  But that's why they put them in middle schools and high schools all over the country, and why they're teaching children in elementary school the exact same brainwashing propaganda that's been caught on film countless times.
[00:14:32.398 --> 00:14:33.239]  We know what's going on.
[00:14:33.619 --> 00:14:35.060]  But this is part of the gaslighting.
[00:14:35.600 --> 00:14:46.627]  When their agenda is pushed too far and they see major opposition mounting, they pull back and deny it ever existed, hoping that our resistance that's formed dissipates.
[00:14:47.637 --> 00:14:48.317]  It's the inchworm.
[00:14:49.198 --> 00:14:50.399]  Incrementally pulling forward.
[00:14:50.419 --> 00:14:51.900]  When they get pushed back, they pull back.
[00:14:51.960 --> 00:14:54.242]  But they gain 2 feet, then lose 1 foot.
[00:14:54.582 --> 00:14:56.143]  Gain 5 feet, then lose 2 feet.
[00:14:56.523 --> 00:14:58.104]  Gain 10 feet, then lose 5 feet.
[00:14:58.385 --> 00:14:59.966]  Gain 100 feet, then lose 40 feet.
[00:15:00.446 --> 00:15:01.847]  But they're still moving forward.
[00:15:02.447 --> 00:15:04.269]  So we organize a resistance.
[00:15:04.689 --> 00:15:05.229]  We mount it.
[00:15:05.469 --> 00:15:06.250]  We push them back.
[00:15:06.390 --> 00:15:07.171]  We go back to sleep.
[00:15:08.655 --> 00:15:09.376]  They attack again.
[00:15:09.396 --> 00:15:10.376]  And what's Joe Biden doing?
[00:15:10.697 --> 00:15:11.417]  He's out today.
[00:15:11.437 --> 00:15:14.900]  The video's on Infowars.com saying, hey, Trump ruined the border.
[00:15:14.960 --> 00:15:15.921]  Trump erased the border.
[00:15:15.941 --> 00:15:17.482]  The border's broken because of Trump.
[00:15:18.623 --> 00:15:22.306]  Just let me legalize all the illegal aliens and it'll be fixed, which he's basically already doing.
[00:15:23.086 --> 00:15:24.628]  It's the same tactic this week.
[00:15:24.668 --> 00:15:27.230]  He said, hey, gas prices are high because of Trump.
[00:15:28.328 --> 00:15:28.968]  On and on and on.
[00:15:29.348 --> 00:15:30.769]  Everything is Trump's fault.
[00:15:30.889 --> 00:15:33.189]  Everything is the American people's fault.
[00:15:33.309 --> 00:15:35.410]  Nothing is Joe Biden's fault.
[00:15:36.110 --> 00:15:37.390]  So this is how they dissemble.
[00:15:37.450 --> 00:15:38.430]  It's how they manipulate.
[00:15:38.450 --> 00:15:39.391]  It's how they brainwash.
[00:15:39.411 --> 00:15:48.933]  But as long as we have a memory and collectively understand they're globalists who have a program to enslave us via a system of technocracy, it's game over.
[00:15:49.657 --> 00:15:52.217]  You see, the government isn't broken.
[00:15:52.217 --> 00:15:55.617]   The government and the corporations at the highest levels are working together to break
[00:15:55.617 --> 00:16:00.137]  us, to consolidate control, to conquer us.
[00:16:00.137 --> 00:16:04.096]   And that's why when you spread the word about the broadcast, it's why when you buy the products,
[00:16:04.096 --> 00:16:07.057]   it's why when you pray for the broadcast, it's why when you do your own show or call
[00:16:07.057 --> 00:16:11.457]   on the talk radio or go to school boards or city councils, it shows the people aren't
[00:16:11.457 --> 00:16:12.457]  with this agenda.
[00:16:12.457 --> 00:16:16.376]   And when the people go to these different events and call out the globalist minions
[00:16:16.376 --> 00:16:22.217]   their face, it decompartmentalizes everybody else and it's game over for their plan.
[00:16:22.217 --> 00:16:26.376]   Because these are globalists that are taking control at the local level.
[00:16:26.408 --> 00:16:42.755]  And that's why what everybody's doing is so beautiful, because the learning curve is going straight up, and that's why they're so panicked, and they're trying to crash the global economy, crash the borders, start these wars, to, again, make us so economically poor that we're so distracted, we can't organize and stop them.
[00:16:43.155 --> 00:16:46.977]  But we've caught them with their pants down, ladies and gentlemen, and that's what makes them so incredibly dangerous.
[00:16:47.537 --> 00:16:50.138]  I now hand the baton to the great Owen Schroyer.
[00:16:51.420 --> 00:16:58.956]  All right now, ladies and gentlemen, we are in the InfoWars World Headquarters in Austin, Texas, broadcasting live here on this Friday, September 22, 2023.
[00:17:01.474 --> 00:17:09.260]  And I do have a lot of news, a lot of videos we are going to be covering here today for the next seven hours.
[00:17:09.821 --> 00:17:12.703]  Yes, for the next seven hours.
[00:17:13.324 --> 00:17:22.051]  And I got a lot of great guests coming up today as well, not just here on the Alex Jones Show, but also on the War Room later this afternoon as well.
[00:17:22.371 --> 00:17:27.696]  We will be hearing from Alex Jones again, coming up shortly with another special report.
[00:17:29.057 --> 00:17:41.088]   Now, Let me just kind of lay all this out for you because we're going to hone in on the illegal immigration news.
[00:17:41.388 --> 00:17:42.669]  And this is just absurd.
[00:17:43.830 --> 00:17:51.856]  What else are you to believe except that Joe Biden and the Democrats think you're stupid?
[00:17:53.297 --> 00:17:56.859]  Or they think that you're so brain damaged that you don't even have a memory.
[00:17:58.000 --> 00:17:58.921]  But we do have a memory.
[00:18:00.243 --> 00:18:06.205]  And I remember a year ago, this is when the violent crime sprees were really reaching new levels.
[00:18:06.665 --> 00:18:10.786]  And by the way, I have a stack of that on my desk today.
[00:18:11.626 --> 00:18:15.387]  And the Democrats came out and they said, well, Republicans defunded the police.
[00:18:16.307 --> 00:18:29.111]  As if you don't have a memory, as if they didn't protest for years to defund the police, as if they didn't actually take the political action and legislative action to defund the police in many different cities, including right here in Austin, Texas.
[00:18:30.100 --> 00:18:40.205]  So no, everybody watched liberal progressive Democrats defund the police, and then when the crime rates got out of control, they said, why did Republicans defund the police?
[00:18:41.065 --> 00:18:45.627]  Thinking you're so stupid that you would go to the polls.
[00:18:45.787 --> 00:19:12.664]   Because the main two things people vote on, and this might be changing as people are becoming more aware, To the situation we're in, in the United States of America, more aware of the Democrat Party corruption, more aware of the mainstream media corruption, people go to the polls and they vote, and they think about their wallets, the economy, their bottom line financially, and they think about their safety, the safety of their family, their children.
[00:19:14.229 --> 00:19:19.877]  And so, well, gee, if you have those two things in mind and you're informed, you're obviously never voting Democrat.
[00:19:19.897 --> 00:19:22.160]  They've crushed the economy and they've defunded the police.
[00:19:22.681 --> 00:19:22.861]  So...
[00:19:25.154 --> 00:19:29.336]  The Democrats say Republicans defunded the police.
[00:19:29.736 --> 00:19:35.418]  And so here's official Democrat Party pressers saying MAGA Republicans want to defund law enforcement.
[00:19:35.718 --> 00:19:36.679]  I mean, that's just absurd.
[00:19:37.199 --> 00:19:39.780]  Again, it's insulting to your intelligence.
[00:19:40.320 --> 00:19:41.881]  It's assuming you don't have a memory.
[00:19:42.521 --> 00:19:44.882]  And so that's what Democrats think about Americans.
[00:19:44.982 --> 00:19:45.983]  They don't think very much.
[00:19:46.663 --> 00:19:48.544]  Well, now they're doing the same thing with the southern border.
[00:19:49.537 --> 00:19:50.378]  I mean, can you imagine?
[00:19:50.398 --> 00:19:51.939]  I mean, I don't know which one is worse.
[00:19:52.279 --> 00:19:58.963]  Democrats blaming Trump for opening the border, or Democrats blaming Republicans for defunding the police.
[00:19:59.303 --> 00:20:06.528]  They're both so absurd on their face, you can't even believe that they would engage in such activities.
[00:20:06.848 --> 00:20:08.429]  But that's exactly what they're doing.
[00:20:10.650 --> 00:20:15.774]  But it might be worse because they called Donald Trump and his voters xenophobes.
[00:20:16.957 --> 00:20:18.759]  They tore down Donald Trump's wall.
[00:20:19.339 --> 00:20:21.802]  They protested against having a wall.
[00:20:23.203 --> 00:20:25.045]  And see, the media doesn't really get the message.
[00:20:25.526 --> 00:20:27.588]  You just had that clip of Louis C.K.
[00:20:27.748 --> 00:20:30.190]  talking about how liberals believe there should be open borders.
[00:20:31.167 --> 00:20:33.528]  As the Democrats are blaming the open borders on Republicans.
[00:20:33.568 --> 00:20:34.528]  So I guess Louis C.K.
[00:20:34.568 --> 00:20:36.308]  is a Republican now because he wants open borders?
[00:20:36.709 --> 00:20:37.129]  Of course not.
[00:20:37.149 --> 00:20:37.809]  That's all absurd.
[00:20:38.469 --> 00:20:40.150]  This is an insult to your intelligence.
[00:20:40.850 --> 00:20:46.011]  This is Democrat Party politics which cannot exist with any truth at all.
[00:20:46.411 --> 00:20:53.173]  It is impossible to be a Democrat or to espouse Democrat Party policies while being honest.
[00:20:53.253 --> 00:20:55.274]  Those two things are impossible to do.
[00:20:56.823 --> 00:20:57.984]  So we're going to be covering that.
[00:20:58.585 --> 00:21:04.931]  Obviously we'll get more into the situation where the war in Ukraine has always been a giant money laundering scheme.
[00:21:05.932 --> 00:21:09.836]  But now other nations are starting to understand that.
[00:21:09.976 --> 00:21:15.561]  Even Republican lawmakers who might have supported the war in Ukraine in the past are starting to understand that.
[00:21:15.601 --> 00:21:17.223]  They know there's no victory there.
[00:21:18.672 --> 00:21:21.214]  And so they're starting to go back on that.
[00:21:22.035 --> 00:21:24.397]  I do have a stack of political news today.
[00:21:24.777 --> 00:21:34.085]  If you didn't hear about this situation with Democrat Senator Bob Menendez, your mind is going to be blown.
[00:21:35.186 --> 00:21:42.032]  Now, we thought we had a good idea of political corruption and how these politicians steal and launder money with the Biden crime family.
[00:21:42.592 --> 00:21:46.856]  The situation with Bob Menendez goes to another level.
[00:21:48.274 --> 00:21:51.499]  Another level unreal what's coming out here.
[00:21:52.280 --> 00:22:01.174]  I've got a stack of COVID and vaccine and mask news that it's everything we knew that they've been trying to cover up.
[00:22:02.512 --> 00:22:08.793]  And now doctors are coming out, even more so, ones that have been silent and saying, okay, I have to tell the truth, this is too dangerous.
[00:22:09.373 --> 00:22:10.714]  And then we got a stack of criminal news.
[00:22:10.914 --> 00:22:12.094]  And you know, it is Friday.
[00:22:12.874 --> 00:22:15.755]  And I haven't taken a phone call this entire week.
[00:22:16.695 --> 00:22:19.976]  So I do intend to take phone calls today as well.
[00:22:20.076 --> 00:22:21.076]  It's the Alex Jones Show!
[00:22:21.096 --> 00:22:22.936]  We'll be right back with Alex on the other side.
[00:22:24.337 --> 00:22:33.296]   Since the end of World War II, the United States has never declared an official war.
[00:22:33.296 --> 00:22:38.656]   Now it's right there in the Constitution that if our country goes to war against a major
[00:22:38.656 --> 00:22:45.956]   nation or is materially supporting another nation in a war, there has to be a declaration.
[00:22:45.956 --> 00:22:50.976]   You can't just have the executive branch go out and start new wars.
[00:22:50.976 --> 00:22:56.976]  Congress is a check on that with the power of the purse.
[00:22:57.762 --> 00:23:23.739]   But since then, with Korea, there was a UN police action, and Vietnam, that again was an undeclared war, and all the other subsequent wars, we've seen a de-evolution away from the Constitution, to where now we just have resolutions by the Congress saying that they support what the quote, president's doing.
[00:23:23.739 --> 00:23:26.057]  But now it's not what the president's doing.
[00:23:26.057 --> 00:23:30.459]  It's what the UN's doing or what NATO's doing.
[00:23:30.459 --> 00:23:32.778]  And it gets more intense by the day.
[00:23:32.778 --> 00:23:35.298]  Well, look at this Politico headline.
[00:23:35.298 --> 00:23:41.659]   Pentagon exempts Ukraine operations from potential government shutdown.
[00:23:41.659 --> 00:23:47.298]   And then buried in there, they talk about a law passed a few years ago,
[00:23:47.298 --> 00:23:54.179]   where if something's vital to national security, well, the funding just continues on regardless
[00:23:54.179 --> 00:23:56.058]  and the Pentagon directs that.
[00:23:56.058 --> 00:24:02.818]   So that is the power of the purse more and more being transferred over the Pentagon.
[00:24:02.818 --> 00:24:11.179]   And segueing out of that to another even bigger example, look at the UN and how Biden's former COVID czar
[00:24:11.179 --> 00:24:31.154]   is the admitted head of the new UN coalition, Ramming through the UN World Health Treaty that they admit, and it's in the document, puts the UN in control of national and regional responses of all signatories to it in the world, and thus of your body.
[00:24:31.354 --> 00:24:40.501]  And it was the UN that already ran the policies that we saw during the COVID tyranny in the last three and a half years, and they admit that was just a test or a dry run.
[00:24:40.602 --> 00:24:42.923]  Tedros has said it, Bill Gates has said it.
[00:24:44.537 --> 00:24:45.461]  Klaus Schwab has said it.
