[00:00:00.000 --> 00:00:18.379]  [Outro]
[00:02:28.347 --> 00:02:30.826]  You can escape out the back door anytime we open the door.
[00:02:30.826 --> 00:02:33.787]  It was respect for life.
[00:02:33.787 --> 00:02:35.867]  And it was respect for love.
[00:02:35.867 --> 00:02:41.546]   So I bring up painful things to you because it is pain at the end of the day
[00:02:41.546 --> 00:02:44.987]  that really defines who we are.
[00:02:44.987 --> 00:02:50.826]   It's loss as well because to give someone life, to have a child with a woman or a man
[00:02:50.826 --> 00:02:52.826]  is to give them death as well.
[00:02:52.946 --> 00:02:57.568]  But we do it because we want to experience that love and that passion, and it's our drive.
[00:02:57.588 --> 00:03:00.009]  And that's why God made us and gave us free will.
[00:03:00.029 --> 00:03:11.274]  Even though we can make the wrong decision and be cut off from God forever, God made us because God wanted to have other creatures that had that incredible potential.
[00:03:12.114 --> 00:03:13.855]  And that's really the secret of the universe, my friends.
[00:03:15.404 --> 00:03:21.228]  So I just wanted on this Christmas day to let all the listeners know that I really do appreciate you.
[00:03:23.210 --> 00:03:31.076]  And I really do hate having to come to you over the years and beg you for some support when I know many of you don't have the means to even do it.
[00:03:32.437 --> 00:03:41.284]  But I love fighting tyrants and exposing the globalists more than I hate coming to you and groveling.
[00:03:42.614 --> 00:03:53.879]  I mean, just last Wednesday and Tuesday, we had whistleblowers and Gaston who were there with the government's running child trafficking rings for sex slavery.
[00:03:53.919 --> 00:04:02.782]  And it was painful to go on air and say all these terrible things, but it'd be more painful to deny it and hide from it.
[00:04:04.723 --> 00:04:11.826]  And it's only you and your word of mouth and your prayer and your support that has kept us in attack.
[00:04:13.001 --> 00:04:13.441]  Formation.
[00:04:14.222 --> 00:04:15.783]  And we are in attack formation.
[00:04:15.823 --> 00:04:16.404]  We're real.
[00:04:17.364 --> 00:04:18.545]  The enemy knows we're real.
[00:04:19.146 --> 00:04:28.133]  And that's why they have all their operatives in the establishment, but also the controlled media, saying we're not real because they know damn well we're real.
[00:04:30.295 --> 00:04:31.596]  But you don't have to trust me to know we're real.
[00:04:33.097 --> 00:04:33.777]  Just trust Christ.
[00:04:34.912 --> 00:04:42.718]  Christ said you judge a tree by its fruits, and this broadcast, and this crew, and our guests, and our family of freedom fighters have changed the world.
[00:04:43.519 --> 00:04:48.223]  And our enemies are the top globalists, because we've had a big effect on them, and they know it.
[00:04:48.984 --> 00:04:56.970]  So, for myself, and the crew, and everybody else, I want to wish you a merry, wonderful, heartfelt Christmas, and all the beauty that God can offer.
[00:04:57.390 --> 00:05:00.993]  Thank you so much for everything you've done, and I want to salute you and thank you all.
[00:05:01.814 --> 00:05:02.415]  God bless you.
[00:05:02.435 --> 00:05:02.895]  We'll be right back.
[00:05:03.951 --> 00:05:08.653]  Please do not forget that my book has gone number one on a bunch of the different subcharts.
[00:05:09.113 --> 00:05:11.914]  The Great Awakening Part 2 of The Great Reset, twice as long.
[00:05:12.274 --> 00:05:14.355]  The Plan to Defeat the Globals, launch the next great renaissance.
[00:05:14.735 --> 00:05:17.456]  But if you want to get destroyed free shipping, double pay three points.
[00:05:18.056 --> 00:05:21.818]  TurboForce, the best nootropic, 10-hour clean energy booster.
[00:05:22.238 --> 00:05:23.598]  It's the highest quality ingredients.
[00:05:23.978 --> 00:05:24.599]  It's amazing.
[00:05:25.439 --> 00:05:27.820]  TurboForce, back in stock at FullMoreStore.com.
[00:05:29.284 --> 00:05:32.007]  Up to 60% off on so many great products that are there.
[00:05:32.487 --> 00:05:37.672]  Winter Sun, the highest quality vitamin D3 that boosts your immune system, taking it under the tongue for absorption.
[00:05:38.172 --> 00:05:39.674]  It's back in stock, 40% off.
[00:05:40.935 --> 00:05:52.105]  Winter Sun, Turbo Force, X2, Vitamin Mineral Fusion, DNA Force Plus, Bazo Beats for your blood and your heart, and what it does for a nitric boost.
[00:05:52.185 --> 00:05:52.766]  Nitric boost.
[00:05:54.306 --> 00:05:54.966]  It's all there.
[00:05:54.966 --> 00:06:01.966]  Infowarsstore.com or 888-253-3139.
[00:06:01.966 --> 00:06:08.966]   Roger Stone is about to lay out what really happened in Colorado yesterday and what it
[00:06:08.966 --> 00:06:19.324]  means to America and the Deep State coup.
[00:06:19.421 --> 00:06:27.728]  I hurt myself today to see if I still feel.
[00:06:29.769 --> 00:06:40.398]  I focus on the pain, the only thing that's real.
[00:06:40.438 --> 00:06:48.868]   The needle tears the hole, The old familiar sting.
[00:06:50.609 --> 00:06:54.133]  Try to kill it all away.
[00:06:55.714 --> 00:06:59.357]  But I remember everything.
[00:07:02.040 --> 00:07:04.722]  What have I become?
[00:07:05.463 --> 00:07:06.364]  The Democratic Party.
[00:07:08.908 --> 00:07:14.609]  Is the greatest threat to planetary peace and survival the world has ever seen.
[00:07:14.629 --> 00:07:21.171]  They've established judicial tyranny in many areas of the nation and they are the totalitarians.
[00:07:21.251 --> 00:07:24.511]  They are the ones establishing a bureaucratic dictatorship.
[00:07:24.911 --> 00:07:29.092]  They are the ones surveilling and censoring and targeting their political opposition.
[00:07:29.552 --> 00:07:37.918]   They are the tyrants and everything they do Blows up in their tyrannical faces.
[00:07:38.778 --> 00:07:42.021]  The problem is they keep doubling down.
[00:07:43.682 --> 00:07:47.946]  President Trump was never convicted of insurrection, never charged with it.
[00:07:48.306 --> 00:08:01.076]  How do you then get precluded under a Civil War law from running for office when you're the frontrunner and you're taking off the ballot when you've not been convicted?
[00:08:02.369 --> 00:08:04.793]  Well, Roger went through kangaroo trials.
[00:08:04.813 --> 00:08:05.535]  I went through them.
[00:08:06.597 --> 00:08:13.028]  Leticia James just said last week, we'll cue it back up, that Trump was found guilty in New York before the trial began.
[00:08:13.609 --> 00:08:14.390]  That's what the judge said.
[00:08:15.212 --> 00:08:15.693]  No jury.
[00:08:17.045 --> 00:08:22.909]  So we forced them to take the mask off, and even Frank Luntz came out and said, this will just turbocharge Trump.
[00:08:23.029 --> 00:08:25.110]  I hope the Supreme Court overturns it.
[00:08:25.591 --> 00:08:34.797]  But great political analyst back to the days of Nixon, Ronald Reagan, right through Trump, got Trump to run, is the consummate Trumpian, Roger Stone.
[00:08:35.297 --> 00:08:37.759]  Roger, this is really brazen.
[00:08:38.139 --> 00:08:39.260]  This is next level.
[00:08:39.300 --> 00:08:41.862]  This is really blowing up in their face.
[00:08:43.485 --> 00:08:44.786]  Alex, you're absolutely right.
[00:08:44.806 --> 00:08:48.889]  I mean, first of all, I think it's important to note that this was not unexpected.
[00:08:49.870 --> 00:08:56.194]  So this idea that the Trump campaign has been rocked or that there's some shock or we've been caught by surprise.
[00:08:56.656 --> 00:08:57.997]  That's entirely false.
[00:08:58.097 --> 00:09:15.703]  In fact, I'd have to tell you, as a veteran of 13 national Republican presidential campaigns, the Trump campaign is the leanest, most efficient, most effective, best organized, tightest presidential campaign I've ever been involved with.
[00:09:15.744 --> 00:09:19.645]  And by the way, you were being honest when he first ran six, seven, eight years ago.
[00:09:19.685 --> 00:09:20.926]  You said that this is a problem.
[00:09:20.966 --> 00:09:21.986]  This is not being run well.
[00:09:22.466 --> 00:09:24.367]  You're saying right now, this is eye of the tiger.
[00:09:25.748 --> 00:09:28.771]  Yeah, he really has excellent people and they know what they're doing.
[00:09:28.811 --> 00:09:34.598]  We're supremely well organized in Iowa, New Hampshire, South Carolina, Nevada.
[00:09:34.818 --> 00:09:37.761]  We have excellent organizations in the works.
[00:09:37.841 --> 00:09:43.648]  I say we as a supporter and the campaign doesn't leak above all.
[00:09:43.748 --> 00:09:52.068]   So once the lower court in Colorado rejected this but laid the groundwork for the state
[00:09:52.068 --> 00:09:57.468]   Supreme Court, basically that judge at the trial court level saying, well, Trump was
[00:09:57.468 --> 00:10:05.148]   guilty of insurrection, but because of the way the statute is worded in the 13th Amendment,
[00:10:05.148 --> 00:10:09.107]   but perhaps it doesn't apply to Trump, it's kind of obvious that this was coming.
[00:10:09.394 --> 00:10:11.055]  Now, we understand a couple of things.
[00:10:11.095 --> 00:10:18.780]  First of all, this decision is essentially toothless, meaning Trump's name remains on the ballot.
[00:10:19.101 --> 00:10:22.483]  The Trump campaign will file an immediate appeal to the U.S.
[00:10:22.543 --> 00:10:30.588]  Supreme Court and the court in Colorado, which is all 100% appointed by a Democrat governor.
[00:10:30.948 --> 00:10:33.170]  Every member of the court is a Democrat.
[00:10:33.670 --> 00:10:37.352]  But this still only passed on a 4-3 decision.
[00:10:38.073 --> 00:10:48.419]  This is basically a toothless ruling, meaning the only way for President Trump's name to be taken off the ballot is for the Supreme Court to decline to hear the appeal.
[00:10:48.799 --> 00:10:50.260]  Extraordinarily unlikely.
[00:10:50.700 --> 00:10:53.502]  Or if it reaffirms the Colorado decision.
[00:10:53.922 --> 00:10:55.363]  Even more unlikely.
[00:10:55.383 --> 00:10:55.923]  Let me stop you there.
[00:10:55.943 --> 00:10:57.464]  I'm going to give you the floor to watch the technicals.
[00:10:57.484 --> 00:10:58.265]  We appreciate you being here.
[00:10:59.105 --> 00:11:04.630]  For me, big picture is, yeah, it's toothless, but it shows the recklessness and the escalation curve.
[00:11:05.091 --> 00:11:06.092]  So where do they go next?
[00:11:06.112 --> 00:11:15.961]  To me, the craziness of this, the wildness of this, not convicted of something, the law says you have to be convicted, the law is very clear, a five-year-old can read it, and they do this.
[00:11:16.041 --> 00:11:20.045]  It shows that these people are panicking, they are in total paranoia.
[00:11:21.411 --> 00:11:22.852]  There's no question about this.
[00:11:22.892 --> 00:11:24.914]  Look, I think that they are apoplectic.
[00:11:24.974 --> 00:11:27.876]  They're near hysterical because it's not just this.
[00:11:28.336 --> 00:11:32.219]  Everything they have tried has backfired exponentially.
[00:11:32.319 --> 00:11:40.626]  In other words, this effort to destroy Donald Trump through a tsunami of lawfare has backfired very badly.
[00:11:40.646 --> 00:11:46.310]  It's actually turbocharged his campaign in a way that nobody could have foreseen.
[00:11:46.770 --> 00:11:48.612]  I mean, Alex, look, I've been around a long time.
[00:11:48.632 --> 00:11:50.053]  I've studied a lot of polling.
[00:11:50.453 --> 00:11:55.137]  I try to be dispassionate about it, even though I'm a strong supporter of the president.
[00:11:55.578 --> 00:11:56.659]  I worked for Ronald Reagan.
[00:11:57.059 --> 00:11:58.540]  He was one of our greatest presidents.
[00:11:58.600 --> 00:12:02.724]  He was also extraordinarily popular, very popular at the grassroots.
[00:12:03.084 --> 00:12:08.228]  But even he never enjoyed this level and intensity of support.
[00:12:08.689 --> 00:12:22.854]   Back when the president first announced that he was running I was on board, but I was concerned that there would not be the kind of enthusiasm, the kind of intensity that it takes to pull off one of the greatest political miracles in the country.
[00:12:22.874 --> 00:12:31.556]  Remember, we've only had one president who was elected, then cheated out of re-election, and then came back to serve as president again.
[00:12:31.596 --> 00:12:34.697]  That was Grover Cleveland, a conservative Democrat.
[00:12:34.997 --> 00:12:37.918]  Interestingly enough, like Trump, a native New Yorker.
[00:12:40.339 --> 00:12:46.342]  The left has solved that problem and everything they throw at Trump just makes him stronger.
[00:12:47.182 --> 00:13:05.011]  Now this recent appeal to the Supreme Court over the question of presidential immunity and essentially executive privilege to leapfrog the circuit court in D.C., which would have been stacked against Trump anyway, and go directly to the U.S.
[00:13:05.051 --> 00:13:15.094]   Supreme Court Combined with this action yesterday, and therefore a new appeal to the Supreme Court, demonstrates that this is a growing hysteria.
[00:13:15.794 --> 00:13:31.738]  The special counsel, Jack Smith, is desperate to have an election, pardon me, a conviction, or at least a trial, and presumably in a favorable jurisdiction, a conviction prior to this election in order to try to wound President Trump.
[00:13:31.858 --> 00:13:32.778]  It's not working.
[00:13:33.198 --> 00:13:34.499]  Let's be realist.
[00:13:34.819 --> 00:13:38.481]  They are everywhere now saying Trump supporters are Confederates.
[00:13:38.602 --> 00:13:40.102]  Mayors, Democrats, Senators.
[00:13:40.623 --> 00:13:41.663]  They're saying Civil War.
[00:13:41.703 --> 00:13:44.405]  They've got an Obama produced movie coming out about Civil War.
[00:13:44.425 --> 00:13:46.727]  A bunch of movies about Civil War.
[00:13:47.587 --> 00:13:50.209]  They're running around saying we're all about to start killing each other.
[00:13:50.549 --> 00:13:52.310]  It's very easy to see the next move.
[00:13:52.750 --> 00:13:56.432]  False flags, assassination attempts on Trump.
[00:13:56.472 --> 00:13:59.133]  I mean, they are beyond hysterical.
[00:13:59.413 --> 00:14:01.754]  So we should really sit back and say, OK, we're winning.
[00:14:02.174 --> 00:14:11.898]  What is this entrenched, unelected, crazed, bureaucratic system that thinks it's insulated from any type of culpability?
[00:14:11.998 --> 00:14:13.159]  What are they going to pull next, Roger?
[00:14:13.179 --> 00:14:14.759]  I mean, let's do tomorrow's news today.
[00:14:15.159 --> 00:14:16.020]  What are they going to pull next?
[00:14:17.123 --> 00:14:18.825]  Alex, I think anything is possible.
[00:14:19.626 --> 00:14:20.787]  I've said this on your show.
[00:14:20.847 --> 00:14:22.769]  I say it on my own daily show every day.
[00:14:22.789 --> 00:14:28.936]  It's essential that patriots not be goaded into doing something stupid or illegal.
[00:14:28.996 --> 00:14:30.838]  No, we don't support civil war.
[00:14:30.878 --> 00:14:31.959]  We're not for that.
[00:14:32.479 --> 00:14:37.162]  And at every step of the way, Donald Trump has worked within the legal system now.
[00:14:37.522 --> 00:14:39.883]  Technically, he doesn't have to prove his innocence.
[00:14:40.284 --> 00:14:41.624]  They have to prove his guilt.
[00:14:42.105 --> 00:14:54.051]  But in the court of public opinion, where there is a Democrat mainstream media cabal, I think we all know the effort here is to sully his name and further destroy his chances.
[00:14:54.191 --> 00:14:56.973]  Oh, Trump is going to be an authoritarian dictator.
[00:14:57.233 --> 00:14:57.533]  Really?
[00:14:57.893 --> 00:15:00.815]  Who is it who's trying to lock up their chief political opponent?
[00:15:01.235 --> 00:15:10.784]  Who is it who uses the intelligence services to work closely with social media companies to censor any political point of view that they disagree with?
[00:15:11.364 --> 00:15:27.899]  Who is it that tapped into the 702 database millions of times to spy on average American citizens, at the same time they use 278... No, I totally agree with you, so let's pull back here, because everybody else is talking about how it's unconstitutional, he wasn't convicted, and it's a fraud, we know that.
[00:15:28.891 --> 00:15:34.193]  Let's get in their sick little minds, because they keep escalating from little baby steps to huge jumps now.
[00:15:34.713 --> 00:15:45.877]  Like Tucker Carlson has said, you've said, all they got left is assassination, or blowing up a black college and saying a Trump supporter did it.
[00:15:46.397 --> 00:15:48.098]  I mean, they're not going to give up.
[00:15:48.138 --> 00:15:49.358]  So let's just get that straight.
[00:15:49.878 --> 00:15:53.700]  They claim Trump supporters are going to hack with Russia the power grid and bring it down.
[00:15:53.800 --> 00:15:54.480]  No evidence of that.
[00:15:55.060 --> 00:16:00.908]  That's preposterous stuff than a bunch of movies produced by Obama and Hollywood saying that exactly is going to happen.
[00:16:00.928 --> 00:16:12.604]  So I'm not dumb when I see three movies come out in one week saying Trump supporters are going to cut the power off of the Russia and race war and then they're saying it at the FBI with no evidence that they're pre-programming that move.
[00:16:14.407 --> 00:16:27.391]  I don't disagree with that, Alex, but notice yesterday there was a leaked story and sources said that former President Barack Obama is increasingly concerned about Joe Biden's ability to win re-election.
[00:16:27.871 --> 00:16:31.212]  They are greasing the skids to switch out Joe Biden.
[00:16:31.232 --> 00:16:32.152]  That's what I was going next.
[00:16:32.352 --> 00:16:33.453]  You said it over a year ago.
[00:16:33.913 --> 00:16:38.074]  Clearly they've allowed the indictments now and everything against Hunter to put pressure on Joe.
[00:16:38.094 --> 00:16:40.215]  But as you said, Joe and Jill want to stay.
[00:16:40.235 --> 00:16:40.955]  So what's going to happen there?
[00:16:42.228 --> 00:16:46.651]  I think you have internecine warfare going on in the Democratic Party.
[00:16:46.711 --> 00:16:54.596]  But at the end of the day, Barack Obama has more influence on the next Democratic National Convention than Joe Biden does.
[00:16:54.616 --> 00:17:08.405]   The use of these superdelegates, which were used to kneecap Bernie Sanders, could be threatened to be used to kneecap Joe Biden if he insists on Trying to hang in and stay as a candidate.
[00:17:08.465 --> 00:17:10.406]  Now, I've kind of revised my view.
[00:17:10.526 --> 00:17:14.989]  I don't think there's any circumstance under which Joe Biden will resign.
[00:17:15.910 --> 00:17:25.916]  But that's because I think he wants to retain the authority to pardon himself and his brother and his son and other key members of the Biden crime family.
[00:17:26.556 --> 00:17:28.998]  But at the end of the day, he's not a viable candidate.
[00:17:29.298 --> 00:17:31.960]  They know he can't stand up in a presidential day of debate.
[00:17:32.340 --> 00:17:33.921]  Hell, he can barely stand up, period.
[00:17:35.162 --> 00:17:42.245]  These efforts to knock Trump off the ballot are part and parcel of this current level of hysteria.
[00:17:42.265 --> 00:17:53.672]  Let me point out, they tried this in Michigan, they tried it in Minnesota, they tried it in Florida, they tried it in Rhode Island, they tried it in Arizona, they tried it in New Hampshire, and legally it has fallen short.
[00:17:53.972 --> 00:17:57.214]  This effort in Colorado will fall short as well.
[00:17:57.774 --> 00:18:01.736]  I predict that the Supreme Court will reverse this decision.
[00:18:03.397 --> 00:18:11.147]  And once that is done, this gambit, which is largely the brainchild of Norm Eisen and the people at Crew, will be over.
[00:18:11.487 --> 00:18:13.229]  This will be a failed gambit.
[00:18:13.790 --> 00:18:14.351]  What's next?
[00:18:14.431 --> 00:18:15.812]  Could we have another pandemic?
[00:18:16.213 --> 00:18:17.034]  Most definitely.
[00:18:17.775 --> 00:18:22.461]  Could there be a terrorist attack on American interests on our own soil?
[00:18:23.181 --> 00:18:32.724]  Given how many millions of illegals we have allowed into the country and our inability to track who they are and where they are, that's entirely possible.
[00:18:32.824 --> 00:18:33.944]  Will it be real?
[00:18:34.144 --> 00:18:35.724]  Will it be a false flag?
[00:18:36.305 --> 00:18:38.365]  I suspect there'll be no way to know.
[00:18:39.145 --> 00:18:44.227]  But the lesson of history, of course, is that people rally around a wartime president.
[00:18:44.267 --> 00:18:49.048]  People rally around the president at a time that the country is... I was about to back you up there.
[00:18:49.748 --> 00:18:54.853]  Biden said two weeks ago, if you don't give us 106 million for Ukraine, your sons and daughters will be dying within months.
[00:18:55.133 --> 00:18:56.214]  Then Lloyd Austin said it.
[00:18:56.234 --> 00:18:57.976]  Then the Secretary of State said it.
[00:18:58.356 --> 00:19:01.219]  The members of the House and Senate, both bipartisan, said it.
[00:19:01.639 --> 00:19:07.164]  So they're holding a threat of direct war with Russia at our head if we don't do whatever Biden says.
[00:19:07.224 --> 00:19:09.146]  I mean, that right there is so reckless.
[00:19:09.626 --> 00:19:12.669]  Doesn't the establishment see their own actions are the threat?
[00:19:13.189 --> 00:19:15.672]  Don't they see that they can just back off and stop this?
[00:19:16.952 --> 00:19:32.505]  I was actually going there next, which is I don't think that there's no possibility of formalizing an actual war with Russia as an excuse to somehow use the War Powers Act to postpone or delay the next election.
[00:19:32.565 --> 00:19:33.526]  I've studied the act.
[00:19:33.986 --> 00:19:36.148]  I think that would be a real legal stretch.
[00:19:36.568 --> 00:19:37.108]  Let me stop you.
[00:19:37.148 --> 00:19:40.670]  We know the OECD and the CIA still run Europe on record.
[00:19:41.071 --> 00:19:44.533]  They've had the German Chancellor say he's about to declare a wartime emergency.
[00:19:44.853 --> 00:19:47.115]  The new Polish leader just said they're doing it.
[00:19:47.515 --> 00:19:49.836]  And so yeah, I already see them setting this up.
[00:19:49.936 --> 00:19:52.178]  A big permanent emergency.
[00:19:52.498 --> 00:20:02.544]   If you think COVID was bad, folks, or climate change garbage, they're now saying war Top EU think tank came back last week and then it was echoed by the EU leaders.
[00:20:02.564 --> 00:20:04.085]  They said, permanent war.
[00:20:04.365 --> 00:20:05.346]  We're a new economy.
[00:20:05.506 --> 00:20:08.328]  Europe is a war economy with Germany at the center.
[00:20:08.808 --> 00:20:10.069]  Where have I heard of this before?
[00:20:10.149 --> 00:20:11.350]  I mean, you can't make this up.
[00:20:12.901 --> 00:20:19.788]  No, and it is all driven by the fact that all things being equal, Donald Trump is on his way back to the White House.
[00:20:19.849 --> 00:20:25.455]  I mean, every time they pull some gambit, it just ends up making him stronger.
[00:20:25.475 --> 00:20:28.338]  He's going to vanquish the opposition.
[00:20:28.358 --> 00:20:29.359]  Well, that was my next question.
[00:20:29.379 --> 00:20:30.180]  That was my next question.
[00:20:30.740 --> 00:20:38.552]  If every time they indict him or do this, his polls explode to just historic, above, way above, biggest ever since polling started, you're right.
[00:20:39.434 --> 00:20:40.495]  Why do they keep doing it?
[00:20:40.515 --> 00:20:44.061]  If it's not working, like a degenerate gambler, why do they keep betting?
[00:20:45.239 --> 00:20:48.001]  Because they believe that it will work in the future.
[00:20:48.061 --> 00:20:55.746]  In other words, what they would say in their own defense strategically is, well, it hasn't worked yet, but that's because he hasn't been convicted yet.
[00:20:55.846 --> 00:20:58.668]  And when he's convicted, it will all fall apart.
[00:20:58.988 --> 00:21:05.252]  This, by the way, was, let's face it, the underlying basis for Governor Ron DeSantis' decision to challenge Trump.
[00:21:05.532 --> 00:21:09.273]   It's just turned out to be I think it's going to continue to be wrong.
[00:21:10.234 --> 00:21:22.256]  People no longer think, which they once did, that the entire judicial system in our country is fair, and that justice is blind, and that the kind of things we see happening to the President can't happen in America.
[00:21:22.296 --> 00:21:23.756]  Well, we've seen otherwise.
[00:21:23.816 --> 00:21:25.976]  We saw what they did to General Flynn.
[00:21:26.076 --> 00:21:27.317]  We saw what they did to Trump.
[00:21:27.377 --> 00:21:33.618]  You trump me, so they've blown their credibility, but they're sequestered in little judicial bubbles.
[00:21:33.658 --> 00:21:34.638]  Have they figured it out yet?
[00:21:36.116 --> 00:21:36.816]  I don't think so.
[00:21:37.097 --> 00:21:40.678]  I think that they actually will up their game.
[00:21:40.898 --> 00:21:47.041]  I think that this decision yesterday, clearly driven by politics.
[00:21:47.081 --> 00:21:51.363]  I mean, you had one judge on... Oh, it's mad dog rabies behavior.
[00:21:52.583 --> 00:21:57.525]  Yes, I think it is illogical, hysterical behavior.
[00:21:57.666 --> 00:22:03.665]   But Trump Uh, really does instill in these people what we call Trump Derangement Syndrome.
[00:22:03.926 --> 00:22:04.887]  There's no question about that.
[00:22:04.907 --> 00:22:05.408]  Why does he do that?
[00:22:05.448 --> 00:22:06.068]  Why does he do that?
[00:22:06.229 --> 00:22:07.070]  You know him better than anybody.
[00:22:07.839 --> 00:22:14.064]  Because he's an existential threat to their entire uniparty control and their agenda.
[00:22:14.644 --> 00:22:26.833]  Before he was a businessman from New York, who I think turned out to be a truly great president, achieved truly great things, yet he was not still, at that point, he was not fully awake.
[00:22:27.774 --> 00:22:30.015]  And he really went to Washington.
[00:22:30.035 --> 00:22:32.677]  Now he's like Caesar coming back from exile.
[00:22:32.697 --> 00:22:33.358]  They're really scared.
[00:22:34.315 --> 00:22:35.937]  Yeah, exactly.
[00:22:35.957 --> 00:22:36.999]  He totally gets it.
[00:22:37.019 --> 00:22:38.080]  He knows who his friends are.
[00:22:38.421 --> 00:22:40.984]  He knows who his implacable enemies are.
[00:22:41.465 --> 00:22:43.207]  No, this isn't about revenge.
[00:22:43.587 --> 00:22:44.909]  This is about justice.
[00:22:45.290 --> 00:22:49.856]  It's about having one standard for everybody.
[00:22:49.916 --> 00:22:51.518]  Look, we saw this recently.
[00:22:51.838 --> 00:22:57.622]  Steve Bannon and Peter Navarro were both charged with contempt of Congress.
[00:22:58.083 --> 00:23:00.224]  They were quickly tried and convicted.
[00:23:00.544 --> 00:23:02.045]  They both appealed their convictions.
[00:23:02.426 --> 00:23:06.689]  Hunter Biden has denied a subpoena to testify before Congress.
[00:23:07.089 --> 00:23:12.413]  It's pretty clear to me the House Republicans are going to send a referral to the Justice Department that he be held in contempt.
[00:23:12.733 --> 00:23:13.653]  What will happen then?
[00:23:13.954 --> 00:23:14.234]  Nothing.
[00:23:15.777 --> 00:23:17.059]  I've been asking a lot of questions.
[00:23:17.079 --> 00:23:18.121]  You're on fire as well.
[00:23:18.141 --> 00:23:21.266]  I know you don't talk about your conversations with the big guy.
[00:23:21.307 --> 00:23:22.348]  I don't mean Biden.
[00:23:23.009 --> 00:23:24.011]  How is Trump doing?
[00:23:24.131 --> 00:23:25.474]  What do you advise the listeners to do?
[00:23:25.554 --> 00:23:26.034]  Where are we?
[00:23:26.375 --> 00:23:27.257]  How can we save the country?
[00:23:28.547 --> 00:23:38.892]  Well, first of all, as you know, I never get into the specifics of my actual conversations with the president, because if you if you were that indiscreet, well, before long, your conversations would end.
[00:23:39.613 --> 00:23:45.016]  But in general terms, I must tell you, he's he is incredibly buoyant.
[00:23:45.176 --> 00:23:47.717]  I mean, he's extraordinarily confident.
[00:23:48.817 --> 00:23:50.418]  He's very determined.
[00:23:51.319 --> 00:23:53.420]  He's he's very resilient.
[00:23:54.501 --> 00:23:56.002]  He's in an excellent mood.
[00:23:56.062 --> 00:24:10.417]  I mean, the level of stress on this man and his ability to handle that stress, having been in the meat grinder myself and having seen what you've been through, Alex, and what General Flynn went through and others, Trump is a superman.
[00:24:10.457 --> 00:24:11.157]  He really is.
[00:24:11.218 --> 00:24:14.421]  He looks younger than five years ago.
[00:24:15.819 --> 00:24:16.580]  He's lost weight.
[00:24:16.920 --> 00:24:18.082]  He says he feels good.
