[00:00:00.000 --> 00:00:27.359]  [MUSIC PLAYING]
[00:05:05.694 --> 00:05:09.738]  We're going to go to break for one minute, join a lot of radio stations and TV stations that join us at six after.
[00:05:10.078 --> 00:05:11.719]  We're going to go to excerpts of the press conference.
[00:05:12.620 --> 00:05:14.401]  It's Tuesday, August 8th.
[00:05:16.303 --> 00:05:23.087]  2023, historic developments in the fight for free speech and the restoration of our republic, 1776, worldwide.
[00:05:23.107 --> 00:05:31.592]  And I think the best way to lay out what's just happened is to air 15 minutes from the hour and a half long incredible press conference that just ended about 35-40 minutes ago.
[00:05:32.973 --> 00:05:35.876]  Here in North Texas at Steven Crowder's Incredible Studios.
[00:05:36.196 --> 00:05:37.898]  They plan to bring on hundreds of hosts.
[00:05:38.438 --> 00:05:40.020]  They have dozens of people on air.
[00:05:40.360 --> 00:05:44.024]  They're reaching six, seven million people every day.
[00:05:44.484 --> 00:05:48.568]  This is the biggest thing out there already and it is about to explode.
[00:05:48.868 --> 00:05:50.189]  The system fears this.
[00:05:50.570 --> 00:05:51.571]  They're scared of this.
[00:05:51.931 --> 00:05:53.172]  InfoWars is going anywhere.
[00:05:53.192 --> 00:06:03.637]   This is InfoWars teaming up with Steven Crowder and his incredible operation for reporters on the ground, investigative reports, just a massive expansion in the fight against tyranny.
[00:06:03.657 --> 00:06:06.478]  Instead of just hanging on, we are going to thrive.
[00:06:06.518 --> 00:06:07.999]  You either thrive or you implode.
[00:06:08.259 --> 00:06:13.522]  Well, we are going on the offense because if the globalists want to fight, we're not sure how this is going to end.
[00:06:13.602 --> 00:06:16.343]  But if they want to fight, they better believe they've got one.
[00:06:16.363 --> 00:06:20.125]  So we're about to air some of the press conference today.
[00:06:21.045 --> 00:06:23.367]  Everybody should go to lateralwithcrowder.com.
[00:06:24.467 --> 00:06:25.468]  Everybody should go there right now.
[00:06:25.868 --> 00:06:56.186]   If people want to see the new three-hour podcast I'm going to start every week and it's going to expand to every day with the regular InfoWars show and so much more, you should go and sign up right now at jonescrowder.com and you get a free month for all the shows with Steven Crowder and all the other programs that are being launched and the Hodge Twins and more and then that builds the infrastructure because imagine Imagine if instead of just a boycott, $40-something billion that Anheuser-Busch lost with the Bud Light thing, imagine a billion-dollar boycott.
[00:06:56.206 --> 00:07:00.047]  Hey folks, if $50 million comes in, this'll dwarf everything.
[00:07:00.327 --> 00:07:02.527]  This'll dwarf all the other networks, Daily Wire, all of it.
[00:07:02.547 --> 00:07:07.809]  But it's not about competition, it's about the other conservative networks aren't going 20% of the way.
[00:07:08.189 --> 00:07:11.789]  We're going all the way to bring down the New World Order with tomorrow's news today.
[00:07:11.809 --> 00:07:19.369]   So go to jonescrowder.com, jonescrowder.com, and we'll put that on screen later, jonescrowder.com.
[00:07:19.369 --> 00:07:24.248]   And that takes you right to the sub page at ladderwithcrowder.com/mugclub,
[00:07:24.248 --> 00:07:26.129]  where you get the free month.
[00:07:26.129 --> 00:07:29.049]   They got a bunch of other specials, a bunch of other deals there as well.
[00:07:29.049 --> 00:07:30.648]  So be sure and take advantage of that.
[00:07:30.648 --> 00:07:32.209]  It takes money to fight a war.
[00:07:32.209 --> 00:07:38.369]   You want us to fight hard and go to Bilderberg and go to Bohemian Grove and go to all the other big events.
[00:07:38.936 --> 00:07:44.799]  You want us to go to the DNC, the RNC, reporters on the border.
[00:07:45.280 --> 00:07:46.580]  You want us to go to the Deimos Group.
[00:07:46.841 --> 00:07:47.961]  We're going to do it.
[00:07:48.502 --> 00:07:49.822]  And this is the next level.
[00:07:49.842 --> 00:07:51.584]  I want to salute the info warriors out there.
[00:07:51.644 --> 00:08:04.213]   Go to jonescrowder.com now and be The front line patriots, the first to sign up for like $7 a month to build this next level infrastructure with Rumble.
[00:08:04.533 --> 00:08:05.394]  It's not censoring.
[00:08:05.674 --> 00:08:07.396]  We're already having incredible success.
[00:08:07.436 --> 00:08:08.376]  I salute Steven Crowder.
[00:08:08.657 --> 00:08:09.878]  Here's part of the press conference today.
[00:08:09.898 --> 00:08:12.800]  We'll be back with Steven Crowder and some of his other crew in studio.
[00:08:12.620 --> 00:08:13.620]  Stay with us.
[00:08:13.620 --> 00:08:22.620]  [MUSIC]
[00:08:22.620 --> 00:08:27.620]   Have you been compromising day in and day out when no compromise is necessary?
[00:08:27.620 --> 00:08:31.620]  [MUSIC]
[00:08:31.757 --> 00:08:32.617]  And I'll go one further.
[00:08:33.058 --> 00:08:37.660]  Where no compromise should ever be expected from you.
[00:08:39.300 --> 00:08:41.540]  It is time to match intensity.
[00:08:41.540 --> 00:08:52.659]   Every single one of you watching or listening right now needs to flip a switch in your head
[00:08:52.659 --> 00:09:02.260]   where you will make those sons of bitches embarrassed that they ever even thought of asking that compromise.
[00:09:02.526 --> 00:09:06.128]  Imagine the founding fathers looking down and going, what the fuck are you people doing?
[00:09:06.148 --> 00:09:12.071]  You're talking about the same people that rail against misinformation, who platform Adam Schiff.
[00:09:12.091 --> 00:09:14.913]  This case needs to be blown up and the ATF needs to be held accountable.
[00:09:15.092 --> 00:09:22.092]  Why can't we not condemn evil behavior?
[00:09:22.092 --> 00:09:44.771]   Of comedy specials, we have new shows, the investigative unit, which we've discussed
[00:09:44.830 --> 00:09:47.232]  And again, you get a free shirt at ladoscreditor.com slash Mug Club.
[00:09:47.252 --> 00:09:51.835]  But we have another announcement to make regarding a new acquisition here.
[00:09:51.915 --> 00:09:54.037]  And by the way, I'll be taking your chats here after this.
[00:09:54.077 --> 00:09:58.841]  We'll be taking some questions from the press, so you can send your chats in right now on Mug Club.
[00:09:59.081 --> 00:10:01.903]  And we'll be releasing more information regarding some of the developments.
[00:10:02.604 --> 00:10:06.025]   But this is one that we're all Pretty excited about.
[00:10:06.726 --> 00:10:10.268]  And again, if it was just business, it wouldn't make sense.
[00:10:14.790 --> 00:10:24.135]  This is a man who was removed from the platforms of Apple, Spotify, Google, Facebook, Meta, X, whatever the hell it is, all on the same day.
[00:10:24.435 --> 00:10:25.456]  But there's no coordination.
[00:10:25.476 --> 00:10:27.377]  It's just coincidence.
[00:10:28.746 --> 00:10:31.727]  And there were, by the way, many people back then who said, well, that's just him.
[00:10:32.448 --> 00:10:33.328]  He's too extreme.
[00:10:33.828 --> 00:10:34.829]  That's just an isolated case.
[00:10:34.869 --> 00:10:35.649]  It won't happen to me.
[00:10:36.029 --> 00:10:38.350]  Well, are you paying attention now?
[00:10:40.991 --> 00:10:48.255]  And so people who we all expect to stand in the line of fire, who are supposed to be brothers in arms, tucked tail and ran.
[00:10:49.215 --> 00:10:55.738]  They struck plea bargains with the platforms who, for a period of time, would punish anyone who even hosted him as a guest.
[00:10:57.258 --> 00:10:58.239]  This is the canary in the coal mine.
[00:10:59.963 --> 00:11:03.404]  These people at these big tech platforms, they tell you that they'll never come for you.
[00:11:03.885 --> 00:11:13.489]  That you can keep your tens of millions in revenue, or millions that you make from their platforms, and really all that means is that if you're lucky, really lucky, they'll kill you last.
[00:11:14.429 --> 00:11:17.490]  Well, they tried to kill this next man first.
[00:11:18.911 --> 00:11:21.232]  And if he's honest, he'll tell you, they almost did.
[00:11:21.252 --> 00:11:23.613]  They did a lot of damage.
[00:11:24.622 --> 00:11:33.867]  But if there's one thing you can say about this man, love him or hate him, is that he will fight for this country with every last breath in his body, and he just won't die.
[00:11:34.687 --> 00:11:50.936]  So it's with as much pride that I can convey, and as much surprise, by the way, as you, in landing this white whale, the number one draft pick, without a doubt, out there, that for the first time he will launch his subscription network exclusively under the Mug Club umbrella, starting with his new Friday show.
[00:11:51.798 --> 00:12:05.044]  On August 18th, ladies and gentlemen... I don't like them putting chemicals in the water that turn the friggin' frogs gay!
[00:12:06.824 --> 00:12:10.424]   Hitler took the guns, Stalin took the guns, Mao took the guns,
[00:12:10.424 --> 00:12:13.224]  Manel Castro took the guns, Hugo Chavez took the guns.
[00:12:13.224 --> 00:12:18.984]  And if you try to take our guns, 1776 will commence again.
[00:12:18.984 --> 00:12:25.304]   Sticking with Facebook, it is one of several companies today
[00:12:25.304 --> 00:12:28.343]  that are limiting the content of far-right podcasts.
[00:12:28.495 --> 00:12:34.460]  InfoWars, Facebook, Apple, and YouTube have all taken down content from Jones and his InfoWars channel.
[00:12:34.540 --> 00:12:38.443]  Whenever I talk about Alex Jones, my wife will not let me into the house until I've been deloused.
[00:12:38.803 --> 00:12:43.787]  Anyone who believes in Alex Jones and believes these theories, you really gotta go get help.
[00:12:43.726 --> 00:12:48.726]  Alex Jones has been ordered to pay 965 million dollars.
[00:12:48.726 --> 00:12:53.726]  Look how they've removed the control information.
[00:12:53.671 --> 00:12:54.572]  There's always been.
[00:12:54.992 --> 00:12:59.035]  And it ought to scare people that you've got a move to indoctrinate the children of America.
[00:12:59.315 --> 00:13:03.578]  If they can get you to be part of a group, an environmentalist or part of your minority group.
[00:13:03.598 --> 00:13:08.481]  Black, Latino, and indigenous people are suffering and dying disproportionately.
[00:13:08.521 --> 00:13:11.583]  The most dangerous terrorist threat to our homeland is white supremacy.
[00:13:11.603 --> 00:13:15.726]  They'll have their little tailor-made people that they're bought and paid for to claim to be your leaders.
[00:13:16.287 --> 00:13:18.748]  We're looking at a giant war in February right now.
[00:13:19.068 --> 00:13:21.068]  Currently, that's the projection.
[00:13:21.068 --> 00:13:26.068]  [Music]
[00:13:26.068 --> 00:13:33.478]   There's an entire agenda afoot to force the population to undergo different type of medical treatments, namely
[00:13:33.478 --> 00:13:34.068]  vaccines.
[00:13:34.068 --> 00:13:36.068]  In 2008...
[00:13:35.500 --> 00:13:46.487]  In 2002, there is a tyrannical organization calling itself the New World Order, pushing for worldwide government, a cashless society.
[00:13:46.787 --> 00:13:48.728]  If any terrorism comes, it's from this government.
[00:13:49.128 --> 00:14:00.558]  And if there was an outside threat like a Bin Laden, who was a known CIS in the 80s, running the Mujahideen War, whose family builds all the military bases over in Saudi Arabia right now, this is the board of Iridium Satellite.
[00:14:00.778 --> 00:14:03.080]  He's the boogeyman they need.
[00:14:03.180 --> 00:14:04.241]  I've been shadowbanned.
[00:14:05.042 --> 00:14:06.343]  I've been called a liar.
[00:14:07.064 --> 00:14:10.386]  I've been silenced on virtually every platform created by man.
[00:14:11.167 --> 00:14:14.070]  My life has been threatened, repeatedly.
[00:14:14.110 --> 00:14:16.652]  They've tried to destroy me, but I survived.
[00:14:18.160 --> 00:14:20.303]  And that's why I'm joining Mug Club.
[00:14:24.448 --> 00:14:27.448]  Alex Jones, everybody!
[00:14:27.448 --> 00:14:39.448]  [applause]
[00:14:39.448 --> 00:14:40.448]  Thank you.
[00:14:40.596 --> 00:14:41.797]  Listen, I want to thank everybody tuning in.
[00:14:41.817 --> 00:14:45.341]  I want to thank everybody tuning in right now, but I want to be deadly serious here.
[00:14:45.801 --> 00:14:47.663]  I've not been this excited ever!
[00:14:47.824 --> 00:14:50.066]  Yeah, Mud Club, baby!
[00:14:50.286 --> 00:14:50.827]  Wow!
[00:14:53.473 --> 00:14:55.114]  I've known Steven for more than 10 years.
[00:14:55.194 --> 00:14:56.755]  Used to, you know, beg him to come on my show.
[00:14:56.795 --> 00:14:57.936]  Always a really busy guy.
[00:14:58.056 --> 00:14:59.496]  And he's been a bit of a popper forever.
[00:15:00.937 --> 00:15:01.938]  But we kind of knew each other.
[00:15:02.158 --> 00:15:06.100]  But as soon as I got the platform, he saw as a threat and he said, I want you on immediately.
[00:15:06.120 --> 00:15:11.963]  The day after, when everybody else was running away, including my friends, he was like, no, this is a danger to everybody.
[00:15:12.023 --> 00:15:12.764]  I see what this is.
[00:15:13.564 --> 00:15:16.327]  And then again, everybody else was shutting down during the lockdown.
[00:15:16.347 --> 00:15:17.008]  I didn't.
[00:15:17.228 --> 00:15:17.588]  He didn't.
[00:15:18.069 --> 00:15:20.772]  And so it's that type of instinctive courage that I really respect.
[00:15:20.792 --> 00:15:22.814]  We've become good friends the last three or four years.
[00:15:22.854 --> 00:15:24.596]  Since then, I love coming up here.
[00:15:24.616 --> 00:15:25.237]  I love the energy.
[00:15:25.257 --> 00:15:38.634]   And let's be clear, InfoWars isn't going anywhere or Austin Operation, my regular show that's on talk radio everywhere, but We've been talking for years about some type of collaboration and he had to move from where he was to trailblaze and do this.
[00:15:39.415 --> 00:15:41.276]  And what's incredible is it's succeeding.
[00:15:41.617 --> 00:15:42.317]  But here's the key.
[00:15:43.018 --> 00:15:47.341]  We don't just have the left and the globalist and big tech and the intelligence agencies.
[00:15:47.782 --> 00:15:57.189]  We now know that we're censoring and controlling and suppressing election information and vaccine information and open border and human trafficking information, fentanyl info and Afghan withdrawal info.
[00:15:58.330 --> 00:16:14.258]   It's the big think tanks that Crowder alluded to earlier that are so-called conservative that have billions of dollars over the last decade to buy and control the populist, nationalist, common-sense capitalist movement that this country was founded on that met at the apple of the world's eye.
[00:16:14.959 --> 00:16:21.162]  And so we're not just challenging the left and Hollywood and big tech, we're challenging Conservative Inc.
[00:16:21.182 --> 00:16:31.089]   And that didn't make sense to some people that weren't You know, clued in or on the inside of what really goes on six months ago when Crowder was making a big deal about the other big conservative platforms that aren't conservative.
[00:16:31.329 --> 00:16:41.017]  They interface with YouTube and Facebook and before Twitter was sold to Musk and literally sit around in smoky rooms laughing at the conservatives.
[00:16:41.337 --> 00:16:41.998]  And I've been around it.
[00:16:42.058 --> 00:16:46.902]  It's disgusting to people that have authenticity like Steven Crowder and this incredible crew.
[00:16:47.502 --> 00:16:48.803]  These are real people.
[00:16:48.863 --> 00:16:50.485]  No, these are real people right here.
[00:16:51.590 --> 00:16:57.912]  Harold Morgan, all of these comedians, all these people have turned down tens of millions of dollars to tell the truth.
[00:16:58.552 --> 00:17:04.714]  I mean, there's people out there like Ted Nugent lost probably a hundred million dollars the last six, seven years supporting Trump.
[00:17:04.734 --> 00:17:05.334]  It's been in the news.
[00:17:05.574 --> 00:17:07.275]  Just no more stadiums, no more nothing.
[00:17:07.935 --> 00:17:08.975]  It's over for him.
[00:17:09.015 --> 00:17:10.496]  So there's not many people like that.
[00:17:10.516 --> 00:17:11.896]  Probably should bring Ted Nugent over here.
[00:17:14.157 --> 00:17:17.740]  What I'm getting down to is we need an independent network that isn't controlled.
[00:17:17.980 --> 00:17:24.704]  And I'm sorry, Twitter is better than some of the other so-called conservative or open platforms, but it's still not even halfway free.
[00:17:25.304 --> 00:17:29.007]  Yeah, halfway free feels better than no free, and I'm not even criticizing Twitter.
[00:17:29.087 --> 00:17:30.368]  It's just, it's just not free.
[00:17:30.808 --> 00:17:37.492]  So many really effective people that expose Communist China and certain owners of Twitter's connection to it, they're all still censored.
[00:17:38.353 --> 00:17:42.113]   not Mug Club. And I know the plan that Crowder has, he's told me about it, he's told you
[00:17:42.113 --> 00:17:46.313]   a lot about it, is to literally bring on hundreds of providers, and I guess in the long term
[00:17:46.313 --> 00:17:51.432]   even thousands, and then use the great folks at Rumble that really are free and open to
[00:17:51.432 --> 00:17:55.513]   energize this. So people always say, "Hey, if you want your own internet, why don't you
[00:17:55.513 --> 00:17:59.513]   build it? Or you want your own platform, build it." Well, it's very hard to do, but he's
[00:17:59.513 --> 00:18:03.793]   been able to do it because of you, the Mug Club members, and that gives him that independence.
[00:18:03.916 --> 00:18:07.278]  So you literally aren't just the tail of the dog, you're the whole shoot match.
[00:18:07.298 --> 00:18:15.264]  You're the whole dog, the teeth, the brain, you know, the feet, the guts, the heart, the brain, the eyes and ears with the investigative unit and everything.
[00:18:15.524 --> 00:18:19.467]  You are this operation, and if you get excited about this, it's game over for the New World Order.
[00:18:19.788 --> 00:18:22.988]   Listen, we came and founded a new country to get away from tyranny.
[00:18:22.988 --> 00:18:26.028]   We weren't perfect, but it became the freest, greatest thing ever.
[00:18:26.028 --> 00:18:31.788]   So it's that the Israelites left Egypt under Ramses II,
[00:18:31.788 --> 00:18:34.867]   and they've now dug up all the tablets and the history, and that's a true story.
[00:18:34.867 --> 00:18:35.707]  It really happened.
[00:18:35.707 --> 00:18:37.788]  It's on the Egyptian hieroglyphs as well.
[00:18:37.788 --> 00:18:40.867]   So Stephen Crowder and the Mug Club and this whole operation
[00:18:40.867 --> 00:18:45.788]   is literally leading everybody out of Egypt, and we don't have to wait 50 years or 40 years
[00:18:45.788 --> 00:18:47.347]  to cross the River Jordan, folks.
[00:18:47.104 --> 00:18:48.205]  We're doing it right now.
[00:18:48.505 --> 00:18:50.606]  It's already launched, out of the gate, successful.
[00:18:50.867 --> 00:18:58.832]  That is a true American success story of dedication, work, not backing down, and it challenges the entire system.
[00:18:58.892 --> 00:19:11.340]  So when this is successful, and it already is, but I mean super successful, it will then be the example to all the other big, so-called conservative, populist talk show hosts who don't like serving the globalists, but are too scared to buck them.
[00:19:11.920 --> 00:19:14.702]  To let them then have the courage to follow us.
[00:19:15.063 --> 00:19:20.487]  So this is true leadership and history that you're watching right now today.
[00:19:20.527 --> 00:19:21.748]  Now here's another key point.
[00:19:22.268 --> 00:19:28.853]  If you look at the 40 plus billion that Anheuser-Busch has lost with the entire debacle with Bud Light.
[00:19:29.634 --> 00:19:36.439]  That's a great example of us saying we're going to withdraw support of people targeting children and sexualization and this whole transhumanist movement.
[00:19:36.459 --> 00:19:36.920]  That's what it is.
[00:19:37.765 --> 00:19:40.586]  I mean, you all know Harari at the WEF says, oh, this is just the beginning.
[00:19:40.606 --> 00:19:46.608]  If you'll accept two men having a baby, you'll accept cyborgs, all the rest of it, clones, animal-human hybrids, which is all out in the open now.
[00:19:47.129 --> 00:19:49.990]  But instead of just boycotts, what about bycots?
[00:19:50.490 --> 00:19:51.850]  And that's what this is, folks.
[00:19:52.210 --> 00:20:02.534]  You get all these great shows, all these great memberships, all these great things, and know that you're part of history, bucking the system, American Revolution, 1776, Worldwide 2.0.
[00:20:02.794 --> 00:20:03.955]  So the boycotts are great.
[00:20:04.355 --> 00:20:09.797]  Pull your money out of the globalist system, but then spend it with the institutions and organizations that are standing in freedom.
[00:20:10.597 --> 00:20:17.740]  If Anheuser-Busch just lost, I think the number I saw last week was 41 billion, it just keeps going up and up, 25% market share in all of their products.
[00:20:19.039 --> 00:20:23.582]  Think about what would happen if people spent a billion on Mug Club instead of 10 million or whatever.
[00:20:23.802 --> 00:20:27.285]  Because this guy's putting almost everything back into the operation.
[00:20:27.905 --> 00:20:35.551]  Because it is about the excitement of standing up for liberty and connecting to our forefathers and foremothers that created this country.
[00:20:35.971 --> 00:20:36.731]  And that's what this is about.
[00:20:39.212 --> 00:20:43.316]  Business sense to not roll over and make the hundreds of millions and solve the system.
[00:20:43.356 --> 00:20:46.019]  But wait, if the whole country and the world's gone, that money doesn't matter.
[00:20:46.099 --> 00:20:47.721]  It makes perfect business sense.
[00:20:47.620 --> 00:20:54.620]   Because our business is prosperity and freedom and justice and Americana 1776 worldwide!
[00:20:54.620 --> 00:20:57.620]  [applause]
[00:20:57.620 --> 00:20:59.620]  So that's what this is all about.
[00:20:59.664 --> 00:21:04.906]  So we've been talking for six months about doing this, and I said, well, I'm going to keep InfoWars going, the great crew we do.
[00:21:05.486 --> 00:21:07.346]  And they thought, and I said, what's your idea?
[00:21:07.366 --> 00:21:08.427]  And I had mine already written down.
[00:21:08.447 --> 00:21:12.848]  They said, once a week show, build off that, then start building some other shows.
[00:21:13.388 --> 00:21:21.471]  And with the funding we get from this, we'll be able to hire back more reporters, do more investigative stuff on the ground at the border and at Bilderberg and at Davos and at the RNC and DNC.
[00:21:21.511 --> 00:21:22.952]  So this is a match made in heaven.
[00:21:23.452 --> 00:21:28.333]   Everybody Needs to tell your friends, your family, your neighbors, hey, you want a second American Revolution?
[00:21:28.533 --> 00:21:29.333]  You don't like what's happening?
[00:21:29.533 --> 00:21:32.814]  Well, this is the group, this is the organization that is the best there is.
[00:21:33.054 --> 00:21:34.974]  We're not up here saying, you know, we're Superman.
[00:21:34.994 --> 00:21:36.394]  We're not up here saying we have all the answers.
[00:21:36.595 --> 00:21:37.095]  But you know what?
[00:21:37.595 --> 00:21:38.875]  It's not bragging when it's fact.
[00:21:38.975 --> 00:21:50.077]  People need to recognize that this operation with Steven Crowder and his crew we're doing is the best, open, freest, biggest thing there is in the world in opposition to the New World Order.
[00:21:50.257 --> 00:21:59.140]   And hey, you tune into my show, you're gonna get You're going to get hardcore analysis and over-the-horizon information on what the globalists are planning next.
[00:21:59.200 --> 00:21:59.741]  That's all it is.
[00:21:59.761 --> 00:22:00.081]  Study it.
[00:22:00.381 --> 00:22:01.002]  It's hardcore.
[00:22:01.042 --> 00:22:02.224]  Don't slit your wrist after you watch it.
[00:22:02.664 --> 00:22:08.332]  But the good thing is you can then tune in to the incredible, amazing, better-than-the-nighttime comedy shows.
[00:22:09.293 --> 00:22:12.715]  Live delivery of these guys, and they make it fun.
[00:22:12.755 --> 00:22:14.115]  That's why I like the energy here.
[00:22:14.415 --> 00:22:18.257]  It's quite frankly, InfoWars, great crew, great people, but it's like you are in a bunker.
[00:22:18.477 --> 00:22:20.598]  We've been doing it 20-something years, and it's crazy.
[00:22:20.878 --> 00:22:27.081]  So it's a breath of fresh air to just add this family to what's happening, to be part of this organization, and to have the InfoWars crew.
[00:22:27.361 --> 00:22:28.962]  Now you're becoming part of this organization.
[00:22:29.042 --> 00:22:30.523]  I'm just blessed and honored.
[00:22:30.563 --> 00:22:31.103]  It's incredible.
[00:22:31.503 --> 00:22:37.489]  And at 11 a.m., just coming up in about an hour from now, I'll do my live show out of the classic Steven Crowder Studios.
[00:22:37.509 --> 00:22:39.551]  We're going to have these guys in here with us.
[00:22:40.011 --> 00:22:40.812]  It's so exciting.
[00:22:40.832 --> 00:22:41.393]  So, 11 a.m.
[00:22:41.413 --> 00:22:44.556]  Central, InfoWars.com, forward slash show and band out video.
