[00:00:00.000 --> 00:00:07.599]  [outro music]
[00:02:57.783 --> 00:03:02.706]  The three-committee structure that made up this parallel government inspired our U.S.
[00:03:02.766 --> 00:03:07.049]  Constitution, a concept of government based upon delegation.
[00:03:07.710 --> 00:03:09.751]  Individuals were not elected to rule.
[00:03:10.111 --> 00:03:14.014]  Their only purpose was to facilitate and implement the will of the people.
[00:03:14.594 --> 00:03:18.757]  It was a government of the people, by the people, and for the people.
[00:03:19.597 --> 00:03:27.545]  Each state was considered to be its own country, which was freely subordinating aspects of its own authority to a federal government.
[00:03:28.226 --> 00:03:39.536]  Lawfully speaking, this has never changed, but the federal government of the United States has become bloated with loyalists to the City of London and enemies of We The People.
[00:03:40.439 --> 00:03:53.804]  For well over a century, we the people have been coerced into becoming voluntary slaves to a multinational corporate power structure, which has increasingly dumbed us down more and more with each generation.
[00:03:54.684 --> 00:03:57.405]  Unconstitutional amendments have been enacted.
[00:03:57.985 --> 00:04:01.466]  Constitutional limits of representation have been ignored.
[00:04:01.987 --> 00:04:07.909]  And by accepting Federal Reserve banknotes, we have made ourselves a dishonorable nation of debtors.
[00:04:08.929 --> 00:04:11.970]  By continually contracting with the corporate U.S.
[00:04:12.190 --> 00:04:15.552]  being operated out of the Washington, D.C.
[00:04:15.852 --> 00:04:23.975]  city-state, Americans are perpetually surrendering their constitutional sovereignty in return for corporate benefits.
[00:04:24.995 --> 00:04:28.096]  We share a common enemy with our founding fathers.
[00:04:28.536 --> 00:04:30.237]  Today we call them globalists.
[00:04:30.677 --> 00:04:32.637]  Back then, they called them British.
[00:04:33.197 --> 00:04:37.339]  A foreign power exploiting the will and destiny of Americans.
[00:04:37.979 --> 00:04:41.120]  And back then, their remedy was the Committee of Safety.
[00:04:41.980 --> 00:04:43.441]  This is happening again today.
[00:04:43.921 --> 00:04:47.023]  Communities are forming their own committees of safety.
[00:04:47.543 --> 00:05:04.234]  An excellent example is Santa Rosa County, Florida, where the Recall Florida movement sprang from, which seeks to empower the citizens of Florida with the ability to recall county commissioners for corruption, malfeasance, and neglect of duty.
[00:05:05.194 --> 00:05:10.555]  The county sheriff is charged with upholding the supreme law of the Constitution.
[00:05:11.035 --> 00:05:23.758]  And with your county government in line with your county sheriff, citizens of that county will have the lawful parallel government they need to liberate themselves from contracts made with the corporate U.S.
[00:05:24.158 --> 00:05:31.400]  Because the powers held by the sheriff supersede those of any government official when in the jurisdiction of that county.
[00:05:32.355 --> 00:05:37.398]  The PSYOP today is meant to make you feel dependent upon the federal government.
[00:05:37.959 --> 00:05:40.140]  But that has always been your choice.
[00:05:40.741 --> 00:05:42.042]  And it's not the only choice.
[00:05:42.622 --> 00:05:47.966]  You can contact your local sheriff and ask him about his oath to uphold the Constitution.
[00:05:48.706 --> 00:05:50.667]  You can form committees of safety.
[00:05:51.328 --> 00:05:54.690]  And you can lawfully purge your local government of corruption.
[00:05:55.491 --> 00:05:58.533]  But it requires action, and time is quickly running out.
[00:05:59.405 --> 00:06:02.405]  Reporting for InfoWars, this is Greg Reese.
[00:06:02.405 --> 00:06:27.905]  How many of you has got the Vax?
[00:06:28.905 --> 00:06:30.905]  Ha ha!
[00:06:30.924 --> 00:06:34.265]  A few of yous, you probably had to get it right.
[00:06:34.465 --> 00:06:36.026]  Were you forced to get the backs?
[00:06:36.446 --> 00:06:36.806]  Yeah.
[00:06:37.266 --> 00:06:41.007]  Boy, what a... That makes me mad they forced people to get the backs.
[00:06:41.327 --> 00:06:44.568]  I hope they have to pay for that, what they did to us.
[00:06:45.248 --> 00:06:52.710]  Did you get any of that myocarditis or the facial paralysis or, you know, the adult dropping dead syndrome or any of that sh**?
[00:06:53.790 --> 00:06:54.690]  Did any of that?
[00:06:55.611 --> 00:06:56.851]  What happened to people?
[00:06:58.345 --> 00:07:04.688]  That they start believing, for some reason, that this government had their best interest at heart?
[00:07:04.708 --> 00:07:05.869]  Ha ha ha!
[00:07:06.029 --> 00:07:08.490]  Ha ha ha!
[00:07:09.690 --> 00:07:12.032]  Ha ha ha ha ha!
[00:07:12.792 --> 00:07:14.792]  What?
[00:07:14.792 --> 00:07:20.631]  What?
[00:07:20.631 --> 00:07:30.631]  [BLANK_AUDIO]
[00:07:22.871 --> 00:07:32.720]  My whole family's a bunch of libtards, you know, as I said, and they've called me a conspiracy theorist the whole time, but everything I said turned out to be true.
[00:07:33.060 --> 00:07:34.481]  Did they apologize?
[00:07:34.901 --> 00:07:36.062]  Hell no!
[00:07:38.224 --> 00:07:39.565]  They never apologize.
[00:07:41.247 --> 00:07:42.708]  They never admit they're wrong, do they?
[00:07:43.288 --> 00:07:47.832]  Now, my whole family is sick, what, with blood clots and this and that and the other.
[00:07:47.932 --> 00:07:48.913]  They're all sick.
[00:07:48.993 --> 00:07:50.515]  I'm the only healthy one.
[00:07:51.800 --> 00:07:53.800]  I'm gonna miss 'em.
[00:07:53.800 --> 00:07:55.800]  [laughter]
[00:07:55.800 --> 00:07:57.800]  [applause]
[00:07:57.800 --> 00:07:59.800]  [laughter]
[00:07:59.800 --> 00:08:18.591]   What happened to people that are How can they line up to take these shots from this government, knowing that this government gave smallpox-infested blankets to the First Nations people, gave syphilis to black prisoners in Tuskegee,
[00:08:19.591 --> 00:08:26.340]  Told us there was weapons of mass destruction before they leveled Iraq and destroyed Libya.
[00:08:26.941 --> 00:08:31.186]  Told us Fen-Phen was safe and then all the fucking fat people died.
[00:08:35.271 --> 00:08:36.153]  What happened?
[00:08:36.957 --> 00:08:39.739]  And they're like, hey, can I get that booster?
[00:08:40.059 --> 00:08:43.241]  Can I get that shot and those 15 boosters?
[00:08:43.502 --> 00:08:48.585]  Would you mind giving my daughter here that shot right in her eyeball after she's born?
[00:08:48.945 --> 00:08:51.247]  Could you give her 10 of those right in the eyeball?
[00:08:51.547 --> 00:08:54.770]  Could you give her a shot right in her little baby clitoris?
[00:08:54.850 --> 00:08:57.491]  Could you do that for me, Mr. Biden?
[00:08:58.011 --> 00:09:00.011]  What's wrong with PayPal?
[00:09:00.011 --> 00:09:19.011]   From the front lines of the information war, it's Alex Jones.
[00:09:20.011 --> 00:09:23.011]  The war is over.
[00:09:23.011 --> 00:09:27.011]  The war is over.
[00:09:27.011 --> 00:09:48.011]  [Music]
[00:09:48.265 --> 00:09:51.914]  Ladies and gentlemen, I'm Alex Jones, your host.
[00:09:53.277 --> 00:09:54.440]  It's Saturday, March 4, 2023.
[00:09:56.545 --> 00:10:04.993]  It is 12.10 exactly Central Standard Time, and I have been gone for close to a week, though I did host about half of the shows.
[00:10:05.794 --> 00:10:18.745]  I have dedicated myself to spending more time with family, with my parents, and with my children and others, because I've just been working seven days a week for 28 years, and I've just been committed to do that.
[00:10:19.346 --> 00:10:22.908]  I'm doing some catching up, even though the world's in a more intense and sane place than ever.
[00:10:23.468 --> 00:10:32.593]  I've committed to take off at least five, six days, purely, every month to spend it exclusively with my family, because that is so important to do.
[00:10:32.713 --> 00:10:36.816]  Who knows how long we'll even be here with the looming threat of nuclear war.
[00:10:36.856 --> 00:10:43.499]  But I also commit to you to do more special broadcasts that actually increase the overall amount of time we're on air.
[00:10:43.519 --> 00:10:47.762]  We're going to be here live today for several hours, commercial free, on this Saturday.
[00:10:48.542 --> 00:10:52.145]  And then I'll be back tomorrow night 4 to 8 p.m.
[00:10:52.185 --> 00:10:57.891]  with my show and then Sunday live here on the InfoWars radio slash TV network.
[00:10:58.391 --> 00:11:03.856]  Okay, we got a big live transmission that's going to go for at least the next two hours.
[00:11:03.876 --> 00:11:04.797]  We can go as long as we want.
[00:11:05.865 --> 00:11:12.408]  We are scheduled to have Roseanne Barr, who's going to arrive at the studio here very soon, in studio with us.
[00:11:12.608 --> 00:11:14.389]  Very funny lady, very smart lady.
[00:11:15.250 --> 00:11:16.630]  Eccentric, but who isn't?
[00:11:16.670 --> 00:11:18.091]  Who's interesting and smart.
[00:11:18.731 --> 00:11:21.373]  And she's coming here with her family, so I look forward to meeting her in person.
[00:11:21.773 --> 00:11:26.855]  I've talked to her over the phone for many, many years, but we never got it set up for her to come on the show.
[00:11:26.896 --> 00:11:29.017]  But she doesn't just live in Hawaii now.
[00:11:29.797 --> 00:11:31.758]  She lives outside Austin part of the year.
[00:11:34.099 --> 00:11:35.481]  She's going to be in studio with us.
[00:11:35.681 --> 00:11:37.463]  I really, really look forward to that.
[00:11:37.503 --> 00:11:39.506]  She's invited me many times out to her place in Fredericksburg.
[00:11:39.926 --> 00:11:41.768]  I'm just always working so much, I haven't been able to do it.
[00:11:42.549 --> 00:11:43.911]  But we do really look forward to her.
[00:11:44.031 --> 00:11:46.654]  She has a lot of courage and has been standing up for the system.
[00:11:47.095 --> 00:11:50.318]  And back when I got cancelled four years ago, they cancelled her.
[00:11:52.136 --> 00:11:53.336]  Right along with me.
[00:11:53.657 --> 00:11:54.037]  Okay.
[00:11:54.257 --> 00:11:58.018]  The theme of this transmission today is the Great Awakening is here.
[00:11:58.178 --> 00:11:59.579]  The chain reaction is taking place.
[00:12:00.159 --> 00:12:03.860]  Humanity, a large segment of it, is waking up at an explosive rate.
[00:12:05.321 --> 00:12:08.422]  But how is that going to affect the globalists and how are they going to strike back?
[00:12:08.582 --> 00:12:17.129]   So let me, again, give you An anecdotal example, you can see all the real world examples yourself around you and describe what happened.
[00:12:17.609 --> 00:12:28.692]  I went for about six days with my family to a vacation destination in Mexico and I got mobbed at the Texas airport in Austin.
[00:12:29.552 --> 00:12:31.693]  I got mobbed continually in Mexico.
[00:12:31.933 --> 00:12:33.793]  I was kind of hiding out just on the beach.
[00:12:35.374 --> 00:12:43.716]   I got mobbed everywhere and flying back out of Cancun yesterday We got to the airport about two hours before the flight.
[00:12:43.736 --> 00:12:45.017]  We got through security really quickly.
[00:12:45.737 --> 00:12:54.785]  And so I went and sat in a corner of a restaurant that was probably only a third full.
[00:12:56.099 --> 00:13:02.465]  And basically everyone in the restaurant came over and shook my hand and said, we know about the New World Order.
[00:13:03.406 --> 00:13:04.446]  The Great Awakening's here.
[00:13:04.466 --> 00:13:05.287]  We're going to beat them together.
[00:13:05.307 --> 00:13:06.348]  It was like Fight Club.
[00:13:06.368 --> 00:13:10.732]  Because I was sitting there for about an hour with my family, just ordering some food, hamburgers and things.
[00:13:11.533 --> 00:13:18.413]   And the Mexican waiters We're all fans, and we're talking about what I had done on the show a few days before.
[00:13:18.433 --> 00:13:23.097]  Like, we noticed you were live Monday and Tuesday, but now you're going back to Texas today.
[00:13:23.157 --> 00:13:25.158]  We're going to be tuning in Sunday.
[00:13:25.198 --> 00:13:27.040]  Are you going to be doing a special show Saturday?
[00:13:27.760 --> 00:13:29.341]  I mean, that's the Mexican waiter.
[00:13:30.082 --> 00:13:33.865]  Then Mexican nationals who were visiting from Mexico City came over.
[00:13:34.646 --> 00:13:40.390]  Then people from Germany, people from Wales, England, people from South Korea.
[00:13:41.753 --> 00:14:10.324]   I mean on and on and on and I'm sitting there for an hour getting up taking pictures and we're looking around the restaurant and I'm like wait a minute we're sitting here in the corner in the back the place is two-thirds empty most of the tables are open and my wife goes yeah everyone has come over and is a listener and folks it would be like this we're at this you know little There's a big hotel, they got those palapas, you gotta pay like 100 bucks a day or 200 bucks a day for work.
[00:14:10.704 --> 00:14:11.525]  We weren't getting those.
[00:14:11.865 --> 00:14:13.645]  We were just out in the sun throwing football, doing that.
[00:14:14.226 --> 00:14:17.047]  And like, the Mexicans are like, oh, we love your work, Mr. Jones.
[00:14:17.487 --> 00:14:19.028]  You just get a free palapa every day.
[00:14:20.268 --> 00:14:23.150]  And oh, here, would you like, we'd order dinner.
[00:14:23.490 --> 00:14:25.331]  They go, would you like some free lobster?
[00:14:26.531 --> 00:14:27.932]  Would you like some free tequila?
[00:14:27.992 --> 00:14:28.672]  And I'm like, stop.
[00:14:29.873 --> 00:14:32.254]  And again, it's not me bragging, oh, I'm famous, oh, I'm successful.
[00:14:33.427 --> 00:14:37.670]  The enemy has tried to destroy me with everything they've got.
[00:14:39.091 --> 00:14:42.173]  They have thrown every lie, every twisted disinformation piece.
[00:14:42.193 --> 00:14:43.514]  They have tried to make me Satan.
[00:14:44.414 --> 00:14:46.736]  And it's not that I'm that good as a talk show host.
[00:14:47.676 --> 00:14:49.337]  Our information is powerful, our guests are powerful.
[00:14:49.798 --> 00:14:56.102]  It's that people hate the system so much that they then just go, well, if the system's attacking you, you must be good.
[00:14:56.542 --> 00:15:00.565]  And I got told that by so many Mexicans.
[00:15:02.981 --> 00:15:08.466]  We took the ferry over to Isla Mujeres and spent a couple days over there on a little beautiful island.
[00:15:08.946 --> 00:15:10.788]  I've been going since I was a kid when there was basically nothing on it.
[00:15:10.828 --> 00:15:11.588]  Now it's built up.
[00:15:12.809 --> 00:15:15.071]  And it was insane.
[00:15:15.391 --> 00:15:16.452]  Oh, your drink's free.
[00:15:17.333 --> 00:15:17.573]  Why?
[00:15:17.814 --> 00:15:18.414]  We love your work.
[00:15:19.355 --> 00:15:20.816]  Oh, that bag of chips your daughter wants?
[00:15:20.896 --> 00:15:21.637]  Just, it's free.
[00:15:23.976 --> 00:15:27.218]  And then the Mexicans are trying to give us beer, give us tequila, everywhere.
[00:15:27.658 --> 00:15:28.059]  I'm like, why?
[00:15:28.099 --> 00:15:29.259]  They go, sir, we love you.
[00:15:29.700 --> 00:15:32.061]  We know when the system comes after somebody, they are good.
[00:15:32.101 --> 00:15:32.821]  We are with you.
[00:15:33.222 --> 00:15:33.822]  We love you.
[00:15:34.282 --> 00:15:37.384]  I mean, it was so intense, ladies and gentlemen.
[00:15:37.484 --> 00:15:40.166]  It was insane, the level of support.
[00:15:41.247 --> 00:15:42.167]  Because I don't get out a lot.
[00:15:42.567 --> 00:15:45.369]  I might go to dinner every two weeks with my wife.
[00:15:46.010 --> 00:15:47.591]  I might go see a movie every three, four weeks.
[00:15:48.511 --> 00:15:51.133]  I just work, go home, cook dinner, hang out.
[00:15:52.113 --> 00:15:52.953]  Read books to my daughter.
[00:15:53.293 --> 00:15:56.534]  She goes to bed at like nine o'clock, maybe watch a TV show or something until 10, go to bed.
[00:15:58.335 --> 00:16:00.315]  My RNR is like two hours a day.
[00:16:01.816 --> 00:16:02.656]  And so I don't get out.
[00:16:04.696 --> 00:16:05.637]  All I'm getting is love.
[00:16:06.837 --> 00:16:17.180]  Now, since Trump got elected six plus years ago, I, again, I would shake, if I went downtown or anywhere, I would shake a hundred hands.
[00:16:18.274 --> 00:16:22.396]  But I would get a couple FUs, Russian agent, we're going to put you in prison, you're going to die, blah, blah, blah.
[00:16:24.217 --> 00:16:24.758]  None of that.
[00:16:25.758 --> 00:16:40.260]   And I've taken three or four trips on business and on family leisure in the last three, four months, and I've not had one person Get in my face or tell me F you.
[00:16:40.840 --> 00:16:43.762]  I see a few leopards looking at me just going with their mouths over there.
[00:16:43.782 --> 00:16:44.903]  They just don't even know what to say.
[00:16:44.943 --> 00:16:46.184]  They kind of just keep looking at me.
[00:16:46.844 --> 00:16:51.187]  I just smile at them, but they're not coming up getting in my face because they know they got screwed.
[00:16:51.447 --> 00:16:52.908]  They know they got lied to with the poison shots.
[00:16:52.968 --> 00:16:55.009]  They know I'm right in the main.
[00:16:55.329 --> 00:16:56.190]  They know I'm real.
[00:16:56.230 --> 00:16:57.471]  They know I'm not out to get people.
[00:16:57.711 --> 00:16:58.832]  They know I'm not this villain.
[00:16:58.892 --> 00:17:01.293]  So I'm going to give you the good news here.
[00:17:01.313 --> 00:17:02.714]  This isn't me talking about myself.
[00:17:03.134 --> 00:17:05.316]  Again, I've said this a hundred times because it's so critical to understand.
[00:17:06.147 --> 00:17:15.893]  You are blessed if you're a school teacher, or a farmer, or a bus driver, or a police officer, or a doctor, or you work at a bank.
[00:17:16.474 --> 00:17:18.135]  You got your life, you got your family.
[00:17:18.675 --> 00:17:19.856]  You want to go speak at city council?
[00:17:19.876 --> 00:17:20.736]  You can, you should.
[00:17:20.756 --> 00:17:21.877]  You want to go to the school board?
[00:17:21.917 --> 00:17:22.678]  Great, you speak out.
[00:17:23.018 --> 00:17:24.599]  But you're not a public person.
[00:17:24.699 --> 00:17:25.759]  You get to be private.
[00:17:27.160 --> 00:17:30.382]  And the enemies of freedom have tried to make my life a living hell.
[00:17:31.683 --> 00:17:32.644]  They've tried to destroy me.
[00:17:33.504 --> 00:17:51.052]  Anybody else has stuck their head up or resisted them, and I can tell you as a gauge, kind of like you get a turkey for Christmas or Thanksgiving and you buy the metal thermometer, you know, because the old one broke or whatever, and you stick the thermometer in the turkey every hour or so to see if you've gotten the middle of it cooked.
[00:17:52.292 --> 00:17:53.773]  And that's all I am is a thermometer.
[00:17:54.653 --> 00:17:56.194]  I'm a gauge because I'm well known.
[00:17:56.234 --> 00:17:57.115]  My face is out there.
[00:17:57.935 --> 00:17:58.675]  And let me explain something.
[00:17:58.695 --> 00:18:02.497]  These aren't just people interested to take a photo with me and say they like me.
[00:18:04.246 --> 00:18:04.406]  No.
[00:18:06.228 --> 00:18:07.889]  I would ask the people, I'd say, oh, really?
[00:18:08.330 --> 00:18:09.491]  What's the last time you tuned in?
[00:18:09.531 --> 00:18:10.872]  Two days ago, you were talking about this.
[00:18:11.753 --> 00:18:15.276]  Or they'll start telling you, oh, I was tuned in last few days to Owen.
[00:18:15.717 --> 00:18:17.098]  We love Owen, but when are you back?
[00:18:17.398 --> 00:18:17.899]  When are you back?
[00:18:17.919 --> 00:18:19.340]  I'm like, well, I'm back tomorrow.
[00:18:19.360 --> 00:18:19.681]  We thought so.
[00:18:19.701 --> 00:18:19.981]  We thought so.
[00:18:20.021 --> 00:18:20.281]  What time?
[00:18:20.301 --> 00:18:20.581]  What time?
[00:18:21.242 --> 00:18:25.146]  I got asked at least 10 times in the Cancun airport when I was live again.
[00:18:26.026 --> 00:18:28.409]  And before I could get out of my mouth a couple of times, they go, noon?
[00:18:28.469 --> 00:18:28.669]  Noon?
[00:18:28.689 --> 00:18:29.530]  Or will it be 2 o'clock?
[00:18:33.425 --> 00:18:40.171]  So your word of mouth, you spreading the word about the broadcast, all of you, has caused a chain reaction.
[00:18:41.232 --> 00:18:47.197]  Almost all the other big talk show hosts, members of Congress, governors, foreign leaders, they're all talking about the New World Order.
[00:18:48.559 --> 00:18:55.365]  I want to just salute the audience and say you are the heart of the resistance worldwide to this evil tyranny, and you have done an incredible job.
[00:18:56.301 --> 00:18:57.261]  And I just want to let you know that.
[00:18:57.281 --> 00:19:03.963]  So despite all the attacks, all the persecution, and all the lies, they just intensify by the day, and they're trying to set me up, put me in prison right now.
[00:19:04.683 --> 00:19:07.504]  But at the end of the day, I wouldn't really do anything differently.
[00:19:08.424 --> 00:19:10.485]  Because I did it from the heart, I did it from a place of truth.
[00:19:10.905 --> 00:19:14.586]  Even the few times I've been wrong about things, I wasn't wrong on purpose, I was mistaken.
[00:19:16.067 --> 00:19:18.647]  And it's not about me getting praise.
[00:19:19.247 --> 00:19:21.088]  That, oh, I feel good about things because I'm getting praise.
[00:19:21.128 --> 00:19:21.368]  No, no.
[00:19:21.928 --> 00:19:24.569]  It's knowing that I'm supposedly Satan.
[00:19:25.566 --> 00:19:26.526]  In the mainstream media.
[00:19:27.086 --> 00:19:28.527]  Hundreds of articles a day.
[00:19:29.847 --> 00:19:32.067]  Thousands and thousands of TV programs a month.
[00:19:32.107 --> 00:19:32.527]  Thousands!
[00:19:33.227 --> 00:19:34.668]  On local news, national, foreign.
[00:19:35.048 --> 00:19:37.688]  Lying, lying, lying, lying, lying, lying, lying.
[00:19:38.748 --> 00:19:43.649]  And you've got that old great song by Alice Cooper, No More Mr. Nice Guy.
[00:19:44.009 --> 00:19:49.050]  And if you listen to No More Mr. Nice Guy, will you guys print me the lyrics to No More Mr. Nice Guy?
[00:19:49.070 --> 00:19:49.910]  I'm running real quick, thanks.
[00:19:50.810 --> 00:19:53.231]  He says, I got no friends because they read the papers.
[00:19:54.042 --> 00:19:55.564]  They can't be seen with me.
[00:19:56.304 --> 00:19:59.668]  And I'm feeling real shot down and I'm feeling mean.
[00:20:01.670 --> 00:20:02.030]  I'm not.
[00:20:02.871 --> 00:20:05.634]  Back when Alice Cooper wrote that 35, 40 years ago, this is 40 years ago now.
[00:20:07.034 --> 00:20:10.617]  If the newspapers attacked you, man, you were prosada non grata.
[00:20:10.877 --> 00:20:13.058]  That was the unofficial social credit score.
[00:20:13.839 --> 00:20:22.245]  Now those newspapers have less than an 8% approval rating in national polls, so does mainstream corporate broadcast media and all the cable media.
[00:20:22.605 --> 00:20:32.913]  They are so universally or almost universally reviled that the only thing that would hurt me would be if the newspapers started endorsing me.
[00:20:33.666 --> 00:20:37.007]  But see, the arrogant deep state still pretends they've got all the power.
[00:20:37.287 --> 00:20:39.067]  Yeah, they got the power to start World War III.
[00:20:39.588 --> 00:20:49.250]  Yeah, they got the power to do a really horrible stuff and get rid of the borders and allow the fentanyl to be shipped in and promote pedophilia.
[00:20:49.270 --> 00:20:51.631]  But that's their nasty death rattle.
[00:20:52.611 --> 00:20:59.793]  That's their nasty fit-throwing that they are involved in because they know we're winning.
[00:21:00.493 --> 00:21:02.054]  So again, I'm a public figure.
[00:21:02.274 --> 00:21:02.834]  I'm a gauge.
[00:21:04.226 --> 00:21:05.507]  It's like a speedometer on your car.
[00:21:07.208 --> 00:21:10.269]  So I get to know what the real sense of the public is.
[00:21:12.070 --> 00:21:12.951]  And I'm going to leave it at that.
[00:21:14.952 --> 00:21:16.613]  I'm going to leave it at that because I don't want to get anybody in trouble.
[00:21:18.614 --> 00:21:21.275]  But it's like Fight Club.
[00:21:22.616 --> 00:21:24.097]  I mean, I came back through customs yesterday.
[00:21:26.038 --> 00:21:35.846]   And, uh, They just basically apologized the last time I went through customs that I was even asking questions.
[00:21:36.527 --> 00:21:41.336]  And again, that's the level of awakening and the Fight Club position of this.
[00:21:42.853 --> 00:21:49.377]  That I'm like some gladiator that won the championship or something, and then everything in Rome was basically free for the next year.
[00:21:49.397 --> 00:21:52.579]  And I'm not, again, saying, oh, aren't I cool?
[00:21:53.040 --> 00:21:53.940]  You're the gladiators.
[00:21:54.020 --> 00:21:54.961]  You kept me in the arena.
[00:21:55.381 --> 00:21:56.402]  This is a composite.
[00:21:56.462 --> 00:21:59.204]  This is a colony organization.
[00:21:59.684 --> 00:22:05.188]  We are individuals, but we're directed by God, and we really are a collective, ladies and gentlemen.
[00:22:05.708 --> 00:22:09.771]  Not their fake satanic collective, but the collective of Christ energy.
[00:22:12.199 --> 00:22:12.739]  Here's the song.
[00:22:13.739 --> 00:22:17.880]  I used to be such a sweet, sweet thing till they got a hold of me.
[00:22:17.900 --> 00:22:26.322]  I opened doors for little old ladies.
[00:22:27.062 --> 00:22:28.562]  I helped the blind to see.
[00:22:30.703 --> 00:22:33.943]  I got no friends cause they read the papers.
[00:22:34.923 --> 00:22:38.144]  They can't be seen with me.
[00:22:42.699 --> 00:22:43.540]  Feeling mean!
[00:22:43.600 --> 00:22:47.002]  No more Mr. Nice Guy!
[00:22:48.344 --> 00:22:49.164]  No more Mr. Clean!
[00:22:49.184 --> 00:22:52.127]  No more Mr. Clean!
[00:22:53.027 --> 00:22:55.309]  No more Mr. Nice Guy!
[00:22:56.690 --> 00:22:57.391]  He's sick!
[00:22:57.951 --> 00:23:00.393]  He's obscene!
[00:23:02.034 --> 00:23:07.819]  I got no friends cause they read the papers!
[00:23:07.879 --> 00:23:08.900]  Ha ha ha ha!
[00:23:10.500 --> 00:23:34.100]   whoo and i'm feeling real shot down
[00:23:27.442 --> 00:23:28.723]  I'm getting me.
[00:23:28.863 --> 00:23:39.830]  You know, the last few times I had leftists scream at me and yell at me was months ago.
[00:23:39.850 --> 00:23:42.192]  And they said the same thing in the grocery store.
[00:23:42.212 --> 00:23:44.453]  They said the same thing in restaurants.
[00:23:44.473 --> 00:23:45.394]  They said the same thing.
[00:23:47.441 --> 00:23:48.241]  At the shopping mall.
[00:23:50.302 --> 00:23:58.325]  They walk over and they go, I can't believe you're even showing your face in public after all the bad things you've done.
[00:23:58.345 --> 00:24:01.226]  I just look at them and I say, I love you.
[00:24:02.647 --> 00:24:04.408]  I hope you didn't take the poison injections.
[00:24:06.689 --> 00:24:08.249]  Or I tell them, you guys are losing.
[00:24:09.069 --> 00:24:09.850]  People are waking up.
[00:24:10.330 --> 00:24:17.586]   So I wanted to give you that report because it's a frontline report from the very Tip of the spear in the fight.
[00:24:17.846 --> 00:24:18.987]  That is this whole organization.
[00:24:19.007 --> 00:24:22.049]  That means you tuning in as well, or just as important as I am or anybody else is.
[00:24:23.210 --> 00:24:25.191]  And yeah, bad things are happening.
[00:24:25.211 --> 00:24:27.272]  We've still got a very rough road to go down.
[00:24:29.294 --> 00:24:37.839]  But in the final equation, ladies and gentlemen, the awakening is accelerating and exploding very, very quickly.
[00:24:38.320 --> 00:24:40.861]  Now, I want to hit their ace in the hole.
[00:24:42.082 --> 00:24:47.408]   And the fact that the central bank digital currencies Aren't coming, they're here.
[00:24:47.428 --> 00:24:54.693]  They're just turning on the new function in your phone, the new function in your thermostat, all this smart stuff.
[00:24:56.634 --> 00:25:05.319]  And I want to get to their face in the hole if we don't say no to it and repudiate it and just let it become the background environment we live in, this artificial environment.
