[00:00:00.000 --> 00:00:03.000]  [MUSIC PLAYING]
[00:10:02.354 --> 00:10:10.598]  Obviously, he hasn't brought me back and said some terrible things about me that weren't true, but I get I'm a sacrificial lamb, so everybody else can come back, but Alex Jones is still the bad guy.
[00:10:10.678 --> 00:10:15.929]   But, a couple months into this, the Twitter files, What are we, two and a half months in?
[00:10:16.490 --> 00:10:18.291]  They've done now the 16th drop.
[00:10:18.351 --> 00:10:19.712]  So they did the first drops real quick.
[00:10:20.233 --> 00:10:23.355]  Now Matt Taibbi, that's the gatekeeper over at Rolling Stone.
[00:10:25.296 --> 00:10:26.197]  It's a trickle now.
[00:10:26.938 --> 00:10:30.160]  And I was thinking, why don't you release all of it?
[00:10:30.240 --> 00:10:32.322]  Or large sections, not just select groups.
[00:10:32.342 --> 00:10:34.544]  Like, oh, they were mean.
[00:10:34.684 --> 00:10:34.924]  U.S.
[00:10:34.964 --> 00:10:37.686]  Senators wanted Zero Hedge censored and controlled.
[00:10:38.126 --> 00:10:40.208]  Well, we know that, and it's wrong what happened to Zero Hedge.
[00:10:40.828 --> 00:10:42.510]  But what about the Alex Jones files?
[00:10:45.011 --> 00:10:46.751]  And I know they haven't released all the Trump files.
[00:10:46.892 --> 00:10:48.612]  Or, where's the Fauci files?
[00:10:48.652 --> 00:10:52.113]  We heard a month ago, five weeks ago, he was going to release it in a week.
[00:10:52.933 --> 00:10:53.413]  Never did it.
[00:10:54.534 --> 00:10:58.095]  So, I'm getting to some serious issues here with old Elon Musk.
[00:10:58.915 --> 00:10:59.535]  And what's going on?
[00:10:59.555 --> 00:11:02.536]  Is he just blackmailing the power structure and leaving them alone, regulatory?
[00:11:03.436 --> 00:11:11.338]  With his SpaceX and his Brainship company and his self-driving car company and all the rest of it?
[00:11:12.339 --> 00:11:13.559]  I mean, is that what this is really?
[00:11:14.676 --> 00:11:15.297]  Really all about?
[00:11:15.317 --> 00:11:19.060]  We're going to be looking at that as well.
[00:11:20.281 --> 00:11:22.042]  There is a lot to cover.
[00:11:23.483 --> 00:11:30.309]  They've had a former MSNBC host come out and say that they were not allowed to say one bad thing about a Democrat and they were threatened to be fired.
[00:11:30.669 --> 00:11:32.351]  We don't really need whistleblowers to tell us that.
[00:11:32.371 --> 00:11:37.975]  We already know that, but there's an article, several articles on that and big interviews that have come out as well.
[00:11:38.035 --> 00:11:46.688]   So I'm, I'm glad that information is starting to come out, but it's kind of like telling us water is wet and the sky is blue and Ducks like to paddle around at the park in the pond.
[00:11:46.708 --> 00:11:50.510]  So we're going to be looking at all of that and more today.
[00:11:52.091 --> 00:11:56.774]  Also, there is a lot of anti-Second Amendment information going on.
[00:11:57.794 --> 00:12:18.219]   The ATF, and I've already seen this happening on the ground, but a big ATF directive from Biden got leaked last week, and it says they have a plan to shut down most gun shops in the country by using regulations that if one I is dotted incorrectly or one T Literally, in any other paperwork going back in some cases decades, they will be shut down.
[00:12:19.759 --> 00:12:26.401]  So white glove inspections for the gun shops, an in-run around the Constitution.
[00:12:26.861 --> 00:12:36.324]  Also this CNBC headline, brain implant startup backed by Bezos, Gates is testing mind-controlled computing on humans.
[00:12:37.964 --> 00:12:46.057]   Trump slams Biden over Palestine, as soon as I announced I'm going, he announced a team will go.
[00:12:46.077 --> 00:12:55.685]  Yeah, Biden was ignoring it and refusing even federal aid, which is outrageous, until Trump said he was going, and he's still refusing federal aid.
[00:12:55.725 --> 00:13:00.730]  So we're going to hit all of this and more one way or another today.
[00:13:01.851 --> 00:13:07.396]  Please remember, we cannot run this show or fund this critical operation that reaches millions of people a day without you.
[00:13:08.530 --> 00:13:15.933]  And I appreciate all the work you do, buying great products at Infowarshaw.com that enrich your life and spurring the word about the broadcast and praying for us.
[00:13:16.033 --> 00:13:18.575]  All three are critical and essential and paramount.
[00:13:19.635 --> 00:13:27.358]  We have a lot of great products and a lot of great products that have been sold out for in one case over a year, in another case over two years, because we wouldn't cut quality during the lockdowns and supply chain breakdown.
[00:13:27.739 --> 00:13:30.400]  But Ultimate Bone Broth is really a fantastic product.
[00:13:30.840 --> 00:13:31.640]  It's back in stock.
[00:13:31.740 --> 00:13:46.627]   And so is our prebiotic, not probiotic, prebiotic formula that I really miss that does incredible things for gut health, helps reduce a key type of amino acid that's anti-cancer, so much more in the gut.
[00:13:46.647 --> 00:13:49.168]  You really owe it to yourself, the highest quality product for gut health.
[00:13:49.608 --> 00:13:54.190]  And so that product is also back in product.
[00:13:54.230 --> 00:13:56.691]  Our gut prebiotic is back in stock.
[00:13:56.791 --> 00:14:07.583]   Also, Brain Force Plus and Brain Force Ultra, two different but equally powerful and amazing Neutropic natural brain boosters are back in stock, and they're 50% off.
[00:14:08.023 --> 00:14:09.645]  Physic Magnesium is back in stock.
[00:14:09.665 --> 00:14:10.986]  It has both the good types of magnesium.
[00:14:11.026 --> 00:14:11.726]  Nobody else has that.
[00:14:12.487 --> 00:14:13.648]  But it's going to sell out soon.
[00:14:13.688 --> 00:14:14.809]  Very limited quantity of that.
[00:14:14.909 --> 00:14:16.070]  So we have the Physic Magnesium.
[00:14:16.390 --> 00:14:18.172]  It's all there at InfoWarStore.com.
[00:14:18.212 --> 00:14:20.694]  Please take action and get great products.
[00:14:20.734 --> 00:14:23.876]  Keep us on the air at InfoWarStore.com.
[00:14:24.417 --> 00:14:28.000]  We'll be right back with World War Three news as Biden goes to Europe.
[00:14:30.235 --> 00:14:31.876]  Isn't it rich?
[00:14:34.938 --> 00:14:38.940]  Isn't it queer?
[00:14:39.480 --> 00:14:46.023]  Losing my timing this late in my career.
[00:14:48.524 --> 00:14:55.524]  Where are the clowns?
[00:14:55.524 --> 00:14:59.524]  There ought to be clowns.
[00:14:59.524 --> 00:15:01.524]  Don't worry, they're here.
[00:15:02.227 --> 00:15:13.614]  All right.
[00:15:15.735 --> 00:15:20.398]  Well, the clown-in-chief is now making his way via Air Force One to Europe.
[00:15:22.659 --> 00:15:23.340]  Kamala Harris.
[00:15:24.724 --> 00:15:31.406]  The junior clown, the vice clown, says Russia's committed crimes against humanity in Ukraine.
[00:15:32.487 --> 00:15:33.387]  Well, maybe so.
[00:15:33.767 --> 00:15:37.949]  But starting the war was a crime against humanity, and so is pushing a deadly shot on the public.
[00:15:38.909 --> 00:15:42.471]  Here is Kamala Harris, the clown, from Europe.
[00:15:43.551 --> 00:15:46.272]  And there is no doubt.
[00:15:48.013 --> 00:15:51.574]  These are crimes against humanity.
[00:15:54.727 --> 00:15:56.508]  What a joke.
[00:15:56.628 --> 00:15:57.388]  What an empty suit.
[00:15:59.988 --> 00:16:01.949]  My God, she's got the charisma of a librarian.
[00:16:02.529 --> 00:16:12.492]  The United States has formally determined that Russia has committed crimes against humanity.
[00:16:14.572 --> 00:16:33.621]   And I say to all those who have perpetrated these crimes, And to their superiors who are complicit in these crimes, you will be held to account.
[00:16:37.604 --> 00:16:53.148]   In the face of these indisputable facts, to all of us here in Munich, let us renew Our commitment to accountability.
[00:16:55.069 --> 00:17:02.913]  Let us renew our commitment to the rule of law.
[00:17:04.774 --> 00:17:08.016]  As we escalate straight into World War III.
[00:17:08.316 --> 00:17:08.656]  Wow.
[00:17:11.338 --> 00:17:16.541]  One of the decisive moments of his presidency, Biden heads to troubled Europe.
[00:17:16.641 --> 00:17:18.602]  Troubled is putting it lightly.
[00:17:20.976 --> 00:17:24.157]  It's the end of the world as we know it, and Munich feels nervous.
[00:17:25.077 --> 00:17:27.718]  Yeah, Germany's really a concern, Politico says.
[00:17:28.358 --> 00:17:35.600]  With Ukraine war at its doorstep, Poland becomes the West Firebrand, the main base for all the weapons factories and training.
[00:17:38.001 --> 00:17:40.062]  Senator McConnell is not America first.
[00:17:40.102 --> 00:17:46.924]  He's working with Senate Leader Chuck Schumer, pushing Ukraine war while ignoring the destruction of America at home.
[00:17:48.688 --> 00:17:53.611]  20,000 protesters march for peace in Munich to protest Kamala Harris' Ukraine war.
[00:17:53.631 --> 00:18:00.656]  Putin launches large-scale exercises of strategic nuclear forces on eve of Joe Biden's trip to Europe.
[00:18:03.557 --> 00:18:05.258]  There's another interview that's on Infowars.com.
[00:18:05.298 --> 00:18:07.219]  I'm not going to torture you with it unless you want to watch it.
[00:18:08.900 --> 00:18:14.584]  Andrea Mitchell blank stares, says it all at Kamala Harris butchers interview with word salad.
[00:18:15.044 --> 00:18:17.586]  I mean, it's literally scrambled information.
[00:18:19.022 --> 00:18:21.883]  Being reported out of Austria.
[00:18:23.963 --> 00:18:27.524]  Generals have reported that there's over 20,000 NATO soldiers now fighting.
[00:18:27.544 --> 00:18:28.644]  Well, that's actually all admitted.
[00:18:29.684 --> 00:18:35.766]  We've got more videos of the Ukrainian troops hailing Hitler and doing the Nazi salute.
[00:18:38.806 --> 00:18:40.707]  Half of Ukraine was Nazi in World War II.
[00:18:41.507 --> 00:19:11.287]   And then I spent a lot of time this weekend watching Russian and Ukrainian Trophy videos and boy to see Chinese made drones bought by the US and given to Ukraine that have been broken, jailbroke, where they don't have the geofencing in them, dropping hand grenades into tanks, open ports into troops huddling in artillery craters.
[00:19:13.314 --> 00:19:17.036]  It's very, very dystopic to say the least.
[00:19:17.056 --> 00:19:26.580]  I've watched hundreds of these videos, hundreds of them, and both sides are just slaughtering each other.
[00:19:28.320 --> 00:19:41.626]  Young men and old men all being fed into a meat grinder, all started by George Soros, all put into motion by the globalists bragging about it on CNN years ago that they were starting a proxy war and that Putin's taking the bait, and then Putin takes the bait!
[00:19:43.664 --> 00:19:47.025]  And now we're off to the races, ladies and gentlemen.
[00:19:48.346 --> 00:19:52.607]  All sorts of explosions in Moscow of key government buildings and facilities.
[00:19:52.727 --> 00:19:55.048]  Ukraine's been taking credit for that.
[00:19:56.509 --> 00:20:03.011]  Lots of footage of young men being grabbed out the streets in Kiev and being drug off, press ganged in a military service.
[00:20:06.192 --> 00:20:07.813]  And it just goes on and on and on.
[00:20:08.194 --> 00:20:12.537]  Here's one of the drones the Ukrainians brag they're using.
[00:20:12.557 --> 00:20:12.877]  Cost $1,749.
[00:20:12.917 --> 00:20:14.118]  We have one here in Info Wars.
[00:20:16.060 --> 00:20:20.524]  And then they just hang a few hand grenades to it, and it goes in and drops them on them.
[00:20:21.464 --> 00:20:22.665]  That's the Skynet.
[00:20:24.667 --> 00:20:26.428]  Skynet war that's happening.
[00:20:27.549 --> 00:20:35.376]  Meanwhile, in Iran, last month, happening again a few days ago, they're having some of their key military facilities blown up by Israeli drones.
[00:20:36.374 --> 00:20:40.816]  So as you can see, this war has escalated extremely fast.
[00:20:40.856 --> 00:20:50.861]  There's more footage we came in from the break with of a train coming out of Poland carrying a whole bunch of Abrams M1A1 frontline battle tanks.
[00:20:50.921 --> 00:21:03.267]  So this is what the escalation into World War III against a nuclear power looks like.
[00:21:05.006 --> 00:21:06.747]  And it's hurting the European economy.
[00:21:06.787 --> 00:21:08.128]  It's hurting the American economy.
[00:21:08.168 --> 00:21:10.869]  It's hurting economies around the world.
[00:21:12.390 --> 00:21:15.392]  But still, we barrel headlong into thermal nuclear war.
[00:21:15.972 --> 00:21:20.414]  And most analysts agree that's exactly where it's going to lead if it isn't de-escalated quickly.
[00:21:20.454 --> 00:21:23.336]  It's surreal to be just up here calmly talking about it.
[00:21:23.356 --> 00:21:24.517]  This shouldn't be a right-wing issue.
[00:21:24.537 --> 00:21:25.617]  It shouldn't be a left-wing issue.
[00:21:25.637 --> 00:21:28.419]  It should be a common-sense issue.
[00:21:30.640 --> 00:21:36.482]   Hunter linked a Russian oligarch who was involved in former FBI incident.
[00:21:37.483 --> 00:21:42.284]  They now have the FBI high-level counter-espionage head arrested being involved.
[00:21:43.385 --> 00:21:48.326]  So we are thoroughly penetrated by the Russians and the Chinese and so many others.
[00:21:48.386 --> 00:21:49.627]  It is just a complete mess.
[00:21:50.947 --> 00:21:52.688]  Betting on Ukraine victory was suicidal.
[00:21:52.728 --> 00:22:04.389]   Seymour Hersh has an article on Infowars.com where he just explains that because of corruption, On both sides it's going to go on basically just escalate and that the Russians historically are not going to give up so it's going to get worse and worse and worse.
[00:22:05.009 --> 00:22:11.591]  Now the Russians have put their hypersonic missile production into high gear where they're producing over a hundred of them a day.
[00:22:12.231 --> 00:22:14.931]  These missiles go Mach 9, nothing can shoot them down.
[00:22:15.131 --> 00:22:15.491]  The U.S.
[00:22:15.531 --> 00:22:18.952]  has systems that go Mach 20 by the way, but nothing can shoot them down.
[00:22:18.972 --> 00:22:29.251]   And they're normally nuclear tipped but these are being filled with 500 pounds A plastic explosive and so that's now they're going to start raining down on Ukraine.
[00:22:29.431 --> 00:22:32.532]  Putin hasn't even started using the high-tech stuff yet.
[00:22:33.172 --> 00:22:37.234]  This situation is completely and totally out of control.
[00:22:38.394 --> 00:22:41.435]  Meanwhile, Iran can fuel several atomic bombs, a UN official says.
[00:22:41.495 --> 00:22:42.095]  I agree with that.
[00:22:43.455 --> 00:22:45.216]  So, it's looking a lot like World War III.
[00:22:45.236 --> 00:22:48.557]  We're going to come back with critical information straight ahead.
[00:22:48.577 --> 00:22:49.117]  Please stay with us.
[00:22:53.226 --> 00:22:54.567]  You want tomorrow's news?
[00:22:54.607 --> 00:22:55.788]  You want next year's news?
[00:22:55.808 --> 00:22:57.208]  You want next decade's news?
[00:22:57.509 --> 00:22:57.909]  Today?
[00:22:58.990 --> 00:22:59.610]  You get it here.
[00:22:59.630 --> 00:23:01.911]  You know what we're talking about.
[00:23:01.931 --> 00:23:05.774]  That's why the enemies of humanity want us off the air.
[00:23:06.594 --> 00:23:14.059]  It's only you, the listeners and viewers, that stand between the globalists and this broadcast, and I thank you for defending us and standing with us.
[00:23:14.559 --> 00:23:15.319]  I salute you again.
[00:23:15.439 --> 00:23:15.940]  Remember that.
[00:23:18.882 --> 00:23:19.182]  All right.
[00:23:20.615 --> 00:23:23.577]  I talk about this quite a bit, but it's very important to let this sink in.
[00:23:23.617 --> 00:23:26.358]  I know most of you know this, but for new listeners, I want to explain something.
[00:23:27.659 --> 00:23:35.582]  The art of authoritarian and totalitarian regimes is always to pick a minority to strip of their rights.
[00:23:36.603 --> 00:23:40.665]  And then once the majority doesn't stand up for the minority's rights, everyone's rights are taken.
[00:23:40.685 --> 00:23:44.267]  That's why in a republic, constitutional republic, we're not a pure democracy.
[00:23:45.660 --> 00:23:50.022]  You can have 51% vote to say, put black people back into slavery.
[00:23:50.102 --> 00:23:55.083]  It doesn't happen because there's a Bill of Rights, there's a Constitution enshrining those rights.
[00:23:55.143 --> 00:23:57.144]  Not creating those rights, but defending them.
[00:23:58.985 --> 00:24:05.127]  And so, they had the Cold War to set up the police state and the spy grid, and then when that was ending, they needed 9-11.
[00:24:05.187 --> 00:24:13.210]  Not saying radical Islam doesn't exist, but as a pretext to expand the control and the Patriot Act and the Total Information Awareness Network.
[00:24:14.486 --> 00:24:20.086]   And then you notice they've now segued out of that into environmentalism, where all humans are bad and cows are bad
[00:24:20.086 --> 00:24:27.486]   and everything with carbon is bad and they have to control us and track us and surveil us and censor us for our safety.
[00:24:27.486 --> 00:24:33.156]   And then we all can carry viruses that are deadly, so we've got to be surveilled and censored and corralled and they've
[00:24:33.156 --> 00:24:37.486]   got to build camps to quarantine people and folks have to be disappeared.
[00:24:37.486 --> 00:24:42.486]   And now in Australia and Canada and the UK and Germany, they say, well, if you protest a lockdown, that's bad too.
[00:24:42.647 --> 00:24:44.888]  We'll take you to a COVID center for that as well.
[00:24:44.988 --> 00:24:46.728]  So they're just mainlining this.
[00:24:46.748 --> 00:24:49.248]  So first it's gotta take your rights because of the Russians.
[00:24:50.449 --> 00:24:53.129]  Then it's got to take your rights because the Muslims, well the borders are wide open.
[00:24:53.669 --> 00:24:58.410]  Then it's all got to take your rights to save the earth and oh to save you from the deadly virus and save you from yourself.
[00:24:59.470 --> 00:25:02.711]  So there's a lot of these compilations out there and I came across one today.
[00:25:03.680 --> 00:25:17.151]  That just shows some of the local newscasts and the police and firefighters saying they were given the order to get back from Building 7, the 47-story FBI-CIA headquarters, the second largest FBI-CIA substation in the United States, in the world.
[00:25:18.773 --> 00:25:30.302]  And that day, I remember at 4 o'clock in the afternoon, I'd been on air since the morning, I drove down the street like a mile to a pizza place to get a pizza, and I'm driving back, and they had CBS Radio still on the air then on KLBJ 590.
[00:25:31.465 --> 00:25:37.149]  And I heard CBS News report that they were going to blow up Building 7 in about 15 minutes to save the other buildings.
[00:25:38.790 --> 00:25:40.932]  Well, it takes days to plant explosives in a building, folks.
[00:25:41.452 --> 00:25:41.952]  If not weeks.
[00:25:43.153 --> 00:25:45.395]  But back then, things weren't archived to the Internet.
[00:25:45.495 --> 00:25:51.179]  But years later, things got archived, once there was enough bandwidth, enough compression, enough servers.
[00:25:51.859 --> 00:25:55.262]  So about five years after 9-11, all these videos got put online.
[00:25:55.922 --> 00:25:57.764]  And the audio, the newscast, and the rest of it.
[00:25:57.824 --> 00:26:00.726]  CBS, NBC, CNN, BBC.
[00:26:02.318 --> 00:26:04.999]  And then later they said, no, we never said that, it's a conspiracy theory.
[00:26:05.599 --> 00:26:14.181]  Well, here's a compilation of some of those, and also the dancing Israelis that got arrested across the water in New Jersey, jumping up and down, that were videotaping it.
[00:26:14.421 --> 00:26:20.043]  And I'm not saying Israel did 9-11, but the way the globalists work is they get multiple intelligence agencies involved.
[00:26:20.343 --> 00:26:26.865]  Just like Epstein was Mossad, MI6 and CIA, I do believe elements of Israeli government were involved in 9-11.
[00:26:27.765 --> 00:26:30.388]  And it's come out that Israel's helped fund Al-Qaeda and ISIS.
[00:26:30.748 --> 00:26:31.449]  So has our government.
[00:26:31.469 --> 00:26:33.390]  So there's also a few clips of that.
[00:26:33.931 --> 00:26:35.931]  So here's that short compilation.
[00:26:35.931 --> 00:26:42.431]   The fire department and they did use the word we're going to have to bring it down.
[00:26:42.431 --> 00:26:47.431]  We heard this sound, it sounded like a clap of thunder.
