[00:00:05.592 --> 00:00:09.054]  InfoWars, tomorrow's news, today.
[00:14:01.920 --> 00:14:08.284]  The number of illegals who've invaded under Biden is larger than the population of 38 states.
[00:14:08.284 --> 00:14:12.067]  So we're going to be getting to all of that.
[00:14:12.067 --> 00:14:14.629]  Of course, a great graphic that really says it all.
[00:14:14.629 --> 00:14:18.371]  It's an image of an aircraft carrier strike force group.
[00:14:18.371 --> 00:14:24.055]  And it says for Israel's border, you've got a carrier strike force group.
[00:14:24.055 --> 00:14:25.276]  And for the U.S.
[00:14:25.276 --> 00:14:26.637]  border, you've got a guy on a horse.
[00:14:26.637 --> 00:14:30.040]  And if he whips his horse with a rope,
[00:14:30.737 --> 00:14:31.837]  To make it go through the water.
[00:14:31.837 --> 00:14:36.318]  They claim he's whipping the black, quote, migrants.
[00:14:36.318 --> 00:14:38.338]  So we're going to be looking at all the angles of that.
[00:14:38.338 --> 00:14:47.920]  We've had more Jews attacked and cornered around the country, inside restaurants, inside grocery stores, inside colleges.
[00:14:47.920 --> 00:14:52.381]  I think any group being targeted for what group they are and attacked is wrong.
[00:14:52.381 --> 00:14:58.642]  And we've got the media defending that and, you know, saying, well, you know, they deserve it.
[00:14:59.710 --> 00:15:01.331]  Very, very dangerous situation there.
[00:15:01.331 --> 00:15:11.217]  You've got more riots around the country with Hamas, Hezbollah sympathizers just blocking roads and pulling white people out of their cars and beating them up.
[00:15:11.217 --> 00:15:14.399]  Because, hey, Jews are white, so this is an old white man.
[00:15:14.399 --> 00:15:16.280]  Let's just beat him up, too.
[00:15:16.280 --> 00:15:18.641]  Hey, there's an old retired police chief on a bicycle.
[00:15:18.641 --> 00:15:20.162]  Let's just kill him.
[00:15:20.162 --> 00:15:20.723]  Why not?
[00:15:20.723 --> 00:15:21.383]  Everybody knows.
[00:15:21.383 --> 00:15:26.886]  Letitia James said white people are inherently evil.
[00:15:26.886 --> 00:15:29.068]  So why don't we come back and get into some of those clips
[00:15:30.131 --> 00:15:35.515]  When we return on the other side, I told you the last big sale was ending.
[00:15:35.515 --> 00:15:37.117]  The next big sale is here.
[00:15:37.117 --> 00:15:51.969]  The only thing we're keeping is, or adding, I'm sorry, this is new, not BrainForce Plus, BrainForce Ultra, is 60% off, immune support, organic green fibers, vitamin D3 gummies, Xanadu sleep support, whole food multivitamins, super full of vitality, all massively discounted.
[00:15:51.969 --> 00:15:53.590]  The new sale is up and live.
[00:15:53.590 --> 00:15:55.132]  Check it out today at FullWorksStore.com.
[00:15:59.673 --> 00:16:03.696]  Why do you think the globalists are desperately trying to censor everybody?
[00:16:03.696 --> 00:16:07.258]  Why are they attacking myself and Donald Trump and Elon Musk and everybody else?
[00:16:07.258 --> 00:16:12.362]  Because they can't get through this giant, megalomaniacal power grab if we're here exposing them.
[00:16:12.362 --> 00:16:14.804]  But we're not just exposing their operation.
[00:16:14.804 --> 00:16:23.410]  In my new book, we give you the solutions to build a new, better world, an alternative to Klaus Schwab's, you will eat the bugs.
[00:16:23.410 --> 00:16:24.731]  This is the Great Awakening.
[00:16:25.251 --> 00:16:29.616]  The plan to defeat the globalists and launch the second great renaissance.
[00:16:29.616 --> 00:16:31.378]  It's a companion to my last book.
[00:16:31.378 --> 00:16:36.284]  It was a number one worldwide bestseller and this book is even thicker and even more powerful.
[00:16:36.284 --> 00:16:40.128]  Get your copy of The Great Awakening today at InfoWarstore.com.
[00:16:40.228 --> 00:16:40.588]  Thank you.
[00:16:59.398 --> 00:17:00.478]  Don't lie down and take it.
[00:17:00.478 --> 00:17:02.339]  Spread the word about this broadcast.
[00:17:02.339 --> 00:17:03.299]  Pray for this broadcast.
[00:17:03.299 --> 00:17:04.959]  Support other broadcasts, please.
[00:17:04.959 --> 00:17:08.720]  And please, financially support us at InfoWarsTore.com.
[00:17:08.720 --> 00:17:10.580]  Only way we operate is your funding.
[00:17:10.580 --> 00:17:11.661]  You are the InfoWarrior.
[00:17:11.661 --> 00:17:12.721]  The reason we're here.
[00:17:12.721 --> 00:17:18.622]  Please go to InfoWarsTore.com right now and empower yourself and your immune system and your body and your health and your vitality.
[00:17:18.622 --> 00:17:21.343]  With the Trifecta sale 40% off.
[00:17:21.343 --> 00:17:23.863]  The DNA Force Plus finally back in stock.
[00:17:23.863 --> 00:17:26.384]  Body's Ultimate Tumor Formula finally back in stock.
[00:17:26.384 --> 00:17:28.164]  And Real Red Pill finally back in stock.
[00:17:28.484 --> 00:17:31.606]  It's been a year since all three have been back in stock together.
[00:17:31.606 --> 00:17:33.227]  There's no excuse not to get them.
[00:17:33.227 --> 00:17:34.348]  They're so amazing together.
[00:17:34.348 --> 00:17:39.151]  40% off right now when you get all three together or 25% off individually.
[00:17:39.151 --> 00:17:43.694]  The Trifecta Sale right now at InfoWarsTore.com.
[00:17:43.694 --> 00:17:45.255]  The only way we fail is you don't take action.
[00:17:45.255 --> 00:17:47.937]  This will enrich and empower your life and it keeps us on the air.
[00:17:47.937 --> 00:17:51.559]  So if you want us to keep fighting in the face of these attacks, we can't do it without you.
[00:17:51.559 --> 00:17:53.201]  Plus, these are great products you need.
[00:17:53.201 --> 00:17:56.243]  That is a total win, a 360 win.
[00:17:56.243 --> 00:17:57.463]  The Trifecta Sale.
[00:17:57.463 --> 00:17:57.804]  Go now.
[00:17:59.805 --> 00:18:02.687]  The most powerful lympho wars life formula yet.
[00:18:02.687 --> 00:18:07.631]  DNA Force Plus is now back in stock for 50% off in our flash sale.
[00:18:07.631 --> 00:18:18.039]  This elite formula contains the most cutting edge enzymes, potent antioxidants, and traditional naturally occurring ingredients to protect the vitality of your very DNA.
[00:18:18.039 --> 00:18:26.145]  The powerhouse ingredients in DNA Force Plus include QQQ, CoQ10, organic reishi mushroom, astrologous root,
[00:18:26.345 --> 00:18:27.125]  We're good to go!
[00:18:48.957 --> 00:19:03.707]  I talk a lot about the great successes InfoWars has had.
[00:19:03.707 --> 00:19:06.028]  I don't think anybody can deny it.
[00:19:06.028 --> 00:19:09.951]  And it is because of listeners and viewers supporting us.
[00:19:09.951 --> 00:19:13.894]  When we talk about the crew at InfoWars, people behind the scenes, the researchers, the writers,
[00:19:15.325 --> 00:19:18.867]  They really have been the MVPs in this fight.
[00:19:18.867 --> 00:19:25.732]  And we look at Harrison Smith and Owen Schroer and the hard work they engage in every day, five, six, seven days a week.
[00:19:25.732 --> 00:19:26.673]  It's really just incredible.
[00:19:27.688 --> 00:19:31.310]  So for myself and the whole InfoWars crew, I thank you for your past support.
[00:19:31.310 --> 00:19:37.112]  I only encourage you now to realize that InfoWars cannot stay on air if you do not support us.
[00:19:37.112 --> 00:19:40.154]  I know you spread the word, I know you pray for us, and that's wonderful, keep doing it.
[00:19:40.154 --> 00:19:49.078]  But most viewers and listeners never go to InfoWarsStore.com, and you never buy great products that enrich and empower your life, while at the same time keeping us on air.
[00:19:49.078 --> 00:19:52.660]  I know that less than 1% of our listeners actually go buy products at InfoWarsStore.com.
[00:19:53.380 --> 00:19:58.322]  If just 1% more of you took action and went to m44.com, our funding problems will be over.
[00:19:58.322 --> 00:20:00.903]  Please take action now.
[00:20:00.903 --> 00:20:12.708]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:20:12.708 --> 00:20:16.169]  Take the highway to the end of the road.
[00:20:18.541 --> 00:20:25.545]  All right, I'm going to get into the left and their open race war they're trying to start.
[00:20:25.545 --> 00:20:29.928]  Letitia James saying that white people are inherently evil because of their skin color.
[00:20:29.928 --> 00:20:34.610]  That's the Attorney General persecuting Trump in New York.
[00:20:34.610 --> 00:20:43.215]  But I want to get into the tragic events that we have just seen unfold in Maine.
[00:20:43.215 --> 00:20:45.737]  There's a lot of different angles to this and a lot of different takeaways.
[00:20:46.809 --> 00:20:56.771]  You have an individual, and they're saying they think it's him, even mainstream news is calling him the shooter, but I think we can still say that's alleged, that's how our system works.
[00:20:56.771 --> 00:21:10.153]  Maine massacre gunman Robert Card, that's the Daily Mail, was committed to a mental hospital after hearing voices, firearms instructor, military firearms instructor, spent two weeks in a mental health facility this summer before killing at least 22 people.
[00:21:10.153 --> 00:21:12.113]  Now they're saying the number's down to 18.
[00:21:12.113 --> 00:21:13.234]  I hope that's correct.
[00:21:13.234 --> 00:21:14.054]  More than 60 wounded.
[00:21:15.888 --> 00:21:17.989]  More than 60 wounded.
[00:21:17.989 --> 00:21:30.857]  And then they talk about the entire state of Maine being on lockdown because he is at large, but now they think he went across the border to Massachusetts.
[00:21:30.857 --> 00:21:34.820]  So the answer is armed citizens, not disarmed citizens.
[00:21:34.820 --> 00:21:39.282]  And even though mass shootings are statistically up, because they didn't really happen until the 1980s,
[00:21:42.341 --> 00:21:49.131]  It's still a very rare form of dying, but nonetheless terrible if you're wounded or killed.
[00:21:49.131 --> 00:21:55.379]  So, again, is this MKUltra?
[00:21:55.379 --> 00:21:57.743]  Was he a mind control subject?
[00:21:57.743 --> 00:21:59.084]  We don't know that, and you know why?
[00:22:00.421 --> 00:22:08.563]  Because the CIA, under that program, MKUltra, MKNaomi and others, admittedly trained people to be assassins and mass shooters.
[00:22:08.563 --> 00:22:12.104]  And we know Sirhan Sirhan was drugged up and was just a decoy shooter.
[00:22:12.104 --> 00:22:13.324]  That's come out.
[00:22:13.324 --> 00:22:15.285]  And I'm not saying this was MKUltra.
[00:22:15.285 --> 00:22:16.845]  I'm not saying that.
[00:22:16.845 --> 00:22:25.987]  I'm saying, because there's a history of that, and Adam Lanza, the Sandy Hook shooter, was involved with the CIA, so was his family.
[00:22:25.987 --> 00:22:27.348]  That's in mainstream news.
[00:22:27.348 --> 00:22:27.728]  Look it up.
[00:22:28.724 --> 00:22:32.167]  The Unabomber, Theodore Kaczynski, was in the MKUltra program.
[00:22:32.167 --> 00:22:33.869]  Source, Washington Post, L.A.
[00:22:33.869 --> 00:22:34.789]  Times.
[00:22:34.789 --> 00:22:44.318]  The stories are so old, you just have to go to a search engine and type in Unabombers, CIA, and then click images and you'll see L.A.
[00:22:44.318 --> 00:22:46.299]  Times, Washington Post.
[00:22:46.299 --> 00:22:50.363]  You can even see newscasts from the 90s about it as well.
[00:22:50.363 --> 00:22:52.765]  And it goes on and on and on and on.
[00:22:52.765 --> 00:22:56.148]  The shooter at the Aurora movie theater, the Batman shooters,
[00:22:57.102 --> 00:23:04.290]  Dad ran the government brain interface program and he was a volunteer in a mind control experiment.
[00:23:04.290 --> 00:23:06.712]  I'm not saying that's what happened there.
[00:23:06.712 --> 00:23:09.555]  I'm just saying it's weird this continues to go on.
[00:23:09.555 --> 00:23:11.317]  So we need to investigate.
[00:23:11.317 --> 00:23:18.825]  We need to look into here exactly who this individual is, Robert Card of Maine.
[00:23:21.872 --> 00:23:24.254]  But he's now wanted on murder charges.
[00:23:24.254 --> 00:23:28.278]  They've issued a warrant with at least 18 dead.
[00:23:28.278 --> 00:23:29.519]  Some press reports are 22.
[00:23:29.519 --> 00:23:31.822]  We hope that's not the case.
[00:23:31.822 --> 00:23:39.089]  But the bigger takeaway here is, how could they lock down the huge state of Maine and say, stay in your house?
[00:23:41.732 --> 00:23:44.133]  Are you staying in your house because there's other criminals out there?
[00:23:44.133 --> 00:23:47.154]  Maine only had 22 homicides in all of last year.
[00:23:47.154 --> 00:23:50.334]  It's one of the safest states in the country.
[00:23:50.334 --> 00:23:51.915]  Beautiful state.
[00:23:51.915 --> 00:23:53.775]  I was just up there recently.
[00:23:53.775 --> 00:23:58.157]  And very, very sad, but they're now calling to take your guns, take my guns.
[00:23:58.157 --> 00:24:07.519]  And of course, in the final equation, it's known psychology that when you have a mass shooting, there's more mass shootings.
[00:24:07.519 --> 00:24:09.460]  Because it enters into the mind.
[00:24:09.460 --> 00:24:10.360]  It makes it an option.
[00:24:11.502 --> 00:24:25.968]  They noticed this back in the 30s and things at the Empire States Building when it was built, that when one person jumped, they had to put up fencing at the top, suddenly more people would hear about it and they would, suddenly in a day or so, two or three more people would show up to kill themselves.
[00:24:25.968 --> 00:24:29.509]  Or the press reported on somebody jumping off the Brooklyn Bridge, suddenly others would come.
[00:24:29.509 --> 00:24:31.490]  Yeah, that's an idea!
[00:24:31.490 --> 00:24:34.711]  So you have copycats, that's why they have a name for it.
[00:24:34.711 --> 00:24:38.673]  And the more this gets covered and the more attention there is, the more crazy people
[00:24:40.762 --> 00:24:43.383]  What do you want to bet he was on serotonin reuptake inhibitors, SSRIs?
[00:24:43.383 --> 00:24:55.168]  It says on the insert of all the major SSRIs since the 90s that it's directly linked to mass murder, megalomania, delusions of grandeur, and suicide, and a bunch of other things.
[00:24:55.168 --> 00:25:00.671]  So, even aquatic life from the runoff of the Mississippi River, there's so much
[00:25:01.544 --> 00:25:01.724]  I don't
[00:25:25.632 --> 00:25:30.676]  Wildlife becomes reckless after ingesting runoff of SSRIs.
[00:25:30.676 --> 00:25:35.861]  Shrimp becomes suicidal when ingesting SSRIs.
[00:25:35.861 --> 00:25:37.222]  Shrimp become violent.
[00:25:37.222 --> 00:25:40.464]  I mean, they actually did federal studies on shrimp alone.
[00:25:40.464 --> 00:25:41.465]  I'm not joking.
