[00:00:00.723 --> 00:00:01.603]  Well, so does he.
[00:10:29.275 --> 00:10:30.635]  Well, that's the plan.
[00:10:31.156 --> 00:10:35.497]  All these other finance ministers, all these other economists, I mean, there's almost no one saying this is good.
[00:10:36.037 --> 00:10:42.779]  For the first time in modern history, in 97 years of the banking dictatorship, they had one of the Fed governors of Kansas City.
[00:10:43.799 --> 00:10:45.620]  He came out and said this is going to destroy us.
[00:10:46.880 --> 00:10:48.841]  So this is not a game, ladies and gentlemen.
[00:10:50.718 --> 00:10:52.179]  And I know you know that.
[00:10:52.199 --> 00:10:53.680]  It's why you listen to this broadcast.
[00:10:53.700 --> 00:10:55.822]  But I say this every day.
[00:10:55.882 --> 00:11:03.687]  It's one thing to intellectually know this and know what hyperinflation and dollar devaluation is going to do and to know it's a globalist plan in stone.
[00:11:03.707 --> 00:11:07.150]  That's how we could predict it over a decade ago because we didn't predict it.
[00:11:07.170 --> 00:11:07.970]  They told us what they would do.
[00:11:09.992 --> 00:11:15.356]  People marvel at Ron Paul being accurate or Bob Chapman or myself or so many others marvel
[00:11:17.864 --> 00:11:21.266]  I mean, if you jump off a thousand foot cliff with no parachute, you're gonna die.
[00:11:23.648 --> 00:11:24.329]  You're gonna die.
[00:11:26.931 --> 00:11:32.855]  You do what Argentina and many other nations have done in Weimar Republic Germany in the 1930s, I mean, you know what's gonna happen.
[00:11:32.875 --> 00:11:36.878]  I mean, this is not, this is not brain surgery, it's not rocket science, okay?
[00:11:37.218 --> 00:11:40.040]  It's not quantum mechanics, it's not nuclear physics.
[00:11:41.081 --> 00:11:41.321]  Okay.
[00:11:43.873 --> 00:11:51.719]  I said at the first little segment that some stations don't care the first five minutes today that I'm going to try to remain centered throughout the entire broadcast.
[00:11:52.099 --> 00:12:01.546]  I've gotten better at this over the years and I want to apologize to listeners for ranting and screaming and yelling yesterday even though we had record listenership on the internet which is one gauge we have.
[00:12:04.008 --> 00:12:07.591]  I want to apologize because I didn't probably cover one-tenth of the news I had in front of me.
[00:12:08.462 --> 00:12:20.968]  And the problem is, the reason I always get into one article on the stack and then run on for an hour about it is because I want to go through all the facets of each report we cover so people can see it in context of how it connects to this overall system.
[00:12:22.428 --> 00:12:34.874]  But I want to go through just a stack of bizarre news first, then the latest naked body scanner information, which isn't just about the scanners or humiliation, it's about the fight against it.
[00:12:37.079 --> 00:12:44.101]  It's about the awakening to just how much tyranny we're under.
[00:12:44.181 --> 00:12:52.403]  I mean, it's happened incrementally, but we're now reaching a flashpoint where folks are really starting to realize how dire these straits are.
[00:12:55.003 --> 00:13:01.825]  And so, without further ado, let me go ahead and just get into this little stack.
[00:13:06.210 --> 00:13:09.232]  of in-your-face bizarre news.
[00:13:09.652 --> 00:13:10.673]  This is out of Reuters.
[00:13:10.893 --> 00:13:11.453]  Look out!
[00:13:12.153 --> 00:13:13.994]  Your medicine is watching you.
[00:13:14.575 --> 00:13:33.265]  And I remember over a decade ago seeing the patents for this, where even aspirin, Tylenol, will have chips in it, and they claim this is to track people that are abusing any type of vote-of-the-counter or prescription drug, and sets the precedent for your body to be basically filled with electronic microchips, Norvitis,
[00:13:34.165 --> 00:13:44.510]  AG plans to seek regulatory approval within 18 months for pioneering tablet containing an embedded microchip, bringing the concept of smart pill technology a step closer.
[00:13:44.530 --> 00:13:51.734]  And there's a bunch of other companies that already have actually gotten approval and have rolled this out, so the Total Surveillance Society, and of course that ties in
[00:13:52.844 --> 00:13:55.124]  With the smartphones tracking everything you do by law.
[00:13:56.065 --> 00:13:59.325]  It's law that those spying systems are built into all the phones.
[00:14:00.185 --> 00:14:07.807]  It ties into the smart houses, the smart meters, where the government wants to control your thermostat and all the new appliances by law.
[00:14:08.627 --> 00:14:10.267]  What is it, by 2014 or is it 2015?
[00:14:10.307 --> 00:14:11.748]  You can pull it up.
[00:14:12.728 --> 00:14:17.689]  And it's already rolling out that your dishwasher, your clothes washer, your
[00:14:19.089 --> 00:14:29.611]  Your refrigerator, your thermostat, everything has chips in them where the government doesn't need to have a wireless box on the pole and then they control your thermostat from that.
[00:14:29.951 --> 00:14:32.071]  That's the old technology they're already putting in place.
[00:14:32.932 --> 00:14:42.493]  This is data transfer down power lines and they can transfer data and it goes into the chip and then monitors everything going on in that appliance.
[00:14:43.534 --> 00:14:45.794]  This isn't coming, this is here.
[00:14:46.826 --> 00:14:51.067]  So, all products will have RFID chips tracking everywhere you go and what you do.
[00:14:51.647 --> 00:14:52.728]  There's been a big backlash.
[00:14:52.748 --> 00:14:53.888]  They plan to have this in place in 2004.
[00:14:54.068 --> 00:14:58.449]  The Pentagon's on record running the program.
[00:14:59.289 --> 00:15:06.451]  And they describe it as a total surveillance grid where everything going on in the third dimension, that's the dimension we live in.
[00:15:07.492 --> 00:15:11.953]  Cyberspace is its own dimension, its own artificial dimension.
[00:15:12.455 --> 00:15:17.198]  You know, dimension within cyberspace, within the silicon, the silicon.
[00:15:19.420 --> 00:15:32.188]  But this is described by MIT and the Pentagon as smart dust, and everything will have chips embedded in it, and so they can track the real world with the NSA Google-type software.
[00:15:32.208 --> 00:15:33.169]  And that's what Google is.
[00:15:33.229 --> 00:15:37.132]  It's NSA software given to the front company through In-Q-Tel and the CIA.
[00:15:37.412 --> 00:15:38.653]  We told you that seven years ago.
[00:15:38.673 --> 00:15:42.035]  It was declassified last year that they are a complete government operation.
[00:15:43.604 --> 00:15:44.785]  Yeah, don't be evil, Google.
[00:15:45.005 --> 00:15:46.827]  See, I said I'd just cover all the news here.
[00:15:46.847 --> 00:15:49.069]  I've probably got 200 articles, literally.
[00:15:49.129 --> 00:15:50.090]  I mean, 200 or more.
[00:15:50.110 --> 00:15:55.234]  In fact, give me a document cam shot, just a wide shot of all this news just today.
[00:15:55.254 --> 00:15:57.897]  For people to understand the frustration.
[00:15:59.939 --> 00:16:01.360]  For PrisonPlanet.TV viewers.
[00:16:02.541 --> 00:16:05.223]  So, that's what you need to know about that one article.
[00:16:05.443 --> 00:16:07.684]  Okay, here is another one.
[00:16:08.705 --> 00:16:23.334]  No soup for you, Michael Bloomberg targets salt sellers, Mayor Bloomberg's latest health campaign, cutting salt intake and he's using taxpayer money to run ads and billboards and radio and TV ads, saying how evil salt is.
[00:16:23.374 --> 00:16:27.977]  The truth is a lot of studies actually show that if you exercise and drink a lot of water, you actually need salt.
[00:16:30.828 --> 00:16:38.693]  You know, people have asked me in Texas, who are from up north, they say, why when you go to a 7-Eleven or any other convenience store, do you see big piles of little salt packets?
[00:16:39.353 --> 00:16:49.760]  And why will you see the migrant workers in there after a hard day's work, just soaked in sweat, dumping packets of flavored salt into water or into beer?
[00:16:50.400 --> 00:16:51.601]  Well, it's because they need it.
[00:16:51.621 --> 00:16:58.885]  If you ever go work on a golf course all day, like I've done back in college, you will literally want to eat salt.
[00:17:01.852 --> 00:17:05.174]  But no, if you're not exercising a lot, then no, you don't need the salt.
[00:17:05.214 --> 00:17:11.859]  The point is, you've heard them come out and say, well they've already passed the law in San Francisco, no toys and happy meals.
[00:17:13.841 --> 00:17:15.762]  The government says what type of toilets you can have.
[00:17:15.802 --> 00:17:17.063]  The government says what type of...
[00:17:18.891 --> 00:17:22.493]  Light bulbs you can have, what type of refrigerator, what type of appliance, what type of cell phone.
[00:17:23.093 --> 00:17:24.434]  And now it's what type of food.
[00:17:24.654 --> 00:17:27.995]  And this is the global model to then monitor everything you do.
[00:17:28.356 --> 00:17:37.140]  They socialize health care, then they say, well, your unhealthy lifestyle is costing me money in the socialist, collectivist system, so we have a right to tell you what you can and can't do.
[00:17:38.493 --> 00:17:40.774]  And you got the CPS taking people's children who are obese.
[00:17:41.314 --> 00:17:54.118]  But notice there's no discussion about bisphenol A in most plastic products, admittedly in the major studies, causing all sorts of endocrine hormone problems in youth and causing them to become obese.
[00:17:55.598 --> 00:17:56.639]  Or to give them cancer.
[00:17:57.179 --> 00:18:03.661]  Or to cause delayed fertility, puberty in males, and accelerated fertility in girls.
[00:18:04.571 --> 00:18:07.352]  And every time I talk about this, morons send me emails and say I'm lying.
[00:18:07.692 --> 00:18:09.833]  I mean, it's literally hundreds of news articles every month.
[00:18:10.313 --> 00:18:15.455]  This is now broken through to the mainstream, and it's admitted in major states, what, now four states have banned it?
[00:18:15.915 --> 00:18:21.116]  You go to Target, you can hardly buy plastic wear now, it's almost all glass, because people know.
[00:18:21.977 --> 00:18:32.180]  But on average, a higher education level, certainly not wealthy people, but, you know, Walmart's very blue-collar, and Target has a higher demographic, and then, you know, the average yuppies finally figure this out.
[00:18:34.181 --> 00:18:35.965]  15 years after myself and others warned you.
[00:18:36.185 --> 00:18:39.754]  There were scientists 50 years ago when they adopted this warning, people, but they get laughed at.
[00:18:39.994 --> 00:18:41.357]  Okay, I've covered two articles here.
[00:18:43.203 --> 00:18:54.773]  But the government could care less about telling you that Gardasil vaccines are killing people and maiming them, or that H1N1's deadly or filled with mercury, or that GMO food in every major study, because it's designed to do that.
[00:18:54.973 --> 00:19:03.940]  It's not accidentally every corn, every maize, every soybean crop, you know, just so happens to sterilize you and cause organ failure.
[00:19:04.161 --> 00:19:05.322]  It's designed like that.
[00:19:05.562 --> 00:19:07.564]  And we have the Rockefeller Foundation documents on it.
[00:19:07.844 --> 00:19:08.765]  We've covered them here.
[00:19:09.025 --> 00:19:10.266]  We've posted them on the websites.
[00:19:12.438 --> 00:19:15.121]  See, they don't care about all the real things that are screwing people up.
[00:19:15.582 --> 00:19:18.024]  You don't hear the government trying to restrict corn syrup, do you?
[00:19:18.605 --> 00:19:20.727]  On record, shutting down your pancreas.
[00:19:21.368 --> 00:19:22.069]  Highly toxic.
[00:19:23.280 --> 00:19:30.045]  Or the fact that they use toxic fertilizer on most of the food crops, and the crops then bio-accumulate lead, mercury, arsenic.
[00:19:30.065 --> 00:19:30.665]  That's admitted.
[00:19:31.345 --> 00:19:32.566]  What's the headline?
[00:19:32.967 --> 00:19:35.928]  Half of corn syrup products have high levels of lead and mercury.
[00:19:36.249 --> 00:19:36.969]  Washington Post.
[00:19:37.450 --> 00:19:39.091]  See, they don't really care.
[00:19:39.271 --> 00:19:45.295]  They just want to act like they care and use that as an excuse to monitor and control your life, while they're the ones killing us.
[00:19:45.435 --> 00:19:45.655]  See?
[00:19:45.675 --> 00:19:47.696]  Okay, I covered two articles.
[00:19:47.716 --> 00:19:48.417]  We'll try to cover more.
[00:19:49.858 --> 00:19:53.759]  In a coming apart world, you need something to keep it tied together.
[00:19:54.019 --> 00:19:55.739]  That something is Atwood Rope.
[00:19:55.899 --> 00:19:57.939]  The highest quality rope made in the USA.
[00:19:57.999 --> 00:20:03.600]  From exotic braids for military, rescue, arborists, shipyards, tow line, or boating.
[00:20:03.820 --> 00:20:07.341]  Quality rope at affordable prices you and your customers can depend on.
[00:20:07.521 --> 00:20:10.922]  Find a dealer or shop online at atwoodrope.net.
[00:20:11.122 --> 00:20:15.902]  Enter promo code RADIO to receive 100 feet of 550 paracord free with purchase.
[00:20:16.242 --> 00:20:16.963]  Atwood Rope.
[00:20:17.123 --> 00:20:19.003]  Working to keep the world tied together.
[00:20:19.503 --> 00:20:20.584]  Hi, this is Ted Anderson.
[00:20:20.744 --> 00:20:25.127]  Have you ever wondered why banks, stock workers, investment advisors won't talk about gold IRAs?
[00:20:25.287 --> 00:20:31.011]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:20:31.111 --> 00:20:34.533]  Gold has outperformed paper investments, yet no word about IRAs.
[00:20:34.753 --> 00:20:37.375]  If you would like to have gold for your retirement, call 800-686-2237.
[00:20:37.475 --> 00:20:42.398]  Don't get left behind by rising inflation and low returns.
[00:20:42.538 --> 00:20:42.779]  Call 800-686-2237.
[00:20:42.839 --> 00:20:44.180]  Secure your future and call 1-800-686-2237.
[00:20:49.883 --> 00:20:53.205]  You may be arrested and or subject to other police action.
[00:20:54.005 --> 00:20:54.926]  Tyranny is here.
[00:20:55.266 --> 00:20:58.848]  The grim future foretold in 1984 has become reality.
[00:20:58.908 --> 00:21:01.409]  It really says that the state is God.
[00:21:01.429 --> 00:21:06.892]  The United States is now recognized globally as one of the most oppressive police states on earth.
[00:21:07.292 --> 00:21:13.535]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[00:21:13.955 --> 00:21:19.498]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:21:19.939 --> 00:21:23.621]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:21:24.121 --> 00:21:28.104]  Prepare to enter the secretive world of emergency dictatorship.
[00:21:28.404 --> 00:21:33.907]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[00:21:34.347 --> 00:21:37.349]  It's only the beginning of the New World Order's hellish plan.
[00:21:37.909 --> 00:21:39.330]  The police state isn't coming.
[00:21:39.890 --> 00:21:40.311]  It's here.
[00:21:40.991 --> 00:21:47.976]  Secure your copy today at InfoWars.com, or see it online in the highest quality at PrisonPlanet.tv.
[00:21:48.736 --> 00:21:49.177]  Gold.
[00:21:49.197 --> 00:21:50.818]  It's like nothing else on Earth.
[00:21:51.058 --> 00:21:57.182]  From the Romans through the Renaissance, from the Industrial Age to the Space Age, gold has weathered the test of time.
[00:21:57.342 --> 00:22:01.145]  For 6,000 years, gold has remained the ultimate store of wealth.
[00:22:01.505 --> 00:22:03.386]  According to the World Gold Council and the U.S.
[00:22:03.446 --> 00:22:05.728]  Mint, demand is at an all-time high.
[00:22:05.868 --> 00:22:13.612]  The stage is being set for the reemergence of gold as the common-sense alternative to a fiat paper currency that gets weaker every day.
[00:22:13.972 --> 00:22:22.877]  Midas Resources is proud to offer the hard-hitting report that arms you with the truth you need to protect you and your family from the Fed's plans for your hard-earned money.
[00:22:23.037 --> 00:22:24.158]  Don't gamble with your future.
[00:22:24.338 --> 00:22:27.400]  Call Midas Resources today and ask for your free copy of
[00:22:27.700 --> 00:22:34.383]  As good as gold, call 1-800-686-2237 for the report the Fed hopes you'll never see.
[00:22:34.683 --> 00:22:37.264]  As good as gold can be yours by calling 800-686-2237.
[00:22:39.505 --> 00:22:43.607]  If you have ever thought about owning gold, you must read this report.
[00:22:43.767 --> 00:22:47.688]  Call Midas today at 800-686-2237.
[00:22:48.409 --> 00:22:49.209]  Pure water.
[00:22:49.529 --> 00:22:51.990]  What could be better than the gift of health for your loved ones?
[00:22:52.230 --> 00:22:56.372]  And who better to help you give the gift this holiday season than BigBerkyWaterFilters.com?
[00:23:04.840 --> 00:23:15.782]  For just pennies a day, Berkey water filters remove dangerous contaminants from both well and city water, is powerful enough to purify stagnant pond water, and is great for camping and emergencies.
[00:23:16.122 --> 00:23:21.623]  Right now, GCN listeners get 5% off all ceramic filter systems and free shipping on orders over $50.
[00:23:22.744 --> 00:23:30.125]  Purchase any filter system from BigBerkeyWaterFilters.com to get your choice of Berkey sport bottles, a KDF shower filter, a set of floor
[00:23:30.145 --> 00:23:30.565]  That's right.
[00:23:52.603 --> 00:23:54.003]  Monday through Friday, 11 a.m.
[00:23:54.023 --> 00:23:54.464]  to 2 p.m.
[00:23:54.504 --> 00:23:57.244]  Many days we go into the fourth hour overdrive to 3 p.m.
[00:23:57.284 --> 00:23:57.645]  central.
[00:23:57.945 --> 00:23:59.305]  Back Sundays, 4 to 6 p.m.
[00:23:59.345 --> 00:24:00.325]  Thank you for joining us.
[00:24:01.886 --> 00:24:12.749]  So, finishing up with the fact that New York's already tried to pass laws saying that they will give them multi-thousand dollar fines at restaurants if they quote, over-salt food.
[00:24:15.313 --> 00:24:19.834]  And this is about the image and the message that government is your God, your mommy, your daddy.
[00:24:19.914 --> 00:24:22.015]  It's going to tell you what to do and take good care of you.
[00:24:22.335 --> 00:24:25.536]  So that people have this image of government as caring about us.
[00:24:27.077 --> 00:24:31.078]  When they're using DU in the wars that are killing the troops, not just the enemies.
[00:24:31.838 --> 00:24:43.192]  When they're constantly getting caught running secret programs, injecting people with syphilis, with hepatitis, with HIV, with polio.
[00:24:43.532 --> 00:24:46.035]  But we don't want you to have salt.
[00:24:47.381 --> 00:24:53.644]  We don't want you to have salt, and later I'm getting back into the big developments on the naked body scanner TSA front.
[00:24:53.885 --> 00:24:54.685]  It's the same thing there.
[00:24:55.285 --> 00:25:02.269]  You got a better chance of being struck by lightning, literally, twice in one year, than you do of dying in terrorism.
[00:25:04.050 --> 00:25:09.333]  I mean, you got 20, what is it, 9,000 dead now in the last two years on the US-Mexican border?
[00:25:10.452 --> 00:25:11.813]  But that's kind of on the back burner.
[00:25:11.853 --> 00:25:12.453]  That's not a problem.
[00:25:12.473 --> 00:25:16.036]  You know, that's a higher death rate per year than what Vietnam had.
[00:25:16.056 --> 00:25:18.678]  Vietnam over, what, 10 years?
[00:25:18.758 --> 00:25:19.839]  64 to 74 was 58,000.
[00:25:20.159 --> 00:25:23.221]  Oh, but out of sight, out of mind.
[00:25:23.241 --> 00:25:25.102]  No, no, it's terrorist.
[00:25:25.142 --> 00:25:28.124]  And now they're banning mailing printer cartridges.
[00:25:29.405 --> 00:25:30.426]  Added to the huge list.
[00:25:31.387 --> 00:25:36.991]  So it's this perception management, where things that do matter, they just put on the back burner.
[00:25:37.011 --> 00:25:39.793]  But things that don't matter, oh, we want to protect you.
[00:25:42.227 --> 00:25:44.408]  We're doing all of this to protect you.
[00:25:45.208 --> 00:25:49.990]  Continuing, scientists find dramatic damage to marine life near BP spill site.
[00:25:50.050 --> 00:25:52.831]  Yeah, and the government's told us the seafood's safe now for four months.
