[00:00:20.234 --> 00:00:20.794]  Welcome back.
[00:02:04.209 --> 00:02:08.132]  You have them with the fake, not even birth certificate, but fake receipt of a birth certificate.
[00:02:08.713 --> 00:02:11.395]  You separately have the fact that he did give up his U.S.
[00:02:11.435 --> 00:02:15.418]  citizenship to Indonesia under federal law with that country at that time.
[00:02:17.239 --> 00:02:22.863]  Makes it to where he is not a person who's eligible for president regardless.
[00:02:23.223 --> 00:02:23.863]  That's a fact.
[00:02:24.043 --> 00:02:26.285]  His real name is Barry Sitaro.
[00:02:26.685 --> 00:02:29.887]  He became an Indonesian citizen, clearly born in Kenya.
[00:02:30.747 --> 00:02:37.692]  And this was done to set the precedent, just like Obama becoming the head of the UN.
[00:02:39.406 --> 00:02:40.327]  Security Council.
[00:02:40.788 --> 00:02:41.608]  Yes, I was correct.
[00:02:41.628 --> 00:02:44.912]  President Obama brazenly violated Article 1, Section 9 of the U.S.
[00:02:44.952 --> 00:02:50.238]  Constitution by seating himself at the head of the United Nations Security Council, thus becoming the first U.S.
[00:02:50.258 --> 00:02:52.200]  President to chair the world body.
[00:02:52.600 --> 00:02:55.683]  That's covered in the film, Fall of the Republic.
[00:02:56.084 --> 00:03:00.609]  But the issue here is, this is done by design.
[00:03:01.684 --> 00:03:09.567]  They stopped declaring war after World War II so that the executive branch could set up a dictatorship and cut Congress out of the loop.
[00:03:10.568 --> 00:03:11.388]  That's illegal.
[00:03:11.548 --> 00:03:12.209]  That's treason.
[00:03:12.489 --> 00:03:19.812]  But we've had Korea, Vietnam, Desert Storm I, Desert Storm II, all these other military operations that are war.
[00:03:20.832 --> 00:03:22.313]  They even call it war on the news.
[00:03:22.593 --> 00:03:26.115]  Before, they were a little more careful and called it police action because it was so illegal.
[00:03:26.455 --> 00:03:27.755]  Now they just say, yeah, it's a war.
[00:03:27.815 --> 00:03:31.077]  The Iraq War, the Afghan War, and all the other wars they're running.
[00:03:32.742 --> 00:03:35.543]  Just like they come out now and say, yeah, the U.S.
[00:03:35.583 --> 00:03:37.404]  Marines and Army are growing the opium.
[00:03:37.444 --> 00:03:41.246]  It's at record levels of production, and we are helping ship it out to the United States.
[00:03:42.386 --> 00:03:45.428]  And they say, because if we don't, Al-Qaeda will get it and sell it.
[00:03:45.448 --> 00:03:47.469]  Well, that's what they told our troops in Vietnam.
[00:03:47.489 --> 00:03:53.191]  Well, we've got to ship this opium out, plus you get a bunch of money from it, guys, and we've got to corrupt you, and you can even go back to the U.S.
[00:03:53.211 --> 00:03:56.093]  when you get out of the military and be a regional drug dealer for us.
[00:03:57.145 --> 00:03:59.647]  We'll make you a police chief, you know, over a city.
[00:04:00.147 --> 00:04:05.651]  That's how this corruption works, because we can't let the commies get the opium that's turned into heroin.
[00:04:10.774 --> 00:04:20.120]  So that said, the fact that he is an Indonesian citizen, the fact that he never gave up that citizenship, the fact that he had to basically give up his U.S.
[00:04:20.160 --> 00:04:26.164]  citizenship to do that at the time, the fact that he was adopted, that is an in-your-face event.
[00:04:27.162 --> 00:04:31.904]  And then they say we're liars, we're terrorists, it doesn't exist, we just don't like Obama.
[00:04:32.624 --> 00:04:33.745]  No, this is all illegal.
[00:04:33.785 --> 00:04:35.005]  This is setting precedence.
[00:04:35.425 --> 00:04:39.987]  To have a president who's the head of the UN while he's president serving a foreign power.
[00:04:41.388 --> 00:04:46.210]  You know, you can't even take a knighthood when you're in government and a bunch of people have done it.
[00:04:46.390 --> 00:04:47.010]  That's illegal.
[00:04:48.803 --> 00:04:51.926]  I mean, a president can't serve on the board of a corporation when he's president.
[00:04:52.326 --> 00:04:52.927]  That's illegal.
[00:04:53.187 --> 00:05:00.454]  Well, it's even more illegal to be the head of a world government body that's calling for the end of national sovereignty.
[00:05:00.894 --> 00:05:03.077]  But even if it was a good organization, it'd be illegal.
[00:05:03.537 --> 00:05:04.318]  That is illegal.
[00:05:04.438 --> 00:05:06.840]  Article 1, Section 9 of the U.S.
[00:05:06.880 --> 00:05:07.541]  Constitution.
[00:05:07.801 --> 00:05:08.241]  Go read it.
[00:05:08.462 --> 00:05:09.403]  It's like Hillary Clinton
[00:05:09.983 --> 00:05:21.440]  Well, the federal government had to pay a four hundred and something thousand dollar fine in the mid-nineties when she went to a Bilderberg Group meeting and it came out that policy was being set in the meeting and so taxpayers had to pay that fine for Hillary.
[00:05:21.800 --> 00:05:25.185]  Now, governors go, presidents go, they just don't care.
[00:05:25.225 --> 00:05:26.267]  They don't care if it's illegal.
[00:05:28.954 --> 00:05:32.839]  And it's the exact same thing with Barack Obama.
[00:05:33.500 --> 00:05:35.202]  The exact same thing.
[00:05:35.462 --> 00:05:37.084]  He knows what he's doing.
[00:05:37.344 --> 00:05:47.036]  And that's why he's had Michelle, three months ago, come out and say, when we went to the country of his birth, and when we went to his homeland of Kenya,
[00:05:47.757 --> 00:05:51.202]  And then now we have a 1997 video, when he was a U.S.
[00:05:51.242 --> 00:05:55.368]  Senator from Illinois, where she is saying basically the same thing.
[00:05:55.388 --> 00:06:02.458]  So let's play the original video of her at a gay and lesbian event, an AIDS event, talking about it.
[00:06:02.518 --> 00:06:04.240]  Then we'll play the newest clip.
[00:06:04.260 --> 00:06:04.601]  Here it is.
[00:06:04.991 --> 00:06:05.071]  Okay.
[00:06:31.479 --> 00:06:40.342]  Now let's play this newest clip that just surfaced of Michelle Obama, this time almost three years ago, saying similar things.
[00:06:40.362 --> 00:06:40.702]  Here it is.
[00:06:49.004 --> 00:06:50.284]  Um, two years ago.
[00:06:50.985 --> 00:07:07.468]  Um, and the level of excitement that we felt in that country, the hope that people saw just in the sheer presence of somebody like Barack Obama, a Kenyan, a black man, a man of great statesmanship, who they believe could change the fate of the world.
[00:07:07.848 --> 00:07:12.509]  We are still living in a country that is too mean.
[00:07:13.070 --> 00:07:13.370]  You see?
[00:07:14.946 --> 00:07:16.726]  And she goes on to repeat similar things.
[00:07:17.086 --> 00:07:30.129]  Now, if that's not enough, here's Obama last week at the White House Correspondents' Dinner, making a joke about his approval rating is low here, but at least in the country of his birth, it's higher.
[00:07:30.209 --> 00:07:30.629]  Here it is.
[00:07:30.849 --> 00:07:33.009]  For my approval ratings, which have just gone down.
[00:07:35.710 --> 00:07:36.590]  But that's politics.
[00:07:36.970 --> 00:07:37.710]  It doesn't bother me.
[00:07:38.850 --> 00:07:43.611]  Besides, I happen to know that my approval ratings are still very high in the country of my birth.
[00:07:46.653 --> 00:07:47.235]  It's so funny.
[00:07:57.774 --> 00:08:03.297]  And you can see the media people going, you can watch their faces when they come to the crowd.
[00:08:03.577 --> 00:08:06.619]  You can see all these media personalities going, that is the country of his birth.
[00:08:06.919 --> 00:08:08.459]  You can even read the woman's lips.
[00:08:08.800 --> 00:08:10.220]  She's going, that is the country of his birth.
[00:08:10.240 --> 00:08:12.001]  And they're all going, yeah, he's Kenyan.
[00:08:12.602 --> 00:08:14.603]  It's in your face.
[00:08:14.643 --> 00:08:17.324]  Hey, he's going to head the UN while he's president.
[00:08:17.604 --> 00:08:20.225]  He's going to swear an oath to them while he's president.
[00:08:20.466 --> 00:08:21.746]  Hey, he's going to make jokes.
[00:08:21.766 --> 00:08:22.687]  And then he went on to say,
[00:08:23.467 --> 00:08:27.690]  There aren't several hidden provisions in the health care bill, there are hundreds.
[00:08:27.950 --> 00:08:28.811]  That's actually true.
[00:08:29.291 --> 00:08:30.152]  It ties into the U.S.
[00:08:30.192 --> 00:08:32.694]  Code and into the boards that set the policy.
[00:08:33.815 --> 00:08:36.937]  He goes on to make jokes about the drone attacks, which are real.
[00:08:37.337 --> 00:08:40.500]  Like Bush saying, no WMDs here, no WMDs there.
[00:08:41.160 --> 00:08:43.342]  This is in your face.
[00:08:44.503 --> 00:08:47.145]  In your face, rubbing your face in it.
[00:08:48.010 --> 00:08:52.094]  And he went on to say, this whole evening's event has been brought to you by Goldman Sachs.
[00:08:52.674 --> 00:08:53.775]  In fact, cue up that actual clip.
[00:08:54.476 --> 00:08:54.776]  Thank you.
[00:08:56.437 --> 00:08:57.378]  The guys do a great job.
[00:08:57.398 --> 00:08:58.259]  I don't give many heads up.
[00:08:58.279 --> 00:08:58.939]  They're so quick.
[00:09:00.661 --> 00:09:01.301]  Hundreds of clips.
[00:09:01.322 --> 00:09:02.683]  We've got over a thousand clips in there now.
[00:09:05.168 --> 00:09:06.689]  He said, but Goldman Sachs doesn't care.
[00:09:06.709 --> 00:09:08.349]  They're going to make money whether you laugh or not.
[00:09:08.410 --> 00:09:10.550]  See, we don't care if you're not laughing.
[00:09:10.591 --> 00:09:11.571]  We're going to rape you.
[00:09:12.271 --> 00:09:13.112]  I'm from Kenya.
[00:09:13.452 --> 00:09:15.273]  I use drones to kill innocent people.
[00:09:15.533 --> 00:09:16.893]  There are hidden provisions.
[00:09:17.414 --> 00:09:19.675]  And Goldman Sachs did put me in power.
[00:09:20.035 --> 00:09:25.978]  And I'm going to sit up here like a pimp and slap you the hoe in the face and say, listen, I'm going to pay you nothing.
[00:09:26.258 --> 00:09:27.518]  You're going to give me everything.
[00:09:27.838 --> 00:09:29.099]  I've broken your back.
[00:09:29.559 --> 00:09:30.640]  You work for me now.
[00:09:31.460 --> 00:09:37.501]  It's just like that Pennsylvania ad about, you're our slave, pay the taxes, you're scum, we're watching you.
[00:09:37.801 --> 00:09:41.422]  They want you to know, they want to break your will, they think you're pathetic.
[00:09:41.942 --> 00:09:42.762]  Let's go ahead and play the clip.
[00:09:51.764 --> 00:09:56.925]  By the way, all of the jokes here tonight are brought to you by our friends at Goldman Sachs.
[00:09:58.976 --> 00:10:00.157]  So you don't have to worry.
[00:10:01.157 --> 00:10:03.019]  They make money whether you laugh or not.
[00:10:03.039 --> 00:10:07.962]  There you go.
[00:10:09.773 --> 00:10:33.568]  They make money whether you laugh or not, and there he is with all those elitists, to all the media, and it's such a joke how they get to go to the elite parties and they get the millions of dollars a year in salary, and they're up there perched on top of us, looting us, just like the globalists have looted every other country, and now they're building FEMA camps, and they've militarized the police, and it's just so much fun that they're going to get away with all this, because they think you're broke back.
[00:10:33.648 --> 00:10:35.029]  They think you've capitulated.
[00:10:36.022 --> 00:10:36.803]  I believe in you.
[00:10:37.123 --> 00:10:38.104]  I know you're waking up.
[00:10:38.344 --> 00:10:39.365]  I know you're taking action.
[00:10:39.605 --> 00:10:43.889]  And they're actually acting arrogant to intimidate you because they're scared to death.
[00:10:44.449 --> 00:10:47.172]  They think they're going to run their Stalinistic Hitler off here.
[00:10:47.532 --> 00:10:48.893]  We got news for the scum.
[00:10:49.314 --> 00:10:50.575]  You're going to be brought to justice.
[00:10:51.792 --> 00:10:54.194]  And Arnold Schwarzenegger needs to go back to Austria?
[00:10:54.575 --> 00:10:57.438]  Or maybe he can go, he said on Jay Leno he wants to be president again.
[00:10:57.918 --> 00:11:01.421]  Maybe he can go form his own country on some Caribbean island.
[00:11:01.441 --> 00:11:02.182]  He's got enough money.
[00:11:02.543 --> 00:11:03.664]  Him and Barack can do that.
[00:11:03.724 --> 00:11:04.524]  They can get married.
[00:11:05.285 --> 00:11:07.327]  They can be the first lady and the first man.
[00:11:08.108 --> 00:11:10.130]  And I guess Schwarzenegger will be the first lady.
[00:11:10.630 --> 00:11:11.812]  And they can have their own kingdom.
[00:11:13.090 --> 00:11:16.092]  And, uh, they can be foreign-born presidents there.
[00:11:16.112 --> 00:11:22.495]  You know, the Kenyan can leave, the Austrian can leave, just get out of our country.
[00:11:22.675 --> 00:11:23.276]  Parasites.
[00:11:23.656 --> 00:11:28.279]  We were rich, we were wealthy because we had private property and free market, and you can't... I mean...
[00:11:29.019 --> 00:11:31.260]  Schwarzenegger's always talking about how he's this big free market guy.
[00:11:31.800 --> 00:11:36.881]  He's for gun control, open borders, cap and trade, global warming taxes, and the Republicans praising.
[00:11:37.242 --> 00:11:39.742]  Filthy, disgusting Republican Party.
[00:11:40.142 --> 00:11:45.504]  Take all of your outlanders and get them out of my nation!
[00:11:45.784 --> 00:11:47.365]  Get out of here, Barack Obama!
[00:11:47.685 --> 00:11:57.508]  Get out of here and go back to Kenya where you advised your cousin Odinga to riot and burn down part of major cities so they would give him a government post when he lost the election.
[00:11:58.288 --> 00:12:04.091]  Go back to Kenya and you can run some Muslim slaughter operations there with your Muslim cousin Odinga.
[00:12:04.451 --> 00:12:05.271]  Just go!
[00:12:05.811 --> 00:12:06.151]  Go!
[00:12:06.291 --> 00:12:07.512]  Just get out of my country!
[00:12:07.792 --> 00:12:11.474]  I'm sick of you and your arrogant lies reading off your teleprompter.
[00:12:11.694 --> 00:12:14.675]  And take that Nazi piece of trash with you, Schwarzenegger.
[00:12:14.695 --> 00:12:17.736]  I just can't handle it anymore.
[00:12:17.756 --> 00:12:20.958]  I can't look at Schwarzenegger with his little monkey head anymore.
[00:12:21.638 --> 00:12:23.719]  I can't look at these people anymore.
[00:12:26.547 --> 00:12:27.687]  I've read all these quotes of Hitler.
[00:12:27.747 --> 00:12:29.888]  I hate the, excuse me, Schwarzenegger.
[00:12:30.368 --> 00:12:31.989]  You know, I hate the general public.
[00:12:32.009 --> 00:12:32.969]  They're a bunch of scum.
[00:12:32.989 --> 00:12:33.850]  They're so stupid.
[00:12:33.890 --> 00:12:34.990]  I love using them.
[00:12:35.010 --> 00:12:36.911]  I want to be like Hitler.
[00:12:36.951 --> 00:12:38.632]  I want to be worshipped at Nuremberg.
[00:12:39.192 --> 00:12:40.952]  I always dream of being king of the world.
[00:12:41.873 --> 00:12:42.473]  Well, guess what?
[00:12:42.493 --> 00:12:44.034]  You're not going to be king of the world, okay?
[00:12:44.054 --> 00:12:47.775]  No matter all your life extension, money, and funding, you're not going to make it.
[00:12:54.400 --> 00:13:07.791]  And I have to sit there and watch the hissing, and the bleeding, and all the CIA people, and the Chertoff group, and Lieberman on TV going, we need to start stripping American citizens of their rights.
[00:13:08.092 --> 00:13:09.613]  They don't deserve fair trials.
[00:13:09.873 --> 00:13:12.496]  We need to arrest them, to set that precedent.
[00:13:12.536 --> 00:13:15.018]  They want so bad to be able to arrest whoever they want.
[00:13:15.458 --> 00:13:19.159]  You know, the federal judge said there's no evidence that Atari was violent, was playing anything.
[00:13:19.259 --> 00:13:20.039]  I ordered them released.
[00:13:20.299 --> 00:13:21.520]  The feds have filed an appeal.
[00:13:21.740 --> 00:13:22.820]  They can't stand it.
[00:13:22.860 --> 00:13:30.422]  They want to just slam you up in a dungeon and say you were going to commit all these terror attacks and then stage terror attacks and grab a patsy.
[00:13:30.682 --> 00:13:32.622]  They can't stand courts.
[00:13:33.142 --> 00:13:36.163]  As corrupt as they are, the truth continues to come out.
[00:13:36.703 --> 00:13:38.004]  And that's what upset me so much.
[00:13:38.084 --> 00:13:39.324]  I was thinking about it.
[00:13:39.864 --> 00:13:41.145]  Today, why am I so angry?
[00:13:41.465 --> 00:13:46.507]  It's listening to the hissing voices on talk radio, the hissing people on television.
[00:13:47.788 --> 00:13:50.650]  Oh, hi, we're talking to a 30-year CIA veteran.
[00:13:51.450 --> 00:13:52.571]  Sir, tell us what we need to do.
[00:13:52.871 --> 00:13:58.994]  We need surveillance cameras tracking human behavior and face scanning everywhere, and the public's scared and they need to be.
[00:13:59.014 --> 00:14:04.397]  This is a new way of life, a new world order, and we need to start arresting citizens and not giving them trials.
[00:14:04.957 --> 00:14:06.018]  Yes, that sounds good.
[00:14:06.078 --> 00:14:06.858]  Thank you for joining us.
[00:14:07.278 --> 00:14:07.959]  I enjoyed it.
[00:14:08.019 --> 00:14:08.399]  Thank you.
[00:14:09.676 --> 00:14:22.161]  I mean, I have to sit there and watch these people perched, these terrorists, these drug narcotics traffickers, just open drug dealers in suits up there, all trying to intimidate people.
[00:14:22.181 --> 00:14:35.745]  I saw We Are Change Oklahoma go to an event with their in-residence CIA guy, 30-year vet, and the guy was all red tie, black, you know, Dracula outfit, and people would ask questions and he'd walk over like a zombie and try to intimidate them.
[00:14:35.966 --> 00:14:37.026]  I mean, I'm just sick of it!
[00:14:37.346 --> 00:14:38.388]  I'm sick of all of it!
[00:14:38.408 --> 00:14:39.610]  I don't want to be your slave!
[00:14:39.931 --> 00:14:41.453]  I don't want you poisoning my water!
[00:14:41.593 --> 00:14:46.742]  I don't want my neighbor kids down the street dying of cancer and you're laughing your murdering butts off!
[00:14:47.023 --> 00:14:48.045]  I see you!
[00:14:48.385 --> 00:14:49.267]  I know who you are!
[00:14:49.287 --> 00:14:50.048]  I don't like you!
[00:14:51.929 --> 00:14:53.249]  I like crystal clear oceans.
[00:14:53.309 --> 00:14:55.270]  I like fields of grain growing.
[00:14:55.310 --> 00:14:56.310]  I like forests.
[00:14:56.330 --> 00:14:57.351]  I like butterflies.
[00:14:57.671 --> 00:14:59.091]  I like swallows.
[00:14:59.611 --> 00:15:00.572]  I like wholesomeness.
[00:15:00.612 --> 00:15:01.452]  I like happiness.
[00:15:01.512 --> 00:15:02.372]  I like wealth.
[00:15:03.012 --> 00:15:04.213]  We have enough wealth for everyone.
[00:15:04.233 --> 00:15:05.153]  We can go to the stars.
[00:15:05.213 --> 00:15:06.313]  I like my species.
[00:15:06.654 --> 00:15:07.614]  I like good things.
[00:15:09.005 --> 00:15:12.746]  I don't hang around at the morgue looking at dead bodies like you people.
[00:15:13.026 --> 00:15:20.289]  I don't think death and blackness and blood and destruction and rotting meat and rape and murder and rapine is beautiful.
[00:15:20.469 --> 00:15:22.650]  And I know what you think is beautiful, okay?
[00:15:23.090 --> 00:15:25.071]  I can step right inside your operation.
[00:15:25.111 --> 00:15:26.791]  I know exactly who you people are.
[00:15:27.091 --> 00:15:28.752]  You make me want to throw up!
[00:15:29.611 --> 00:15:40.619]  I can't stand you to sit there and watch you perch like carrion vultures on America, picking our bones dry, laughing at us, treating us like trash, reveling in what you've done!
[00:15:40.639 --> 00:15:48.965]  Let me go ahead and cover this.
[00:15:50.947 --> 00:15:55.030]  This stack right here is the firecracker bomb.
[00:15:56.360 --> 00:15:59.301]  And they just, oh, this would have gone off, it would have just killed hundreds.
[00:15:59.821 --> 00:16:00.982]  It would be so devastating.
[00:16:01.002 --> 00:16:01.822]  Let's talk to this lady.
[00:16:02.182 --> 00:16:03.122]  Oh, I'm so scared.
[00:16:03.423 --> 00:16:04.903]  Put face scanning cameras everywhere.
[00:16:05.183 --> 00:16:06.184]  I want more searches.
[00:16:06.224 --> 00:16:07.484]  I want more body scanners.
[00:16:07.524 --> 00:16:09.005]  My God, it's so scary!
[00:16:09.225 --> 00:16:12.926]  Just a nation just throwing themselves on the altar of cowardice.
[00:16:12.966 --> 00:16:16.067]  Just groveling like snakes on the ground.
[00:16:16.347 --> 00:16:18.728]  Just completely shaking in their boots.
[00:16:18.788 --> 00:16:23.330]  The national religion of cowing and worshipping black uniforms.
[00:16:24.190 --> 00:16:26.551]  And the talking points just spewing out.
[00:16:29.311 --> 00:16:30.151]  AP sources.
[00:16:30.211 --> 00:16:32.312]  Bomber trained at Pakistan terror camp.
[00:16:35.052 --> 00:16:35.672]  Here's another one.
[00:16:35.712 --> 00:16:36.793]  Times Square eyewitness.
[00:16:36.833 --> 00:16:38.493]  Bomb scare looked like drill.
[00:16:38.633 --> 00:16:43.214]  And we have this police officer saying he had been doing bomb squad activity that day.
[00:16:43.234 --> 00:16:46.535]  And so he was already there, quote, in cop mode.
[00:16:46.995 --> 00:16:48.255]  That's Paul Watson's article.
[00:16:49.778 --> 00:16:51.619]  So, I mean, there's more and more staged.
[00:16:52.520 --> 00:16:56.203]  Police cameras to flood Manhattan to prevent attacks AP.
[00:16:57.404 --> 00:17:01.847]  And it says that these are behavior systems, face scanning, biometrics.
[00:17:01.907 --> 00:17:02.988]  It's already going in the airports.
[00:17:03.869 --> 00:17:07.752]  Oh, the camera says you might be a terrorist by the looks on your face.
[00:17:07.832 --> 00:17:09.994]  I mean, just total made-up quackery.
[00:17:10.014 --> 00:17:16.238]  I mean, they might as well just have a plastic box with some flashing lights on it and with a plastic dish.
[00:17:17.119 --> 00:17:18.240]  Oh, it says you're a terrorist.
[00:17:18.280 --> 00:17:19.221]  I've got to take your house.
[00:17:20.182 --> 00:17:25.168]  It took decades to prove lie detector tests were a fraud and used to imprison hundreds of thousands of innocent people.
[00:17:25.588 --> 00:17:28.171]  Now they've just got all these quack machines running around.
[00:17:31.355 --> 00:17:32.456]  Lieberman, no U.S.
[00:17:32.516 --> 00:17:34.239]  citizenship rights for terrorists.
[00:17:36.192 --> 00:17:37.013]  That means you.
[00:17:37.613 --> 00:17:40.696]  When they say you're a terrorist, you don't get a trial.
[00:17:40.997 --> 00:17:45.681]  So Lieberman can get up and... He's already got the ADL and Southern Poverty Law Center saying I'm a terrorist, basically.
[00:17:46.502 --> 00:17:48.404]  Oh, we've arrested the terrorist Alex Jones.
[00:17:48.424 --> 00:17:49.444]  He's not getting a trial.
[00:17:50.225 --> 00:17:52.988]  Meanwhile, you got Lieberman there with the match lighting the fuse.
[00:17:53.008 --> 00:17:54.609]  That'd be sick, Lieberman!
[00:17:55.450 --> 00:17:57.092]  We're gonna wake people up, though, to you, pal.
[00:17:59.861 --> 00:18:01.122]  Hi, this is Alex Jones.
[00:18:01.182 --> 00:18:06.504]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:18:06.764 --> 00:18:11.386]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[00:18:11.766 --> 00:18:16.848]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[00:18:17.348 --> 00:18:22.050]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:18:22.570 --> 00:18:24.451]  They call it a Survival Seed Bank.
[00:18:24.881 --> 00:18:29.483]  And it can produce an endless supply of nutrient-dense food for you and your family.
[00:18:29.683 --> 00:18:30.584]  And here's the best part.
[00:18:30.804 --> 00:18:33.565]  These seeds have not been genetically modified in any way.
[00:18:33.885 --> 00:18:37.187]  And you actually get enough seeds to plant a full acre crisis garden.
[00:18:37.487 --> 00:18:40.329]  So visit them today at survivalseedbank.com.
[00:18:40.689 --> 00:18:42.570]  That's survivalseedbank.com.
[00:18:42.910 --> 00:18:43.830]  Or give them a call at 877-327-0365.
[00:18:43.850 --> 00:18:44.230]  That's 877-327-0365.
[00:18:44.250 --> 00:18:45.151]  Remember, in a real crisis,
[00:18:53.979 --> 00:18:56.223]  Non-hybrid seeds are the ultimate barter item.
[00:18:56.543 --> 00:18:58.907]  This is Alex Jones for survivalseedbank.com.
[00:19:00.805 --> 00:19:01.485]  The problem.
[00:19:01.565 --> 00:19:03.647]  How do I cook food without power?
[00:19:04.147 --> 00:19:06.308]  How do I light my home with no electricity?
[00:19:06.848 --> 00:19:09.049]  How do I get emergency radio broadcasts?
[00:19:09.530 --> 00:19:11.171]  How can I make safe drinking water?
[00:19:12.031 --> 00:19:20.816]  When your power goes out, the solution for cooking, baking, home lighting, listening to the radio, and producing clean water is the Family Emergency Kit from KaroStove.
[00:19:21.036 --> 00:19:24.698]  KaroStove has been in business for over 12 years with the largest selection of
[00:19:24.838 --> 00:19:28.099]  Kerosene stoves and family preparedness supplies in the U.S.
[00:19:28.419 --> 00:19:33.941]  Now get the Family Emergency Kit at kerostove.com for only $4.29 plus shipping.
[00:19:34.141 --> 00:19:35.122]  A savings of nearly $200.
[00:19:36.342 --> 00:19:38.043]  It's perfect for off-the-grid living.
[00:19:38.183 --> 00:19:38.683]  Call 888-395-1164 today.
[00:19:41.964 --> 00:19:50.048]  That's 888-395-1164 and ask about weekly specials or check the specials online each week at kerostove.com.
[00:19:50.269 --> 00:19:55.551]  Again, call 888-395-1164 or go to kerostove.com.
[00:19:55.671 --> 00:19:58.753]  KeroStove, for family emergency solutions.
[00:19:59.660 --> 00:20:07.186]  AirAndAqua.com is your one-stop shop for some of the most affordable air and water purification systems available on the market today.
[00:20:07.406 --> 00:20:15.672]  AirAndAqua.com knows exactly what doesn't belong in our air and our water, and they know exactly how to help you rid your home or office of these harmful toxins.
[00:20:15.992 --> 00:20:20.536]  Did you know that your skin actually absorbs more chlorine while you shower than from the water you drink?
[00:20:20.756 --> 00:20:24.439]  AirAndAqua.com can help you eliminate dangerous chlorine from your water.
[00:20:24.699 --> 00:20:28.822]  AirAndAqua.com carries atmospheric water generators, glass water bottles,
[00:20:29.102 --> 00:20:42.210]  Chlorine reducing shower filters, air purifiers, water ionizers, filters that remove up to 95% of the fluoride in your water, whole house water purification systems, solar powered lawn and garden products, water testing kits and more.
[00:20:42.470 --> 00:20:44.251]  Visit airandaqua.com.
[00:20:44.451 --> 00:20:47.933]  That's air and A-Q-U-A aqua dot com.
[00:20:48.173 --> 00:20:48.813]  Or call 1-866-380-2782.
[00:20:48.833 --> 00:20:49.674]  That's 1-866-380-2782. airandaqua.com.
[00:20:49.734 --> 00:20:50.534]  Purify your life today.
[00:21:10.810 --> 00:21:15.873]  Got some Schwarzenegger quotes here.
[00:21:15.893 --> 00:21:17.433]  This was shot in Pumping Iron.
[00:21:17.453 --> 00:21:20.335]  He later bought the film so this wouldn't be released and had it cut out.
[00:21:21.716 --> 00:21:23.697]  At that point, I didn't think about money.
[00:21:24.457 --> 00:21:27.419]  I thought about the fame, about just being the greatest.
[00:21:27.919 --> 00:21:32.142]  I was dreaming about being some dictator of a country or some savior like Jesus.
[00:21:33.663 --> 00:21:35.487]  Jay Leno, hey, do you still want to be president?
[00:21:35.748 --> 00:21:36.750]  You know I do.
[00:21:37.311 --> 00:21:41.822]  You know I do, Jay, and I'd like to change that law so I can be president.
[00:21:45.287 --> 00:21:47.209]  People need to be told what to do.
[00:21:47.229 --> 00:21:48.950]  It just goes on and on.
