[00:00:03.308 --> 00:00:04.688]  We're live.
[00:11:19.723 --> 00:11:31.494]  And really, most people don't make any real money doing this, but as the economy shuts down, people are getting more and more into barter and barely surviving off of selling off what they owned, and that's just not allowed.
[00:11:32.418 --> 00:11:39.665]  We live in a Soviet-type culture, but it's not communist in the way the general public's been taught for the workers, for the people.
[00:11:40.025 --> 00:11:44.410]  Communism is always to consolidate wealth that's then transferred to offshore oligarchs.
[00:11:45.110 --> 00:11:47.933]  And that's exactly what is happening here.
[00:11:48.414 --> 00:11:54.740]  So they've got legislation to basically legalize millions of illegal aliens tagged on to the Defense Authorization Act.
[00:11:55.100 --> 00:11:55.280]  I don't
[00:12:12.779 --> 00:12:17.721]  Dream Act, which further legalizes illegal aliens and allows them to bring their families here.
[00:12:19.201 --> 00:12:26.764]  And of course, they're also trying to ram through the two different bills that viciously attack what's left of family farms and ranches.
[00:12:27.144 --> 00:12:28.144]  So we'll be discussing that.
[00:12:28.164 --> 00:12:35.867]  And even if you don't have a family farm or ranch, this affects you in food prices and the economy and small towns and the health of this nation.
[00:12:36.707 --> 00:12:39.409]  It is the stated goal of the White House Science Czar.
[00:12:39.429 --> 00:12:41.551]  It is the stated goal of the United Nations.
[00:12:42.011 --> 00:13:00.487]  We read over this Sunday on air with the Sunday broadcast, 4 to 6 Central, and yesterday I spent a lot of time, over an hour on it, with their quotes from the UN, from the Club of Rome, from the State Department, from the White House Science Czar, from the head climatologist at NASA saying, we want to de-industrialize the West.
[00:13:01.187 --> 00:13:05.570]  We want to bankrupt people where they're so poor, they can't even afford to have children.
[00:13:06.270 --> 00:13:10.092]  And then under the new rules, if you are poor and have children, they're going to try to take them.
[00:13:10.733 --> 00:13:15.516]  See, this is a military, financial Armageddon being carried out.
[00:13:16.336 --> 00:13:24.961]  And any old-timer who went through the Depression can tell you, the banks were happy to give loans ahead of the engineered Depression, because wealth is not destroyed, it is merely transferred.
[00:13:26.142 --> 00:13:29.524]  So the bank loans you money it makes up out of nothing.
[00:13:29.564 --> 00:13:30.605]  It's just on a ballot sheet.
[00:13:32.267 --> 00:13:36.890]  Now on computers today, they want your property, they want your land.
[00:13:37.231 --> 00:13:43.155]  Have you ever done a deed search out in the country, anywhere in this country, you can randomly do it, and see who owns most of the land?
[00:13:43.855 --> 00:13:48.399]  There are thousands of banks that don't even have tellers, that don't even have offices.
[00:13:49.339 --> 00:13:51.781]  They did 50, 60, 70, 80 years ago.
[00:13:52.322 --> 00:14:03.390]  All they are now is private trust of the globalist and most of the land in this country that's supposedly private isn't even owned by local individuals.
[00:14:03.470 --> 00:14:07.494]  It's owned by banks who stole it from families decades ago.
[00:14:08.362 --> 00:14:09.923]  And they do this over and over again.
[00:14:10.063 --> 00:14:12.284]  This is their system, and it's stated.
[00:14:12.864 --> 00:14:16.125]  And people are going to have to have the courage to admit this to themselves.
[00:14:16.845 --> 00:14:21.067]  And that's all the banker bailout and stimulus packages were.
[00:14:21.447 --> 00:14:24.729]  We haven't gotten new numbers in eight months from the federal government.
[00:14:25.229 --> 00:14:32.432]  Last time we got numbers eight months ago, Bloomberg reported that it was $23.7 trillion.
[00:14:32.472 --> 00:14:33.792]  In fact, pull that up, guys.
[00:14:34.052 --> 00:14:36.053]  Cost of bailout, $23.7 trillion.
[00:14:36.193 --> 00:14:36.793]  It'll come up.
[00:14:37.054 --> 00:14:37.694]  Bloomberg AP.
[00:14:40.188 --> 00:14:46.033]  Now, remember, you've got to pay interest to the private bankers on that, so it's astronomically larger and impossible to pay back.
[00:14:46.313 --> 00:14:47.594]  But they get all the real assets.
[00:14:48.134 --> 00:14:54.279]  But I came up with a number of $28 trillion because Bloomberg went on to report an additional $4 trillion of added bailout.
[00:14:55.240 --> 00:14:56.541]  But we haven't gotten new numbers.
[00:14:56.701 --> 00:14:57.162]  There it is, $23.7 trillion.
[00:14:57.182 --> 00:14:57.222]  U.S.
[00:14:57.242 --> 00:14:59.544]  Rescue may reach $23.7 trillion.
[00:15:06.047 --> 00:15:10.911]  And there's another article actually with a similar headline where it conclusively says it's over $23.7 trillion.
[00:15:11.331 --> 00:15:16.195]  But $23.7, $28, I mean, it's all devastating.
[00:15:16.215 --> 00:15:18.416]  It's a financial black hole that's impossible to pay back.
[00:15:18.857 --> 00:15:22.760]  But I've got a Houston Chronicle detailed analysis here.
[00:15:23.220 --> 00:15:26.743]  Texas reaped $4.6 billion from federal stimulus.
[00:15:27.503 --> 00:15:31.944]  Of the $4.6 billion, 47,704 jobs were created, and that comes out to $96,727 per job, and the average job only paid the person around $30,000.
[00:15:31.984 --> 00:15:35.225]  So, two-thirds of the money, or more, goes to the bureaucracy.
[00:15:54.332 --> 00:16:00.736]  goes to the select corporations that were given the lion's share of the money and and the government agencies that doled it out.
[00:16:01.837 --> 00:16:05.279]  And most of those jobs by the way were in the government sector.
[00:16:05.960 --> 00:16:11.664]  And for every government job, statistically, historically, takes two free market jobs away.
[00:16:12.304 --> 00:16:13.305]  This is even worse though.
[00:16:14.666 --> 00:16:17.087]  If it cost 4.6 billion to get
[00:16:22.074 --> 00:16:25.435]  47,000 jobs and more than half of those were government jobs.
[00:16:26.296 --> 00:16:35.958]  So that'll cost further jobs and those will be jobs that are now put into place and then after the stimulus goes away, which it's already done, then they'll have to raise new local taxes to fund them.
[00:16:35.978 --> 00:16:37.139]  See, that's what the federal government does.
[00:16:37.199 --> 00:16:37.679]  It comes in,
[00:16:38.439 --> 00:16:51.822]  And it brings in police funding, education funding, highway funding, water district funding, and then two years later, or in some cases a year later like this, the money's gone and they come in with lobbyists that say, okay, what you do is you privatize your water.
[00:16:51.882 --> 00:16:54.602]  You paid for these dams over the last 50 plus years.
[00:16:54.902 --> 00:16:57.563]  You paid in taxes to have the infrastructure built.
[00:16:57.883 --> 00:17:01.344]  Now we're going to privatize it, but it isn't really privatizing.
[00:17:01.384 --> 00:17:02.944]  It's like if the government came with guns and
[00:17:03.464 --> 00:17:05.685]  You know, ordered you to hand your house over to a private interest.
[00:17:05.705 --> 00:17:06.645]  That's not privatization.
[00:17:06.905 --> 00:17:10.267]  And then they take over the infrastructure and then jack up prices.
[00:17:11.107 --> 00:17:19.810]  So, they get the huge investment, in some cases it goes back hundreds of years, of the dams, the waterways, the water districts, the power systems, the roads.
[00:17:20.150 --> 00:17:24.072]  They get all that infrastructure for nothing to just administer it.
[00:17:24.752 --> 00:17:26.373]  And then they raise the prices.
[00:17:27.301 --> 00:17:30.563]  The bottom line is, this is a planned, coordinated operation.
[00:17:53.407 --> 00:17:55.268]  This is just Texas, one of 50 states.
[00:17:55.288 --> 00:18:03.275]  American taxpayers have thrown $4.6 billion into emergency projects across Texas over the past 19 months to salvage the Lone Star State economy.
[00:18:03.695 --> 00:18:05.657]  So, oh, it's salvaged our economy.
[00:18:05.717 --> 00:18:10.300]  Now, our economy's the best in the country because we have smaller government than any other state.
[00:18:11.321 --> 00:18:12.362]  And more private property.
[00:18:13.444 --> 00:18:20.527]  I mean, Texas has the best economy in the country, and not that it's great, but it's better than others, because we have smaller government, not because of government.
[00:18:20.727 --> 00:18:22.508]  So you see, you have to love that message there.
[00:18:22.528 --> 00:18:24.909]  You know, oh, the illegal aliens help the economy.
[00:18:24.989 --> 00:18:26.290]  Oh, the feds help the economy.
[00:18:27.430 --> 00:18:31.532]  Yeah, that's like saying a case of gangrene helps your toes when they're falling off.
[00:18:32.665 --> 00:18:43.987]  Amid the nation's worst downturn since the Great Depression, that means each Texas job has cost taxpayers $96,727 according to a Houston Chronicle analysis of federal stimulus funds.
[00:18:44.468 --> 00:18:47.828]  And then it goes through all of the types of jobs and the rest of it.
[00:18:47.848 --> 00:18:53.390]  I have several other reports up on PrisonPlanet.com and InfoWars.com dealing with that.
[00:18:53.710 --> 00:18:59.551]  I have another big stack of news on the economy where all these private economists and major companies are saying this is a depression.
[00:19:00.251 --> 00:19:01.352]  Our earnings are way down.
[00:19:01.432 --> 00:19:03.234]  Unless you're in the banking sector, those are way up.
[00:19:04.495 --> 00:19:05.596]  Because it's a consolidation.
[00:19:05.676 --> 00:19:06.256]  It's a looting.
[00:19:07.317 --> 00:19:14.644]  But the Fed said yesterday, we read the headline, they said that we left the recession in June of last year.
[00:19:14.664 --> 00:19:17.166]  That everything is wonderful.
[00:19:17.667 --> 00:19:19.628]  So what are you complaining about?
[00:19:20.269 --> 00:19:21.350]  Just more lies.
[00:19:22.748 --> 00:19:34.357]  And as the credibility of the government and the select group of corporations that have grown up around it drops, their answer is accelerate more lies, more corruption, more disinformation.
[00:19:34.717 --> 00:19:36.498]  So we'll be talking about all of that after the break.
[00:19:36.779 --> 00:19:39.901]  And then of course we're going to be discussing Obama's aunt.
[00:19:40.922 --> 00:19:47.387]  She says, quote, if I come here as an illegal immigrant, you have the obligation to make me a citizen.
[00:19:48.047 --> 00:19:49.309]  And that's what these illegals are told.
[00:19:49.969 --> 00:19:56.316]  They're told, you come here, you get on welfare, and you're gonna be made a citizen, and you just vote to take these people's guns.
[00:19:56.637 --> 00:19:58.499]  And they say, absolutely, I'm ready to do it.
[00:19:58.739 --> 00:20:01.442]  Making the right decisions is a challenge to investors.
[00:20:01.682 --> 00:20:05.646]  Are we going to see economic growth slide into a recession, or at worst, depression?
[00:20:05.827 --> 00:20:07.869]  Hi, Ted Anderson from Midas Resources.
[00:20:08.089 --> 00:20:13.115]  We all know when a company acts irresponsibly, divesting ourselves in a move towards safety is prudent.
[00:20:13.255 --> 00:20:15.018]  When the market becomes volatile, U.S.
[00:20:15.078 --> 00:20:16.419]  Treasuries are a safe haven.
[00:20:16.620 --> 00:20:18.081]  But what do you do when the U.S.
[00:20:18.101 --> 00:20:21.205]  government overextends itself and spends beyond its means?
[00:20:21.486 --> 00:20:26.512]  Many investors are turning toward gold as a common-sense alternative to traditional paper investments.
[00:20:26.832 --> 00:20:35.957]  Midas Resources has put together a powerful book titled 10 Reasons to Own Gold, discussing costs, benefits, risks, featuring full-color illustrations, weights, and measures.
[00:20:36.177 --> 00:20:38.478]  The book is free and can be yours by calling 800-686-2237.
[00:20:38.538 --> 00:20:40.239]  Paper investments are dwarfed by gold's 6,000-year history.
[00:20:44.821 --> 00:20:45.061]  Call 800-686-2237
[00:20:58.226 --> 00:21:03.089]  The question is, where should the American people draw their line in the sand?
[00:21:03.189 --> 00:21:03.950]  What have we got?
[00:21:04.170 --> 00:21:06.291]  A republic or a monarchy?
[00:21:06.631 --> 00:21:07.372]  A republic.
[00:21:07.632 --> 00:21:10.213]  It's based on a constitution which protects minority rights.
[00:21:10.273 --> 00:21:12.195]  Not democracy, not mob rule.
[00:21:12.535 --> 00:21:14.456]  Two wolves and a sheep voting on what's for dinner.
[00:21:14.576 --> 00:21:15.837]  So they think they own our land?
[00:21:16.257 --> 00:21:17.358]  They think they own our water?
[00:21:17.578 --> 00:21:17.978]  Children?
[00:21:18.178 --> 00:21:18.959]  Our education?
[00:21:19.299 --> 00:21:19.919]  Our money?
[00:21:20.120 --> 00:21:23.782]  We have to define who we are and what we will tolerate.
[00:21:24.142 --> 00:21:27.787]  Somebody's gonna ask you what you did during the Patriot Uprising.
[00:21:27.827 --> 00:21:28.808]  You're being warned.
[00:21:29.109 --> 00:21:29.950]  We have the facts.
[00:21:30.150 --> 00:21:31.251]  We have the Constitution.
[00:21:31.311 --> 00:21:32.193]  We have the Bill of Rights.
[00:21:32.213 --> 00:21:33.054]  We have common law.
[00:21:33.094 --> 00:21:35.357]  Knowledge is power, ladies and gentlemen.
[00:21:35.637 --> 00:21:39.402]  And I'm so excited to be able to offer you Don't Tread on Me, Rise of the Republic.
[00:21:39.502 --> 00:21:44.285]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising.
[00:21:44.446 --> 00:21:45.826]  A new tool in the Info War.
[00:21:45.947 --> 00:21:46.787]  Don't tread on me.
[00:21:47.027 --> 00:21:53.912]  Order it at InfoWars.com or PrisonPlanet.com or call toll free 888-253-3139 and support independent patriotic liberty films.
[00:21:58.755 --> 00:22:03.219]  We all know that Berkey water purification systems are the most trusted name in water filtration.
[00:22:03.439 --> 00:22:12.086]  As an authorized Berkey dealer for over five years and serving thousands of satisfied customers, the Berkey guy offers amazing specials for Berkey water filtration systems.
[00:22:12.326 --> 00:22:26.217]  The Berkey light systems include a set of self-sterilizing and recleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and remove harmful chemicals such as herbicides and pesticides.
[00:22:26.517 --> 00:22:37.187]  Order the Berkey Light System today, complete with two black Berkey elements for only $209, and the Berkey Guy will include three sport Berkey water bottles and ship everything to you free of charge.
[00:22:37.468 --> 00:22:41.311]  That's right, three sport Berkey water bottles and free shipping.
[00:22:41.431 --> 00:22:43.173]  An $87 value, yours free.
[00:22:43.413 --> 00:22:44.474]  Call the Berkey Guy at 1-877-886-3653.
[00:22:44.494 --> 00:22:44.694]  That's 1-877-886-3653.
[00:22:56.782 --> 00:23:00.343]  As gardeners, we can all relate.
[00:23:00.483 --> 00:23:02.864]  What do you do with all the excess food that you grow?
[00:23:02.944 --> 00:23:10.566]  Freezing or canning may have been the process you've used, but the good folks at Excalibur Dehydrator have a healthy alternative to preserve the fruits of your labor.
[00:23:10.786 --> 00:23:17.448]  The Excalibur Dehydrator will help you preserve your fruits and vegetables quickly and easily, so you don't have to worry about premature spoiling.
[00:23:17.648 --> 00:23:21.590]  You can also use your Excalibur dehydrator year-round to make delicious jerky.
[00:23:21.770 --> 00:23:22.631]  And the best part?
[00:23:22.811 --> 00:23:26.653]  The foods you dehydrate are free from excess additives, salt, and preservatives.
[00:23:26.873 --> 00:23:28.874]  And that's something we can all do without!
[00:23:29.074 --> 00:23:38.739]  To learn more and to order your very own Excalibur dehydrator, visit drying123.com and see how the Excalibur dehydrator can help you preserve your favorite foods.
[00:23:38.999 --> 00:23:43.680]  Mention coupon code GCN and receive a free book on how to preserve your foods.
[00:23:43.920 --> 00:23:46.921]  Again, that's D-R-Y-I-N-G 1-2-3 dot com.
[00:23:46.961 --> 00:23:47.761]  Drying 1-2-3 dot com.
[00:23:47.781 --> 00:23:48.281]  Or call 1-800-875-4254.
[00:23:48.301 --> 00:23:48.961]  That's 1-800-875-4254 today!
[00:24:05.509 --> 00:24:23.466]  The federal government here in the United States has been researching a move to basically start taking your paychecks and running it through the federal government first and they will take out the taxes.
[00:24:24.386 --> 00:24:29.249]  And of course, so companies like ADP that process a lot of payroll won't get angry.
[00:24:29.570 --> 00:24:34.273]  The government will use private contractors to do it so they still get their piece of the pie.
[00:24:34.553 --> 00:24:37.555]  But then select corporations will only get the job.
[00:24:37.595 --> 00:24:39.797]  The smaller payroll companies will be out of business.
[00:24:40.357 --> 00:24:42.199]  I have seen that in the literature proposed.
[00:24:42.639 --> 00:24:48.663]  They're officially trying to launch that right now over in the United Kingdom.
[00:24:48.783 --> 00:24:50.865]  And it's the exact same global corporate model.
[00:24:51.545 --> 00:24:59.134]  I remember seven years ago, England started putting tracker chips in the trash cans that would scan, basically, what you were throwing away.
[00:24:59.394 --> 00:25:06.162]  They were hiring citizens to look through the trash at minimum wage, to then tattle on you if you weren't recycling properly.
[00:25:06.642 --> 00:25:08.824]  That's now being implemented in multiple U.S.
[00:25:08.865 --> 00:25:09.225]  cities.
[00:25:09.585 --> 00:25:10.707]  The exact same system.
[00:25:11.857 --> 00:25:19.681]  So everything you see in England, the face scanning cameras a decade ago, the license plate reading cameras 15 years ago, now being implemented here.
[00:25:20.281 --> 00:25:24.143]  The microphones on street corners being called gunshot detectors.
[00:25:24.503 --> 00:25:27.405]  Now they admit, actually we're listening to your conversations.
[00:25:29.096 --> 00:25:31.838]  It's a global government with global models.
[00:25:31.938 --> 00:25:39.964]  They develop the technologies, their private companies are then given government contracts to make money out of surveilling you.
[00:25:40.605 --> 00:25:41.365]  Then they control...
[00:25:42.680 --> 00:25:56.396]  All of the major tuitions they fund, the grants they fund, the scholarships, converting the economy over, where if you want to go to college or get a job, it's going to be running these systems, or developing these systems.
[00:25:56.976 --> 00:25:58.158]  What do we produce in America?
[00:25:58.238 --> 00:25:58.858]  Jail guards.
[00:25:59.539 --> 00:26:01.161]  Biggest prison population in the world.
[00:26:01.621 --> 00:26:02.843]  Biggest part of our economy now.
[00:26:04.352 --> 00:26:06.513]  Run and administered by major defense contractors.
[00:26:06.954 --> 00:26:08.415]  Who runs the face scanning cameras?
[00:26:08.655 --> 00:26:11.016]  Who runs the biometric thumb scanners to buy and sell?
[00:26:11.577 --> 00:26:12.978]  Who runs the license plate readers?
[00:26:13.238 --> 00:26:14.699]  Who runs the naked body scanners?
[00:26:14.939 --> 00:26:21.163]  Who runs the 500 plus, that was one purchase last year, of mobile x-ray vans that shoot through your house.
[00:26:21.603 --> 00:26:23.965]  Super high power, dwarfing chest x-rays.
[00:26:24.727 --> 00:26:25.767]  Defense contractors.
[00:26:26.468 --> 00:26:27.748]  They are taking over.
[00:26:27.948 --> 00:26:30.009]  They've overthrown countless third world countries.
[00:26:30.589 --> 00:26:31.989]  Why shouldn't they overthrow this country?
[00:26:32.610 --> 00:26:33.150]  They've done it.
[00:26:33.530 --> 00:26:34.410]  Eisenhower warned us.
[00:26:34.770 --> 00:26:38.372]  A technological elite controlling the military-industrial complex.
[00:26:38.652 --> 00:26:39.712]  That's his full quote.
[00:26:40.292 --> 00:26:41.973]  Not just the military-industrial complex.
[00:26:43.273 --> 00:26:44.354]  He talked about who controlled it.
[00:26:45.434 --> 00:26:48.955]  And already the biggest Army, Navy, Marine Corps recruiting centers.
[00:26:49.835 --> 00:26:51.196]  It's not the case for the Air Force.
[00:26:52.199 --> 00:26:53.800]  are in Manila, Philippines.
[00:26:53.920 --> 00:26:55.240]  Mexico City, Mexico.
[00:26:56.261 --> 00:26:57.241]  They're in Eastern Europe.
[00:26:57.781 --> 00:27:00.842]  And you go to a military base now, and they even put them in units together.
[00:27:00.902 --> 00:27:01.683]  It's just foreigners.
[00:27:02.943 --> 00:27:05.284]  And they're taught to hate this country.
[00:27:05.344 --> 00:27:07.065]  They're not brought here and taught to love it.
[00:27:08.005 --> 00:27:10.226]  And they're taught, you deserve free health care.
[00:27:10.706 --> 00:27:19.550]  You deserve to fly in from Mexico City, or to fly in from China, or to fly in from Eastern Europe, and to instantly have your baby paid for,
