[00:00:10.126 --> 00:00:11.687]  This is our land.
[00:06:40.959 --> 00:06:48.881]  As founder and owner for over 63 years, satisfaction is guaranteed or double your dirt back!
[00:06:48.881 --> 00:06:52.682]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[00:06:52.682 --> 00:06:53.202]  Thank you!
[00:07:00.250 --> 00:07:04.793]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:07:04.793 --> 00:07:05.714]  Number 1.
[00:07:05.714 --> 00:07:09.136]  New climate legislation could easily double or triple your electric bill.
[00:07:09.136 --> 00:07:09.997]  Number 2.
[00:07:09.997 --> 00:07:14.880]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:07:14.880 --> 00:07:15.620]  It's true.
[00:07:15.620 --> 00:07:20.504]  Total government control of electricity in the name of smart grid technology is coming.
[00:07:20.504 --> 00:07:21.324]  Number 3.
[00:07:21.324 --> 00:07:24.906]  In some areas of the country, the power grid is dangerously overloaded.
[00:07:24.906 --> 00:07:28.609]  And now, new socialist legislation is only compounding the problem.
[00:07:28.809 --> 00:07:29.609]  Number 4.
[00:07:29.609 --> 00:07:32.370]  Dangerous weather is always a threat to local grids.
[00:07:32.370 --> 00:07:36.052]  Every year, thousands of families lose their power from weather-related outages.
[00:07:36.052 --> 00:07:36.832]  Number 5.
[00:07:36.832 --> 00:07:40.994]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:07:40.994 --> 00:07:46.036]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:07:46.036 --> 00:07:50.217]  You can get more information at www.mysolarbackup.com.
[00:07:50.217 --> 00:07:51.998]  That's mysolarbackup.com.
[00:07:51.998 --> 00:07:56.600]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-866-422-9000.
[00:07:57.520 --> 00:08:05.385]  877-327-0365.
[00:08:05.385 --> 00:08:11.409]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:08:11.409 --> 00:08:13.951]  You're listening to the Alex Jones Show!
[00:08:17.059 --> 00:08:25.968]  We are live, my friends, Dr. Russell Blaylock, top brain surgeon and expert on the ongoing eugenics soft kill operations against humanity.
[00:08:25.968 --> 00:08:31.253]  He's going to be joining us later in the broadcast today.
[00:08:31.253 --> 00:08:38.460]  Now, 10 years ago, I began to read Pentagon documents, mainstream news reports, medical patents.
[00:08:39.414 --> 00:08:41.915]  For a new type of vaccines.
[00:08:41.915 --> 00:08:45.937]  Now they're playing on the public's ignorance when they call them vaccines.
[00:08:45.937 --> 00:09:01.763]  They are genetic re-engineering systems and most of the government funding and research with the private universities and biotech firms is openly to re-engineer the brain.
[00:09:02.901 --> 00:09:07.245]  Now, they use that term, they call it a cognitive enhancement.
[00:09:07.245 --> 00:09:14.612]  A hundred years ago, the first lobotomies were done in front of psychiatric medical schools with an ice pick.
[00:09:14.612 --> 00:09:17.594]  If you don't believe me, just look up the history of lobotomy.
[00:09:17.594 --> 00:09:26.523]  And they would take mental patients and stick an ice pick in in front of everyone and eviscerate the frontal lobes, the cerebral cortex.
[00:09:28.868 --> 00:09:36.013]  This is a psychopathic control freak guild that is fully converting regular Western medicine.
[00:09:36.013 --> 00:09:45.120]  And this is what government run healthcare in England and the US is now announcing that you will be given vaccines for your depression.
[00:09:45.120 --> 00:09:52.485]  And in these mainstream media reports from the Mail, from Wired Magazine, the New York Times, there's literally hundreds of them.
[00:09:52.485 --> 00:09:55.988]  They're simultaneously coming out and promoting it as if it's a good thing.
[00:09:58.522 --> 00:10:13.389]  In one of the cases covered in the mail, it is a genetically engineered herpes virus, very communicable, that they inject into you and it goes into the brain and targets endorphin receptor sites.
[00:10:13.389 --> 00:10:19.412]  And they say here in this article, jabs that could put a stop to stress without slowing us down.
[00:10:19.412 --> 00:10:21.813]  And it says it goes in and re-engineers the neurons.
[00:10:21.813 --> 00:10:27.236]  When you actually read the patents on this entire class, we're gonna have a top brain surgeon on to talk about this in a little while,
[00:10:28.581 --> 00:10:42.853]  The viruses go in and replicate and they're designed, unlike herpes, to attack the lips, the mucous membrane, or the genitals, to attack specific neuron receptor sites and destroy them.
[00:10:42.853 --> 00:10:48.278]  Other classes of these create viral plaques that block the receptor sites.
[00:10:48.278 --> 00:10:50.140]  These are the terms they use.
[00:10:50.140 --> 00:10:51.521]  Let me explain.
[00:10:51.521 --> 00:10:54.964]  They are now proposing mandatory injections for all
[00:10:57.372 --> 00:10:59.293]  And you're not gonna feel any more pain.
[00:10:59.293 --> 00:11:00.935]  It's like the body snatchers.
[00:11:00.935 --> 00:11:04.637]  You just go to sleep, and when you wake up, everything's gonna be all right.
[00:11:04.637 --> 00:11:05.638]  That's actually what happens.
[00:11:05.638 --> 00:11:15.165]  You take the injection, you have a fever, you have brain swelling, and then you are unable to be threatened.
[00:11:15.165 --> 00:11:17.487]  You are unable to become upset.
[00:11:17.487 --> 00:11:19.528]  You're unable to have stress.
[00:11:19.528 --> 00:11:26.013]  This is biological conversion from the humans we've been for millions of years in our development,
[00:11:26.926 --> 00:11:28.207]  Into something new.
[00:11:28.207 --> 00:11:36.931]  They're not just re-engineering salmon to be twice as big and the major studies that universities have done show that it will extinct natural salmon in the wild.
[00:11:36.931 --> 00:11:40.233]  And the salmon has had insect genes added.
[00:11:40.233 --> 00:11:43.955]  It's a chimera cross-species cross-clone.
[00:11:43.955 --> 00:11:49.298]  They're not just putting different genes of animals and plants into corn or into cotton.
[00:11:51.389 --> 00:11:59.556]  This is humanity being taken over by a scientific dictatorship, a medical tyranny.
[00:11:59.556 --> 00:12:08.503]  And they're doing this so you can't mount a defense against the next wave of dehumanization that will be hard kill weapons that just kill you outright.
[00:12:10.230 --> 00:12:19.913]  We have clear evidence that RNA strains, very similar to these classes of re-engineering bioweapons, are being added to vaccines.
[00:12:19.913 --> 00:12:26.395]  The UN's been caught adding hormones to vaccines to cause an autoimmune response to the hormone to cause sterilization of women.
[00:12:26.395 --> 00:12:27.755]  That's mainstream news.
[00:12:27.755 --> 00:12:33.657]  CBS AP report from Asia to Latin America to Africa and Central Asia.
[00:12:34.857 --> 00:12:42.802]  In the last five years, everywhere the UN gives the polio shots or the oral polio, the children get weaponized polio and die in mass.
[00:12:42.802 --> 00:12:48.866]  And the articles even admit, oh, oopsie, there's a mistake, it was super polio.
[00:12:48.866 --> 00:12:52.788]  And so they've just been testing, killing you out in the open.
[00:12:52.788 --> 00:13:00.653]  Just like they're testing, Bloomberg reporting, every major insurance company, when people die or troops die, they just keep the insurance money from the widow of the family.
[00:13:01.963 --> 00:13:09.709]  Or Goldman Sachs steals hundreds of billions of dollars and is given even more power over the economy with this new private board.
[00:13:09.709 --> 00:13:12.912]  And the SEC cannot be investigated by Congress.
[00:13:12.912 --> 00:13:15.293]  Congress passed a law saying that.
[00:13:15.293 --> 00:13:18.496]  It's just all in your face.
[00:13:18.496 --> 00:13:24.881]  And the magnitude of this... I could hardly even sleep last night.
[00:13:24.881 --> 00:13:27.283]  And you're like, Alex, you've been talking about this for at least a decade.
[00:13:27.283 --> 00:13:31.266]  I know, but now they're having the full rollout.
[00:13:32.339 --> 00:13:53.194]  And they're going to give people vaccines that lobotomize them incrementally so that it's kind of a background scatter ambient system where they just slowly increase it and then gauge if we're noticing and gauge of the medical people who are highly compartmentalized and believe they're good and don't know what these vaccines are really doing.
[00:13:53.194 --> 00:13:55.376]  And psychiatry, all the major journals,
[00:13:56.385 --> 00:14:05.412]  New York Times reporting on it, the American Psychiatric Association, the British Psychiatric Association, it's all these articles say this will replace drugs.
[00:14:05.412 --> 00:14:11.737]  You get one shot, you never have anxiety, you never get angry, you're not threatened.
[00:14:11.737 --> 00:14:19.282]  What did Scientific American and other publications, and people won't believe this so pull it up on screen, have the headlines two weeks ago?
[00:14:19.282 --> 00:14:22.305]  Shrimp committing suicide, shrimp becoming reckless.
[00:14:24.192 --> 00:14:25.713]  What does it show Prozac does?
[00:14:25.713 --> 00:14:29.837]  It makes you reckless where you'll go shoot a whole school full of people or you'll commit suicide.
[00:14:29.837 --> 00:14:32.860]  It kills your inhibition and makes sure we're not threatened.
[00:14:32.860 --> 00:14:38.285]  They've done studies with Prozac or serotonin reuptake inhibitor users and cars.
[00:14:38.285 --> 00:14:40.127]  They'll just pull right out in front of you.
[00:14:42.318 --> 00:14:45.481]  They've had their inhibitions taken away.
[00:14:45.481 --> 00:14:48.264]  Sodium fluoride in all the major studies does the same thing.
[00:14:48.264 --> 00:14:52.928]  It's all about destroying your drive for self-preservation.
[00:14:52.928 --> 00:15:01.956]  Now, I want to just go over some of these articles and I want the guys to give us a document cam shot for PrisonPlanet.tv viewers so that they understand that this can all be pulled up.
[00:15:01.956 --> 00:15:03.118]  This is not my opinion.
[00:15:04.048 --> 00:15:21.522]  And remember, they're promoting and they're pushing in the media the hundreds of new vaccines that are really recombinant RNA virus systems that attack the brain and they're telling you it's cognitive enhancement.
[00:15:21.522 --> 00:15:24.964]  They want to make all of this mandatory.
[00:15:24.964 --> 00:15:30.769]  This on top of top Oxford bioethicists, they're the ones that write the codes and the ethics for the doctors.
[00:15:31.903 --> 00:15:34.428]  They're the ones in the last 20 years that have gotten rid of the Hippocratic Oath.
[00:15:34.428 --> 00:15:36.613]  They're the high priest over the medical system.
[00:15:37.861 --> 00:15:43.164]  Top bioethicist in the US, top bioethicist in England, New York Times, everybody reporting.
[00:15:43.164 --> 00:15:51.388]  I mean, literally, I did a search on this last night, hundreds of articles telling you, hey, your problems are solved, we're gonna put lithium in the water.
[00:15:51.388 --> 00:15:57.551]  And then you do tests of what's already being added under the name sodium fluoride, it's hundreds of chemicals, including lithium.
[00:15:57.551 --> 00:16:03.975]  See, we've been exposing them, and so now they're just coming out and saying, yeah, yeah, we're putting lithium in your water, and it's good.
[00:16:06.394 --> 00:16:09.755]  And, in the next two hours, I shot this video last night.
[00:16:09.755 --> 00:16:12.796]  Rob Dude is so concerned because he's seen all the documents.
[00:16:12.796 --> 00:16:15.017]  He volunteered to stay up all night.
[00:16:15.017 --> 00:16:16.518]  He hasn't left.
[00:16:16.518 --> 00:16:18.398]  He won't be done for about another hour.
[00:16:18.398 --> 00:16:26.341]  It's going to go up on YouTube, a special video titled, Media Pushes Brain-Eating Vaccines.
[00:16:26.341 --> 00:16:28.422]  Because that's what it is, in layman's terms.
[00:16:28.422 --> 00:16:31.403]  And it's a catchy term that will get the word out to everybody.
[00:16:32.216 --> 00:16:33.697]  And then it goes over all of this.
[00:16:33.697 --> 00:16:37.478]  Media promoting brain-eating vaccines.
[00:16:37.478 --> 00:16:41.279]  Media pushing brain-eating vaccines.
[00:16:41.279 --> 00:16:46.461]  And it goes through all of this in a detailed, focused fashion.
[00:16:46.461 --> 00:16:47.542]  I'm getting chills right now.
[00:16:47.542 --> 00:16:52.943]  Ladies and gentlemen, it's a normal response to become upset and agitated.
[00:16:52.943 --> 00:16:59.566]  You have that genetically in your code to defend your tribe, to defend your people, to be successful.
[00:17:00.734 --> 00:17:21.347]  And I just look at my darling little daughters and my son and their hearts are so full of goodness and they're so loving and they just have the light of creativity and the spirit of the universe in their eyes and I think about how the globalists openly want a genetic dictatorship where they literally reprogram your brain destructively.
[00:17:23.078 --> 00:17:25.339]  And they're pushing this.
[00:17:25.339 --> 00:17:27.861]  It's worse than a science fiction nightmare movie.
[00:17:27.861 --> 00:17:35.825]  Imagine a science fiction movie 10, 15 years ago where a secret government corporate program to incrementally lobotomize the public to make them servile.
[00:17:35.825 --> 00:17:36.966]  The chemicals aren't enough.
[00:17:36.966 --> 00:17:39.327]  We're a resilient, powerful species.
[00:17:39.327 --> 00:17:43.429]  Just like insects that get poisoned over and over again become resistant.
[00:17:43.429 --> 00:17:44.630]  We're becoming resistant.
[00:17:44.630 --> 00:17:46.971]  And the globalists even talk about that.
[00:17:46.971 --> 00:17:49.392]  How we're becoming resistant to all their poisons.
[00:17:49.392 --> 00:17:51.013]  So they want to irrevocably go in
[00:17:52.921 --> 00:17:53.421]  I think?
[00:18:10.450 --> 00:18:13.271]  I'm not calling for violence, but they are being violent towards us.
[00:18:13.271 --> 00:18:30.677]  They are attacking us with a creeping stealth kill system that's very hard to respond to because we're genetically designed to face a full frontal assault of a saber-toothed cat or a grizzly bear or a pack of wolves or another tribe of humans trying to enslave us.
[00:18:30.677 --> 00:18:33.858]  Everything, you know, we're based around that and so it's very
[00:18:35.708 --> 00:18:41.550]  The enemy comes at us through stealth and through incrementalism and always sells it as if it's a good thing.
[00:18:41.550 --> 00:18:47.351]  When you watch these doctors and psychiatrists and bioethicists on television, they can't help but smirk and start laughing.
[00:18:47.351 --> 00:18:55.174]  It's like when Bill Gates on TED TV a few months ago said, yeah, we've got to cut carbon footprint and humans exhale carbon, so we've got to reduce that down.
[00:18:55.174 --> 00:19:00.275]  And he put the number zero up and everybody laughed because they're part of the little inside group laughing at
[00:19:00.715 --> 00:19:10.082]  At the control freak nerve of power they're pressing on and their petty psyches of thinking about how they're in on the club of soft killing people.
[00:19:10.082 --> 00:19:13.765]  I mean, they are out in the open.
[00:19:13.765 --> 00:19:27.015]  And at a primitive level, at my basic core life preservation encoding, extreme violence rises up in me when I focus on this.
[00:19:27.015 --> 00:19:28.977]  I mean, I'm seething right now, ladies and gentlemen.
[00:19:30.083 --> 00:19:37.925]  And that's a normal response, and when you read these documents, this is the exact propulsion system they want to remove.
[00:19:37.925 --> 00:19:42.386]  I mean, how do you think I can work up here many nights till midnight?
[00:19:42.386 --> 00:19:52.508]  Because I've got that drive to preserve the species, and it may in the long run hurt me physically, and they talk about that's how they're altruistically going to knock this out of us, but it doesn't matter.
[00:19:52.508 --> 00:19:54.168]  It's for the species I'm doing this.
[00:19:57.247 --> 00:19:58.268]  We're going to be right back, okay?
[00:19:58.268 --> 00:19:59.409]  I'm going to try to go over all this.
[00:19:59.409 --> 00:20:01.890]  Stay with us.
[00:20:01.890 --> 00:20:04.372]  David J. Smith for Newswatch Magazine.
[00:20:04.372 --> 00:20:10.016]  Did you know that it doesn't matter which political party occupies the White House?
[00:20:10.016 --> 00:20:16.260]  They have both been captured by those who are working for world government and the destruction of our Constitution.
[00:20:16.260 --> 00:20:25.507]  They believe that governments formed in the 18th and 19th centuries based upon constitutional rights of the people are now obsolete and need to be changed.
[00:20:26.267 --> 00:20:30.068]  That change will be to communism, socialism, fascism.
[00:20:30.068 --> 00:20:33.909]  A form of government that takes away all our rights.
[00:20:33.909 --> 00:20:42.790]  We'd like to help you understand why these things are happening and offer you an absolutely free one-year subscription to Newswatch Magazine.
[00:20:42.790 --> 00:20:44.271]  Just call our toll-free number 1-800-516-8736.
[00:20:50.854 --> 00:20:51.254]  That's 1-800-516-8736.
[00:20:51.254 --> 00:20:57.498]  Call now while operators are standing by to receive your call.
[00:21:01.593 --> 00:21:11.618]  Originally, we the people have entrusted government to be the guardians of currency, to ensure purity, content, weights and measures of gold and silver coins citizens would use for commerce.
[00:21:11.618 --> 00:21:18.041]  This reinstalled confidence after the demise of the fiat continental system, wisdom being lost with time.
[00:21:18.041 --> 00:21:26.905]  The government we once entrusted to protect from counterfeit has colluded with private business, creating the largest fiat counterfeiting scheme our country ever experienced.
[00:21:27.285 --> 00:21:36.477]  This is not only a transfer of power to an institution that is not accountable to our elected government, but has also caused the dollar to lose more than 90 cents of its original value.
[00:21:36.477 --> 00:21:41.464]  Now foreign governments are trying to divest themselves from this once world reserve currency.
[00:21:41.464 --> 00:21:42.886]  Hi, this is Ted Anderson.
[00:21:42.886 --> 00:21:45.369]  I'm offering a book that explains how the system works.
[00:21:45.649 --> 00:21:48.971]  Call me today at 800-686-2237.
[00:21:48.971 --> 00:21:53.153]  I will give you a silver dollar free just for purchasing the book.
[00:21:53.153 --> 00:21:54.034]  Call today at 800-686-2237.
[00:21:54.034 --> 00:21:54.414]  Again, that's 800-686-2237.
[00:22:01.704 --> 00:22:06.668]  The question is, where should the American people draw their line in the sand?
[00:22:06.668 --> 00:22:07.668]  What have we got?
[00:22:07.668 --> 00:22:10.110]  A republic or a monarchy?
[00:22:10.110 --> 00:22:11.131]  A republic.
[00:22:11.131 --> 00:22:13.773]  It's based on a constitution which protects minority rights.
[00:22:13.773 --> 00:22:16.035]  Not democracy, not mob rule.
[00:22:16.035 --> 00:22:18.056]  Two wolves and a sheep voting on what's for dinner.
[00:22:18.056 --> 00:22:19.737]  So they think they own our land?
[00:22:19.737 --> 00:22:21.058]  They think they own our water?
[00:22:21.058 --> 00:22:21.679]  Children?
[00:22:21.679 --> 00:22:22.800]  Our education?
[00:22:22.800 --> 00:22:23.620]  Our money?
[00:22:23.620 --> 00:22:27.283]  We have to define who we are and what we will tolerate.
[00:22:27.643 --> 00:22:32.609]  Somebody's gonna ask you what you did during the Patriot Uprising.
[00:22:32.609 --> 00:22:33.630]  We have the facts.
[00:22:33.630 --> 00:22:34.791]  We have the Constitution.
[00:22:34.791 --> 00:22:35.693]  We have the Bill of Rights.
[00:22:35.693 --> 00:22:36.594]  We have common law.
[00:22:36.594 --> 00:22:39.117]  Knowledge is power, ladies and gentlemen.
[00:22:39.117 --> 00:22:42.881]  And I'm so excited to be able to offer you Don't Tread on Me, Rise of the Republic.
[00:22:43.001 --> 00:22:47.948]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising.
[00:22:47.948 --> 00:22:49.449]  A new tool in the Info War.
[00:22:49.449 --> 00:22:50.531]  Don't tread on me.
[00:22:50.531 --> 00:22:57.400]  Order it at InfoWars.com or PrisonPlanet.com or call toll free 888-253-3139 and support independent patriotic liberty films.
[00:23:01.664 --> 00:23:11.189]  Nine years, thousands of clients worldwide, amazing results, and here's more proof of the effectiveness of how Heart and Body Extract supports good circulation and healthy arterial flow.
[00:23:11.189 --> 00:23:12.510]  My name is Crystal.
[00:23:12.510 --> 00:23:15.432]  I'm a 45-year-old and live in Houston, Texas.
[00:23:15.432 --> 00:23:19.414]  I was diagnosed with having mitral valve prolapse 10 years ago.
[00:23:19.414 --> 00:23:23.376]  My cardiologist said surgery and drugs was the only thing he could offer me.
[00:23:23.536 --> 00:23:24.377]  What did Crystal do?
[00:23:24.377 --> 00:23:28.342]  I ordered Heart and Body Extract in August 2006.
[00:23:28.342 --> 00:23:34.749]  When I first took my first 15 drops, I embraced the formula and could even feel the goodness of the formula starting to work.
[00:23:34.749 --> 00:23:38.313]  Clean, clear arteries are happy arteries after using Heart and Body Extract.
[00:23:38.553 --> 00:23:41.054]  Learn more at HBextract.com or call 866-295-5305.
[00:23:41.054 --> 00:23:41.774]  That's HBextract.com or call 866-295-5305.
[00:23:41.774 --> 00:23:43.974]  HBextract comes with a 100% ironclad money back guarantee.
[00:23:43.974 --> 00:23:48.335]  Details at HBextract.com or call 866-295-5305 for Heart and Body Extract.
[00:24:08.737 --> 00:24:09.978]  So I want to be clear.
[00:24:09.978 --> 00:24:13.500]  They've been drugging our water and our food for more than 50 years.
[00:24:13.500 --> 00:24:17.582]  They're intensifying it, now that we've been exposing them.
[00:24:17.582 --> 00:24:21.625]  And a lot of even mainstream news has been being critical of it.
[00:24:21.625 --> 00:24:25.927]  And it's coming out that there's sterilants in the plastics by design.
[00:24:25.927 --> 00:24:29.149]  The system's coming out and saying, yeah, we're doing this for your own good.
[00:24:29.149 --> 00:24:32.091]  Lithium in the water, sterilants in the vaccines.
[00:24:33.686 --> 00:24:42.850]  In fact, in this Wired Magazine article today, Army's vaccine plan inject troops with gas-propelled electrocharged DNA.
[00:24:42.850 --> 00:24:48.993]  And it says, hundreds of vaccines to re-engineer the bodies and brains of troops.
[00:24:48.993 --> 00:24:53.835]  And it says, well, old vaccines have been causing sterility.
[00:24:53.835 --> 00:24:57.577]  They actually have a quote on the second page.
[00:24:58.797 --> 00:24:59.137]  I think?
[00:25:15.629 --> 00:25:33.965]  While they destroy the economy, while they rob us all blind, while they militarize the police, while they hire millions of private spies with the highest level security clearances to surveil everyone, all now admitted, legislation to secretly arrest and torture citizens at will, violent belligerence act.
[00:25:33.965 --> 00:25:35.746]  It's just all off the charts.
[00:25:35.746 --> 00:25:40.891]  And they do it with a loving, sweet, kind, good voice.
[00:25:40.891 --> 00:25:42.112]  As if it's their right
[00:25:43.680 --> 00:25:48.344]  To come out and say, we've got a new vaccine so you won't get upset anymore.
[00:25:48.344 --> 00:25:52.368]  And they say in these articles, the scientists say, everyone is mentally ill.
[00:25:52.368 --> 00:25:54.149]  Everyone's getting upset too much.
[00:25:54.149 --> 00:25:55.591]  Everyone's too stressed.
[00:25:55.591 --> 00:25:57.793]  So, we're gonna put lithium in your water.
[00:25:57.793 --> 00:26:05.940]  I mean, we've gone from me here reading you government documents and textbooks where the White House Science Czar talks about it,
[00:26:07.270 --> 00:26:09.352]  And people say, oh, well, he wrote that 25 years ago.
[00:26:09.352 --> 00:26:12.534]  We've got a new article at PrisonPlanet.com.
[00:26:12.534 --> 00:26:21.641]  In 2006, White House science czar talked about population reduction and carbon tax to shut down human activity.
[00:26:21.641 --> 00:26:23.122]  That's all any of them talk about.
[00:26:23.122 --> 00:26:27.245]  You know, the media's like, well, he wrote that 25 years ago.
[00:26:27.245 --> 00:26:27.945]  Really?
[00:26:27.945 --> 00:26:30.027]  He wrote about it in 2006.
[00:26:30.027 --> 00:26:31.648]  I've got books he co-authored in 1999 saying it.
[00:26:34.363 --> 00:26:35.444]  They all talk about it.
[00:26:35.444 --> 00:26:36.885]  It's all they talk about.
[00:26:36.885 --> 00:26:38.666]  Do you understand?
[00:26:38.666 --> 00:26:51.095]  I know it sounds crazy to say they want to inject you with live DNA viruses that use RNA to reprogram your DNA and kill your brain cells.
[00:26:51.095 --> 00:26:53.017]  You're supposed to get angry at tyranny.
